"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/sys_lock_vm-adv_vm_socket_page_disk.csv --sys --lock --vm-adv --vm --socket --page --disk 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"system",,"file locks",,,,"advanced virtual memory",,,,,"virtual memory",,,,"sockets",,,,,"paging",,"dsk/total",
2745,7561,84,12,13,83,0,0,0,0,0,0,1315,2660,6941,1229,26,33,0,0,0,0,0,925696
2627,6903,84,12,13,83,0,0,0,0,0,0,307,926,3993,1221,26,33,0,0,0,0,0,0
2774,8296,84,12,13,83,0,0,0,0,0,0,3332,3941,11359,1211,26,33,0,0,0,0,0,0
2617,6227,84,12,13,83,0,0,0,0,0,0,6164,7774,4622,1211,26,33,0,0,0,0,0,0
2659,6025,84,12,13,83,0,0,0,0,0,0,501,1935,4266,1211,26,33,0,0,0,0,0,8110080
2662,6112,84,12,13,83,0,0,0,0,0,0,287,1089,3738,1207,26,33,0,0,0,0,0,1228800
2650,6014,84,12,13,83,0,0,0,0,0,0,911,1344,3556,1207,26,33,0,0,0,0,0,0
2943,9795,84,12,13,83,0,0,0,0,0,0,9843,12091,6328,1207,26,33,0,0,0,0,0,1138688
2545,5932,84,12,13,83,0,0,0,0,0,0,943,1914,1424,1207,26,33,0,0,0,0,0,516096
2536,5912,84,12,13,83,0,0,0,0,0,0,242,1959,5844,1206,26,33,0,0,0,0,0,5005312
2744,6983,84,12,13,83,0,0,0,0,0,0,4788,6450,5543,1206,26,33,0,0,0,0,0,0
2547,5852,84,12,13,83,0,0,0,0,0,0,845,1479,1890,1205,26,33,0,0,0,0,0,827392
2753,8679,84,12,13,83,0,0,0,0,0,0,3261,3863,3530,1205,26,33,0,0,0,0,0,385024
2625,5654,84,12,13,83,0,0,0,0,0,0,267,1164,1907,1205,26,33,0,0,0,0,0,0
2750,7367,84,12,13,83,0,0,0,0,0,0,1928,3894,10107,1204,26,33,0,0,0,0,0,4907008
2521,5799,84,12,13,83,0,0,0,0,0,0,227,727,1818,1203,26,33,0,0,0,0,0,0
2625,6029,84,12,13,83,0,0,0,0,0,0,356,770,1466,1203,26,33,0,0,0,0,0,0
2805,8445,84,12,13,83,0,0,0,0,0,0,2829,3652,4794,1203,26,33,0,0,0,0,0,606208
2542,6103,83,12,13,82,0,0,0,0,0,0,6362,8034,3534,1203,26,33,0,0,0,0,0,0
2562,6096,83,12,13,82,0,0,0,0,0,0,745,2401,2328,1203,26,33,0,0,0,0,0,9666560
2584,6611,83,12,13,82,0,0,0,0,0,0,270,716,910,1203,26,33,0,0,0,0,0,0
2746,8179,83,12,13,82,0,0,0,0,0,0,2389,3854,2097,1203,26,33,0,0,0,0,0,0
2729,7098,83,12,13,82,0,0,0,0,0,0,2249,2755,2874,1202,25,33,0,0,0,0,0,0
2632,6606,83,12,13,82,0,0,0,0,0,0,1208,1880,2108,1205,25,33,0,0,0,0,0,0
2668,5802,83,12,13,82,0,0,0,0,0,0,512,1219,34431,1202,25,33,0,0,0,0,0,1728512
2773,6263,83,12,13,82,0,0,0,0,0,0,5767,8091,3736,1204,25,33,0,0,0,0,0,6070272
2549,5639,83,12,13,82,0,0,0,0,0,0,1183,1809,1308,1202,25,33,0,0,0,0,0,0
2607,7046,83,12,13,82,0,0,0,0,0,0,1551,2172,2435,1202,25,33,0,0,0,0,0,0
2795,8200,83,12,13,82,0,0,0,0,0,0,2633,3901,3349,1202,25,33,0,0,0,0,0,0
2673,6066,83,12,13,82,0,0,0,0,0,0,700,1432,847,1202,25,33,0,0,0,0,0,999424
4068,10902,83,12,13,82,0,0,0,0,0,0,219,2350,2331,1202,25,33,0,0,0,0,0,13459456
2546,5978,83,12,13,82,0,0,0,0,0,1,593,773,1773,1202,25,33,0,0,0,0,81920,0
2633,7872,83,12,13,82,0,0,0,0,0,0,2233,2982,2507,1202,25,33,0,0,0,0,0,0
2780,7510,83,12,13,82,0,0,0,0,0,0,7638,9451,6545,1202,25,33,0,0,0,0,0,0
4454,35178,83,12,13,82,0,0,0,0,0,0,35712,57672,49101,1202,25,33,0,0,0,0,0,2605056
2980,7746,83,12,13,82,0,0,0,0,0,0,719,3574,3357,1204,25,33,0,0,0,0,0,12140544
2588,5827,83,12,13,82,0,0,0,0,0,0,347,679,752,1202,25,33,0,0,0,0,0,0
2666,7178,83,12,13,82,0,0,0,0,0,0,1987,2614,2383,1202,25,33,0,0,0,0,0,598016
2566,6880,83,12,13,82,0,0,0,0,0,0,1481,2203,5602,1202,25,33,0,0,0,0,0,0
2557,5867,83,12,13,82,0,0,0,0,0,0,304,816,1621,1203,25,33,0,0,0,0,0,0
2622,6157,83,12,13,82,0,0,0,0,0,0,6537,8690,7400,1203,25,33,0,0,0,0,0,5144576
2534,5771,83,12,13,82,0,0,0,0,0,0,812,1309,1526,1203,25,33,0,0,0,0,0,0
2930,9384,83,12,13,82,0,0,0,0,0,0,2755,4419,4582,1203,25,33,0,0,0,0,0,745472
2604,7069,83,12,13,82,0,0,0,0,0,0,1698,2109,2865,1203,25,33,0,0,0,0,0,0
2527,5806,83,12,13,82,0,0,0,0,0,0,366,706,1463,1204,26,33,0,0,0,0,0,0
2692,6774,83,12,13,82,0,0,0,0,0,0,290,1899,2275,1202,24,33,0,0,0,0,0,8716288
2682,6107,83,12,13,82,0,0,0,0,0,0,167,924,762,1202,24,33,0,0,0,0,0,884736
2683,7034,83,12,13,82,0,0,0,0,0,0,2037,2595,2556,1202,24,33,0,0,0,0,0,0
3026,9650,83,12,13,82,0,0,0,0,0,0,8699,10450,17952,1202,24,33,0,0,0,0,0,1482752
2895,7371,83,12,13,82,0,0,0,0,0,0,2196,3639,2468,1202,24,33,0,0,0,0,0,0
2550,5771,83,12,13,82,0,0,0,0,0,0,291,1186,1389,1202,24,33,0,0,0,0,0,3399680
2455,5752,83,12,13,82,0,0,0,0,0,0,203,937,1163,1202,24,33,0,0,0,0,0,0
2564,6863,83,12,13,82,0,0,0,0,0,0,2311,2717,2823,1202,24,33,0,0,0,0,0,0
2844,7928,83,12,13,82,0,0,0,0,0,0,1553,2452,4661,1202,24,33,0,0,0,0,0,811008
2615,6387,83,12,13,82,0,0,0,0,0,0,1781,2732,2269,1202,24,33,0,0,0,0,0,0
2716,6535,83,12,13,82,0,0,0,0,0,0,7540,9624,6924,1204,24,33,0,0,0,0,0,5849088
2918,8062,83,12,13,82,0,0,0,0,0,0,1590,3332,4301,1203,24,33,0,0,0,0,0,729088
2920,7250,83,12,13,82,0,0,0,0,0,0,3018,4264,3560,1203,24,33,0,0,0,0,0,0
2658,7018,83,12,13,82,0,0,0,0,0,0,1496,2142,2448,1203,24,33,0,0,0,0,0,0
2685,6000,83,12,13,82,0,0,0,0,0,0,271,1282,2361,1203,24,33,0,0,0,0,0,0
2690,6179,83,12,13,82,0,0,0,0,0,0,1050,2949,2685,1203,24,33,0,0,0,0,0,8077312
2604,6002,83,12,13,82,0,0,0,0,0,0,245,927,798,1203,24,33,0,0,0,0,0,663552
2635,7061,83,12,13,82,0,0,0,0,0,0,1576,2216,7532,1203,24,33,0,0,0,0,0,0
2695,8816,83,12,13,82,0,0,0,0,0,0,7362,9891,3692,1203,24,33,0,0,0,0,0,0
2594,6640,83,12,13,82,0,0,0,0,0,0,457,1122,1026,1203,24,33,0,0,0,0,0,1785856
2539,5836,83,12,13,82,0,0,0,0,0,0,296,977,1150,1205,24,33,0,0,0,0,0,368640
3345,10172,83,12,13,82,0,0,0,0,0,0,534,3965,6069,1203,24,33,0,0,0,0,0,21766144
2654,7250,83,12,13,82,0,0,0,0,0,0,2414,3512,3882,1203,24,33,0,0,0,0,0,0
2720,6938,83,12,13,82,0,0,0,0,0,0,2038,2167,2550,1203,24,33,0,0,0,0,0,8192
2633,6462,83,12,13,82,0,0,0,0,0,0,348,2082,1854,1202,24,33,0,0,0,0,0,753664
2673,7646,83,12,13,82,0,0,0,0,0,0,7274,9997,2686,1202,24,33,0,0,0,0,0,0
3141,10128,83,12,13,82,0,0,0,0,0,0,1702,10391,10407,1202,24,33,0,0,0,0,0,7020544
3123,32816,83,12,13,82,0,0,0,0,0,0,36257,50372,15926,1202,24,33,0,0,0,0,0,0
2626,6961,83,12,13,82,0,0,0,0,0,0,1566,2255,2706,1202,24,33,0,0,0,0,0,0
2738,6712,83,12,13,82,0,0,0,0,0,0,283,1203,1245,1202,24,33,0,0,0,0,0,2686976
2553,5783,83,12,13,82,0,0,0,0,0,0,286,781,1253,1202,24,33,0,0,0,0,0,0
2572,6083,83,12,13,82,0,0,0,0,0,0,395,1525,1498,1202,24,33,0,0,0,0,0,6356992
2862,8504,83,12,13,82,0,0,0,0,0,0,1973,3592,6214,1202,24,33,0,0,0,0,0,663552
2563,7309,83,12,13,82,0,0,0,0,0,0,5837,7560,5600,1202,24,33,0,0,0,0,0,0
2660,6070,83,12,13,82,0,0,0,0,0,0,989,1994,3381,1202,24,33,0,0,0,0,0,2351104
2619,6549,83,12,13,82,0,0,0,0,0,1,680,854,1386,1202,24,33,0,0,0,0,32768,0
2671,6059,83,12,13,82,0,0,0,0,0,0,316,2070,2636,1202,24,33,0,0,0,0,0,9068544
2792,7117,83,12,13,82,0,0,0,0,0,0,2361,2870,2691,1202,24,33,0,0,0,0,0,0
2720,6986,83,12,13,82,0,0,0,0,0,0,1449,2064,2237,1202,24,33,0,0,0,0,0,0
2859,7456,83,12,13,82,0,0,0,0,0,0,1623,2909,2400,1202,24,33,0,0,0,0,0,1032192
2656,7038,83,12,13,82,0,0,0,0,0,0,5627,7504,5544,1202,24,33,0,0,0,0,0,0
2556,5894,83,12,13,82,0,0,0,0,0,0,483,2011,3102,1202,24,33,0,0,0,0,0,7946240
2596,6461,83,12,13,82,0,0,0,0,0,0,1646,2208,2460,1202,24,33,0,0,0,0,0,0
2754,7511,83,12,13,82,0,0,0,0,0,0,1657,2464,2665,1202,24,33,0,0,0,0,0,0
2634,6180,83,12,13,82,0,0,0,0,0,0,208,774,960,1202,24,33,0,0,0,0,0,729088
2563,5716,83,12,13,82,0,0,0,0,0,0,191,668,998,1202,24,33,0,0,0,0,0,0
2731,7364,83,12,13,82,0,0,0,0,0,0,1162,2570,4673,1202,24,33,0,0,0,0,0,409600
2571,5878,83,12,13,82,0,0,0,0,0,0,1866,2036,1325,1202,24,33,0,0,0,0,0,0
2896,8484,83,12,13,82,0,0,0,0,0,0,8077,10001,7368,1202,24,33,0,0,0,0,0,0
2627,5804,83,12,13,82,0,0,0,0,0,0,280,897,1771,1202,24,33,0,0,0,0,0,581632
2529,5777,83,12,13,82,0,0,0,0,0,0,162,663,607,1204,24,33,0,0,0,0,0,0
2757,6824,83,12,13,82,0,0,0,0,0,0,415,1955,2210,1202,24,33,0,0,0,0,0,8224768
2747,6240,83,12,13,82,0,0,0,0,0,0,741,1219,1136,1202,24,33,0,0,0,0,0,0
2813,9587,83,12,13,82,0,0,0,0,0,0,3563,5045,6486,1201,24,33,0,0,0,0,0,0
2500,5914,83,12,13,82,0,0,0,0,0,0,166,737,1012,1201,24,33,0,0,0,0,0,573440
2631,6055,83,12,13,82,0,0,0,0,0,0,5904,7547,8645,1201,24,33,0,0,0,0,0,0
2604,5930,83,12,13,82,0,0,0,0,0,0,220,1859,1827,1201,24,33,0,0,0,0,0,9216000
2477,5749,83,12,13,82,0,0,0,0,0,0,1224,1727,4106,1201,24,33,0,0,0,0,0,0
2682,7971,83,12,13,82,0,0,0,0,0,0,2781,3661,4134,1202,24,33,0,0,0,0,0,1892352
2635,6246,83,12,13,82,0,0,0,0,0,0,821,1602,1526,1202,24,33,0,0,0,0,0,655360
2676,7343,83,12,13,82,0,0,0,0,0,0,1102,2376,1535,1204,24,33,0,0,0,0,0,0
2549,6847,83,12,13,82,0,0,0,0,0,0,232,2790,3381,1205,24,36,0,0,0,0,0,14630912
3385,9911,83,12,13,82,0,0,0,0,0,0,355,1195,744,1205,24,36,0,0,0,0,0,0
2888,10617,83,12,13,82,0,0,0,0,0,0,10213,11621,5960,1205,24,36,0,0,0,0,0,0
3466,35460,83,12,13,82,0,0,0,0,0,0,36292,57967,21789,1205,24,36,0,0,0,0,0,1761280
2565,5744,83,12,13,82,0,0,0,0,0,0,184,662,1195,1205,24,36,0,0,0,0,0,0
2530,5627,83,12,13,82,0,0,0,0,0,0,235,872,792,1202,24,33,0,0,0,0,0,0
2778,7424,83,12,13,82,0,0,0,0,0,0,2380,4604,1908,1202,24,33,0,0,0,0,0,8790016
2665,7913,83,12,13,82,0,0,0,0,0,0,2900,3561,3616,1202,24,33,0,0,0,0,0,0
2604,6047,83,12,13,82,0,0,0,0,0,0,362,1266,1023,1202,24,33,0,0,0,0,0,3137536
3071,6103,83,12,13,82,0,0,0,0,0,0,5780,7592,3631,1202,24,33,0,0,0,0,0,0
2597,5751,83,12,13,82,0,0,0,0,0,0,356,678,1837,1202,24,33,0,0,0,0,0,0
2816,7104,83,12,13,82,0,0,0,0,0,1,726,2404,44576,1202,24,33,0,0,0,0,81920,9306112
2809,7490,83,12,13,82,0,0,0,0,0,0,2624,3752,3632,1202,24,33,0,0,0,0,0,638976
2937,8522,83,12,13,82,0,0,0,0,0,0,2349,3975,2417,1202,24,33,0,0,0,0,0,0
2471,5729,83,12,13,82,0,0,0,0,0,0,350,645,595,1202,24,33,0,0,0,0,0,0
2575,5795,83,12,13,82,0,0,0,0,0,0,237,738,980,1202,24,33,0,0,0,0,0,0
2585,5892,83,12,13,82,0,0,0,0,0,0,1013,2096,2329,1202,24,33,0,0,0,0,0,4972544
2743,7608,83,12,13,82,0,0,0,0,0,0,8306,10688,4565,1202,24,33,0,0,0,0,0,524288
2826,7188,83,12,13,82,0,0,0,0,0,0,3158,3717,4303,1202,24,33,0,0,0,0,0,0
2625,6010,83,12,13,82,0,0,0,0,0,0,718,1552,1457,1202,24,33,0,0,0,0,0,696320
2894,7537,83,12,13,82,0,0,0,0,0,0,1802,3688,2790,1202,24,33,0,0,0,0,0,0
2730,7189,83,12,13,82,0,0,0,0,0,0,334,1879,2825,1203,25,33,0,0,0,0,0,3268608
2798,7957,83,12,13,82,0,0,0,0,0,0,1890,2544,2551,1203,25,33,0,0,0,0,0,1138688
2695,7101,83,12,13,82,0,0,0,0,0,0,1772,2170,2845,1203,25,33,0,0,0,0,0,0
2552,6251,83,12,13,82,0,0,0,0,0,0,7501,9670,3836,1203,25,33,0,0,0,0,0,0
2532,5747,83,12,13,82,0,0,0,0,0,0,195,866,719,1203,25,33,0,0,0,0,0,0
2684,6072,83,12,13,82,0,0,0,0,0,0,799,2125,1852,1203,25,33,0,0,0,0,0,8208384
3014,9226,83,12,13,82,0,0,0,0,0,0,3116,4690,15741,1205,27,33,0,0,0,0,0,1138688
2682,7124,83,12,13,82,0,0,0,0,0,0,1478,2196,2129,1205,27,33,0,0,0,0,0,0
2521,5698,83,12,13,82,0,0,0,0,0,0,259,805,800,1207,27,33,0,0,0,0,0,0
2627,5866,83,12,13,82,0,0,0,0,0,0,530,916,1329,1205,27,33,0,0,0,0,0,0
2701,6143,83,12,13,82,0,0,0,0,0,0,271,1471,1357,1205,27,33,0,0,0,0,0,6160384
2700,7457,83,12,13,82,0,0,0,0,0,0,6803,9016,31366,1205,27,33,0,0,0,0,0,1949696
2728,7968,83,12,13,82,0,0,0,0,0,0,1642,2403,2975,1205,27,33,0,0,0,0,0,237568
2847,8052,83,12,13,82,0,0,0,0,0,0,1558,3985,5281,1207,27,33,0,0,0,0,0,0
2729,6722,83,12,13,82,0,0,0,0,0,1,720,1186,919,1207,27,33,0,0,0,0,40960,0
4084,11553,83,12,13,82,0,0,0,0,0,0,742,4340,9426,1207,27,33,0,0,0,0,0,23388160
2719,7052,83,12,13,82,0,0,0,0,0,0,1516,2327,2816,1207,27,33,0,0,0,0,0,0
3618,10123,83,12,13,82,0,0,0,0,0,0,22594,25029,15214,1218,27,33,0,0,0,0,0,1794048
3373,8178,83,12,13,82,0,0,0,0,0,0,9974,12862,22176,1208,27,33,0,0,0,0,0,0
3125,7008,83,12,13,82,0,0,0,0,0,0,11240,13108,6414,1209,27,33,0,0,0,0,0,0
4403,37022,83,12,13,82,0,0,0,0,0,0,40560,64018,33079,1208,27,33,0,0,0,0,0,4464640
2719,7033,83,12,13,82,0,0,0,0,0,0,1582,2689,4327,1208,27,33,0,0,0,0,0,0
2748,7100,83,12,13,82,0,0,0,0,0,0,1706,2169,2262,1208,27,33,0,0,0,0,0,0
2775,6861,83,12,13,82,0,0,0,0,0,0,3148,5284,6599,1208,27,33,0,0,0,0,0,2965504
2595,5795,83,12,13,82,0,0,0,0,0,0,256,1802,2364,1210,27,33,0,0,0,0,0,0
2575,6058,83,12,13,82,0,0,0,0,0,0,1765,2301,2780,1208,27,33,0,0,0,0,0,0
2807,7756,83,12,13,82,0,0,0,0,0,0,6311,8514,5906,1208,27,33,0,0,0,0,0,5537792
2935,8524,83,12,13,82,0,0,0,0,0,0,3792,5251,6552,1208,27,33,0,0,0,0,0,0
2551,5786,83,12,13,82,0,0,0,0,0,0,230,732,763,1210,27,33,0,0,0,0,0,0
2591,5957,83,12,13,82,0,0,0,0,0,0,423,1143,1383,1208,27,33,0,0,0,0,0,1351680
2584,5874,83,12,13,82,0,0,0,0,0,0,1059,1554,1328,1208,27,33,0,0,0,0,0,237568
2823,7461,83,12,13,82,0,0,0,0,0,0,1568,3287,4310,1208,27,33,0,0,0,0,0,9109504
2589,7061,83,12,13,82,0,0,0,0,0,0,1529,2115,2219,1211,28,33,0,0,0,0,0,0
2901,7394,83,12,13,82,0,0,0,0,0,0,8254,10131,3930,1208,27,33,0,0,0,0,0,0
2640,7279,83,12,13,82,0,0,0,0,0,0,1751,3031,3676,1208,27,33,0,0,0,0,0,0
2555,5794,83,12,13,82,0,0,0,0,0,0,710,1484,985,1208,27,33,0,0,0,0,0,0
2579,7154,83,12,13,82,0,0,0,0,0,0,1843,2957,4828,1208,27,33,0,0,0,0,0,4202496
2885,7463,83,12,13,82,0,0,0,0,0,0,2773,3891,3977,1208,27,33,0,0,0,0,0,270336
2560,5903,83,12,13,82,0,0,0,0,0,0,1500,1992,2191,1208,27,33,0,0,0,0,0,0
2533,5919,83,12,13,82,0,0,0,0,0,0,516,890,2745,1208,27,33,0,0,0,0,0,0
2657,6202,83,12,13,82,0,0,0,0,0,0,1472,2788,2142,1208,27,33,0,0,0,0,0,1138688
3174,11032,83,12,13,82,0,0,0,0,0,0,9092,12805,10527,1208,27,33,0,0,0,0,0,9969664
2750,7035,83,12,13,82,0,0,0,0,0,0,2008,2560,2082,1206,27,33,0,0,0,0,0,0
2569,5794,83,12,13,82,0,0,0,0,0,0,286,875,1441,1206,27,33,0,0,0,0,0,475136
2749,6636,83,12,13,82,0,0,0,0,0,0,276,853,1002,1206,27,33,0,0,0,0,0,0
2564,5736,83,12,13,82,0,0,0,0,0,0,709,1185,1589,1206,27,33,0,0,0,0,0,0
2799,7046,83,12,13,82,0,0,0,0,0,0,1634,3127,2967,1206,27,33,0,0,0,0,0,7856128
3136,7620,83,12,13,82,0,0,0,0,0,0,1793,3049,48247,1205,27,33,0,0,0,0,0,3383296
2782,8045,83,12,13,82,0,0,0,0,0,0,10307,13255,4621,1206,27,33,0,0,0,0,0,0
2779,5926,83,12,13,82,0,0,0,0,0,0,398,1102,1125,1204,27,33,0,0,0,0,0,1597440
2584,5864,83,12,13,82,0,0,0,0,0,0,476,956,2864,1204,27,33,0,0,0,0,0,0
4316,13027,83,12,13,82,0,0,0,0,0,1,2130,5416,5775,1204,27,33,0,0,0,0,73728,23764992
2737,7097,83,12,13,82,0,0,0,0,0,0,1548,2196,4906,1204,27,33,0,0,0,0,0,0
2560,5770,83,12,13,82,0,0,0,0,0,0,175,646,1174,1204,27,33,0,0,0,0,0,0
2592,5692,83,12,13,82,0,0,0,0,0,0,751,1748,1278,1204,27,33,0,0,0,0,0,1662976
2909,8569,83,12,13,82,0,0,0,0,0,0,2381,3844,6634,1205,28,33,0,0,0,0,0,0
2751,7576,83,12,13,82,0,0,0,0,0,0,7146,9257,4266,1204,27,33,0,0,0,0,0,3260416
2756,7438,83,12,13,82,0,0,0,0,0,0,2056,2611,2720,1204,27,33,0,0,0,0,0,0
3446,35437,83,12,13,82,0,0,0,0,0,0,36393,58264,22030,1206,27,33,0,0,0,0,0,3137536
2785,6107,83,12,13,82,0,0,0,0,0,0,1756,2788,2974,1204,27,33,0,0,0,0,0,0
2533,5841,83,12,13,82,0,0,0,0,0,0,435,1458,3489,1204,27,33,0,0,0,0,0,0
2549,5730,83,12,13,82,0,0,0,0,0,0,161,1287,1247,1204,27,33,0,0,0,0,0,5169152
3276,9615,83,12,13,82,0,0,0,0,0,0,5281,6822,6777,1204,27,33,0,0,0,0,0,0
2651,6568,83,12,13,82,0,0,0,0,0,0,1974,4091,5099,1204,27,33,0,0,0,0,0,737280
2571,5652,83,12,13,82,0,0,0,0,0,0,240,753,863,1204,27,33,0,0,0,0,0,0
2646,6622,83,12,13,82,0,0,0,0,0,0,245,820,10821,1204,27,33,0,0,0,0,0,0
2556,5754,83,12,13,82,0,0,0,0,0,0,901,1369,1747,1203,26,33,0,0,0,0,0,0
2946,8454,83,12,13,82,0,0,0,0,0,0,2843,4685,4728,1203,26,33,0,0,0,0,0,9609216
2550,5786,83,12,13,82,0,0,0,0,0,0,176,687,920,1205,26,33,0,0,0,0,0,0
2666,7208,83,12,13,82,0,0,0,0,0,0,2281,3687,2933,1203,26,33,0,0,0,0,0,368640
2610,6026,83,12,13,82,0,0,0,0,0,0,550,1032,1037,1203,26,33,0,0,0,0,0,0
2710,6204,83,12,13,82,0,0,0,0,0,0,4883,6484,4664,1203,26,33,0,0,0,0,0,0
2783,8420,83,12,13,82,0,0,0,0,0,0,2760,4704,4937,1203,26,33,0,0,0,0,0,8175616
2496,5662,83,12,13,82,0,0,0,0,0,0,269,1006,7322,1203,26,33,0,0,0,0,0,0
2591,5794,83,12,13,82,0,0,0,0,0,0,568,994,2355,1203,26,33,0,0,0,0,0,802816
2814,7081,83,12,13,82,0,0,0,0,0,0,1025,1337,1111,1204,27,33,0,0,0,0,0,0
2905,8182,83,12,13,82,0,0,0,0,0,0,1113,2599,18917,1204,27,33,0,0,0,0,0,0
2877,8399,83,12,13,82,0,0,0,0,0,0,3630,4534,4947,1203,27,33,0,0,0,0,0,417792
2621,6236,83,12,13,82,0,0,0,0,0,0,5763,7266,2731,1205,27,33,0,0,0,0,0,0
2562,5701,83,12,13,82,0,0,0,0,0,0,431,987,1047,1203,27,33,0,0,0,0,0,679936
2650,5931,83,12,13,82,0,0,0,0,0,0,1133,1783,11623,1203,27,33,0,0,0,0,0,360448
2616,5794,83,12,13,82,0,0,0,0,0,0,323,991,770,1203,27,33,0,0,0,0,0,0
3083,8742,83,12,13,82,0,0,0,0,0,0,2787,4478,4271,1203,27,33,0,0,0,0,0,10067968
2721,7467,83,12,13,82,0,0,0,0,0,0,1946,3471,2307,1203,27,33,0,0,0,0,0,868352
2592,5665,83,12,13,82,0,0,0,0,0,0,162,629,580,1203,27,33,0,0,0,0,0,0
2557,5805,83,12,13,82,0,0,0,0,0,0,1172,1798,1225,1203,27,33,0,0,0,0,0,0
2487,6131,83,12,13,82,0,0,0,0,0,0,5807,7339,5635,1203,27,33,0,0,0,0,0,0
2979,8730,83,12,13,82,0,0,0,0,0,0,1506,3521,3607,1203,27,33,0,0,0,0,0,11657216
2666,6977,83,12,13,82,0,0,0,0,0,0,2233,2785,3460,1205,27,33,0,0,0,0,0,1769472
2515,5678,83,12,13,82,0,0,0,0,0,0,290,970,792,1203,27,33,0,0,0,0,0,0
2757,7466,83,12,13,82,0,0,0,0,0,0,3885,5328,5680,1203,27,33,0,0,0,0,0,1433600
2514,5772,83,12,13,82,0,0,0,0,0,0,1600,2444,2126,1203,27,33,0,0,0,0,0,0
4002,11919,83,12,13,82,0,0,0,0,0,0,1522,3524,3472,1203,27,33,0,0,0,0,0,10444800
2704,7469,83,12,13,82,0,0,0,0,0,0,7015,8753,4589,1203,27,33,0,0,0,0,0,0
2566,5717,83,12,13,82,0,0,0,0,0,0,512,863,1654,1202,26,33,0,0,0,0,0,0
3446,36466,83,12,13,82,0,0,0,0,0,0,36467,58207,22290,1202,26,33,0,0,0,0,0,2482176
2528,5785,83,12,13,82,0,0,0,0,0,0,233,858,704,1202,26,33,0,0,0,0,0,0
2918,9557,83,12,13,82,0,0,0,0,0,0,1685,4167,7168,1202,26,33,0,0,0,0,0,8093696
2646,7153,83,12,13,82,0,0,0,0,0,0,1754,2241,4350,1202,26,33,0,0,0,0,0,0
2630,5951,83,12,13,82,0,0,0,0,0,0,6270,6805,1321,1205,26,36,0,0,0,0,0,0
2625,6055,83,12,13,82,0,0,0,0,0,0,790,1360,1670,1205,26,36,0,0,0,0,0,745472
2680,8439,83,12,13,82,0,0,0,0,0,0,7051,8504,4255,1205,26,36,0,0,0,0,0,0
2695,7134,83,12,13,82,0,0,0,0,0,0,1742,3206,7407,1205,26,36,0,0,0,0,0,8126464
2695,6979,83,12,13,82,0,0,0,0,0,0,2995,3591,2392,1205,26,36,0,0,0,0,0,0
2734,7096,83,12,13,82,0,0,0,0,0,0,3470,4936,6284,1202,26,33,0,0,0,0,0,0
2549,5881,83,12,13,82,0,0,0,0,0,0,919,1603,1266,1202,26,33,0,0,0,0,0,778240
2661,5913,83,12,13,82,0,0,0,0,0,0,693,1076,3679,1202,26,33,0,0,0,0,0,0
2649,7081,83,12,13,82,0,0,0,0,0,0,2231,3538,6208,1202,26,33,0,0,0,0,0,5840896
2982,8914,83,12,13,82,0,0,0,0,0,0,8374,10778,9638,1204,26,33,0,0,0,0,0,0
2564,5702,83,12,13,82,0,0,0,0,0,0,259,1065,4414,1205,27,33,0,0,0,0,0,0
3320,7137,83,12,13,82,0,0,0,0,0,0,777,1866,1734,1205,27,33,0,0,0,0,0,843776
3656,8845,83,12,13,82,0,0,0,0,0,0,2611,4883,3126,1205,27,33,0,0,0,0,0,0
3786,9346,83,12,13,82,0,0,0,0,0,0,2893,7884,4016,1205,27,33,0,0,0,0,0,376832
3644,9189,83,12,13,82,0,0,0,0,0,0,1467,3327,4088,1205,27,33,0,0,0,0,0,3661824
3445,7483,83,12,13,82,0,0,0,0,0,0,390,1582,2163,1205,27,33,0,0,0,0,0,0
3427,7428,83,12,13,82,0,0,0,0,0,0,771,2178,2570,1205,27,33,0,0,0,0,0,0
3506,7933,83,12,13,82,0,0,0,0,0,0,5526,8130,6192,1205,27,33,0,0,0,0,0,0
3652,8789,83,12,13,82,0,0,0,0,0,0,1574,3161,5599,1205,27,33,0,0,0,0,0,761856
3905,10304,83,12,13,82,0,0,0,0,0,0,3572,6758,8865,1207,27,33,0,0,0,0,0,10412032
3449,8384,83,12,13,82,0,0,0,0,0,0,322,1995,1653,1205,27,33,0,0,0,0,0,0
3538,7781,83,12,13,82,0,0,0,0,0,0,877,2911,9569,1205,27,33,0,0,0,0,0,0
3533,7999,83,12,13,82,0,0,0,0,0,0,596,2505,2291,1208,28,33,0,0,0,0,0,0
3659,8855,83,12,13,82,0,0,0,0,0,0,1701,3186,11931,1204,26,33,0,0,0,0,0,778240
3721,9714,83,12,13,82,0,0,0,0,0,0,6385,10300,10564,1204,26,33,0,0,0,0,0,10469376
3487,7671,83,12,13,82,0,0,0,0,0,0,1042,2785,3033,1204,26,33,0,0,0,0,0,0
3695,8907,83,12,13,82,0,0,0,0,0,0,2880,4870,27263,1204,26,33,0,0,0,0,0,0
