"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/cpu.csv --bytes --time --cpu 1 600",,,,"Date:","23 Mar 2023 13:32:03 -03"
"system","total cpu usage",,,,
Mar-23 13:39:47,8.344,2.655,88.875,0.126,0
Mar-23 13:39:48,12.219,1.621,86.160,0,0
Mar-23 13:39:49,8.145,4.637,86.967,0.251,0
Mar-23 13:39:50,7.925,3.145,88.805,0.126,0
Mar-23 13:39:51,8.794,3.266,87.940,0,0
Mar-23 13:39:52,9.661,3.513,86.700,0.125,0
Mar-23 13:39:53,9.308,3.648,87.044,0,0
Mar-23 13:39:54,8.005,3.558,88.183,0.254,0
Mar-23 13:39:55,11.582,2.117,86.177,0.125,0
Mar-23 13:39:56,8.842,3.861,87.298,0,0
Mar-23 13:39:57,8.820,3.106,87.950,0.124,0
Mar-23 13:39:58,8.886,3.254,87.735,0.125,0
Mar-23 13:39:59,9,2.625,88,0.375,0
Mar-23 13:40:00,8.553,3.648,87.673,0.126,0
Mar-23 13:40:01,7.858,3.042,89.100,0,0
Mar-23 13:40:02,11.111,2.372,86.392,0.125,0
Mar-23 13:40:03,9.826,2.985,87.189,0,0
Mar-23 13:40:04,8.953,2.648,87.768,0.631,0
Mar-23 13:40:05,8.354,3.367,88.279,0,0
Mar-23 13:40:06,7.547,3.648,88.679,0.126,0
Mar-23 13:40:07,7.905,3.137,88.959,0,0
Mar-23 13:40:08,9.328,3.109,87.438,0.124,0
Mar-23 13:40:09,12.065,2.239,85.323,0.373,0
Mar-23 13:40:10,9.045,2.638,88.317,0,0
Mar-23 13:40:11,8.500,3,88.375,0.125,0
Mar-23 13:40:12,8.755,3.699,87.546,0,0
Mar-23 13:40:13,8.460,2.652,88.763,0.126,0
Mar-23 13:40:14,10.298,3.350,85.732,0.620,0
Mar-23 13:40:15,9.102,2.743,88.030,0.125,0
Mar-23 13:40:16,12.734,1.748,85.518,0,0
Mar-23 13:40:17,8.500,3.625,87.750,0.125,0
Mar-23 13:40:18,9.653,2.847,87.500,0,0
Mar-23 13:40:19,7.654,4.015,87.955,0.376,0
Mar-23 13:40:20,9.328,3.234,87.438,0,0
Mar-23 13:40:21,7.357,3.242,89.277,0.125,0
Mar-23 13:40:22,9.542,4.213,86.245,0,0
Mar-23 13:40:23,12.795,1.988,85.093,0.124,0
Mar-23 13:40:24,9.159,3.262,87.202,0.376,0
Mar-23 13:40:25,8.875,3.500,87.500,0.125,0
Mar-23 13:40:26,8.989,2.747,88.140,0.125,0
Mar-23 13:40:27,7.384,3.755,88.861,0,0
Mar-23 13:40:28,10.737,3.246,85.768,0.250,0
Mar-23 13:40:29,11.524,2.974,85.502,0,0
Mar-23 13:40:30,12.110,1.998,85.768,0.125,0
Mar-23 13:40:31,9.584,3.405,86.885,0.126,0
Mar-23 13:40:32,8.772,3.885,87.343,0,0
Mar-23 13:40:33,7.440,2.648,89.786,0.126,0
Mar-23 13:40:34,9.689,2.609,87.578,0.124,0
Mar-23 13:40:35,9.296,3.266,87.186,0.251,0
Mar-23 13:40:36,8.217,2.655,89.128,0,0
Mar-23 13:40:37,12.734,2.622,84.519,0.125,0
Mar-23 13:40:38,8.521,2.757,88.722,0,0
Mar-23 13:40:39,9.114,2.996,87.640,0.250,0
Mar-23 13:40:40,9.285,2.760,87.955,0,0
Mar-23 13:40:41,8.166,3.015,88.693,0.126,0
Mar-23 13:40:42,9.148,3.008,87.845,0,0
Mar-23 13:40:43,8.281,2.509,89.084,0.125,0
Mar-23 13:40:44,13.125,1.750,85,0.125,0
Mar-23 13:40:45,8.271,2.632,89.098,0,0
Mar-23 13:40:46,9.836,2.648,87.390,0.126,0
Mar-23 13:40:47,8.312,2.393,89.295,0,0
Mar-23 13:40:48,7.955,3.157,88.636,0.253,0
Mar-23 13:40:49,11.111,3.995,84.894,0,0
Mar-23 13:40:50,8.407,3.513,87.955,0.125,0
Mar-23 13:40:51,12.484,2.122,85.268,0.125,0
Mar-23 13:40:52,7.224,3.169,89.480,0.127,0
Mar-23 13:40:53,8.647,3.133,88.221,0,0
Mar-23 13:40:54,9.429,3.226,87.221,0.124,0
Mar-23 13:40:55,8.301,3.193,88.378,0.128,0
Mar-23 13:40:56,12.469,3.865,83.541,0.125,0
Mar-23 13:40:57,8.532,3.513,87.955,0,0
Mar-23 13:40:58,12.500,1.875,85.500,0.125,0
Mar-23 13:40:59,9.465,3.362,87.173,0,0
Mar-23 13:41:00,8.647,3.008,87.594,0.752,0
Mar-23 13:41:01,9.206,3.153,87.642,0,0
Mar-23 13:41:02,14.340,2.767,82.767,0.126,0
Mar-23 13:41:03,7.905,3.513,88.582,0,0
Mar-23 13:41:04,8.145,2.882,88.847,0.125,0
Mar-23 13:41:05,12.080,2.615,84.807,0.498,0
Mar-23 13:41:06,7.519,3.509,88.847,0.125,0
Mar-23 13:41:07,9.273,2.882,87.719,0.125,0
Mar-23 13:41:08,8.344,3.793,87.863,0,0
Mar-23 13:41:09,8.636,2.628,88.611,0.125,0
Mar-23 13:41:10,8.447,3.354,88.075,0.124,0
Mar-23 13:41:11,8.323,3.783,87.894,0,0
Mar-23 13:41:12,12.453,2.615,84.807,0.125,0
Mar-23 13:41:13,8.625,3.375,88,0,0
Mar-23 13:41:14,8.375,2.875,88.625,0.125,0
Mar-23 13:41:15,7.635,3.504,88.360,0.501,0
Mar-23 13:41:16,10.037,3.470,86.369,0.124,0
Mar-23 13:41:17,8.071,3.026,88.777,0.126,0
Mar-23 13:41:18,9.068,3.023,87.909,0,0
Mar-23 13:41:19,12.390,1.752,85.732,0.125,0
Mar-23 13:41:20,8.228,2.532,89.114,0.127,0
Mar-23 13:41:21,9.136,2.879,87.985,0,0
Mar-23 13:41:22,9.738,3.121,87.016,0.125,0
Mar-23 13:41:23,10.062,2.981,86.957,0,0
Mar-23 13:41:24,8.458,3.607,87.811,0.124,0
Mar-23 13:41:25,8.564,2.393,88.917,0.126,0
Mar-23 13:41:26,12.563,1.884,85.302,0.251,0
Mar-23 13:41:27,8.396,3.133,88.346,0.125,0
Mar-23 13:41:28,8.739,3.620,87.640,0,0
Mar-23 13:41:29,8.553,2.516,88.805,0.126,0
Mar-23 13:41:30,9.136,3.004,87.735,0.125,0
Mar-23 13:41:31,8.647,3.509,87.719,0.125,0
Mar-23 13:41:32,7.314,3.279,89.407,0,0
Mar-23 13:41:33,12.516,2.128,85.232,0.125,0
Mar-23 13:41:34,7.895,3.008,89.098,0,0
Mar-23 13:41:35,8.543,2.513,88.819,0.126,0
Mar-23 13:41:36,8.657,2.635,88.582,0.125,0
Mar-23 13:41:37,8.176,3.522,88.302,0,0
Mar-23 13:41:38,9.158,3.218,87.500,0.124,0
Mar-23 13:41:39,8.942,2.771,88.161,0.126,0
Mar-23 13:41:40,11.794,1.882,86.324,0,0
Mar-23 13:41:41,7.663,3.769,88.442,0.126,0
Mar-23 13:41:42,8.060,2.645,89.169,0.126,0
Mar-23 13:41:43,8.312,3.149,88.539,0,0
Mar-23 13:41:44,8.978,2.494,88.404,0.125,0
Mar-23 13:41:45,8.312,2.771,88.791,0.126,0
Mar-23 13:41:46,9.068,4.282,86.650,0,0
Mar-23 13:41:47,11.713,1.763,86.398,0.126,0
Mar-23 13:41:48,7.885,4.005,88.110,0,0
Mar-23 13:41:49,8.354,3.367,88.030,0.249,0
Mar-23 13:41:50,9.332,2.648,87.894,0.126,0
Mar-23 13:41:51,7.975,2.405,89.494,0.127,0
Mar-23 13:41:52,8.365,2.871,88.639,0.125,0
Mar-23 13:41:53,8.532,3.388,88.080,0,0
Mar-23 13:41:54,13.292,2.236,84.348,0.124,0
Mar-23 13:41:55,8.458,3.856,87.687,0,0
Mar-23 13:41:56,8.717,2.864,88.294,0.125,0
Mar-23 13:41:57,8.385,3.254,88.235,0.125,0
Mar-23 13:41:58,8.135,3.630,88.110,0.125,0
Mar-23 13:41:59,8.853,2.743,88.279,0.125,0
Mar-23 13:42:00,8.739,3.121,88.015,0.125,0
Mar-23 13:42:01,13.733,3.121,83.021,0.125,0
Mar-23 13:42:02,7.683,3.275,88.917,0.126,0
