"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/zones_sys_proc_fs_tcp_time_ipc_socket_net_lock.csv --zones --sys --proc --fs --tcp --time --ipc --socket --net --lock 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"zones memory",,,,"system",,"procs",,,"filesystem",,"tcp sockets",,,,,"system","sysv ipc",,,"sockets",,,,,"net/total",,"file locks",,,
290026,3141,209067,22176,733,1267,0,0,0,13184,349842,7,13,0,5,1,Mar-22 21:34:52,0,0,6,1073,19,19,0,0,0,0,56,12,10,58
290026,3141,209132,22176,880,2177,0,0,0,13184,349843,7,13,0,6,1,Mar-22 21:34:53,0,0,6,1073,19,19,0,0,1659,4934,56,12,10,58
290026,3141,209037,22176,1043,2672,0,0,8,13184,349852,7,13,0,6,1,Mar-22 21:34:54,0,0,6,1073,19,19,0,0,15998,1896,56,12,10,58
290026,3141,209303,22176,782,1222,0,0,0,13184,349851,7,13,0,6,1,Mar-22 21:34:55,0,0,6,1073,19,19,0,0,0,0,56,12,10,58
309034,3141,218123,22176,981,2431,1,0,8,13184,348731,7,13,0,6,1,Mar-22 21:34:56,0,0,6,1073,19,19,0,0,0,0,56,12,10,58
309034,3141,217819,22176,735,1286,1,0,1,13184,348731,7,13,0,6,1,Mar-22 21:34:57,0,0,6,1073,19,19,0,0,0,0,56,12,10,58
309034,3141,217712,22176,881,1742,1,0,0,13184,348732,7,13,0,5,1,Mar-22 21:34:58,0,0,6,1073,19,19,0,0,0,358,56,12,10,58
309034,3141,217735,22176,966,2417,1,0,8,13184,348741,7,13,0,5,1,Mar-22 21:34:59,0,0,6,1073,19,19,0,0,0,0,56,12,10,58
309034,3141,218129,22176,828,1491,0,0,0,13184,348742,7,13,0,5,1,Mar-22 21:35:00,0,0,6,1073,19,19,0,0,0,0,56,12,10,58
309034,3141,217895,22176,1456,6376,0,0,19,13184,348706,7,13,0,5,1,Mar-22 21:35:01,0,0,6,1073,19,19,0,0,0,0,56,12,10,58
309034,3141,217719,22176,699,1168,0,0,0,13184,348704,7,13,0,5,1,Mar-22 21:35:02,0,0,6,1073,19,19,0,0,0,0,56,12,10,58
309034,3141,217659,22176,793,1303,0,0,0,13184,348705,7,13,0,5,1,Mar-22 21:35:03,0,0,6,1073,19,19,0,0,0,358,56,12,10,58
309034,3141,217537,22176,1198,3457,2,0,8,13184,348702,7,13,0,6,1,Mar-22 21:35:04,0,0,6,1073,19,19,0,0,15817,5016,56,12,10,58
309034,3141,217614,22176,709,1245,2,0,0,13184,348701,7,13,0,6,1,Mar-22 21:35:05,0,0,6,1073,19,19,0,0,1404,844,56,12,10,58
309034,3141,217249,22176,1005,2522,3,0,8,13184,348712,7,13,0,6,1,Mar-22 21:35:06,0,0,6,1073,19,19,0,0,42,0,56,12,10,58
309034,3141,216947,22176,744,1293,1,0,0,13184,348722,7,13,0,6,1,Mar-22 21:35:07,0,0,6,1073,19,19,0,0,0,0,56,12,10,58
309034,3141,216764,22176,953,1901,0,0,0,13184,348731,7,13,0,6,1,Mar-22 21:35:08,0,0,6,1073,19,19,0,0,0,0,56,12,10,58
309034,3141,216399,22176,1147,2566,1,0,9,13184,348737,7,13,0,5,1,Mar-22 21:35:09,0,0,6,1073,19,19,0,0,167,545,56,12,10,58
309034,3141,216223,22176,994,2224,1,0,0,13184,348738,7,13,0,6,1,Mar-22 21:35:10,0,0,6,1073,19,19,0,0,1619,4490,56,12,10,58
309034,3141,216175,22176,1008,2579,1,0,8,13184,348732,7,13,0,6,1,Mar-22 21:35:11,0,0,6,1073,19,19,0,0,15598,2154,56,12,10,58
309034,3141,216055,22176,755,1239,1,0,0,13184,348732,7,13,0,6,1,Mar-22 21:35:12,0,0,6,1073,19,19,0,0,387,187,56,12,10,58
309034,3141,216124,22176,801,1430,1,0,0,13184,348732,7,13,0,6,1,Mar-22 21:35:13,0,0,6,1073,19,19,0,0,691,187,56,12,10,58
309034,3141,165286,22176,1873,36454,1,0,8,13184,349801,7,13,0,6,1,Mar-22 21:35:14,0,0,6,1073,19,19,0,0,442,804,56,12,10,58
309034,3141,164848,22176,1058,2453,0,0,0,13184,349813,7,13,0,7,1,Mar-22 21:35:15,0,0,6,1073,19,19,0,0,12623,4742,56,12,10,58
309034,3141,165745,22176,1028,2519,1,0,8,13184,349813,7,13,0,7,1,Mar-22 21:35:16,0,0,6,1073,19,19,0,0,424,0,56,12,10,58
309034,3141,165820,22176,698,1187,2,0,0,13184,349811,7,13,0,7,1,Mar-22 21:35:17,0,0,6,1073,19,19,0,0,7158,1318,56,12,10,58
309034,3141,165572,22176,783,1391,0,0,0,13184,349812,7,13,0,7,1,Mar-22 21:35:18,0,0,6,1073,19,19,0,0,0,0,56,12,10,58
309034,3141,164570,22176,2774,9498,1,0,8,13184,349812,7,13,0,7,1,Mar-22 21:35:19,0,0,6,1073,19,19,0,0,15857,6050,56,12,10,58
309034,3141,164918,22176,748,1286,2,0,0,13184,349809,7,11,0,8,1,Mar-22 21:35:20,0,0,6,1071,17,19,0,0,1436,1226,56,12,10,58
309034,3141,163672,22176,1139,3364,2,0,8,13248,349856,7,11,0,8,1,Mar-22 21:35:21,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
309034,3141,164573,22176,772,1393,0,0,1,13248,349876,7,11,0,8,1,Mar-22 21:35:22,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
309034,3141,164642,22176,821,1486,0,0,0,13248,349875,7,11,0,8,1,Mar-22 21:35:23,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
309034,3141,164398,22176,886,2494,2,0,8,13248,349876,7,11,0,8,1,Mar-22 21:35:24,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
309034,3141,164388,22176,747,1286,0,0,0,13248,349816,7,11,0,8,1,Mar-22 21:35:25,0,0,6,1071,17,19,0,0,0,358,56,12,10,58
309034,3141,164019,22176,956,2451,3,0,8,13248,349815,7,11,0,8,1,Mar-22 21:35:26,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
309034,3141,163859,22176,822,1999,2,0,0,13248,349817,7,11,0,9,1,Mar-22 21:35:27,0,0,6,1071,17,19,0,0,1289,3192,56,12,10,58
309034,3141,209120,22176,832,1426,0,0,0,13248,349827,7,11,0,9,1,Mar-22 21:35:28,0,0,6,1071,17,19,0,0,16012,2748,56,12,10,58
309034,3141,209413,22176,1042,2504,1,0,8,13248,349845,7,11,0,9,1,Mar-22 21:35:29,0,0,6,1071,17,19,0,0,167,187,56,12,10,58
309034,3141,209617,22176,761,1450,0,0,0,13248,349850,7,11,0,9,1,Mar-22 21:35:30,0,0,6,1073,17,19,0,0,0,358,56,12,10,58
309034,3141,209442,22176,972,2492,2,0,8,13248,349847,7,11,0,8,1,Mar-22 21:35:31,0,0,6,1071,17,19,0,0,172,212,56,12,10,58
309034,3141,209325,22176,704,1265,1,0,0,13248,349847,7,11,0,8,1,Mar-22 21:35:32,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
309034,3141,209275,22176,859,1453,0,0,0,13248,349847,7,11,0,8,1,Mar-22 21:35:33,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
309034,3141,209691,22176,1015,2741,0,0,9,13248,349846,7,11,0,8,1,Mar-22 21:35:34,0,0,6,1071,17,19,0,0,396,446,56,12,10,58
309034,3141,209093,22176,803,1347,1,0,0,13248,349847,7,11,0,8,1,Mar-22 21:35:35,0,0,6,1071,17,19,0,0,0,358,56,12,10,58
309034,3141,209180,22176,1070,2985,1,0,8,13248,349866,7,11,0,8,1,Mar-22 21:35:36,0,0,6,1071,17,19,0,0,78,106,56,12,10,58
309034,3141,209184,22176,795,1296,0,0,0,13248,349876,7,11,0,8,1,Mar-22 21:35:37,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
309034,3141,209511,22176,921,2216,0,0,0,13248,349878,7,11,0,9,1,Mar-22 21:35:38,0,0,6,1071,17,19,0,0,1249,3192,56,12,10,58
309034,3141,209080,22176,944,2489,1,0,8,13248,349877,7,11,0,9,1,Mar-22 21:35:39,0,0,6,1071,17,19,0,0,15972,2668,56,12,10,58
309034,3141,209339,22176,777,1327,1,0,0,13248,349876,7,11,0,9,1,Mar-22 21:35:40,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
309034,3141,209279,22176,903,2534,1,0,8,13248,349877,7,11,0,8,1,Mar-22 21:35:41,0,0,6,1071,17,19,0,0,424,358,56,12,10,58
309034,3141,209615,22176,739,1255,0,0,0,13248,349875,7,11,0,8,1,Mar-22 21:35:42,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
309034,3141,219010,22176,796,1390,1,0,0,13248,348777,7,11,0,8,1,Mar-22 21:35:43,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
309034,3141,218647,22176,918,2395,2,0,8,13248,348787,7,11,0,8,1,Mar-22 21:35:44,0,0,6,1071,17,19,0,0,167,187,56,12,10,58
309034,3141,218669,22176,738,1228,1,0,0,13248,348787,7,11,0,8,1,Mar-22 21:35:45,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
309034,3141,218754,22176,1327,3857,2,0,9,13248,348787,7,11,0,9,1,Mar-22 21:35:46,0,0,6,1071,17,19,0,0,31571,6690,56,12,10,58
309034,3141,218770,22176,680,1162,2,0,0,13248,348786,7,11,0,9,1,Mar-22 21:35:47,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
309034,3141,218647,22176,752,1395,0,0,0,13248,348787,7,11,0,9,1,Mar-22 21:35:48,0,0,6,1071,17,19,0,0,56,74,56,12,10,58
309034,3141,218859,22176,1083,3349,2,0,8,13280,348787,7,11,0,10,1,Mar-22 21:35:49,0,0,6,1071,17,19,0,0,1472,3453,56,12,10,58
309034,3141,219348,22176,877,1798,2,0,0,13280,348796,7,11,0,10,1,Mar-22 21:35:50,0,0,6,1071,17,19,0,0,11374,1550,56,12,10,58
309034,3141,218987,22176,982,2641,1,0,8,13280,348796,7,11,0,10,1,Mar-22 21:35:51,0,0,6,1071,17,19,0,0,7158,1550,56,12,10,58
309034,3141,219335,22176,781,1321,1,0,0,13280,348795,7,11,0,10,1,Mar-22 21:35:52,0,0,6,1071,17,19,0,0,0,126,56,12,10,58
309034,3141,219285,22176,757,1332,0,0,0,13280,348793,7,11,0,10,1,Mar-22 21:35:53,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
309034,3141,219620,22176,918,2564,1,0,8,13280,348793,7,11,0,9,1,Mar-22 21:35:54,0,0,6,1071,17,19,0,0,396,446,56,12,10,58
309034,3141,219241,22176,777,1244,1,0,0,13280,348794,7,11,0,9,1,Mar-22 21:35:55,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
309034,3141,210840,22176,2361,9217,2,0,36,13280,348945,7,11,0,9,1,Mar-22 21:35:56,0,0,6,1089,17,19,0,0,23164,12829,58,12,10,60
309034,3141,211557,22176,916,1797,1,0,0,13280,348957,7,11,0,9,1,Mar-22 21:35:57,0,0,6,1089,17,19,0,0,86,358,58,12,10,60
309034,3141,211289,22176,852,1540,1,0,1,13280,348957,7,11,0,9,1,Mar-22 21:35:58,0,0,6,1089,17,19,0,0,167,187,58,12,10,60
309034,3141,166687,22176,1832,36012,2,0,8,14816,350022,7,11,0,9,1,Mar-22 21:35:59,0,0,6,1089,17,19,0,0,6480,1136,58,12,10,60
309034,3141,164383,22176,827,1350,1,0,0,13248,350028,7,11,0,9,1,Mar-22 21:36:00,0,0,6,1089,17,19,0,0,0,0,58,12,10,60
309034,3141,164261,22176,1254,5829,0,0,16,13248,349970,7,10,1,9,2,Mar-22 21:36:01,0,0,6,1090,18,19,0,0,376,1813,58,12,10,60
309034,3141,164015,22176,807,1341,1,0,0,13248,349969,7,11,0,10,1,Mar-22 21:36:02,0,0,6,1089,17,19,0,0,16963,4233,58,12,10,60
309034,3141,164015,22176,797,1347,1,0,0,13248,349969,7,11,0,10,1,Mar-22 21:36:03,0,0,6,1089,17,19,0,0,0,0,58,12,10,60
309034,3141,163770,22176,767,1857,3,0,4,13248,349983,7,11,0,10,1,Mar-22 21:36:04,0,0,6,1089,17,19,0,0,0,0,58,12,10,60
309034,3141,163393,22176,860,1943,1,0,4,13248,349978,7,11,0,10,1,Mar-22 21:36:05,0,0,6,1089,17,19,0,0,0,0,58,12,10,60
309034,3141,163207,22176,890,2010,1,0,4,13248,349992,7,11,0,9,1,Mar-22 21:36:06,0,0,6,1089,17,19,0,0,650,484,58,12,10,60
309034,3141,182607,22176,832,1860,1,0,4,13248,349997,7,11,0,9,1,Mar-22 21:36:07,0,0,6,1089,17,19,0,0,0,0,58,12,10,60
309034,3141,182364,22176,754,1320,0,0,0,13248,349998,7,11,0,9,1,Mar-22 21:36:08,0,0,6,1089,17,19,0,0,0,0,58,12,10,60
309034,3141,182314,22176,713,1201,1,0,0,13248,349998,7,11,0,9,1,Mar-22 21:36:09,0,0,6,1089,17,19,0,0,167,187,58,12,10,60
309034,3141,182012,22176,872,2527,0,0,8,13248,349997,7,11,0,8,1,Mar-22 21:36:10,0,0,6,1089,17,19,0,0,0,0,58,12,10,60
309034,3141,175067,22176,4918,27989,2,0,7,13664,350029,7,11,0,8,1,Mar-22 21:36:11,0,0,6,1090,17,19,0,0,33017,4526,58,12,10,60
309034,3141,169616,22176,7202,8499,2,0,10,13664,350034,7,11,0,9,1,Mar-22 21:36:12,0,0,6,1092,17,19,0,0,15229,17387,58,12,10,60
309034,3141,167543,22176,2217,2922,0,0,0,13664,350043,7,11,0,9,1,Mar-22 21:36:13,0,0,6,1092,17,19,0,0,17812,5741,58,12,10,60
309034,3141,169326,22176,982,1685,0,0,0,13664,350054,7,11,0,9,1,Mar-22 21:36:14,0,0,6,1092,17,19,0,0,1178,791,58,12,10,60
309034,3141,170494,22176,3093,5024,2,0,8,13664,350055,7,11,0,9,1,Mar-22 21:36:15,0,0,6,1095,17,22,0,0,44984,3923,58,12,10,60
309034,3141,170378,22176,832,1590,2,0,0,13664,350054,7,11,0,8,1,Mar-22 21:36:16,0,0,6,1095,17,22,0,0,172,1132,58,12,10,60
309034,3141,169881,22176,868,2406,0,0,8,13664,350054,7,11,0,8,1,Mar-22 21:36:17,0,0,6,1095,17,22,0,0,0,920,58,12,10,60
309034,3141,169576,22176,686,1186,3,0,0,13664,350064,7,11,0,8,1,Mar-22 21:36:18,0,0,6,1095,17,22,0,0,0,920,58,12,10,60
309034,3141,169590,22176,810,1415,1,0,0,13664,350067,7,11,0,8,1,Mar-22 21:36:19,0,0,6,1098,17,25,0,0,0,510,58,12,10,60
309034,3141,169852,22176,918,2458,0,0,8,13664,350061,7,11,0,6,1,Mar-22 21:36:20,0,0,6,1092,17,19,0,0,1542,1457,58,12,10,60
309034,3141,169852,22176,777,1311,0,0,0,13664,350061,7,11,0,6,1,Mar-22 21:36:21,0,0,6,1092,17,19,0,0,436,535,58,12,10,60
309034,3141,197659,22176,906,2452,0,0,8,13664,350070,7,11,0,6,1,Mar-22 21:36:22,0,0,6,1092,17,19,0,0,0,358,58,12,10,60
309034,3141,197537,22176,1026,2308,1,0,1,13664,350072,7,11,0,7,1,Mar-22 21:36:23,0,0,6,1092,17,19,0,0,1619,4490,58,12,10,60
309034,3141,197474,22176,782,1303,0,0,0,13664,350073,7,11,0,7,1,Mar-22 21:36:24,0,0,6,1092,17,19,0,0,15602,1410,58,12,10,60
309034,3141,197802,22176,900,2580,2,0,9,13696,350080,7,11,0,7,1,Mar-22 21:36:25,0,0,6,1092,17,19,0,0,0,0,58,12,10,60
309034,3141,205002,22176,2368,4537,1,0,0,13248,350080,7,11,0,7,1,Mar-22 21:36:26,0,0,6,1092,17,19,0,0,78,106,58,12,10,60
309034,3141,206420,22176,1173,2585,0,0,8,13248,350080,7,11,0,7,1,Mar-22 21:36:27,0,0,6,1092,17,19,0,0,0,0,58,12,10,60
309034,3141,208482,22176,834,1356,1,0,0,13248,348958,7,11,0,7,1,Mar-22 21:36:28,0,0,6,1091,17,19,0,0,0,358,58,12,10,60
309034,3141,208647,22176,792,1313,1,0,0,13248,348968,7,11,0,6,1,Mar-22 21:36:29,0,0,6,1091,17,19,0,0,167,187,58,12,10,60
309034,3141,212496,22176,1045,2934,4,0,8,13216,348899,7,11,0,6,1,Mar-22 21:36:30,0,0,6,1085,17,19,0,0,42,62,58,12,10,60
310354,3141,219136,22176,1395,2925,0,0,0,13184,348728,7,11,0,6,1,Mar-22 21:36:31,0,0,6,1075,17,19,0,0,650,484,58,12,10,60
310354,3141,218657,22176,961,2507,0,0,8,13184,348738,7,11,0,6,1,Mar-22 21:36:32,0,0,6,1075,17,19,0,0,0,0,58,12,10,60
310354,3141,219054,22176,738,1375,1,0,0,13184,348737,7,11,0,6,1,Mar-22 21:36:33,0,0,6,1075,17,19,0,0,0,358,58,12,10,60
310354,3141,219123,22176,966,2338,1,0,0,13184,348739,7,11,0,7,1,Mar-22 21:36:34,0,0,6,1075,17,19,0,0,16213,5462,58,12,10,60
310354,3141,218890,22176,1078,2682,0,0,9,13184,348738,7,11,0,7,1,Mar-22 21:36:35,0,0,6,1075,17,19,0,0,1444,924,58,12,10,60
310354,3141,219032,22176,728,1227,1,0,0,13184,348678,7,11,0,7,1,Mar-22 21:36:36,0,0,6,1075,17,19,0,0,0,0,58,12,10,60
310354,3141,219319,22176,1084,2590,3,0,8,13184,348692,7,12,0,7,1,Mar-22 21:36:37,0,0,6,1078,17,19,0,0,616,619,58,12,10,60
310354,3141,219133,22176,785,1311,2,0,0,13184,348689,7,11,1,7,1,Mar-22 21:36:38,0,0,6,1076,17,19,0,0,552,806,58,12,10,60
310354,3141,219073,22176,723,1250,1,0,0,13184,348699,7,11,1,6,1,Mar-22 21:36:39,0,0,6,1076,17,19,0,0,0,106,58,12,10,60
310354,3141,219110,22176,973,2523,1,0,8,13152,348697,7,11,1,6,1,Mar-22 21:36:40,0,0,6,1075,17,19,0,0,0,106,58,12,10,60
310354,3141,219138,22176,715,1243,1,0,0,13152,348697,7,11,1,6,1,Mar-22 21:36:41,0,0,6,1074,17,19,0,0,382,243,58,12,10,60
310354,3141,218977,22176,979,2565,3,0,8,13152,348695,7,11,0,6,1,Mar-22 21:36:42,0,0,6,1073,17,19,0,0,86,106,58,12,10,60
310354,3141,218931,22176,746,1310,3,0,0,13152,348694,7,11,0,6,1,Mar-22 21:36:43,0,0,6,1073,17,19,0,0,0,358,58,12,10,60
310354,3141,218999,22176,672,1184,2,0,0,13152,348694,7,11,0,6,1,Mar-22 21:36:44,0,0,6,1072,17,19,0,0,0,0,58,12,10,60
310354,3141,169680,22176,1875,36141,1,0,8,13152,349765,7,11,0,7,1,Mar-22 21:36:45,0,0,6,1072,17,19,0,0,16059,5499,58,12,10,60
310354,3141,169686,22176,1015,2706,2,0,0,13152,349779,7,10,1,7,2,Mar-22 21:36:46,0,0,6,1073,18,19,0,0,1702,2338,58,12,10,60
310354,3141,169255,22176,1150,2877,1,0,9,13152,349784,7,11,0,7,1,Mar-22 21:36:47,0,0,6,1072,17,19,0,0,26618,4637,58,12,10,60
310354,3141,169195,22176,793,1326,2,0,0,13152,349784,7,11,0,7,1,Mar-22 21:36:48,0,0,6,1072,17,19,0,0,0,0,58,12,10,60
310354,3141,169135,22176,748,1304,1,0,0,13152,349783,7,11,0,7,1,Mar-22 21:36:49,0,0,6,1072,17,19,0,0,8622,825,58,12,10,60
310354,3141,169075,22176,982,2518,1,0,8,13152,349783,7,11,0,7,1,Mar-22 21:36:50,0,0,6,1071,17,19,0,0,56,74,58,12,10,60
310354,3141,165262,22176,822,2082,0,0,0,13152,349827,7,11,0,6,1,Mar-22 21:36:51,0,0,6,1071,17,19,0,0,198,244,58,12,10,60
310354,3141,165914,22176,999,2477,2,0,8,13184,349836,7,11,0,6,1,Mar-22 21:36:52,0,0,6,1071,17,19,0,0,0,170,58,12,10,60
310354,3141,165734,22176,734,1366,1,0,0,13184,349847,7,11,0,6,1,Mar-22 21:36:53,0,0,6,1071,17,19,0,0,0,0,57,12,10,59
310354,3141,176324,22176,766,1356,2,0,0,13184,349845,7,11,0,6,1,Mar-22 21:36:54,0,0,6,1071,17,19,0,0,396,804,57,12,10,59
310354,3141,178291,22176,1011,2493,2,0,8,13184,349846,7,11,0,6,1,Mar-22 21:36:55,0,0,6,1071,17,19,0,0,0,0,57,12,10,59
310354,3141,178291,22176,912,2219,2,0,0,13184,349848,7,11,0,7,1,Mar-22 21:36:56,0,0,6,1071,17,19,0,0,16769,5814,57,12,10,59
310354,3141,177734,22176,933,2413,1,0,8,13184,349847,7,11,0,7,1,Mar-22 21:36:57,0,0,6,1071,17,19,0,0,876,126,57,12,10,59
310354,3141,177488,22176,826,1387,0,0,0,13184,349857,7,11,0,7,1,Mar-22 21:36:58,0,0,6,1071,17,19,0,0,0,0,57,12,10,59
310354,3141,177374,22176,749,1262,1,0,0,13184,349857,7,11,0,7,1,Mar-22 21:36:59,0,0,6,1071,17,19,0,0,0,358,57,12,10,59
310354,3141,177633,22176,999,2755,1,0,9,13184,349876,7,11,0,7,1,Mar-22 21:37:00,0,0,6,1071,17,19,0,0,0,0,57,12,10,59
310354,3141,214904,22176,1048,3686,3,0,8,13184,349876,7,11,0,7,1,Mar-22 21:37:01,0,0,6,1071,17,19,0,0,172,212,57,12,10,59
310354,3141,214258,22176,2020,7406,2,0,8,13184,349874,7,11,0,7,1,Mar-22 21:37:02,0,0,6,1071,17,19,0,0,0,0,57,12,10,59
310354,3141,214058,22176,773,1272,1,0,0,13184,349875,7,11,0,6,1,Mar-22 21:37:03,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
310354,3141,213809,22176,825,1391,2,0,0,13184,349874,7,11,0,6,1,Mar-22 21:37:04,0,0,6,1071,17,19,0,0,0,358,56,12,10,58
310354,3141,213684,22176,948,2424,1,0,8,13184,349875,7,11,0,6,1,Mar-22 21:37:05,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
310354,3141,214261,22176,722,1323,3,0,0,13184,349877,7,11,0,6,1,Mar-22 21:37:06,0,0,6,1073,17,19,0,0,78,106,56,12,10,58
310354,3141,214653,22176,1153,3546,0,0,8,13184,349896,7,11,0,7,1,Mar-22 21:37:07,0,0,6,1071,17,19,0,0,17261,5940,56,12,10,58
310354,3141,214593,22176,741,1292,1,0,0,13184,349896,7,11,0,7,1,Mar-22 21:37:08,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
310354,3141,214536,22176,697,1228,2,0,0,13184,349895,7,11,0,7,1,Mar-22 21:37:09,0,0,6,1071,17,19,0,0,167,187,56,12,10,58
310354,3141,214541,22176,944,2591,1,0,8,13184,349896,7,11,0,7,1,Mar-22 21:37:10,0,0,6,1071,17,19,0,0,0,358,56,12,10,58
310354,3141,214494,22176,652,1162,1,0,0,13184,349896,7,11,0,7,1,Mar-22 21:37:11,0,0,6,1071,17,19,0,0,112,0,56,12,10,58
310354,3141,214435,22176,989,2592,3,0,9,13184,349835,7,11,0,7,1,Mar-22 21:37:12,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
310354,3141,214319,22176,821,1348,0,0,0,13184,349836,7,11,0,7,1,Mar-22 21:37:13,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
310354,3141,216984,22176,764,1356,0,0,0,13184,348726,7,11,0,6,1,Mar-22 21:37:14,0,0,6,1071,17,19,0,0,737,633,56,12,10,58
310354,3141,216744,22176,949,2558,3,0,8,13184,348734,7,11,0,6,1,Mar-22 21:37:15,0,0,6,1071,17,19,0,0,570,358,56,12,10,58
310354,3141,216880,22176,750,1289,2,0,0,13184,348735,7,11,0,6,1,Mar-22 21:37:16,0,0,6,1071,17,19,0,0,46,0,56,12,10,58
310354,3141,217258,22176,929,2526,6,0,8,13184,348735,7,10,1,6,2,Mar-22 21:37:17,0,0,6,1072,18,19,0,0,298,1150,56,12,10,58
310354,3141,217202,22176,908,2121,1,0,0,13184,348735,7,11,0,7,1,Mar-22 21:37:18,0,0,6,1071,17,19,0,0,16923,4790,56,12,10,58
310354,3141,217086,22176,739,1243,0,0,0,13184,348736,7,11,0,7,1,Mar-22 21:37:19,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
310354,3141,217093,22176,938,2485,1,0,8,13184,348735,7,11,0,7,1,Mar-22 21:37:20,0,0,6,1071,17,19,0,0,0,358,56,12,10,58
310354,3141,217238,22176,772,1272,3,0,0,13184,348735,7,11,0,7,1,Mar-22 21:37:21,0,0,6,1071,17,19,0,0,1094,730,56,12,10,58
310354,3141,217178,22176,986,3145,2,0,8,13216,348765,7,11,0,7,1,Mar-22 21:37:22,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
310354,3141,216569,22176,1096,2430,0,0,0,13216,348768,7,11,0,7,1,Mar-22 21:37:23,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
310354,3141,216579,22176,802,1315,2,0,1,13184,348767,7,11,0,6,1,Mar-22 21:37:24,0,0,6,1071,17,19,0,0,0,0,56,12,10,58
310354,3141,216340,22176,1157,3548,2,0,9,13184,348769,7,13,0,6,0,Mar-22 21:37:25,0,0,6,1072,18,19,0,0,8111,11077,56,12,10,58
310354,3141,216220,22176,731,1286,1,0,0,13184,348766,7,13,0,6,0,Mar-22 21:37:26,0,0,6,1072,18,19,0,0,0,0,56,12,10,58
310354,3141,216227,22176,911,2510,2,0,8,13184,348767,7,13,0,6,0,Mar-22 21:37:27,0,0,6,1072,18,19,0,0,0,0,56,12,10,58
310354,3141,216116,22176,935,2196,4,0,0,13184,348778,7,12,1,6,1,Mar-22 21:37:28,0,0,6,1073,19,19,0,0,465,1894,56,12,10,58
310354,3141,216060,22176,768,1284,1,0,0,13184,348789,7,13,0,7,0,Mar-22 21:37:29,0,0,6,1072,18,19,0,0,17090,4380,56,12,10,58
310354,3141,164981,22176,2026,36409,1,0,8,13184,349858,7,13,0,7,0,Mar-22 21:37:30,0,0,6,1072,18,19,0,0,0,0,56,12,10,58
310354,3141,164932,22176,787,1339,2,0,0,13184,349857,7,13,0,7,0,Mar-22 21:37:31,0,0,6,1072,18,19,0,0,0,358,56,12,10,58
310354,3141,165120,22176,932,2478,0,0,8,13184,349858,7,13,0,7,0,Mar-22 21:37:32,0,0,6,1072,18,19,0,0,0,0,56,12,10,58
310354,3141,165060,22176,800,1303,0,0,0,13184,349858,7,13,0,7,0,Mar-22 21:37:33,0,0,6,1072,18,19,0,0,0,0,56,12,10,58
310354,3141,165221,22176,2265,6946,0,0,0,13184,349857,7,13,0,6,0,Mar-22 21:37:34,0,0,6,1072,18,19,0,0,396,446,56,12,10,58
310354,3141,164851,22176,1001,2378,1,0,8,13184,349858,7,13,0,6,0,Mar-22 21:37:35,0,0,6,1072,18,19,0,0,0,0,56,12,10,58
310354,3141,164609,22176,836,1305,2,0,1,13184,349878,7,13,0,6,0,Mar-22 21:37:36,0,0,6,1072,18,19,0,0,0,358,56,12,10,58
310354,3141,164168,22176,1051,2815,1,0,8,13184,349887,7,13,0,6,0,Mar-22 21:37:37,0,0,6,1072,18,19,0,0,0,0,56,12,10,58
310354,3141,164168,22176,756,1404,0,0,0,13184,349888,7,13,0,6,0,Mar-22 21:37:38,0,0,6,1072,18,19,0,0,0,0,56,12,10,58
310354,3141,164364,22176,851,2066,2,0,0,13184,349888,7,12,1,6,1,Mar-22 21:37:39,0,0,6,1073,19,19,0,0,298,1707,56,12,10,58
310354,3141,164115,22176,1037,2686,1,0,8,13216,349890,7,13,1,7,0,Mar-22 21:37:40,0,0,6,1075,19,19,0,0,17679,4783,56,12,10,58
