"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/ipc_udp_tcp_vm-adv_raw.csv --ipc --udp --tcp --vm-adv --raw 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"sysv ipc",,,"udp",,"tcp sockets",,,,,"advanced virtual memory",,,,,"raw"
0,0,5,25,15,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,8,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,7,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,8,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,9,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,9,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,9,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,9,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,9,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,9,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,8,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,8,0,0,0,0,0,0,0
0,0,5,25,14,7,25,0,8,0,0,0,0,0,0,0
0,0,5,25,14,7,24,1,9,0,0,0,0,0,0,0
0,0,5,25,14,7,23,0,9,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,9,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,9,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,9,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,9,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,9,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,24,0,8,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,9,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,8,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,8,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,2,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,1,0,0,0,0,0,0
0,0,5,28,13,7,23,0,9,1,0,0,0,0,0,0
0,0,5,28,13,7,23,0,9,1,0,0,0,0,0,0
0,0,5,28,13,7,23,0,9,1,0,0,0,0,0,0
0,0,5,28,13,7,23,0,9,1,0,0,0,0,0,0
0,0,5,28,13,7,23,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,8,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,9,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,9,1,0,0,0,0,0,0
0,0,5,25,13,7,23,1,9,1,0,0,0,0,0,0
0,0,5,25,13,7,23,1,8,1,0,0,0,0,0,0
0,0,5,25,13,7,23,1,8,1,0,0,0,0,0,0
0,0,5,25,13,7,23,1,8,1,0,0,0,0,0,0
0,0,5,25,13,7,23,1,8,1,0,0,0,0,0,0
0,0,5,25,13,7,23,1,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,1,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,1,6,1,0,0,0,0,0,0
0,0,5,25,13,7,23,1,6,1,0,0,0,0,0,0
0,0,5,25,13,7,23,1,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,1,7,1,0,0,0,0,0,0
0,0,5,25,13,7,22,2,7,2,0,0,0,0,0,0
0,0,5,25,13,7,21,1,7,3,0,0,0,0,0,0
0,0,5,25,13,7,21,1,7,2,0,0,0,0,0,0
0,0,5,25,13,7,21,1,7,2,0,0,0,0,0,0
0,0,5,25,13,7,21,1,7,2,0,0,0,0,0,0
0,0,5,25,13,7,21,1,7,2,0,0,0,0,0,0
0,0,5,25,13,7,21,1,7,2,0,0,0,0,0,0
0,0,5,25,13,7,23,1,6,1,0,0,0,0,0,0
0,0,5,25,13,7,23,1,6,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,15,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,15,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,17,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,17,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,17,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,17,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,17,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,17,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,17,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,17,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,17,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,17,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,17,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,17,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,15,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,15,7,22,1,7,1,0,0,0,0,0,0
0,0,5,25,14,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,13,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,13,7,21,0,7,2,0,0,0,0,0,0
0,0,5,25,13,7,21,0,7,2,0,0,0,0,0,0
0,0,5,25,13,7,21,1,7,2,0,0,0,0,0,0
0,0,5,25,13,7,21,1,7,2,0,0,0,0,0,0
0,0,5,25,13,7,21,0,7,2,0,0,0,0,0,0
0,0,5,25,13,7,21,0,7,2,0,0,0,0,0,0
0,0,5,25,13,7,21,0,7,2,0,0,0,0,0,0
0,0,5,25,14,7,21,0,6,2,0,0,0,0,0,0
0,0,5,25,15,7,21,0,6,2,0,0,0,0,0,0
0,0,5,25,15,7,21,0,6,2,0,0,0,0,0,0
0,0,5,25,15,7,21,0,6,2,0,0,0,0,0,0
0,0,5,25,15,7,21,0,7,2,0,0,0,0,0,0
0,0,5,25,15,7,21,0,7,2,0,0,0,0,0,0
0,0,5,25,15,7,21,0,7,2,0,0,0,0,0,0
0,0,5,25,15,7,21,0,7,2,0,0,0,0,0,0
0,0,5,25,15,7,21,0,7,2,0,0,0,0,0,0
0,0,5,25,15,7,21,0,7,2,0,0,0,0,0,0
0,0,5,25,15,7,21,0,6,2,0,0,0,0,0,0
0,0,5,25,15,7,21,0,6,2,0,0,0,0,0,0
0,0,5,25,16,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,16,7,22,1,7,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,28,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,28,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,28,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,28,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,28,16,7,23,0,7,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,6,1,0,0,0,0,0,0
0,0,5,25,16,7,23,0,7,1,0,0,0,0,0,0
