"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/ipc_int_lock_sys_vm_udp_socket_time_page_tcp.csv --ipc --int --lock --sys --vm --udp --socket --time --page --tcp 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"sysv ipc",,,"interrupts",,,"file locks",,,,"system",,"virtual memory",,,,"udp",,"sockets",,,,,"system","paging",,"tcp sockets",,,,
0,0,5,0,120,0,83,12,13,82,2588,6887,0,1472,2053,2959,25,13,1203,26,33,0,0,Mar-23 13:45:00,0,0,7,22,0,8,1
0,0,5,0,144,0,83,12,13,82,2798,7722,0,1669,3520,3914,25,13,1203,26,33,0,0,Mar-23 13:45:01,0,0,7,22,0,8,1
0,0,5,0,120,0,83,12,13,82,2759,9111,0,9293,10610,10504,25,13,1203,26,33,0,0,Mar-23 13:45:02,0,0,7,22,0,8,1
0,0,5,0,123,0,83,12,13,82,2644,6278,0,2184,2909,1892,25,13,1203,26,33,0,0,Mar-23 13:45:03,0,0,7,22,0,8,1
0,0,5,0,120,0,83,12,13,82,2590,6712,0,802,1965,769,25,13,1203,26,33,0,0,Mar-23 13:45:04,0,0,7,22,0,8,1
0,0,5,0,126,0,83,12,13,82,2706,7461,0,7898,8546,2722,25,13,1203,26,33,0,0,Mar-23 13:45:05,0,0,7,22,0,7,1
0,0,5,0,121,0,83,12,13,82,2556,6523,0,1387,2956,4136,25,13,1203,26,33,0,0,Mar-23 13:45:06,0,0,7,22,0,7,1
0,0,5,0,162,0,83,12,13,82,2597,5946,1,527,892,1795,25,13,1203,26,33,0,0,Mar-23 13:45:07,0,0,7,22,0,7,1
0,0,5,0,122,0,83,12,13,82,2490,5785,0,203,711,1042,25,13,1203,26,33,0,0,Mar-23 13:45:08,0,0,7,22,0,7,1
0,0,5,0,174,0,83,12,13,82,2807,7397,0,5637,8049,10931,25,13,1205,26,33,0,0,Mar-23 13:45:09,0,0,7,22,0,8,1
0,0,5,0,129,0,83,12,13,82,2763,7441,0,2383,3156,12220,25,13,1206,27,33,0,0,Mar-23 13:45:10,0,0,7,22,1,8,1
0,0,5,0,120,0,83,12,13,82,2653,7841,0,2361,3739,2655,25,13,1206,27,33,0,0,Mar-23 13:45:11,0,0,7,22,1,8,1
0,0,5,0,116,0,83,12,13,82,2395,5741,0,242,1119,1124,25,13,1206,27,33,0,0,Mar-23 13:45:12,0,0,7,22,1,8,1
0,0,5,0,153,0,83,12,13,82,2647,6077,0,266,932,2791,25,13,1206,27,33,0,0,Mar-23 13:45:13,0,0,7,22,1,8,1
0,0,5,0,130,0,83,12,13,82,2688,6228,0,800,1317,1086,25,13,1206,27,33,0,0,Mar-23 13:45:14,0,0,7,22,1,8,1
0,0,5,0,134,0,83,12,13,82,2810,7593,0,2643,3758,3586,25,13,1206,27,33,0,0,Mar-23 13:45:15,0,0,7,22,1,7,1
0,0,5,0,127,0,83,12,13,82,2774,7056,0,2209,2841,3035,25,13,1206,27,33,0,0,Mar-23 13:45:16,0,0,7,22,1,7,1
0,0,5,0,129,0,83,12,13,82,2682,6819,0,7175,10416,32443,25,13,1206,27,33,0,0,Mar-23 13:45:17,0,0,7,22,1,7,1
0,0,5,0,124,0,83,12,13,82,2610,6965,0,515,1488,1174,25,13,1206,27,33,0,0,Mar-23 13:45:18,0,0,7,22,1,7,1
0,0,5,0,172,0,83,12,13,82,2746,6625,0,570,1072,1524,25,13,1206,27,33,0,0,Mar-23 13:45:19,0,0,7,22,1,8,1
0,0,5,0,140,0,83,12,13,82,2606,7017,0,1872,2558,2663,25,13,1206,27,33,0,0,Mar-23 13:45:20,0,0,7,22,1,8,1
0,0,5,0,141,0,83,12,13,82,2654,7200,0,1586,3167,3187,25,13,1210,29,33,0,0,Mar-23 13:45:21,0,0,7,23,2,8,1
0,0,5,0,137,0,83,12,13,82,2787,6211,0,359,1847,2030,25,13,1206,27,33,0,0,Mar-23 13:45:22,0,0,7,22,1,8,1
0,0,5,0,143,0,83,12,13,82,2646,6047,0,292,1260,1727,25,13,1206,27,33,0,0,Mar-23 13:45:23,0,0,7,22,1,8,1
0,0,5,0,124,0,83,12,13,82,2640,6273,0,2340,4649,6984,25,13,1206,27,33,0,0,Mar-23 13:45:24,0,0,7,22,1,8,1
0,0,5,0,161,0,83,12,13,82,2868,8260,0,1717,2920,2504,25,13,1206,27,33,0,0,Mar-23 13:45:25,0,0,7,22,1,7,1
0,0,5,0,124,0,83,12,13,82,2657,6937,0,1924,2418,2480,25,13,1206,27,33,0,0,Mar-23 13:45:26,0,0,7,22,1,7,1
0,0,5,0,118,0,83,12,13,82,4028,11553,0,239,3082,3664,25,13,1206,27,33,0,0,Mar-23 13:45:27,0,0,7,22,1,6,1
0,0,5,0,122,0,83,12,13,82,2528,5660,0,178,1249,1120,25,13,1206,27,33,0,0,Mar-23 13:45:28,0,0,7,22,1,6,1
0,0,5,0,118,0,83,12,13,82,2587,5946,0,197,1618,2313,25,13,1208,27,33,0,0,Mar-23 13:45:29,0,0,7,22,1,6,1
0,0,5,0,153,0,83,12,13,82,2794,8903,0,2040,2909,2397,25,13,1203,26,33,0,0,Mar-23 13:45:30,0,0,7,22,0,8,1
0,0,5,0,183,0,83,12,13,82,2644,7235,0,3306,3855,4412,25,13,1203,26,33,0,0,Mar-23 13:45:31,0,0,7,22,0,8,1
0,0,5,0,119,0,83,12,13,82,3647,35877,0,39494,62047,23571,25,13,1203,26,33,0,0,Mar-23 13:45:32,0,0,7,22,0,8,1
0,0,5,0,141,0,83,12,13,82,2712,6917,0,1358,3155,1201,25,13,1203,26,33,0,0,Mar-23 13:45:33,0,0,7,22,0,9,1
0,0,5,0,125,0,83,12,13,82,2515,5528,0,287,635,721,25,13,1203,26,33,0,0,Mar-23 13:45:34,0,0,7,22,0,8,1
0,0,5,0,120,0,83,12,13,82,2689,7056,0,1565,2136,2924,25,13,1203,26,33,0,0,Mar-23 13:45:35,0,0,7,22,0,8,1
0,0,5,0,122,0,83,12,13,82,2631,7120,0,1999,3055,2680,25,13,1203,26,33,0,0,Mar-23 13:45:36,0,0,7,22,0,8,1
0,0,5,0,162,0,83,12,13,82,2537,5897,0,4350,5978,1861,25,13,1203,26,33,0,0,Mar-23 13:45:37,0,0,7,22,0,8,1
0,0,5,0,122,0,83,12,13,82,2645,6133,0,2457,3059,4692,25,13,1203,26,33,0,0,Mar-23 13:45:38,0,0,7,22,0,7,1
0,0,5,0,119,0,83,12,13,82,2747,7463,0,6622,8890,3781,25,13,1203,26,33,0,0,Mar-23 13:45:39,0,0,7,22,0,7,1
0,0,5,0,121,0,83,12,13,82,2566,6917,0,2275,3054,13287,25,13,1203,26,33,0,0,Mar-23 13:45:40,0,0,7,22,0,7,1
0,0,5,0,136,0,83,12,13,82,2621,7784,0,1627,2283,6294,25,13,1203,26,33,0,0,Mar-23 13:45:41,0,0,7,22,0,8,1
0,0,5,0,128,0,83,12,13,82,2639,5949,0,365,1807,7735,25,13,1203,26,33,0,0,Mar-23 13:45:42,0,0,7,22,0,8,1
0,0,5,0,164,0,83,12,13,82,2733,6172,0,784,1310,2456,25,13,1203,26,33,0,0,Mar-23 13:45:43,0,0,7,22,0,8,1
0,0,5,0,124,0,83,12,13,82,2499,6012,0,529,1079,920,25,13,1203,26,33,0,0,Mar-23 13:45:44,0,0,7,22,0,8,1
0,0,5,0,123,0,83,12,13,82,2624,7232,0,2631,3537,14186,25,13,1203,26,33,0,0,Mar-23 13:45:45,0,0,7,22,0,8,1
0,0,5,0,129,0,83,12,13,82,2631,7976,0,2863,3892,2837,25,13,1203,26,33,0,0,Mar-23 13:45:46,0,0,7,22,0,8,1
0,0,5,0,122,0,83,12,13,82,2588,6332,0,2161,4221,14343,25,13,1203,26,33,0,0,Mar-23 13:45:47,0,0,7,22,0,8,1
0,0,5,0,123,0,83,12,13,82,2476,5765,0,254,877,742,25,13,1203,26,33,0,0,Mar-23 13:45:48,0,0,7,22,0,7,1
0,0,5,0,161,0,83,12,13,82,3328,8149,0,8996,13153,5530,25,13,1209,26,33,0,0,Mar-23 13:45:49,0,0,7,22,0,7,1
0,0,5,0,123,0,83,12,13,82,2655,6962,0,1715,2317,2689,25,13,1207,26,33,0,0,Mar-23 13:45:50,0,0,7,22,0,7,1
0,0,5,0,128,0,83,12,13,82,2717,7128,0,1825,2378,4874,25,13,1207,26,33,0,0,Mar-23 13:45:51,0,0,7,22,0,7,1
0,0,5,0,152,0,83,12,13,82,2811,7074,0,1085,2649,2897,25,13,1207,26,33,0,0,Mar-23 13:45:52,0,0,7,22,0,8,1
0,0,5,0,124,0,83,12,13,82,2490,7056,0,744,1827,1358,25,14,1208,26,33,0,0,Mar-23 13:45:53,0,0,7,22,0,8,1
0,0,5,0,133,0,83,12,13,82,2659,6142,0,1016,2531,4408,25,14,1208,26,33,0,0,Mar-23 13:45:54,0,0,7,22,0,8,1
0,0,5,0,156,0,83,12,13,82,2748,7095,0,1857,2455,2212,25,14,1208,26,33,0,0,Mar-23 13:45:55,0,0,7,22,0,8,1
0,0,5,0,148,0,84,12,13,83,4910,20432,0,44151,46064,30533,25,24,1234,26,42,0,0,Mar-23 13:45:56,0,0,7,22,0,8,1
0,0,5,0,165,0,84,12,13,83,9195,12004,0,28465,35874,36847,25,16,1226,26,33,0,0,Mar-23 13:45:57,0,0,7,22,0,8,1
0,0,5,0,132,0,84,12,13,83,2851,6405,0,369,1970,2719,25,16,1226,26,33,0,0,Mar-23 13:45:58,0,0,7,22,0,7,1
0,0,5,0,153,0,84,12,13,83,2618,6531,0,3111,4146,2577,25,17,1227,26,33,0,0,Mar-23 13:45:59,0,0,7,22,0,7,1
0,0,5,0,153,0,84,12,13,83,5257,12922,0,27836,31925,33003,28,17,1230,26,36,0,0,Mar-23 13:46:00,0,0,7,22,0,7,1
0,0,5,0,148,0,84,12,13,83,2697,7454,0,2432,4982,4817,28,17,1230,26,36,0,0,Mar-23 13:46:01,0,0,7,22,0,7,1
0,0,5,0,130,0,84,12,13,83,3251,9337,1,8700,10183,10202,28,17,1230,26,36,0,0,Mar-23 13:46:02,0,0,7,22,0,8,1
0,0,5,0,144,0,84,12,13,83,2950,9354,0,237,3479,4426,28,17,1230,26,36,0,0,Mar-23 13:46:03,0,0,7,22,0,8,1
0,0,5,0,120,0,84,12,13,83,2515,5827,0,798,1301,3715,28,17,1230,26,36,0,0,Mar-23 13:46:04,0,0,7,22,0,8,1
0,0,5,0,121,0,84,12,13,83,2553,6773,0,1504,2403,2501,25,17,1227,26,33,0,0,Mar-23 13:46:05,0,0,7,22,0,8,1
0,0,5,0,125,0,84,12,13,83,2714,7095,0,2016,2640,2834,25,17,1227,26,33,0,0,Mar-23 13:46:06,0,0,7,22,0,8,1
0,0,5,0,163,0,84,12,13,83,2714,7145,0,1297,2625,3682,25,17,1227,26,33,0,0,Mar-23 13:46:07,0,0,7,22,0,8,1
0,0,5,0,122,0,84,12,13,83,2605,5989,0,705,1316,1255,25,17,1227,26,33,0,0,Mar-23 13:46:08,0,0,7,22,0,8,1
0,0,5,0,122,0,84,12,13,83,2719,5904,0,6159,7790,10694,25,17,1229,26,33,0,0,Mar-23 13:46:09,0,0,7,22,0,8,1
0,0,5,0,133,0,84,12,13,83,3657,36172,0,43477,65534,27323,25,17,1227,26,33,0,0,Mar-23 13:46:10,0,0,7,22,0,7,1
0,0,5,0,128,0,84,12,13,83,2793,7820,0,3619,4739,4966,25,17,1227,26,33,0,0,Mar-23 13:46:11,0,0,7,22,0,7,1
0,0,5,0,143,0,84,12,13,83,2586,5862,0,600,1765,1576,25,17,1227,26,33,0,0,Mar-23 13:46:12,0,0,7,22,0,7,1
0,0,5,0,186,0,84,12,13,83,2889,7442,0,346,3125,8316,25,17,1227,26,33,0,0,Mar-23 13:46:13,0,0,7,22,0,8,1
0,0,5,0,128,0,84,12,13,83,2713,7587,0,1322,2680,6943,25,17,1229,26,33,0,0,Mar-23 13:46:14,0,0,7,22,0,8,1
0,0,5,0,123,0,84,12,13,83,2570,6698,0,312,944,4011,25,17,1221,26,33,0,0,Mar-23 13:46:15,0,0,7,22,0,8,1
0,0,5,0,123,0,84,12,13,83,2815,8352,0,3327,3923,11340,25,17,1211,26,33,0,0,Mar-23 13:46:16,0,0,7,22,0,8,1
0,0,5,0,117,0,84,12,13,83,2633,6271,0,6164,7772,4622,25,17,1211,26,33,0,0,Mar-23 13:46:17,0,0,7,22,0,8,1
0,0,5,0,121,0,84,12,13,83,2660,6019,0,501,1937,4267,25,17,1211,26,33,0,0,Mar-23 13:46:18,0,0,7,22,0,8,1
0,0,5,0,160,0,84,12,13,83,2682,6168,0,287,1089,3739,25,17,1207,26,33,0,0,Mar-23 13:46:19,0,0,7,22,0,8,1
0,0,5,0,125,0,84,12,13,83,2571,5871,0,951,1351,3694,25,17,1207,26,33,0,0,Mar-23 13:46:20,0,0,7,22,0,8,1
0,0,5,0,119,0,84,12,13,83,2952,9757,0,9803,12085,6190,25,17,1207,26,33,0,0,Mar-23 13:46:21,0,0,7,22,0,7,1
0,0,5,0,133,0,84,12,13,83,2534,5914,0,943,1914,1424,25,17,1207,26,33,0,0,Mar-23 13:46:22,0,0,7,22,0,7,1
0,0,5,0,125,0,84,12,13,83,2536,5893,0,242,1966,5850,25,16,1206,26,33,0,0,Mar-23 13:46:23,0,0,7,22,0,7,1
0,0,5,0,143,0,84,12,13,83,2741,6972,0,4803,6458,5537,25,16,1206,26,33,0,0,Mar-23 13:46:24,0,0,7,22,0,8,1
0,0,5,0,167,0,84,12,13,83,2549,5867,0,830,1473,1961,25,15,1205,26,33,0,0,Mar-23 13:46:25,0,0,7,22,0,8,1
0,0,5,0,126,0,84,12,13,83,2751,8673,0,3263,3864,3468,25,15,1205,26,33,0,0,Mar-23 13:46:26,0,0,7,22,0,8,1
0,0,5,0,125,0,84,12,13,83,2701,5850,0,265,1152,1896,25,15,1205,26,33,0,0,Mar-23 13:46:27,0,0,7,22,0,8,1
0,0,5,0,118,0,84,12,13,83,2726,7304,0,1928,3894,10107,25,14,1204,26,33,0,0,Mar-23 13:46:28,0,0,7,22,0,8,1
0,0,5,0,118,0,84,12,13,83,2508,5775,0,227,728,1818,25,13,1203,26,33,0,0,Mar-23 13:46:29,0,0,7,22,0,8,1
0,0,5,0,125,0,84,12,13,83,2683,6169,0,356,767,1464,25,13,1203,26,33,0,0,Mar-23 13:46:30,0,0,7,22,0,8,1
0,0,5,0,169,0,84,12,13,83,2710,8209,0,2831,3661,4803,25,13,1203,26,33,0,0,Mar-23 13:46:31,0,0,7,22,0,6,1
0,0,5,0,120,0,83,12,13,82,2600,6279,0,6360,8028,3528,25,13,1203,26,33,0,0,Mar-23 13:46:32,0,0,7,22,0,6,1
0,0,5,0,122,0,83,12,13,82,2613,6190,0,745,2401,2328,25,13,1203,26,33,0,0,Mar-23 13:46:33,0,0,7,22,0,6,1
0,0,5,0,146,0,83,12,13,82,2480,6378,0,272,726,922,25,13,1203,26,33,0,0,Mar-23 13:46:34,0,0,7,22,0,7,1
0,0,5,0,148,0,83,12,13,82,2740,8160,0,2401,3868,2127,25,13,1203,26,33,0,0,Mar-23 13:46:35,0,0,7,20,1,7,2
0,0,5,0,126,0,83,12,13,82,2763,7307,0,2300,2797,2924,25,13,1202,25,33,0,0,Mar-23 13:46:36,0,0,7,20,0,7,2
0,0,5,0,162,0,83,12,13,82,2655,6530,0,1143,1813,2015,25,13,1205,25,33,0,0,Mar-23 13:46:37,0,0,7,20,1,7,2
0,0,5,0,131,0,83,12,13,82,2672,5809,0,512,1220,34432,25,13,1202,25,33,0,0,Mar-23 13:46:38,0,0,7,20,0,7,2
0,0,5,0,125,0,83,12,13,82,2717,6109,0,5767,8092,3737,25,13,1204,25,33,0,0,Mar-23 13:46:39,0,0,7,20,0,7,2
0,0,5,0,122,0,83,12,13,82,2548,5646,0,1184,1821,1381,25,13,1202,25,33,0,0,Mar-23 13:46:40,0,0,7,20,0,7,2
0,0,5,0,119,0,83,12,13,82,2695,7246,0,1550,2157,2360,25,13,1202,25,33,0,0,Mar-23 13:46:41,0,0,7,20,0,6,2
0,0,5,0,119,0,83,12,13,82,2788,8219,0,2633,3899,3347,25,13,1202,25,33,0,0,Mar-23 13:46:42,0,0,7,20,0,6,2
0,0,5,0,167,0,83,12,13,82,2685,6088,0,700,1434,850,25,13,1202,25,33,0,0,Mar-23 13:46:43,0,0,7,20,0,6,2
0,0,5,0,124,0,83,12,13,82,4009,10743,0,219,2349,2328,25,13,1202,25,33,0,0,Mar-23 13:46:44,0,0,7,20,0,6,2
0,0,5,0,127,0,83,12,13,82,2511,5876,1,596,789,1849,25,13,1202,25,33,0,0,Mar-23 13:46:45,0,0,7,20,0,6,2
0,0,5,0,153,0,83,12,13,82,2692,8049,0,2230,2968,2433,25,13,1202,25,33,0,0,Mar-23 13:46:46,0,0,7,20,0,7,2
0,0,5,0,124,0,83,12,13,82,2717,7321,0,7639,9467,6592,25,13,1202,25,33,0,0,Mar-23 13:46:47,0,0,7,20,0,7,2
0,0,5,0,122,0,83,12,13,82,4459,35188,0,35713,57661,49057,25,13,1202,25,33,0,0,Mar-23 13:46:48,0,0,7,20,0,7,2
0,0,5,0,156,0,83,12,13,82,2985,7761,0,724,3585,3395,25,13,1204,25,33,0,0,Mar-23 13:46:49,0,0,7,20,0,7,2
0,0,5,0,122,0,83,12,13,82,2592,5857,0,343,676,752,25,13,1202,25,33,0,0,Mar-23 13:46:50,0,0,7,20,0,7,2
0,0,5,0,125,0,83,12,13,82,2655,7158,0,1990,2616,2382,25,13,1202,25,33,0,0,Mar-23 13:46:51,0,0,7,20,0,7,2
0,0,5,0,120,0,83,12,13,82,2564,6871,0,1481,2205,5585,25,13,1202,25,33,0,0,Mar-23 13:46:52,0,0,7,20,0,7,2
0,0,5,0,126,0,83,12,13,82,2561,5869,0,304,812,1609,25,14,1203,25,33,0,0,Mar-23 13:46:53,0,0,7,20,0,6,2
0,0,5,0,129,0,83,12,13,82,2708,6344,0,6531,8678,7390,25,14,1203,25,33,0,0,Mar-23 13:46:54,0,0,7,20,0,6,2
0,0,5,0,144,0,83,12,13,82,2445,5555,0,823,1328,1566,25,14,1203,25,33,0,0,Mar-23 13:46:55,0,0,7,20,0,6,2
0,0,5,0,133,0,83,12,13,82,3001,9572,0,2744,4401,4543,25,14,1203,25,33,0,0,Mar-23 13:46:56,0,0,7,20,0,7,2
0,0,5,0,141,0,83,12,13,82,2534,6900,0,1706,2121,2931,25,14,1203,25,33,0,0,Mar-23 13:46:57,0,0,7,20,0,7,2
0,0,5,0,120,0,83,12,13,82,2550,5965,0,367,723,1454,25,14,1204,26,33,0,0,Mar-23 13:46:58,0,0,7,21,1,7,1
0,0,5,0,144,0,83,12,13,82,2730,6754,0,281,1870,2218,25,14,1202,24,33,0,0,Mar-23 13:46:59,0,0,7,20,0,8,1
0,0,5,0,117,0,83,12,13,82,2623,5953,0,186,951,801,25,14,1202,24,33,0,0,Mar-23 13:47:00,0,0,7,20,0,8,1
0,0,5,0,156,0,83,12,13,82,2682,7071,0,2040,2596,2541,25,14,1202,24,33,0,0,Mar-23 13:47:01,0,0,7,20,0,8,1
0,0,5,0,119,0,83,12,13,82,3121,9818,0,8677,10407,17764,25,14,1202,24,33,0,0,Mar-23 13:47:02,0,0,7,20,0,8,1
0,0,5,0,122,0,83,12,13,82,2872,7348,0,2196,3654,2632,25,14,1202,24,33,0,0,Mar-23 13:47:03,0,0,7,20,0,8,1
0,0,5,0,121,0,83,12,13,82,2542,5791,0,291,1183,1385,25,14,1202,24,33,0,0,Mar-23 13:47:04,0,0,7,20,0,7,1
0,0,5,0,122,0,83,12,13,82,2406,5582,0,204,948,1174,25,14,1202,24,33,0,0,Mar-23 13:47:05,0,0,7,20,0,7,1
0,0,5,0,125,0,83,12,13,82,2659,7016,0,2310,2705,2813,25,14,1202,24,33,0,0,Mar-23 13:47:06,0,0,7,20,0,7,1
0,0,5,0,177,0,83,12,13,82,2815,7957,0,1553,2455,4663,25,14,1202,24,33,0,0,Mar-23 13:47:07,0,0,7,20,0,8,1
0,0,5,0,144,0,83,12,13,82,2655,6468,0,1781,2730,2268,25,14,1202,24,33,0,0,Mar-23 13:47:08,0,0,7,20,0,8,1
0,0,5,0,125,0,83,12,13,82,2656,6495,0,7540,9626,6926,25,14,1204,24,33,0,0,Mar-23 13:47:09,0,0,7,20,0,8,1
0,0,5,0,200,0,83,12,13,82,2857,7851,0,1593,3345,4342,25,15,1203,24,33,0,0,Mar-23 13:47:10,0,0,7,20,0,8,1
0,0,5,0,120,0,83,12,13,82,2963,7363,0,3015,4251,3517,25,15,1203,24,33,0,0,Mar-23 13:47:11,0,0,7,20,0,8,1
0,0,5,0,122,0,83,12,13,82,2704,7082,0,1496,2140,2447,25,15,1203,24,33,0,0,Mar-23 13:47:12,0,0,7,20,0,8,1
0,0,5,0,170,0,83,12,13,82,2674,5995,0,271,1284,2360,25,15,1203,24,33,0,0,Mar-23 13:47:13,0,0,7,20,0,8,1
0,0,5,0,149,0,83,12,13,82,2703,6196,0,1050,2948,2686,25,15,1203,24,33,0,0,Mar-23 13:47:14,0,0,7,20,0,7,1
0,0,5,0,120,0,83,12,13,82,2550,5889,0,245,928,799,25,15,1203,24,33,0,0,Mar-23 13:47:15,0,0,7,20,0,7,1
0,0,5,0,125,0,83,12,13,82,2596,6959,0,1578,2222,7539,25,15,1203,24,33,0,0,Mar-23 13:47:16,0,0,7,20,0,7,1
0,0,5,0,122,0,83,12,13,82,2697,8808,0,7363,9898,3726,25,15,1203,24,33,0,0,Mar-23 13:47:17,0,0,7,20,0,7,1
0,0,5,0,139,0,83,12,13,82,2595,6658,0,460,1122,1025,25,15,1203,24,33,0,0,Mar-23 13:47:18,0,0,7,20,0,8,1
0,0,5,0,159,0,83,12,13,82,2543,5847,0,297,980,1149,25,15,1205,24,33,0,0,Mar-23 13:47:19,0,0,7,20,0,8,1
0,0,5,0,124,0,83,12,13,82,3389,10335,0,526,3947,6030,25,15,1203,24,33,0,0,Mar-23 13:47:20,0,0,7,20,0,8,1
0,0,5,0,122,0,83,12,13,82,2702,7278,0,2415,3512,3882,25,15,1203,24,33,0,0,Mar-23 13:47:21,0,0,7,20,0,8,1
0,0,5,0,122,0,83,12,13,82,2633,6760,0,2038,2197,2609,25,15,1203,24,33,0,0,Mar-23 13:47:22,0,0,7,20,0,8,1
0,0,5,0,136,0,83,12,13,82,2622,6416,0,349,2064,1835,25,14,1202,24,33,0,0,Mar-23 13:47:23,0,0,7,20,0,8,1
0,0,5,0,118,0,83,12,13,82,2667,7636,0,7273,9990,2681,25,14,1202,24,33,0,0,Mar-23 13:47:24,0,0,7,20,0,7,1
0,0,5,0,157,0,83,12,13,82,3145,10325,0,1776,12748,12659,25,14,1202,24,33,0,0,Mar-23 13:47:25,0,0,7,20,0,7,1
0,0,5,0,123,0,83,12,13,82,3172,32789,0,36183,48010,13637,25,14,1202,24,33,0,0,Mar-23 13:47:26,0,0,7,20,0,7,1
0,0,5,0,119,0,83,12,13,82,2602,6895,0,1565,2255,2706,25,14,1202,24,33,0,0,Mar-23 13:47:27,0,0,7,20,0,7,1
0,0,5,0,138,0,83,12,13,82,2809,6863,0,282,1201,1246,25,14,1202,24,33,0,0,Mar-23 13:47:28,0,0,7,20,0,8,1
0,0,5,0,133,0,83,12,13,82,2518,5696,0,288,785,1255,25,14,1202,24,33,0,0,Mar-23 13:47:29,0,0,7,20,0,8,1
0,0,5,0,121,0,83,12,13,82,2509,5915,0,396,1533,1537,25,14,1202,24,33,0,0,Mar-23 13:47:30,0,0,7,20,0,8,1
0,0,5,0,160,0,83,12,13,82,2866,8535,0,1977,3599,6190,25,14,1202,24,33,0,0,Mar-23 13:47:31,0,0,7,20,0,8,1
0,0,5,0,119,0,83,12,13,82,2620,7470,0,5832,7544,5584,25,14,1202,24,33,0,0,Mar-23 13:47:32,0,0,7,20,0,8,1
0,0,5,0,122,0,83,12,13,82,2662,6074,0,988,1993,3378,25,14,1202,24,33,0,0,Mar-23 13:47:33,0,0,7,20,0,8,1
0,0,5,0,132,0,83,12,13,82,2562,6370,1,705,892,1463,25,14,1202,24,33,0,0,Mar-23 13:47:34,0,0,7,20,0,8,1
0,0,5,0,137,0,83,12,13,82,2709,6181,0,292,2034,2562,25,14,1202,24,33,0,0,Mar-23 13:47:35,0,0,7,20,0,8,1
0,0,5,0,126,0,83,12,13,82,2831,7158,0,2361,2870,2692,25,14,1202,24,33,0,0,Mar-23 13:47:36,0,0,7,20,0,7,1
0,0,5,0,157,0,83,12,13,82,2639,6822,0,1449,2065,2238,25,14,1202,24,33,0,0,Mar-23 13:47:37,0,0,7,20,0,7,1
0,0,5,0,117,0,83,12,13,82,2859,7434,0,1624,2912,2432,25,14,1202,24,33,0,0,Mar-23 13:47:38,0,0,7,20,0,7,1
0,0,5,0,148,0,83,12,13,82,2725,7224,0,5626,7501,5512,25,14,1202,24,33,0,0,Mar-23 13:47:39,0,0,7,20,0,8,1
0,0,5,0,124,0,83,12,13,82,2558,5904,0,483,2009,3100,25,14,1202,24,33,0,0,Mar-23 13:47:40,0,0,7,20,0,8,1
0,0,5,0,118,0,83,12,13,82,2673,7059,0,1646,2207,2460,25,14,1202,24,33,0,0,Mar-23 13:47:41,0,0,7,20,0,8,1
0,0,5,0,118,0,83,12,13,82,2684,6942,0,1657,2466,2666,25,14,1202,24,33,0,0,Mar-23 13:47:42,0,0,7,20,0,8,1
0,0,5,0,160,0,83,12,13,82,2607,6118,0,208,773,959,25,14,1202,24,33,0,0,Mar-23 13:47:43,0,0,7,20,0,8,1
0,0,5,0,122,0,83,12,13,82,2511,5582,0,192,680,1041,25,14,1202,24,33,0,0,Mar-23 13:47:44,0,0,7,20,0,8,1
0,0,5,0,122,0,83,12,13,82,2847,7592,0,1159,2554,4629,25,14,1202,24,33,0,0,Mar-23 13:47:45,0,0,7,20,0,8,1
0,0,5,0,129,0,83,12,13,82,2544,6387,0,1741,1941,1321,25,14,1202,24,33,0,0,Mar-23 13:47:46,0,0,7,20,0,8,1
0,0,5,0,119,0,83,12,13,82,2806,7730,0,8206,10108,7410,25,14,1202,24,33,0,0,Mar-23 13:47:47,0,0,7,20,0,7,1
0,0,5,0,120,0,83,12,13,82,2698,5986,0,278,885,1731,25,14,1202,24,33,0,0,Mar-23 13:47:48,0,0,7,20,0,7,1
0,0,5,0,163,0,83,12,13,82,2463,5634,0,164,674,647,25,14,1204,24,33,0,0,Mar-23 13:47:49,0,0,7,20,0,7,1
0,0,5,0,144,0,83,12,13,82,2813,6966,0,413,1949,2174,25,14,1202,24,33,0,0,Mar-23 13:47:50,0,0,7,20,0,8,1
0,0,5,0,128,0,83,12,13,82,2737,6200,0,741,1217,1134,25,14,1202,24,33,0,0,Mar-23 13:47:51,0,0,7,20,0,8,1
0,0,5,0,116,0,83,12,13,82,2816,9595,0,3563,5047,6488,25,13,1201,24,33,0,0,Mar-23 13:47:52,0,0,7,20,0,8,1
0,0,5,0,126,0,83,12,13,82,2450,5767,0,171,752,1057,25,13,1201,24,33,0,0,Mar-23 13:47:53,0,0,7,20,0,8,1
0,0,5,0,119,0,83,12,13,82,2633,6061,0,5900,7543,8640,25,13,1201,24,33,0,0,Mar-23 13:47:54,0,0,7,20,0,8,1
0,0,5,0,157,0,83,12,13,82,2601,5909,0,219,1850,1821,25,13,1201,24,33,0,0,Mar-23 13:47:55,0,0,7,20,0,8,1
0,0,5,0,121,0,83,12,13,82,2545,5987,0,1224,1724,4071,25,13,1201,24,33,0,0,Mar-23 13:47:56,0,0,7,20,0,8,1
