"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/mem_socket_vm_tcp_net_load_raw_fs_io_swap.csv --mem --socket --vm --tcp --net --load --raw --fs --io --swap 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"memory usage",,,,"sockets",,,,,"virtual memory",,,,"tcp sockets",,,,,"net/total",,"load avg",,,"raw","filesystem",,"io/total",,"swap",
5348691968,2669113344,7956856832,11157741568,1203,26,33,0,0,0,243,790,783,7,22,0,10,1,23535,13723,0.710,1,1.160,0,14080,183121,0,0,108527616,914878464
5348950016,2668322816,7957389312,11156979712,1203,26,33,0,0,0,458,1033,991,7,22,0,9,1,6506,8213,0.710,1,1.160,0,14048,183124,0,0,108527616,914878464
5348679680,2670821376,7955161088,11157680128,1203,26,33,0,0,0,1372,3146,2899,7,22,0,9,1,6351,7975,0.710,1,1.160,0,14048,183098,0,90,108527616,914878464
5346066432,2673704960,7954874368,11159093248,1203,26,33,0,0,0,2883,3613,6030,7,22,0,9,1,6258,7509,0.710,1,1.160,0,14080,183106,0,0,108527616,914878464
5346897920,2672861184,7954886656,11158249472,1203,26,33,0,0,0,367,1820,1975,7,22,0,9,1,6350,8272,0.650,0.980,1.150,0,14080,183106,0,94,108527616,914878464
5346988032,2672246784,7955410944,11156848640,1203,26,33,0,0,0,570,1085,1099,7,22,0,9,1,6370,7838,0.650,0.980,1.150,0,14048,183130,0,0,108527616,914878464
5345439744,2671812608,7957377024,11159810048,1203,26,33,0,0,1,1176,2457,1312,7,22,0,9,1,6573,8322,0.650,0.980,1.150,0,14016,183134,8,64,108527616,914878464
5346451456,2670800896,7957377024,11158847488,1203,26,33,0,0,0,281,795,789,7,22,0,9,1,6358,7646,0.650,0.980,1.150,0,14016,183134,0,32,108527616,914878464
5347196928,2669838336,7957594112,11157901312,1203,26,33,0,0,0,2134,2714,2342,7,22,0,8,1,6708,7646,0.650,0.980,1.150,0,14048,183139,0,0,108527616,914878464
5235785728,2788458496,7950376960,11153297408,1203,26,33,0,0,0,1681,3054,33684,7,22,0,8,1,6893,8649,0.600,0.960,1.150,0,14016,181996,0,132,108527616,914878464
5259669504,2764853248,7950098432,11129614336,1204,27,33,0,0,0,6828,8490,1984,7,21,1,8,2,7449,9950,0.600,0.960,1.150,0,14016,182006,0,0,108527616,914878464
5258919936,2765852672,7949848576,11132125184,1203,26,33,0,0,0,309,798,1112,7,22,0,9,1,22230,12015,0.600,0.960,1.150,0,14048,182006,0,0,108527616,914878464
5259251712,2765250560,7950118912,11131535360,1203,26,33,0,0,0,229,1092,931,7,22,0,9,1,6294,7703,0.600,0.960,1.150,0,14048,182018,0,32,108527616,914878464
5253787648,2767990784,7952842752,11160940544,1203,26,33,0,0,0,2844,4111,3187,7,22,0,9,1,6351,7905,0.600,0.960,1.150,0,14080,182034,0,0,108527616,914878464
5251407872,2770956288,7952257024,11163910144,1203,26,33,0,0,0,2097,4398,4242,7,22,0,8,1,6690,8422,0.550,0.950,1.140,0,14048,182032,0,2246,108527616,914878464
5252022272,2770337792,7952261120,11163291648,1203,26,33,0,0,0,282,741,732,7,22,0,8,1,6184,8401,0.550,0.950,1.140,0,14048,182032,0,0,108527616,914878464
5254057984,2769088512,7951474688,11159687168,1203,26,33,0,0,0,201,1096,1276,7,22,0,8,1,6916,8421,0.550,0.950,1.140,0,14016,182006,0,0,108527616,914878464
5269737472,2753318912,7951564800,11143925760,1203,26,33,0,0,0,5982,7747,4662,7,22,0,8,1,6294,7840,0.550,0.950,1.140,0,14016,182006,0,50,108527616,914878464
5371293696,2648358912,7954952192,11011756032,1203,26,33,0,0,0,38575,59836,30979,7,22,0,7,1,6270,7733,0.550,0.950,1.140,0,14080,183074,0,0,108527616,914878464
5372452864,2647031808,7955120128,11010600960,1203,26,33,0,0,0,1967,3538,3249,7,22,0,7,1,6616,8126,0.670,0.970,1.140,0,14112,183074,0,104,108527616,914878464
5370863616,2645905408,7957835776,11031093248,1203,26,33,0,0,0,1497,2964,2514,7,22,0,7,1,6424,7840,0.670,0.970,1.140,0,14080,183103,0,0,108527616,914878464
5371412480,2645094400,7958097920,11030183936,1203,26,33,0,0,0,439,842,1062,7,22,0,8,1,8121,12136,0.670,0.970,1.140,0,14048,183102,0,0,108527616,914878464
5371006976,2645766144,7957831680,11030855680,1203,26,33,0,0,0,240,1006,1095,7,22,0,8,1,22002,9432,0.670,0.970,1.140,0,14080,183101,0,22,108527616,914878464
5372616704,2646740992,7955247104,11046547456,1203,26,33,0,0,0,1498,2099,3015,7,22,0,8,1,6184,7646,0.670,0.970,1.140,0,14112,183072,0,0,108527616,914878464
5373878272,2646310912,7954411520,11044552704,1203,26,33,0,0,0,1662,3508,3891,7,22,0,8,1,6184,7764,0.610,0.950,1.140,0,14080,183028,0,476,108527616,914878464
5370187776,2648403968,7956008960,11049799680,1203,26,33,0,0,0,9262,10583,10489,7,22,0,8,1,6294,7840,0.610,0.950,1.140,0,14112,183087,0,0,108527616,914878464
5371400192,2647277568,7955922944,11048742912,1203,26,33,0,0,0,231,703,923,7,22,0,8,1,6593,8128,0.610,0.950,1.140,0,14080,183086,0,0,108527616,914878464
5378195456,2638303232,7958102016,11044880384,1203,26,33,0,0,0,2767,4166,1722,7,22,0,8,1,6258,7764,0.610,0.950,1.140,0,14112,183114,0,26,108527616,914878464
5392056320,2624425984,7958118400,11031080960,1203,26,33,0,0,0,7381,7963,2286,7,22,0,7,1,7334,8320,0.610,0.950,1.140,0,14048,183111,0,0,108527616,914878464
5390733312,2625208320,7958659072,11031879680,1203,26,33,0,0,0,1930,2594,3620,7,22,0,7,1,7574,8779,0.640,0.950,1.140,0,14048,183112,0,0,108527616,914878464
5394636800,2623754240,7956226048,11028299776,1203,26,33,0,0,1,497,1825,2718,7,22,0,7,1,6591,8027,0.640,0.950,1.140,0,14048,183083,6,72,108527616,914878464
5397229568,2622820352,7954550784,11026042880,1203,26,33,0,0,0,204,731,1081,7,22,0,7,1,6563,8088,0.640,0.950,1.140,0,14048,183037,0,0,108527616,914878464
5379936256,2638266368,7956398080,11036528640,1203,26,33,0,0,0,5663,8002,10959,7,22,0,8,1,28844,101283,0.640,0.950,1.140,0,14048,183087,0,16,108527616,914878464
5382328320,2635522048,7956750336,11034148864,1204,26,34,0,0,0,1746,2320,2238,7,22,0,8,1,6461,8424,0.640,0.950,1.140,0,14048,183097,0,0,108527616,914878464
5346693120,2669219840,7958687744,11150774272,1206,27,33,0,0,0,2998,4392,12615,7,22,1,8,1,7299,8039,0.670,0.950,1.140,0,14048,183126,0,0,108527616,914878464
5348388864,2666541056,7959670784,11148120064,1206,27,33,0,0,0,220,1365,1209,7,22,1,8,1,6184,7852,0.670,0.950,1.140,0,14048,183126,0,44,108527616,914878464
5341822976,2673635328,7959142400,11155218432,1206,27,33,0,0,0,241,877,2082,7,22,1,8,1,6740,8627,0.670,0.950,1.140,0,14048,183126,0,0,108527616,914878464
5342838784,2675040256,7956721664,11154214912,1206,27,33,0,0,0,794,1321,1668,7,22,1,8,1,6615,9667,0.670,0.950,1.140,0,14048,183098,0,74,108527616,914878464
5347524608,2670751744,7956324352,11149987840,1206,27,33,0,0,0,2643,3756,3586,7,22,1,7,1,17762,12767,0.670,0.950,1.140,0,14048,183098,0,0,108527616,914878464
5348917248,2669359104,7956324352,11148595200,1206,27,33,0,0,0,2200,2838,3013,7,22,1,7,1,6997,8902,0.620,0.940,1.130,0,14080,183098,0,0,108527616,914878464
5353463808,2662711296,7958425600,11135950848,1206,27,33,0,0,0,6749,9677,8244,7,22,1,7,1,9170,10688,0.620,0.940,1.130,0,14080,183155,0,42,108527616,914878464
5262761984,2752311296,7959527424,11130888192,1206,27,33,0,0,0,938,2239,25409,7,22,1,7,1,6294,8188,0.620,0.940,1.130,0,14048,183137,0,0,108527616,914878464
5263454208,2752143360,7959003136,11130814464,1207,28,33,0,0,0,581,1051,1496,7,21,2,7,2,6482,9353,0.620,0.940,1.130,0,14048,183137,0,30,108527616,914878464
5263826944,2753900544,7956873216,11130454016,1206,27,33,0,0,0,1910,2495,2726,7,22,1,8,1,23107,12182,0.620,0.940,1.130,0,14048,183108,0,0,108527616,914878464
5261463552,2755743744,7957393408,11132055552,1206,27,33,0,0,0,1583,3281,3154,7,22,1,8,1,9415,18605,0.570,0.920,1.120,0,14048,183109,0,0,108527616,914878464
5262098432,2755923968,7956578304,11132243968,1207,28,33,0,0,0,320,1812,1991,7,22,1,8,2,19084,14648,0.570,0.920,1.120,0,14048,183108,0,180,108527616,914878464
5260591104,2757660672,7956348928,11132923904,1206,27,33,0,0,0,292,1241,1717,7,22,1,8,1,9133,12516,0.570,0.920,1.120,0,14048,183108,0,0,108527616,914878464
5256126464,2766692352,7951777792,11158749184,1206,27,33,0,0,0,1322,3438,6849,7,22,1,8,1,6742,8398,0.570,0.920,1.120,0,14048,182000,0,38,108527616,914878464
5252411392,2767667200,7954518016,11161862144,1206,27,33,0,0,0,2766,4167,2696,7,22,1,8,1,6258,7509,0.570,0.920,1.120,0,14112,182037,0,0,108527616,914878464
5252087808,2768576512,7953932288,11162775552,1206,27,33,0,0,0,1947,2454,2518,7,22,1,7,1,6893,8713,0.520,0.900,1.120,0,14112,182036,0,0,108527616,914878464
5257719808,2765242368,7951634432,11157000192,1206,27,33,0,0,0,216,3050,3602,7,22,1,7,1,6314,7646,0.520,0.900,1.120,0,14080,182008,0,2126,108527616,914878464
5258141696,2764550144,7951900672,11156312064,1206,27,33,0,0,0,199,1020,930,7,22,1,6,1,6184,8264,0.520,0.900,1.120,0,14048,182009,0,0,108527616,914878464
5256781824,2765697024,7952113664,11156131840,1206,27,33,0,0,0,213,1791,2471,7,22,1,6,1,6294,7840,0.520,0.900,1.120,0,14048,182021,0,46,108527616,914878464
5257928704,2764275712,7952388096,11154669568,1207,28,33,0,0,0,1993,2932,2426,7,21,2,7,2,22875,15407,0.520,0.900,1.120,0,14048,182014,0,0,108527616,914878464
5257801728,2764144640,7952646144,11154554880,1203,26,33,0,0,0,1947,2594,2396,7,22,0,8,1,24497,13069,0.560,0.910,1.120,0,14048,182005,0,18,108527616,914878464
5267259392,2752786432,7954546688,11152203776,1203,26,33,0,0,0,8378,22232,17028,7,22,0,8,1,6184,7646,0.560,0.910,1.120,0,14816,182803,0,146,108527616,914878464
5389815808,2624995328,7959781376,11029983232,1203,26,33,0,0,0,33841,44240,9744,7,22,0,9,1,8212,12976,0.560,0.910,1.120,0,14048,183104,0,0,108527616,914878464
5390774272,2624540672,7959277568,11029557248,1203,26,33,0,0,0,326,723,858,7,22,0,8,1,36206,9846,0.560,0.910,1.120,0,14048,183103,0,0,108527616,914878464
5391728640,2625716224,7957147648,11028602880,1203,26,33,0,0,0,1521,2053,2805,7,22,0,8,1,6184,7925,0.560,0.910,1.120,0,14080,183074,0,0,108527616,914878464
5393555456,2623541248,7957495808,11026157568,1203,26,33,0,0,0,2001,3073,2681,7,22,0,8,1,6616,7989,0.520,0.890,1.110,0,14016,183076,0,42,108527616,914878464
5395255296,2621841408,7957495808,11024474112,1203,26,33,0,0,0,192,1806,1848,7,22,0,8,1,6409,7977,0.520,0.890,1.110,0,14048,183075,0,438,108527616,914878464
5398929408,2618728448,7956934656,11068706816,1203,26,33,0,0,0,5754,6134,2981,7,22,0,7,1,6942,8172,0.520,0.890,1.110,0,14048,183075,0,0,108527616,914878464
5414895616,2600239104,7959457792,11047985152,1203,26,33,0,0,0,7453,9947,5492,7,22,0,7,1,6550,8480,0.520,0.890,1.110,0,14048,183103,0,42,108527616,914878464
5375221760,2639466496,7959904256,11060252672,1203,26,33,0,0,0,2272,3062,13271,7,22,0,7,1,6437,7802,0.520,0.890,1.110,0,14048,183113,0,0,108527616,914878464
5359636480,2654789632,7960166400,11075579904,1203,26,33,0,0,0,1663,2333,6398,7,22,0,8,1,16247,12308,0.550,0.890,1.110,0,14016,183113,0,0,108527616,914878464
5345644544,2671362048,7957585920,11103342592,1203,26,33,0,0,0,370,1810,7707,7,22,0,8,1,13582,9528,0.550,0.890,1.110,0,14048,183085,0,76,108527616,914878464
5344583680,2672652288,7957356544,11105099776,1203,26,33,0,0,0,751,1253,2400,7,22,0,8,1,7240,8821,0.550,0.890,1.110,0,14048,183085,0,0,108527616,914878464
5345095680,2671878144,7957618688,11104141312,1203,26,33,0,0,0,525,1085,927,7,22,0,8,1,6184,7840,0.550,0.890,1.110,0,14048,183086,0,22,108527616,914878464
5344247808,2672525312,7957819392,11104800768,1203,26,33,0,0,0,1526,2154,3239,7,22,0,8,1,6598,7646,0.550,0.890,1.110,0,14016,183086,0,34,108527616,914878464
5303611392,2711154688,7959826432,11153793024,1203,26,33,0,0,0,3988,5310,13813,7,22,0,8,1,7381,8455,0.590,0.890,1.110,0,14048,183113,0,0,108527616,914878464
5307674624,2706952192,7959961600,11150544896,1203,26,33,0,0,0,1674,3254,1987,7,22,0,8,1,6294,7840,0.590,0.890,1.110,0,14080,183113,0,0,108527616,914878464
5258625024,2755633152,7960330240,11150983168,1203,26,33,0,0,0,701,1772,13013,7,22,0,7,1,6502,7906,0.590,0.890,1.110,0,14080,183124,0,34,108527616,914878464
5259948032,2739056640,7975583744,11132059648,1207,26,33,0,0,0,9008,13164,5525,7,22,0,7,1,6420,8004,0.590,0.890,1.110,0,14080,183164,0,0,108527616,914878464
5261213696,2737631232,7975743488,11130634240,1207,26,33,0,0,0,1069,1627,1821,7,22,0,7,1,6547,8205,0.590,0.890,1.110,0,14112,183165,0,18,108527616,914878464
5266280448,2736631808,7971676160,11158753280,1207,26,33,0,0,0,2426,3051,5768,7,22,0,7,1,6838,8777,0.700,0.910,1.110,0,14112,183148,0,0,108527616,914878464
5268250624,2737287168,7969050624,11159445504,1207,26,33,0,0,0,328,1015,1657,7,22,0,8,1,24457,15424,0.700,0.910,1.110,0,14080,183148,0,12,108527616,914878464
5268762624,2734276608,7971549184,11157999616,1207,26,33,0,0,0,1571,3541,2675,7,22,0,8,1,7877,9318,0.700,0.910,1.110,0,14112,183174,0,54,108527616,914878464
5276102656,2736742400,7961743360,11164991488,1208,26,33,0,0,0,1026,2499,4384,7,22,0,8,1,12227,11920,0.700,0.910,1.110,0,14112,183163,0,0,108527616,914878464
5277405184,2735333376,7961849856,11163664384,1208,26,33,0,0,0,541,1071,831,7,22,0,8,1,6294,7977,0.700,0.910,1.110,0,14080,183174,0,0,108527616,914878464
5305278464,2700218368,7969042432,11129053184,1225,26,33,0,0,0,35662,37226,24211,7,22,0,8,1,13307,14872,0.650,0.900,1.110,0,14080,183327,0,52,108527616,914878464
5333110784,2675445760,7965999104,11101933568,1226,26,33,0,0,0,29256,33866,29816,7,22,0,8,1,18481,19656,0.650,0.900,1.110,0,14080,183303,0,260,108527616,914878464
5333180416,2675306496,7966068736,11101982720,1226,26,33,0,0,0,9338,14174,17396,7,22,0,7,1,6727,10531,0.650,0.900,1.110,0,14112,183302,0,388,108527616,914878464
5332316160,2676391936,7965847552,11103072256,1229,26,33,0,0,0,937,1392,1322,7,22,0,7,1,11348,15919,0.650,0.900,1.110,0,14112,183308,0,0,108527616,914878464
5312200704,2693394432,7968960512,11119308800,1230,26,36,0,0,0,24411,28814,29220,7,22,0,7,1,55970,13518,0.650,0.900,1.110,0,14144,183338,0,158,108527616,914878464
5320441856,2685239296,7968874496,11111395328,1230,26,36,0,0,0,7750,8605,7665,7,22,0,7,1,6184,8570,0.760,0.920,1.110,0,14144,183339,0,0,108527616,914878464
5315760128,2695569408,7963226112,11106459648,1231,27,36,0,0,1,8153,11550,12370,7,21,1,7,2,6649,9907,0.760,0.920,1.110,0,14176,182231,2,0,108527616,914878464
5330206720,2683183104,7961141248,11096584192,1230,26,36,0,0,0,1105,4249,4493,7,22,0,8,1,23456,13996,0.760,0.920,1.110,0,14208,182213,0,368,108527616,914878464
5315014656,2698096640,7961419776,11111256064,1230,26,36,0,0,0,763,1412,3693,7,22,0,8,1,6314,7906,0.760,0.920,1.110,0,14176,182214,0,0,108527616,914878464
5316210688,2697416704,7960903680,11110592512,1227,26,33,0,0,0,246,1083,1196,7,22,0,8,1,6184,8004,0.760,0.920,1.110,0,14144,182210,0,40,108527616,914878464
5319135232,2694483968,7960911872,11107680256,1227,26,33,0,0,0,3241,3920,4100,7,22,0,8,1,6967,8694,0.700,0.900,1.100,0,14112,182207,0,14,108527616,914878464
5309530112,2701627392,7963373568,11122049024,1227,26,33,0,0,0,1338,2674,3747,7,22,0,8,1,6762,8414,0.700,0.900,1.100,0,14144,182235,0,0,108527616,914878464
5309169664,2700406784,7964954624,11120783360,1227,26,33,0,0,0,689,1287,1210,7,22,0,8,1,6461,8027,0.700,0.900,1.100,0,14176,182237,0,18,108527616,914878464
5301329920,2708287488,7964913664,11111919616,1227,26,33,0,0,0,6060,7711,10746,7,22,0,8,1,6396,7906,0.700,0.900,1.100,0,14176,182237,0,0,108527616,914878464
5432340480,2573860864,7968329728,10968211456,1227,26,33,0,0,0,39686,61257,26253,7,22,0,8,1,7140,8431,0.700,0.900,1.100,0,14240,183304,0,64,108527616,914878464
5449818112,2558439424,7966273536,10950291456,1227,26,33,0,0,0,7055,8279,5500,7,22,0,7,1,8558,10062,0.640,0.890,1.100,0,14176,183280,0,0,108527616,914878464
5452304384,2555428864,7966797824,10947305472,1227,26,33,0,0,0,1051,2576,2059,7,22,0,7,1,10783,95505,0.640,0.890,1.100,0,14176,183281,0,172,108527616,914878464
5439082496,2568765440,7966683136,10960703488,1227,26,33,0,0,0,331,3087,6981,7,22,0,8,1,10343,14657,0.640,0.890,1.100,0,14208,183281,0,628,108527616,914878464
5420204032,2585698304,7968624640,10979921920,1227,26,33,0,0,0,1345,2737,8319,7,22,0,8,1,22396,9618,0.640,0.890,1.100,0,14176,183308,0,70,108527616,914878464
5420224512,2585812992,7968575488,10979987456,1227,26,33,0,0,0,266,766,1097,7,22,0,8,1,6184,8004,0.640,0.890,1.100,0,14208,183308,0,0,108527616,914878464
5376167936,2636128256,7962316800,11030331392,1211,26,33,0,0,0,3410,4152,14286,7,22,0,8,1,6726,8438,0.670,0.890,1.100,0,14112,183150,0,0,108527616,914878464
5396451328,2618744832,7959416832,11016372224,1211,26,33,0,0,0,6158,7757,4578,7,22,0,8,1,6184,7646,0.670,0.890,1.100,0,14080,183120,0,0,108527616,914878464
5388967936,2626174976,7959470080,11015266304,1211,26,33,0,0,0,510,1948,4305,7,22,0,8,1,6184,7646,0.670,0.890,1.100,0,14112,183130,0,96,108527616,914878464
5380878336,2636509184,7957225472,11025416192,1207,26,33,0,0,0,276,918,3698,7,22,0,8,1,6294,7840,0.670,0.890,1.100,0,14080,183074,0,92,108527616,914878464
5376172032,2640740352,7957700608,11028865024,1207,26,33,0,0,0,691,1422,3564,7,22,0,8,1,7082,8939,0.670,0.890,1.100,0,14048,183076,0,0,108527616,914878464
5390675968,2624241664,7959711744,11020099584,1207,26,33,0,0,0,9015,10725,4977,7,22,0,7,1,8155,13933,0.700,0.890,1.100,0,14048,183108,0,0,108527616,914878464
5389389824,2625658880,7959580672,11021549568,1207,26,33,0,0,0,1907,3299,2861,7,22,0,7,1,8979,10387,0.700,0.890,1.100,0,14080,183101,0,40,108527616,914878464
5372129280,2642681856,7959818240,11038580736,1206,26,33,0,0,0,363,1949,5816,7,22,0,7,1,7723,12117,0.700,0.890,1.100,0,14112,183100,0,40,108527616,914878464
5379645440,2634874880,7960109056,11145224192,1206,26,33,0,0,0,4813,6583,5606,7,22,0,8,1,20157,12394,0.700,0.890,1.100,0,14112,183102,0,0,108527616,914878464
5381672960,2635522048,7957434368,11143294976,1205,26,33,0,0,0,824,1372,1771,7,22,0,8,1,9628,9167,0.700,0.890,1.100,0,14112,183083,0,0,108527616,914878464
5382713344,2634403840,7957512192,11142217728,1205,26,33,0,0,0,1989,2595,2223,7,22,0,8,1,6913,8813,0.720,0.890,1.100,0,14080,183082,0,120,108527616,914878464
5374676992,2641457152,7958495232,11149271040,1205,26,33,0,0,0,1506,2335,3187,7,22,0,8,1,6294,7958,0.720,0.890,1.100,0,14080,183082,0,0,108527616,914878464
5353885696,2659282944,7961460736,11164614656,1205,26,33,0,0,0,1927,4054,9966,7,22,0,8,1,6299,7646,0.720,0.890,1.100,0,14048,183111,0,190,108527616,914878464
5353762816,2660970496,7959908352,11166425088,1203,26,33,0,0,0,228,704,1944,7,22,0,8,1,6069,7646,0.720,0.890,1.100,0,14016,183105,0,0,108527616,914878464
5351727104,2663002112,7959912448,11168460800,1203,26,33,0,0,0,354,760,1514,7,22,0,8,1,6368,8099,0.720,0.890,1.100,0,14048,183103,0,0,108527616,914878464
5350879232,2666201088,7957561344,11170889728,1203,26,33,0,0,0,1608,2234,3497,7,22,0,6,1,6710,8451,0.660,0.880,1.090,0,14048,183075,0,18,108527616,914878464
5363527680,2652971008,7958142976,11153616896,1203,26,33,0,0,0,7605,9496,4861,7,22,0,6,1,6294,7840,0.660,0.880,1.090,0,14112,183077,0,0,108527616,914878464
5364879360,2651729920,7958032384,11152789504,1203,26,33,0,0,0,743,1358,1251,7,22,0,6,1,6593,8128,0.660,0.880,1.090,0,14080,183086,0,26,108527616,914878464
5367885824,2648821760,7957934080,11149627392,1203,26,33,0,0,0,303,1807,2013,7,22,0,7,1,37623,13794,0.660,0.880,1.090,0,14080,183087,0,82,108527616,914878464
5364244480,2650054656,7960342528,11154817024,1203,26,33,0,0,0,2389,3721,2091,7,22,0,7,1,24234,13043,0.660,0.880,1.090,0,14080,183115,0,0,108527616,914878464
5363757056,2650017792,7960866816,11153760256,1202,25,33,0,0,0,1943,2643,2778,7,20,0,7,2,8346,9620,0.610,0.860,1.080,0,14112,183114,0,0,108527616,914878464
5363535872,2650501120,7960604672,11154022400,1205,25,33,0,0,0,1479,2066,2138,7,20,1,7,2,7218,8332,0.610,0.860,1.080,0,14112,183116,0,0,108527616,914878464
5234221056,2787524608,7952896000,11157143552,1202,25,33,0,0,0,503,1228,34473,7,20,0,7,2,7343,8715,0.610,0.860,1.080,0,14112,181974,0,42,108527616,914878464
5250314240,2771750912,7952576512,11138969600,1202,25,33,0,0,0,5815,8137,3787,7,20,0,7,2,6714,7901,0.610,0.860,1.080,0,14080,181974,0,294,108527616,914878464
5251411968,2770284544,7952945152,11140145152,1202,25,33,0,0,0,1177,1827,1352,7,20,0,7,2,6294,7977,0.610,0.860,1.080,0,14080,181985,0,0,108527616,914878464
5251088384,2770255872,7953297408,11140042752,1202,25,33,0,0,0,1516,2074,2286,7,20,0,6,2,6314,7646,0.560,0.850,1.080,0,14048,181985,0,0,108527616,914878464
5254352896,2765021184,7955267584,11142766592,1202,25,33,0,0,0,2628,3913,3370,7,20,0,6,2,6184,8122,0.560,0.850,1.080,0,14048,182013,0,0,108527616,914878464
5255225344,2764189696,7955226624,11141971968,1202,25,33,0,0,0,699,1290,834,7,20,0,6,2,6573,8322,0.560,0.850,1.080,0,14048,182012,0,46,108527616,914878464
5256781824,2762080256,7955779584,11139895296,1202,25,33,0,0,0,222,2515,2361,7,20,0,6,2,6296,7936,0.560,0.850,1.080,0,14080,182013,0,1822,108527616,914878464
5255376896,2766135296,7953129472,11141820416,1202,25,33,0,0,1,632,827,1877,7,20,0,6,2,6270,7752,0.560,0.850,1.080,0,14048,181984,14,0,108527616,914878464
5255921664,2765000704,7953719296,11140476928,1202,25,33,0,0,0,2190,2913,2389,7,20,0,7,2,24418,14447,0.680,0.870,1.080,0,14016,181985,0,0,108527616,914878464
5257695232,2762936320,7954010112,11138437120,1202,25,33,0,0,0,7677,9376,6533,7,20,0,7,2,6708,8122,0.680,0.870,1.080,0,14048,181985,0,0,108527616,914878464
5292572672,2723606528,7958462464,11133014016,1202,25,33,0,0,0,35705,57766,49223,7,20,0,7,2,6294,7982,0.680,0.870,1.080,0,14048,183056,0,26,108527616,914878464
5291466752,2722504704,7960670208,11138293760,1202,25,33,0,0,0,734,3603,3262,7,20,0,7,2,6184,7646,0.680,0.870,1.080,0,14080,183083,0,540,108527616,914878464
5292179456,2721787904,7960674304,11137601536,1202,25,33,0,0,0,340,694,843,7,20,0,7,2,6388,8042,0.680,0.870,1.080,0,14112,183083,0,0,108527616,914878464
5292392448,2721656832,7960592384,11137470464,1202,25,33,0,0,0,1930,2571,2383,7,20,0,7,2,6857,8403,0.940,0.920,1.100,0,14080,183083,0,50,108527616,914878464
5287763968,2728300544,7958577152,11130114048,1202,25,33,0,0,0,1538,2248,5581,7,20,0,7,2,6184,8141,0.940,0.920,1.100,0,14080,183056,0,0,108527616,914878464
5286498304,2729304064,7958839296,11128725504,1202,25,33,0,0,0,288,809,1619,7,20,0,7,2,6533,8128,0.940,0.920,1.100,0,14080,183054,0,0,108527616,914878464
5274411008,2743037952,7957192704,11124281344,1203,25,33,0,0,0,6516,8262,7276,7,20,0,6,2,10364,9827,0.940,0.920,1.100,0,14112,183048,0,84,108527616,914878464
5276180480,2739986432,7958474752,11120533504,1203,25,33,0,0,0,859,1743,1702,7,20,0,6,2,6184,7509,0.940,0.920,1.100,0,14048,183064,0,0,108527616,914878464
5269094400,2744029184,7961518080,11173642240,1204,26,33,0,0,0,2704,4351,4460,7,19,1,6,3,7024,9470,0.950,0.920,1.100,0,14112,183095,0,22,108527616,914878464
5266751488,2746265600,7961624576,11173273600,1203,25,33,0,0,0,1738,2175,2993,7,20,0,7,2,23274,13204,0.950,0.920,1.100,0,14048,183094,0,0,108527616,914878464
5267787776,2745769984,7961100288,11172765696,1203,25,33,0,0,0,363,700,809,7,20,0,7,2,6314,7788,0.950,0.920,1.100,0,14048,183093,0,0,108527616,914878464
5271764992,2744172544,7958720512,11168784384,1202,24,33,0,0,0,252,1842,2808,7,20,0,8,1,23441,14372,0.950,0.920,1.100,0,14016,183065,0,172,108527616,914878464
5270470656,2744938496,7959248896,11169558528,1202,24,33,0,0,0,221,998,859,7,20,0,8,1,6224,7646,0.950,0.920,1.100,0,14016,183065,0,46,108527616,914878464
5270626304,2744844288,7959187456,11169476608,1202,24,33,0,0,0,1993,2548,2476,7,20,0,8,1,6184,7646,0.950,0.920,1.100,0,14016,183064,0,0,108527616,914878464
5239939072,2775965696,7958753280,11149869056,1202,24,33,0,0,0,8653,10361,17693,7,20,0,8,1,6294,7958,0.950,0.920,1.100,0,14080,183066,0,270,108527616,914878464
5242454016,2770866176,7961337856,11149086720,1202,24,33,0,0,0,2158,3488,2627,7,20,0,8,1,6781,8128,0.950,0.920,1.100,0,14048,183104,0,0,108527616,914878464
5243252736,2769485824,7961919488,11155824640,1202,24,33,0,0,0,322,1354,1195,7,20,0,7,1,6530,7840,0.950,0.920,1.100,0,14048,183105,0,42,108527616,914878464
5243424768,2769039360,7962193920,11155386368,1202,24,33,0,0,0,239,987,1077,7,20,0,7,1,6184,7925,0.950,0.920,1.100,0,14080,183105,0,0,108527616,914878464
5241335808,2773004288,7960317952,11157225472,1202,24,33,0,0,0,2280,2662,3137,7,20,0,7,1,6783,8176,0.870,0.910,1.090,0,14048,183074,0,0,108527616,914878464
5234032640,2781630464,7958994944,11171844096,1202,24,33,0,0,0,1552,2327,4662,7,20,0,8,1,22071,12974,0.870,0.910,1.090,0,14080,183074,0,16,108527616,914878464
5236854784,2778198016,7959605248,11168436224,1202,24,33,0,0,0,1585,2652,1896,7,20,0,8,1,19095,15066,0.870,0.910,1.090,0,14048,183077,0,0,108527616,914878464
5254844416,2762100736,7957712896,11151015936,1202,24,33,0,0,0,6659,8609,3556,7,20,0,8,1,6944,8088,0.870,0.910,1.090,0,14048,183072,0,56,108527616,914878464
