"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/unix_swap_io_raw_page_disk_vm-adv_int.csv --unix --swap --io --raw --page --disk --vm-adv --int 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"unix sockets",,,,"swap",,"io/total",,"raw","paging",,"dsk/total",,"advanced virtual memory",,,,,"interrupts",,
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
56,868,54,814,1835008,1021571072,0,20,0,0,0,0,212992,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
56,868,54,814,1835008,1021571072,0,20,0,0,0,0,368640,0,0,0,0,0,0,43,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,32,0,0,0,0,245760,0,0,0,0,0,0,14,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
56,868,54,814,1835008,1021571072,0,1646,0,0,0,0,19873792,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,66,0,0,0,0,1687552,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,28,0,0,0,0,172032,0,0,0,0,0,0,17,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
56,868,54,814,1835008,1021571072,0,28,0,0,0,0,1540096,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,8,0,0,0,0,57344,0,0,0,0,0,0,23,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,608,0,0,0,0,5013504,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
56,868,54,814,1835008,1021571072,0,20,0,0,0,0,507904,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,34,0,0,0,0,2179072,0,0,0,0,0,0,33,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,2042,0,0,0,0,15835136,0,0,0,0,0,0,18,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,20,0,0,0,0,1368064,0,0,0,0,0,0,40,0
56,868,54,814,1835008,1021571072,0,12,0,0,0,0,327680,0,0,0,0,0,0,14,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
56,870,54,816,1835008,1021571072,0,22,0,0,0,0,229376,0,0,0,0,0,0,46,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,870,54,816,1835008,1021571072,0,16,0,0,0,0,344064,0,0,0,0,0,0,50,0
56,870,54,816,1835008,1021571072,0,532,0,0,0,0,3694592,0,0,0,0,0,0,32,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,870,54,816,1835008,1021571072,0,32,0,0,0,0,368640,0,0,0,0,0,0,20,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,870,54,816,1835008,1021571072,0,88,0,0,0,0,1605632,0,0,0,0,0,0,14,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,8,0,0,0,0,483328,0,0,0,0,0,0,14,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,578,0,0,0,0,4268032,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
56,868,54,814,1835008,1021571072,0,10,0,0,0,0,442368,0,0,0,0,0,0,19,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0
56,868,54,814,1835008,1021571072,0,32,0,0,0,0,188416,0,0,0,0,0,0,26,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,202,0,0,0,0,2990080,0,0,0,0,0,0,43,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,2100,0,0,0,0,16711680,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,108,0,0,0,0,1753088,0,0,0,0,0,0,20,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
56,868,54,814,1835008,1021571072,0,20,0,0,0,0,163840,0,0,0,0,0,0,44,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,34,0,0,0,0,221184,0,0,0,0,0,0,20,0
56,874,54,820,1835008,1021571072,20,50,0,0,0,81920,466944,0,0,0,0,0,0,59,0
56,874,54,820,1835008,1021571072,42,8,0,0,0,528384,212992,0,0,0,0,0,0,18,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,874,54,820,1835008,1021571072,0,44,0,0,0,0,663552,0,0,0,0,0,0,44,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
56,874,54,820,1835008,1021571072,0,2,0,0,0,0,16384,0,0,0,0,0,0,15,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,874,54,820,1835008,1021571072,0,730,0,0,0,0,5693440,0,0,0,0,0,0,13,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,874,54,820,1835008,1021571072,0,42,0,0,0,0,1966080,0,0,0,0,0,0,39,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,874,54,820,1835008,1021571072,0,18,0,0,0,0,90112,0,0,0,0,0,0,18,0
56,874,54,820,1835008,1021571072,0,414,0,0,0,0,3325952,0,0,0,0,0,0,21,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
56,874,54,820,1835008,1021571072,0,28,0,0,0,0,442368,0,0,0,0,0,0,29,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
56,874,54,820,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
56,868,54,814,1835008,1021571072,0,2620,0,0,0,0,20619264,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
56,868,54,814,1835008,1021571072,0,16,0,0,0,0,270336,0,0,0,0,0,0,18,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
56,868,54,814,1835008,1021571072,0,20,0,0,0,0,237568,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
56,868,54,814,1835008,1021571072,0,30,0,0,0,0,163840,0,0,0,0,0,0,14,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,30,0,0,0,0,663552,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,40,0,0,0,0,1564672,0,0,0,0,0,0,16,0
56,868,54,814,1835008,1021571072,0,712,0,0,0,0,6012928,0,0,0,0,0,0,23,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
56,868,54,814,1835008,1021571072,0,18,0,0,0,0,753664,0,0,0,0,0,0,19,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,876,54,822,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,878,54,824,1835008,1021571072,6,26,0,0,0,24576,1597440,0,0,0,0,0,0,58,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,880,54,826,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
56,878,54,824,1835008,1021571072,0,24,0,0,0,0,368640,0,0,0,0,0,0,35,0
56,878,54,824,1835008,1021571072,0,40,0,0,0,0,204800,0,0,0,0,0,0,29,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,878,54,824,1835008,1021571072,0,1952,0,0,0,0,16637952,0,0,0,0,0,0,14,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
56,878,54,824,1835008,1021571072,0,42,0,0,0,0,2736128,0,0,0,0,0,0,31,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
56,880,54,826,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
56,878,54,824,1835008,1021571072,0,20,0,0,0,0,212992,0,0,0,0,0,0,23,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
56,878,54,824,1835008,1021571072,0,16,0,0,0,0,122880,0,0,0,0,0,0,14,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
56,878,54,824,1835008,1021571072,0,610,0,0,0,0,4808704,0,0,0,0,0,0,37,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
56,878,54,824,1835008,1021571072,0,40,0,0,0,0,450560,0,0,0,0,0,0,34,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
56,878,54,824,1835008,1021571072,0,22,0,0,0,0,311296,0,0,0,0,0,0,18,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
56,878,54,824,1835008,1021571072,0,44,0,0,0,0,1474560,0,0,0,0,0,0,30,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
56,868,54,814,1835008,1021571072,0,24,0,0,0,0,1482752,0,0,0,0,0,0,17,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
56,876,54,822,1835008,1021571072,0,526,0,0,0,0,4636672,0,0,0,0,0,0,15,0
56,878,54,824,1835008,1021571072,4,52,0,0,0,16384,1900544,0,0,0,0,0,0,16,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,878,54,824,1835008,1021571072,0,30,0,0,0,0,237568,0,0,0,0,0,0,15,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
56,878,54,824,1835008,1021571072,0,124,0,0,0,0,2211840,0,0,0,0,0,0,34,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
56,878,54,824,1835008,1021571072,0,1920,0,0,0,0,18604032,0,0,0,0,0,0,61,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
56,878,54,824,1835008,1021571072,0,28,0,0,0,0,1417216,0,0,0,0,0,0,15,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
56,878,54,824,1835008,1021571072,0,38,0,0,0,0,385024,0,0,0,0,0,0,30,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
56,878,54,824,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
56,878,54,824,1835008,1021571072,0,20,0,0,0,0,253952,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,18,0,0,0,0,1474560,0,0,0,0,0,0,21,0
56,868,54,814,1835008,1021571072,0,12,0,0,0,0,147456,0,0,0,0,0,0,57,0
56,884,54,830,1835008,1021571072,0,62,0,0,0,0,393216,0,0,0,0,0,0,38,0
56,884,54,830,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,884,54,830,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
56,884,54,830,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0
56,884,54,830,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
56,884,54,830,1835008,1021571072,0,46,0,0,0,0,1843200,0,0,0,0,0,0,51,0
56,884,54,830,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
56,884,54,830,1835008,1021571072,0,770,0,0,0,0,7340032,0,0,0,0,0,0,35,0
56,884,54,830,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,884,54,830,1835008,1021571072,0,64,0,0,0,0,794624,0,0,0,0,0,0,16,0
56,884,54,830,1835008,1021571072,0,20,0,0,0,0,663552,0,0,0,0,0,0,19,0
56,884,54,830,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
56,884,54,830,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
56,884,54,830,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
56,884,54,830,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
56,868,54,814,1835008,1021571072,0,40,0,0,0,0,532480,0,0,0,0,0,0,18,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,46,0,0,0,0,2318336,0,0,0,0,0,0,19,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,10,0,0,0,0,1138688,0,0,0,0,0,0,58,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
56,868,54,814,1835008,1021571072,0,28,0,0,0,0,1826816,0,0,0,0,0,0,17,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,2,2622,0,0,0,8192,18292736,0,0,0,0,0,0,14,0
56,868,54,814,1835008,1021571072,0,32,0,0,0,0,1818624,0,0,0,0,0,0,42,0
56,868,54,814,1835008,1021571072,0,66,0,0,0,0,303104,0,0,0,0,0,0,17,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
56,868,54,814,1835008,1021571072,0,30,0,0,0,0,385024,0,0,0,0,0,0,14,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,868,54,814,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
56,870,54,816,1835008,1021571072,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
56,870,54,816,1835008,1021571072,0,28,0,0,0,0,147456,0,0,0,0,0,0,18,0
