"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --bytes --time --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones --output dstat/data/csv/dool/all.csv 1 600",,,,"Date:","22 Mar 2023 21:22:03 -03"
"system","total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
"time","usr","sys","idl","wai","stl","read","writ","in","out","138","139","140","1m","5m","15m","used","free","cach","avai","recv","send","run","blk","new","read","writ","used","free","int","csw","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","raw","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","steal","scanK","scanD","pgoru","astll","d32F","d32H","normF","normH"
Mar-22 21:24:32,7.314,1.387,91.299,0,0,0,0,0,0,0,41,0,5.930,9.870,5.920,3377680384,1966088192,10542751744,12598235136,167,0,0,0,0,0,0,1835008,1021571072,1480,2355,0,13120,348213,0,0,6,56,12,10,58,0,1071,18,19,0,0,7,10,0,6,2,17,6,56,868,54,814,0,103,267,276,0,0,0,0,0,305209,3141,171465,22176,
Mar-22 21:24:33,7.769,2.256,89.724,0.251,0,0,3522560,0,0,0,19,0,5.930,9.870,5.920,3378368512,1965383680,10542768128,12597608448,163,432,0,0,9,0,434,1835008,1021571072,1869,4354,0,13120,348212,0,0,6,56,12,10,58,0,1071,18,19,0,0,7,10,0,6,2,17,6,56,868,54,814,0,1684,2181,2150,0,0,0,0,0,305209,3141,171167,22176,
Mar-22 21:24:34,7.875,1.125,90.875,0.125,0,0,0,0,0,0,36,0,5.460,9.700,5.880,3379286016,1964367872,10542866432,12596801536,16156,5373,0,0,0,0,0,1835008,1021571072,1566,3188,0,13120,348223,0,0,6,56,12,10,58,0,1071,18,19,0,0,7,10,0,7,2,17,6,56,868,54,814,0,260,504,297,0,0,0,0,0,305209,3141,171045,22176,
Mar-22 21:24:35,7.314,1.639,90.921,0.126,0,0,647168,0,0,0,31,0,5.460,9.700,5.880,3380805632,1962848256,10542866432,12595294208,16417,3660,0,0,8,0,54,1835008,1021571072,1735,4082,0,13120,348227,0,0,6,56,12,10,58,0,1075,20,19,0,0,7,11,1,7,2,17,6,56,870,54,816,0,1762,1946,1944,0,0,0,0,0,305209,3141,170674,22176,
Mar-22 21:24:36,8.553,1.635,89.811,0,0,0,0,0,0,0,56,0,5.460,9.700,5.880,3381014528,1962602496,10542903296,12594520064,29842,10938,0,0,0,0,0,1835008,1021571072,1785,3408,0,13120,348234,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,6,1,17,6,56,868,54,814,0,111,335,517,0,0,0,0,0,305209,3141,170614,22176,
Mar-22 21:24:37,7.421,1.132,91.321,0.126,0,0,0,0,0,0,18,0,5.460,9.700,5.880,3380727808,1962889216,10542903296,12594671616,632,0,0,0,0,0,0,1835008,1021571072,1503,2419,0,13120,348234,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,6,1,17,6,56,868,54,814,0,80,375,368,0,0,0,0,0,305209,3141,170684,22176,
Mar-22 21:24:38,6.810,1.639,91.425,0.126,0,0,0,0,0,0,54,0,5.460,9.700,5.880,3380932608,1962643456,10542944256,12594454528,167,0,0,0,8,0,0,1835008,1021571072,1682,3596,0,13120,348243,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,6,1,17,6,56,868,54,814,0,1738,1913,1677,0,0,0,0,0,305209,3141,170624,22176,
Mar-22 21:24:39,7.925,1.258,90.818,0,0,0,0,0,0,0,17,0,5.020,9.540,5.850,3381190656,1962385408,10542944256,12594196480,107,358,0,0,0,0,0,1835008,1021571072,1477,2308,0,13120,348243,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,6,1,17,6,56,868,54,814,0,455,256,532,0,0,0,0,0,305209,3141,170561,22176,
Mar-22 21:24:40,7.557,2.015,90.176,0.252,0,0,0,0,0,0,15,0,5.020,9.540,5.850,3382231040,1961410560,10542878720,12593221632,167,0,0,0,8,0,0,1835008,1021571072,1657,3554,0,13120,348242,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,6,1,17,6,56,868,54,814,0,1348,1529,1544,0,0,0,0,0,305209,3141,170323,22176,
Mar-22 21:24:41,8.449,2.396,88.651,0.504,0,0,253952,0,0,0,35,0,5.020,9.540,5.850,3566321664,1777209344,10542989312,12410200064,16306,5259,1,0,0,0,38,1835008,1021571072,2707,36487,0,14688,349309,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,47864,68351,21059,0,0,0,0,0,304138,3141,124860,22176,
Mar-22 21:24:42,8.115,1.498,90.387,0,0,0,0,0,0,0,21,0,5.020,9.540,5.850,3585986560,1751453696,10549059584,12390563840,1613,844,0,0,0,0,0,1835008,1021571072,1519,2396,0,13120,349314,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,3260,4894,250,0,0,0,0,0,299476,3141,124797,22176,
Mar-22 21:24:43,6.792,2.264,90.818,0.126,0,0,0,0,0,0,18,0,5.020,9.540,5.850,3585699840,1751740416,10549059584,12390952960,274,187,0,0,8,0,0,1835008,1021571072,1762,3655,0,13120,349313,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,1771,1680,1695,0,0,0,0,0,299476,3141,124857,22176,
Mar-22 21:24:44,8.186,2.267,89.421,0.126,0,24576,13336576,0,0,0,53,0,4.620,9.380,5.820,3588665344,1748742144,10549092352,12399280128,167,358,0,0,0,6,2076,1835008,1021571072,3123,7700,0,13120,349323,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,198,2038,3292,0,0,0,0,0,299476,3141,124135,22176,
Mar-22 21:24:45,7.975,1.646,90.380,0,0,0,0,0,0,0,15,0,4.620,9.380,5.820,3588608000,1748742144,10549149696,12399714304,107,0,0,0,9,0,0,1835008,1021571072,1740,3651,0,13184,349333,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,1823,1764,1711,0,0,0,0,0,299476,3141,124135,22176,
Mar-22 21:24:46,7.305,0.756,91.814,0.126,0,0,0,0,0,0,19,0,4.620,9.380,5.820,3588923392,1748295680,10549280768,12399435776,213,0,0,0,0,0,0,1835008,1021571072,1457,2283,0,13184,349333,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,80,233,233,0,0,0,0,0,299476,3141,124026,22176,
Mar-22 21:24:47,7.035,1.256,91.583,0.126,0,0,2367488,0,0,0,16,0,4.620,9.380,5.820,3589664768,1747546112,10549288960,12398575616,153,0,0,0,0,0,34,1835008,1021571072,1538,2455,0,13184,349333,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,6,1,17,6,56,868,54,814,0,490,580,687,0,0,0,0,0,299476,3141,123787,22176,
Mar-22 21:24:48,7.188,1.387,91.425,0,0,0,0,0,0,0,21,0,4.620,9.380,5.820,3589607424,1747603456,10549288960,12398632960,563,446,0,0,8,0,0,1835008,1021571072,1635,3539,0,13184,349333,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,6,1,17,6,56,868,54,814,0,1369,1532,1534,0,0,0,0,0,299476,3141,123794,22176,
Mar-22 21:24:49,8.156,1.255,90.464,0.125,0,0,0,0,0,0,20,0,4.330,9.240,5.790,3589279744,1747775488,10549444608,12398882816,239,464,0,0,0,0,0,1835008,1021571072,1625,2387,0,13184,349344,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,6,1,17,6,56,868,54,814,0,302,654,399,0,0,0,0,0,299476,3141,123899,22176,
Mar-22 21:24:50,7.935,1.511,90.554,0,0,0,0,0,0,0,51,0,4.330,9.240,5.790,3589693440,1747869696,10548936704,12398469120,283,0,0,0,8,0,0,1835008,1021571072,1757,3795,0,13152,349284,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,6,1,17,6,56,868,54,814,0,1351,1561,1672,0,0,0,0,0,299476,3141,123922,22176,
Mar-22 21:24:51,7.615,1.373,90.637,0.375,0,0,0,0,0,0,33,0,4.330,9.240,5.790,3589513216,1748492288,10548490240,12398645248,2257,968,0,0,0,0,0,1835008,1021571072,1517,2401,0,13152,349234,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,6,1,17,6,56,868,54,814,0,457,268,407,0,0,0,0,0,299476,3141,124074,22176,
Mar-22 21:24:52,7.828,1.641,90.278,0.253,0,0,491520,0,0,0,38,0,4.330,9.240,5.790,3589718016,1748246528,10548531200,12397953024,16549,5395,0,0,0,0,12,1835008,1021571072,1841,3391,0,13152,349245,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,293,605,516,0,0,0,0,0,299476,3141,124014,22176,
Mar-22 21:24:53,7.026,1.882,90.966,0.125,0,0,0,0,0,0,26,0,4.330,9.240,5.790,3589672960,1748291584,10548531200,12398268416,1471,591,1,0,7,0,0,1835008,1021571072,1668,3631,0,13184,349251,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,1394,1552,1626,0,0,0,0,0,299476,3141,124025,22176,
Mar-22 21:24:54,7.519,1.880,90.602,0,0,0,0,0,0,0,25,0,4.060,9.110,5.770,3589386240,1748578304,10548531200,12398321664,886,464,0,0,1,0,0,1835008,1021571072,1643,2494,0,13184,349510,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,97,3083,3121,0,0,0,0,0,299476,3141,124095,22176,
Mar-22 21:24:55,8.125,1.500,90.250,0.125,0,0,0,0,0,0,15,0,4.060,9.110,5.770,3590205440,1747759104,10548531200,12397502464,107,0,0,0,8,0,0,1835008,1021571072,1640,3529,0,13184,349524,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,1744,2044,2063,0,0,0,0,0,299476,3141,123895,22176,
Mar-22 21:24:56,8.166,1.256,90.327,0.251,0,0,0,0,0,0,45,0,4.060,9.110,5.770,3590365184,1747599360,10548531200,12398444544,417,1016,1,0,0,0,0,1835008,1021571072,1545,2479,0,13184,349534,0,0,6,56,12,10,58,0,1073,20,19,0,0,7,11,1,7,2,17,6,56,868,54,814,0,308,523,542,0,0,0,0,0,299476,3141,123856,22176,
Mar-22 21:24:57,8.897,1.378,89.223,0.501,0,0,221184,0,0,0,39,0,4.060,9.110,5.770,3589726208,1748156416,10548613120,12399218688,17211,5809,0,0,1,0,14,1835008,1021571072,1721,3376,0,13184,349535,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,8,1,17,6,56,868,54,814,0,385,430,438,0,0,0,0,0,299476,3141,123992,22176,
Mar-22 21:24:58,7.557,1.259,91.058,0.126,0,0,0,0,0,0,19,0,4.060,9.110,5.770,3590471680,1747468288,10548555776,12398538752,692,0,0,0,0,0,0,1835008,1021571072,1592,2520,0,13184,349534,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,8,1,17,6,56,868,54,814,0,731,887,664,0,0,0,0,0,299476,3141,123824,22176,
Mar-22 21:24:59,7.865,1.873,90.262,0,0,0,0,0,0,0,18,0,3.740,8.950,5.740,3590275072,1747611648,10548609024,12398682112,107,0,0,0,8,0,0,1835008,1021571072,1633,3714,0,13184,349537,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,1371,1210,1432,0,0,0,0,0,299476,3141,124054,22176,
Mar-22 21:25:00,7.170,2.013,90.692,0.126,0,0,4407296,0,0,0,19,0,3.740,8.950,5.740,3591061504,1746825216,10548609024,12399697920,167,358,0,0,8,0,552,1835008,1021571072,1929,4522,0,13216,349536,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,1357,2135,2122,0,0,0,0,0,299476,3141,123667,22176,
Mar-22 21:25:01,7.403,1.255,91.217,0.125,0,0,0,0,0,0,16,0,3.740,8.950,5.740,3591348224,1746567168,10548580352,12399456256,107,0,0,0,0,0,0,1835008,1021571072,1515,2364,0,13216,349536,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,83,258,256,0,0,0,0,0,299476,3141,123604,22176,
Mar-22 21:25:02,7.848,2.152,90,0,0,0,376832,0,0,0,48,0,3.740,8.950,5.740,3591811072,1746112512,10548572160,12399001600,341,0,0,0,11,0,20,1835008,1021571072,1832,5367,0,13216,349539,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,2195,1988,1958,0,0,0,0,0,299476,3141,123493,22176,
Mar-22 21:25:03,8.438,1.637,89.798,0.126,0,0,0,0,0,0,49,0,3.740,8.950,5.740,3591491584,1746489344,10548514816,12399386624,18055,5921,0,0,0,0,0,1835008,1021571072,1832,3488,0,13216,349538,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,8,1,17,6,56,868,54,814,0,467,336,379,0,0,0,0,0,299476,3141,123585,22176,
Mar-22 21:25:04,6.901,2.133,90.841,0.125,0,0,0,0,0,0,18,0,3.600,8.840,5.720,3594293248,1743527936,10548674560,12395966464,167,126,0,0,8,0,0,1835008,1021571072,1756,3674,0,13184,349546,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,8,1,17,6,56,868,54,814,0,2396,2750,1972,0,0,0,0,0,299476,3141,122862,22176,
Mar-22 21:25:05,6.439,1.641,91.919,0,0,0,0,0,0,0,17,0,3.600,8.840,5.720,3592347648,1745473536,10548674560,12396113920,107,358,0,0,8,0,0,1835008,1021571072,1689,3662,0,13184,349546,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,8,1,17,6,56,868,54,814,0,1351,1550,2024,0,0,0,0,0,299476,3141,123337,22176,
Mar-22 21:25:06,6.784,1.131,91.960,0.126,0,0,0,0,0,0,18,0,3.600,8.840,5.720,3594575872,1743216640,10548703232,12393934848,692,0,0,0,0,0,0,1835008,1021571072,1536,2755,0,13184,349575,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,8,1,17,6,56,868,54,814,0,628,985,392,0,0,0,0,0,299476,3141,122786,22176,
Mar-22 21:25:07,7.062,1.135,91.047,0.757,0,0,360448,0,0,0,17,0,3.600,8.840,5.720,3595153408,1742495744,10548846592,12393304064,107,0,0,0,0,0,40,1835008,1021571072,1580,2541,0,13184,349576,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,8,1,17,6,56,868,54,814,0,434,302,301,0,0,0,0,0,299476,3141,122610,22176,
Mar-22 21:25:08,7.702,1.136,91.162,0,0,0,0,0,0,0,49,0,3.600,8.840,5.720,3594858496,1742782464,10548854784,12394127360,563,446,0,0,0,0,0,1835008,1021571072,1564,2481,0,13184,349576,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,8,1,17,6,56,868,54,814,0,78,239,204,0,0,0,0,0,299476,3141,122680,22176,
Mar-22 21:25:09,7.557,2.015,90.302,0.126,0,0,0,0,0,0,15,0,3.470,8.720,5.700,3594465280,1749708800,10542354432,12395073536,107,0,0,0,9,0,0,1835008,1021571072,1794,3706,0,13184,348599,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,1792,2121,3810,0,0,0,0,0,299413,3141,124434,22176,
Mar-22 21:25:10,9.387,2.003,88.611,0,0,0,0,0,0,0,15,0,3.470,8.720,5.700,3594178560,1749995520,10542354432,12395360256,167,0,0,0,8,0,0,1835008,1021571072,1796,3581,0,13184,348591,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,1325,2084,2078,0,0,0,0,0,299413,3141,124442,22176,
Mar-22 21:25:11,7.440,1.261,91.173,0.126,0,0,1490944,0,0,0,16,0,3.470,8.720,5.700,3595988992,1748250624,10542288896,12394147840,177,358,0,0,0,0,48,1835008,1021571072,1563,2546,0,13184,348600,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,721,849,591,0,0,0,0,0,299413,3141,124078,22176,
Mar-22 21:25:12,7.053,1.259,91.562,0.126,0,0,3923968,0,0,0,13,0,3.470,8.720,5.700,3595784192,1748365312,10542379008,12394340352,167,0,0,0,0,0,586,1835008,1021571072,1691,3171,0,13184,348600,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,7,1,17,6,56,868,54,814,0,51,718,710,0,0,0,0,0,299413,3141,124106,22176,
Mar-22 21:25:13,6.875,1.625,91.375,0.125,0,0,0,0,0,0,19,0,3.470,8.720,5.700,3595534336,1748606976,10542387200,12394065920,761,2809,2,0,0,0,0,1835008,1021571072,1625,3364,0,13184,348611,0,0,6,56,12,10,58,0,1073,20,19,0,0,7,11,1,8,2,17,6,56,868,54,814,0,224,517,693,0,0,0,0,0,299413,3141,124165,22176,
Mar-22 21:25:14,9.288,2.290,88.422,0,0,0,0,0,0,0,98,0,3.270,8.600,5.670,3585560576,1758101504,10542866432,12581457920,33881,9695,0,0,8,0,0,1835008,1021571072,2542,4794,0,13184,348625,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,5443,6035,4941,0,0,0,0,0,299413,3141,126483,22176,
Mar-22 21:25:15,7.935,1.763,90.176,0.126,0,0,0,0,0,0,17,0,3.270,8.600,5.670,3579981824,1763680256,10542866432,12764893184,107,0,0,0,8,0,0,1835008,1021571072,1603,3472,0,13184,348625,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,1711,1548,4944,0,0,0,0,0,299560,3141,127698,22176,
Mar-22 21:25:16,7.895,0.877,90.977,0.251,0,0,0,0,0,0,21,0,3.270,8.600,5.670,3580243968,1763389440,10542895104,12764598272,591,358,1,0,0,0,0,1835008,1021571072,1510,2309,0,13184,348625,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,48,205,200,0,0,0,0,0,299602,3141,127585,22176,
Mar-22 21:25:17,6.591,0.887,92.269,0.253,0,0,466944,0,0,0,16,0,3.270,8.600,5.670,3579568128,1763942400,10543017984,12765151232,214,0,0,0,0,0,16,1835008,1021571072,1487,2369,0,13184,348627,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,75,345,293,0,0,0,0,0,299602,3141,127720,22176,
Mar-22 21:25:18,7.044,1.258,91.572,0.126,0,0,0,0,0,0,19,0,3.270,8.600,5.670,3581276160,1762484224,10542768128,12763701248,167,0,0,0,0,0,0,1835008,1021571072,1586,2456,0,13184,348627,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,50,348,343,0,0,0,0,0,299602,3141,127364,22176,
Mar-22 21:25:19,7.206,1.770,91.024,0,0,0,0,0,0,0,14,0,3.170,8.490,5.650,3580706816,1762770944,10543050752,12763803648,0,0,0,0,8,0,0,1835008,1021571072,1770,3500,0,13184,348636,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,1842,1679,1632,0,0,0,0,0,299602,3141,127434,22176,
Mar-22 21:25:20,6.337,1.141,92.395,0.127,0,0,0,0,0,0,34,0,3.170,8.490,5.650,3580583936,1762852864,10543091712,12773380096,167,0,1,0,4,0,0,1835008,1021571072,1514,3117,0,13184,348648,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,1345,1577,1919,0,0,0,0,0,299602,3141,127454,22176,
Mar-22 21:25:21,6.818,1.515,91.414,0.253,0,0,0,0,0,0,17,0,3.170,8.490,5.650,3581550592,1761845248,10543132672,12772413440,0,358,0,0,4,0,0,1835008,1021571072,1625,2878,0,13184,348656,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,8,1,17,6,56,868,54,814,0,47,222,208,0,0,0,0,0,299602,3141,127208,22176,
Mar-22 21:25:22,7.268,1.629,90.852,0.251,0,0,0,0,0,0,16,0,3.170,8.490,5.650,3582173184,1761222656,10543132672,12771790848,525,0,0,0,1,0,0,1835008,1021571072,1649,2680,0,13184,348656,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,8,1,17,6,56,868,54,814,0,528,384,373,0,0,0,0,0,299602,3141,127056,22176,
Mar-22 21:25:23,7.044,1.509,90.943,0.503,0,0,2555904,0,0,0,19,0,3.170,8.490,5.650,3583164416,1760231424,10543132672,12770799616,167,187,0,0,0,0,286,1835008,1021571072,1530,2698,0,13184,348656,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,8,1,17,6,56,868,54,814,0,456,545,546,0,0,0,0,0,299602,3141,126814,22176,
Mar-22 21:25:24,7.431,2.771,89.547,0.252,0,0,376832,0,0,0,22,0,2.910,8.350,5.620,3583574016,1760354304,10542600192,12770250752,1155,2862,0,0,8,0,40,1835008,1021571072,1866,4561,0,13184,348597,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,1376,1762,1997,0,0,0,0,0,299602,3141,126844,22176,
Mar-22 21:25:25,6.801,1.259,91.814,0.126,0,0,0,0,0,0,33,0,2.910,8.350,5.620,3583520768,1760387072,10542620672,12770045952,16106,3078,0,0,0,0,0,1835008,1021571072,1479,2338,0,13184,348597,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,643,664,470,0,0,0,0,0,299602,3141,126852,22176,
Mar-22 21:25:26,7.779,1.882,90.339,0,0,0,0,0,0,0,53,0,2.910,8.350,5.620,3584237568,1759670272,10542620672,12769329152,0,0,2,0,8,0,0,1835008,1021571072,1734,3635,0,13184,348596,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,771,1116,1280,0,0,0,0,0,299602,3141,126677,22176,
Mar-22 21:25:27,9.363,2.871,87.640,0.125,0,0,0,0,0,0,17,0,2.910,8.350,5.620,3584598016,1753153536,10548756480,12575440896,0,187,0,0,0,0,0,1835008,1021571072,2549,36071,0,13184,349676,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,51674,73233,69914,0,0,0,0,0,299707,3141,124981,22176,
Mar-22 21:25:28,7.286,1.508,90.955,0.251,0,0,0,0,0,0,23,0,2.910,8.350,5.620,3585069056,1752678400,10548760576,12574969856,563,446,0,0,0,0,0,1835008,1021571072,1605,2545,0,13184,349676,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,50,216,207,0,0,0,0,0,299707,3141,124865,22176,
Mar-22 21:25:29,6.910,1.759,90.829,0.503,0,0,2277376,0,0,0,14,0,2.680,8.210,5.590,3585605632,1752109056,10548793344,12643237888,0,0,0,0,8,0,46,1835008,1021571072,1711,3561,0,13184,349686,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,1406,1848,1788,0,0,0,0,0,299581,3141,124852,22176,
Mar-22 21:25:30,7.026,1.129,91.719,0.125,0,0,0,0,0,0,15,0,2.680,8.210,5.590,3587338240,1750618112,10548551680,12641800192,0,0,0,0,0,0,0,1835008,1021571072,1439,2326,0,13184,349686,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,51,373,367,0,0,0,0,0,299581,3141,124488,22176,
Mar-22 21:25:31,7.789,2.010,90.201,0,0,0,0,0,0,0,16,0,2.680,8.210,5.590,3586887680,1750810624,10548809728,12641992704,116,0,0,0,8,0,0,1835008,1021571072,1803,3546,0,13184,349686,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,1693,1500,1526,0,0,0,0,0,299581,3141,124535,22176,
Mar-22 21:25:32,7.654,1.506,90.715,0.125,0,0,0,0,0,0,41,0,2.680,8.210,5.590,3587051520,1750646784,10548809728,12641828864,0,0,0,0,0,0,0,1835008,1021571072,1550,2357,0,13184,349686,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,8,1,17,6,56,868,54,814,0,74,249,217,0,0,0,0,0,299581,3141,124495,22176,
Mar-22 21:25:33,7.935,2.393,89.547,0.126,0,24576,15089664,0,0,0,14,0,2.680,8.210,5.590,3590098944,1747599360,10548809728,12638781440,0,0,0,0,0,6,2262,1835008,1021571072,3216,8216,0,13184,349686,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,8,1,17,6,56,868,54,814,0,51,2096,2076,0,0,0,0,0,299581,3141,123751,22176,
Mar-22 21:25:34,7.615,2.372,89.888,0.125,0,0,1392640,0,0,0,19,0,2.470,8.070,5.560,3590344704,1747361792,10548797440,12637786112,142,180,0,0,9,0,24,1835008,1021571072,1756,3725,0,13184,349705,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,8,1,17,6,56,868,54,814,0,2077,2139,2265,0,0,0,0,0,299581,3141,123693,22176,
Mar-22 21:25:35,7.421,2.138,90.440,0,0,0,0,0,0,0,47,0,2.470,8.070,5.560,3589517312,1748082688,10548903936,12638621696,17610,9066,0,0,0,0,0,1835008,1021571072,1815,4294,0,13184,349706,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,10,1,17,6,56,868,54,814,0,492,390,396,0,0,0,0,0,299581,3141,123869,22176,
Mar-22 21:25:36,8.010,1.502,90.363,0.125,0,0,0,0,0,0,33,0,2.470,8.070,5.560,3589734400,1747865600,10548903936,12638412800,31146,3120,0,0,8,0,0,1835008,1021571072,1745,3744,0,13184,349705,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,1330,1524,1518,0,0,0,0,0,299581,3141,123816,22176,
Mar-22 21:25:37,7.750,1.125,91.125,0,0,0,0,0,0,0,18,0,2.470,8.070,5.560,3589971968,1747628032,10548903936,12638175232,0,0,0,0,0,0,0,1835008,1021571072,1587,2566,0,13184,349705,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,50,280,273,0,0,0,0,0,299581,3141,123758,22176,
Mar-22 21:25:38,7.789,1.131,90.955,0.126,0,0,0,0,0,0,42,0,2.470,8.070,5.560,3591553024,1745915904,10549035008,12636463104,0,0,0,0,0,0,0,1835008,1021571072,1534,2473,0,13184,349707,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,54,302,262,0,0,0,0,0,299581,3141,123340,22176,
Mar-22 21:25:39,7.018,2.256,90.476,0.251,0,0,0,0,0,0,17,0,2.270,7.940,5.530,3591282688,1746186240,10549035008,12636737536,78,106,0,0,8,0,0,1835008,1021571072,1636,3538,0,13184,349707,0,0,6,56,12,10,58,0,1072,19,19,0,0,7,12,0,9,1,17,6,56,868,54,814,0,1715,1499,1506,0,0,0,0,0,299826,3141,123161,22176,
