"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/io_net_zones_time_lock_vm-adv_udp_raw_sys_page_proc.csv --io --net --zones --time --lock --vm-adv --udp --raw --sys --page --proc 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"io/total",,"net/total",,"zones memory",,,,"system","file locks",,,,"advanced virtual memory",,,,,"udp",,"raw","system",,"paging",,"procs",,
6,22,6591,8027,159767,3141,477470,22688,Mar-23 13:45:07,83,12,13,82,0,0,0,0,0,25,13,0,2442,5702,0,0,2,0,1
0,0,6563,8225,159767,3141,477130,22688,Mar-23 13:45:08,83,12,13,82,0,0,0,0,0,25,13,0,2555,5875,0,0,3,0,0
0,16,28844,101283,159767,3141,480824,22688,Mar-23 13:45:09,83,12,13,82,0,0,0,0,0,25,13,0,2876,7602,0,0,2,0,1
0,0,6591,8561,159767,3141,488362,22688,Mar-23 13:45:10,83,12,13,82,0,0,0,0,0,25,13,0,2692,7056,0,0,3,0,8
0,0,7169,8039,159767,3141,488570,22688,Mar-23 13:45:11,83,12,13,82,0,0,0,0,0,25,13,0,2740,8203,0,0,1,0,8
0,44,6184,7852,159767,3141,487916,22688,Mar-23 13:45:12,83,12,13,82,0,0,0,0,0,25,13,0,2393,5715,0,0,1,0,0
0,0,6740,8627,159767,3141,490561,22688,Mar-23 13:45:13,83,12,13,82,0,0,0,0,0,25,13,0,2543,5912,0,0,0,0,0
0,74,7385,12609,159767,3141,489991,22688,Mar-23 13:45:14,83,12,13,82,0,0,0,0,0,25,13,0,2711,6190,0,0,1,0,0
0,0,16992,9688,159767,3141,488944,22688,Mar-23 13:45:15,83,12,13,82,0,0,0,0,0,25,13,0,2771,7503,0,0,6,0,8
0,0,6997,8902,159767,3141,488674,22688,Mar-23 13:45:16,83,12,13,82,0,0,0,0,0,25,13,0,2847,7243,0,0,9,0,8
0,42,9170,10688,159767,3141,499466,22688,Mar-23 13:45:17,83,12,13,82,0,0,0,0,0,25,13,0,2728,6781,0,0,4,0,0
0,0,6294,8188,159767,3141,508856,22688,Mar-23 13:45:18,83,12,13,82,0,0,0,0,0,25,13,0,2585,7043,0,0,5,0,0
0,30,6548,9439,159767,3141,508755,22688,Mar-23 13:45:19,83,12,13,82,0,0,0,0,0,25,13,0,2690,6549,0,0,1,0,1
0,0,23041,12096,159767,3141,509118,22688,Mar-23 13:45:20,83,12,13,82,0,0,0,0,0,25,13,0,2679,7142,0,0,1,0,8
0,0,9415,18468,159767,3141,509694,22688,Mar-23 13:45:21,83,12,13,82,0,0,0,0,0,25,13,0,2653,7061,0,0,0,0,8
0,180,19084,14785,159767,3141,509801,22688,Mar-23 13:45:22,83,12,13,82,0,0,0,0,0,25,13,0,2736,6208,0,0,2,0,0
0,0,9133,12379,159767,3141,510225,22688,Mar-23 13:45:23,83,12,13,82,0,0,0,0,0,25,13,0,2609,5951,0,0,1,0,0
0,38,6742,8535,159767,3141,512367,22688,Mar-23 13:45:24,83,12,13,82,0,0,0,0,0,25,13,0,2712,6278,0,0,5,0,0
0,0,6258,7646,159767,3141,512605,22688,Mar-23 13:45:25,83,12,13,82,0,0,0,0,0,25,13,0,2830,8430,0,0,5,0,8
0,0,6893,8713,159767,3141,512718,22688,Mar-23 13:45:26,83,12,13,82,0,0,0,0,0,25,13,0,2709,6983,0,0,1,0,8
0,2126,6314,7646,159767,3141,511953,22688,Mar-23 13:45:27,83,12,13,82,0,0,0,0,0,25,13,0,3974,11411,0,0,7,0,0
0,0,6294,8458,159767,3141,511844,22688,Mar-23 13:45:28,83,12,13,82,0,0,0,0,0,25,13,0,2573,5793,0,0,2,0,0
0,46,6184,7646,159767,3141,512008,22688,Mar-23 13:45:29,83,12,13,82,0,0,0,0,0,25,13,0,2602,5970,0,0,2,0,0
0,0,23905,17478,159767,3141,511777,22688,Mar-23 13:45:30,83,12,13,82,0,0,0,0,0,25,13,0,2709,8717,0,0,1,0,8
0,18,23467,10861,159767,3141,511622,22688,Mar-23 13:45:31,83,12,13,82,0,0,0,0,0,25,13,0,2671,7143,0,0,4,0,8
0,146,6184,7646,159767,3141,492911,22688,Mar-23 13:45:32,83,12,13,82,0,0,0,0,0,25,13,0,3688,36071,0,0,1,0,1
0,0,22450,13785,159767,3141,477830,22688,Mar-23 13:45:33,83,12,13,82,0,0,0,0,0,25,13,0,2646,6792,0,0,5,0,0
0,0,21968,9037,159767,3141,477662,22688,Mar-23 13:45:34,83,12,13,82,0,0,0,0,0,25,13,0,2605,5768,0,0,0,0,0
0,0,6184,7788,159767,3141,477949,22688,Mar-23 13:45:35,83,12,13,82,0,0,0,0,0,25,13,0,2607,6843,0,0,1,0,8
0,42,6726,8320,159767,3141,477483,22688,Mar-23 13:45:36,83,12,13,82,0,0,0,0,0,25,13,0,2687,7233,0,0,4,0,8
0,438,6184,7783,159767,3141,476880,22688,Mar-23 13:45:37,83,12,13,82,0,0,0,0,0,25,13,0,2437,5724,0,0,0,0,0
0,0,7183,8552,159767,3141,476243,22688,Mar-23 13:45:38,83,12,13,82,0,0,0,0,0,25,13,0,2644,5931,0,0,1,0,0
0,42,6424,8100,159767,3141,471603,22688,Mar-23 13:45:39,83,12,13,82,0,0,0,0,0,25,13,0,2811,7779,0,0,1,0,0
0,0,6437,7939,159767,3141,481306,22688,Mar-23 13:45:40,83,12,13,82,0,0,0,0,0,25,13,0,2613,6980,0,0,2,0,8
0,0,22001,12908,159767,3141,485047,22688,Mar-23 13:45:41,83,12,13,82,0,0,0,0,0,25,13,0,2640,7894,0,0,1,0,8
0,76,7828,8928,159767,3141,489093,22688,Mar-23 13:45:42,83,12,13,82,0,0,0,0,0,25,13,0,2616,5911,0,0,1,0,0
0,0,7240,8821,159767,3141,489408,22688,Mar-23 13:45:43,83,12,13,82,0,0,0,0,0,25,13,0,2613,5902,0,0,0,0,0
0,22,6294,7840,159767,3141,489219,22688,Mar-23 13:45:44,83,12,13,82,0,0,0,0,0,25,13,0,2592,6117,0,0,2,0,1
0,34,6488,7646,159767,3141,489382,22688,Mar-23 13:45:45,83,12,13,82,0,0,0,0,0,25,13,0,2596,7122,0,0,3,0,8
0,0,7381,8318,159767,3141,498808,22688,Mar-23 13:45:46,83,12,13,82,0,0,0,0,0,25,13,0,2703,8289,0,0,2,0,8
0,34,6294,7977,159767,3141,509948,22688,Mar-23 13:45:47,83,12,13,82,0,0,0,0,0,25,13,0,2507,6120,0,0,1,0,0
0,0,6502,8264,159767,3141,509604,22688,Mar-23 13:45:48,83,12,13,82,0,0,0,0,0,25,13,0,2536,5877,0,0,3,0,0
0,0,6420,7509,159767,3141,505620,22688,Mar-23 13:45:49,83,12,13,82,0,0,0,0,0,25,13,0,3279,8091,0,0,3,0,20
0,18,6547,8342,159767,3141,505147,22688,Mar-23 13:45:50,83,12,13,82,0,0,0,0,0,25,13,0,2711,7052,0,0,0,0,8
0,12,6968,8503,159767,3141,505028,22688,Mar-23 13:45:51,83,12,13,82,0,0,0,0,0,25,13,0,2717,7148,0,0,0,0,8
0,0,25671,17025,159767,3141,505076,22688,Mar-23 13:45:52,83,12,13,82,0,0,0,0,0,25,13,0,2690,6594,0,0,0,0,0
0,54,6533,9377,159767,3141,504393,22688,Mar-23 13:45:53,83,12,13,82,0,0,0,0,0,25,19,0,2616,7531,0,0,0,0,0
0,0,12227,10671,159767,3141,504943,22688,Mar-23 13:45:54,83,12,13,82,0,0,0,0,0,25,14,0,2670,6202,0,0,0,0,0
0,0,6294,7840,159767,3141,504711,22688,Mar-23 13:45:55,83,12,13,82,0,0,0,0,0,25,14,0,2638,6881,0,0,1,0,8
0,52,13307,14872,159767,3141,494293,22688,Mar-23 13:45:56,84,12,13,83,0,0,0,0,0,25,15,0,4392,19119,0,0,2,0,51
0,400,18481,19656,159767,3141,488333,22688,Mar-23 13:45:57,84,12,13,83,0,0,0,0,0,25,16,0,8875,12480,0,0,3,0,1
0,248,6727,10531,159767,3141,490056,22688,Mar-23 13:45:58,84,12,13,83,0,0,0,0,0,25,16,0,3704,7193,0,0,1,0,0
0,0,14478,17398,159767,3141,490340,22688,Mar-23 13:45:59,84,12,13,83,0,0,0,0,0,25,17,0,2615,6487,0,0,0,0,1
0,158,52840,12039,159767,3141,492784,22688,Mar-23 13:46:00,84,12,13,83,0,0,0,0,0,28,17,0,5235,12379,0,0,1,0,4
0,0,6184,8433,159767,3141,492313,22688,Mar-23 13:46:01,84,12,13,83,0,0,0,0,0,28,17,0,2739,7874,0,0,3,0,12
2,0,7486,11260,159767,3141,495003,22688,Mar-23 13:46:02,84,12,13,83,0,0,0,0,0,28,17,0,3235,9508,0,0,4,0,8
0,368,22619,12761,159767,3141,491979,22688,Mar-23 13:46:03,84,12,13,83,0,0,0,0,0,28,17,0,3013,9494,0,0,3,0,0
0,0,6314,7925,159767,3141,495620,22688,Mar-23 13:46:04,84,12,13,83,0,0,0,0,0,28,17,0,2510,5806,0,0,2,0,0
0,40,6184,8004,159767,3141,495454,22688,Mar-23 13:46:05,84,12,13,83,0,0,0,0,0,25,17,0,2493,5664,0,0,4,0,0
0,14,7134,8694,159767,3141,494738,22688,Mar-23 13:46:06,84,12,13,83,0,0,0,0,0,25,17,0,2726,8086,0,0,0,0,16
0,0,6595,8140,159767,3141,496359,22688,Mar-23 13:46:07,84,12,13,83,0,0,0,0,0,25,17,0,2704,7208,0,0,2,0,0
0,18,6547,8313,159767,3141,496184,22688,Mar-23 13:46:08,84,12,13,83,0,0,0,0,0,25,17,0,2593,5942,0,0,1,0,1
0,0,6310,7894,159767,3141,498046,22688,Mar-23 13:46:09,84,12,13,83,0,0,0,0,0,25,17,0,2812,6121,0,0,4,0,0
0,64,7140,9835,159767,3141,462517,22688,Mar-23 13:46:10,84,12,13,83,0,0,0,0,0,25,17,0,3488,35452,0,0,1,0,1
0,156,9227,8987,159767,3141,461524,22688,Mar-23 13:46:11,84,12,13,83,0,0,0,0,0,25,17,0,2902,8338,0,0,5,0,16
0,16,10114,95176,159767,3141,460789,22688,Mar-23 13:46:12,84,12,13,83,0,0,0,0,0,25,17,0,2582,5853,0,0,0,0,0
0,628,21307,14829,159767,3141,463995,22688,Mar-23 13:46:13,84,12,13,83,0,0,0,0,0,25,17,0,2836,7363,0,0,2,0,0
0,70,11432,9446,159767,3141,468056,22688,Mar-23 13:46:14,84,12,13,83,0,0,0,0,0,25,17,0,2791,7569,0,0,4,0,0
0,0,6184,8122,159767,3141,468147,22688,Mar-23 13:46:15,84,12,13,83,0,0,0,0,0,25,17,0,2621,6950,0,0,4,0,0
0,0,6726,8183,159767,3141,480495,22688,Mar-23 13:46:16,84,12,13,83,0,0,0,0,0,25,17,0,2792,8362,0,0,2,0,16
0,0,6184,7646,159767,3141,476247,22688,Mar-23 13:46:17,84,12,13,83,0,0,0,0,0,25,17,0,2594,6189,0,0,0,0,0
0,96,6184,7646,159767,3141,478132,22688,Mar-23 13:46:18,84,12,13,83,0,0,0,0,0,25,17,0,2673,6029,0,0,2,0,0
0,92,6294,7840,159767,3141,480584,22688,Mar-23 13:46:19,84,12,13,83,0,0,0,0,0,25,17,0,2593,6039,0,0,1,0,0
0,0,7082,8939,159767,3141,481617,22688,Mar-23 13:46:20,84,12,13,83,0,0,0,0,0,25,17,0,2699,6048,0,0,1,0,0
0,0,8155,14070,159767,3141,477589,22688,Mar-23 13:46:21,84,12,13,83,0,0,0,0,0,25,17,0,2941,9795,0,0,0,0,17
0,40,9146,10387,159767,3141,477935,22688,Mar-23 13:46:22,84,12,13,83,0,0,0,0,0,25,17,0,2539,5932,0,0,3,0,0
0,40,7556,11980,159767,3141,482091,22688,Mar-23 13:46:23,84,12,13,83,0,0,0,0,0,25,16,0,2540,5903,0,0,3,0,0
0,0,20157,12668,159767,3141,480251,22688,Mar-23 13:46:24,84,12,13,83,0,0,0,0,0,25,16,0,2749,7000,0,0,0,0,0
0,0,9628,9030,159767,3141,480343,22688,Mar-23 13:46:25,84,12,13,83,0,0,0,0,0,25,15,0,2483,5729,0,0,1,0,0
0,120,6913,8813,159767,3141,480070,22688,Mar-23 13:46:26,84,12,13,83,0,0,0,0,0,25,15,0,2812,8736,0,0,0,0,17
0,0,6294,7958,159767,3141,481792,22688,Mar-23 13:46:27,84,12,13,83,0,0,0,0,0,25,15,0,2636,5724,0,0,3,0,0
0,190,6184,7646,159767,3141,486213,22688,Mar-23 13:46:28,84,12,13,83,0,0,0,0,0,25,14,0,2745,7324,0,0,0,0,0
0,0,6184,7646,159767,3141,486561,22688,Mar-23 13:46:29,84,12,13,83,0,0,0,0,0,25,13,0,2514,5785,0,0,0,0,0
0,0,6535,8099,159767,3141,487052,22688,Mar-23 13:46:30,84,12,13,83,0,0,0,0,0,25,13,0,2625,6063,0,0,0,0,0
0,18,6543,8314,159767,3141,487833,22688,Mar-23 13:46:31,84,12,13,83,0,0,0,0,0,25,13,0,2718,7742,0,0,3,0,12
0,0,6294,7977,159767,3141,484603,22688,Mar-23 13:46:32,83,12,13,82,0,0,0,0,0,25,13,0,2644,6821,0,0,1,0,4
0,26,6593,7991,159767,3141,484367,22688,Mar-23 13:46:33,83,12,13,82,0,0,0,0,0,25,13,0,2530,5958,0,0,3,0,1
0,82,37623,13794,159767,3141,483590,22688,Mar-23 13:46:34,83,12,13,82,0,0,0,0,0,25,13,0,2615,6746,0,0,1,0,0
0,0,24234,13043,159767,3141,483956,22688,Mar-23 13:46:35,83,12,13,82,0,0,0,0,0,25,13,0,2727,8132,0,0,0,0,0
0,0,8346,9620,159767,3141,483773,22688,Mar-23 13:46:36,83,12,13,82,0,0,0,0,0,25,13,0,2724,7050,0,0,1,0,8
0,0,7218,8469,159767,3141,483940,22688,Mar-23 13:46:37,83,12,13,82,0,0,0,0,0,25,13,0,2589,6668,0,0,0,0,8
0,42,7555,8852,159767,3141,517453,22688,Mar-23 13:46:38,83,12,13,82,0,0,0,0,0,25,13,0,2730,5849,0,0,1,0,0
0,294,6502,7901,159767,3141,513602,22688,Mar-23 13:46:39,83,12,13,82,0,0,0,0,0,25,13,0,2759,6292,0,0,4,0,0
0,0,6424,7840,159767,3141,513258,22688,Mar-23 13:46:40,83,12,13,82,0,0,0,0,0,25,13,0,2571,5611,0,0,3,0,0
0,0,6184,7646,159767,3141,513237,22688,Mar-23 13:46:41,83,12,13,82,0,0,0,0,0,25,13,0,2612,7026,0,0,2,0,8
0,0,6184,8122,159767,3141,511899,22688,Mar-23 13:46:42,83,12,13,82,0,0,0,0,0,25,13,0,2795,8232,0,0,1,0,8
0,46,6573,8322,159767,3141,511756,22688,Mar-23 13:46:43,83,12,13,82,0,0,0,0,0,25,13,0,2611,5998,0,0,3,0,0
0,1822,6296,7936,159767,3141,511311,22688,Mar-23 13:46:44,83,12,13,82,0,0,0,0,0,25,13,0,4122,10940,0,0,1,0,0
14,0,6270,7752,159767,3141,512231,22688,Mar-23 13:46:45,83,12,13,82,0,0,0,0,0,25,13,0,2524,5946,0,0,4,0,1
0,0,24418,14310,159767,3141,511954,22688,Mar-23 13:46:46,83,12,13,82,0,0,0,0,0,25,13,0,2659,7899,0,0,0,0,8
0,0,6708,8122,159767,3141,511450,22688,Mar-23 13:46:47,83,12,13,82,0,0,0,0,0,25,13,0,2742,7428,0,0,1,0,8
0,26,6294,7982,159767,3141,501788,22688,Mar-23 13:46:48,83,12,13,82,0,0,0,0,0,25,13,0,4482,35277,0,0,1,0,0
0,540,6184,7646,159767,3141,501579,22688,Mar-23 13:46:49,83,12,13,82,0,0,0,0,0,25,13,0,2931,7672,0,0,5,0,0
0,0,6555,8042,159767,3141,501348,22688,Mar-23 13:46:50,83,12,13,82,0,0,0,0,0,25,13,0,2634,5908,0,0,3,0,0
0,50,6690,8540,159767,3141,501372,22688,Mar-23 13:46:51,83,12,13,82,0,0,0,0,0,25,13,0,2677,7171,0,0,2,0,8
0,0,6184,8004,159767,3141,502994,22688,Mar-23 13:46:52,83,12,13,82,0,0,0,0,0,25,13,0,2568,6858,0,0,3,0,8
0,0,6533,8185,159767,3141,503305,22688,Mar-23 13:46:53,83,12,13,82,0,0,0,0,0,25,13,0,2563,5904,0,0,1,0,0
0,84,10364,9907,159767,3141,506035,22688,Mar-23 13:46:54,83,12,13,82,0,0,0,0,0,25,14,0,2620,6159,0,0,2,0,0
0,0,6184,7646,159767,3141,505847,22688,Mar-23 13:46:55,83,12,13,82,0,0,0,0,0,25,14,0,2507,5738,0,0,0,0,0
0,22,7935,11512,159767,3141,506718,22688,Mar-23 13:46:56,83,12,13,82,0,0,0,0,0,25,14,0,2948,9384,0,0,3,0,8
0,0,22363,11025,159767,3141,507301,22688,Mar-23 13:46:57,83,12,13,82,0,0,0,0,0,25,14,0,2594,7080,0,0,0,0,9
0,0,6314,7788,159767,3141,507259,22688,Mar-23 13:46:58,83,12,13,82,0,0,0,0,0,25,14,0,2514,5728,0,0,3,0,0
0,172,23441,14372,159767,3141,507230,22688,Mar-23 13:46:59,83,12,13,82,0,0,0,0,0,25,14,0,2722,6861,0,0,1,0,0
0,46,6224,7646,159767,3141,507056,22688,Mar-23 13:47:00,83,12,13,82,0,0,0,0,0,25,14,0,2680,6094,0,0,1,0,0
0,0,6294,7821,159767,3141,506943,22688,Mar-23 13:47:01,83,12,13,82,0,0,0,0,0,25,14,0,2653,6976,0,0,1,0,8
0,270,6184,7646,159767,3141,514631,22688,Mar-23 13:47:02,83,12,13,82,0,0,0,0,0,25,14,0,3061,9711,0,0,3,0,18
0,0,6781,8128,159767,3141,513386,22688,Mar-23 13:47:03,83,12,13,82,0,0,0,0,0,25,14,0,2880,7412,0,0,2,0,0
0,42,6530,7977,159767,3141,513304,22688,Mar-23 13:47:04,83,12,13,82,0,0,0,0,0,25,14,0,2549,5772,0,0,4,0,0
0,0,6184,7651,159767,3141,513330,22688,Mar-23 13:47:05,83,12,13,82,0,0,0,0,0,25,14,0,2458,5688,0,0,3,0,0
0,0,6783,8313,159767,3141,513908,22688,Mar-23 13:47:06,83,12,13,82,0,0,0,0,0,25,14,0,2568,6892,0,0,1,0,8
0,16,22071,13111,159767,3141,515954,22688,Mar-23 13:47:07,83,12,13,82,0,0,0,0,0,25,14,0,2856,7996,0,0,2,0,8
0,0,19643,15390,159767,3141,515120,22688,Mar-23 13:47:08,83,12,13,82,0,0,0,0,0,25,14,0,2600,6324,0,0,0,0,1
0,56,6506,8514,159767,3141,511876,22688,Mar-23 13:47:09,83,12,13,82,0,0,0,0,0,25,14,0,2676,6380,0,0,2,0,0
0,214,21989,20252,159767,3141,513697,22688,Mar-23 13:47:10,83,12,13,82,0,0,0,0,0,25,15,0,2964,8206,0,0,1,0,1
0,0,9378,9048,159767,3141,513714,22688,Mar-23 13:47:11,83,12,13,82,0,0,0,0,0,25,15,0,2921,7261,0,0,0,0,8
0,0,6461,8027,159767,3141,513420,22688,Mar-23 13:47:12,83,12,13,82,0,0,0,0,0,25,15,0,2650,6978,0,0,3,0,8
0,0,7389,9162,159767,3141,514924,22688,Mar-23 13:47:13,83,12,13,82,0,0,0,0,0,25,15,0,2638,5967,0,0,1,0,0
0,0,11287,95062,159767,3141,513642,22688,Mar-23 13:47:14,83,12,13,82,0,0,0,0,0,25,15,0,2765,6303,0,0,5,0,0
0,88,6294,7982,159767,3141,513480,22688,Mar-23 13:47:15,83,12,13,82,0,0,0,0,0,25,15,0,2585,5963,0,0,2,0,0
0,0,6616,7989,159767,3141,518392,22688,Mar-23 13:47:16,83,12,13,82,0,0,0,0,0,25,15,0,2749,7316,0,0,3,0,8
0,0,6294,7958,159767,3141,515911,22688,Mar-23 13:47:17,83,12,13,82,0,0,0,0,0,25,15,0,2586,8495,0,0,4,0,8
0,34,23405,13506,159767,3141,515618,22688,Mar-23 13:47:18,83,12,13,82,0,0,0,0,0,25,15,0,2582,6696,0,0,1,0,0
0,58,6184,7646,159767,3141,515271,22688,Mar-23 13:47:19,83,12,13,82,0,0,0,0,0,25,15,0,2501,5782,0,0,1,0,0
0,1022,6424,7977,159767,3141,515557,22688,Mar-23 13:47:20,83,12,13,82,0,0,0,0,0,25,15,0,3384,10224,0,0,1,0,0
0,0,8345,11288,159767,3141,514879,22688,Mar-23 13:47:21,83,12,13,82,0,0,0,0,0,25,15,0,2661,7236,0,0,2,0,8
0,0,6351,8112,159767,3141,514529,22688,Mar-23 13:47:22,83,12,13,82,0,0,0,0,0,25,15,0,2700,6895,0,0,1,0,9
0,150,10728,13257,159767,3141,514168,22688,Mar-23 13:47:23,83,12,13,82,0,0,0,0,0,25,14,0,2635,6492,0,0,1,0,0
0,0,6184,8004,159767,3141,508976,22688,Mar-23 13:47:24,83,12,13,82,0,0,0,0,0,25,14,0,2684,7647,0,0,2,0,0
0,502,6294,7840,159767,3141,509220,22688,Mar-23 13:47:25,83,12,13,82,0,0,0,0,0,25,14,0,2555,6363,0,0,3,0,0
0,0,6783,8313,159767,3141,475350,22688,Mar-23 13:47:26,83,12,13,82,0,0,0,0,0,25,14,0,3721,36634,0,0,3,0,8
0,0,6314,7764,159767,3141,474998,22688,Mar-23 13:47:27,83,12,13,82,0,0,0,0,0,25,14,0,2644,6993,0,0,5,0,8
0,38,7821,11174,159767,3141,474896,22688,Mar-23 13:47:28,83,12,13,82,0,0,0,0,0,25,14,0,2696,6614,0,0,0,0,0
0,0,22302,10394,159767,3141,474927,22688,Mar-23 13:47:29,83,12,13,82,0,0,0,0,0,25,14,0,2554,5774,0,0,1,0,0
0,228,6437,8369,159767,3141,475436,22688,Mar-23 13:47:30,83,12,13,82,0,0,0,0,0,25,14,0,2602,6145,0,0,3,0,0
0,36,6523,7890,159767,3141,478252,22688,Mar-23 13:47:31,83,12,13,82,0,0,0,0,0,25,14,0,2789,8365,0,0,0,0,8
0,0,6184,7764,159767,3141,476012,22688,Mar-23 13:47:32,83,12,13,82,0,0,0,0,0,25,14,0,2644,7494,0,0,5,0,8
0,96,6703,8464,159767,3141,475718,22688,Mar-23 13:47:33,83,12,13,82,0,0,0,0,0,25,14,0,2633,5997,0,0,3,0,0
8,0,6556,9353,159767,3141,477895,22688,Mar-23 13:47:34,83,12,13,82,0,0,0,0,0,25,14,0,2601,6505,0,0,0,0,1
0,128,37325,12463,159767,3141,477566,22688,Mar-23 13:47:35,83,12,13,82,0,0,0,0,0,25,14,0,2705,6151,0,0,5,0,0
0,0,6726,8457,159767,3141,477518,22688,Mar-23 13:47:36,83,12,13,82,0,0,0,0,0,25,14,0,2715,6476,0,0,1,0,4
0,0,6184,7627,159767,3141,477362,22688,Mar-23 13:47:37,83,12,13,82,0,0,0,0,0,25,14,0,2731,7500,0,0,2,0,12
0,166,6184,7925,159767,3141,478216,22688,Mar-23 13:47:38,83,12,13,82,0,0,0,0,0,25,14,0,2912,7526,0,0,2,0,0
0,0,22450,13298,159767,3141,476442,22688,Mar-23 13:47:39,83,12,13,82,0,0,0,0,0,25,14,0,2646,7008,0,0,0,0,0
0,74,7758,9046,159767,3141,476165,22688,Mar-23 13:47:40,83,12,13,82,0,0,0,0,0,25,14,0,2565,5912,0,0,2,0,0
0,0,6294,7840,159767,3141,477009,22688,Mar-23 13:47:41,83,12,13,82,0,0,0,0,0,25,14,0,2564,5862,0,0,1,0,0
0,0,6184,7646,159767,3141,476785,22688,Mar-23 13:47:42,83,12,13,82,0,0,0,0,0,25,14,0,2791,8145,0,0,2,0,16
0,32,6505,8246,159767,3141,476558,22688,Mar-23 13:47:43,83,12,13,82,0,0,0,0,0,25,14,0,2608,6155,0,0,6,0,0
0,0,6294,7982,159767,3141,476449,22688,Mar-23 13:47:44,83,12,13,82,0,0,0,0,0,25,14,0,2644,5876,0,0,1,0,0
0,24,6240,7720,159767,3141,479202,22688,Mar-23 13:47:45,83,12,13,82,0,0,0,0,0,25,14,0,2665,7213,0,0,2,0,0
0,0,6839,8726,159767,3141,478742,22688,Mar-23 13:47:46,83,12,13,82,0,0,0,0,0,25,14,0,2589,5920,0,0,4,0,1
0,0,6598,7840,159767,3141,476158,22688,Mar-23 13:47:47,83,12,13,82,0,0,0,0,0,25,14,0,2881,8505,0,0,2,0,16
0,34,6708,7646,159767,3141,476043,22688,Mar-23 13:47:48,83,12,13,82,0,0,0,0,0,25,14,0,2647,5803,0,0,5,0,0
0,0,6294,7840,159767,3141,476757,22688,Mar-23 13:47:49,83,12,13,82,0,0,0,0,0,25,14,0,2469,5672,0,0,2,0,0
0,82,23532,13883,159767,3141,477014,22688,Mar-23 13:47:50,83,12,13,82,0,0,0,0,0,25,14,0,2796,6877,0,0,1,0,0
0,0,6580,8728,159767,3141,476804,22688,Mar-23 13:47:51,83,12,13,82,0,0,0,0,0,25,14,0,2751,6211,0,0,2,0,0
0,0,6294,7840,159767,3141,476966,22688,Mar-23 13:47:52,83,12,13,82,0,0,0,0,0,25,13,0,2808,9613,0,0,2,0,16
0,24,6851,8265,159767,3141,477195,22688,Mar-23 13:47:53,83,12,13,82,0,0,0,0,0,25,13,0,2503,5887,0,0,2,0,0
0,0,6420,7646,159767,3141,479374,22688,Mar-23 13:47:54,83,12,13,82,0,0,0,0,0,25,13,0,2621,6059,0,0,1,0,0
0,310,6380,7946,159767,3141,479736,22688,Mar-23 13:47:55,83,12,13,82,0,0,0,0,0,25,13,0,2574,5884,0,0,1,0,0
0,0,6783,8671,159767,3141,479409,22688,Mar-23 13:47:56,83,12,13,82,0,0,0,0,0,25,13,0,2514,5795,0,0,2,0,0
0,30,10855,11869,159767,3141,481467,22688,Mar-23 13:47:57,83,12,13,82,0,0,0,0,0,25,14,0,2669,7961,0,0,0,0,16
0,128,8638,8250,159767,3141,482308,22688,Mar-23 13:47:58,83,12,13,82,0,0,0,0,0,25,14,0,2665,6259,0,0,2,0,0
0,0,6354,7686,159767,3141,482457,22688,Mar-23 13:47:59,83,12,13,82,0,0,0,0,0,25,14,0,2650,7368,0,0,2,0,1
0,0,7543,11956,159767,3141,482299,22688,Mar-23 13:48:00,83,12,13,82,0,0,0,0,0,28,14,0,2563,6887,0,0,3,0,0
0,974,22323,11288,159767,3141,481151,22688,Mar-23 13:48:01,83,12,13,82,0,0,0,0,0,28,14,0,3315,9725,0,0,2,0,0
0,0,6314,9046,159767,3141,476708,22688,Mar-23 13:48:02,83,12,13,82,0,0,0,0,0,28,14,0,2947,10703,0,0,0,0,24
0,22,6573,9525,159767,3141,442593,22688,Mar-23 13:48:03,83,12,13,82,0,0,0,0,0,28,14,0,3475,35536,0,0,2,0,0
0,0,6184,7509,159767,3141,442362,22688,Mar-23 13:48:04,83,12,13,82,0,0,0,0,0,28,14,0,2566,5733,0,0,2,0,0
0,0,6294,7977,159767,3141,441946,22688,Mar-23 13:48:05,83,12,13,82,0,0,0,0,0,25,14,0,2520,5646,0,0,0,0,0
0,192,6783,8318,159767,3141,440411,22688,Mar-23 13:48:06,83,12,13,82,0,0,0,0,0,25,14,0,2806,7410,0,0,2,0,0
0,0,6351,8191,159767,3141,440050,22688,Mar-23 13:48:07,83,12,13,82,0,0,0,0,0,25,14,0,2604,7394,0,0,4,0,12
0,70,6591,8282,159767,3141,439322,22688,Mar-23 13:48:08,83,12,13,82,0,0,0,0,0,25,14,0,2639,6535,0,0,1,0,4
0,0,6396,7901,159767,3141,435460,22688,Mar-23 13:48:09,83,12,13,82,0,0,0,0,0,25,14,0,3062,6064,0,0,0,0,0
0,0,6518,8234,159767,3141,435275,22688,Mar-23 13:48:10,83,12,13,82,0,0,0,0,0,25,14,0,2603,5724,0,0,2,0,0
2,146,22773,13442,159767,3141,477861,22688,Mar-23 13:48:11,83,12,13,82,0,0,0,0,0,25,14,0,2816,7182,0,0,1,0,1
