"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/page_tcp_vm-adv_udp_mem_socket_raw_int.csv --page --tcp --vm-adv --udp --mem --socket --raw --int 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"paging",,"tcp sockets",,,,,"advanced virtual memory",,,,,"udp",,"memory usage",,,,"sockets",,,,,"raw","interrupts",,
0,0,7,22,1,6,1,0,0,0,0,0,25,13,5257437184,2765524992,7951634432,11157282816,1206,27,33,0,0,0,0,118,0
0,0,7,22,1,6,1,0,0,0,0,0,25,13,5258141696,2764550144,7951900672,11156312064,1206,27,33,0,0,0,0,122,0
0,0,7,22,1,6,1,0,0,0,0,0,25,13,5257256960,2765221888,7952113664,11155656704,1206,27,33,0,0,0,0,117,0
0,0,7,22,1,8,1,0,0,0,0,0,25,13,5257924608,2764275712,7952392192,11154669568,1206,27,33,0,0,0,0,153,0
0,0,7,22,0,8,1,0,0,0,0,0,25,13,5254799360,2767147008,7952646144,11154898944,1203,26,33,0,0,0,0,140,0
0,0,7,22,0,8,1,0,0,0,0,0,25,13,5359362048,2660679680,7954550784,11060142080,1203,26,33,0,0,0,0,162,0
0,0,7,22,0,9,1,0,0,0,0,0,25,13,5389582336,2625228800,7959781376,11030216704,1203,26,33,0,0,0,0,143,0
0,0,7,22,0,8,1,0,0,0,0,0,25,13,5390774272,2624540672,7959277568,11029557248,1203,26,33,0,0,0,0,124,0
0,0,7,22,0,8,1,0,0,0,0,0,25,13,5391724544,2625716224,7957151744,11028602880,1203,26,33,0,0,0,0,120,0
0,0,7,22,0,8,1,0,0,0,0,0,25,13,5393289216,2623807488,7957495808,11026423808,1203,26,33,0,0,0,0,122,0
0,0,7,22,0,8,1,0,0,0,0,0,25,13,5398855680,2618241024,7957495808,11020873728,1203,26,33,0,0,0,0,120,0
0,0,7,22,0,7,1,0,0,0,0,0,25,13,5399064576,2618519552,7957008384,11068514304,1203,26,33,0,0,0,0,163,0
0,0,7,22,0,7,1,0,0,0,0,0,25,13,5415280640,2599723008,7959588864,11047723008,1203,26,33,0,0,0,0,119,0
0,0,7,22,0,7,1,0,0,0,0,0,25,13,5375467520,2638962688,7960162304,11059748864,1203,26,33,0,0,0,0,122,0
0,0,7,22,0,8,1,0,0,0,0,0,25,13,5359636480,2654789632,7960166400,11075579904,1203,26,33,0,0,0,0,136,0
0,0,7,22,0,8,1,0,0,0,0,0,25,13,5346000896,2671247360,7957344256,11103002624,1203,26,33,0,0,0,0,127,0
0,0,7,22,0,8,1,0,0,0,0,0,25,13,5344346112,2672889856,7957356544,11105337344,1203,26,33,0,0,0,0,125,0
0,0,7,22,0,8,1,0,0,0,0,0,25,13,5344821248,2672152576,7957618688,11104415744,1203,26,33,0,0,0,0,164,0
0,0,7,22,0,8,1,0,0,0,0,0,25,13,5344137216,2672570368,7957884928,11104845824,1203,26,33,0,0,0,0,124,0
0,0,7,22,0,8,1,0,0,0,0,0,25,13,5304340480,2710683648,7959568384,11153321984,1203,26,33,0,0,0,0,126,0
0,0,7,22,0,8,1,0,0,0,0,0,25,13,5257838592,2756784128,7959965696,11152220160,1203,26,33,0,0,0,0,123,0
0,0,7,22,0,7,1,0,0,0,0,0,25,13,5258883072,2755375104,7960330240,11150725120,1203,26,33,0,0,0,0,123,0
0,0,7,22,0,7,1,0,0,0,0,0,25,13,5259948032,2739056640,7975583744,11132059648,1207,26,33,0,0,0,0,119,0
0,0,7,22,0,7,1,0,0,0,0,0,25,13,5261713408,2737119232,7975755776,11130134528,1207,26,33,0,0,0,0,164,0
0,0,7,22,0,7,1,0,0,0,0,0,25,13,5266276352,2736631808,7971680256,11158761472,1207,26,33,0,0,0,0,129,0
0,0,7,22,0,8,1,0,0,0,0,0,25,13,5268709376,2736828416,7969050624,11158986752,1207,26,33,0,0,0,0,154,0
0,0,7,22,0,8,1,0,0,0,0,0,25,14,5269008384,2734030848,7971549184,11157753856,1208,26,33,0,0,0,0,123,0
0,0,7,22,0,8,1,0,0,0,0,0,25,14,5276811264,2736070656,7961706496,11164282880,1208,26,33,0,0,0,0,133,0
0,0,7,22,0,8,1,0,0,0,0,0,25,14,5277405184,2735333376,7961849856,11163664384,1208,26,33,0,0,0,0,115,0
0,0,7,22,0,8,1,0,0,0,0,0,25,15,5313028096,2692661248,7968849920,11121500160,1225,26,33,0,0,0,0,189,0
0,0,7,22,0,8,1,0,0,0,0,0,25,16,5340536832,2668249088,7965769728,11094822912,1226,26,33,0,0,0,0,163,0
0,0,7,22,0,7,1,0,0,0,0,0,25,16,5333819392,2674900992,7965835264,11101577216,1226,26,33,0,0,0,0,133,0
0,0,7,22,0,7,1,0,0,0,0,0,25,17,5333143552,2676211712,7965200384,11102892032,1229,26,33,0,0,0,0,147,0
0,0,7,22,0,7,1,0,0,0,0,0,28,17,5320323072,2685710336,7968522240,11111628800,1230,26,36,0,0,0,0,160,0
0,0,7,22,0,7,1,0,0,0,0,0,28,17,5316243456,2689970176,7968342016,11116126208,1230,26,36,0,0,0,0,117,0
0,0,7,22,0,8,1,0,0,0,0,0,28,17,5318336512,2692988928,7963230208,11108139008,1230,26,36,0,0,0,0,161,0
0,0,7,22,0,8,1,0,0,0,0,0,28,17,5330845696,2682523648,7961161728,11095683072,1230,26,36,0,0,0,0,142,0
0,0,7,22,0,8,1,0,0,0,0,0,28,17,5315014656,2698096640,7961419776,11111256064,1230,26,36,0,0,0,0,121,0
0,0,7,22,0,8,1,0,0,0,0,0,25,17,5316722688,2696904704,7960903680,11110080512,1227,26,33,0,0,0,0,121,0
0,0,7,22,0,8,1,0,0,0,0,0,25,17,5319393280,2694225920,7960911872,11107426304,1227,26,33,0,0,0,0,125,0
0,0,7,22,0,8,1,0,0,0,0,0,25,17,5310029824,2701123584,7963377664,11121565696,1227,26,33,0,0,0,0,121,0
0,0,7,22,0,8,1,0,0,0,0,0,25,17,5309169664,2700406784,7964954624,11120783360,1227,26,33,0,0,0,0,166,0
0,0,7,22,0,8,1,0,0,0,0,0,25,17,5301436416,2708033536,7965061120,11111923712,1227,26,33,0,0,0,0,121,0
0,0,7,22,0,7,1,0,0,0,0,0,25,17,5443432448,2562506752,7968591872,10956816384,1227,26,33,0,0,0,0,129,0
0,0,7,22,0,7,1,0,0,0,0,0,25,17,5450096640,2558181376,7966253056,10950037504,1227,26,33,0,0,0,0,131,0
0,0,7,22,0,7,1,0,0,0,0,0,25,17,5452304384,2555428864,7966797824,10947305472,1227,26,33,0,0,0,0,143,0
0,0,7,22,0,8,1,0,0,0,0,0,25,17,5439287296,2568560640,7966683136,10960506880,1227,26,33,0,0,0,0,155,0
0,0,7,22,0,8,1,0,0,0,0,0,25,17,5420777472,2585194496,7968641024,10979315712,1227,26,33,0,0,0,0,160,0
0,0,7,22,0,8,1,0,0,0,0,0,25,17,5405810688,2601807872,7966994432,10996002816,1221,26,33,0,0,0,0,123,0
0,0,7,22,0,8,1,0,0,0,0,0,25,17,5376282624,2636144640,7962185728,11030347776,1211,26,33,0,0,0,0,122,0
0,0,7,22,0,8,1,0,0,0,0,0,25,17,5396717568,2618478592,7959416832,11016105984,1211,26,33,0,0,0,0,118,0
0,0,7,22,0,8,1,0,0,0,0,0,25,17,5388636160,2626506752,7959470080,11015393280,1211,26,33,0,0,0,0,121,0
0,0,7,22,0,8,1,0,0,0,0,0,25,17,5381103616,2635747328,7957762048,11024658432,1207,26,33,0,0,0,0,120,0
0,0,7,22,0,8,1,0,0,0,0,0,25,17,5375668224,2641244160,7957700608,11029368832,1207,26,33,0,0,0,0,164,0
0,0,7,22,0,7,1,0,0,0,0,0,25,17,5389332480,2625585152,7959711744,11021475840,1207,26,33,0,0,0,0,121,0
0,0,7,22,0,7,1,0,0,0,0,0,25,17,5389578240,2625699840,7959351296,11021598720,1207,26,33,0,0,0,0,131,0
0,0,7,22,0,7,1,0,0,0,0,0,25,16,5372108800,2642436096,7960084480,11038339072,1206,26,33,0,0,0,0,126,0
0,0,7,22,0,8,1,0,0,0,0,0,25,16,5379420160,2634891264,7960317952,11145023488,1206,26,33,0,0,0,0,142,0
0,0,7,22,0,8,1,0,0,0,0,0,25,15,5381672960,2635522048,7957434368,11143294976,1205,26,33,0,0,0,0,129,0
0,0,7,22,0,8,1,0,0,0,0,0,25,15,5382713344,2634403840,7957512192,11142217728,1205,26,33,0,0,0,0,165,0
0,0,7,22,0,8,1,0,0,0,0,0,25,15,5375397888,2640470016,7958761472,11148283904,1205,26,33,0,0,0,0,125,0
0,0,7,22,0,8,1,0,0,0,0,0,25,14,5353353216,2659815424,7961460736,11165159424,1204,26,33,0,0,0,0,118,0
0,0,7,22,0,8,1,0,0,0,0,0,25,13,5353742336,2660990976,7959908352,11166445568,1203,26,33,0,0,0,0,117,0
0,0,7,22,0,8,1,0,0,0,0,0,25,13,5351706624,2663002112,7959932928,11168473088,1203,26,33,0,0,0,0,126,0
0,0,7,22,0,6,1,0,0,0,0,0,25,13,5350105088,2666442752,7958093824,11171131392,1203,26,33,0,0,0,0,124,0
0,0,7,22,0,6,1,0,0,0,0,0,25,13,5363167232,2653175808,7958298624,11153682432,1203,26,33,0,0,0,0,165,0
0,0,7,22,0,6,1,0,0,0,0,0,25,13,5364604928,2652004352,7958032384,11153063936,1203,26,33,0,0,0,0,121,0
0,0,7,22,0,7,1,0,0,0,0,0,25,13,5367861248,2648846336,7957934080,11149651968,1203,26,33,0,0,0,0,146,0
0,0,7,22,0,7,1,0,0,0,0,0,25,13,5364170752,2649862144,7960608768,11154624512,1203,26,33,0,0,0,0,148,0
0,0,7,20,0,7,2,0,0,0,0,0,25,13,5364199424,2649571328,7960870912,11153088512,1202,25,33,0,0,0,0,126,0
0,0,7,20,1,7,2,0,0,0,0,0,25,13,5363781632,2650255360,7960604672,11153776640,1205,25,33,0,0,0,0,124,0
0,0,7,20,0,7,2,0,0,0,0,0,25,13,5234270208,2787590144,7952781312,11156967424,1202,25,33,0,0,0,0,170,0
0,0,7,20,0,7,2,0,0,0,0,0,25,13,5250338816,2771775488,7952527360,11138945024,1202,25,33,0,0,0,0,124,0
0,0,7,20,0,7,2,0,0,0,0,0,25,13,5251096576,2770341888,7953203200,11140202496,1202,25,33,0,0,0,0,123,0
0,0,7,20,0,6,2,0,0,0,0,0,25,13,5251088384,2770255872,7953297408,11140042752,1202,25,33,0,0,0,0,117,0
0,0,7,20,0,6,2,0,0,0,0,0,25,13,5254520832,2764849152,7955271680,11142594560,1202,25,33,0,0,0,0,120,0
0,0,7,20,0,6,2,0,0,0,0,0,25,13,5255188480,2763960320,7955492864,11141746688,1202,25,33,0,0,0,0,125,0
0,0,7,20,0,6,2,0,0,0,0,0,25,13,5256495104,2762366976,7955779584,11140182016,1202,25,33,0,0,0,0,167,0
0,0,7,20,0,6,2,0,0,0,0,0,25,13,5255376896,2766135296,7953129472,11141820416,1202,25,33,0,0,0,0,125,0
0,0,7,20,0,7,2,0,0,0,0,0,25,13,5255921664,2765000704,7953719296,11140476928,1202,25,33,0,0,0,0,153,0
0,0,7,20,0,7,2,0,0,0,0,0,25,13,5257699328,2762563584,7954378752,11138166784,1202,25,33,0,0,0,0,125,0
0,0,7,20,0,7,2,0,0,0,0,0,25,13,5292818432,2723360768,7958462464,11132973056,1202,25,33,0,0,0,0,123,0
0,0,7,20,0,7,2,0,0,0,0,0,25,13,5291466752,2722504704,7960670208,11138293760,1202,25,33,0,0,0,0,120,0
0,0,7,20,0,7,2,0,0,0,0,0,25,13,5292654592,2721312768,7960674304,11137126400,1202,25,33,0,0,0,0,156,0
0,0,7,20,0,7,2,0,0,0,0,0,25,13,5292371968,2721656832,7960612864,11137486848,1202,25,33,0,0,0,0,127,0
0,0,7,20,0,7,2,0,0,0,0,0,25,13,5287759872,2728042496,7958839296,11129860096,1202,25,33,0,0,0,0,120,0
0,0,7,20,0,6,2,0,0,0,0,0,25,13,5286227968,2729574400,7958839296,11128995840,1202,25,33,0,0,0,0,124,0
0,0,7,20,0,6,2,0,0,0,0,0,25,14,5275717632,2740498432,7958425600,11123208192,1203,25,33,0,0,0,0,130,0
0,0,7,20,0,6,2,0,0,0,0,0,25,14,5276348416,2739728384,7958564864,11120308224,1203,25,33,0,0,0,0,119,0
0,0,7,20,0,7,2,0,0,0,0,0,25,14,5269741568,2743296000,7961604096,11172954112,1203,25,33,0,0,0,0,159,0
0,0,7,20,0,7,2,0,0,0,0,0,25,14,5267075072,2745942016,7961624576,11172950016,1203,25,33,0,0,0,0,141,0
0,0,7,20,0,7,2,0,0,0,0,0,25,14,5267787776,2745769984,7961100288,11172765696,1203,25,33,0,0,0,0,117,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5270114304,2745823232,7958720512,11170439168,1202,24,33,0,0,0,0,146,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5270642688,2744938496,7959076864,11169546240,1202,24,33,0,0,0,0,118,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5270994944,2744475648,7959187456,11169107968,1202,24,33,0,0,0,0,125,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5240197120,2775707648,7958753280,11149611008,1202,24,33,0,0,0,0,149,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5242179584,2770608128,7961870336,11148914688,1202,24,33,0,0,0,0,121,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5242208256,2770530304,7961919488,11156869120,1202,24,33,0,0,0,0,123,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5241827328,2770636800,7962193920,11156983808,1202,24,33,0,0,0,0,121,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5241331712,2773004288,7960322048,11157225472,1202,24,33,0,0,0,0,125,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5234827264,2780610560,7959220224,11170824192,1202,24,33,0,0,0,0,147,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5237575680,2777710592,7959371776,11167948800,1202,24,33,0,0,0,0,175,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5250846720,2764681216,7959130112,11155013632,1202,24,33,0,0,0,0,123,0
0,0,7,20,0,8,1,0,0,0,0,0,25,15,5240840192,2772140032,7961677824,11154829312,1203,24,33,0,0,0,0,199,0
0,0,7,20,0,8,1,0,0,0,0,0,25,15,5240733696,2771963904,7961960448,11154931712,1203,24,33,0,0,0,0,122,0
0,0,7,20,0,8,1,0,0,0,0,0,25,15,5241614336,2770759680,7962284032,11153731584,1203,24,33,0,0,0,0,123,0
0,0,7,20,0,8,1,0,0,0,0,0,25,15,5238341632,2777165824,7959150592,11158560768,1203,24,33,0,0,0,0,126,0
0,0,7,20,0,7,1,0,0,0,0,0,25,15,5242281984,2772987904,7959388160,11153596416,1203,24,33,0,0,0,0,193,0
0,0,7,20,0,7,1,0,0,0,0,0,25,15,5243224064,2771521536,7959912448,11152134144,1203,24,33,0,0,0,0,120,0
0,0,7,20,0,7,1,0,0,0,0,0,25,15,5229080576,2790989824,7954587648,11157225472,1203,24,33,0,0,0,0,124,0
0,0,7,20,0,7,1,0,0,0,0,0,25,15,5237108736,2781208576,7956377600,11154952192,1203,24,33,0,0,0,0,123,0
0,0,7,20,0,8,1,0,0,0,0,0,25,15,5237968896,2780008448,7956717568,11155210240,1203,24,33,0,0,0,0,139,0
0,0,7,20,0,8,1,0,0,0,0,0,25,15,5239095296,2778587136,7957012480,11153756160,1203,24,33,0,0,0,0,120,0
0,0,7,20,0,8,1,0,0,0,0,0,25,15,5240676352,2779283456,7954825216,11147276288,1203,24,33,0,0,0,0,162,0
0,0,7,20,0,8,1,0,0,0,0,0,25,15,5243494400,2776981504,7954309120,11144994816,1203,24,33,0,0,0,0,122,0
0,0,7,20,0,8,1,0,0,0,0,0,25,15,5245227008,2775289856,7954268160,11148910592,1203,24,33,0,0,0,0,120,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5245915136,2773835776,7955034112,11147517952,1202,24,33,0,0,0,0,139,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5263757312,2752802816,7958224896,11130441728,1202,24,33,0,0,0,0,117,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5262180352,2754306048,7958298624,11132739584,1202,24,33,0,0,0,0,118,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5397905408,2614812672,7962066944,10999246848,1202,24,33,0,0,0,0,163,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5401010176,2613628928,7960145920,10995957760,1202,24,33,0,0,0,0,119,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5401411584,2613211136,7960158208,10995314688,1202,24,33,0,0,0,0,137,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5401739264,2613338112,7959703552,10995458048,1202,24,33,0,0,0,0,134,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5400027136,2615177216,7959576576,10997301248,1202,24,33,0,0,0,0,121,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5385441280,2626699264,7962640384,11015303168,1202,24,33,0,0,0,0,121,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5394264064,2617782272,7962734592,11015778304,1202,24,33,0,0,0,0,159,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5395910656,2616578048,7962292224,11014934528,1202,24,33,0,0,0,0,120,0
0,0,7,19,1,8,1,0,0,0,0,0,25,14,5386915840,2625495040,7962370048,11014057984,1202,24,33,0,0,0,0,131,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5389950976,2624380928,7960449024,11010564096,1202,24,33,0,0,0,0,138,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5390356480,2623963136,7960461312,11010289664,1202,24,33,0,0,0,0,126,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5391261696,2623311872,7960207360,11009667072,1202,24,33,0,0,0,0,121,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5385981952,2626310144,7962488832,11011170304,1202,24,33,0,0,0,0,153,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5392846848,2618781696,7963152384,10996703232,1202,24,33,0,0,0,0,146,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5393281024,2618408960,7963090944,10996334592,1202,24,33,0,0,0,0,127,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5390184448,2621865984,7962730496,11016269824,1202,24,33,0,0,0,0,117,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5392936960,2620174336,7961669632,11012186112,1202,24,33,0,0,0,0,119,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5392850944,2620018688,7961911296,11011911680,1202,24,33,0,0,0,0,125,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5394935808,2619572224,7960272896,11011473408,1202,24,33,0,0,0,0,157,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5381210112,2630848512,7962722304,11011452928,1202,24,33,0,0,0,0,120,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5382512640,2628964352,7963303936,11009605632,1202,24,33,0,0,0,0,130,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5392646144,2618613760,7963521024,11001688064,1202,24,33,0,0,0,0,120,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5392351232,2621640704,7960788992,11005935616,1202,24,33,0,0,0,0,120,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5393313792,2620833792,7960633344,11004944384,1202,24,33,0,0,0,0,127,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5391994880,2621886464,7960899584,11006001152,1202,24,33,0,0,0,0,180,0
0,0,7,20,0,8,1,0,0,0,0,0,25,14,5392596992,2621026304,7961157632,11005140992,1202,24,33,0,0,0,0,128,0
0,0,7,20,0,8,1,0,0,0,0,0,25,13,5389914112,2621689856,7963176960,11013652480,1201,24,33,0,0,0,0,115,0
0,0,7,20,0,8,1,0,0,0,0,0,25,13,5389053952,2622627840,7963099136,11014590464,1201,24,33,0,0,0,0,127,0
0,0,7,20,0,8,1,0,0,0,0,0,25,13,5385027584,2631294976,7958458368,11016089600,1201,24,33,0,0,0,0,118,0
0,0,7,20,0,8,1,0,0,0,0,0,25,13,5383573504,2632806400,7958401024,11017564160,1201,24,33,0,0,0,0,124,0
0,0,7,20,0,8,1,0,0,0,0,0,25,13,5373857792,2642624512,7958298624,11169107968,1201,24,33,0,0,0,0,155,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5378752512,2640125952,7955902464,11164336128,1202,24,33,0,0,0,0,134,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5375275008,2643341312,7956164608,11167367168,1202,24,33,0,0,0,0,130,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5372231680,2643935232,7958614016,11171762176,1202,24,33,0,0,0,0,118,0
0,0,7,20,0,8,1,0,0,0,0,0,28,14,5373149184,2643533824,7958097920,11172163584,1205,24,36,0,0,0,0,135,0
0,0,7,20,0,7,1,0,0,0,0,0,28,14,5376466944,2638831616,7959412736,11167334400,1205,24,36,0,0,0,0,132,0
0,0,7,20,0,7,1,0,0,0,0,0,28,14,5394485248,2620633088,7959592960,11149058048,1205,24,36,0,0,0,0,163,0
0,0,7,20,0,7,1,0,0,0,0,0,28,14,5530501120,2480898048,7963312128,11013292032,1205,24,36,0,0,0,0,124,0
0,0,7,20,0,7,1,0,0,0,0,0,28,14,5533843456,2479951872,7960915968,11010002944,1205,24,36,0,0,0,0,120,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5535023104,2478247936,7961440256,11025981440,1202,24,33,0,0,0,0,120,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5539065856,2471702528,7963942912,11023089664,1202,24,33,0,0,0,0,124,0
0,0,7,20,0,6,1,0,0,0,0,0,25,14,5541285888,2469965824,7963459584,11021393920,1202,24,33,0,0,0,0,121,0
0,0,7,20,0,6,1,0,0,0,0,0,25,14,5543804928,2467500032,7963406336,11018956800,1202,24,33,0,0,0,0,170,0
0,0,7,20,0,6,1,0,0,0,0,0,25,14,5559087104,2451681280,7963942912,11001610240,1202,24,33,0,0,0,0,123,0
0,0,7,20,0,6,1,0,0,0,0,0,25,14,5562081280,2450923520,7961706496,10998276096,1202,24,33,0,0,0,0,123,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5388419072,2624970752,7961321472,11006578688,1202,24,33,0,0,0,0,140,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5390782464,2622541824,7961387008,11003846656,1202,24,33,0,0,0,0,136,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5390548992,2620084224,7964078080,11051630592,1202,24,33,0,0,0,0,121,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5390745600,2619625472,7964340224,11051175936,1202,24,33,0,0,0,0,157,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5391671296,2619224064,7963815936,11050758144,1202,24,33,0,0,0,0,120,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5393166336,2619129856,7962415104,11049263104,1202,24,33,0,0,0,0,128,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5417504768,2595008512,7962193920,11025539072,1202,24,33,0,0,0,0,147,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5413888000,2598567936,7962251264,11024240640,1202,24,33,0,0,0,0,131,0
0,0,7,20,0,7,1,0,0,0,0,0,25,14,5414559744,2597367808,7962779648,11023089664,1202,24,33,0,0,0,0,127,0
0,0,7,20,0,6,1,0,0,0,0,0,25,14,5414248448,2595160064,7965298688,11044331520,1202,24,33,0,0,0,0,159,0
0,0,7,22,0,6,0,0,0,0,0,0,25,14,5412679680,2597466112,7964561408,11055460352,1203,25,33,0,0,0,0,155,0
0,0,7,22,0,7,0,0,0,0,0,0,25,14,5414625280,2595266560,7964815360,11053215744,1203,25,33,0,0,0,0,142,0
0,0,7,22,0,7,0,0,0,0,0,0,25,14,5418483712,2594320384,7961903104,11049881600,1203,25,33,0,0,0,0,129,0
0,0,7,22,0,7,0,0,0,0,0,0,25,14,5441617920,2571329536,7961759744,11024470016,1203,25,33,0,0,0,0,122,0
0,0,7,22,0,7,0,0,0,0,0,0,25,14,5442375680,2569830400,7962501120,11023179776,1203,25,33,0,0,0,0,122,0
0,0,7,22,0,7,0,0,0,0,0,0,25,14,5442174976,2569818112,7962714112,11023056896,1203,25,33,0,0,0,0,166,0
0,0,7,24,0,7,0,0,0,0,0,0,25,14,5395329024,2614861824,7964516352,11116556288,1205,27,33,0,0,0,0,126,0
0,0,7,24,0,7,0,0,0,0,0,0,25,14,5395890176,2613944320,7964872704,11115950080,1205,27,33,0,0,0,0,128,0
0,0,7,24,0,7,0,0,0,0,0,0,25,14,5396373504,2613256192,7965077504,11115274240,1205,27,33,0,0,0,0,120,0
0,0,7,24,0,6,0,0,0,0,0,0,25,14,5397278720,2612797440,7964631040,11114827776,1207,27,33,0,0,0,0,121,0
0,0,7,24,0,6,0,0,0,0,0,0,25,14,5396549632,2613522432,7964635136,11115556864,1205,27,33,0,0,0,0,120,0
0,0,7,24,0,6,0,0,0,0,0,0,25,14,5310959616,2706649088,7957098496,11114094592,1205,27,33,0,0,0,0,162,0
0,0,7,24,0,7,0,0,0,0,0,0,25,14,5311385600,2705780736,7957540864,11133530112,1205,27,33,0,0,0,0,146,0
0,0,7,24,0,7,0,0,0,0,0,0,25,16,5302190080,2713055232,7959461888,11139497984,1207,27,33,0,0,0,0,183,0
0,0,7,24,0,8,0,0,0,0,0,0,25,16,5301596160,2712727552,7960399872,11139133440,1207,27,33,0,0,0,0,142,0
0,0,7,24,0,7,0,0,0,0,0,0,25,16,5275643904,2737836032,7961243648,11159478272,1207,27,33,0,0,0,0,130,0
0,0,7,24,0,7,0,0,0,0,0,0,25,16,5279363072,2736832512,7958528000,11155845120,1207,27,33,0,0,0,0,123,0
0,0,7,24,0,7,0,0,0,0,0,0,25,17,5291814912,2715537408,7967371264,11134636032,1216,27,33,0,0,0,0,194,0
0,0,7,24,0,7,0,0,0,0,0,0,25,17,5272244224,2738552832,7963926528,11140460544,1208,27,33,0,0,0,0,128,0
0,0,7,25,0,6,0,0,0,0,0,0,25,19,5297262592,2712629248,7964831744,11114807296,1209,27,33,0,0,0,0,193,0
0,0,7,25,0,6,0,0,0,0,0,0,25,18,5397360640,2608095232,7969267712,10989522944,1208,27,33,0,0,0,0,118,0
0,0,7,25,0,6,0,0,0,0,0,0,25,18,5403164672,2603012096,7968546816,10984312832,1208,27,33,0,0,0,0,128,0
0,0,7,25,0,6,0,0,0,0,0,0,25,18,5405044736,2601066496,7968612352,10982371328,1208,27,33,0,0,0,0,126,0
0,0,7,25,0,7,0,0,0,0,0,0,25,18,5399224320,2606878720,7968620544,10988388352,1208,27,33,0,0,0,0,194,0
0,0,7,25,0,7,0,0,0,0,0,0,25,18,5401976832,2606161920,7966584832,10985275392,1208,27,33,0,0,0,0,125,0
0,0,7,25,0,7,0,0,0,0,0,0,25,18,5403820032,2605056000,7965847552,10985590784,1208,27,33,0,0,0,0,127,0
0,0,7,25,0,7,0,0,0,0,0,0,25,18,5409411072,2599100416,7966212096,11001892864,1208,27,33,0,0,0,0,126,0
0,0,7,25,0,7,0,0,0,0,0,0,25,18,5394411520,2611363840,7968948224,11014844416,1208,27,33,0,0,0,0,123,0
0,0,7,25,0,7,0,0,0,0,0,0,25,18,5395300352,2610905088,7968518144,11014230016,1208,27,33,0,0,0,0,123,0
0,0,7,25,0,6,0,0,0,0,0,0,25,18,5395697664,2610446336,7968579584,11013828608,1208,27,33,0,0,0,0,160,0
