"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/mem_udp_socket_unix_swap_time_zones_lock_io_sys_vm_ipc.csv --mem --udp --socket --unix --swap --time --zones --lock --io --sys --vm --ipc 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"memory usage",,,,"udp",,"sockets",,,,,"unix sockets",,,,"swap",,"system","zones memory",,,,"file locks",,,,"io/total",,"system",,"virtual memory",,,,"sysv ipc",,
5273092096,2752843776,7948890112,11150331904,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:09,159767,3141,508986,22688,83,12,13,82,0,66,2824,7564,0,7398,9420,5139,0,0,5
5272522752,2753032192,7949271040,11150553088,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:10,159767,3141,509032,22688,83,12,13,82,0,1996,4327,14608,0,1653,4713,6568,0,0,5
5273862144,2753728512,7947235328,11148906496,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:11,159767,3141,509202,22688,83,12,13,82,382,38,2966,9243,0,1003,1764,2045,0,0,5
5274791936,2753327104,7946706944,11148566528,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:12,159767,3141,509104,22688,83,12,13,82,0,0,2498,5775,0,384,1474,2080,0,0,5
5273636864,2741071872,7960018944,11136409600,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:13,159767,3141,506112,22688,83,12,13,82,0,0,2711,6091,0,1105,5877,2295,0,0,5
5267349504,2750013440,7957348352,11164209152,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:14,159767,3141,508295,22688,83,12,13,82,0,0,2811,7487,0,2226,4630,6166,0,0,5
5267943424,2745696256,7961055232,11162316800,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:15,159767,3141,507241,22688,83,12,13,82,0,328,2908,9375,0,1860,4531,3432,0,0,5
5267533824,2746626048,7960535040,11163250688,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:16,159767,3141,507468,22688,83,12,13,82,0,20,2796,6245,0,1433,2032,1710,0,0,5
5370519552,2642051072,7962124288,11025305600,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:17,159767,3141,481937,22688,83,12,13,82,0,0,3521,36010,0,41854,64520,37196,0,0,5
5379944448,2640474112,7954276352,11022979072,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:18,159767,3141,481552,22688,83,12,13,82,0,0,2507,5640,0,765,929,3047,0,0,5
5380644864,2640289792,7953760256,11020447744,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:19,159767,3141,481507,22688,83,12,13,82,0,0,2588,6305,0,903,1442,2728,0,0,5
5378363392,2642554880,7953776640,11022737408,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:20,159767,3141,482060,22688,83,12,13,82,0,80,2767,7760,0,2186,3832,4497,0,0,5
5377265664,2643693568,7953735680,11029540864,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:21,159767,3141,482338,22688,83,12,13,82,0,74,2605,6347,0,2106,3856,2969,0,0,5
5375176704,2642759680,7956758528,11032711168,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:22,159767,3141,482110,22688,83,12,13,82,0,0,2431,6549,0,699,1807,1009,0,0,5
5371940864,2645827584,7956926464,11035906048,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:23,159767,3141,482859,22688,83,12,13,82,0,0,2539,6020,0,296,1527,1482,0,0,5
5381890048,2636267520,7956537344,11054055424,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:24,159767,3141,480469,22688,83,12,13,82,0,0,2574,6136,0,5913,8432,4715,0,0,5
5386506240,2633822208,7954366464,11049664512,25,13,1204,28,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:25,159767,3141,479928,22688,83,12,13,82,0,0,2768,8932,0,2831,3594,4085,0,0,5
5391200256,2628820992,7954673664,11044442112,25,13,1203,27,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:26,159767,3141,478707,22688,83,12,13,82,0,506,2983,7453,0,1826,4073,4036,0,0,5
5392855040,2627162112,7954677760,11042799616,25,13,1203,27,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:27,159767,3141,478302,22688,83,12,13,82,0,0,2528,5769,0,747,1193,1210,0,0,5
5390991360,2629386240,7954317312,11060469760,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:28,159767,3141,478845,22688,83,12,13,82,0,28,2647,6218,0,2218,3511,3897,0,0,5
5389471744,2628620288,7956602880,11061780480,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:29,159767,3141,478658,22688,83,12,13,82,0,0,2640,7017,0,624,1765,1149,0,0,5
5388533760,2629033984,7957127168,11054243840,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:30,159767,3141,478759,22688,83,12,13,82,0,0,2959,8140,0,3234,3782,5621,0,0,5
5389402112,2628153344,7957106688,11053453312,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:31,159767,3141,478544,22688,83,12,13,82,0,50,2480,5811,0,419,993,952,0,0,5
5352890368,2666057728,7955714048,11156684800,25,13,1204,27,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:32,159767,3141,487738,22688,83,12,13,82,0,0,2947,7028,0,6062,7864,17625,0,0,5
5354889216,2665373696,7954399232,11154685952,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:33,159767,3141,487631,22688,83,12,13,82,0,0,2511,6047,0,289,859,1292,0,0,5
5355687936,2662928384,7956045824,11152248832,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:34,159767,3141,487034,22688,83,12,13,82,0,4,2468,5566,0,628,1549,902,0,0,5
5351333888,2667339776,7955988480,11154006016,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:35,159767,3141,488111,22688,83,12,13,82,0,0,2716,8417,0,4125,4976,5458,0,0,5
5348540416,2669264896,7956856832,11157893120,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:36,159767,3141,488581,22688,83,12,13,82,0,156,2782,7383,0,1261,3402,2678,0,0,5
5348691968,2669113344,7956856832,11157741568,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:37,159767,3141,488544,22688,83,12,13,82,0,0,2554,6589,0,236,785,776,0,0,5
5347323904,2672078848,7955259392,11158605824,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:38,159767,3141,489205,22688,83,12,13,82,0,0,2610,5913,0,466,1039,1583,0,0,5
5348569088,2670821376,7955271680,11157741568,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:39,159767,3141,488961,22688,83,12,13,82,0,90,2569,6251,0,1363,3128,2302,0,0,5
5346066432,2673704960,7954874368,11159093248,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:40,159767,3141,489665,22688,83,12,13,82,0,0,2582,7983,0,2883,3602,6018,0,0,5
5346627584,2673131520,7954886656,11158519808,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:41,159767,3141,489525,22688,83,12,13,82,0,94,2657,6164,0,369,1841,1997,0,0,5
5346988032,2672246784,7955410944,11156848640,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:42,159767,3141,489309,22688,83,12,13,82,0,0,2541,5821,0,891,1601,1294,0,0,5
5345263616,2672033792,7957331968,11159986176,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:43,159767,3141,489257,22688,83,12,13,82,8,64,2795,7332,1,870,1954,1144,0,0,5
5346451456,2670800896,7957377024,11158847488,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:44,159767,3141,488956,22688,83,12,13,82,0,32,2556,5943,0,261,760,702,0,0,5
5347192832,2669838336,7957598208,11157905408,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:45,159767,3141,488721,22688,83,12,13,82,0,0,2680,8009,0,2787,3605,3454,0,0,5
5235785728,2788458496,7950376960,11153297408,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:46,159767,3141,517681,22688,83,12,13,82,0,132,2600,5989,0,998,2141,32583,0,0,5
5259669504,2764853248,7950098432,11129614336,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:47,159767,3141,511918,22688,83,12,13,82,0,0,2711,6976,0,6824,8494,1989,0,0,5
5258637312,2766135296,7949848576,11132407808,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:48,159767,3141,512231,22688,83,12,13,82,0,0,2545,5834,0,310,800,1117,0,0,5
5257342976,2766901248,7950376960,11157155840,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:49,159767,3141,512418,22688,83,12,13,82,0,32,2432,5928,0,1089,2164,1651,0,0,5
5253787648,2767990784,7952842752,11160940544,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:50,159767,3141,512684,22688,83,12,13,82,0,0,2867,8712,0,2598,3664,2879,0,0,5
5251407872,2770956288,7952257024,11163910144,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:51,159767,3141,513408,22688,83,12,13,82,0,2246,4274,12169,0,1549,3815,3860,0,0,5
5252022272,2770337792,7952261120,11163291648,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:52,159767,3141,513257,22688,83,12,13,82,0,0,2465,5657,0,211,689,691,0,0,5
5254057984,2769088512,7951474688,11159687168,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:53,159767,3141,512952,22688,83,12,13,82,0,0,2534,5738,0,201,1082,1263,0,0,5
5269737472,2753318912,7951564800,11143925760,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:54,159767,3141,509102,22688,83,12,13,82,0,50,2602,6284,0,5986,7752,4667,0,0,5
5371293696,2648358912,7954952192,11011756032,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:55,159767,3141,483477,22688,83,12,13,82,0,0,3744,36923,0,38655,59932,31114,0,0,5
5370781696,2648702976,7955120128,11034902528,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:56,159767,3141,483561,22688,83,12,13,82,0,104,2877,7356,0,2830,4618,3993,0,0,5
5370863616,2645905408,7957835776,11031093248,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:57,159767,3141,482878,22688,83,12,13,82,0,0,2541,6953,0,551,1802,1647,0,0,5
5371412480,2645094400,7958097920,11030183936,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:58,159767,3141,482680,22688,83,12,13,82,0,0,2741,6794,0,443,848,1072,0,0,5
5371006976,2645766144,7957831680,11030855680,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:44:59,159767,3141,482844,22688,83,12,13,82,0,22,2496,5811,0,235,979,1065,0,0,5
5372616704,2646740992,7955247104,11046547456,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:00,159767,3141,483082,22688,83,12,13,82,0,0,2669,7075,0,1502,2119,3031,0,0,5
5374136320,2646052864,7954411520,11044294656,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:01,159767,3141,482914,22688,83,12,13,82,0,476,2772,7636,0,1658,3504,3892,0,0,5
5370187776,2648403968,7956008960,11049861120,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:02,159767,3141,483488,22688,83,12,13,82,0,0,2789,9182,0,9269,10592,10496,0,0,5
5374496768,2644180992,7955922944,11045646336,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:03,159767,3141,482331,22688,83,12,13,82,0,0,2603,6036,0,1694,2391,1397,0,0,5
5378195456,2638303232,7958102016,11044896768,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:04,159767,3141,481022,22688,83,12,13,82,0,26,2603,6896,0,1297,2474,1246,0,0,5
5392056320,2624425984,7958118400,11031080960,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:05,159767,3141,477634,22688,83,12,13,82,0,0,2629,7032,0,7382,7961,2306,0,0,5
5390962688,2624978944,7958659072,11031650304,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:06,159767,3141,477769,22688,83,12,13,82,0,50,2650,6994,0,1933,3579,4141,0,0,5
5394636800,2623754240,7956226048,11028299776,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:07,159767,3141,477470,22688,83,12,13,82,6,22,2460,5728,1,493,837,2197,0,0,5
5397229568,2622820352,7954550784,11026042880,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:08,159767,3141,477242,22688,83,12,13,82,0,0,2571,5933,0,205,735,1062,0,0,5
5380452352,2637492224,7956656128,11035754496,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:09,159767,3141,480824,22688,83,12,13,82,0,16,2872,7558,0,5671,8096,11041,0,0,5
5382328320,2635522048,7956750336,11116949504,25,14,1204,26,34,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:10,159767,3141,484124,22688,83,12,13,82,0,0,2716,7126,0,2299,3059,12098,0,0,5
5346693120,2669219840,7958687744,11150774272,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:11,159767,3141,488570,22688,83,12,13,82,0,0,2714,8150,0,2442,3561,2698,0,0,5
5348388864,2666541056,7959670784,11148120064,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:12,159767,3141,487916,22688,83,12,13,82,0,44,2397,5713,0,215,1364,1180,0,0,5
5340213248,2677374976,7957012480,11156828160,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:13,159767,3141,490561,22688,83,12,13,82,0,0,2540,5919,0,240,874,2663,0,0,5
5342838784,2675040256,7956721664,11154214912,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:14,159767,3141,489991,22688,83,12,13,82,0,74,2674,6104,0,794,1310,1074,0,0,5
5347524608,2670751744,7956324352,11149987840,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:15,159767,3141,488944,22688,83,12,13,82,0,0,2812,7590,0,2643,3766,3598,0,0,5
5348917248,2669359104,7956324352,11148595200,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:16,159767,3141,488604,22688,83,12,13,82,0,0,2844,7252,0,2211,2858,3057,0,0,5
5353463808,2662711296,7958425600,11135979520,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:17,159767,3141,486981,22688,83,12,13,82,0,42,2747,6803,0,7129,10381,32449,0,0,5
5262761984,2752311296,7959527424,11130888192,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:18,159767,3141,508856,22688,83,12,13,82,0,0,2570,7030,0,557,1528,1164,0,0,5
5263699968,2751897600,7959003136,11130568704,25,13,1207,28,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:19,159767,3141,508755,22688,83,12,13,82,0,30,2675,6475,0,590,1054,1510,0,0,5
5264084992,2753642496,7956873216,11130195968,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:20,159767,3141,509181,22688,83,12,13,82,0,0,2694,7196,0,1892,2479,2704,0,0,5
5261463552,2755743744,7957393408,11132055552,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:21,159767,3141,509694,22688,83,12,13,82,0,0,2605,6961,0,1582,3266,3169,0,0,5
5262098432,2755923968,7956578304,11132243968,25,13,1207,28,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:22,159767,3141,509738,22688,83,12,13,82,0,180,2792,6328,0,340,1855,2033,0,0,5
5260333056,2757918720,7956348928,11133181952,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:23,159767,3141,510225,22688,83,12,13,82,0,0,2578,5883,0,291,1230,1704,0,0,5
5256126464,2766692352,7951777792,11158749184,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:24,159767,3141,512367,22688,83,12,13,82,0,38,2738,6360,0,1311,3439,6817,0,0,5
5252411392,2767667200,7954518016,11161866240,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:25,159767,3141,512605,22688,83,12,13,82,0,0,2832,8410,0,2759,4160,2702,0,0,5
5252087808,2768576512,7953932288,11162775552,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:26,159767,3141,512715,22688,83,12,13,82,0,0,2708,6981,0,1946,2441,2501,0,0,5
5257965568,2764996608,7951634432,11156754432,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:27,159767,3141,511953,22688,83,12,13,82,0,2126,3978,11443,0,217,3059,3637,0,0,5
5258141696,2764550144,7951900672,11156312064,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:28,159767,3141,511844,22688,83,12,13,82,0,0,2585,5804,0,211,1113,990,0,0,5
5257039872,2765438976,7952113664,11155873792,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:29,159767,3141,512061,22688,83,12,13,82,0,46,2590,5940,0,201,1789,2474,0,0,5
5257928704,2764275712,7952388096,11154669568,25,13,1206,27,33,0,0,56,977,55,922,108527616,914878464,Mar-23 13:45:30,159767,3141,511777,22688,83,12,13,82,0,0,2665,8583,0,1992,2848,2344,0,0,5
5258059776,2763886592,7952646144,11154296832,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:31,159767,3141,511682,22688,83,12,13,82,0,18,2714,7271,0,1951,2588,2387,0,0,5
5309317120,2710728704,7954546688,11110187008,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:32,159767,3141,498074,22688,83,12,13,82,0,146,3390,28245,0,25145,46683,24710,0,0,5
5389815808,2624995328,7959781376,11029983232,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:33,159767,3141,477773,22688,83,12,13,82,0,0,2938,14633,0,17072,19802,2104,0,0,5
5390774272,2624540672,7959277568,11029557248,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:34,159767,3141,477662,22688,83,12,13,82,0,0,2596,5699,0,324,700,809,0,0,5
5391724544,2625716224,7957151744,11028602880,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:35,159767,3141,477949,22688,83,12,13,82,0,0,2610,6866,0,1521,2056,2834,0,0,5
5393289216,2623807488,7957495808,11026423808,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:36,159767,3141,477483,22688,83,12,13,82,0,42,2695,7278,0,2002,3089,2696,0,0,5
5395255296,2621841408,7957495808,11024474112,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:37,159767,3141,477003,22688,83,12,13,82,0,438,2404,5607,0,191,1777,1794,0,0,5
5398929408,2618728448,7956934656,11068706816,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:38,159767,3141,476243,22688,83,12,13,82,0,0,2652,5970,0,5793,6184,3031,0,0,5
5414895616,2600239104,7959457792,11047985152,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:39,159767,3141,471666,22688,83,12,13,82,0,42,2829,7814,0,7452,9954,5496,0,0,5
5375221760,2639466496,7959904256,11060252672,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:40,159767,3141,481306,22688,83,12,13,82,0,0,2613,7018,0,2275,3063,13296,0,0,5
5359636480,2654789632,7960166400,11075579904,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:41,159767,3141,485047,22688,83,12,13,82,0,0,2629,7845,0,1662,2329,6367,0,0,5
5345644544,2671362048,7957585920,11103342592,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:42,159767,3141,489093,22688,83,12,13,82,0,76,2642,5978,0,367,1816,7744,0,0,5
5344583680,2672652288,7957356544,11105099776,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:43,159767,3141,489408,22688,83,12,13,82,0,0,2573,5765,0,750,1226,2348,0,0,5
5345095680,2671878144,7957618688,11104141312,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:44,159767,3141,489219,22688,83,12,13,82,0,22,2619,6208,0,530,1109,946,0,0,5
5344440320,2672267264,7957884928,11104542720,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:45,159767,3141,489314,22688,83,12,13,82,0,34,2589,7109,0,1535,2187,3277,0,0,5
5303611392,2711154688,7959826432,11153793024,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:46,159767,3141,498808,22688,83,12,13,82,0,0,2692,8251,0,3976,5270,13772,0,0,5
5257584640,2757042176,7959961600,11152445440,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:47,159767,3141,510011,22688,83,12,13,82,0,34,2484,6062,0,2128,4148,14251,0,0,5
5258625024,2755633152,7960330240,11150983168,25,13,1203,26,33,0,0,56,975,55,920,108527616,914878464,Mar-23 13:45:48,159767,3141,509667,22688,83,12,13,82,0,0,2580,6014,0,264,924,816,0,0,5
5259948032,2739056640,7975583744,11132059648,25,13,1207,26,33,0,0,56,979,55,924,108527616,914878464,Mar-23 13:45:49,159767,3141,505620,22688,83,12,13,82,0,0,3285,8070,0,9030,13170,5542,0,0,5
5261467648,2737377280,7975743488,11130380288,25,13,1207,26,33,0,0,56,979,55,924,108527616,914878464,Mar-23 13:45:50,159767,3141,505210,22688,83,12,13,82,0,18,2710,7037,0,1697,2312,2690,0,0,5
5266280448,2736631808,7971676160,11158753280,25,13,1207,26,33,0,0,56,979,55,924,108527616,914878464,Mar-23 13:45:51,159767,3141,505028,22688,83,12,13,82,0,12,2691,7125,0,1826,2387,4876,0,0,5
5268250624,2737287168,7969050624,11159445504,25,13,1207,26,33,0,0,56,979,55,924,108527616,914878464,Mar-23 13:45:52,159767,3141,505188,22688,83,12,13,82,0,0,2683,6552,0,261,938,1592,0,0,5
5268762624,2734276608,7971549184,11157999616,25,13,1207,26,33,0,0,56,979,55,924,108527616,914878464,Mar-23 13:45:53,159767,3141,504453,22688,83,12,13,82,0,54,2626,7535,0,1573,3548,2680,0,0,5
5276102656,2736742400,7961743360,11164991488,25,14,1208,26,33,0,0,56,979,55,924,108527616,914878464,Mar-23 13:45:54,159767,3141,505055,22688,83,12,13,82,0,0,2684,6246,0,1026,2518,4408,0,0,5
5277405184,2735333376,7961849856,11163664384,25,14,1208,26,33,0,0,56,979,55,924,108527616,914878464,Mar-23 13:45:55,159767,3141,504711,22688,83,12,13,82,0,0,2612,6736,0,1767,2371,2106,0,0,5
5310287872,2695208960,7969042432,11124043776,25,15,1225,26,33,0,0,56,995,55,940,108527616,914878464,Mar-23 13:45:56,159767,3141,495104,22688,84,12,13,83,0,52,4372,19054,0,38508,40154,26006,0,0,5
5338554368,2670284800,7965716480,11096772608,25,16,1226,26,33,0,0,56,995,55,940,108527616,914878464,Mar-23 13:45:57,159767,3141,488830,22688,84,12,13,83,0,400,8516,12500,0,30137,35498,31062,0,0,5
5333180416,2675306496,7966068736,11101982720,25,16,1226,26,33,0,0,56,995,55,940,108527616,914878464,Mar-23 13:45:58,159767,3141,490056,22688,84,12,13,83,0,248,4106,7409,0,4390,8300,13085,0,0,5
5332774912,2675933184,7965847552,11102613504,25,17,1229,26,33,0,0,56,997,55,942,108527616,914878464,Mar-23 13:45:59,159767,3141,490209,22688,84,12,13,83,0,0,2590,6371,0,993,1487,1573,0,0,5
5318262784,2687574016,7968718848,11113488384,28,17,1230,26,36,0,0,56,995,55,940,108527616,914878464,Mar-23 13:46:00,159767,3141,492925,22688,84,12,13,83,0,158,5211,11731,0,28663,33179,32613,0,0,5
5321146368,2684534784,7968874496,11110690816,28,17,1230,26,36,0,0,56,995,55,940,108527616,914878464,Mar-23 13:46:01,159767,3141,492309,22688,84,12,13,83,0,0,2771,8569,0,3485,5224,4030,0,0,5
5315760128,2695569408,7963226112,11106459648,28,17,1231,27,36,0,0,56,995,55,940,108527616,914878464,Mar-23 13:46:02,159767,3141,495003,22688,84,12,13,83,2,0,3262,9594,1,8192,10580,12383,0,0,5
5330452480,2683183104,7960895488,11096338432,28,17,1230,26,36,0,0,56,995,55,940,108527616,914878464,Mar-23 13:46:03,159767,3141,491979,22688,84,12,13,83,0,368,3004,9471,0,1017,4156,4464,0,0,5
5315014656,2698096640,7961419776,11111256064,28,17,1230,26,36,0,0,56,995,55,940,108527616,914878464,Mar-23 13:46:04,159767,3141,495620,22688,84,12,13,83,0,0,2525,5833,0,769,1413,3691,0,0,5
5316210688,2697416704,7960903680,11110592512,25,17,1227,26,33,0,0,56,995,55,940,108527616,914878464,Mar-23 13:46:05,159767,3141,495454,22688,84,12,13,83,0,40,2470,5653,0,248,1069,1183,0,0,5
5319135232,2694483968,7960911872,11107680256,25,17,1227,26,33,0,0,56,995,55,940,108527616,914878464,Mar-23 13:46:06,159767,3141,494738,22688,84,12,13,83,0,14,2707,8002,0,3239,3917,4122,0,0,5
5309771776,2701381632,7963377664,11121803264,25,17,1227,26,33,0,0,56,995,55,940,108527616,914878464,Mar-23 13:46:07,159767,3141,496422,22688,84,12,13,83,0,0,2743,7327,0,1355,2693,3724,0,0,5
5309169664,2700406784,7964954624,11120783360,25,17,1227,26,33,0,0,56,995,55,940,108527616,914878464,Mar-23 13:46:08,159767,3141,496184,22688,84,12,13,83,0,18,2566,5854,0,672,1273,1216,0,0,5
5301190656,2708279296,7965061120,11112169472,25,17,1227,26,33,0,0,56,995,55,940,108527616,914878464,Mar-23 13:46:09,159767,3141,498106,22688,84,12,13,83,0,0,2841,6191,0,6069,7721,10751,0,0,5
5443428352,2562506752,7968595968,10956857344,25,17,1227,26,33,0,0,56,995,55,940,108527616,914878464,Mar-23 13:46:10,159767,3141,462517,22688,84,12,13,83,0,64,3442,35300,0,42954,64508,26344,0,0,5
5449818112,2558439424,7966273536,10950291456,25,17,1227,26,33,0,0,56,995,55,940,108527616,914878464,Mar-23 13:46:11,159767,3141,461524,22688,84,12,13,83,0,172,2958,8509,0,4069,5693,5896,0,0,5
5452304384,2555428864,7966797824,10947305472,25,17,1227,26,33,0,0,56,995,55,940,108527616,914878464,Mar-23 13:46:12,159767,3141,460789,22688,84,12,13,83,0,0,2536,5747,0,764,1901,1561,0,0,5
5439287296,2568560640,7966683136,10960506880,25,17,1227,26,33,0,0,56,995,55,940,108527616,914878464,Mar-23 13:46:13,159767,3141,463995,22688,84,12,13,83,0,628,2851,7412,0,338,3094,6990,0,0,5
