"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/swap_socket_time_udp_int_net_tcp_proc.csv --swap --socket --time --udp --int --net --tcp --proc 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"swap",,"sockets",,,,,"system","udp",,"interrupts",,,"net/total",,"tcp sockets",,,,,"procs",,
1835008,1021571072,1071,17,19,0,0,Mar-22 21:35:42,17,6,0,15,0,0,0,7,11,0,8,1,2,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:35:43,17,6,0,32,0,0,0,7,11,0,8,1,3,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:35:44,17,6,0,17,0,167,187,7,11,0,8,1,2,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:35:45,17,6,0,18,0,0,0,7,11,0,8,1,2,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:35:46,17,6,0,43,0,31571,6690,7,11,0,9,1,0,0,9
1835008,1021571072,1071,17,19,0,0,Mar-22 21:35:47,17,6,0,15,0,0,0,7,11,0,9,1,2,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:35:48,17,6,0,17,0,56,74,7,11,0,9,1,3,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:35:49,17,6,0,63,0,1882,4751,7,11,0,10,1,5,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:35:50,17,6,0,20,0,10964,252,7,11,0,10,1,2,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:35:51,17,6,0,20,0,7158,1676,7,11,0,10,1,2,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:35:52,17,6,0,17,0,0,0,7,11,0,10,1,3,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:35:53,17,6,0,14,0,0,0,7,11,0,10,1,2,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:35:54,17,6,0,21,0,396,446,7,11,0,9,1,4,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:35:55,17,6,0,35,0,0,0,7,11,0,9,1,3,0,0
1835008,1021571072,1089,17,19,0,0,Mar-22 21:35:56,17,8,0,69,0,23250,12829,7,11,0,9,1,3,0,36
1835008,1021571072,1089,17,19,0,0,Mar-22 21:35:57,17,8,0,16,0,0,358,7,11,0,9,1,2,0,0
1835008,1021571072,1089,17,19,0,0,Mar-22 21:35:58,17,8,0,18,0,167,187,7,11,0,9,1,6,0,1
1835008,1021571072,1089,17,19,0,0,Mar-22 21:35:59,17,8,0,24,0,6480,1136,7,11,0,9,1,4,0,8
1835008,1021571072,1089,17,19,0,0,Mar-22 21:36:00,17,8,0,15,0,0,0,7,11,0,9,1,1,0,0
1835008,1021571072,1090,18,19,0,0,Mar-22 21:36:01,17,8,0,44,0,376,1813,7,10,1,9,2,5,0,16
1835008,1021571072,1089,17,19,0,0,Mar-22 21:36:02,17,8,0,34,0,16963,4233,7,11,0,10,1,2,0,0
1835008,1021571072,1089,17,19,0,0,Mar-22 21:36:03,17,8,0,15,0,0,0,7,11,0,10,1,5,0,0
1835008,1021571072,1089,17,19,0,0,Mar-22 21:36:04,17,8,0,15,0,0,0,7,11,0,10,1,2,0,8
1835008,1021571072,1089,17,19,0,0,Mar-22 21:36:05,17,8,0,15,0,0,0,7,11,0,10,1,7,0,0
1835008,1021571072,1089,17,19,0,0,Mar-22 21:36:06,17,8,0,21,0,650,484,7,11,0,9,1,3,0,8
1835008,1021571072,1089,17,19,0,0,Mar-22 21:36:07,17,8,0,30,0,0,0,7,11,0,9,1,3,0,0
1835008,1021571072,1089,17,19,0,0,Mar-22 21:36:08,17,8,0,14,0,0,0,7,11,0,9,1,3,0,0
1835008,1021571072,1089,17,19,0,0,Mar-22 21:36:09,17,8,0,17,0,167,187,7,11,0,9,1,3,0,8
1835008,1021571072,1089,17,19,0,0,Mar-22 21:36:10,17,8,0,16,0,70,0,7,11,0,8,1,2,0,1
1835008,1021571072,1090,17,19,0,0,Mar-22 21:36:11,17,9,0,43,0,32947,4526,7,11,0,8,1,4,0,14
1835008,1021571072,1092,17,19,0,0,Mar-22 21:36:12,17,11,0,72,0,15229,17387,7,11,0,9,1,1,1,2
1835008,1021571072,1092,17,19,0,0,Mar-22 21:36:13,17,11,0,66,0,17812,5741,7,11,0,9,1,4,0,0
1835008,1021571072,1092,17,19,0,0,Mar-22 21:36:14,17,11,0,30,0,1178,791,7,11,0,9,1,4,0,4
1835008,1021571072,1095,17,22,0,0,Mar-22 21:36:15,20,11,0,61,0,44984,3923,7,11,0,9,1,2,0,4
1835008,1021571072,1095,17,22,0,0,Mar-22 21:36:16,20,11,0,19,0,172,1132,7,11,0,8,1,3,0,7
1835008,1021571072,1095,17,22,0,0,Mar-22 21:36:17,20,11,0,16,0,0,920,7,11,0,8,1,2,0,1
1835008,1021571072,1095,17,22,0,0,Mar-22 21:36:18,20,11,0,16,0,0,920,7,11,0,8,1,6,0,0
1835008,1021571072,1098,17,25,0,0,Mar-22 21:36:19,20,14,0,33,0,0,510,7,11,0,8,1,2,0,0
1835008,1021571072,1092,17,19,0,0,Mar-22 21:36:20,17,11,0,24,0,1542,1457,7,11,0,6,1,3,0,8
1835008,1021571072,1092,17,19,0,0,Mar-22 21:36:21,17,11,0,23,0,436,535,7,11,0,6,1,5,0,0
1835008,1021571072,1092,17,19,0,0,Mar-22 21:36:22,17,11,0,15,0,0,358,7,11,0,6,1,2,0,8
1835008,1021571072,1092,17,19,0,0,Mar-22 21:36:23,17,11,0,27,0,1659,4490,7,11,0,7,1,7,0,1
1835008,1021571072,1092,17,19,0,0,Mar-22 21:36:24,17,11,0,26,0,15562,1410,7,11,0,7,1,2,0,0
1835008,1021571072,1092,17,19,0,0,Mar-22 21:36:25,17,11,0,38,0,0,0,7,11,0,7,1,1,0,9
1835008,1021571072,1092,17,19,0,0,Mar-22 21:36:26,17,11,0,17,0,78,106,7,11,0,7,1,1,0,0
1835008,1021571072,1092,17,19,0,0,Mar-22 21:36:27,17,11,0,15,0,0,0,7,11,0,7,1,6,0,8
1835008,1021571072,1091,17,19,0,0,Mar-22 21:36:28,17,10,0,17,0,0,358,7,11,0,7,1,3,0,0
1835008,1021571072,1091,17,19,0,0,Mar-22 21:36:29,17,10,0,16,0,167,187,7,11,0,6,1,7,0,0
1835008,1021571072,1085,17,19,0,0,Mar-22 21:36:30,17,10,0,20,0,42,62,7,11,0,6,1,6,0,8
1835008,1021571072,1075,17,19,0,0,Mar-22 21:36:31,17,10,0,49,0,650,484,7,11,0,6,1,6,0,0
1835008,1021571072,1075,17,19,0,0,Mar-22 21:36:32,17,10,0,14,0,0,0,7,11,0,6,1,1,0,8
1835008,1021571072,1075,17,19,0,0,Mar-22 21:36:33,17,10,0,15,0,0,358,7,11,0,6,1,3,0,0
1835008,1021571072,1075,17,19,0,0,Mar-22 21:36:34,17,10,0,40,0,16213,5462,7,11,0,7,1,3,0,0
1835008,1021571072,1075,17,19,0,0,Mar-22 21:36:35,17,10,0,22,0,1444,924,7,11,0,7,1,5,0,9
1835008,1021571072,1075,17,19,0,0,Mar-22 21:36:36,17,10,0,15,0,0,0,7,11,0,7,1,5,0,0
1835008,1021571072,1078,17,19,0,0,Mar-22 21:36:37,17,10,0,43,0,616,619,7,12,0,7,1,2,0,8
1835008,1021571072,1076,17,19,0,0,Mar-22 21:36:38,17,10,0,20,0,552,806,7,11,1,7,1,2,0,0
1835008,1021571072,1076,17,19,0,0,Mar-22 21:36:39,17,10,0,16,0,0,106,7,11,1,6,1,4,0,0
1835008,1021571072,1075,17,19,0,0,Mar-22 21:36:40,17,9,0,16,0,0,106,7,11,1,6,1,2,0,8
1835008,1021571072,1074,17,19,0,0,Mar-22 21:36:41,17,8,0,18,0,382,243,7,11,1,6,1,1,0,0
1835008,1021571072,1073,17,19,0,0,Mar-22 21:36:42,17,8,0,16,0,86,106,7,11,0,6,1,1,0,8
1835008,1021571072,1073,17,19,0,0,Mar-22 21:36:43,17,8,0,34,0,0,358,7,11,0,6,1,2,0,0
1835008,1021571072,1072,17,19,0,0,Mar-22 21:36:44,17,7,0,15,0,0,0,7,11,0,6,1,3,0,0
1835008,1021571072,1072,17,19,0,0,Mar-22 21:36:45,17,7,0,37,0,16468,5838,7,11,0,7,1,8,0,8
1835008,1021571072,1073,18,19,0,0,Mar-22 21:36:46,17,7,0,21,0,1333,1999,7,10,1,7,2,4,0,0
1835008,1021571072,1072,17,19,0,0,Mar-22 21:36:47,17,7,0,36,0,26578,4637,7,11,0,7,1,4,0,9
1835008,1021571072,1072,17,19,0,0,Mar-22 21:36:48,17,7,0,15,0,0,0,7,11,0,7,1,3,0,0
1835008,1021571072,1072,17,19,0,0,Mar-22 21:36:49,17,7,0,36,0,8622,825,7,11,0,7,1,5,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:36:50,17,6,0,19,0,112,148,7,11,0,7,1,4,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:36:51,17,6,0,16,0,142,170,7,11,0,6,1,2,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:36:52,17,6,0,16,0,0,170,7,11,0,6,1,3,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:36:53,17,6,0,15,0,0,0,7,11,0,6,1,3,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:36:54,17,6,0,20,0,396,804,7,11,0,6,1,3,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:36:55,17,6,0,26,0,0,0,7,11,0,6,1,2,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:36:56,17,6,0,45,0,17645,5940,7,11,0,7,1,1,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:36:57,17,6,0,15,0,0,0,7,11,0,7,1,2,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:36:58,17,6,0,15,0,0,0,7,11,0,7,1,8,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:36:59,17,6,0,15,0,0,358,7,11,0,7,1,3,0,1
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:00,17,6,0,15,0,0,0,7,11,0,7,1,3,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:01,17,6,0,34,0,172,212,7,11,0,7,1,2,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:02,17,6,0,15,0,0,0,7,11,0,7,1,4,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:03,17,6,0,14,0,0,0,7,11,0,6,1,3,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:04,17,6,0,16,0,0,358,7,11,0,6,1,3,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:05,17,6,0,15,0,0,0,7,11,0,6,1,3,0,8
1835008,1021571072,1072,18,19,0,0,Mar-22 21:37:06,17,6,0,20,0,416,1813,7,10,1,6,2,3,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:07,17,6,0,60,0,16923,4233,7,11,0,7,1,3,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:08,17,6,0,14,0,0,0,7,11,0,7,1,3,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:09,17,6,0,18,0,167,545,7,11,0,7,1,3,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:10,17,6,0,16,0,70,0,7,11,0,7,1,4,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:11,17,6,0,17,0,42,0,7,11,0,7,1,2,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:12,17,6,0,14,0,0,0,7,11,0,7,1,8,0,9
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:13,17,6,0,38,0,0,0,7,11,0,7,1,4,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:14,17,6,0,22,0,737,633,7,11,0,6,1,5,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:15,17,6,0,20,0,616,358,7,11,0,6,1,3,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:16,17,6,0,14,0,0,0,7,11,0,6,1,2,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:37:17,17,6,0,18,0,298,1707,7,10,1,6,2,3,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:18,17,6,0,34,0,16923,4233,7,11,0,7,1,5,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:19,17,6,0,33,0,0,0,7,11,0,7,1,4,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:20,17,6,0,16,0,0,358,7,11,0,7,1,7,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:21,17,6,0,23,0,1094,730,7,11,0,7,1,4,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:22,17,6,0,15,0,0,0,7,11,0,7,1,2,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:23,17,6,0,15,0,0,0,7,11,0,7,1,3,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:37:24,17,6,0,15,0,0,0,7,11,0,6,1,3,0,1
1835008,1021571072,1072,18,19,0,0,Mar-22 21:37:25,17,6,0,62,0,8111,11077,7,13,0,6,0,6,0,9
1835008,1021571072,1072,18,19,0,0,Mar-22 21:37:26,17,6,0,14,0,0,0,7,13,0,6,0,4,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:37:27,17,6,0,15,0,0,0,7,13,0,6,0,4,0,8
1835008,1021571072,1073,19,19,0,0,Mar-22 21:37:28,17,6,0,20,0,465,1894,7,12,1,6,1,3,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:37:29,17,6,0,35,0,17090,4380,7,13,0,7,0,2,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:37:30,17,6,0,16,0,0,358,7,13,0,7,0,6,0,8
1835008,1021571072,1072,18,19,0,0,Mar-22 21:37:31,17,6,0,32,0,0,0,7,13,0,7,0,2,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:37:32,17,6,0,16,0,0,0,7,13,0,7,0,8,0,8
1835008,1021571072,1072,18,19,0,0,Mar-22 21:37:33,17,6,0,14,0,0,0,7,13,0,7,0,4,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:37:34,17,6,0,18,0,396,446,7,13,0,6,0,9,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:37:35,17,6,0,9,0,0,0,7,13,0,6,0,2,0,8
1835008,1021571072,1072,18,19,0,0,Mar-22 21:37:36,17,6,0,16,0,0,358,7,13,0,6,0,2,0,1
1835008,1021571072,1072,18,19,0,0,Mar-22 21:37:37,17,6,0,40,0,0,0,7,13,0,6,0,2,0,8
1835008,1021571072,1072,18,19,0,0,Mar-22 21:37:38,17,6,0,14,0,0,0,7,13,0,6,0,3,0,0
1835008,1021571072,1073,19,19,0,0,Mar-22 21:37:39,17,6,0,17,0,338,1707,7,12,1,6,1,1,0,0
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:40,17,6,0,37,0,17639,4783,7,13,1,7,0,4,0,8
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:41,17,6,0,17,0,0,564,7,13,1,7,0,3,0,0
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:42,17,6,0,13,0,0,0,7,13,1,7,0,2,0,8
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:43,17,6,0,46,0,167,393,7,13,1,7,0,2,0,0
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:44,17,6,0,15,0,0,0,7,13,1,7,0,2,0,0
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:45,17,6,0,15,0,0,0,7,13,1,7,0,1,0,8
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:46,17,6,0,22,0,596,570,7,13,1,6,0,2,0,0
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:47,17,6,0,16,0,0,206,7,13,1,6,0,7,0,8
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:48,17,6,0,15,0,0,0,7,13,1,5,0,2,0,1
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:49,17,6,0,54,0,16512,5901,7,13,1,6,0,2,0,0
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:50,17,6,0,27,0,16395,3524,7,13,1,7,0,3,0,8
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:51,17,6,0,33,0,16146,3246,7,13,1,7,0,2,0,0
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:52,17,6,0,18,0,56,74,7,13,1,7,0,5,0,8
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:53,17,6,0,15,0,0,0,7,13,1,7,0,3,1,0
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:54,17,6,0,20,0,396,446,7,13,1,7,0,4,0,0
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:55,17,6,0,40,0,0,0,7,13,1,7,0,3,0,8
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:56,17,6,0,16,0,0,206,7,13,1,7,0,3,0,0
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:57,17,6,0,16,0,0,358,7,13,1,6,0,2,0,8
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:58,17,6,0,14,0,0,0,7,13,1,6,0,4,0,0
1835008,1021571072,1075,19,19,0,0,Mar-22 21:37:59,17,6,0,14,0,0,0,7,13,1,6,0,2,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:00,17,6,0,15,0,0,0,7,13,0,6,0,3,0,8
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:01,17,6,0,63,0,1209,3192,7,13,0,7,0,3,0,9
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:02,17,6,0,31,0,16012,3106,7,13,0,7,0,3,0,8
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:03,17,6,0,15,0,0,0,7,13,0,7,0,0,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:04,17,6,0,15,0,0,0,7,13,0,7,0,2,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:05,17,6,0,15,0,0,0,7,13,0,7,0,4,0,4
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:06,17,6,0,15,0,0,0,7,13,0,7,0,5,0,4
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:07,17,6,0,44,0,0,0,7,13,0,6,0,3,0,7
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:08,17,6,0,15,0,0,0,7,13,0,6,0,3,0,1
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:09,17,6,0,19,0,253,293,7,12,0,6,1,3,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:10,17,6,0,16,0,70,0,7,12,0,6,1,0,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:11,17,6,0,18,0,424,0,7,12,0,6,1,2,0,8
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:12,17,6,0,20,0,1249,3192,7,12,0,7,1,7,0,1
1835008,1021571072,1075,19,19,0,0,Mar-22 21:38:13,17,6,0,74,0,16727,3494,7,13,0,7,1,2,0,8
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:14,17,6,0,24,0,808,704,7,12,0,8,1,2,0,0
1835008,1021571072,1075,18,22,0,0,Mar-22 21:38:15,20,6,0,17,0,174,920,7,12,0,8,1,2,0,0
1835008,1021571072,1075,18,22,0,0,Mar-22 21:38:16,20,6,0,20,0,691,1107,7,12,0,8,1,1,0,8
1835008,1021571072,1075,18,22,0,0,Mar-22 21:38:17,20,6,0,16,0,0,920,7,12,0,8,1,2,0,0
1835008,1021571072,1075,18,22,0,0,Mar-22 21:38:18,20,6,0,16,0,0,920,7,12,0,8,1,5,0,8
1835008,1021571072,1075,18,22,0,0,Mar-22 21:38:19,20,6,0,43,0,0,0,7,12,0,7,1,4,0,2
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:20,17,6,0,14,0,0,0,7,12,0,7,1,2,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:21,17,6,0,16,0,0,0,7,12,0,7,1,3,0,8
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:22,17,6,0,16,0,0,0,7,12,0,7,1,4,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:23,17,6,0,24,0,1619,4490,7,12,0,8,1,3,0,8
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:24,17,6,0,18,0,10964,252,7,12,0,8,1,6,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:25,17,6,0,46,0,7158,1358,7,12,0,8,1,2,0,1
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:26,17,6,0,16,0,0,0,7,12,0,8,1,5,0,8
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:27,17,6,0,16,0,0,358,7,12,0,8,1,3,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:28,17,6,0,15,0,0,0,7,12,0,8,1,3,0,8
1835008,1021571072,1072,18,19,0,0,Mar-22 21:38:29,17,6,0,16,0,167,187,7,12,0,7,1,2,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:38:30,17,6,0,20,0,442,399,7,11,0,7,1,2,0,0
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:31,17,6,0,61,0,166,146,7,10,0,7,2,3,0,381
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:32,17,6,0,17,0,0,358,7,10,0,7,2,7,0,149
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:33,17,6,0,14,0,0,0,7,10,0,7,2,2,0,8
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:34,17,6,0,18,0,396,446,7,10,0,7,2,6,0,0
1835008,1021571072,1078,18,19,0,0,Mar-22 21:38:35,17,6,0,20,0,380,1809,7,9,1,7,3,4,0,26
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:36,17,6,0,40,0,17347,4193,7,10,0,8,2,6,0,8
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:37,17,6,0,52,0,78,106,7,10,0,8,2,2,0,1
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:38,17,6,0,19,0,0,358,7,10,0,8,2,4,0,8
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:39,17,6,0,15,0,0,0,7,10,0,8,2,8,0,15
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:40,17,6,0,13,0,0,0,7,10,0,7,2,2,0,15
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:41,17,6,0,15,0,0,0,7,10,0,7,2,6,0,11
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:42,17,6,0,13,0,0,0,7,10,0,7,2,3,0,13
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:43,17,6,0,35,0,0,358,7,10,0,7,2,1,0,9
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:44,17,6,0,14,0,167,187,7,10,0,7,2,6,0,0
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:45,17,6,0,14,0,0,0,7,10,0,7,2,6,0,0
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:46,17,6,0,20,0,1249,3192,7,10,0,8,2,6,0,8
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:47,17,6,0,34,0,15972,2748,7,10,0,8,2,2,0,0
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:48,17,6,0,16,0,0,358,7,10,0,8,2,6,0,8
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:49,17,6,0,37,0,0,0,7,10,0,8,2,4,0,0
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:50,17,6,0,48,0,31738,6605,7,10,0,8,2,6,0,1
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:51,17,6,0,16,0,0,0,7,10,0,8,2,6,0,8
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:52,17,6,0,15,0,0,0,7,10,0,7,2,9,1,0
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:53,17,6,0,18,0,112,148,7,10,0,7,2,3,0,8
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:54,17,6,0,20,0,396,804,7,10,0,7,2,3,0,0
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:55,17,6,0,32,0,0,0,7,10,0,7,2,2,0,0
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:56,17,6,0,17,0,86,106,7,10,0,7,2,3,0,8
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:57,17,6,0,21,0,1249,3192,7,10,0,8,2,4,0,0
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:58,17,6,0,31,0,16259,3055,7,10,0,8,2,3,0,8
1835008,1021571072,1077,17,19,0,0,Mar-22 21:38:59,17,6,0,14,0,0,358,7,10,0,8,2,2,0,0
1835008,1021571072,1077,17,19,0,0,Mar-22 21:39:00,17,6,0,11,0,0,0,7,10,0,8,2,2,0,0
1835008,1021571072,1077,17,19,0,0,Mar-22 21:39:01,17,6,0,55,0,650,484,7,10,0,8,2,5,0,16
1835008,1021571072,1071,17,19,0,0,Mar-22 21:39:02,17,6,0,16,0,0,0,7,10,0,7,2,8,0,4
1835008,1021571072,1071,17,19,0,0,Mar-22 21:39:03,17,6,0,14,0,0,0,7,10,0,7,2,2,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:39:04,17,6,0,16,0,0,358,7,10,0,7,2,8,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:39:05,17,6,0,15,0,0,0,7,10,0,7,2,7,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:39:06,17,6,0,15,0,0,0,7,10,0,7,2,9,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:39:07,17,6,0,36,0,0,0,7,10,0,7,2,7,0,0
1835008,1021571072,1072,18,19,0,0,Mar-22 21:39:08,17,6,0,18,0,338,1707,7,9,1,7,3,6,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:39:09,17,6,0,33,0,16883,4511,7,10,0,8,2,5,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:39:10,17,6,0,18,0,237,187,7,10,0,8,2,2,0,0
1835008,1021571072,1071,17,19,0,0,Mar-22 21:39:11,17,6,0,14,0,0,0,7,10,0,8,2,2,0,8
1835008,1021571072,1071,17,19,0,0,Mar-22 21:39:12,17,6,0,15,0,0,0,7,10,0,7,2,2,0,0
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:13,17,6,0,61,0,4028,10181,7,11,0,7,2,6,0,8
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:14,17,6,0,32,0,7771,2234,7,11,0,6,2,6,0,1
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:15,17,6,0,17,0,0,358,7,11,0,6,2,4,0,0
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:16,17,6,0,17,0,216,106,7,11,0,6,2,7,0,9
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:17,17,6,0,22,0,777,187,7,11,0,6,2,3,0,0
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:18,17,6,0,15,0,0,0,7,11,0,6,2,2,0,8
1835008,1021571072,1070,19,19,0,0,Mar-22 21:39:19,17,6,0,36,0,298,1707,7,10,1,6,3,3,0,0
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:20,17,6,0,42,0,18515,6531,7,11,0,7,2,2,0,0
1835008,1021571072,1069,18,19,0,0,Mar-22 21:39:21,17,6,0,14,0,0,0,7,11,0,7,2,3,0,8
