"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/socket_raw_sys_fs_page_net_vm-adv_vm.csv --socket --raw --sys --fs --page --net --vm-adv --vm 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"sockets",,,,,"raw","system",,"filesystem",,"paging",,"net/total",,"advanced virtual memory",,,,,"virtual memory",,,
1092,17,19,0,0,0,1032,2349,13664,350072,0,0,1659,4490,0,0,0,0,0,0,688,290,319
1092,17,19,0,0,0,767,1257,13664,350071,0,0,15562,1410,0,0,0,0,0,0,15,361,517
1092,17,19,0,0,0,899,2613,13696,350081,0,0,0,0,0,0,0,0,0,0,1495,1707,1580
1092,17,19,0,0,0,2396,4531,13248,350080,0,0,78,106,0,0,0,0,0,0,455,816,10607
1092,17,19,0,0,0,1172,2563,13248,350078,0,0,0,0,0,0,0,0,0,0,2076,2310,3521
1091,17,19,0,0,0,817,1368,13248,348958,0,0,0,358,0,0,0,0,0,0,19,231,2002
1091,17,19,0,0,0,774,1283,13248,348968,0,0,167,187,0,0,0,0,0,0,409,899,546
1085,17,19,0,0,0,1068,2945,13216,348898,0,0,42,62,0,0,0,0,0,0,1437,1457,4600
1075,17,19,0,0,0,1388,2940,13184,348728,0,0,650,484,0,0,0,0,0,0,294,1120,6692
1075,17,19,0,0,0,952,2527,13184,348737,0,0,0,0,0,0,0,0,0,0,1460,1829,1805
1075,17,19,0,0,0,738,1419,13184,348738,0,0,0,358,0,0,0,0,0,0,81,263,954
1075,17,19,0,0,0,989,2272,13184,348739,0,0,16213,5462,0,0,0,0,0,0,174,546,508
1075,17,19,0,0,0,1078,2724,13184,348678,0,0,1444,924,0,0,0,0,0,0,1929,1738,1815
1075,17,19,0,0,0,717,1196,13184,348679,0,0,0,0,0,0,0,0,0,0,334,703,706
1078,17,19,0,0,0,1082,2596,13184,348691,0,0,616,619,0,0,0,0,0,0,1842,1912,1902
1076,17,19,0,0,0,783,1319,13184,348689,0,0,552,806,0,0,0,0,0,0,42,268,101
1076,17,19,0,0,0,725,1245,13184,348697,0,0,0,106,0,0,0,0,0,0,345,296,881
1075,17,19,0,0,0,956,2494,13152,348697,0,0,0,106,0,0,0,0,0,0,1316,1684,1437
1074,17,19,0,0,0,744,1280,13152,348697,0,0,382,243,0,0,0,0,0,0,479,1160,769
1073,17,19,0,0,0,954,2571,13152,348694,0,0,86,106,0,0,0,0,0,0,1283,1397,2058
1073,17,19,0,0,0,769,1328,13152,348695,0,0,0,358,0,0,0,0,0,0,208,245,154
1072,17,19,0,0,0,1265,4016,13120,348703,0,0,0,0,0,0,0,0,0,0,1153,1886,1480
1072,17,19,0,0,0,1309,33287,13152,349764,0,0,16468,5838,0,0,0,0,0,0,51707,73263,21732
1073,18,19,0,0,0,1046,2914,13152,349785,0,0,1333,1999,0,0,0,0,0,0,863,1620,949
1072,17,19,0,0,0,1112,2666,13152,349784,0,0,26578,4637,0,0,0,0,0,0,1756,1515,1507
1072,17,19,0,0,0,794,1328,13152,349783,0,0,0,0,0,0,0,0,0,0,16,86,234
1072,17,19,0,0,0,731,1287,13152,349783,0,0,8622,825,0,0,0,0,0,0,96,267,362
1071,17,19,0,0,0,953,2502,13152,349783,0,0,112,148,0,0,0,0,0,0,1303,1645,1387
1071,17,19,0,0,0,830,2083,13152,349826,0,0,142,170,0,0,0,0,0,0,4795,5897,2171
1071,17,19,0,0,0,1002,2489,13184,349837,0,0,0,170,0,0,0,0,0,0,1605,1853,2080
1071,17,19,0,0,0,725,1351,13184,349847,0,0,0,0,0,0,0,0,0,0,171,188,84
1071,17,19,0,0,0,758,1318,13184,349846,0,0,396,804,0,0,0,0,0,0,4,372,12376
1071,17,19,0,0,0,1003,2561,13184,349847,0,0,0,0,0,0,0,0,0,0,1503,1559,3671
1071,17,19,0,0,0,923,2172,13184,349848,0,0,17645,5940,0,0,0,0,0,0,33,466,493
1071,17,19,0,0,0,970,2483,13184,349846,0,0,0,0,0,0,0,0,0,0,1346,1374,1495
1071,17,19,0,0,0,792,1317,13184,349857,0,0,0,0,0,0,0,0,0,0,28,259,466
1071,17,19,0,0,0,772,1385,13184,349856,0,0,0,358,0,0,0,0,0,0,575,235,492
1071,17,19,0,0,0,976,2649,13184,349875,0,0,0,0,0,0,0,0,0,0,1700,2126,1629
1071,17,19,0,0,0,1071,3724,13184,349877,0,0,172,212,0,0,0,0,0,0,1644,1962,39166
1071,17,19,0,0,0,2029,7389,13184,349875,0,0,0,0,0,0,0,0,0,0,1274,3910,3885
1071,17,19,0,0,0,755,1252,13184,349874,0,0,0,0,0,0,0,0,0,0,258,97,234
1071,17,19,0,0,0,821,1388,13184,349875,0,0,0,358,0,0,0,0,0,0,24,696,584
1071,17,19,0,0,0,954,2477,13184,349875,0,0,0,0,0,0,0,0,0,0,1362,1387,1495
1072,18,19,0,0,0,779,2196,13184,349876,0,0,416,1813,0,0,0,0,0,0,8,440,975
1071,17,19,0,0,0,1078,2610,13184,349896,0,0,16923,4233,0,0,0,0,0,0,2974,3016,2031
1071,17,19,0,0,0,734,1304,13184,349895,0,0,0,0,0,0,0,0,0,0,19,87,247
1071,17,19,0,0,0,715,1249,13184,349895,0,0,167,545,0,0,0,0,0,0,73,389,383
1071,17,19,0,0,0,912,2564,13184,349896,0,0,70,0,0,0,0,0,0,0,1339,1529,1382
1071,17,19,0,0,0,678,1183,13184,349895,0,0,42,0,0,0,0,0,0,0,263,353,475
1071,17,19,0,0,0,978,2575,13184,349835,0,0,0,0,0,0,0,0,0,0,1754,1528,1613
1071,17,19,0,0,0,838,1324,13184,349836,0,0,0,0,0,0,0,0,0,0,366,527,246
1071,17,19,0,0,0,766,1342,13184,348723,0,0,737,633,0,0,0,0,0,0,41,199,3480
1071,17,19,0,0,0,932,2625,13184,348734,0,0,616,358,0,0,0,0,0,0,1735,1819,1411
1071,17,19,0,0,0,761,1289,13184,348735,0,0,0,0,0,0,0,0,0,0,105,760,576
1072,18,19,0,0,0,995,3207,13184,348735,0,0,298,1707,0,0,0,0,0,0,1345,1423,1609
1071,17,19,0,0,0,828,1384,13184,348735,0,0,16923,4233,0,0,0,0,0,0,3,96,91
1071,17,19,0,0,0,769,1270,13184,348735,0,0,0,0,0,0,0,0,0,0,283,264,361
1071,17,19,0,0,0,931,2537,13184,348734,0,0,0,358,0,0,0,0,0,0,1317,1625,1511
1071,17,19,0,0,0,809,1758,13184,348754,0,0,1094,730,0,0,0,0,0,0,483,975,1299
1071,17,19,0,0,0,930,2628,13216,348768,0,0,0,0,0,0,0,0,0,0,1689,2006,1386
1071,17,19,0,0,0,1110,2419,13216,348767,0,0,0,0,0,0,0,0,0,0,258,716,1112
1071,17,19,0,0,0,772,1330,13184,348767,0,0,0,0,0,0,0,0,0,0,483,377,524
1072,18,19,0,0,0,1162,3509,13184,348769,0,0,8111,11077,0,0,0,0,0,0,1393,1666,1382
1072,18,19,0,0,0,751,1338,13184,348767,0,0,0,0,0,0,0,0,0,0,16,373,500
1072,18,19,0,0,0,912,2469,13184,348768,0,0,0,0,0,0,0,0,0,0,1846,1876,1635
1073,19,19,0,0,0,952,2206,13184,348789,0,0,465,1894,0,0,0,0,0,0,297,728,1180
1072,18,19,0,0,0,730,1256,13184,348789,0,0,17090,4380,0,0,0,0,0,0,386,413,411
1072,18,19,0,0,0,2038,36442,13184,349857,0,0,0,358,0,0,0,0,0,0,54000,75768,23167
1072,18,19,0,0,0,806,1347,13184,349858,0,0,0,0,0,0,0,0,0,0,303,802,647
1072,18,19,0,0,0,924,2399,13184,349858,0,0,0,0,0,0,0,0,0,0,1289,1371,1395
1072,18,19,0,0,0,794,1357,13184,349857,0,0,0,0,0,0,0,0,0,0,73,358,481
1072,18,19,0,0,0,2275,6876,13184,349858,0,0,396,446,0,0,0,0,0,0,28,2207,2055
1072,18,19,0,0,0,1000,2497,13184,349868,0,0,0,0,0,0,0,0,0,0,1675,1516,1375
1072,18,19,0,0,0,825,1241,13184,349877,0,0,0,358,0,0,0,0,0,0,513,566,1110
1072,18,19,0,0,0,1042,2850,13184,349887,0,0,0,0,0,0,0,0,0,0,1668,2025,1567
1072,18,19,0,0,0,773,1382,13184,349887,0,0,0,0,0,0,0,0,0,0,61,460,401
1073,19,19,0,0,0,848,2070,13184,349887,0,0,338,1707,0,0,0,0,0,0,292,165,289
1075,19,19,0,0,0,1078,2713,13216,349890,0,0,17639,4783,0,0,0,0,0,0,1314,1546,1489
1075,19,19,0,0,0,1583,2748,13216,349890,0,0,0,564,0,0,0,0,0,0,73,1129,1124
1075,19,19,0,0,0,1815,4057,13216,349899,0,0,0,0,0,0,0,0,0,0,1398,2288,2292
1075,19,19,0,0,0,1680,2936,13216,349900,0,0,167,393,0,0,0,0,0,0,285,1327,1203
1075,19,19,0,0,0,1531,2726,13216,349899,0,0,0,0,0,0,0,0,0,0,18,869,1015
1075,19,19,0,0,0,1828,4088,13216,349909,0,0,0,0,0,0,0,0,0,0,1505,2341,2272
1075,19,19,0,0,0,1631,2875,13216,349910,0,0,596,570,0,0,0,0,0,0,31,1299,1206
1075,19,19,0,0,0,1749,4048,13216,349849,0,0,0,206,0,0,0,0,0,0,1529,2181,2370
1075,19,19,0,0,0,1662,2992,13216,349849,0,0,0,0,0,0,0,0,0,0,333,1341,1373
1075,19,19,0,0,0,1771,3758,13216,349861,0,0,16512,5901,0,0,0,0,0,0,287,1326,1238
1075,19,19,0,0,0,2052,5622,13184,349859,0,0,16395,3524,0,0,0,0,0,0,1301,2711,2815
1075,19,19,0,0,0,1659,2864,13184,349858,0,0,16146,3246,0,0,0,0,0,0,263,886,1139
1075,19,19,0,0,0,1898,4445,13184,349870,0,0,56,74,0,0,0,0,0,0,1663,2987,2434
1075,19,19,0,0,0,1588,2878,13184,349869,0,0,0,0,0,0,0,0,0,0,73,1176,1270
1075,19,19,0,0,0,1639,2912,13184,349870,0,0,396,446,0,0,0,0,0,0,4,1018,924
1075,19,19,0,0,0,1725,4023,13216,349870,0,0,0,0,0,0,0,0,0,0,1574,2197,2167
1075,19,19,0,0,0,1602,2965,13216,349883,0,0,0,206,0,0,0,0,0,0,953,1882,1607
1075,19,19,0,0,0,1816,4209,13216,348770,0,0,0,358,0,0,0,0,0,0,1502,2854,5098
1075,19,19,0,0,0,1680,3035,13216,348720,0,0,0,0,0,0,0,0,0,0,38,1388,1503
1075,19,19,0,0,0,1505,2785,13216,348719,0,0,0,0,0,0,0,0,0,0,274,882,1007
1072,18,19,0,0,0,1535,3493,13216,348727,0,0,0,0,0,0,0,0,0,0,1395,2467,2647
1072,18,19,0,0,0,1278,4488,13216,348729,0,0,1209,3192,0,0,0,0,0,0,2103,1605,1609
1072,18,19,0,0,0,826,2540,13216,348725,0,0,16012,3106,0,0,0,0,0,0,1279,1362,1496
1072,18,19,0,0,0,821,1358,13216,348736,0,0,0,0,0,0,0,0,0,0,484,787,477
1072,18,19,0,0,0,731,1270,13216,348736,0,0,0,0,0,0,0,0,0,0,21,89,107
1072,18,19,0,0,0,750,1808,13216,348737,0,0,0,0,0,0,0,0,0,0,683,787,721
1072,18,19,0,0,0,1117,2445,13184,348736,0,0,0,0,0,0,0,0,0,0,699,1595,1648
1072,18,19,0,0,0,1004,2538,13184,348753,0,0,0,0,0,0,0,0,0,0,1650,1544,1098
1072,18,19,0,0,0,800,1467,13184,348745,0,0,0,0,0,0,0,0,0,0,170,462,807
1072,18,19,0,0,0,764,1319,13184,348746,0,0,253,293,0,0,0,0,0,0,73,299,172
1072,18,19,0,0,0,770,1336,13184,348747,0,0,70,0,0,0,0,0,0,0,47,385,495
1072,18,19,0,0,0,786,2472,13184,348755,0,0,424,0,0,0,0,0,0,0,1556,1372,1476
1072,18,19,0,0,0,836,2013,13184,348757,0,0,1249,3192,0,0,0,0,0,0,144,379,291
1075,19,19,0,0,0,1216,2763,13184,348759,0,0,16727,3494,0,0,0,0,0,0,1708,1786,1767
1072,18,19,0,0,0,854,1560,13184,348755,0,0,808,704,0,0,0,0,0,0,20,243,361
1075,18,22,0,0,0,2243,35008,13184,349829,0,0,174,920,0,0,0,0,0,0,52230,74143,25967
1075,18,22,0,0,0,937,2448,13216,349829,0,0,691,1107,0,0,0,0,0,0,1309,1366,1373
1075,18,22,0,0,0,661,1175,13216,349828,0,0,0,920,0,0,0,0,0,0,73,86,227
1075,18,22,0,0,0,914,2327,13216,349839,0,0,0,920,0,0,0,0,0,0,1384,1886,1767
1075,18,22,0,0,0,916,1744,13216,349827,0,0,0,0,0,0,0,0,0,0,298,545,632
1072,18,19,0,0,0,652,1198,13216,349825,0,0,0,0,0,0,0,0,0,0,334,794,579
1072,18,19,0,0,0,2724,8840,13280,349871,0,0,0,0,0,0,0,0,0,0,5414,8472,6899
1072,18,19,0,0,0,787,1490,13280,349821,0,0,0,0,0,0,0,0,0,0,657,1113,3370
1072,18,19,0,0,0,1206,3506,13280,349822,0,0,1619,4490,0,0,0,0,0,0,1574,1647,1631
1072,18,19,0,0,0,761,1233,13280,349822,0,0,10964,252,0,0,0,0,0,0,20,109,257
1072,18,19,0,0,0,826,1480,13280,349833,0,0,7158,1358,0,0,0,0,0,0,638,852,523
1072,18,19,0,0,0,965,2622,13248,349831,0,0,0,0,0,0,0,0,0,0,1365,1356,1523
1072,18,19,0,0,0,708,1215,13248,349831,0,0,0,358,0,0,0,0,0,0,258,353,364
1072,18,19,0,0,0,979,2519,13248,349842,0,0,0,0,0,0,0,0,0,0,1317,1523,1439
1072,18,19,0,0,0,709,1180,13248,349841,0,0,167,187,0,0,0,0,0,0,3,99,218
1071,17,19,0,0,0,725,1355,13248,349850,0,0,442,399,0,0,0,0,0,0,370,713,621
1077,17,19,0,0,0,4791,414828,13280,349965,0,0,166,146,0,0,0,0,0,1,101713,110375,105229
1077,17,19,0,0,0,4871,399470,13248,349978,0,0,0,358,0,0,0,0,0,5,44457,60606,59805
1077,17,19,0,0,0,1185,3184,13248,349978,0,0,0,0,0,0,0,0,0,0,1956,1481,1705
1077,17,19,0,0,0,624,1073,13248,349976,0,0,396,446,0,0,0,0,0,0,128,77,201
1078,18,19,0,0,0,1002,7656,13248,349978,0,0,380,1809,0,0,0,0,0,0,4387,3465,3452
1077,17,19,0,0,0,1181,2679,13248,349987,0,0,17347,4193,0,0,0,0,0,0,1320,1634,1525
1077,17,19,0,0,0,823,1472,13248,349997,0,0,78,106,0,0,0,0,0,0,581,518,438
1077,17,19,0,0,0,1006,3072,13248,349997,0,0,0,358,0,0,0,0,0,0,1527,1487,1379
1077,17,19,0,0,0,1346,5277,13248,350008,0,0,0,0,0,0,0,0,0,0,3154,3952,2307
1077,17,19,0,0,0,1077,8289,13312,350007,0,0,0,0,0,0,0,0,0,0,7059,5101,5119
1077,17,19,0,0,0,1394,4214,13312,350006,0,0,0,0,0,0,0,0,0,0,2134,1934,3437
1077,17,19,0,0,0,1014,4918,13312,350007,0,0,0,0,0,0,0,0,0,0,2308,2427,2465
1077,17,19,0,0,0,1575,4183,13312,350008,0,0,0,358,0,0,0,0,0,0,1620,1598,1665
1077,17,19,0,0,0,1060,2306,13312,348888,0,0,167,187,0,0,0,0,0,0,30,327,71822
1077,17,19,0,0,0,1176,2344,13312,348897,0,0,0,0,0,0,0,0,0,0,206,372,301
1077,17,19,0,0,0,1126,3563,13312,348908,0,0,1249,3192,0,0,0,0,0,0,1628,1680,1512
1077,17,19,0,0,0,789,1426,13312,348907,0,0,15972,2748,0,0,0,0,0,0,270,321,332
1077,17,19,0,0,0,984,2399,13312,348906,0,0,0,358,0,0,0,0,0,0,1299,1333,29763
1077,17,19,0,0,0,693,1137,13312,348908,0,0,0,0,0,0,0,0,0,0,42,509,90
1077,17,19,0,0,0,1093,2779,13312,348907,0,0,31738,6605,0,0,0,0,0,0,528,293,446
1077,17,19,0,0,0,1038,2789,13312,348905,0,0,0,0,0,0,0,0,0,0,1587,1402,1642
1077,17,19,0,0,0,950,1915,13312,348905,0,0,0,0,0,0,0,0,0,0,716,818,357
1077,17,19,0,0,0,1257,3397,13312,348925,0,0,112,148,0,0,0,0,0,0,1751,2300,1802
1077,17,19,0,0,0,688,1139,13312,348924,0,0,396,804,0,0,0,0,0,0,86,68,75
1077,17,19,0,0,0,694,1155,13312,348924,0,0,0,0,0,0,0,0,0,0,25,68,62
1077,17,19,0,0,0,870,2281,13312,348925,0,0,86,106,0,0,0,0,0,0,1581,1477,1368
1077,17,19,0,0,0,1169,2909,13312,348925,0,0,1249,3192,0,0,0,0,0,0,45,192,320
1077,17,19,0,0,0,1144,2989,13312,348864,0,0,16259,3055,0,0,0,0,0,0,1378,1466,1515
1077,17,19,0,0,0,1110,2266,13312,348864,0,0,0,358,0,0,0,0,0,0,25,143,137
1077,17,19,0,0,0,2230,35040,13248,349948,0,0,0,0,0,0,0,0,0,0,51798,73557,53463
1077,17,19,0,0,0,1503,5682,13248,349950,0,0,650,484,0,0,0,0,0,0,2867,2712,2795
1071,17,19,0,0,0,844,1452,13184,349890,0,0,0,0,0,0,0,0,0,0,660,235,3753
1071,17,19,0,0,0,1146,3047,13184,349888,0,0,0,0,0,0,0,0,0,0,1287,1960,1698
1071,17,19,0,0,0,2419,6956,13184,349887,0,0,0,358,0,0,0,0,0,0,317,2339,2580
1071,17,19,0,0,0,646,1018,13184,349887,0,0,0,0,0,0,0,0,0,0,13,58,52
1071,17,19,0,0,0,934,2266,13184,349898,0,0,0,0,0,0,0,0,0,0,1490,1607,4220
1071,17,19,0,0,0,998,2196,13184,349917,0,0,0,0,0,0,0,0,0,0,965,1234,429
1072,18,19,0,0,0,1301,3998,13184,349928,0,0,338,1707,0,0,0,0,0,0,1683,1605,1479
1071,17,19,0,0,0,967,1614,13184,349928,0,0,16883,4511,0,0,0,0,0,0,18,125,123
1071,17,19,0,0,0,804,1437,13184,349928,0,0,237,187,0,0,0,0,0,0,117,137,407
1071,17,19,0,0,0,855,2237,13184,349927,0,0,0,0,0,0,0,0,0,0,1312,1340,1340
1071,17,19,0,0,0,628,1027,13184,349928,0,0,0,0,0,0,0,0,0,0,284,209,96
1069,18,19,0,0,0,1483,4879,13184,349937,0,0,4028,10181,0,0,0,0,0,0,1470,1590,1513
1069,18,19,0,0,0,1485,3056,13184,349948,0,0,7771,2234,0,0,0,0,0,0,1727,2028,1730
1069,18,19,0,0,0,987,1987,13184,349958,0,0,0,358,0,0,0,0,0,0,129,254,201
1069,18,19,0,0,0,1314,2798,13184,349957,0,0,216,106,0,0,0,0,0,0,1947,1739,1662
1069,18,19,0,0,0,827,1364,13184,349957,0,0,777,187,0,0,0,0,0,0,180,246,256
1069,18,19,0,0,0,1001,2649,13184,349957,0,0,0,0,0,0,0,0,0,0,1563,1585,2300
1070,19,19,0,0,0,854,2082,13184,349958,0,0,298,1707,0,0,0,0,0,0,15,145,143
1069,18,19,0,0,0,790,1181,13184,349958,0,0,18515,6531,0,0,0,0,0,0,276,53,79
1069,18,19,0,0,0,896,2371,13184,349967,0,0,0,0,0,0,0,0,0,0,1525,1632,2406
1069,18,19,0,0,0,1142,5179,13184,349968,0,0,124,106,0,0,0,0,0,0,3431,3115,3019
1069,18,19,0,0,0,963,2502,13184,349978,0,0,0,0,0,0,0,0,0,0,1455,1511,1341
1069,18,19,0,0,0,784,1225,13184,349976,0,0,0,0,0,0,0,0,0,0,582,463,757
1069,18,19,0,0,0,830,1276,13184,349977,0,0,0,358,0,0,0,0,0,0,162,266,221
1069,18,19,0,0,0,1441,3225,13184,349977,0,0,650,484,0,0,0,0,0,0,2932,2796,2823
1069,18,19,0,0,0,1313,5198,13184,349976,0,0,0,0,0,0,0,0,0,0,2790,2355,2351
1069,18,19,0,0,0,1051,2525,13216,348865,0,0,0,0,0,0,0,0,0,0,2014,1707,3774
1069,18,19,0,0,0,958,1546,13216,348865,0,0,167,187,0,0,0,0,0,0,536,575,564
1069,18,19,0,0,0,1207,3533,13216,348790,0,0,1249,3192,0,0,0,0,0,0,231,1094,1102
1069,18,19,0,0,0,1627,4249,13216,348789,0,0,16012,3106,0,0,0,0,0,0,1320,1458,1458
1069,18,19,0,0,0,1098,2599,13216,348730,0,0,0,0,0,0,0,0,0,0,286,173,258
1069,18,19,0,0,0,1442,3631,13216,348730,0,0,0,0,0,0,0,0,0,0,1279,1436,1420
1069,18,19,0,0,0,1187,2666,13216,348729,0,0,396,446,0,0,0,0,0,0,102,255,240
1069,18,19,0,0,0,934,1908,13216,348739,0,0,0,0,0,0,0,0,0,0,262,340,246
1077,18,19,0,0,0,1539,23898,13568,348761,0,0,0,358,0,0,0,0,0,0,10081,9125,6175
1079,18,19,0,0,0,2382,7063,13632,348858,0,0,0,0,0,0,0,0,0,0,77644,81032,2391
1079,18,19,0,0,0,2991,7254,13664,348878,0,0,0,0,0,0,0,0,0,0,2587,21384,19982
1079,18,19,0,0,0,2256,4509,13664,348878,0,0,0,0,0,0,0,0,0,0,451,2928,4732
1083,20,19,0,0,0,2625,5200,13664,348862,0,0,9916,5130,0,0,0,0,0,0,308,353,25744
1080,19,19,0,0,0,2554,6305,13696,348857,0,0,4809,5539,0,0,0,0,0,0,1342,1766,1638
1079,18,19,0,0,0,1959,4356,13696,348869,0,0,16135,2969,0,0,0,0,0,0,897,1576,818
1079,18,19,0,0,0,1523,4083,13632,348913,0,0,0,0,0,0,0,0,0,0,5151,6197,5855
1079,18,19,0,0,0,574,979,13664,348889,0,0,0,0,0,0,0,0,0,0,276,58,1645
1079,18,19,0,0,0,1548,34165,14720,349953,0,0,0,0,0,0,0,0,0,0,49323,69502,21327
1079,18,19,0,0,0,2161,7826,13664,349954,0,0,0,358,0,0,0,0,0,0,2487,5973,3516
1079,18,19,0,0,0,620,918,13664,349954,0,0,0,0,0,0,0,0,0,0,14,48,38
1079,18,19,0,0,0,809,2303,13664,349954,0,0,0,0,0,0,0,0,0,0,1550,1486,1369
1079,18,19,0,0,0,671,1055,13664,349963,0,0,0,187,0,0,0,0,0,0,194,618,995
1080,19,19,0,0,0,1701,3941,13664,349971,0,0,465,1707,0,0,0,0,0,0,85,329,1389
1079,18,19,0,0,0,940,1791,13664,349978,0,0,31657,4585,0,0,0,0,0,0,1142,1004,43965
1079,18,19,0,0,0,992,2603,13664,349975,0,0,1619,4848,0,0,0,0,0,0,979,853,1058
1079,18,19,0,0,0,1647,4202,13664,349989,0,0,15602,1450,0,0,0,0,0,0,1699,1987,7242
1079,18,19,0,0,0,1311,2463,13664,349990,0,0,452,520,0,0,0,0,0,0,81,292,164
1079,18,19,0,0,0,638,1048,13664,349986,0,0,56,74,0,0,0,0,0,0,16,56,73
1079,18,19,0,0,0,575,908,13664,349994,0,0,0,0,0,0,0,0,0,0,296,101,900
1079,18,19,0,0,0,738,2100,13664,349994,0,0,0,358,0,0,0,0,0,0,1389,1397,1371
1079,18,19,0,0,0,1614,3224,13664,349996,0,0,0,0,0,0,0,0,0,0,703,672,451
1079,18,19,0,0,0,829,2051,13664,349998,0,0,0,187,0,0,0,0,0,0,698,957,1215
1079,18,19,0,0,0,1561,3036,13664,350011,0,0,167,0,0,0,0,0,0,0,427,637,17478
1079,18,19,0,0,0,1128,4209,13664,350011,0,0,0,0,0,0,0,0,0,0,1528,2060,1917
1079,18,19,0,0,0,1937,4654,13664,350009,0,0,86,464,0,0,0,0,0,0,1379,1506,1762
1079,18,19,0,0,0,944,2135,13664,350019,0,0,1619,4490,0,0,0,0,0,0,707,476,732
1079,18,19,0,0,0,859,2229,13664,350014,0,0,15642,1450,0,0,0,0,0,0,1577,1413,1432
1079,18,19,0,0,0,1318,2440,13664,350018,0,0,0,0,0,0,0,0,0,0,27,201,166
1079,18,19,0,0,0,1632,3274,13664,350018,0,0,0,0,0,0,0,0,0,0,94,173,166
1079,18,19,0,0,0,1003,2648,13696,349954,0,0,78,106,0,0,0,0,0,0,1321,1404,7167
1079,18,19,0,0,0,791,1398,13696,349968,0,0,0,358,0,0,0,0,0,0,452,559,27546
1079,18,19,0,0,0,1939,4615,13696,350004,0,0,167,187,0,0,0,0,0,0,1281,1954,1908
1079,18,19,0,0,0,1164,2018,13696,350017,0,0,70,0,0,0,0,0,0,0,297,981,1145
1079,18,19,0,0,0,1273,2272,13696,350016,0,0,0,0,0,0,0,0,0,0,14,117,127
1081,20,19,0,0,0,968,3002,13728,350010,0,0,16199,6266,0,0,0,0,0,0,1572,1404,1421
1081,20,19,0,0,0,654,1067,13728,350002,0,0,802,126,0,0,0,0,0,0,52,76,93
1081,20,19,0,0,0,1080,3162,13696,348878,0,0,2182,5123,0,0,0,0,0,0,1391,1416,3155
1084,20,22,0,0,0,1247,2357,13696,348900,0,0,15602,2370,0,0,0,0,0,0,457,1188,595
1084,20,22,0,0,0,1946,3619,13696,348897,0,0,650,1404,0,0,0,0,0,0,307,185,378
1074,20,22,0,0,0,2097,6277,13280,348897,0,0,0,920,0,0,0,0,0,0,2810,7551,44555
1074,20,22,0,0,0,1173,1246,13280,348890,0,0,698,920,0,0,0,0,0,0,182,142,28557
1074,20,22,0,0,0,1582,3232,13280,348890,0,0,167,187,0,0,0,0,0,0,1374,1523,1518
1071,20,19,0,0,0,898,1407,13280,348885,0,0,0,0,0,0,0,0,0,0,449,278,461
1071,20,19,0,0,0,924,4430,13280,348895,0,0,258,294,0,0,0,0,0,0,792,872,881
1081,20,19,0,0,0,2228,26186,13600,348916,0,0,0,0,0,0,0,0,0,0,18429,21866,6698
1081,20,19,0,0,0,2900,6667,13632,348986,0,0,0,0,0,0,0,0,0,0,67325,68908,1886
1081,20,19,0,0,0,2764,6760,13664,348985,0,0,0,0,0,0,0,0,0,0,1743,3104,19205
1081,20,19,0,0,0,2676,5786,13664,348985,0,0,15817,5016,0,0,0,0,0,0,42,497,13121
1081,20,19,0,0,0,2439,4837,13664,348991,0,0,1649,1177,0,0,0,0,0,0,109,19797,6185
1081,20,19,0,0,0,2488,6283,13664,348962,0,0,0,0,0,0,0,0,0,0,1389,1776,15517
1081,20,19,0,0,0,2192,4461,13664,348958,0,0,0,0,0,0,0,0,0,0,732,724,1663
1081,20,19,0,0,0,1481,3633,13664,348957,0,0,167,187,0,0,0,0,0,0,1286,1437,1456
1081,20,19,0,0,0,1379,2659,13664,348946,0,0,0,0,0,0,0,0,0,0,87,128,2535
1081,20,19,0,0,0,2203,35068,13696,350027,0,0,0,0,0,0,0,0,0,0,51907,74045,21531
1081,20,19,0,0,0,813,2215,13664,350017,0,0,0,0,0,0,0,0,0,0,1563,1351,1406
1081,20,19,0,0,0,610,1044,13664,350016,0,0,0,0,0,0,0,0,0,0,455,56,181
1081,20,19,0,0,0,1760,4106,13664,350020,0,0,396,804,0,0,0,0,0,0,1497,1537,1483
1081,20,19,0,0,0,971,1793,13664,350023,0,0,0,0,0,0,0,0,0,0,63,133,109
1081,20,19,0,0,0,894,2545,13632,350063,0,0,12623,4742,0,0,0,0,0,0,5040,5707,1051
1081,20,19,0,0,0,2429,8863,13632,350063,0,0,21745,7984,0,0,0,0,0,0,1418,3854,4279
1081,20,19,0,0,0,949,1876,13632,350090,0,0,0,0,0,0,0,0,0,0,492,790,18429
1081,20,19,0,0,0,2575,6148,13632,350091,0,0,0,358,0,0,0,0,0,0,1363,1522,1517
1081,20,19,0,0,0,1365,2485,13632,350088,0,0,0,0,0,0,0,0,0,0,786,271,404
1081,20,19,0,0,0,2193,4341,13632,350089,0,0,1035,433,0,0,0,0,0,0,68,243,311
1081,20,19,0,0,0,1192,3185,13632,350029,0,0,0,0,0,0,0,0,0,0,1399,1578,1660
1081,20,19,0,0,0,681,1115,13632,350033,0,0,0,0,0,0,0,0,0,0,34,77,235
