"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/vm_time_zones_swap_mem_vm-adv.csv --vm --time --zones --swap --mem --vm-adv 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"virtual memory",,,,"system","zones memory",,,,"swap",,"memory usage",,,,"advanced virtual memory",,,,
0,111,150,236,Mar-22 21:35:13,309034,3141,216124,22176,1835008,1021571072,3178885120,2164678656,10542899200,12789067776,0,0,0,0,0
0,53396,74754,21971,Mar-22 21:35:14,309034,3141,165286,22176,1835008,1021571072,3381768192,1956446208,10548240384,12588236800,0,0,0,0,0
0,221,801,250,Mar-22 21:35:15,309034,3141,164914,22176,1835008,1021571072,3381923840,1954922496,10549608448,12596432896,0,0,0,0,0
0,1296,1660,4354,Mar-22 21:35:16,309034,3141,165876,22176,1835008,1021571072,3378266112,1958862848,10549325824,12608274432,0,0,0,0,0
0,74,251,120,Mar-22 21:35:17,309034,3141,165820,22176,1835008,1021571072,3378192384,1958633472,10549628928,12608045056,0,0,0,0,0
0,279,362,349,Mar-22 21:35:18,309034,3141,165459,22176,1835008,1021571072,3379679232,1957154816,10549620736,12606566400,0,0,0,0,0
0,1325,3714,3807,Mar-22 21:35:19,309034,3141,164918,22176,1835008,1021571072,3382419456,1954938880,10549096448,12604387328,0,0,0,0,0
0,21,208,96,Mar-22 21:35:20,309034,3141,164918,22176,1835008,1021571072,3382140928,1954938880,10549374976,12604391424,0,0,0,0,0
0,6402,7028,5131,Mar-22 21:35:21,309034,3141,163672,22176,1835008,1021571072,3386322944,1949835264,10550296576,12788625408,0,0,0,0,0
0,479,325,1561,Mar-22 21:35:22,309034,3141,164704,22176,1835008,1021571072,3382161408,1954062336,10550231040,12789055488,0,0,0,0,0
0,6,219,97,Mar-22 21:35:23,309034,3141,164642,22176,1835008,1021571072,3382407168,1953808384,10550239232,12788838400,0,0,0,0,0
0,1314,1846,1953,Mar-22 21:35:24,309034,3141,164338,22176,1835008,1021571072,3383123968,1952563200,10550767616,12797849600,0,0,0,0,0
0,95,127,296,Mar-22 21:35:25,309034,3141,164394,22176,1835008,1021571072,3383955456,1952792576,10549706752,12797784064,0,0,0,0,0
0,1543,1766,1633,Mar-22 21:35:26,309034,3141,163833,22176,1835008,1021571072,3385720832,1950494720,10550239232,12795506688,0,0,0,0,0
0,6,153,154,Mar-22 21:35:27,309034,3141,163859,22176,1835008,1021571072,3385622528,1950601216,10550231040,12795613184,0,0,0,0,0
0,19,233,45213,Mar-22 21:35:28,309034,3141,209124,22176,1835008,1021571072,3200692224,2136006656,10549755904,12798521344,0,0,0,0,0
0,1688,1968,2293,Mar-22 21:35:29,309034,3141,209744,22176,1835008,1021571072,3198431232,2138546176,10549477376,12799815680,0,0,0,0,0
0,286,380,232,Mar-22 21:35:30,309034,3141,209554,22176,1835008,1021571072,3198205952,2137767936,10550480896,12798918656,0,0,0,0,0
0,1300,1662,1763,Mar-22 21:35:31,309034,3141,209448,22176,1835008,1021571072,3199164416,2137333760,10549956608,12798484480,0,0,0,0,0
0,20,225,120,Mar-22 21:35:32,309034,3141,209325,22176,1835008,1021571072,3199389696,2136829952,10550235136,12797980672,0,0,0,0,0
0,71,103,96,Mar-22 21:35:33,309034,3141,209275,22176,1835008,1021571072,3199582208,2136379392,10550493184,12797530112,0,0,0,0,0
0,1890,1826,1926,Mar-22 21:35:34,309034,3141,209691,22176,1835008,1021571072,3197915136,2138329088,10550210560,12799483904,0,0,0,0,0
0,9,822,678,Mar-22 21:35:35,309034,3141,209093,22176,1835008,1021571072,3200081920,2135879680,10550493184,12797034496,0,0,0,0,0
0,2461,2741,2244,Mar-22 21:35:36,309034,3141,209240,22176,1835008,1021571072,3199762432,2136481792,10550210560,12797300736,0,0,0,0,0
0,230,535,374,Mar-22 21:35:37,309034,3141,209565,22176,1835008,1021571072,3198582784,2137812992,10550059008,12798709760,0,0,0,0,0
0,317,279,149,Mar-22 21:35:38,309034,3141,209451,22176,1835008,1021571072,3198271488,2137346048,10550837248,12798242816,0,0,0,0,0
0,1298,1723,1841,Mar-22 21:35:39,309034,3141,209344,22176,1835008,1021571072,3198984192,2136907776,10550562816,12797829120,0,0,0,0,0
0,24,106,113,Mar-22 21:35:40,309034,3141,209339,22176,1835008,1021571072,3199242240,2136887296,10550325248,12797808640,0,0,0,0,0
0,1563,1723,1469,Mar-22 21:35:41,309034,3141,209279,22176,1835008,1021571072,3198951424,2136641536,10550861824,12797562880,0,0,0,0,0
0,725,684,933,Mar-22 21:35:42,309034,3141,209429,22176,1835008,1021571072,3199401984,2137255936,10549796864,12798193664,0,0,0,0,0
0,567,1061,10686,Mar-22 21:35:43,309034,3141,219010,22176,1835008,1021571072,3165609984,2176499712,10544345088,12809220096,0,0,0,0,0
0,1454,1526,1875,Mar-22 21:35:44,309034,3141,218723,22176,1835008,1021571072,3167981568,2175324160,10543149056,12808151040,0,0,0,0,0
0,77,503,501,Mar-22 21:35:45,309034,3141,218609,22176,1835008,1021571072,3167096832,2174857216,10544500736,12807139328,0,0,0,0,0
0,2028,2018,2137,Mar-22 21:35:46,309034,3141,218824,22176,1835008,1021571072,3166986240,2175492096,10543976448,12807806976,0,0,0,0,0
0,5,90,85,Mar-22 21:35:47,309034,3141,218770,22176,1835008,1021571072,3166695424,2175516672,10544242688,12807831552,0,0,0,0,0
0,20,251,115,Mar-22 21:35:48,309034,3141,218590,22176,1835008,1021571072,3167059968,2174779392,10544615424,12807155712,0,0,0,0,0
0,1388,1476,1842,Mar-22 21:35:49,309034,3141,219250,22176,1835008,1021571072,3165675520,2177482752,10543296512,12809867264,0,0,0,0,0
0,158,1134,895,Mar-22 21:35:50,309034,3141,219162,22176,1835008,1021571072,3164921856,2177122304,10544410624,12810141696,0,0,0,0,0
0,1553,1701,1695,Mar-22 21:35:51,309034,3141,219380,22176,1835008,1021571072,3163770880,2178015232,10544668672,12811034624,0,0,0,0,0
0,299,393,429,Mar-22 21:35:52,309034,3141,219405,22176,1835008,1021571072,3164164096,2178117632,10544173056,12811218944,0,0,0,0,0
0,74,217,80,Mar-22 21:35:53,309034,3141,219285,22176,1835008,1021571072,3164368896,2177626112,10544459776,12810727424,0,0,0,0,0
0,1293,1388,1629,Mar-22 21:35:54,309034,3141,219620,22176,1835008,1021571072,3163537408,2178998272,10543919104,12812107776,0,0,0,0,0
0,304,379,221,Mar-22 21:35:55,309034,3141,219307,22176,1835008,1021571072,3164536832,2177716224,10544201728,12810833920,0,0,0,0,0
0,17342,22619,11241,Mar-22 21:35:56,309034,3141,211685,22176,1835008,1021571072,3184488448,2146496512,10555469824,12779704320,0,0,0,0,0
0,556,2563,2884,Mar-22 21:35:57,309034,3141,211557,22176,1835008,1021571072,3184988160,2145972224,10555494400,12777537536,0,0,0,0,0
0,499,347,499,Mar-22 21:35:58,309034,3141,211289,22176,1835008,1021571072,3186352128,2144874496,10555228160,12776476672,0,0,0,0,0
0,51487,73934,26649,Mar-22 21:35:59,309034,3141,165090,22176,1835008,1021571072,3375140864,1955643392,10555670528,12578615296,0,0,0,0,0
0,1064,2653,341,Mar-22 21:36:00,309034,3141,164383,22176,1835008,1021571072,3372265472,1952747520,10561441792,12589080576,0,0,0,0,0
0,2933,3021,3089,Mar-22 21:36:01,309034,3141,164138,22176,1835008,1021571072,3373809664,1951744000,10560901120,12588048384,0,0,0,0,0
0,5,223,111,Mar-22 21:36:02,309034,3141,164015,22176,1835008,1021571072,3373772800,1951240192,10561441792,12587552768,0,0,0,0,0
0,201,420,681,Mar-22 21:36:03,309034,3141,163896,22176,1835008,1021571072,3374514176,1950752768,10561187840,12587167744,0,0,0,0,0
0,1508,1569,1687,Mar-22 21:36:04,309034,3141,163393,22176,1835008,1021571072,3377098752,1948692480,10560663552,12585107456,0,0,0,0,0
0,72,498,109,Mar-22 21:36:05,309034,3141,163393,22176,1835008,1021571072,3376328704,1948692480,10561433600,12585181184,0,0,0,0,0
0,1803,2202,2237,Mar-22 21:36:06,309034,3141,163081,22176,1835008,1021571072,3377827840,1947414528,10561212416,12584566784,0,0,0,0,0
0,620,560,20526,Mar-22 21:36:07,309034,3141,182607,22176,1835008,1021571072,3298795520,2027393024,10560266240,12662235136,0,0,0,0,0
0,19,494,430,Mar-22 21:36:08,309034,3141,182364,22176,1835008,1021571072,3298467840,2026397696,10561589248,12660502528,0,0,0,0,0
0,1207,1364,1293,Mar-22 21:36:09,309034,3141,182132,22176,1835008,1021571072,3299950592,2025447424,10561056768,12659560448,0,0,0,0,0
0,520,564,944,Mar-22 21:36:10,309034,3141,182143,22176,1835008,1021571072,3299897344,2025492480,10561064960,12659609600,0,0,0,0,0
0,27763,28378,18295,Mar-22 21:36:11,309034,3141,174741,22176,1835008,1021571072,3329880064,1995173888,10561400832,12629581824,0,0,0,0,0
0,30078,33682,29429,Mar-22 21:36:12,309034,3141,169493,22176,1835008,1021571072,3355279360,1973678080,10557497344,12608225280,0,0,0,0,0
0,7186,9137,7218,Mar-22 21:36:13,309034,3141,167420,22176,1835008,1021571072,3362938880,1965187072,10558328832,12599857152,0,0,0,0,0
0,119,678,3261,Mar-22 21:36:14,309034,3141,169266,22176,1835008,1021571072,3354443776,1972748288,10559262720,12715274240,0,0,0,0,0
0,17316,19055,22728,Mar-22 21:36:15,309034,3141,170494,22176,1835008,1021571072,3350056960,1977778176,10558619648,12720529408,0,0,0,0,0
0,96,238,234,Mar-22 21:36:16,309034,3141,170378,22176,1835008,1021571072,3350597632,1977303040,10558554112,12720054272,0,0,0,0,0
0,1349,1515,1610,Mar-22 21:36:17,309034,3141,169881,22176,1835008,1021571072,3352907776,1975267328,10558279680,12718018560,0,0,0,0,0
0,4,376,230,Mar-22 21:36:18,309034,3141,169576,22176,1835008,1021571072,3353870336,1974018048,10558566400,12716769280,0,0,0,0,0
0,109,534,665,Mar-22 21:36:19,309034,3141,169980,22176,1835008,1021571072,3351658496,1975672832,10559123456,12718477312,0,0,0,0,0
0,1308,1401,1411,Mar-22 21:36:20,309034,3141,169852,22176,1835008,1021571072,3352174592,1975148544,10559131648,12717940736,0,0,0,0,0
0,90,622,741,Mar-22 21:36:21,309034,3141,169983,22176,1835008,1021571072,3351904256,1975685120,10558865408,12718477312,0,0,0,0,0
0,2252,2638,29698,Mar-22 21:36:22,309034,3141,197597,22176,1835008,1021571072,3239485440,2088792064,10558177280,12717719552,0,0,0,0,0
0,688,560,334,Mar-22 21:36:23,309034,3141,197537,22176,1835008,1021571072,3238686720,2088546304,10559221760,12717502464,0,0,0,0,0
0,16,359,510,Mar-22 21:36:24,309034,3141,197868,22176,1835008,1021571072,3237855232,2089902080,10558697472,12718866432,0,0,0,0,0
0,1495,1701,1578,Mar-22 21:36:25,309034,3141,197802,22176,1835008,1021571072,3237793792,2089631744,10559029248,12718395392,0,0,0,0,0
0,455,817,10603,Mar-22 21:36:26,309034,3141,205069,22176,1835008,1021571072,3207897088,2119397376,10559160320,12748210176,0,0,0,0,0
0,2075,2039,3510,Mar-22 21:36:27,309034,3141,206557,22176,1835008,1021571072,3203399680,2125492224,10557562880,12754305024,0,0,0,0,0
0,20,508,2026,Mar-22 21:36:28,309034,3141,208482,22176,1835008,1021571072,3200536576,2133377024,10552541184,12757233664,0,0,0,0,0
0,409,903,545,Mar-22 21:36:29,309034,3141,208639,22176,1835008,1021571072,3199782912,2134020096,10552651776,12758097920,0,0,0,0,0
0,1437,1450,4594,Mar-22 21:36:30,309034,3141,212567,22176,1835008,1021571072,3186442240,2150109184,10549903360,12774207488,0,0,0,0,0
0,294,1127,6699,Mar-22 21:36:31,310354,3141,219020,22176,1835008,1021571072,3160006656,2181947392,10544500736,12805947392,0,0,0,0,0
0,1459,1550,1785,Mar-22 21:36:32,310354,3141,218603,22176,1835008,1021571072,3162222592,2180239360,10543992832,12804263936,0,0,0,0,0
0,74,395,961,Mar-22 21:36:33,310354,3141,219054,22176,1835008,1021571072,3160313856,2182086656,10544054272,12805746688,0,0,0,0,0
0,181,682,412,Mar-22 21:36:34,310354,3141,219327,22176,1835008,1021571072,3158659072,2183204864,10544590848,12806864896,0,0,0,0,0
0,1929,1612,1838,Mar-22 21:36:35,310354,3141,219021,22176,1835008,1021571072,3159912448,2181951488,10544590848,12805636096,0,0,0,0,0
0,335,833,681,Mar-22 21:36:36,310354,3141,219168,22176,1835008,1021571072,3159388160,2182553600,10544545792,12805894144,0,0,0,0,0
0,1842,1908,2002,Mar-22 21:36:37,310354,3141,219259,22176,1835008,1021571072,3159642112,2182926336,10543919104,12806979584,0,0,0,0,0
0,42,269,102,Mar-22 21:36:38,310354,3141,219133,22176,1835008,1021571072,3159633920,2182410240,10544443392,12806463488,0,0,0,0,0
0,344,303,890,Mar-22 21:36:39,310354,3141,219265,22176,1835008,1021571072,3160653824,2182950912,10542882816,12806721536,0,0,0,0,0
0,1317,1679,1430,Mar-22 21:36:40,310354,3141,219050,22176,1835008,1021571072,3160428544,2182070272,10543988736,12805660672,0,0,0,0,0
0,479,1167,776,Mar-22 21:36:41,310354,3141,219267,22176,1835008,1021571072,3159265280,2182959104,10544263168,12806578176,0,0,0,0,0
0,1283,1397,2059,Mar-22 21:36:42,310354,3141,219044,22176,1835008,1021571072,3160182784,2182045696,10544259072,12805689344,0,0,0,0,0
0,207,110,146,Mar-22 21:36:43,310354,3141,218994,22176,1835008,1021571072,3160645632,2181840896,10544001024,12805484544,0,0,0,0,0
0,470,820,926,Mar-22 21:36:44,310354,3141,218999,22176,1835008,1021571072,3160899584,2181861376,10543726592,12806037504,0,0,0,0,0
0,52391,74458,22286,Mar-22 21:36:45,310354,3141,169680,22176,1835008,1021571072,3356487680,1979850752,10550149120,12609871872,0,0,0,0,0
0,863,1626,956,Mar-22 21:36:46,310354,3141,169308,22176,1835008,1021571072,3357200384,1978327040,10550960128,12657762304,0,0,0,0,0
0,1756,1508,1501,Mar-22 21:36:47,310354,3141,169255,22176,1835008,1021571072,3357454336,1978109952,10550923264,12657848320,0,0,0,0,0
0,16,84,231,Mar-22 21:36:48,310354,3141,169195,22176,1835008,1021571072,3357966336,1977864192,10550657024,12657602560,0,0,0,0,0
0,96,271,365,Mar-22 21:36:49,310354,3141,169075,22176,1835008,1021571072,3359236096,1977372672,10549878784,12657111040,0,0,0,0,0
0,1303,1645,1388,Mar-22 21:36:50,310354,3141,169075,22176,1835008,1021571072,3358425088,1977126912,10550935552,12656877568,0,0,0,0,0
0,4795,5901,2175,Mar-22 21:36:51,310354,3141,165400,22176,1835008,1021571072,3373101056,1962319872,10551066624,12644024320,0,0,0,0,0
0,1605,1846,2076,Mar-22 21:36:52,310354,3141,165788,22176,1835008,1021571072,3370889216,1963909120,10551689216,12647251968,0,0,0,0,0
0,171,197,91,Mar-22 21:36:53,310354,3141,165672,22176,1835008,1021571072,3371307008,1963433984,10551746560,12647464960,0,0,0,0,0
0,3,104,12364,Mar-22 21:36:54,310354,3141,176721,22176,1835008,1021571072,3327381504,2008690688,10550415360,12802134016,0,0,0,0,0
0,1503,1825,3681,Mar-22 21:36:55,310354,3141,178291,22176,1835008,1021571072,3319619584,2015121408,10551746560,12800212992,0,0,0,0,0
0,34,458,484,Mar-22 21:36:56,310354,3141,178039,22176,1835008,1021571072,3320651776,2014089216,10551746560,12799180800,0,0,0,0,0
0,1346,1376,1498,Mar-22 21:36:57,310354,3141,177674,22176,1835008,1021571072,3322392576,2012594176,10551500800,12797706240,0,0,0,0,0
0,28,259,465,Mar-22 21:36:58,310354,3141,177488,22176,1835008,1021571072,3323146240,2011832320,10551508992,12797210624,0,0,0,0,0
0,575,244,501,Mar-22 21:36:59,310354,3141,177690,22176,1835008,1021571072,3322818560,2012659712,10551009280,12797833216,0,0,0,0,0
0,1699,2118,1621,Mar-22 21:37:00,310354,3141,177633,22176,1835008,1021571072,3322458112,2012426240,10551603200,12797669376,0,0,0,0,0
0,1645,1959,39163,Mar-22 21:37:01,310354,3141,214977,22176,1835008,1021571072,3168923648,2165387264,10552176640,12800868352,0,0,0,0,0
0,1274,3918,3894,Mar-22 21:37:02,310354,3141,214258,22176,1835008,1021571072,3172093952,2162442240,10551926784,12797968384,0,0,0,0,0
0,258,90,228,Mar-22 21:37:03,310354,3141,213998,22176,1835008,1021571072,3173425152,2161377280,10551660544,12796903424,0,0,0,0,0
0,23,465,584,Mar-22 21:37:04,310354,3141,213809,22176,1835008,1021571072,3173916672,2160603136,10551943168,12796141568,0,0,0,0,0
0,1363,1621,1496,Mar-22 21:37:05,310354,3141,213815,22176,1835008,1021571072,3174092800,2160627712,10551742464,12796186624,0,0,0,0,0
0,8,416,950,Mar-22 21:37:06,310354,3141,214261,22176,1835008,1021571072,3172519936,2162454528,10551488512,12796174336,0,0,0,0,0
0,2974,3045,2061,Mar-22 21:37:07,310354,3141,214653,22176,1835008,1021571072,3170287616,2164060160,10552115200,12797255680,0,0,0,0,0
0,19,81,242,Mar-22 21:37:08,310354,3141,214659,22176,1835008,1021571072,3170488320,2164084736,10551889920,12797296640,0,0,0,0,0
0,72,129,380,Mar-22 21:37:09,310354,3141,214666,22176,1835008,1021571072,3171516416,2164113408,10550833152,12797325312,0,0,0,0,0
0,1340,1793,1388,Mar-22 21:37:10,310354,3141,214541,22176,1835008,1021571072,3170705408,2163601408,10552156160,12796882944,0,0,0,0,0
0,263,349,470,Mar-22 21:37:11,310354,3141,214494,22176,1835008,1021571072,3171168256,2163408896,10551885824,12796690432,0,0,0,0,0
0,1746,1518,1612,Mar-22 21:37:12,310354,3141,214375,22176,1835008,1021571072,3172212736,2162921472,10551328768,12795899904,0,0,0,0,0
0,374,535,247,Mar-22 21:37:13,310354,3141,214319,22176,1835008,1021571072,3171917824,2162692096,10551853056,12795670528,0,0,0,0,0
0,41,197,3478,Mar-22 21:37:14,310354,3141,216984,22176,1835008,1021571072,3168931840,2173878272,10543714304,12801568768,0,0,0,0,0
0,1735,1829,1421,Mar-22 21:37:15,310354,3141,216684,22176,1835008,1021571072,3169280000,2172379136,10544865280,12800122880,0,0,0,0,0
0,105,752,567,Mar-22 21:37:16,310354,3141,217258,22176,1835008,1021571072,3166654464,2174730240,10545139712,12802473984,0,0,0,0,0
0,1345,1433,1619,Mar-22 21:37:17,310354,3141,217258,22176,1835008,1021571072,3166920704,2174730240,10544873472,12802494464,0,0,0,0,0
0,3,93,89,Mar-22 21:37:18,310354,3141,217202,22176,1835008,1021571072,3167150080,2174500864,10544873472,12802265088,0,0,0,0,0
0,283,259,355,Mar-22 21:37:19,310354,3141,217086,22176,1835008,1021571072,3168137216,2174025728,10544361472,12801789952,0,0,0,0,0
0,1317,1632,1518,Mar-22 21:37:20,310354,3141,217093,22176,1835008,1021571072,3167326208,2174054400,10545143808,12801818624,0,0,0,0,0
0,458,854,1249,Mar-22 21:37:21,310354,3141,217238,22176,1835008,1021571072,3166990336,2174648320,10544885760,12801093632,0,0,0,0,0
0,1714,2117,1421,Mar-22 21:37:22,310354,3141,217178,22176,1835008,1021571072,3166375936,2174402560,10545745920,12802154496,0,0,0,0,0
0,258,724,1125,Mar-22 21:37:23,310354,3141,216569,22176,1835008,1021571072,3168927744,2171908096,10545688576,12798750720,0,0,0,0,0
0,483,366,513,Mar-22 21:37:24,310354,3141,216579,22176,1835008,1021571072,3169677312,2171949056,10544898048,12798791680,0,0,0,0,0
0,1393,1669,1385,Mar-22 21:37:25,310354,3141,216340,22176,1835008,1021571072,3169591296,2170970112,10545963008,12797820928,0,0,0,0,0
0,10,364,495,Mar-22 21:37:26,310354,3141,216157,22176,1835008,1021571072,3170877440,2170220544,10545426432,12797083648,0,0,0,0,0
0,1782,1820,1645,Mar-22 21:37:27,310354,3141,216101,22176,1835008,1021571072,3170869248,2169991168,10545664000,12796874752,0,0,0,0,0
0,265,699,1186,Mar-22 21:37:28,310354,3141,216116,22176,1835008,1021571072,3170512896,2170052608,10545958912,12796940288,0,0,0,0,0
0,420,445,406,Mar-22 21:37:29,310354,3141,216060,22176,1835008,1021571072,3170693120,2169823232,10546008064,12796461056,0,0,0,0,0
0,54068,75837,23168,Mar-22 21:37:30,310354,3141,164981,22176,1835008,1021571072,3374034944,1960603648,10551885824,12589199360,0,0,0,0,0
0,302,527,630,Mar-22 21:37:31,310354,3141,165192,22176,1835008,1021571072,3373715456,1961467904,10551341056,12590063616,0,0,0,0,0
0,1290,1641,1405,Mar-22 21:37:32,310354,3141,165120,22176,1835008,1021571072,3373199360,1961172992,10552152064,12589764608,0,0,0,0,0
0,73,366,491,Mar-22 21:37:33,310354,3141,164934,22176,1835008,1021571072,3374735360,1960411136,10551377920,12589002752,0,0,0,0,0
0,28,2200,2048,Mar-22 21:37:34,310354,3141,165033,22176,1835008,1021571072,3373547520,1960816640,10552152064,12589436928,0,0,0,0,0
0,1675,1519,1378,Mar-22 21:37:35,310354,3141,164791,22176,1835008,1021571072,3374530560,1959825408,10552160256,12588662784,0,0,0,0,0
0,512,295,1096,Mar-22 21:37:36,310354,3141,164609,22176,1835008,1021571072,3376504832,1959079936,10550931456,12587859968,0,0,0,0,0
0,1669,2287,1575,Mar-22 21:37:37,310354,3141,164168,22176,1835008,1021571072,3376955392,1957273600,10552287232,12586156032,0,0,0,0,0
0,61,473,410,Mar-22 21:37:38,310354,3141,164303,22176,1835008,1021571072,3376394240,1957826560,10552295424,12586749952,0,0,0,0,0
0,292,155,280,Mar-22 21:37:39,310354,3141,164364,22176,1835008,1021571072,3376656384,1958076416,10551783424,12587032576,0,0,0,0,0
0,1314,1520,1464,Mar-22 21:37:40,310354,3141,164115,22176,1835008,1021571072,3377410048,1957056512,10552049664,12586020864,0,0,0,0,0
0,71,866,1111,Mar-22 21:37:41,310354,3141,164115,22176,1835008,1021571072,3377942528,1957056512,10551517184,12586020864,0,0,0,0,0
0,1399,2547,2304,Mar-22 21:37:42,310354,3141,163866,22176,1835008,1021571072,3378429952,1956036608,10552049664,12585009152,0,0,0,0,0
0,286,1334,1206,Mar-22 21:37:43,310354,3141,164001,22176,1835008,1021571072,3377307648,1956589568,10552619008,12587528192,0,0,0,0,0
0,18,870,1017,Mar-22 21:37:44,310354,3141,163949,22176,1835008,1021571072,3378036736,1956376576,10552102912,12587327488,0,0,0,0,0
0,1505,2339,2269,Mar-22 21:37:45,310354,3141,163949,22176,1835008,1021571072,3378200576,1956376576,10551939072,12589043712,0,0,0,0,0
0,30,1040,1204,Mar-22 21:37:46,310354,3141,163890,22176,1835008,1021571072,3378716672,1956134912,10551664640,12589002752,0,0,0,0,0
0,1530,2437,2369,Mar-22 21:37:47,310354,3141,163660,22176,1835008,1021571072,3379679232,1954947072,10551889920,12587507712,0,0,0,0,0
0,333,1340,1332,Mar-22 21:37:48,310354,3141,163343,22176,1835008,1021571072,3380998144,1953894400,10551623680,12586455040,0,0,0,0,0
0,287,1337,1290,Mar-22 21:37:49,310354,3141,163240,22176,1835008,1021571072,3380887552,1953472512,10552156160,12585766912,0,0,0,0,0
0,1301,2705,2810,Mar-22 21:37:50,310354,3141,163409,22176,1835008,1021571072,3380408320,1954164736,10551943168,12586389504,0,0,0,0,0
0,263,886,1136,Mar-22 21:37:51,310354,3141,163413,22176,1835008,1021571072,3381440512,1954181120,10550894592,12586450944,0,0,0,0,0
0,1663,2987,2435,Mar-22 21:37:52,310354,3141,163353,22176,1835008,1021571072,3380273152,1953935360,10552307712,12586184704,0,0,0,0,0
0,73,1139,1266,Mar-22 21:37:53,310354,3141,163684,22176,1835008,1021571072,3379200000,1955291136,10552025088,12587573248,0,0,0,0,0
0,4,1056,929,Mar-22 21:37:54,310354,3141,163675,22176,1835008,1021571072,3379200000,1955254272,10552061952,12587548672,0,0,0,0,0
0,1574,2194,2164,Mar-22 21:37:55,310354,3141,163633,22176,1835008,1021571072,3379113984,1955082240,10552320000,12587384832,0,0,0,0,0
0,221,1071,1268,Mar-22 21:37:56,310354,3141,163913,22176,1835008,1021571072,3379298304,1956229120,10550988800,12598116352,0,0,0,0,0
0,2233,3536,5436,Mar-22 21:37:57,311938,3141,164232,22176,1835008,1021571072,3377033216,1964023808,10545487872,12607352832,0,0,0,0,0
0,39,1523,1511,Mar-22 21:37:58,311938,3141,163935,22176,1835008,1021571072,3378061312,1962807296,10545676288,12605562880,0,0,0,0,0
0,274,887,1011,Mar-22 21:37:59,311938,3141,163945,22176,1835008,1021571072,3378536448,1962848256,10545160192,12605616128,0,0,0,0,0
0,515,1514,1624,Mar-22 21:38:00,311938,3141,163698,22176,1835008,1021571072,3379187712,1961836544,10545520640,12603363328,0,0,0,0,0
0,2982,2570,2648,Mar-22 21:38:01,311938,3141,163494,22176,1835008,1021571072,3380006912,1961000960,10545537024,12602552320,0,0,0,0,0
0,1163,1290,1455,Mar-22 21:38:02,311938,3141,163560,22176,1835008,1021571072,3380060160,1961271296,10545213440,12602822656,0,0,0,0,0
0,376,304,394,Mar-22 21:38:03,311938,3141,163718,22176,1835008,1021571072,3379953664,1961918464,10544672768,12603478016,0,0,0,0,0
0,246,647,230,Mar-22 21:38:04,311938,3141,163531,22176,1835008,1021571072,3379871744,1961152512,10545520640,12602748928,0,0,0,0,0
0,75,357,477,Mar-22 21:38:05,311938,3141,163922,22176,1835008,1021571072,3378790400,1962754048,10545000448,12604375040,0,0,0,0,0
0,1307,2026,1895,Mar-22 21:38:06,311938,3141,163792,22176,1835008,1021571072,3379048448,1962221568,10545274880,12603842560,0,0,0,0,0
0,516,368,118,Mar-22 21:38:07,311938,3141,163732,22176,1835008,1021571072,3379027968,1961975808,10545541120,12603604992,0,0,0,0,0
0,1303,1639,1786,Mar-22 21:38:08,311938,3141,163878,22176,1835008,1021571072,3378872320,1962573824,10545098752,12604309504,0,0,0,0,0
0,74,305,179,Mar-22 21:38:09,311938,3141,163887,22176,1835008,1021571072,3378282496,1962610688,10545651712,12604346368,0,0,0,0,0
0,41,368,351,Mar-22 21:38:10,311938,3141,163831,22176,1835008,1021571072,3378253824,1962381312,10545909760,12604133376,0,0,0,0,0
0,1562,1381,1611,Mar-22 21:38:11,311938,3141,163586,22176,1835008,1021571072,3379732480,1961377792,10545434624,12605063168,0,0,0,0,0
0,20,291,212,Mar-22 21:38:12,311938,3141,163586,22176,1835008,1021571072,3379724288,1961377792,10545442816,12605042688,0,0,0,0,0
0,1762,1584,1814,Mar-22 21:38:13,311938,3141,163784,22176,1835008,1021571072,3378892800,1962188800,10545463296,12605865984,0,0,0,0,0
0,90,540,401,Mar-22 21:38:14,311938,3141,163920,22176,1835008,1021571072,3378610176,1962745856,10545188864,12606431232,0,0,0,0,0
0,52230,74133,25958,Mar-22 21:38:15,303811,3141,123076,22176,1835008,1021571072,3572523008,1762160640,10551861248,12402016256,0,0,0,0,0
0,1309,1374,1379,Mar-22 21:38:16,303685,3141,122895,22176,1835008,1021571072,3573751808,1760903168,10551889920,12400775168,0,0,0,0,0
0,3,81,223,Mar-22 21:38:17,303685,3141,123101,22176,1835008,1021571072,3573174272,1761746944,10551623680,12401717248,0,0,0,0,0
0,1454,1888,1768,Mar-22 21:38:18,303685,3141,123334,22176,1835008,1021571072,3571912704,1762701312,10551930880,12402855936,0,0,0,0,0
0,291,534,630,Mar-22 21:38:19,303685,3141,122878,22176,1835008,1021571072,3574280192,1760587776,10551676928,12400750592,0,0,0,0,0
0,341,801,577,Mar-22 21:38:20,303685,3141,122333,22176,1835008,1021571072,3575992320,1758601216,10551951360,12398768128,0,0,0,0,0
0,5414,8477,6902,Mar-22 21:38:21,303244,3141,124381,22176,1835008,1021571072,3568721920,1765183488,10552635392,12673011712,0,0,0,0,0
