"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/disk_tcp_unix_vm-adv_fs_vm_cpu_load_sys_proc_lock_mem.csv --disk --tcp --unix --vm-adv --fs --vm --cpu --load --sys --proc --lock --mem 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"dsk/total",,"tcp sockets",,,,,"unix sockets",,,,"advanced virtual memory",,,,,"filesystem",,"virtual memory",,,,"total cpu usage",,,,,"load avg",,,"system",,"procs",,,"file locks",,,,"memory usage",,,
1241088,24576,7,22,0,9,2,56,978,55,922,0,0,0,0,0,14080,182367,0,229,1097,1336,10.540,5.019,84.065,0.376,0,0.850,1.070,1.190,2936,12080,1,0,0,83,12,13,82,5328138240,2695360512,7951364096,11151912960
468992,16384,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14112,182370,0,1572,3787,3619,10.688,6.020,83.170,0.123,0,0.850,1.070,1.190,2963,9022,5,0,8,83,12,13,82,5329813504,2693156864,7951892480,11149729792
1368064,4972544,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14144,182898,0,3252,7602,28389,12.155,4.135,83.333,0.376,0,0.850,1.070,1.190,3086,11191,2,1,9,83,12,13,82,5246545920,2776367104,7951949824,11148890112
3371008,73728,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14144,182902,0,906,2351,1492,12.174,4.472,82.733,0.621,0,0.780,1.050,1.180,3154,13586,4,0,0,83,12,13,82,5246472192,2774614016,7953776640,11150422016
1814528,720896,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14080,182919,0,6369,8157,5601,11.193,5.658,82.657,0.492,0,0.780,1.050,1.180,3378,12687,4,0,8,83,12,13,82,5253996544,2766733312,7954132992,11138015232
1996800,49152,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14080,182922,0,7205,7911,1329,10.943,4.780,83.899,0.377,0,0.780,1.050,1.180,3013,9733,2,0,0,83,12,13,82,5281406976,2738921472,7954534400,11109044224
0,0,7,24,0,9,1,56,975,55,920,0,0,0,0,0,14112,182890,0,1960,2633,3364,10.409,3.965,85.502,0.124,0,0.780,1.050,1.180,2663,8026,2,0,10,83,12,13,82,5283553280,2739556352,7951720448,11107143680
0,8052736,7,24,0,9,1,56,975,55,920,0,0,0,0,0,14080,182887,0,1543,3107,3115,10.440,3.522,86.038,0,0,0.780,1.050,1.180,2847,7730,2,0,8,83,12,13,82,5282033664,2740936704,7951859712,11108663296
8192,0,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14112,182890,1,1837,2646,7421,10.861,2.996,86.017,0.125,0,0.800,1.050,1.180,2623,6486,1,0,2,83,12,13,82,5267574784,2755092480,7952162816,11122823168
0,1024000,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14080,182912,0,1585,2422,1369,11.447,2.138,86.289,0.126,0,0.800,1.050,1.180,2587,6881,3,0,0,83,12,13,82,5267169280,2755252224,7952392192,11123048448
0,0,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14080,181806,0,422,1518,3011,10.617,4.938,84.321,0.123,0,0.800,1.050,1.180,2653,6677,2,0,0,83,12,13,82,5259833344,2766069760,7948922880,11131355136
0,1818624,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14080,181816,0,7404,9414,5127,9.136,5.632,85.106,0.125,0,0.800,1.050,1.180,2809,7444,0,0,8,83,12,13,82,5273092096,2752843776,7948890112,11150331904
0,18382848,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14048,181817,0,1657,4717,6582,9.091,5.604,85.305,0,0,0.800,1.050,1.180,4318,14860,1,0,10,83,12,13,82,5272936448,2752544768,7949344768,11150069760
1371136,1769472,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14080,181789,0,1106,1869,2637,10.349,4.239,84.913,0.499,0,0.740,1.030,1.170,2965,9024,1,0,0,83,12,13,82,5274013696,2753523712,7947288576,11148754944
0,0,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14048,181989,0,265,1480,1592,10.891,3.342,85.644,0.124,0,0.740,1.030,1.170,2536,5831,1,0,0,83,12,13,82,5274984448,2753069056,7946772480,11148308480
0,0,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14048,182031,0,1126,5956,2368,10.487,2.497,87.016,0,0,0.740,1.030,1.170,2790,6162,1,0,0,83,12,13,82,5273554944,2741071872,7960100864,11136409600
0,0,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14080,182042,0,2342,4901,6318,12.624,3.342,83.911,0.124,0,0.740,1.030,1.170,2754,7591,2,0,8,83,12,13,82,5268246528,2748862464,7957602304,11163058176
0,1597440,7,24,0,9,1,56,975,55,920,0,0,0,0,0,14112,182043,0,1735,4074,3099,11.742,2.399,85.732,0.126,0,0.740,1.030,1.170,2911,9227,2,0,8,83,12,13,82,5267935232,2745696256,7961063424,11162316800
0,532480,7,24,0,9,1,56,975,55,920,0,0,0,0,0,14144,182037,0,1433,2000,1682,10.988,2.716,86.173,0.123,0,0.680,1.010,1.170,2698,6026,4,0,0,83,12,13,82,5268209664,2747469824,7959015424,11163037696
0,0,7,24,0,9,1,56,975,55,920,0,0,0,0,0,14080,183080,0,41868,64686,37237,10.294,5.882,83.824,0,0,0.680,1.010,1.170,3592,36160,2,0,0,83,12,13,82,5371760640,2640515072,7962419200,11023540224
0,0,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14080,183075,0,737,807,4457,8.365,3.042,88.466,0.127,0,0.680,1.010,1.170,2502,5703,2,0,1,83,12,13,82,5380177920,2640240640,7954276352,11020615680
0,0,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14080,183074,0,1567,2116,2211,8.965,2.904,88.131,0,0,0.680,1.010,1.170,2662,6881,1,0,8,83,12,13,82,5381021696,2639912960,7953760256,11020079104
0,8404992,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14048,183074,0,1521,3122,3570,8.966,3.861,86.675,0.498,0,0.680,1.010,1.170,2654,7118,1,0,8,83,12,13,82,5378478080,2642440192,7953776640,11022622720
0,3694592,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14048,183097,0,2222,4000,2993,9.434,2.893,87.547,0.126,0,0.620,1,1.160,2623,6487,1,0,0,83,12,13,82,5377261568,2643693568,7953739776,11030880256
0,0,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14048,183103,0,609,1699,1002,11.648,2.354,85.874,0.124,0,0.620,1,1.160,2492,6535,2,0,0,83,12,13,82,5375139840,2642796544,7956758528,11032784896
0,0,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14080,183103,0,270,1587,1596,9.759,3.676,86.565,0,0,0.620,1,1.160,2485,5840,2,0,0,83,12,13,82,5372305408,2645463040,7956926464,11035541504
0,0,7,24,0,8,1,56,975,55,920,0,0,0,0,0,14080,183117,0,7244,9782,5952,9.102,3.919,86.852,0.126,0,0.620,1,1.160,2616,7325,2,0,8,83,12,13,82,5382873088,2635280384,7956541440,11053068288
0,11190272,7,24,0,9,1,56,975,55,920,0,0,0,0,0,14112,183084,0,2335,4464,4782,8.872,3.295,87.706,0.127,0,0.620,1,1.160,2918,8134,2,0,8,83,12,13,82,5390213120,2630340608,7954141184,11045961728
0,1400832,7,22,0,10,2,56,975,55,920,0,0,0,0,0,14080,183085,0,995,1737,1952,9.227,3.242,87.406,0.125,0,0.650,1,1.160,2699,6910,2,0,0,83,12,13,82,5392183296,2627842048,7954669568,11043471360
0,0,7,22,0,10,2,56,975,55,920,0,0,0,0,0,14080,183085,0,749,1204,1219,8.582,3.607,87.687,0.124,0,0.650,1,1.160,2565,5856,4,0,0,83,12,13,82,5393113088,2626904064,7954677760,11042541568
0,409600,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14080,183106,0,2334,3657,3927,10.189,3.019,86.667,0.126,0,0.650,1,1.160,2720,6507,3,0,0,83,12,13,82,5391052800,2629320704,7954321408,11060162560
0,0,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14112,183116,0,1157,2149,1456,11.700,2.833,85.468,0,0,0.650,1,1.160,2782,7394,2,0,4,83,12,13,82,5390430208,2627661824,7956602880,11060830208
0,0,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14048,183112,0,2614,3300,5309,9.045,4.020,86.809,0.126,0,0.650,1,1.160,2814,7648,3,0,13,83,12,13,82,5388718080,2628816896,7957127168,11054063616
0,835584,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14048,183112,0,433,1021,1001,9.453,3.358,87.065,0.124,0,0.680,1,1.160,2554,5907,1,0,0,83,12,13,82,5389447168,2628153344,7957061632,11053408256
0,0,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14080,183140,0,6062,7861,17624,10.861,3.745,85.268,0.125,0,0.680,1,1.160,2889,6975,0,0,0,83,12,13,82,5353594880,2665353216,7955714048,11155980288
0,0,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14048,183094,0,275,841,1282,9.887,2.879,87.234,0,0,0.680,1,1.160,2518,6036,1,0,0,83,12,13,82,5354889216,2665373696,7954399232,11154685952
0,696320,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14048,183096,0,639,1559,904,9.023,3.258,87.594,0.125,0,0.680,1,1.160,2471,5606,0,0,0,83,12,13,82,5355687936,2662928384,7956045824,11152248832
0,0,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14112,183117,0,4203,5061,5449,10.127,3.544,86.329,0,0,0.680,1,1.160,2695,8499,2,0,16,83,12,13,82,5351587840,2667081728,7955992576,11154010112
0,8609792,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14080,183120,0,1138,3250,2622,11.278,2.256,86.216,0.251,0,0.710,1,1.160,2732,7103,1,0,0,83,12,13,82,5348220928,2669584384,7956856832,11158212608
0,0,7,22,0,10,1,56,975,55,920,0,0,0,0,0,14048,183121,0,267,845,837,9.726,3.367,86.908,0,0,0.710,1,1.160,2658,6802,2,0,0,83,12,13,82,5349142528,2668662784,7956856832,11157291008
0,0,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14048,183096,0,468,1010,1553,9.988,3.121,86.767,0.125,0,0.710,1,1.160,2519,5701,1,0,0,83,12,13,82,5348012032,2671489024,7955161088,11157786624
0,1228800,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14048,183098,0,1359,3152,2886,9.799,3.015,86.935,0.251,0,0.710,1,1.160,2604,6330,3,0,0,83,12,13,82,5344776192,2674614272,7955271680,11165188096
0,0,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14080,183106,0,2883,3601,5456,8.842,3.985,87.173,0,0,0.710,1,1.160,2620,8107,0,0,16,83,12,13,82,5346254848,2673504256,7954886656,11158892544
0,8028160,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14080,183107,0,369,1952,1954,9.661,4.015,86.198,0.125,0,0.650,0.980,1.150,2598,6000,2,0,0,83,12,13,82,5347606528,2671886336,7955152896,11157286912
0,0,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14048,183138,0,1001,1542,1320,9.355,2.781,87.737,0.126,0,0.650,0.980,1.150,2567,6125,2,1,1,83,12,13,82,5346648064,2672545792,7955451904,11157188608
40960,1056768,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14016,183134,1,738,1870,1123,11.318,2.736,85.821,0.124,0,0.650,0.980,1.150,2788,7043,3,0,0,83,12,13,82,5345976320,2671276032,7957377024,11159273472
0,180224,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14016,183134,0,285,788,709,10.049,3.431,86.397,0.123,0,0.650,0.980,1.150,2585,6065,1,0,0,83,12,13,82,5346664448,2670571520,7957393408,11158634496
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14080,183134,0,2798,3626,3465,9.204,4.353,86.318,0.124,0,0.650,0.980,1.150,2697,8086,0,0,16,83,12,13,82,5347393536,2669379584,7957856256,11157446656
0,5537792,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14016,181996,0,995,2127,32570,10,4,86,0,0,0.600,0.960,1.150,2562,5859,2,0,0,83,12,13,82,5236776960,2787700736,7950143488,11152302080
0,0,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14016,182006,0,6787,8450,1982,9.787,4.141,85.947,0.125,0,0.600,0.960,1.150,2681,6903,3,0,0,83,12,13,82,5260582912,2764189696,7949848576,11128954880
0,0,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14048,182006,0,314,800,1114,9.963,2.989,87.049,0,0,0.600,0.960,1.150,2538,5834,2,0,0,83,12,13,82,5258862592,2765905920,7949852672,11132186624
0,1720320,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14048,182030,0,1144,2243,1675,8.323,3.783,87.768,0.126,0,0.600,0.960,1.150,2469,6105,3,0,0,83,12,13,82,5257093120,2767142912,7950385152,11157622784
0,0,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14080,182034,0,3199,4316,3793,11.538,3.598,84.739,0.124,0,0.600,0.960,1.150,2878,9175,2,0,16,83,12,13,82,5253500928,2768277504,7952842752,11161227264
0,14581760,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14048,182032,0,921,3118,2928,8.853,4.239,86.908,0,0,0.550,0.950,1.140,4248,11579,2,0,0,83,12,13,82,5251342336,2771021824,7952257024,11163975680
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14048,182032,0,208,693,727,9.375,2.625,87.875,0.125,0,0.550,0.950,1.140,2477,5640,1,0,0,83,12,13,82,5252005888,2770350080,7952265216,11163312128
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14016,182006,0,185,1072,1240,8.553,4.025,87.421,0,0,0.550,0.950,1.140,2530,5788,2,0,0,83,12,13,82,5254533120,2768613376,7951474688,11159212032
0,1794048,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14016,182006,0,5974,7743,4669,9,3.750,87,0.250,0,0.550,0.950,1.140,2599,6271,1,0,0,83,12,13,82,5269712896,2753343488,7951564800,11143950336
0,0,7,22,0,7,1,56,975,55,920,0,0,0,0,0,14112,183081,0,39675,60886,31860,10.354,4.545,85.101,0,0,0.550,0.950,1.140,3867,37539,2,0,16,83,12,13,82,5372088320,2647396352,7955120128,11010965504
0,8151040,7,22,0,7,1,56,975,55,920,0,0,0,0,0,14080,183097,0,1848,3688,3229,9.787,3.011,87.077,0.125,0,0.670,0.970,1.140,2710,6745,2,0,1,83,12,13,82,5371572224,2647871488,7955161088,11034116096
0,0,7,22,0,7,1,56,975,55,920,0,0,0,0,0,14048,183103,0,539,1788,1675,12.623,2.696,84.681,0,0,0.670,0.970,1.140,2596,6928,0,0,0,83,12,13,82,5371109376,2645659648,7957835776,11030847488
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14048,183102,0,441,845,1068,10.112,3.995,85.768,0.125,0,0.670,0.970,1.140,2705,6735,1,0,0,83,12,13,82,5371412480,2645094400,7958097920,11030183936
0,2301952,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14080,183101,0,234,1006,1068,9.171,3.769,86.935,0.126,0,0.670,0.970,1.140,2559,5968,1,0,0,83,12,13,82,5371006976,2645766144,7957831680,11030855680
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14112,183072,0,1473,2058,2996,8.408,3.312,88.280,0,0,0.670,0.970,1.140,2620,6950,3,0,8,83,12,13,82,5372874752,2646482944,7955247104,11046289408
0,9027584,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14080,183028,0,1669,3518,3909,8.280,2.675,88.917,0.127,0,0.610,0.950,1.140,2789,7697,3,0,8,83,12,13,82,5374386176,2645794816,7954419712,11044036608
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14112,183087,0,9274,10590,10475,9.227,3.865,86.783,0.125,0,0.610,0.950,1.140,2752,9094,2,0,11,83,12,13,82,5370441728,2648150016,7956008960,11049607168
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14080,183109,0,1992,2702,1633,10.063,2.767,87.170,0,0,0.610,0.950,1.140,2596,6104,2,0,0,83,12,13,82,5376000000,2642890752,7955709952,11044360192
0,663552,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14112,183114,0,1013,2191,1055,11.728,2.469,85.679,0.123,0,0.610,0.950,1.140,2638,6878,2,0,0,83,12,13,82,5378195456,2638303232,7958102016,11044896768
0,0,7,22,0,7,1,56,975,55,920,0,0,0,0,0,14048,183112,0,7560,8265,2531,9.367,3.924,86.582,0.127,0,0.610,0.950,1.140,2599,7021,1,0,8,83,12,13,82,5391474688,2624741376,7958384640,11031396352
0,8069120,7,22,0,7,1,56,975,55,920,0,0,0,0,0,14048,183112,0,1727,3239,4331,9.328,4.851,85.697,0.124,0,0.640,0.950,1.140,2671,7008,3,0,8,83,12,13,82,5393018880,2622922752,7958659072,11029594112
139264,0,7,22,0,7,1,56,975,55,920,0,0,0,0,0,14048,183083,1,524,883,1755,9.305,3.722,86.973,0,0,0.640,0.950,1.140,2558,5792,4,0,1,83,12,13,82,5395349504,2623295488,7955972096,11027853312
0,0,7,22,0,7,1,56,975,55,920,0,0,0,0,0,14048,183037,0,173,681,1043,9.091,3.157,87.626,0.126,0,0.640,0.950,1.140,2474,5786,3,0,0,83,12,13,82,5397856256,2622128128,7954616320,11025350656
0,729088,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14048,183087,0,5702,8143,11056,10.311,4.224,85.342,0.124,0,0.640,0.950,1.140,2927,7671,1,0,1,83,12,13,82,5380923392,2637246464,7956430848,11035512832
0,0,7,22,1,8,1,56,977,55,922,0,0,0,0,0,14080,183122,0,2288,3031,12091,8.790,3.439,87.771,0,0,0.640,0.950,1.140,2624,7090,2,0,8,83,12,13,82,5349699584,2668109824,7956791296,11147337728
0,0,7,22,1,8,1,56,977,55,922,0,0,0,0,0,14048,183127,0,2425,3814,2703,12.376,2.475,85.025,0.124,0,0.670,0.950,1.140,2749,8145,2,0,8,83,12,13,82,5347332096,2667782144,7959486464,11149336576
0,3203072,7,22,1,8,1,56,977,55,922,0,0,0,0,0,14048,183126,0,264,1159,1237,9.238,2.996,87.640,0.125,0,0.670,0.950,1.140,2414,5759,0,0,0,83,12,13,82,5348368384,2666561536,7959670784,11148140544
0,0,7,22,1,8,1,56,977,55,922,0,0,0,0,0,14048,183098,0,208,847,2633,8.249,3.299,88.452,0,0,0.670,0.950,1.140,2564,5863,2,0,0,83,12,13,82,5340213248,2677374976,7957012480,11156828160
0,819200,7,22,1,8,1,56,977,55,922,0,0,0,0,0,14048,183098,0,800,1310,1078,9.937,3.270,86.667,0.126,0,0.670,0.950,1.140,2648,6131,2,0,0,83,12,13,82,5342797824,2675040256,7956762624,11154255872
0,0,7,22,1,7,1,56,977,55,922,0,0,0,0,0,14048,183098,0,2641,3758,3585,9.686,3.019,87.170,0.126,0,0.670,0.950,1.140,2766,7513,1,0,8,83,12,13,82,5347549184,2670493696,7956557824,11149729792
0,0,7,22,1,7,1,56,977,55,922,0,0,0,0,0,14080,183098,0,2202,2839,3043,10.396,3.837,85.767,0,0,0.620,0.940,1.130,2855,7224,2,0,8,83,12,13,82,5348859904,2669416448,7956324352,11148652544
0,4923392,7,22,1,7,1,56,977,55,922,0,0,0,0,0,14016,183178,0,7181,10421,32438,10.393,3.295,86.185,0.127,0,0.620,0.940,1.130,2688,6733,2,0,0,83,12,13,82,5260054528,2756075520,7958470656,11132575744
0,0,7,22,1,7,1,56,977,55,922,0,0,0,0,0,14048,183137,0,517,1493,1179,12.346,2.840,84.815,0,0,0.620,0.940,1.130,2631,7093,3,0,0,83,12,13,82,5262761984,2752311296,7959527424,11130920960
0,778240,7,22,1,8,1,56,977,55,922,0,0,0,0,0,14048,183137,0,567,1068,1523,8.783,3.890,87.202,0.125,0,0.620,0.940,1.130,2735,6601,2,0,1,83,12,13,82,5263888384,2751709184,7959003136,11130392576
0,0,7,22,1,8,1,56,977,55,922,0,0,0,0,0,14048,183109,0,1913,2609,2712,9.926,3.846,86.228,0,0,0.620,0.940,1.130,2658,7179,2,0,8,83,12,13,82,5264560128,2752897024,7957143552,11129450496
0,0,7,22,1,8,1,56,979,55,924,0,0,0,0,0,14048,183113,0,1586,3167,3187,9.824,3.778,86.272,0.126,0,0.570,0.920,1.120,2655,7197,2,0,8,83,12,13,82,5261983744,2755452928,7957164032,11131768832
0,8749056,7,22,1,8,2,56,977,55,922,0,0,0,0,0,14048,183108,0,318,1793,1978,9.148,3.509,87.218,0.125,0,0.570,0.920,1.120,2717,6026,2,0,0,83,12,13,82,5262045184,2755973120,7956582400,11132293120
0,0,7,22,1,8,1,56,977,55,922,0,0,0,0,0,14048,183108,0,288,1249,1721,8.756,3.046,88.198,0,0,0.570,0.920,1.120,2606,5949,2,0,0,83,12,13,82,5260079104,2758160384,7956361216,11133415424
0,2129920,7,22,1,8,1,56,977,55,922,0,0,0,0,0,14048,182023,0,2338,4659,6998,10.767,3.837,85.272,0.124,0,0.570,0.920,1.120,2693,6380,2,0,0,83,12,13,82,5256179712,2766471168,7951945728,11158507520
0,0,7,22,1,7,1,56,977,55,922,0,0,0,0,0,14112,182037,0,1727,2925,2500,12.060,3.015,84.925,0,0,0.570,0.920,1.120,2849,8246,1,0,8,83,12,13,82,5252583424,2767495168,7954518016,11161694208
0,0,7,22,1,7,1,56,977,55,922,0,0,0,0,0,14080,182036,0,1958,2460,2521,8.989,3.371,87.516,0.125,0,0.520,0.900,1.120,2716,7083,0,0,8,83,12,13,82,5252165632,2768424960,7954006016,11162628096
0,19308544,7,22,1,6,1,56,977,55,922,0,0,0,0,0,14080,182008,0,205,3034,3615,8.955,4.726,86.194,0.124,0,0.520,0.900,1.120,3942,11318,2,0,0,83,12,13,82,5257666560,2765295616,7951634432,11157053440
0,0,7,22,1,6,1,56,977,55,922,0,0,0,0,0,14048,182009,0,212,1300,1174,9.217,3.030,87.753,0,0,0.520,0.900,1.120,2616,5909,2,0,0,83,12,13,82,5258141696,2764550144,7951900672,11156312064
0,1662976,7,22,1,6,1,56,977,55,922,0,0,0,0,0,14048,182021,0,200,1623,2314,11.125,3.585,85.167,0.124,0,0.520,0.900,1.120,2589,5951,4,0,0,83,12,13,82,5257502720,2764976128,7952113664,11155410944
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14048,182011,0,2033,2890,2381,9.705,4.545,85.627,0.123,0,0.520,0.900,1.120,2743,8749,0,0,8,83,12,13,82,5258395648,2763800576,7952396288,11154194432
0,245760,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14048,182077,0,3170,3829,4313,10.600,3.321,85.951,0.128,0,0.560,0.910,1.120,2683,7354,3,0,9,83,12,13,82,5254356992,2767548416,7952687104,11155140608
0,3694592,7,22,0,8,1,56,975,55,920,0,0,0,0,0,15104,183097,0,39180,61632,23681,13.317,2.638,84.045,0,0,0.560,0.910,1.120,3647,35889,2,0,0,83,12,13,82,5386194944,2633584640,7954812928,11033047040
0,0,7,22,0,9,1,56,975,55,920,0,0,0,0,0,14048,183104,0,1807,3594,1190,9.622,4.385,85.871,0.122,0,0.560,0.910,1.120,2662,6752,0,0,0,83,12,13,82,5389570048,2625228800,7959793664,11030220800
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14048,183103,0,330,694,779,10.506,2.658,86.709,0.127,0,0.560,0.910,1.120,2607,5761,2,0,0,83,12,13,82,5390774272,2624540672,7959277568,11029557248
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14080,183075,0,1492,2049,2836,8.816,3.526,87.657,0,0,0.560,0.910,1.120,2590,6826,3,0,8,83,12,13,82,5392027648,2625413120,7957151744,11028299776
0,2875392,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14016,183076,0,1999,3057,2683,9.375,4.125,86,0.500,0,0.520,0.890,1.110,2670,7213,2,0,8,83,12,13,82,5393289216,2623807488,7957495808,11026423808
0,9216000,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14048,183075,0,2519,4145,1858,8.805,4.277,86.792,0.126,0,0.520,0.890,1.110,2515,5851,2,0,0,83,12,13,82,5401948160,2615144448,7957499904,11017781248
0,0,7,22,0,7,1,56,975,55,920,0,0,0,0,0,14048,183098,0,4072,4676,4686,10.012,4.079,85.909,0,0,0.520,0.890,1.110,2609,5980,4,0,0,83,12,13,82,5402345472,2615193600,7957053440,11062894592
0,475136,7,22,0,7,1,56,975,55,920,0,0,0,0,0,14048,183103,0,6840,9106,3787,12.422,2.760,84.693,0.125,0,0.520,0.890,1.110,2787,7615,3,0,0,83,12,13,82,5415534592,2599464960,7959592960,11047522304
0,0,7,22,0,7,1,56,975,55,920,0,0,0,0,0,14048,183113,0,2274,3054,13288,9.387,3.880,86.608,0.125,0,0.520,0.890,1.110,2574,6924,4,0,8,83,12,13,82,5375442944,2638987264,7960162304,11059773440
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14016,183113,0,1695,2369,6377,9.285,3.764,86.951,0,0,0.550,0.890,1.110,2687,7977,2,0,8,83,12,13,82,5359894528,2654531584,7960166400,11075321856
0,8069120,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14048,183085,0,365,1813,7742,8.750,4.250,86.875,0.125,0,0.550,0.890,1.110,2635,5952,2,0,0,83,12,13,82,5346230272,2671017984,7957344256,11102773248
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14048,183085,0,721,1217,2366,9.524,2.882,87.469,0.125,0,0.550,0.890,1.110,2626,5880,2,0,0,83,12,13,82,5344493568,2672742400,7957356544,11105001472
0,819200,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14048,183086,0,528,1082,921,9.296,3.141,87.437,0.126,0,0.550,0.890,1.110,2549,6098,2,0,1,83,12,13,82,5344821248,2672152576,7957618688,11104419840
0,204800,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14016,183086,0,1564,2223,9893,9.057,4.094,86.725,0.124,0,0.550,0.890,1.110,2586,7037,3,0,8,83,12,13,82,5302538240,2714169344,7957884928,11155763200
0,0,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14048,183113,0,3980,5272,7180,13.317,2.387,84.296,0,0,0.590,0.890,1.110,2714,8323,2,0,8,83,12,13,82,5304340480,2710683648,7959568384,11153321984
0,3162112,7,22,0,8,1,56,975,55,920,0,0,0,0,0,14080,183123,0,2134,4180,14296,8.750,3.375,87.750,0.125,0,0.590,0.890,1.110,2530,6176,3,0,0,83,12,13,82,5258076160,2756538368,7959973888,11151982592
0,0,7,22,0,7,1,56,975,55,920,0,0,0,0,0,14048,183124,0,232,856,743,8.838,2.778,88.258,0.126,0,0.590,0.890,1.110,2485,5809,2,0,0,83,12,13,82,5258620928,2755375104,7960592384,11150729216
0,0,7,22,0,7,1,56,979,55,924,0,0,0,0,0,14080,183164,0,9027,13191,5569,17.146,3.630,79.224,0,0,0.590,0.890,1.110,3375,8254,3,0,20,83,12,13,82,5259685888,2739056640,7975845888,11132059648
0,827392,7,22,0,7,1,56,979,55,924,0,0,0,0,0,14112,183163,0,1716,2319,2690,8.407,3.513,87.955,0.125,0,0.590,0.890,1.110,2647,6957,3,0,8,83,12,13,82,5261971456,2736861184,7975755776,11129876480
0,98304,7,22,0,7,1,56,979,55,924,0,0,0,0,0,14112,183148,0,1854,2416,4882,10.062,3.975,85.839,0.124,0,0.700,0.910,1.110,2740,7158,3,0,8,83,12,13,82,5266264064,2736631808,7971692544,11158761472
0,0,7,22,0,8,1,56,979,55,924,0,0,0,0,0,14080,183148,0,217,898,1581,9.596,3.030,87.247,0.126,0,0.700,0.910,1.110,2680,6573,2,0,0,83,12,13,82,5269737472,2735796224,7969054720,11157422080
