"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --bytes --output dstat/data/csv/dool/zones.csv --time --zones 1 600",,,,"Date:","22 Mar 2023 21:22:03 -03"
"system","zones memory",,,
Mar-22 21:31:30,292084,3141,174887,22176
Mar-22 21:31:31,292084,3141,175306,22176
Mar-22 21:31:32,292084,3141,174641,22176
Mar-22 21:31:33,292084,3141,174516,22176
Mar-22 21:31:34,292084,3141,174109,22176
Mar-22 21:31:35,292574,3141,193366,22176
Mar-22 21:31:36,292612,3141,193552,22176
Mar-22 21:31:37,292612,3141,193373,22176
Mar-22 21:31:38,292612,3141,194010,22176
Mar-22 21:31:39,292612,3141,193707,22176
Mar-22 21:31:40,292612,3141,193647,22176
Mar-22 21:31:41,292612,3141,193596,22176
Mar-22 21:31:42,297892,3141,197320,22176
Mar-22 21:31:43,300004,3141,218152,22176
Mar-22 21:31:44,300004,3141,218226,22176
Mar-22 21:31:45,300004,3141,218296,22176
Mar-22 21:31:46,300004,3141,218179,22176
Mar-22 21:31:47,300004,3141,218191,22176
Mar-22 21:31:48,300004,3141,218068,22176
Mar-22 21:31:49,300004,3141,217963,22176
Mar-22 21:31:50,300004,3141,218428,22176
Mar-22 21:31:51,300004,3141,218379,22176
Mar-22 21:31:52,300004,3141,218150,22176
Mar-22 21:31:53,300004,3141,218153,22176
Mar-22 21:31:54,300004,3141,218100,22176
Mar-22 21:31:55,300004,3141,217919,22176
Mar-22 21:31:56,300004,3141,220221,22176
Mar-22 21:31:57,300004,3141,220425,22176
Mar-22 21:31:58,300004,3141,220494,22176
Mar-22 21:31:59,300004,3141,220640,22176
Mar-22 21:32:00,300004,3141,220640,22176
Mar-22 21:32:01,300004,3141,220475,22176
Mar-22 21:32:02,302417,3141,234855,22176
