"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/io_unix_aio_time_fs_vm-adv_tcp_zones_mem_raw_swap.csv --io --unix --aio --time --fs --vm-adv --tcp --zones --mem --raw --swap 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"io/total",,"unix sockets",,,,"async","system","filesystem",,"advanced virtual memory",,,,,"tcp sockets",,,,,"zones memory",,,,"memory usage",,,,"raw","swap",
0,0,56,975,55,920,0,Mar-23 13:44:29,14112,183116,0,0,0,0,0,7,22,0,9,1,159767,3141,478480,22688,5390200832,2627891200,7956602880,11061051392,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:30,14048,183112,0,0,0,0,0,7,22,0,9,1,159767,3141,478706,22688,5388718080,2628816896,7957127168,11054063616,0,108527616,914878464
0,50,56,975,55,920,0,Mar-23 13:44:31,14048,183112,0,0,0,0,0,7,22,0,9,1,159767,3141,478544,22688,5389455360,2628153344,7957053440,11053400064,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:32,14080,183140,0,0,0,0,0,7,22,0,9,1,159767,3141,487626,22688,5353594880,2665353216,7955714048,11155980288,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:33,14048,183094,0,0,0,0,0,7,22,0,9,1,159767,3141,487631,22688,5354889216,2665373696,7954399232,11154685952,0,108527616,914878464
0,4,56,975,55,920,0,Mar-23 13:44:34,14048,183096,0,0,0,0,0,7,22,0,9,1,159767,3141,487034,22688,5355687936,2662928384,7956045824,11152248832,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:35,14112,183117,0,0,0,0,0,7,22,0,9,1,159767,3141,488048,22688,5351587840,2667081728,7955992576,11154010112,0,108527616,914878464
0,156,56,975,55,920,0,Mar-23 13:44:36,14080,183120,0,0,0,0,0,7,22,0,9,1,159767,3141,488659,22688,5348220928,2669584384,7956856832,11158212608,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:37,14048,183121,0,0,0,0,0,7,22,0,10,1,159767,3141,488434,22688,5349142528,2668662784,7956856832,11157291008,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:38,14048,183096,0,0,0,0,0,7,22,0,9,1,159767,3141,489124,22688,5348012032,2671489024,7955161088,11157786624,0,108527616,914878464
0,90,56,975,55,920,0,Mar-23 13:44:39,14048,183098,0,0,0,0,0,7,22,0,9,1,159767,3141,489887,22688,5344776192,2674614272,7955271680,11165188096,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:40,14080,183106,0,0,0,0,0,7,22,0,9,1,159767,3141,489672,22688,5346025472,2673733632,7954886656,11159121920,0,108527616,914878464
0,94,56,975,55,920,0,Mar-23 13:44:41,14080,183107,0,0,0,0,0,7,22,0,9,1,159767,3141,489221,22688,5347606528,2671886336,7955152896,11157286912,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:42,14048,183135,0,0,0,0,0,7,22,0,9,1,159767,3141,489382,22688,5346672640,2672545792,7955427328,11157147648,0,108527616,914878464
8,64,56,975,55,920,0,Mar-23 13:44:43,14016,183134,0,0,0,0,0,7,22,0,9,1,159767,3141,489072,22688,5345976320,2671276032,7957377024,11159273472,0,108527616,914878464
0,32,56,975,55,920,0,Mar-23 13:44:44,14016,183134,0,0,0,0,0,7,22,0,8,1,159767,3141,488956,22688,5346451456,2670800896,7957377024,11158847488,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:45,14080,183134,0,0,0,0,0,7,22,0,8,1,159767,3141,488609,22688,5347393536,2669379584,7957856256,11157446656,0,108527616,914878464
0,132,56,975,55,920,0,Mar-23 13:44:46,14016,181996,0,0,0,0,0,7,22,0,8,1,159767,3141,517496,22688,5236776960,2787700736,7950143488,11152302080,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:47,14016,182006,0,0,0,0,0,7,22,0,9,1,159767,3141,511756,22688,5260582912,2764189696,7949848576,11128954880,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:48,14048,182006,0,0,0,0,0,7,22,0,9,1,159767,3141,512231,22688,5258633216,2766135296,7949852672,11132416000,0,108527616,914878464
0,32,56,975,55,920,0,Mar-23 13:44:49,14048,182030,0,0,0,0,0,7,22,0,9,1,159767,3141,512426,22688,5257302016,2766934016,7950385152,11157188608,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:50,14080,182034,0,0,0,0,0,7,22,0,9,1,159767,3141,512754,22688,5253500928,2768277504,7952842752,11161227264,0,108527616,914878464
0,2246,56,975,55,920,0,Mar-23 13:44:51,14048,182032,0,0,0,0,0,7,22,0,8,1,159767,3141,513424,22688,5251342336,2771021824,7952257024,11163975680,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:52,14048,182032,0,0,0,0,0,7,22,0,8,1,159767,3141,513260,22688,5252005888,2770350080,7952265216,11163303936,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:53,14016,182006,0,0,0,0,0,7,22,0,8,1,159767,3141,512836,22688,5254533120,2768613376,7951474688,11159212032,0,108527616,914878464
0,50,56,975,55,920,0,Mar-23 13:44:54,14016,182006,0,0,0,0,0,7,22,0,8,1,159767,3141,509108,22688,5269712896,2753343488,7951564800,11143950336,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:55,14112,183081,0,0,0,0,0,7,22,0,7,1,159767,3141,483302,22688,5371842560,2647642112,7955120128,11011211264,0,108527616,914878464
0,104,56,975,55,920,0,Mar-23 13:44:56,14080,183097,0,0,0,0,0,7,22,0,7,1,159767,3141,483316,22688,5371785216,2647699456,7955120128,11033899008,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:57,14048,183103,0,0,0,0,0,7,22,0,7,1,159767,3141,482818,22688,5371109376,2645659648,7957835776,11030847488,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:44:58,14048,183102,0,0,0,0,0,7,22,0,8,1,159767,3141,482680,22688,5371412480,2645094400,7958097920,11030183936,0,108527616,914878464
0,22,56,975,55,920,0,Mar-23 13:44:59,14080,183101,0,0,0,0,0,7,22,0,8,1,159767,3141,482844,22688,5371006976,2645766144,7957831680,11030855680,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:45:00,14112,183072,0,0,0,0,0,7,22,0,8,1,159767,3141,483019,22688,5372874752,2646482944,7955247104,11046289408,0,108527616,914878464
0,476,56,975,55,920,0,Mar-23 13:45:01,14080,183028,0,0,0,0,0,7,22,0,8,1,159767,3141,482851,22688,5374386176,2645794816,7954419712,11044036608,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:45:02,14112,183087,0,0,0,0,0,7,22,0,8,1,159767,3141,483426,22688,5370441728,2648150016,7956008960,11049607168,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:45:03,14080,183109,0,0,0,0,0,7,22,0,8,1,159767,3141,482142,22688,5376000000,2642890752,7955709952,11044360192,0,108527616,914878464
0,26,56,975,55,920,0,Mar-23 13:45:04,14112,183114,0,0,0,0,0,7,22,0,8,1,159767,3141,481022,22688,5378195456,2638303232,7958102016,11044896768,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:45:05,14048,183112,0,0,0,0,0,7,22,0,7,1,159767,3141,477711,22688,5391474688,2624741376,7958384640,11031396352,0,108527616,914878464
0,72,56,975,55,920,0,Mar-23 13:45:06,14048,183112,0,0,0,0,0,7,22,0,7,1,159767,3141,477267,22688,5393018880,2622922752,7958659072,11029594112,0,108527616,914878464
6,0,56,975,55,920,0,Mar-23 13:45:07,14048,183083,0,0,0,0,0,7,22,0,7,1,159767,3141,477358,22688,5395353600,2623295488,7955968000,11027853312,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:45:08,14048,183037,0,0,0,0,0,7,22,0,7,1,159767,3141,477073,22688,5397856256,2622128128,7954616320,11025350656,0,108527616,914878464
0,16,56,975,55,920,0,Mar-23 13:45:09,14048,183087,0,0,0,0,0,7,22,0,8,1,159767,3141,480764,22688,5380923392,2637246464,7956430848,11035512832,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:45:10,14080,183122,0,0,0,0,0,7,22,1,8,1,159767,3141,488299,22688,5349699584,2668109824,7956791296,11147296768,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:45:11,14048,183127,0,0,0,0,0,7,22,1,8,1,159767,3141,488219,22688,5347332096,2667782144,7959486464,11149336576,0,108527616,914878464
0,44,56,977,55,922,0,Mar-23 13:45:12,14048,183126,0,0,0,0,0,7,22,1,8,1,159767,3141,487921,22688,5348368384,2666561536,7959670784,11148140544,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:45:13,14048,183098,0,0,0,0,0,7,22,1,8,1,159767,3141,490561,22688,5340213248,2677374976,7957012480,11156828160,0,108527616,914878464
0,74,56,977,55,922,0,Mar-23 13:45:14,14048,183098,0,0,0,0,0,7,22,1,8,1,159767,3141,489991,22688,5342797824,2675040256,7956762624,11154255872,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:45:15,14048,183098,0,0,0,0,0,7,22,1,7,1,159767,3141,488881,22688,5347549184,2670493696,7956557824,11149729792,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:45:16,14080,183098,0,0,0,0,0,7,22,1,7,1,159767,3141,488674,22688,5348630528,2669645824,7956324352,11148881920,0,108527616,914878464
0,42,56,977,55,922,0,Mar-23 13:45:17,14016,183178,0,0,0,0,0,7,22,1,7,1,159767,3141,509835,22688,5259808768,2756321280,7958470656,11131756544,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:45:18,14048,183137,0,0,0,0,0,7,22,1,7,1,159767,3141,508856,22688,5262761984,2752311296,7959527424,11130888192,0,108527616,914878464
0,30,56,977,55,922,0,Mar-23 13:45:19,14048,183137,0,0,0,0,0,7,22,1,8,1,159767,3141,508709,22688,5263888384,2751709184,7959003136,11130392576,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:45:20,14048,183109,0,0,0,0,0,7,22,1,8,1,159767,3141,508999,22688,5264560128,2752897024,7957143552,11129450496,0,108527616,914878464
0,0,56,979,55,924,0,Mar-23 13:45:21,14048,183113,0,0,0,0,0,7,22,2,8,1,159767,3141,509623,22688,5261983744,2755452928,7957164032,11131768832,0,108527616,914878464
0,180,56,977,55,922,0,Mar-23 13:45:22,14048,183108,0,0,0,0,0,7,22,1,8,2,159767,3141,509744,22688,5262073856,2755948544,7956578304,11132268544,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:45:23,14048,183108,0,0,0,0,0,7,22,1,8,1,159767,3141,510284,22688,5260079104,2758160384,7956361216,11133415424,0,108527616,914878464
0,38,56,977,55,922,0,Mar-23 13:45:24,14048,182023,0,0,0,0,0,7,22,1,8,1,159767,3141,512313,22688,5256347648,2766471168,7951777792,11158528000,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:45:25,14112,182037,0,0,0,0,0,7,22,1,7,1,159767,3141,512557,22688,5252608000,2767470592,7954518016,11161669632,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:45:26,14080,182036,0,0,0,0,0,7,22,1,7,1,159767,3141,512790,22688,5252165632,2768424960,7954006016,11162628096,0,108527616,914878464
0,2126,56,977,55,922,0,Mar-23 13:45:27,14080,182008,0,0,0,0,0,7,22,1,6,1,159767,3141,512082,22688,5257437184,2765524992,7951634432,11157282816,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:45:28,14048,182009,0,0,0,0,0,7,22,1,6,1,159767,3141,511844,22688,5258141696,2764550144,7951900672,11156312064,0,108527616,914878464
0,46,56,977,55,922,0,Mar-23 13:45:29,14048,182021,0,0,0,0,0,7,22,1,6,1,159767,3141,511948,22688,5257502720,2764976128,7952113664,11155410944,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:45:30,14048,182011,0,0,0,0,0,7,22,0,8,1,159767,3141,511717,22688,5258170368,2764029952,7952392192,11154423808,0,108527616,914878464
0,18,56,975,55,920,0,Mar-23 13:45:31,14080,182030,0,0,0,0,0,7,22,0,8,1,159767,3141,512576,22688,5254356992,2767548416,7952687104,11155140608,0,108527616,914878464
0,146,56,975,55,920,0,Mar-23 13:45:32,15104,183097,0,0,0,0,0,7,22,0,8,1,159767,3141,479870,22688,5386194944,2633584640,7954812928,11033047040,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:45:33,14048,183104,0,0,0,0,0,7,22,0,9,1,159767,3141,477830,22688,5389570048,2625228800,7959793664,11030220800,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:45:34,14048,183103,0,0,0,0,0,7,22,0,8,1,159767,3141,477662,22688,5390774272,2624540672,7959277568,11029557248,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:45:35,14080,183075,0,0,0,0,0,7,22,0,8,1,159767,3141,477875,22688,5392027648,2625413120,7957151744,11028299776,0,108527616,914878464
0,42,56,975,55,920,0,Mar-23 13:45:36,14016,183076,0,0,0,0,0,7,22,0,8,1,159767,3141,477483,22688,5393289216,2623807488,7957495808,11026423808,0,108527616,914878464
0,438,56,975,55,920,0,Mar-23 13:45:37,14048,183075,0,0,0,0,0,7,22,0,8,1,159767,3141,475998,22688,5399367680,2617724928,7957499904,11020357632,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:45:38,14048,183098,0,0,0,0,0,7,22,0,7,1,159767,3141,475562,22688,5401645056,2615939072,7957008384,11063803904,0,108527616,914878464
0,42,56,975,55,920,0,Mar-23 13:45:39,14048,183103,0,0,0,0,0,7,22,0,7,1,159767,3141,471540,22688,5415534592,2599464960,7959592960,11047522304,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:45:40,14048,183113,0,0,0,0,0,7,22,0,7,1,159767,3141,481189,22688,5375442944,2638987264,7960162304,11059773440,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:45:41,14016,183113,0,0,0,0,0,7,22,0,8,1,159767,3141,484984,22688,5359894528,2654531584,7960166400,11075321856,0,108527616,914878464
0,76,56,975,55,920,0,Mar-23 13:45:42,14048,183085,0,0,0,0,0,7,22,0,8,1,159767,3141,489009,22688,5346230272,2671017984,7957344256,11102773248,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:45:43,14048,183085,0,0,0,0,0,7,22,0,8,1,159767,3141,489466,22688,5344346112,2672889856,7957356544,11105337344,0,108527616,914878464
0,22,56,975,55,920,0,Mar-23 13:45:44,14048,183086,0,0,0,0,0,7,22,0,8,1,159767,3141,489286,22688,5344821248,2672152576,7957618688,11104415744,0,108527616,914878464
0,34,56,975,55,920,0,Mar-23 13:45:45,14016,183088,0,0,0,0,0,7,22,0,8,1,159767,3141,495498,22688,5317513216,2699194368,7957884928,11154632704,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:45:46,14048,183113,0,0,0,0,0,7,22,0,8,1,159767,3141,498693,22688,5304340480,2710683648,7959568384,11153321984,0,108527616,914878464
0,34,56,975,55,920,0,Mar-23 13:45:47,14080,183123,0,0,0,0,0,7,22,0,8,1,159767,3141,509888,22688,5258076160,2756538368,7959973888,11151982592,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:45:48,14048,183124,0,0,0,0,0,7,22,0,7,1,159767,3141,509604,22688,5258620928,2755375104,7960592384,11150725120,0,108527616,914878464
0,0,56,979,55,924,0,Mar-23 13:45:49,14080,183164,0,0,0,0,0,7,22,0,7,1,159767,3141,505620,22688,5259685888,2739056640,7975845888,11132059648,0,108527616,914878464
0,18,56,979,55,924,0,Mar-23 13:45:50,14112,183163,0,0,0,0,0,7,22,0,7,1,159767,3141,505084,22688,5261971456,2736861184,7975755776,11129876480,0,108527616,914878464
0,12,56,979,55,924,0,Mar-23 13:45:51,14112,183148,0,0,0,0,0,7,22,0,7,1,159767,3141,505028,22688,5266264064,2736631808,7971692544,11158761472,0,108527616,914878464
0,0,56,979,55,924,0,Mar-23 13:45:52,14080,183148,0,0,0,0,0,7,22,0,8,1,159767,3141,505076,22688,5268709376,2736828416,7969050624,11158986752,0,108527616,914878464
0,54,56,979,55,924,0,Mar-23 13:45:53,14112,183175,0,0,0,0,0,7,22,0,8,1,159767,3141,504393,22688,5269008384,2734030848,7971549184,11157753856,0,108527616,914878464
0,0,56,979,55,924,0,Mar-23 13:45:54,14112,183164,0,0,0,0,0,7,22,0,8,1,159767,3141,504891,22688,5276811264,2736070656,7961706496,11164282880,0,108527616,914878464
0,0,56,979,55,924,0,Mar-23 13:45:55,14112,183173,0,0,0,0,0,7,22,0,8,1,159767,3141,504599,22688,5277863936,2734874624,7961849856,11163205632,0,108527616,914878464
0,64,56,995,55,940,0,Mar-23 13:45:56,14080,183301,0,0,0,0,0,7,22,0,8,1,159767,3141,493477,22688,5317971968,2689318912,7967248384,11115761664,0,108527616,914878464
0,388,56,995,55,940,0,Mar-23 13:45:57,14112,183303,0,0,0,0,0,7,22,0,8,1,159767,3141,490397,22688,5331718144,2676703232,7966134272,11103379456,0,108527616,914878464
0,248,56,995,55,940,0,Mar-23 13:45:58,14112,183302,0,0,0,0,0,7,22,0,7,1,159767,3141,489967,22688,5333778432,2674941952,7965835264,11101618176,0,108527616,914878464
0,0,56,995,55,940,0,Mar-23 13:45:59,14144,183307,0,0,0,0,0,7,22,0,7,1,159767,3141,490353,22688,5333016576,2676523008,7965016064,11103203328,0,108527616,914878464
0,158,56,995,55,940,0,Mar-23 13:46:00,14144,183338,0,0,0,0,0,7,22,0,7,1,159767,3141,492596,22688,5320269824,2685710336,7968575488,11111686144,0,108527616,914878464
0,0,56,995,55,940,0,Mar-23 13:46:01,14144,183339,0,0,0,0,0,7,22,0,7,1,159767,3141,493636,22688,5315985408,2689970176,7968600064,11116126208,0,108527616,914878464
2,0,56,995,55,940,0,Mar-23 13:46:02,14176,182236,0,0,0,0,0,7,22,0,8,1,159767,3141,494135,22688,5319311360,2692014080,7963230208,11107164160,0,108527616,914878464
0,368,56,995,55,940,0,Mar-23 13:46:03,14208,182214,0,0,0,0,0,7,22,0,8,1,159767,3141,491818,22688,5330845696,2682523648,7961161728,11095683072,0,108527616,914878464
0,0,56,995,55,940,0,Mar-23 13:46:04,14176,182214,0,0,0,0,0,7,22,0,8,1,159767,3141,495620,22688,5315006464,2698096640,7961427968,11111256064,0,108527616,914878464
0,40,56,995,55,940,0,Mar-23 13:46:05,14144,182214,0,0,0,0,0,7,22,0,8,1,159767,3141,495266,22688,5316976640,2696646656,7960907776,11109830656,0,108527616,914878464
0,14,56,995,55,940,0,Mar-23 13:46:06,14112,182207,0,0,0,0,0,7,22,0,8,1,159767,3141,494680,22688,5319372800,2694246400,7960911872,11107446784,0,108527616,914878464
0,0,56,995,55,940,0,Mar-23 13:46:07,14176,182235,0,0,0,0,0,7,22,0,8,1,159767,3141,496359,22688,5310029824,2701123584,7963377664,11121565696,0,108527616,914878464
0,18,56,995,55,940,0,Mar-23 13:46:08,14176,182237,0,0,0,0,0,7,22,0,8,1,159767,3141,496184,22688,5309169664,2700406784,7964954624,11120783360,0,108527616,914878464
0,0,56,995,55,940,0,Mar-23 13:46:09,14176,182237,0,0,0,0,0,7,22,0,8,1,159767,3141,498046,22688,5301436416,2708033536,7965061120,11111923712,0,108527616,914878464
0,64,56,995,55,940,0,Mar-23 13:46:10,14240,183306,0,0,0,0,0,7,22,0,7,1,159767,3141,462517,22688,5443665920,2562506752,7968358400,10956820480,0,108527616,914878464
0,172,56,995,55,940,0,Mar-23 13:46:11,14176,183280,0,0,0,0,0,7,22,0,7,1,159767,3141,461398,22688,5450354688,2557923328,7966253056,10949779456,0,108527616,914878464
0,0,56,995,55,940,0,Mar-23 13:46:12,14176,183281,0,0,0,0,0,7,22,0,7,1,159767,3141,460789,22688,5452304384,2555428864,7966797824,10947305472,0,108527616,914878464
0,628,56,995,55,940,0,Mar-23 13:46:13,14208,183281,0,0,0,0,0,7,22,0,8,1,159767,3141,463879,22688,5439758336,2568085504,7966687232,10960003072,0,108527616,914878464
0,70,56,995,55,940,0,Mar-23 13:46:14,14208,183311,0,0,0,0,0,7,22,0,8,1,159767,3141,467996,22688,5421023232,2584948736,7968641024,10979069952,0,108527616,914878464
0,0,56,989,55,934,0,Mar-23 13:46:15,14208,183240,0,0,0,0,0,7,22,0,8,1,159767,3141,472117,22688,5406023680,2601828352,7966760960,10996023296,0,108527616,914878464
0,0,56,979,55,924,0,Mar-23 13:46:16,14112,183150,0,0,0,0,0,7,22,0,8,1,159767,3141,480435,22688,5376528384,2635898880,7962185728,11030102016,0,108527616,914878464
0,0,56,979,55,924,0,Mar-23 13:46:17,14080,183120,0,0,0,0,0,7,22,0,8,1,159767,3141,476182,22688,5396717568,2618478592,7959416832,11016105984,0,108527616,914878464
0,96,56,979,55,924,0,Mar-23 13:46:18,14112,183130,0,0,0,0,0,7,22,0,8,1,159767,3141,478033,22688,5389082624,2626060288,7959470080,11014946816,0,108527616,914878464
0,92,56,975,55,920,0,Mar-23 13:46:19,14080,183075,0,0,0,0,0,7,22,0,8,1,159767,3141,480398,22688,5381103616,2635747328,7957762048,11024658432,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:20,14048,183128,0,0,0,0,0,7,22,0,8,1,159767,3141,481772,22688,5375537152,2641375232,7957700608,11029499904,0,108527616,914878464
0,8,56,975,55,920,0,Mar-23 13:46:21,14080,183103,0,0,0,0,0,7,22,0,7,1,159767,3141,478033,22688,5388857344,2626060288,7959711744,11021950976,0,108527616,914878464
0,32,56,975,55,920,0,Mar-23 13:46:22,14080,183101,0,0,0,0,0,7,22,0,7,1,159767,3141,477945,22688,5389578240,2625699840,7959351296,11021598720,0,108527616,914878464
0,40,56,975,55,920,0,Mar-23 13:46:23,14112,183101,0,0,0,0,0,7,22,0,7,1,159767,3141,482031,22688,5372108800,2642436096,7960084480,11038339072,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:24,14112,183103,0,0,0,0,0,7,22,0,8,1,159767,3141,480189,22688,5379416064,2634891264,7960322048,11145023488,0,108527616,914878464
0,52,56,975,55,920,0,Mar-23 13:46:25,14112,183083,0,0,0,0,0,7,22,0,8,1,159767,3141,480290,22688,5381898240,2635304960,7957426176,11143077888,0,108527616,914878464
0,68,56,975,55,920,0,Mar-23 13:46:26,14080,183082,0,0,0,0,0,7,22,0,8,1,159767,3141,480070,22688,5382713344,2634403840,7957512192,11142217728,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:27,14080,183083,0,0,0,0,0,7,22,0,8,1,159767,3141,481551,22688,5375397888,2640470016,7958761472,11148283904,0,108527616,914878464
0,190,56,975,55,920,0,Mar-23 13:46:28,14048,183110,0,0,0,0,0,7,22,0,8,1,159767,3141,486274,22688,5353353216,2659815424,7961460736,11165159424,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:29,14016,183105,0,0,0,0,0,7,22,0,8,1,159767,3141,486561,22688,5353742336,2660990976,7959908352,11166445568,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:30,14048,183103,0,0,0,0,0,7,22,0,8,1,159767,3141,487052,22688,5351706624,2663002112,7959932928,11168473088,0,108527616,914878464
0,18,56,975,55,920,0,Mar-23 13:46:31,14080,183076,0,0,0,0,0,7,22,0,6,1,159767,3141,487896,22688,5350088704,2666459136,7958093824,11171147776,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:32,14112,183077,0,0,0,0,0,7,22,0,6,1,159767,3141,484653,22688,5363167232,2653175808,7958298624,11153682432,0,108527616,914878464
0,108,56,975,55,920,0,Mar-23 13:46:33,14080,183086,0,0,0,0,0,7,22,0,6,1,159767,3141,483867,22688,5366706176,2649956352,7957979136,11150979072,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:34,14048,183087,0,0,0,0,0,7,22,0,7,1,159767,3141,483596,22688,5367857152,2648846336,7957938176,11149651968,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:35,14080,183115,0,0,0,0,0,7,20,1,7,2,159767,3141,483847,22688,5364158464,2649874432,7960608768,11154636800,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:36,14112,183113,0,0,0,0,0,7,20,0,7,2,159767,3141,483913,22688,5363625984,2650144768,7960870912,11153661952,0,108527616,914878464
0,0,56,977,55,922,0,Mar-23 13:46:37,14144,183116,0,0,0,0,0,7,20,1,7,2,159767,3141,483943,22688,5364027392,2650267648,7960346624,11153788928,0,108527616,914878464
0,42,56,975,55,920,0,Mar-23 13:46:38,14112,181974,0,0,0,0,0,7,20,0,7,2,159767,3141,517469,22688,5234270208,2787590144,7952781312,11156967424,0,108527616,914878464
0,294,56,975,55,920,0,Mar-23 13:46:39,14080,181974,0,0,0,0,0,7,20,0,7,2,159767,3141,513482,22688,5250854912,2771259392,7952527360,11138428928,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:40,14080,181985,0,0,0,0,0,7,20,0,7,2,159767,3141,513258,22688,5251096576,2770341888,7953203200,11140202496,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:41,14048,181986,0,0,0,0,0,7,20,0,6,2,159767,3141,513249,22688,5251039232,2770305024,7953297408,11140091904,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:42,14048,182013,0,0,0,0,0,7,20,0,6,2,159767,3141,511917,22688,5254520832,2764849152,7955271680,11142594560,0,108527616,914878464
0,46,56,975,55,920,0,Mar-23 13:46:43,14048,182013,0,0,0,0,0,7,20,0,6,2,159767,3141,511763,22688,5254926336,2764218368,7955496960,11142004736,0,108527616,914878464
0,1822,56,975,55,920,0,Mar-23 13:46:44,14080,182013,0,0,0,0,0,7,20,0,6,2,159767,3141,511311,22688,5256495104,2762366976,7955779584,11140182016,0,108527616,914878464
14,0,56,975,55,920,0,Mar-23 13:46:45,14016,181984,0,0,0,0,0,7,20,0,6,2,159767,3141,512168,22688,5255888896,2765877248,7952875520,11141308416,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:46,14048,181985,0,0,0,0,0,7,20,0,7,2,159767,3141,512020,22688,5255651328,2765271040,7953719296,11140747264,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:47,14048,181986,0,0,0,0,0,7,20,0,7,2,159767,3141,511427,22688,5257420800,2762842112,7954378752,11138445312,0,108527616,914878464
0,26,56,975,55,920,0,Mar-23 13:46:48,14048,183056,0,0,0,0,0,7,20,0,7,2,159767,3141,501788,22688,5292752896,2723360768,7958528000,11132973056,0,108527616,914878464
0,540,56,975,55,920,0,Mar-23 13:46:49,14080,183083,0,0,0,0,0,7,20,0,7,2,159767,3141,501579,22688,5291462656,2722504704,7960674304,11138297856,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:50,14112,183083,0,0,0,0,0,7,20,0,7,2,159767,3141,501288,22688,5292654592,2721312768,7960674304,11137126400,0,108527616,914878464
0,50,56,975,55,920,0,Mar-23 13:46:51,14048,183083,0,0,0,0,0,7,20,0,7,2,159767,3141,501260,22688,5292830720,2721198080,7960612864,11137028096,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:52,14080,183056,0,0,0,0,0,7,20,0,7,2,159767,3141,502931,22688,5287759872,2728042496,7958839296,11129860096,0,108527616,914878464
0,0,56,975,55,920,0,Mar-23 13:46:53,14080,183054,0,0,0,0,0,7,20,0,6,2,159767,3141,503305,22688,5286227968,2729574400,7958839296,11128995840,0,108527616,914878464
