"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/page_vm-adv_unix_lock_ipc_swap_net_tcp_sys_raw_aio_zones.csv --page --vm-adv --unix --lock --ipc --swap --net --tcp --sys --raw --aio --zones 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"paging",,"advanced virtual memory",,,,,"unix sockets",,,,"file locks",,,,"sysv ipc",,,"swap",,"net/total",,"tcp sockets",,,,,"system",,"raw","async","zones memory",,,
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,424,0,7,13,0,5,1,976,2488,0,0,290026,3141,209134,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,5,1,652,1201,0,0,290026,3141,209067,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,15817,5460,7,13,0,6,1,903,2215,0,0,290026,3141,209149,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,1840,1370,7,13,0,6,1,1073,2637,0,0,290026,3141,209372,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,6,1,747,1223,0,0,290026,3141,209303,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,6,1,949,2440,0,0,309034,3141,218063,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,6,1,753,1282,0,0,309034,3141,217819,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,358,7,13,0,5,1,865,1724,0,0,309034,3141,217712,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,5,1,984,2424,0,0,309034,3141,218063,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,5,1,813,1471,0,0,309034,3141,218133,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,5,1,1487,6381,0,0,309034,3141,217895,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,5,1,684,1154,0,0,309034,3141,217719,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,358,7,13,0,5,1,778,1315,0,0,309034,3141,217659,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,15817,5016,7,13,0,6,1,1199,3504,0,0,309034,3141,217673,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,1404,844,7,13,0,6,1,699,1200,0,0,309034,3141,217492,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,42,0,7,13,0,6,1,1057,2612,0,0,309034,3141,216997,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,6,1,744,1252,0,0,309034,3141,216947,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,6,1,924,1848,0,0,309034,3141,216704,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,167,545,7,13,0,5,1,1158,2589,0,0,309034,3141,216217,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,15887,5661,7,13,0,6,1,1048,2325,0,0,309034,3141,216420,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,1497,1170,7,13,0,6,1,941,2498,0,0,309034,3141,216115,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,220,0,7,13,0,6,1,736,1202,0,0,309034,3141,216058,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,691,187,7,13,0,6,1,817,1439,0,0,309034,3141,216124,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,442,804,7,13,0,6,1,1877,36506,0,0,309034,3141,164908,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,12623,4742,7,13,0,7,1,1067,2409,0,0,309034,3141,164914,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,424,0,7,13,0,7,1,1009,2510,0,0,309034,3141,165876,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,7158,1318,7,13,0,7,1,697,1215,0,0,309034,3141,165820,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,7,1,801,1368,0,0,309034,3141,165459,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,15857,6050,7,13,0,7,1,2744,9544,0,0,309034,3141,164918,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,1436,1226,7,11,0,8,1,761,1245,0,0,309034,3141,164918,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,8,1,1170,3464,0,0,309034,3141,163737,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,8,1,830,1448,0,0,309034,3141,164704,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,8,1,754,1326,0,0,309034,3141,164642,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,8,1,874,2515,0,0,309034,3141,164338,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,358,7,11,0,8,1,751,1288,0,0,309034,3141,164334,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,8,1,953,2454,0,0,309034,3141,163833,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,1289,3192,7,11,0,9,1,816,2013,0,0,309034,3141,163859,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,16012,2748,7,11,0,9,1,905,1440,0,0,309034,3141,209124,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,167,187,7,11,0,9,1,1036,2549,0,0,309034,3141,209744,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,0,358,7,11,0,9,1,717,1361,0,0,309034,3141,209554,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,172,212,7,11,0,8,1,963,2570,0,0,309034,3141,209448,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,8,1,700,1202,0,0,309034,3141,209325,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,8,1,854,1446,0,0,309034,3141,209281,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,396,446,7,11,0,8,1,1025,2760,0,0,309034,3141,209691,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,358,7,11,0,8,1,800,1356,0,0,309034,3141,209093,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,78,106,7,11,0,8,1,1074,2951,0,0,309034,3141,209240,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,8,1,813,1320,0,0,309034,3141,209565,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,1249,3192,7,11,0,9,1,911,2199,0,0,309034,3141,209451,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,15972,2668,7,11,0,9,1,943,2504,0,0,309034,3141,209344,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,9,1,798,1381,0,0,309034,3141,209339,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,424,358,7,11,0,8,1,878,2485,0,0,309034,3141,209279,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,8,1,740,1258,0,0,309034,3141,209429,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,8,1,797,1363,0,0,309034,3141,219010,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,167,187,7,11,0,8,1,911,2394,0,0,309034,3141,218597,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,8,1,716,1229,0,0,309034,3141,218609,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,31571,6690,7,11,0,9,1,1372,3869,0,0,309034,3141,218764,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,9,1,680,1215,0,0,309034,3141,218770,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,56,74,7,11,0,9,1,767,1363,0,0,309034,3141,218590,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,1842,4751,7,11,0,10,1,1097,3348,0,0,309034,3141,219250,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,11004,252,7,11,0,10,1,844,1806,0,0,309034,3141,219102,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,7158,1676,7,11,0,10,1,1005,2635,0,0,309034,3141,219431,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,10,1,730,1303,0,0,309034,3141,219405,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,10,1,791,1316,0,0,309034,3141,219285,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,396,446,7,11,0,9,1,899,2556,0,0,309034,3141,219620,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,9,1,761,1267,0,0,309034,3141,219307,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,23250,12829,7,11,0,9,1,2413,9245,0,0,309034,3141,211720,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,0,358,7,11,0,9,1,875,1736,0,0,309034,3141,211472,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,167,187,7,11,0,9,1,880,1597,0,0,309034,3141,211289,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,6480,1136,7,11,0,9,1,1812,35993,0,0,309034,3141,165090,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,0,0,7,11,0,9,1,814,1351,0,0,309034,3141,164383,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,376,1813,7,10,1,9,2,1290,5850,0,0,309034,3141,164138,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,16963,4233,7,11,0,10,1,776,1327,0,0,309034,3141,164015,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,0,0,7,11,0,10,1,793,1380,0,0,309034,3141,163896,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,0,0,7,11,0,10,1,845,2427,0,0,309034,3141,163393,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,0,0,7,11,0,10,1,785,1317,0,0,309034,3141,163393,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,650,484,7,11,0,9,1,942,2588,0,0,309034,3141,163081,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,0,0,7,11,0,9,1,770,1274,0,0,309034,3141,182607,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,0,0,7,11,0,9,1,755,1303,0,0,309034,3141,182364,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,167,187,7,11,0,9,1,809,2380,0,0,309034,3141,182132,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,70,0,7,11,0,8,1,790,1423,0,0,309034,3141,182143,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,32947,4526,7,11,0,8,1,5074,29432,0,0,309034,3141,174741,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,15229,17387,7,11,0,9,1,7069,6974,0,0,309034,3141,169430,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,17812,5741,7,11,0,9,1,2192,2949,0,0,309034,3141,167420,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,1178,791,7,11,0,9,1,950,1675,0,0,309034,3141,169266,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,44984,3923,7,11,0,9,1,3143,5115,0,0,309034,3141,170494,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,172,1132,7,11,0,8,1,822,2075,0,0,309034,3141,170126,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,0,920,7,11,0,8,1,853,1814,0,0,309034,3141,169629,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,0,920,7,11,0,8,1,678,1230,0,0,309034,3141,169576,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,0,510,7,11,0,8,1,812,1380,0,0,309034,3141,169980,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,1542,1457,7,11,0,6,1,900,2442,0,0,309034,3141,169852,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,436,535,7,11,0,6,1,807,1335,0,0,309034,3141,169983,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,0,358,7,11,0,6,1,894,2441,0,0,309034,3141,197597,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,1619,4490,7,11,0,7,1,1034,2354,0,0,309034,3141,197537,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,15602,1410,7,11,0,7,1,765,1256,0,0,309034,3141,197917,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,0,0,7,11,0,7,1,900,2603,0,0,309034,3141,197802,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,78,106,7,11,0,7,1,2412,4534,0,0,309034,3141,205134,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,0,0,7,11,0,7,1,1175,2596,0,0,309034,3141,206557,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,0,358,7,11,0,7,1,799,1342,0,0,309034,3141,208359,22176
0,0,0,0,0,0,0,56,884,54,830,58,12,10,60,0,0,6,1835008,1021571072,167,187,7,11,0,6,1,780,1296,0,0,309034,3141,208639,22176
0,0,0,0,0,0,0,56,878,54,824,58,12,10,60,0,0,6,1835008,1021571072,42,62,7,11,0,6,1,1190,3191,0,0,309034,3141,212511,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,650,484,7,11,0,6,1,1269,2696,0,0,310354,3141,219020,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,0,0,7,11,0,6,1,930,2472,0,0,310354,3141,218477,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,0,358,7,11,0,6,1,753,1413,0,0,310354,3141,219054,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,16213,5462,7,11,0,7,1,972,2303,0,0,310354,3141,219327,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,1444,924,7,11,0,7,1,1099,2741,0,0,310354,3141,219021,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,0,0,7,11,0,7,1,705,1189,0,0,310354,3141,219168,22176
0,0,0,0,0,0,0,56,870,54,816,58,12,10,60,0,0,6,1835008,1021571072,616,619,7,12,0,7,1,1084,2581,0,0,310354,3141,219259,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,552,806,7,11,1,7,1,783,1316,0,0,310354,3141,219133,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,0,106,7,11,1,6,1,718,1245,0,0,310354,3141,219265,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,0,106,7,11,1,6,1,952,2488,0,0,310354,3141,219050,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,382,243,7,11,1,6,1,735,1260,0,0,310354,3141,219267,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,86,106,7,11,0,6,1,968,2603,0,0,310354,3141,219044,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,0,358,7,11,0,6,1,772,1327,0,0,310354,3141,218868,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,0,0,7,11,0,6,1,1252,3941,0,0,310354,3141,218999,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,16468,5838,7,11,0,7,1,1347,33411,0,0,310354,3141,169680,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,1333,1999,7,10,1,7,2,1014,2875,0,0,310354,3141,169308,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,26578,4637,7,11,0,7,1,1133,2684,0,0,310354,3141,169255,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,0,0,7,11,0,7,1,796,1330,0,0,310354,3141,169195,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,8622,825,7,11,0,7,1,713,1266,0,0,310354,3141,169075,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,56,74,7,11,0,7,1,958,2495,0,0,310354,3141,169015,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,198,244,7,11,0,6,1,827,2086,0,0,310354,3141,165400,22176
0,0,0,0,0,0,0,56,868,54,814,58,12,10,60,0,0,6,1835008,1021571072,0,170,7,11,0,6,1,1004,2493,0,0,310354,3141,165788,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,11,0,6,1,729,1357,0,0,310354,3141,165672,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,396,804,7,11,0,6,1,773,1328,0,0,310354,3141,176534,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,11,0,6,1,986,2546,0,0,310354,3141,178291,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,17645,5940,7,11,0,7,1,949,2204,0,0,310354,3141,178039,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,11,0,7,1,925,2410,0,0,310354,3141,177674,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,11,0,7,1,834,1395,0,0,310354,3141,177488,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,0,358,7,11,0,7,1,737,1323,0,0,310354,3141,177690,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,11,0,7,1,983,2664,0,0,310354,3141,177633,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,172,212,7,11,0,7,1,1098,3758,0,0,310354,3141,215037,22176
0,0,0,0,0,0,0,56,868,54,814,57,12,10,59,0,0,6,1835008,1021571072,0,0,7,11,0,7,1,1999,7353,0,0,310354,3141,214258,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,6,1,762,1271,0,0,310354,3141,213998,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,358,7,11,0,6,1,821,1380,0,0,310354,3141,213809,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,6,1,935,2439,0,0,310354,3141,213815,22176
0,0,0,0,0,0,0,56,870,54,816,56,12,10,58,0,0,6,1835008,1021571072,376,1813,7,10,1,6,2,792,2231,0,0,310354,3141,214261,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,16963,4233,7,11,0,7,1,1083,2607,0,0,310354,3141,214653,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,7,1,741,1309,0,0,310354,3141,214659,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,167,545,7,11,0,7,1,708,1247,0,0,310354,3141,214666,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,70,0,7,11,0,7,1,941,2617,0,0,310354,3141,214604,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,42,0,7,11,0,7,1,656,1134,0,0,310354,3141,214494,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,7,1,978,2582,0,0,310354,3141,214375,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,7,1,828,1316,0,0,310354,3141,214319,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,737,633,7,11,0,6,1,779,1359,0,0,310354,3141,217050,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,616,358,7,11,0,6,1,925,2611,0,0,310354,3141,216684,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,6,1,758,1279,0,0,310354,3141,217258,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,298,1707,7,10,1,6,2,994,3220,0,0,310354,3141,217258,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,16923,4233,7,11,0,7,1,836,1393,0,0,310354,3141,217202,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,7,1,772,1266,0,0,310354,3141,217086,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,358,7,11,0,7,1,910,2497,0,0,310354,3141,217093,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,1094,730,7,11,0,7,1,827,1780,0,0,310354,3141,217238,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,7,1,932,2634,0,0,310354,3141,217178,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,7,1,1091,2394,0,0,310354,3141,216569,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,11,0,6,1,787,1357,0,0,310354,3141,216579,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,8111,11077,7,13,0,6,0,1168,3529,0,0,310354,3141,216340,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,6,0,734,1292,0,0,310354,3141,216157,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,6,0,946,2517,0,0,310354,3141,216101,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,465,1894,7,12,1,6,1,927,2203,0,0,310354,3141,216116,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,17090,4380,7,13,0,7,0,745,1249,0,0,310354,3141,216060,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,358,7,13,0,7,0,2050,36482,0,0,310354,3141,164981,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,7,0,790,1309,0,0,310354,3141,165192,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,7,0,973,2486,0,0,310354,3141,165060,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,7,0,736,1262,0,0,310354,3141,164934,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,396,446,7,13,0,6,0,2330,6970,0,0,310354,3141,164973,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,6,0,946,2400,0,0,310354,3141,164791,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,358,7,13,0,6,0,827,1252,0,0,310354,3141,164357,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,6,0,1045,2842,0,0,310354,3141,164168,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,0,0,7,13,0,6,0,774,1384,0,0,310354,3141,164303,22176
0,0,0,0,0,0,0,56,868,54,814,56,12,10,58,0,0,6,1835008,1021571072,338,1707,7,12,1,6,1,855,2079,0,0,310354,3141,164304,22176
