"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/raw_tcp_cpu_socket_aio.csv --raw --tcp --cpu --socket --aio 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"raw","tcp sockets",,,,,"total cpu usage",,,,,"sockets",,,,,"async"
0,7,20,0,7,1,10.087,3.985,85.803,0.125,0,1202,24,33,0,0,0
0,7,20,0,7,1,9.863,3.870,86.267,0,0,1202,24,33,0,0,0
0,7,20,0,8,1,9.305,3.846,86.725,0.124,0,1202,24,33,0,0,0
0,7,20,0,8,1,9.215,3.736,87.049,0,0,1204,24,33,0,0,0
0,7,20,0,8,1,9.057,5.087,85.732,0.124,0,1202,24,33,0,0,0
0,7,20,0,8,1,12.968,2.494,84.414,0.125,0,1202,24,33,0,0,0
0,7,20,0,8,1,10.591,3.818,85.468,0.123,0,1202,24,33,0,0,0
0,7,20,0,8,1,10.075,3.483,86.194,0.249,0,1202,24,33,0,0,0
0,7,20,0,8,1,9.512,3.630,86.859,0,0,1202,24,33,0,0,0
0,7,20,0,8,1,9.686,3.648,86.541,0.126,0,1202,24,33,0,0,0
0,7,20,0,7,1,10.222,3.941,85.714,0.123,0,1202,24,33,0,0,0
0,7,20,0,7,1,10.012,3.585,86.403,0,0,1202,24,33,0,0,0
0,7,20,0,7,1,13.358,1.998,84.395,0.250,0,1202,24,33,0,0,0
0,7,20,0,8,1,10.298,3.846,85.732,0.124,0,1204,24,33,0,0,0
0,7,20,0,8,1,9.136,2.879,87.860,0.125,0,1202,24,33,0,0,0
0,7,20,0,8,1,8.385,3.755,87.860,0,0,1202,24,33,0,0,0
0,7,20,0,8,1,9.500,4.250,86.250,0,0,1202,24,33,0,0,0
0,7,20,0,8,1,10.455,3.567,85.732,0.246,0,1202,24,33,0,0,0
0,7,20,0,8,1,10.161,3.346,86.493,0,0,1202,24,33,0,0,0
0,7,20,0,8,1,13.930,2.239,83.706,0.124,0,1202,24,33,0,0,0
0,7,20,0,8,1,10.323,3.856,85.821,0,0,1202,24,33,0,0,0
0,7,20,0,7,1,10.037,4.585,85.254,0.124,0,1202,24,33,0,0,0
0,7,20,0,7,1,10.878,2.967,86.156,0,0,1202,24,33,0,0,0
0,7,20,0,7,1,9.765,3.832,86.279,0.124,0,1204,24,33,0,0,0
0,7,20,0,8,1,9.714,3.985,86.177,0.125,0,1202,24,33,0,0,0
0,7,20,0,8,1,10.741,3.580,85.679,0,0,1202,24,33,0,0,0
0,7,20,0,8,1,12.609,2.996,84.395,0,0,1201,24,33,0,0,0
0,7,20,0,8,1,9.826,2.736,87.313,0.124,0,1201,24,33,0,0,0
0,7,20,0,8,1,10.025,4.208,85.644,0.124,0,1201,24,33,0,0,0
0,7,20,0,8,1,9.642,3.214,87.021,0.124,0,1201,24,33,0,0,0
0,7,20,0,8,1,10.222,3.571,86.207,0,0,1201,24,33,0,0,0
0,7,20,0,7,1,9.271,4.203,86.403,0.124,0,1202,24,33,0,0,0
0,7,20,0,7,1,8.897,3.634,87.218,0.251,0,1202,24,33,0,0,0
0,7,20,0,7,1,12.641,2.503,84.731,0.125,0,1204,24,33,0,0,0
0,7,20,0,8,1,10.894,3.794,85.312,0,0,1205,24,36,0,0,0
0,7,20,0,7,1,8.468,3.861,87.547,0.125,0,1205,24,36,0,0,0
0,7,20,0,7,1,9.565,4.720,85.590,0.124,0,1205,24,36,0,0,0
0,7,20,0,7,1,9.938,3.975,85.963,0.124,0,1205,24,36,0,0,0
0,7,20,0,7,1,10.285,3.222,86.493,0,0,1205,24,36,0,0,0
0,7,20,0,7,1,10.332,3.444,86.101,0.123,0,1202,24,33,0,0,0
0,7,20,0,7,1,13.358,2.996,83.521,0.125,0,1202,24,33,0,0,0
0,7,20,0,6,1,9.814,4.845,85.342,0,0,1202,24,33,0,0,0
0,7,20,0,6,1,9.789,3.222,86.741,0.248,0,1202,24,33,0,0,0
0,7,20,0,6,1,10.617,3.333,86.049,0,0,1204,24,33,0,0,0
0,7,20,0,6,1,10.074,3.440,86.364,0.123,0,1202,24,33,0,0,0
0,7,20,0,7,1,10.947,4.920,84.010,0.123,0,1202,24,33,0,0,0
0,7,20,0,7,1,10.578,4.305,84.748,0.369,0,1202,24,33,0,0,0
0,7,20,0,7,1,13.200,2.740,84.060,0,0,1202,24,33,0,0,0
0,7,20,0,7,1,9.441,3.230,87.205,0.124,0,1202,24,33,0,0,0
0,7,20,0,7,1,10.061,3.558,86.380,0,0,1202,24,33,0,0,0
0,7,20,0,7,1,9.926,3.598,86.228,0.248,0,1202,24,33,0,0,0
0,7,20,0,7,1,11.750,4.529,83.599,0.122,0,1202,24,33,0,0,0
0,7,20,0,7,1,11.614,4.034,84.230,0.122,0,1202,24,33,0,0,0
0,7,20,0,6,1,11.057,3.194,85.627,0.123,0,1204,24,33,0,0,0
0,7,20,0,6,1,13.983,2.497,83.521,0,0,1202,24,33,0,0,0
0,7,22,0,6,0,9.950,3.980,85.945,0.124,0,1203,25,33,0,0,0
0,7,22,0,7,0,12.118,4.039,83.721,0.122,0,1203,25,33,0,0,0
0,7,22,0,7,0,10.771,4.162,84.945,0.122,0,1203,25,33,0,0,0
0,7,22,0,7,0,10.662,4.167,85.172,0,0,1203,25,33,0,0,0
0,7,22,0,7,0,10.383,2.843,86.650,0.124,0,1203,25,33,0,0,0
0,7,22,0,7,0,9.975,3.616,86.284,0.125,0,1203,25,33,0,0,0
0,7,24,0,7,0,13.591,2.993,83.292,0.125,0,1205,27,33,0,0,0
0,7,24,0,7,0,10.837,3.448,85.591,0.123,0,1205,27,33,0,0,0
0,7,24,0,7,0,10.111,3.576,86.313,0,0,1207,27,33,0,0,0
0,7,24,0,6,0,10.947,2.952,85.978,0.123,0,1207,27,33,0,0,0
0,7,24,0,6,0,12.379,4.248,83.010,0.364,0,1205,27,33,0,0,0
0,7,24,0,6,0,10.123,4.938,84.938,0,0,1205,27,33,0,0,0
0,7,24,0,7,0,10.345,4.064,85.468,0.123,0,1205,27,33,0,0,0
0,7,24,0,7,0,13.948,2.491,83.437,0.125,0,1207,27,33,0,0,0
0,7,24,0,8,0,11.656,3.313,85.031,0,0,1207,27,33,0,0,0
0,7,24,0,7,0,10.539,4.044,85.294,0.123,0,1207,27,33,0,0,0
0,7,24,0,7,0,11.179,4.177,84.521,0.123,0,1207,27,33,0,0,0
0,7,24,0,7,0,13.933,5.179,80.888,0,0,1218,27,33,0,0,0
0,7,24,0,7,0,13.407,3.813,82.780,0,0,1210,27,33,0,0,0
0,7,25,0,6,0,12.162,3.686,84.029,0.123,0,1209,27,33,0,0,0
0,7,25,0,6,0,15.875,4,80,0.125,0,1208,27,33,0,0,0
0,7,25,0,6,0,9.394,3.956,86.527,0.124,0,1208,27,33,0,0,0
0,7,25,0,6,0,10.662,4.044,85.294,0,0,1208,27,33,0,0,0
0,7,25,0,7,0,11.975,3.951,83.951,0.123,0,1208,27,33,0,0,0
0,7,25,0,7,0,11.529,2.913,85.558,0,0,1208,27,33,0,0,0
0,7,25,0,7,0,11.966,3.663,84.249,0.122,0,1208,27,33,0,0,0
0,7,25,0,7,0,10.880,4.768,84.230,0.122,0,1208,27,33,0,0,0
0,7,25,0,7,0,14.568,2.469,82.840,0.123,0,1208,27,33,0,0,0
0,7,25,0,7,0,11.247,3.545,85.208,0,0,1210,27,33,0,0,0
0,7,25,0,6,0,9.518,3.832,86.403,0.247,0,1208,27,33,0,0,0
0,7,25,0,6,0,11.097,3.083,85.697,0.123,0,1208,27,33,0,0,0
0,7,25,0,6,0,9.838,4.110,85.928,0.125,0,1208,27,33,0,0,0
0,7,25,0,6,0,9.852,3.818,86.207,0.123,0,1209,27,34,0,0,0
0,7,25,0,7,0,10.353,4.263,85.384,0,0,1208,27,33,0,0,0
0,7,25,0,7,0,12.407,2.233,85.236,0.124,0,1208,27,33,0,0,0
0,7,25,0,7,0,10.565,3.686,85.749,0,0,1208,27,33,0,0,0
0,7,25,0,7,0,10.123,4.074,85.432,0.370,0,1208,27,33,0,0,0
0,7,25,0,7,0,10.864,3.333,85.679,0.123,0,1208,27,33,0,0,0
0,7,25,0,7,0,11.221,3.453,85.327,0,0,1210,27,33,0,0,0
0,7,25,0,6,0,10.989,3.663,85.226,0.122,0,1208,27,33,0,0,0
0,7,25,0,6,0,11.125,2.843,85.909,0.124,0,1208,27,33,0,0,0
0,7,25,0,6,0,14.126,2.478,83.271,0.124,0,1208,27,33,0,0,0
0,7,25,0,6,0,11.152,3.799,85.049,0,0,1206,27,33,0,0,0
0,7,25,0,6,0,9.765,3.214,86.897,0.124,0,1206,27,33,0,0,0
0,7,25,0,7,0,11.192,4.136,84.550,0.122,0,1206,27,33,0,0,0
0,7,25,0,7,0,10.353,4.872,84.775,0,0,1206,27,33,0,0,0
0,7,25,0,7,0,10.172,5.515,84.191,0.123,0,1206,27,33,0,0,0
0,7,25,0,7,0,10.807,4.348,84.720,0.124,0,1205,27,33,0,0,0
0,7,25,0,7,0,13.424,2.340,84.113,0.123,0,1206,27,33,0,0,0
0,7,25,0,7,0,11.111,3.580,85.185,0.123,0,1204,27,33,0,0,0
0,7,25,0,7,0,11.506,3.672,84.700,0.122,0,1204,27,33,0,0,0
0,7,25,0,8,0,11.097,6.165,82.614,0.123,0,1204,27,33,0,0,0
0,7,25,0,7,0,9.828,3.440,86.732,0,0,1204,27,33,0,0,0
0,7,25,0,7,0,10.260,3.708,85.909,0.124,0,1204,27,33,0,0,0
0,7,25,0,7,0,10.907,3.922,85.049,0.123,0,1204,27,33,0,0,0
0,7,23,1,8,1,13.725,3.554,82.721,0,0,1205,28,33,0,0,0
0,7,25,0,9,0,11.736,5.012,83.130,0.122,0,1204,27,33,0,0,0
0,7,25,0,9,0,9.606,3.695,86.576,0.123,0,1204,27,33,0,0,0
0,7,25,0,9,0,10.086,4.674,85.117,0.123,0,1206,27,33,0,0,0
0,7,25,0,9,0,10.559,3.478,85.963,0,0,1204,27,33,0,0,0
0,7,25,0,9,0,10.345,2.709,86.823,0.123,0,1204,27,33,0,0,0
0,7,25,0,9,0,10.358,3.822,85.820,0,0,1204,27,33,0,0,0
0,7,25,0,8,0,18.602,2.122,79.151,0.125,0,1204,27,33,0,0,0
0,7,25,0,8,0,10.854,3.659,85.366,0.122,0,1204,27,33,0,0,0
0,7,25,0,8,0,10.962,3.410,85.505,0.122,0,1204,27,33,0,0,0
0,7,24,1,9,0,10.383,3.585,86.032,0,0,1204,27,33,0,0,0
0,7,23,0,9,1,11.786,3.281,84.933,0,0,1203,26,33,0,0,0
0,7,23,0,9,1,11.138,4.896,83.721,0.245,0,1203,26,33,0,0,0
0,7,23,0,9,1,9.530,3.713,86.757,0,0,1205,26,33,0,0,0
0,7,23,0,9,1,13.151,1.861,84.864,0.124,0,1203,26,33,0,0,0
0,7,23,0,9,1,11.355,3.663,84.860,0.122,0,1203,26,33,0,0,0
0,7,23,0,9,1,9.630,4.198,86.173,0,0,1203,26,33,0,0,0
0,7,23,0,8,1,10.719,4.263,84.896,0.122,0,1203,26,33,0,0,0
0,7,23,0,8,1,10.172,3.799,85.907,0.123,0,1203,26,33,0,0,0
0,7,23,0,7,1,10.837,3.448,85.714,0,0,1203,26,33,0,0,0
0,7,24,0,8,1,11.656,3.436,84.785,0.123,0,1204,27,33,0,0,0
0,7,23,0,9,2,13.043,2.360,84.596,0,0,1204,27,33,0,0,0
0,7,23,0,9,2,10.012,4.944,84.920,0.124,0,1203,27,33,0,0,0
0,7,23,0,9,2,11.247,3.912,84.841,0,0,1205,27,33,0,0,0
0,7,23,0,9,2,9.854,3.406,86.618,0.122,0,1203,27,33,0,0,0
0,7,23,0,9,2,10.974,3.206,85.697,0.123,0,1203,27,33,0,0,0
0,7,23,0,9,2,11.098,3.659,85.244,0,0,1203,27,33,0,0,0
0,7,23,0,9,2,10.358,5.302,84.217,0.123,0,1203,27,33,0,0,0
0,7,23,0,9,2,13.043,1.615,85.217,0.124,0,1203,27,33,0,0,0
0,7,23,0,8,2,11.030,4,84.848,0.121,0,1203,27,33,0,0,0
0,7,23,0,8,2,10.617,3.704,85.679,0,0,1203,27,33,0,0,0
0,7,23,0,8,2,10.396,4.332,85.149,0.124,0,1203,27,33,0,0,0
0,7,23,0,9,2,10.578,4.920,84.379,0.123,0,1203,27,33,0,0,0
0,7,23,0,9,2,9.406,4.208,86.386,0,0,1205,27,33,0,0,0
0,7,23,0,9,2,8.458,3.856,87.562,0.124,0,1203,27,33,0,0,0
0,7,23,0,9,2,13.899,2.337,83.518,0.246,0,1203,27,33,0,0,0
0,7,23,0,9,2,9.494,4.069,86.436,0,0,1203,27,33,0,0,0
0,7,23,0,9,2,9.864,4.439,85.573,0.123,0,1203,27,33,0,0,0
0,7,23,0,9,2,10.099,4.433,85.468,0,0,1203,27,33,0,0,0
0,7,23,0,9,1,9.642,3.214,87.021,0.124,0,1202,26,33,0,0,0
0,7,23,0,8,1,10.311,3.602,85.963,0.124,0,1202,26,33,0,0,0
0,7,23,0,8,1,9.394,3.461,87.021,0.124,0,1202,26,33,0,0,0
0,7,23,0,9,1,12.947,3.083,83.847,0.123,0,1202,26,33,0,0,0
0,7,23,0,9,1,11.794,3.808,84.275,0.123,0,1204,26,33,0,0,0
0,7,23,0,9,1,10.962,4.141,84.896,0,0,1205,26,36,0,0,0
0,7,23,0,9,1,10.657,3.222,85.998,0.124,0,1205,26,36,0,0,0
0,7,23,0,9,1,11.220,3.902,84.756,0.122,0,1205,26,36,0,0,0
0,7,23,0,9,1,11.111,4.884,83.883,0.122,0,1205,26,36,0,0,0
0,7,23,0,9,1,10.781,3.222,85.998,0,0,1205,26,36,0,0,0
0,7,23,0,9,1,13.547,2.340,83.990,0.123,0,1202,26,33,0,0,0
0,7,23,0,8,1,11.408,3.398,85.073,0.121,0,1202,26,33,0,0,0
0,7,23,0,8,1,11.980,3.056,84.963,0,0,1202,26,33,0,0,0
0,7,23,0,8,1,10.688,4.054,85.135,0.123,0,1202,26,33,0,0,0
0,7,23,0,9,1,11.902,4.785,83.190,0.123,0,1204,26,33,0,0,0
0,7,23,0,9,1,10.788,3.879,85.333,0,0,1203,26,34,0,0,0
0,7,23,1,9,1,10.358,2.959,86.560,0.123,0,1205,27,33,0,0,0
0,7,23,1,8,1,12.963,3.086,83.827,0.123,0,1205,27,33,0,0,0
0,7,23,1,8,1,10.636,4.401,84.841,0.122,0,1205,27,33,0,0,0
0,7,23,1,8,1,11.506,3.794,84.700,0,0,1205,27,33,0,0,0
0,7,23,1,8,1,10.526,3.427,85.924,0.122,0,1205,27,33,0,0,0
0,7,23,1,7,1,11.383,3.182,85.435,0,0,1205,27,33,0,0,0
0,7,23,1,7,1,10.370,3.580,85.926,0.123,0,1205,27,33,0,0,0
0,7,23,1,6,1,10.947,3.198,85.240,0.615,0,1205,27,33,0,0,0
0,7,23,1,6,1,13.292,3.478,83.106,0.124,0,1207,27,33,0,0,0
0,7,23,1,7,1,10.111,3.206,86.560,0.123,0,1205,27,33,0,0,0
0,7,23,1,7,1,11.002,3.912,85.086,0,0,1205,27,33,0,0,0
0,7,22,2,7,2,12.440,3.502,83.937,0.121,0,1208,28,33,0,0,0
0,7,21,1,7,3,9.191,5.147,85.172,0.490,0,1204,26,33,0,0,0
0,7,21,1,7,2,10.894,5.508,83.476,0.122,0,1204,26,33,0,0,0
0,7,21,1,7,2,9.717,3.567,86.593,0.123,0,1204,26,33,0,0,0
0,7,21,1,7,2,13.168,2.236,84.596,0,0,1204,26,33,0,0,0
0,7,21,1,7,2,10.597,3.532,85.749,0.122,0,1204,26,33,0,0,0
0,7,21,1,6,2,10.539,4.044,85.417,0,0,1204,26,33,0,0,0
0,7,23,1,6,1,12.393,4.172,82.822,0.613,0,1207,27,33,0,0,0
0,7,23,0,6,1,11.772,3.883,84.345,0,0,1202,26,33,0,0,0
0,7,23,0,7,1,10.920,3.558,85.276,0.245,0,1202,26,33,0,0,0
0,7,23,0,7,1,11.750,3.427,84.823,0,0,1202,26,33,0,0,0
0,7,23,0,7,1,12.140,2.628,85.106,0.125,0,1202,26,33,0,0,0
0,7,23,0,7,1,10.988,4.691,84.321,0,0,1202,26,33,0,0,0
0,7,23,0,7,1,10.417,4.044,85.417,0.123,0,1202,26,33,0,0,0
0,7,23,0,7,1,10.894,3.917,85.067,0.122,0,1202,26,33,0,0,0
0,7,23,0,7,1,11.341,3.780,84.878,0,0,1202,26,33,0,0,0
0,7,23,0,7,1,10.417,4.534,84.926,0.123,0,1202,26,33,0,0,0
0,7,23,0,6,1,11.471,4.115,84.289,0.125,0,1205,26,33,0,0,0
0,7,23,0,6,1,13.129,2.699,84.172,0,0,1203,26,33,0,0,0
0,7,23,0,6,1,11.016,3.550,85.312,0.122,0,1203,26,33,0,0,0
0,7,23,0,7,1,11.408,3.762,84.830,0,0,1203,26,33,0,0,0
0,7,23,0,7,1,9.951,4.300,85.627,0.123,0,1203,26,33,0,0,0
0,7,23,0,7,1,10.867,4.762,83.761,0.611,0,1203,26,33,0,0,0
0,7,23,0,7,1,10.701,3.936,85.240,0.123,0,1203,26,33,0,0,0
0,7,23,0,7,1,11.369,3.912,84.597,0.122,0,1203,26,33,0,0,0
0,7,23,0,7,1,12.515,2.726,84.758,0,0,1203,26,33,0,0,0
0,7,23,0,7,1,10.636,4.034,85.208,0.122,0,1203,26,33,0,0,0
0,7,23,0,6,1,12.192,4.557,83.128,0.123,0,1209,26,33,0,0,0
0,7,23,0,6,1,10.037,3.672,86.169,0.122,0,1207,26,33,0,0,0
0,7,23,0,6,1,11.786,3.281,84.690,0.243,0,1207,26,33,0,0,0
0,7,23,0,7,1,11.636,3.515,84.727,0.121,0,1207,26,33,0,0,0
0,7,23,0,7,1,10.099,4.310,85.591,0,0,1207,26,33,0,0,0
0,7,23,0,7,1,12.408,3.808,83.661,0.123,0,1208,26,33,0,0,0
0,7,23,0,7,1,11.288,2.822,85.767,0.123,0,1208,26,33,0,0,0
0,7,23,0,7,1,13.933,4.562,81.381,0.123,0,1224,26,33,0,0,0
0,7,23,0,7,1,13.070,3.453,83.231,0.247,0,1224,26,33,0,0,0
0,7,23,0,7,1,10.798,3.926,85.276,0,0,1224,26,33,0,0,0
0,7,23,0,6,1,10.565,4.791,84.521,0.123,0,1226,26,33,0,0,0
0,7,23,0,6,1,9.792,5.018,85.190,0,0,1224,26,33,0,0,0
0,7,23,0,6,1,20.222,2.219,77.435,0.123,0,1224,26,33,0,0,0
0,7,23,0,6,1,11.179,4.177,84.398,0.246,0,1224,26,33,0,0,0
0,7,23,0,7,1,12.058,4.019,83.922,0,0,1224,26,33,0,0,0
0,7,23,0,7,1,12.394,4.010,83.475,0.122,0,1224,26,33,0,0,0
0,7,23,0,7,1,10.771,5.630,83.476,0.122,0,1224,26,33,0,0,0
0,7,23,0,7,1,10.745,4.029,85.104,0.122,0,1224,26,33,0,0,0
0,7,23,0,7,1,10.934,3.440,85.504,0.123,0,1224,26,33,0,0,0
0,7,23,0,7,1,12.252,2.475,85.272,0,0,1223,26,33,0,0,0
0,7,23,0,6,1,10.099,3.941,85.837,0.123,0,1225,26,33,0,0,0
0,7,23,0,6,1,9.840,4.059,86.101,0,0,1223,26,33,0,0,0
0,7,23,0,6,1,9.459,3.931,86.486,0.123,0,1223,26,33,0,0,0
0,7,23,0,6,1,11.685,4.797,83.395,0.123,0,1217,26,33,0,0,0
0,7,23,0,6,1,11.273,3.758,84.970,0,0,1217,26,33,0,0,0
0,7,23,0,7,1,11.002,5.990,82.763,0.244,0,1217,26,33,0,0,0
0,7,23,0,7,1,12.562,2.861,84.577,0,0,1217,26,33,0,0,0
0,7,23,0,7,1,12.180,3.045,84.653,0.122,0,1217,26,33,0,0,0
0,7,23,0,7,1,10.827,4.745,84.428,0,0,1217,26,33,0,0,0
0,7,23,0,7,1,10.610,3.780,85.488,0.122,0,1217,26,33,0,0,0
0,7,23,0,7,1,11.125,4.203,84.549,0.124,0,1215,26,33,0,0,0
0,7,23,0,7,1,10.012,4.151,85.836,0,0,1213,26,33,0,0,0
0,7,23,0,7,1,9.816,3.926,86.135,0.123,0,1213,26,33,0,0,0
0,7,23,0,6,1,11.347,3.242,85.411,0,0,1213,26,33,0,0,0
0,7,23,0,6,1,11.288,3.313,85.276,0.123,0,1212,26,33,0,0,0
0,7,23,0,7,1,11.765,4.657,83.456,0.123,0,1212,26,33,0,0,0
0,7,23,0,7,1,11.139,4.455,84.406,0,0,1211,26,33,0,0,0
0,7,23,0,7,1,11.685,3.444,84.625,0.246,0,1210,26,33,0,0,0
0,7,23,0,7,1,11.679,4.745,83.455,0.122,0,1202,26,33,0,0,0
0,7,23,0,7,1,10.552,3.558,85.767,0.123,0,1202,26,33,0,0,0
0,7,23,0,7,1,11.605,3.580,84.815,0,0,1206,26,33,0,0,0
0,7,23,0,7,1,9.653,3.960,86.139,0.248,0,1202,26,33,0,0,0
0,7,23,0,7,1,10.636,4.645,84.597,0.122,0,1202,26,33,0,0,0
0,7,23,0,6,1,10.811,4.300,84.767,0.123,0,1202,26,33,0,0,0
0,7,23,0,6,1,12.005,3.842,84.154,0,0,1202,26,33,0,0,0
0,7,23,0,6,1,11.330,3.695,84.729,0.246,0,1202,26,33,0,0,0
0,7,21,0,7,2,10.947,4.428,84.625,0,0,1201,25,33,0,0,0
0,7,21,0,7,2,12.669,3.198,84.010,0.123,0,1201,25,33,0,0,0
0,7,21,1,7,2,10.636,3.667,85.575,0.122,0,1204,25,33,0,0,0
0,7,21,1,7,2,11.990,3.708,84.302,0,0,1204,25,33,0,0,0
0,7,21,0,7,2,10,4.074,85.802,0.123,0,1203,25,33,0,0,0
0,7,21,0,7,2,9.337,4.914,85.627,0.123,0,1201,25,33,0,0,0
0,7,21,0,7,2,9.926,4.534,85.417,0.123,0,1201,25,33,0,0,0
0,7,21,0,6,2,10.545,4.364,85.091,0,0,1202,25,33,0,0,0
0,7,21,0,6,2,11.179,3.440,85.258,0.123,0,1203,25,33,0,0,0
0,7,21,0,6,2,10.974,3.699,85.327,0,0,1203,25,33,0,0,0
0,7,21,0,6,2,10.307,5.153,84.540,0,0,1203,25,33,0,0,0
0,7,21,0,7,2,11.529,5.218,83.131,0.121,0,1203,25,33,0,0,0
0,7,21,0,7,2,10.896,4.600,84.383,0.121,0,1203,25,33,0,0,0
0,7,21,0,7,2,10.880,3.667,85.452,0,0,1203,25,33,0,0,0
0,7,21,0,7,2,10.062,4.596,85.217,0.124,0,1205,25,33,0,0,0
0,7,21,0,7,2,10.552,3.926,85.399,0.123,0,1203,25,33,0,0,0
0,7,21,0,7,2,12.192,3.079,84.606,0.123,0,1203,25,33,0,0,0
0,7,21,0,6,2,10.024,4.034,85.941,0,0,1203,25,33,0,0,0
0,7,21,0,6,2,12.409,3.285,84.185,0.122,0,1203,25,33,0,0,0
0,7,23,0,6,1,11.166,4.540,84.172,0.123,0,1205,26,33,0,0,0
0,7,23,0,6,1,11.138,4.406,84.455,0,0,1205,26,33,0,0,0
0,7,23,0,7,1,11.566,5.181,83.012,0.241,0,1205,26,33,0,0,0
0,7,23,0,7,1,12.039,3.686,84.152,0.123,0,1205,26,33,0,0,0
0,7,23,0,7,1,11.931,2.952,85.117,0,0,1205,26,33,0,0,0
0,7,23,0,7,1,11.220,4.634,84.024,0.122,0,1207,26,33,0,0,0
0,7,23,0,7,1,11.193,3.813,84.994,0,0,1208,26,36,0,0,0
0,7,23,0,7,1,10.784,4.779,84.191,0.245,0,1208,26,36,0,0,0
0,7,23,0,7,1,10.442,4.300,85.135,0.123,0,1208,26,36,0,0,0
0,7,23,0,7,1,9.665,3.346,86.865,0.124,0,1208,26,36,0,0,0
0,7,23,0,7,1,11.837,3.206,84.957,0,0,1208,26,36,0,0,0
0,7,23,0,6,1,12.576,3.297,84.005,0.122,0,1205,26,33,0,0,0
0,7,23,0,6,1,10.840,4.019,85.018,0.122,0,1205,26,33,0,0,0
0,7,23,0,7,1,12.638,4.417,82.945,0,0,1205,26,33,0,0,0
