"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/page_swap_vm_time_udp_disk_aio_socket_mem_tcp_load_zones.csv --page --swap --vm --time --udp --disk --aio --socket --mem --tcp --load --zones 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"paging",,"swap",,"virtual memory",,,,"system","udp",,"dsk/total",,"async","sockets",,,,,"memory usage",,,,"tcp sockets",,,,,"load avg",,,"zones memory",,,
0,0,1835008,1021571072,0,1755,1568,1709,Mar-22 21:34:08,17,6,0,0,0,1070,16,19,0,0,3538448384,1799311360,10548719616,12631994368,7,9,0,9,2,0.340,2.090,3.560,278674,3141,157283,22176
0,0,1835008,1021571072,0,99,590,441,Mar-22 21:34:09,17,6,0,458752,0,1070,16,19,0,0,3539210240,1798021120,10549248000,12630724608,7,9,0,9,2,0.310,2.060,3.540,278674,3141,156968,22176
0,0,1835008,1021571072,0,1565,1367,1366,Mar-22 21:34:10,17,6,0,0,0,1070,16,19,0,0,3539460096,1798021120,10548998144,12630745088,7,9,0,9,2,0.310,2.060,3.540,278674,3141,156968,22176
0,0,1835008,1021571072,0,55,153,2732,Mar-22 21:34:11,17,6,0,0,0,1070,16,19,0,0,3536306176,1808244736,10541932544,12632301568,7,9,0,8,2,0.310,2.060,3.540,280258,3141,157880,22176
0,0,1835008,1021571072,0,260,755,576,Mar-22 21:34:12,17,6,0,0,0,1070,16,19,0,0,3535335424,1808637952,10542510080,12632506368,7,9,0,8,2,0.310,2.060,3.540,280258,3141,157976,22176
0,0,1835008,1021571072,0,690,545,346,Mar-22 21:34:13,17,6,0,0,0,1070,16,19,0,0,3535122432,1808838656,10542522368,12632727552,7,9,0,8,2,0.310,2.060,3.540,280258,3141,158025,22176
0,0,1835008,1021571072,0,1115,1359,1512,Mar-22 21:34:14,17,6,0,0,0,1070,16,19,0,0,3535802368,1808601088,10542080000,12632694784,7,9,0,8,2,0.290,2.020,3.520,280258,3141,157967,22176
0,0,1835008,1021571072,0,1286,1738,1615,Mar-22 21:34:15,20,6,0,1343488,0,1073,16,22,0,0,3535503360,1808916480,10542063616,12632772608,7,9,0,7,2,0.290,2.020,3.520,280258,3141,158044,22176
0,0,1835008,1021571072,0,13,461,467,Mar-22 21:34:16,20,6,0,2867200,0,1073,16,22,0,0,3536543744,1807474688,10542465024,12631343104,7,9,0,7,2,0.290,2.020,3.520,280258,3141,157692,22176
0,0,1835008,1021571072,0,74,353,482,Mar-22 21:34:17,20,6,0,0,0,1073,16,22,0,0,3535486976,1809297408,10541699072,12633165824,7,9,0,7,2,0.290,2.020,3.520,280258,3141,158137,22176
0,0,1835008,1021571072,0,308,253,95,Mar-22 21:34:18,20,6,0,0,0,1073,16,22,0,0,3534942208,1809051648,10542489600,12632936448,7,9,0,7,2,0.290,2.020,3.520,280258,3141,158077,22176
0,0,1835008,1021571072,0,1349,1727,1756,Mar-22 21:34:19,20,6,0,0,0,1073,16,22,0,0,3535093760,1809113088,10542276608,12634013696,7,9,0,8,2,0.420,2.020,3.510,280258,3141,158092,22176
0,0,1835008,1021571072,0,1756,1605,1724,Mar-22 21:34:20,17,6,0,540672,0,1070,16,19,0,0,3535654912,1808605184,10542223360,12633493504,7,9,0,8,2,0.420,2.020,3.510,280258,3141,157968,22176
0,0,1835008,1021571072,0,613,806,526,Mar-22 21:34:21,17,6,0,0,0,1070,16,19,0,0,3535937536,1808154624,10542391296,12633042944,7,9,0,8,2,0.420,2.020,3.510,280258,3141,157858,22176
0,0,1835008,1021571072,0,280,349,344,Mar-22 21:34:22,17,6,0,0,0,1070,16,19,0,0,3534053376,1809780736,10542649344,12634669056,7,9,0,8,2,0.420,2.020,3.510,280258,3141,158255,22176
0,0,1835008,1021571072,0,10,86,209,Mar-22 21:34:23,17,6,0,0,0,1070,16,19,0,0,3534643200,1809715200,10542125056,12634603520,7,9,0,8,2,0.420,2.020,3.510,280258,3141,158239,22176
0,0,1835008,1021571072,0,1331,1800,1667,Mar-22 21:34:24,17,6,0,0,0,1070,16,19,0,0,3534319616,1809502208,10542661632,12634402816,7,9,0,7,2,0.390,1.990,3.490,280258,3141,158187,22176
0,0,1835008,1021571072,0,669,764,691,Mar-22 21:34:25,17,6,0,147456,0,1071,17,19,0,0,3535298560,1808797696,10542387200,12633698304,7,11,0,7,1,0.390,1.990,3.490,280258,3141,158015,22176
0,0,1835008,1021571072,0,1848,1857,1321,Mar-22 21:34:26,17,6,0,0,0,1071,17,19,0,0,3535314944,1808822272,10542346240,12634521600,7,11,0,7,1,0.390,1.990,3.490,280258,3141,158021,22176
0,0,1835008,1021571072,0,15,779,658,Mar-22 21:34:27,17,6,0,2236416,0,1071,17,19,0,0,3533176832,1810423808,10542882816,12636164096,7,11,0,7,1,0.390,1.990,3.490,280258,3141,158412,22176
0,0,1835008,1021571072,0,4445,5365,933,Mar-22 21:34:28,17,6,0,0,0,1071,17,19,0,0,3548045312,1795510272,10542927872,12622143488,7,11,0,7,1,0.390,1.990,3.490,280258,3141,154771,22176
0,0,1835008,1021571072,0,52966,75070,91435,Mar-22 21:34:29,17,6,0,0,0,1071,17,19,0,0,3471663104,1865945088,10548858880,12599930880,7,11,0,7,1,0.440,1.970,3.480,290026,3141,162199,22176
0,0,1835008,1021571072,0,313,323,248,Mar-22 21:34:30,17,6,0,0,0,1071,17,19,0,0,3472687104,1864151040,10549628928,12611919872,7,11,0,8,1,0.440,1.970,3.480,290026,3141,161761,22176
0,0,1835008,1021571072,0,1289,1702,1862,Mar-22 21:34:31,17,6,0,2433024,0,1071,17,19,0,0,3473952768,1863401472,10549112832,12611526656,7,11,0,8,1,0.440,1.970,3.480,290026,3141,161578,22176
0,0,1835008,1021571072,0,478,659,524,Mar-22 21:34:32,17,6,0,0,0,1071,17,19,0,0,3475243008,1861361664,10549862400,12609495040,7,11,0,8,1,0.440,1.970,3.480,290026,3141,161080,22176
0,0,1835008,1021571072,0,315,356,472,Mar-22 21:34:33,17,6,0,0,0,1071,17,19,0,0,3475337216,1861402624,10549727232,12608860160,7,11,0,8,1,0.440,1.970,3.480,290026,3141,161090,22176
0,0,1835008,1021571072,0,1565,1367,1479,Mar-22 21:34:34,17,6,0,0,0,1071,17,19,0,0,3475804160,1861455872,10549207040,12608921600,7,11,0,7,1,0.400,1.940,3.460,290026,3141,161103,22176
0,0,1835008,1021571072,0,12,490,357,Mar-22 21:34:35,17,6,0,0,0,1071,17,19,0,0,3475214336,1861500928,10549751808,12608978944,7,11,0,7,1,0.400,1.940,3.460,290026,3141,161114,22176
0,0,1835008,1021571072,0,1478,1698,5365,Mar-22 21:34:36,17,6,0,458752,0,1071,17,19,0,0,3459067904,1877549056,10549850112,12803702784,7,11,0,7,1,0.400,1.940,3.460,290026,3141,165032,22176
0,0,1835008,1021571072,0,71,2353,2489,Mar-22 21:34:37,17,6,0,16211968,0,1071,17,19,0,0,3460927488,1876180992,10549358592,12802375680,7,11,0,7,1,0.400,1.940,3.460,290026,3141,164698,22176
0,0,1835008,1021571072,0,283,226,91,Mar-22 21:34:38,17,6,0,0,0,1071,17,19,0,0,3460603904,1876226048,10549637120,12802420736,7,11,0,7,1,0.400,1.940,3.460,290026,3141,164709,22176
0,0,1835008,1021571072,0,1563,1649,1394,Mar-22 21:34:39,17,6,0,0,0,1075,19,19,0,0,3460849664,1875722240,10549895168,12802052096,7,13,0,7,1,0.370,1.910,3.440,290026,3141,164586,22176
0,0,1835008,1021571072,0,221,541,1058,Mar-22 21:34:40,17,6,0,0,0,1071,17,19,0,0,3461054464,1875759104,10549653504,12801753088,7,11,0,7,1,0.370,1.910,3.440,290026,3141,164595,22176
0,0,1835008,1021571072,0,1346,1583,1452,Mar-22 21:34:41,17,6,0,0,0,1071,17,19,0,0,3461804032,1874984960,10549678080,12800978944,7,11,0,8,1,0.370,1.910,3.440,290026,3141,164406,22176
0,0,1835008,1021571072,0,300,560,535,Mar-22 21:34:42,17,6,0,1499136,0,1071,17,19,0,0,3461165056,1875103744,10550198272,12801097728,7,11,0,8,1,0.370,1.910,3.440,290026,3141,164435,22176
0,0,1835008,1021571072,0,12,101,263,Mar-22 21:34:43,17,6,0,0,0,1071,17,19,0,0,3461685248,1875091456,10549690368,12801114112,7,11,0,8,1,0.370,1.910,3.440,290026,3141,164432,22176
0,0,1835008,1021571072,0,1424,1758,65318,Mar-22 21:34:44,17,6,0,0,0,1071,17,19,0,0,3276288000,2060128256,10550050816,12798013440,7,11,0,8,1,0.340,1.880,3.420,290026,3141,209607,22176
0,0,1835008,1021571072,0,550,577,577,Mar-22 21:34:45,17,6,0,0,0,1073,19,19,0,0,3276754944,2059653120,10550059008,12797546496,7,13,0,8,1,0.340,1.880,3.420,290026,3141,209491,22176
0,0,1835008,1021571072,0,1579,1388,1500,Mar-22 21:34:46,17,6,0,0,0,1073,19,19,0,0,3277754368,2059165696,10549547008,12797112320,7,13,0,5,1,0.340,1.880,3.420,290026,3141,209372,22176
0,0,1835008,1021571072,0,135,629,460,Mar-22 21:34:47,17,6,0,0,0,1073,19,19,0,0,3277418496,2059177984,10549870592,12796751872,7,13,0,5,1,0.340,1.880,3.420,290026,3141,209375,22176
0,0,1835008,1021571072,0,233,339,341,Mar-22 21:34:48,17,6,0,196608,0,1073,19,19,0,0,3277668352,2058674176,10550124544,12796301312,7,13,0,5,1,0.340,1.880,3.420,290026,3141,209252,22176
0,0,1835008,1021571072,0,1389,1669,1632,Mar-22 21:34:49,17,6,0,0,0,1073,19,19,0,0,3276496896,2059837440,10550132736,12797472768,7,13,0,5,1,0.310,1.850,3.400,290026,3141,209536,22176
0,0,1835008,1021571072,0,593,412,607,Mar-22 21:34:50,17,6,0,0,0,1073,19,19,0,0,3277021184,2059874304,10549571584,12797222912,7,13,0,5,1,0.310,1.850,3.400,290026,3141,209545,22176
0,0,1835008,1021571072,0,1338,1865,1666,Mar-22 21:34:51,17,6,0,0,0,1073,19,19,0,0,3278098432,2058190848,10550177792,12796276736,7,13,0,5,1,0.310,1.850,3.400,290026,3141,209134,22176
0,0,1835008,1021571072,0,18,99,116,Mar-22 21:34:52,17,6,0,0,0,1073,19,19,0,0,3278610432,2057916416,10549940224,12796030976,7,13,0,5,1,0.310,1.850,3.400,290026,3141,209067,22176
0,0,1835008,1021571072,0,72,141,410,Mar-22 21:34:53,17,6,0,0,0,1073,19,19,0,0,3278798848,2058252288,10549415936,12796289024,7,13,0,6,1,0.310,1.850,3.400,290026,3141,209149,22176
0,0,1835008,1021571072,0,1739,2004,1709,Mar-22 21:34:54,17,6,0,311296,0,1073,19,19,0,0,3277582336,2059165696,10549719040,12797353984,7,13,0,6,1,0.290,1.810,3.380,290026,3141,209372,22176
0,0,1835008,1021571072,0,32,131,228,Mar-22 21:34:55,17,6,0,0,0,1073,19,19,0,0,3277918208,2058883072,10549665792,12797181952,7,13,0,6,1,0.290,1.810,3.380,290026,3141,209303,22176
0,0,1835008,1021571072,0,1284,1715,29348,Mar-22 21:34:56,17,6,0,0,0,1073,19,19,0,0,3171221504,2172391424,10542854144,12799352832,7,13,0,6,1,0.290,1.810,3.380,309034,3141,218007,22176
0,0,1835008,1021571072,0,389,392,248,Mar-22 21:34:57,17,6,0,0,0,1073,19,19,0,0,3171467264,2171621376,10543378432,12798595072,7,13,0,6,1,0.290,1.810,3.380,309034,3141,217699,22176
0,0,1835008,1021571072,0,306,509,601,Mar-22 21:34:58,17,6,0,3227648,0,1073,19,19,0,0,3172364288,2171183104,10542919680,12798156800,7,13,0,5,1,0.290,1.810,3.380,309034,3141,217712,22176
0,0,1835008,1021571072,0,1423,1983,1867,Mar-22 21:34:59,17,6,0,1490944,0,1073,19,19,0,0,3170869248,2172825600,10542772224,12799684608,7,13,0,5,1,0.270,1.780,3.370,309034,3141,218113,22176
0,0,1835008,1021571072,0,46,282,375,Mar-22 21:35:00,17,6,0,0,0,1073,19,19,0,0,3170004992,2172907520,10543554560,12799819776,7,13,0,5,1,0.270,1.780,3.370,309034,3141,218133,22176
0,0,1835008,1021571072,0,4645,4720,4227,Mar-22 21:35:01,17,6,0,0,0,1073,19,19,0,0,3171647488,2171932672,10542882816,12797509632,7,13,0,5,1,0.270,1.780,3.370,309034,3141,217895,22176
0,0,1835008,1021571072,0,274,81,78,Mar-22 21:35:02,17,6,0,0,0,1073,19,19,0,0,3172610048,2171211776,10542641152,12796788736,7,13,0,5,1,0.270,1.780,3.370,309034,3141,217719,22176
0,0,1835008,1021571072,0,8,238,99,Mar-22 21:35:03,17,6,0,0,0,1073,19,19,0,0,3172311040,2170966016,10543185920,12796542976,7,13,0,5,1,0.270,1.780,3.370,309034,3141,217659,22176
0,0,1835008,1021571072,0,1330,1753,1903,Mar-22 21:35:04,17,6,0,483328,0,1073,19,19,0,0,3173527552,2170519552,10542415872,12796141568,7,13,0,6,1,0.240,1.750,3.350,309034,3141,217550,22176
0,0,1835008,1021571072,0,71,87,81,Mar-22 21:35:05,17,6,0,0,0,1073,19,19,0,0,3173507072,2170281984,10542673920,12795904000,7,13,0,6,1,0.240,1.750,3.350,309034,3141,217492,22176
0,0,1835008,1021571072,0,1813,2074,2072,Mar-22 21:35:06,17,6,0,0,0,1073,19,19,0,0,3174707200,2168254464,10543501312,12793110528,7,13,0,6,1,0.240,1.750,3.350,309034,3141,216997,22176
0,0,1835008,1021571072,0,251,359,213,Mar-22 21:35:07,17,6,0,0,0,1073,19,19,0,0,3175596032,2168049664,10542817280,12792729600,7,13,0,6,1,0.240,1.750,3.350,309034,3141,216947,22176
0,0,1835008,1021571072,0,216,700,802,Mar-22 21:35:08,17,6,0,3293184,0,1073,19,19,0,0,3176550400,2167054336,10542858240,12791394304,7,13,0,6,1,0.240,1.750,3.350,309034,3141,216704,22176
0,0,1835008,1021571072,0,1823,2841,2715,Mar-22 21:35:09,17,6,0,0,0,1073,19,19,0,0,3178004480,2165059584,10543398912,12789436416,7,13,0,5,1,0.220,1.720,3.330,309034,3141,216217,22176
0,0,1835008,1021571072,0,318,321,627,Mar-22 21:35:10,17,6,0,434176,0,1073,19,19,0,0,3177422848,2165891072,10543149056,12790259712,7,13,0,6,1,0.220,1.720,3.330,309034,3141,216420,22176
0,0,1835008,1021571072,0,1284,1634,1637,Mar-22 21:35:11,17,6,0,0,0,1073,19,19,0,0,3178680320,2164641792,10543140864,12789022720,7,13,0,6,1,0.220,1.720,3.330,309034,3141,216181,22176
0,0,1835008,1021571072,0,20,229,118,Mar-22 21:35:12,17,6,0,0,0,1073,19,19,0,0,3178885120,2164162560,10543415296,12788543488,7,13,0,6,1,0.220,1.720,3.330,309034,3141,215998,22176
0,0,1835008,1021571072,0,112,147,237,Mar-22 21:35:13,17,6,0,196608,0,1073,19,19,0,0,3178872832,2164678656,10542911488,12789067776,7,13,0,6,1,0.220,1.720,3.330,309034,3141,216124,22176
0,0,1835008,1021571072,0,53397,75163,21993,Mar-22 21:35:14,17,6,0,0,0,1073,19,19,0,0,3381743616,1954897920,10549813248,12586688512,7,13,0,6,1,0.290,1.710,3.320,309034,3141,164908,22176
0,0,1835008,1021571072,0,219,392,227,Mar-22 21:35:15,17,6,0,0,0,1073,19,19,0,0,3381923840,1954922496,10549608448,12596432896,7,13,0,7,1,0.290,1.710,3.320,309034,3141,164914,22176
0,0,1835008,1021571072,0,1296,1669,4362,Mar-22 21:35:16,17,6,0,0,0,1073,19,19,0,0,3378266112,1958862848,10549325824,12608274432,7,13,0,7,1,0.290,1.710,3.320,309034,3141,165876,22176
0,0,1835008,1021571072,0,74,244,113,Mar-22 21:35:17,17,6,0,0,0,1073,19,19,0,0,3378192384,1958633472,10549628928,12608045056,7,13,0,7,1,0.290,1.710,3.320,309034,3141,165820,22176
0,0,1835008,1021571072,0,279,364,350,Mar-22 21:35:18,17,6,0,2162688,0,1073,19,19,0,0,3379679232,1957154816,10549620736,12606566400,7,13,0,7,1,0.290,1.710,3.320,309034,3141,165459,22176
0,0,1835008,1021571072,0,1326,3713,3809,Mar-22 21:35:19,17,6,8192,15998976,0,1073,19,19,0,0,3382718464,1954881536,10548854784,12604329984,7,13,0,7,1,0.340,1.700,3.300,309034,3141,164904,22176
0,0,1835008,1021571072,0,20,214,101,Mar-22 21:35:20,17,6,0,0,0,1071,17,19,0,0,3381874688,1954938880,10549641216,12604391424,7,11,0,8,1,0.340,1.700,3.300,309034,3141,164918,22176
0,0,1835008,1021571072,0,6402,7026,5129,Mar-22 21:35:21,17,6,0,0,0,1071,17,19,0,0,3385995264,1950101504,10550358016,12788953088,7,11,0,8,1,0.340,1.700,3.300,309034,3141,163621,22176
0,0,1835008,1021571072,0,479,326,1575,Mar-22 21:35:22,17,6,0,0,0,1071,17,19,0,0,3382161408,1954062336,10550231040,12789055488,7,11,0,8,1,0.340,1.700,3.300,309034,3141,164704,22176
0,0,1835008,1021571072,0,6,222,84,Mar-22 21:35:23,17,6,0,0,0,1071,17,19,0,0,3382398976,1953808384,10550247424,12788838400,7,11,0,8,1,0.340,1.700,3.300,309034,3141,164642,22176
0,0,1835008,1021571072,0,1314,1836,1946,Mar-22 21:35:24,17,6,0,1540096,0,1071,17,19,0,0,3383123968,1952563200,10550767616,12797849600,7,11,0,8,1,0.320,1.670,3.290,309034,3141,164338,22176
0,0,1835008,1021571072,0,95,125,294,Mar-22 21:35:25,17,6,0,0,0,1071,17,19,0,0,3384201216,1952546816,10549706752,12797538304,7,11,0,8,1,0.320,1.670,3.290,309034,3141,164334,22176
0,0,1835008,1021571072,0,1544,1767,1634,Mar-22 21:35:26,17,6,0,0,0,1071,17,19,0,0,3385479168,1950494720,10550480896,12795506688,7,11,0,8,1,0.320,1.670,3.290,309034,3141,163833,22176
0,0,1835008,1021571072,0,5,153,153,Mar-22 21:35:27,17,6,0,0,0,1071,17,19,0,0,3385622528,1950601216,10550231040,12795613184,7,11,0,9,1,0.320,1.670,3.290,309034,3141,163865,22176
0,0,1835008,1021571072,0,19,242,45223,Mar-22 21:35:28,17,6,0,0,0,1071,17,19,0,0,3200692224,2136006656,10549755904,12798521344,7,11,0,9,1,0.320,1.670,3.290,309034,3141,209124,22176
0,0,1835008,1021571072,0,1690,2227,2294,Mar-22 21:35:29,17,6,0,319488,0,1071,17,19,0,0,3197632512,2138546176,10550276096,12799815680,7,11,0,9,1,0.290,1.640,3.270,309034,3141,209744,22176
0,0,1835008,1021571072,0,285,114,222,Mar-22 21:35:30,17,6,0,0,0,1073,17,19,0,0,3198205952,2137767936,10550480896,12798918656,7,11,0,9,1,0.290,1.640,3.270,309034,3141,209554,22176
0,0,1835008,1021571072,0,1300,1671,1770,Mar-22 21:35:31,17,6,0,0,0,1071,17,19,0,0,3199164416,2137333760,10549956608,12798484480,7,11,0,8,1,0.290,1.640,3.270,309034,3141,209448,22176
0,0,1835008,1021571072,0,20,215,113,Mar-22 21:35:32,17,6,0,0,0,1071,17,19,0,0,3199389696,2136829952,10550235136,12797980672,7,11,0,8,1,0.290,1.640,3.270,309034,3141,209325,22176
0,0,1835008,1021571072,0,72,113,104,Mar-22 21:35:33,17,6,0,0,0,1071,17,19,0,0,3199311872,2136649728,10550493184,12797800448,7,11,0,8,1,0.290,1.640,3.270,309034,3141,209281,22176
0,0,1835008,1021571072,0,1888,2220,1927,Mar-22 21:35:34,17,6,0,2842624,0,1071,17,19,0,0,3199905792,2136338432,10550210560,12797493248,7,11,0,8,1,0.270,1.620,3.250,309034,3141,209205,22176
0,0,1835008,1021571072,0,9,418,668,Mar-22 21:35:35,17,6,0,1933312,0,1071,17,19,0,0,3200081920,2135879680,10550493184,12797034496,7,11,0,8,1,0.270,1.620,3.250,309034,3141,209093,22176
0,0,1835008,1021571072,0,2461,2744,2246,Mar-22 21:35:36,17,6,0,0,0,1071,17,19,0,0,3199762432,2136481792,10550210560,12797300736,7,11,0,8,1,0.270,1.620,3.250,309034,3141,209240,22176
0,0,1835008,1021571072,0,233,677,389,Mar-22 21:35:37,17,6,0,0,0,1071,17,19,0,0,3198296064,2137567232,10550591488,12798464000,7,11,0,8,1,0.270,1.620,3.250,309034,3141,209505,22176
0,0,1835008,1021571072,0,314,141,139,Mar-22 21:35:38,17,6,0,0,0,1071,17,19,0,0,3198271488,2137346048,10550837248,12798242816,7,11,0,9,1,0.270,1.620,3.250,309034,3141,209451,22176
0,0,1835008,1021571072,0,1298,1733,1854,Mar-22 21:35:39,17,6,0,589824,0,1071,17,19,0,0,3198959616,2136932352,10550562816,12797853696,7,11,0,9,1,0.250,1.590,3.230,309034,3141,209350,22176
0,0,1835008,1021571072,0,37,100,102,Mar-22 21:35:40,17,6,0,0,0,1071,17,19,0,0,3199242240,2136887296,10550325248,12797808640,7,11,0,9,1,0.250,1.590,3.230,309034,3141,209213,22176
0,0,1835008,1021571072,0,1652,1825,1575,Mar-22 21:35:41,17,6,0,0,0,1071,17,19,0,0,3198951424,2136641536,10550861824,12797562880,7,11,0,8,1,0.250,1.590,3.230,309034,3141,209279,22176
0,0,1835008,1021571072,0,729,683,941,Mar-22 21:35:42,17,6,0,0,0,1071,17,19,0,0,3199401984,2137255936,10549796864,12798193664,7,11,0,8,1,0.250,1.590,3.230,309034,3141,209429,22176
0,0,1835008,1021571072,0,461,950,10656,Mar-22 21:35:43,17,6,0,0,0,1071,17,19,0,0,3165609984,2176499712,10544345088,12809220096,7,11,0,8,1,0.250,1.590,3.230,309034,3141,219010,22176
0,0,1835008,1021571072,0,1455,1669,1799,Mar-22 21:35:44,17,6,0,0,0,1071,17,19,0,0,3168460800,2174820352,10543173632,12807647232,7,11,0,8,1,0.230,1.560,3.210,309034,3141,218600,22176
0,0,1835008,1021571072,0,76,368,494,Mar-22 21:35:45,17,6,0,0,0,1071,17,19,0,0,3167096832,2174857216,10544500736,12807139328,7,11,0,8,1,0.230,1.560,3.210,309034,3141,218609,22176
0,0,1835008,1021571072,0,2028,2017,2137,Mar-22 21:35:46,17,6,0,1343488,0,1071,17,19,0,0,3166986240,2175492096,10543976448,12807806976,7,11,0,9,1,0.230,1.560,3.210,309034,3141,218764,22176
0,0,1835008,1021571072,0,6,224,90,Mar-22 21:35:47,17,6,0,0,0,1071,17,19,0,0,3166695424,2175516672,10544242688,12807831552,7,11,0,9,1,0.230,1.560,3.210,309034,3141,218770,22176
0,0,1835008,1021571072,0,19,117,107,Mar-22 21:35:48,17,6,0,0,0,1071,17,19,0,0,3167059968,2174779392,10544615424,12807155712,7,11,0,9,1,0.230,1.560,3.210,309034,3141,218590,22176
0,0,1835008,1021571072,0,1388,1470,1839,Mar-22 21:35:49,17,6,0,0,0,1071,17,19,0,0,3165675520,2177482752,10543296512,12809867264,7,11,0,10,1,0.210,1.540,3.200,309034,3141,219250,22176
0,0,1835008,1021571072,0,434,1131,891,Mar-22 21:35:50,17,6,0,3751936,0,1071,17,19,0,0,3164909568,2176876544,10544668672,12809895936,7,11,0,10,1,0.210,1.540,3.200,309034,3141,219102,22176
0,0,1835008,1021571072,0,1278,1704,1697,Mar-22 21:35:51,17,6,0,483328,0,1071,17,19,0,0,3163811840,2178224128,10544418816,12811243520,7,11,0,10,1,0.210,1.540,3.200,309034,3141,219371,22176
0,0,1835008,1021571072,0,301,399,434,Mar-22 21:35:52,17,6,0,0,0,1071,17,19,0,0,3164164096,2178117632,10544173056,12811218944,7,11,0,10,1,0.210,1.540,3.200,309034,3141,219405,22176
0,0,1835008,1021571072,0,71,217,84,Mar-22 21:35:53,17,6,0,0,0,1071,17,19,0,0,3164368896,2177626112,10544459776,12810727424,7,11,0,10,1,0.210,1.540,3.200,309034,3141,219285,22176
0,0,1835008,1021571072,0,1566,1654,1635,Mar-22 21:35:54,17,6,0,0,0,1071,17,19,0,0,3164016640,2177720320,10544717824,12810829824,7,11,0,9,1,0.190,1.510,3.180,309034,3141,219308,22176
0,0,1835008,1021571072,0,32,111,212,Mar-22 21:35:55,17,6,0,0,0,1071,17,19,0,0,3164536832,2177716224,10544201728,12810833920,7,11,0,9,1,0.190,1.510,3.180,309034,3141,219307,22176
0,0,1835008,1021571072,0,17341,22621,11242,Mar-22 21:35:56,17,8,0,540672,0,1089,17,19,0,0,3184521216,2146598912,10555334656,12779806720,7,11,0,9,1,0.190,1.510,3.180,309034,3141,211710,22176
0,0,1835008,1021571072,0,557,2559,2881,Mar-22 21:35:57,17,8,0,0,0,1089,17,19,0,0,3185336320,2145624064,10555494400,12777189376,7,11,0,9,1,0.190,1.510,3.180,309034,3141,211472,22176
0,0,1835008,1021571072,0,498,360,627,Mar-22 21:35:58,17,8,0,499712,0,1089,17,19,0,0,3186610176,2144874496,10554970112,12776476672,7,11,0,9,1,0.190,1.510,3.180,309034,3141,211289,22176
0,0,1835008,1021571072,0,51922,74364,26526,Mar-22 21:35:59,17,8,0,0,0,1089,17,19,0,0,3374899200,1955643392,10555912192,12586070016,7,11,0,9,1,0.170,1.490,3.160,309034,3141,165090,22176
0,0,1835008,1021571072,0,629,2214,340,Mar-22 21:36:00,17,8,0,0,0,1089,17,19,0,0,3372265472,1952747520,10561441792,12589080576,7,11,0,9,1,0.170,1.490,3.160,309034,3141,164383,22176
0,0,1835008,1021571072,0,2934,3015,3080,Mar-22 21:36:01,17,8,0,0,0,1090,18,19,0,0,3374301184,1951485952,10560667648,12587790336,7,10,1,9,2,0.170,1.490,3.160,309034,3141,164075,22176
0,0,1835008,1021571072,0,6,230,118,Mar-22 21:36:02,17,8,0,0,0,1089,17,19,0,0,3373772800,1951240192,10561441792,12587552768,7,11,0,10,1,0.170,1.490,3.160,309034,3141,164015,22176
0,0,1835008,1021571072,0,199,409,672,Mar-22 21:36:03,17,8,0,2359296,0,1089,17,19,0,0,3374514176,1950752768,10561187840,12587167744,7,11,0,10,1,0.170,1.490,3.160,309034,3141,163896,22176
0,0,1835008,1021571072,0,1509,1836,1697,Mar-22 21:36:04,17,8,0,0,0,1089,17,19,0,0,3376848896,1948692480,10560913408,12585107456,7,11,0,10,1,0.160,1.460,3.140,309034,3141,163393,22176
0,0,1835008,1021571072,0,71,231,101,Mar-22 21:36:05,17,8,0,0,0,1089,17,19,0,0,3376328704,1948692480,10561433600,12585181184,7,11,0,10,1,0.160,1.460,3.140,309034,3141,163393,22176
0,0,1835008,1021571072,0,1803,2202,2237,Mar-22 21:36:06,17,8,0,1384448,0,1089,17,19,0,0,3377827840,1947414528,10561212416,12584566784,7,11,0,9,1,0.160,1.460,3.140,309034,3141,163021,22176
0,0,1835008,1021571072,0,620,567,20532,Mar-22 21:36:07,17,8,0,0,0,1089,17,19,0,0,3298263040,2027393024,10560798720,12662235136,7,11,0,9,1,0.160,1.460,3.140,309034,3141,182481,22176
0,0,1835008,1021571072,0,19,489,425,Mar-22 21:36:08,17,8,0,0,0,1089,17,19,0,0,3298443264,2026422272,10561589248,12660527104,7,11,0,9,1,0.160,1.460,3.140,309034,3141,182370,22176
0,0,1835008,1021571072,0,1370,1652,1775,Mar-22 21:36:09,17,8,0,0,0,1089,17,19,0,0,3299950592,2025447424,10561056768,12659560448,7,11,0,9,1,0.230,1.450,3.130,309034,3141,182132,22176
0,0,1835008,1021571072,0,358,278,462,Mar-22 21:36:10,17,8,0,0,0,1089,17,19,0,0,3299897344,2025492480,10561064960,12659609600,7,11,0,8,1,0.230,1.450,3.130,309034,3141,182017,22176
0,0,1835008,1021571072,0,29842,30672,19754,Mar-22 21:36:11,17,9,0,19931136,0,1090,17,19,0,0,3332419584,1992634368,10561400832,12627042304,7,11,0,8,1,0.230,1.450,3.130,309034,3141,174121,22176
