"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/int_disk_tcp_mem_proc.csv --int --disk --tcp --mem --proc 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"interrupts",,,"dsk/total",,"tcp sockets",,,,,"memory usage",,,,"procs",,
0,119,0,0,0,7,20,0,6,2,5276348416,2739728384,7958564864,11120308224,1,0,0
0,159,0,0,745472,7,20,0,7,2,5269741568,2743296000,7961604096,11172954112,2,0,8
0,141,0,0,0,7,20,0,7,2,5267075072,2745942016,7961624576,11172950016,1,0,9
0,118,0,0,0,7,20,0,7,2,5267787776,2745769984,7961100288,11172765696,1,0,0
0,145,0,0,8716288,7,20,0,8,1,5270114304,2745823232,7958720512,11170439168,1,0,0
0,119,0,0,884736,7,20,0,8,1,5270642688,2744938496,7959076864,11169546240,2,0,0
0,125,0,0,0,7,20,0,8,1,5270994944,2744475648,7959187456,11169107968,1,0,8
0,148,0,0,1482752,7,20,0,8,1,5239939072,2775965696,7958753280,11149869056,3,0,18
0,121,0,0,0,7,20,0,8,1,5242179584,2770608128,7961870336,11148914688,1,0,0
0,124,0,0,3399680,7,20,0,7,1,5242208256,2770530304,7961919488,11156869120,1,0,0
0,121,0,0,0,7,20,0,7,1,5241827328,2770636800,7962193920,11156983808,1,0,0
0,125,0,0,0,7,20,0,7,1,5241331712,2773004288,7960322048,11157225472,2,0,8
0,145,0,0,811008,7,20,0,8,1,5234835456,2780610560,7959212032,11170824192,6,0,8
0,176,0,0,0,7,20,0,8,1,5237575680,2777710592,7959371776,11167948800,2,0,1
0,122,0,0,5177344,7,20,0,8,1,5250834432,2764681216,7959142400,11155013632,3,0,0
0,200,0,0,1400832,7,20,0,8,1,5240840192,2772140032,7961677824,11154829312,2,0,1
0,122,0,0,0,7,20,0,8,1,5240733696,2771963904,7961960448,11154931712,4,0,8
0,123,0,0,0,7,20,0,8,1,5241614336,2770759680,7962284032,11153731584,1,0,8
0,126,0,0,0,7,20,0,8,1,5238341632,2777165824,7959150592,11158560768,3,0,0
0,193,0,0,4661248,7,20,0,7,1,5242281984,2772987904,7959388160,11153596416,3,0,0
0,120,0,0,4079616,7,20,0,7,1,5243224064,2771521536,7959912448,11152134144,3,0,0
0,125,0,0,0,7,20,0,7,1,5229080576,2790989824,7954587648,11157225472,0,0,8
0,122,0,0,0,7,20,0,7,1,5237108736,2781208576,7956377600,11154952192,2,0,8
0,140,0,0,1785856,7,20,0,8,1,5237968896,2780008448,7956717568,11155210240,4,0,0
0,119,0,0,368640,7,20,0,8,1,5239095296,2778587136,7957012480,11153756160,2,0,0
0,163,0,0,21766144,7,20,0,8,1,5240430592,2779529216,7954825216,11147522048,0,0,0
0,122,0,0,0,7,20,0,8,1,5243494400,2776981504,7954309120,11144994816,0,0,8
0,120,0,0,0,7,20,0,8,1,5244973056,2775547904,7954264064,11149168640,1,0,9
0,138,0,0,761856,7,20,0,8,1,5245915136,2773835776,7955034112,11147517952,2,0,0
0,117,0,0,0,7,20,0,7,1,5263757312,2752802816,7958224896,11130441728,1,0,0
0,118,0,0,7020544,7,20,0,7,1,5262180352,2754306048,7958298624,11133538304,4,0,0
0,163,0,0,0,7,20,0,7,1,5397647360,2615070720,7962066944,10999504896,2,0,8
0,119,0,0,0,7,20,0,7,1,5401010176,2613628928,7960145920,10995957760,2,0,8
0,136,0,0,2686976,7,20,0,8,1,5401411584,2613211136,7960158208,10995314688,2,0,0
0,135,0,0,0,7,20,0,8,1,5401739264,2613338112,7959703552,10995453952,1,0,0
0,122,0,0,6356992,7,20,0,8,1,5399781376,2615422976,7959576576,10997547008,2,0,0
0,121,0,0,663552,7,20,0,8,1,5385441280,2626699264,7962640384,11015303168,0,0,8
0,158,0,0,0,7,20,0,8,1,5394264064,2617782272,7962734592,11015778304,2,0,8
0,120,0,0,2351104,7,20,0,8,1,5395910656,2616578048,7962292224,11014934528,2,0,0
0,130,0,32768,0,7,19,1,8,1,5386915840,2625495040,7962370048,11014057984,3,0,1
0,140,0,0,9068544,7,20,0,8,1,5389950976,2624380928,7960449024,11010564096,2,0,0
0,125,0,0,0,7,20,0,7,1,5390356480,2623963136,7960461312,11010289664,1,0,7
0,121,0,0,0,7,20,0,7,1,5391261696,2623311872,7960207360,11009667072,2,0,9
0,154,0,0,1032192,7,20,0,7,1,5385981952,2626310144,7962488832,11011170304,2,0,0
0,145,0,0,0,7,20,0,8,1,5392846848,2618781696,7963152384,10996703232,2,0,0
0,127,0,0,7946240,7,20,0,8,1,5393281024,2618408960,7963090944,10996334592,0,0,0
0,117,0,0,0,7,20,0,8,1,5390184448,2621865984,7962730496,11016269824,2,0,0
0,120,0,0,0,7,20,0,8,1,5393195008,2619916288,7961669632,11011928064,2,0,16
0,124,0,0,729088,7,20,0,8,1,5392850944,2620018688,7961911296,11011911680,3,0,0
0,157,0,0,0,7,20,0,8,1,5394935808,2619572224,7960272896,11011473408,7,0,0
0,120,0,0,409600,7,20,0,8,1,5381210112,2630848512,7962722304,11011452928,3,0,0
0,131,0,0,0,7,20,0,8,1,5382512640,2628964352,7963303936,11009605632,3,0,1
0,120,0,0,0,7,20,0,7,1,5392646144,2618613760,7963521024,11001688064,1,0,16
0,120,0,0,581632,7,20,0,7,1,5392351232,2621640704,7960788992,11005935616,3,0,0
0,124,0,0,0,7,20,0,7,1,5393313792,2620833792,7960633344,11004944384,2,0,0
0,182,0,0,8224768,7,20,0,8,1,5391994880,2621886464,7960899584,11006001152,1,0,0
0,128,0,0,0,7,20,0,8,1,5392596992,2621026304,7961157632,11005140992,3,0,0
0,115,0,0,0,7,20,0,8,1,5389914112,2621689856,7963176960,11013652480,1,0,16
0,125,0,0,573440,7,20,0,8,1,5389053952,2622627840,7963099136,11014590464,0,0,0
0,120,0,0,0,7,20,0,8,1,5385031680,2631294976,7958454272,11016081408,3,0,0
0,124,0,0,9216000,7,20,0,8,1,5383573504,2632806400,7958401024,11017564160,4,0,0
0,155,0,0,0,7,20,0,8,1,5373857792,2642624512,7958298624,11169107968,0,0,0
0,135,0,0,1892352,7,20,0,7,1,5378752512,2640125952,7955902464,11164336128,1,0,16
0,129,0,0,655360,7,20,0,7,1,5375275008,2643341312,7956164608,11167367168,0,0,0
0,119,0,0,0,7,20,0,7,1,5371985920,2644180992,7958614016,11172007936,4,0,1
0,135,0,0,0,7,20,0,8,1,5373149184,2643533824,7958097920,11172163584,3,0,0
0,132,0,0,14630912,7,20,0,7,1,5376466944,2638831616,7959412736,11167334400,0,0,0
0,163,0,0,0,7,20,0,7,1,5394485248,2620633088,7959592960,11149058048,0,0,24
0,124,0,0,1761280,7,20,0,7,1,5530501120,2480898048,7963312128,11013292032,1,0,0
0,120,0,0,0,7,20,0,7,1,5533843456,2479951872,7960915968,11010002944,1,0,0
0,120,0,0,0,7,20,0,7,1,5535023104,2478247936,7961440256,11025981440,3,0,0
0,123,0,0,8790016,7,20,0,7,1,5538873344,2471960576,7963877376,11023347712,1,0,0
0,120,0,0,0,7,20,0,6,1,5541285888,2469965824,7963459584,11021393920,4,0,12
0,171,0,0,3137536,7,20,0,6,1,5543804928,2467500032,7963406336,11018956800,5,0,4
0,124,0,0,0,7,20,0,6,1,5559087104,2451681280,7963942912,11001610240,1,0,0
0,122,0,0,0,7,20,0,6,1,5562081280,2450923520,7961706496,10998276096,1,0,0
0,140,0,81920,9306112,7,20,0,7,1,5388419072,2624970752,7961321472,11006578688,1,0,1
0,136,0,0,638976,7,20,0,7,1,5390782464,2622541824,7961387008,11003846656,3,0,8
0,121,0,0,0,7,20,0,7,1,5390548992,2620084224,7964078080,11051630592,1,0,8
0,157,0,0,0,7,20,0,7,1,5390745600,2619625472,7964340224,11051175936,4,0,0
0,121,0,0,0,7,20,0,7,1,5391671296,2619224064,7963815936,11050758144,4,0,0
0,128,0,0,4972544,7,20,0,7,1,5393166336,2619129856,7962415104,11049263104,0,0,0
0,147,0,0,524288,7,20,0,7,1,5417508864,2595008512,7962189824,11025539072,2,0,9
0,129,0,0,0,7,20,0,7,1,5413888000,2598567936,7962251264,11024240640,3,0,8
0,126,0,0,696320,7,20,0,7,1,5414559744,2597367808,7962779648,11023089664,5,0,0
0,162,0,0,0,7,20,0,6,1,5414248448,2595160064,7965298688,11044331520,1,0,0
0,154,0,0,3268608,7,22,0,6,0,5412679680,2597466112,7964561408,11055460352,1,0,1
0,143,0,0,1138688,7,22,0,7,0,5414121472,2595770368,7964815360,11053719552,3,0,8
0,127,0,0,0,7,22,0,7,0,5418483712,2594320384,7961903104,11049881600,2,0,9
0,124,0,0,0,7,22,0,7,0,5441630208,2571329536,7961747456,11024465920,0,0,0
0,121,0,0,0,7,22,0,7,0,5442375680,2569830400,7962501120,11023179776,3,0,0
0,167,0,0,8208384,7,22,0,7,0,5442174976,2569818112,7962714112,11023056896,1,0,0
0,125,0,0,1138688,7,24,0,7,0,5395329024,2614861824,7964516352,11116556288,1,0,8
0,129,0,0,0,7,24,0,7,0,5395890176,2613944320,7964872704,11115950080,4,0,8
0,120,0,0,0,7,24,0,7,0,5396373504,2613256192,7965077504,11115274240,4,0,0
0,121,0,0,0,7,24,0,6,0,5397278720,2612797440,7964631040,11114827776,1,0,0
0,120,0,0,6160384,7,24,0,6,0,5396549632,2613522432,7964635136,11115556864,3,0,0
0,162,0,0,1949696,7,24,0,6,0,5310959616,2706649088,7957098496,11114094592,2,0,8
0,146,0,0,237568,7,24,0,7,0,5311385600,2705780736,7957540864,11133530112,2,0,8
0,183,0,0,0,7,24,0,7,0,5302190080,2713055232,7959461888,11139497984,1,0,0
0,140,0,40960,0,7,24,0,8,0,5301596160,2712727552,7960399872,11139133440,4,0,1
0,132,0,0,23388160,7,24,0,7,0,5275643904,2737836032,7961243648,11159478272,0,0,0
0,122,0,0,0,7,24,0,7,0,5279109120,2737086464,7958528000,11156099072,3,0,8
0,194,0,0,1794048,7,24,0,7,0,5290266624,2717085696,7967371264,11136184320,4,0,24
0,129,0,0,0,7,24,0,7,0,5272244224,2738552832,7963926528,11140460544,0,0,2
0,191,0,0,0,7,25,0,6,0,5297262592,2712629248,7964831744,11114803200,3,0,1
0,120,0,0,860160,7,25,0,6,0,5397360640,2608095232,7969267712,10989522944,2,0,0
0,127,0,0,3604480,7,25,0,6,0,5403107328,2603012096,7968604160,10984312832,3,0,8
0,125,0,0,0,7,25,0,6,0,5405044736,2601066496,7968612352,10982371328,2,0,8
0,196,0,0,2965504,7,25,0,7,0,5399224320,2606878720,7968620544,10988388352,1,0,0
0,125,0,0,0,7,25,0,7,0,5401976832,2606161920,7966584832,10985275392,2,0,0
0,127,0,0,0,7,25,0,7,0,5403820032,2605056000,7965847552,10985590784,3,0,0
0,126,0,0,5537792,7,25,0,7,0,5409411072,2599100416,7966212096,11001892864,4,0,8
0,123,0,0,0,7,25,0,7,0,5394411520,2611363840,7968948224,11014844416,1,0,9
0,122,0,0,0,7,25,0,7,0,5395300352,2610905088,7968518144,11014230016,1,0,0
0,159,0,0,1351680,7,25,0,6,0,5395697664,2610446336,7968579584,11013828608,5,0,0
0,127,0,0,237568,7,25,0,6,0,5397209088,2608726016,7968788480,11013718016,2,0,0
0,132,0,0,9109504,7,25,0,6,0,5401505792,2606444544,7966773248,11008872448,1,0,8
0,125,0,0,0,7,25,0,6,0,5402718208,2605809664,7966195712,11008167936,2,0,8
0,140,0,0,0,7,24,1,7,0,5421928448,2586599424,7966195712,10989596672,1,0,0
0,133,0,0,0,7,25,0,7,0,5417828352,2587570176,7969325056,11138392064,1,0,0
0,153,0,0,0,7,25,0,7,0,5418389504,2585907200,7970426880,11137937408,5,0,0
0,117,0,0,4202496,7,25,0,7,0,5414322176,2590142464,7970258944,11146252288,3,0,8
0,140,0,0,270336,7,25,0,7,0,5417848832,2587746304,7969128448,11143643136,1,0,8
0,123,0,0,0,7,25,0,7,0,5418446848,2589179904,7967096832,11142701056,6,0,0
0,124,0,0,0,7,25,0,6,0,5419298816,2589270016,7966154752,11137355776,2,0,1
0,128,0,0,1138688,7,25,0,6,0,5421166592,2588004352,7965552640,11136090112,0,0,0
0,158,0,0,9969664,7,25,0,6,0,5426401280,2580152320,7968169984,11126722560,5,0,16
0,124,0,0,0,7,25,0,6,0,5428645888,2577453056,7968641024,11124256768,0,0,8
0,121,0,0,475136,7,25,0,6,0,5428879360,2577063936,7968796672,11123974144,2,0,0
0,139,0,0,0,7,25,0,7,0,5429960704,2576244736,7968534528,11123159040,3,0,0
0,126,0,0,0,7,25,0,7,0,5433847808,2575011840,7965880320,11119529984,2,0,0
0,118,0,0,7856128,7,25,0,7,0,5433454592,2575138816,7966146560,11119661056,0,0,8
0,163,0,0,3383296,7,25,0,7,0,5262053376,2751283200,7961403392,11161407488,3,0,10
0,131,0,0,0,7,25,0,7,0,5282414592,2731524096,7960793088,11142701056,1,0,0
0,123,0,0,1597440,7,25,0,7,0,5282254848,2731458560,7961018368,11142967296,1,0,0
0,126,0,0,0,7,25,0,7,0,5275181056,2738065408,7961485312,11141066752,2,0,0
0,144,0,73728,23764992,7,25,0,8,0,5280710656,2732412928,7961608192,11135459328,2,0,9
0,123,0,0,0,7,25,0,7,0,5273571328,2740060160,7961100288,11143118848,2,0,8
0,162,0,0,0,7,25,0,7,0,5276282880,2739744768,7958704128,11140407296,3,0,0
0,117,0,0,1662976,7,25,0,7,0,5276930048,2737528832,7960272896,11138187264,4,0,0
0,147,0,0,0,7,25,0,8,0,5259980800,2751913984,7962836992,11136565248,1,0,0
0,149,0,0,3260416,7,25,0,9,0,5283291136,2730110976,7961329664,11115053056,4,0,1
0,120,0,0,0,7,25,0,9,0,5281120256,2732171264,7961440256,11117248512,0,0,15
0,116,0,0,3137536,7,25,0,9,0,5408055296,2599706624,7966969856,10998059008,2,0,0
0,190,0,0,0,7,25,0,9,0,5416194048,2593628160,7964909568,10989359104,0,0,0
0,134,0,0,0,7,25,0,9,0,5407248384,2603560960,7963922432,11001434112,1,0,0
0,122,0,0,5169152,7,25,0,9,0,5406576640,2603999232,7964155904,11001872384,2,0,0
0,120,0,0,0,7,25,0,8,0,5401206784,2606374912,7967150080,10998362112,0,0,16
0,126,0,0,737280,7,25,0,8,0,5406396416,2601267200,7967068160,11040608256,1,0,1
0,128,0,0,0,7,25,0,8,0,5407830016,2600034304,7966867456,11039334400,3,0,0
0,174,0,0,0,7,24,1,8,1,5368483840,2639409152,7966838784,11046412288,0,0,0
0,137,0,0,0,7,23,0,9,1,5370589184,2639175680,7964966912,11043778560,1,0,0
0,120,0,0,9609216,7,23,0,9,1,5373898752,2635800576,7965032448,11040432128,2,0,16
0,119,0,0,0,7,23,0,9,1,5374545920,2635677696,7964508160,11044835328,1,0,0
0,120,0,0,368640,7,23,0,9,1,5373173760,2634604544,7966953472,11054854144,0,0,0
0,121,0,0,0,7,23,0,9,1,5373018112,2634125312,7967588352,11054260224,2,0,0
0,142,0,0,0,7,23,0,9,1,5379276800,2626289664,7969165312,11050012672,3,0,0
0,126,0,0,8175616,7,23,0,8,1,5381173248,2625187840,7968370688,11048386560,1,0,16
0,118,0,0,0,7,23,0,8,1,5354528768,2654035968,7966167040,11162169344,3,0,0
0,123,0,0,802816,7,23,0,7,1,5352124416,2657316864,7965290496,11160657920,4,0,0
0,165,0,0,0,7,24,0,8,1,5353025536,2656927744,7964778496,11160162304,3,0,0
0,153,0,0,0,7,23,0,9,2,5279109120,2728398848,7967223808,11165134848,1,0,1
0,163,0,0,417792,7,23,0,9,2,5278797824,2729443328,7966490624,11165642752,1,0,16
0,121,0,0,0,7,23,0,9,2,5284421632,2723860480,7966449664,11159158784,1,0,0
0,119,0,0,679936,7,23,0,9,2,5286559744,2720415744,7967756288,11157237760,2,0,0
0,126,0,0,360448,7,23,0,9,2,5248376832,2761146368,7965208576,11158233088,2,0,0
0,121,0,0,0,7,23,0,9,2,5249220608,2760077312,7965433856,11157090304,3,0,0
0,126,0,0,10067968,7,23,0,9,2,5250297856,2758656000,7965777920,11155718144,4,0,12
0,157,0,0,868352,7,23,0,9,2,5252874240,2754396160,7967461376,11153743872,1,0,4
0,122,0,0,0,7,23,0,9,2,5251141632,2755637248,7967952896,11155587072,3,0,0
0,127,0,0,0,7,23,0,8,2,5253283840,2753228800,7968219136,11153178624,2,0,0
0,126,0,0,0,7,23,0,8,2,5267955712,2738688000,7968088064,11137028096,4,0,0
0,149,0,0,11657216,7,23,0,9,2,5270654976,2741354496,7962710016,11132309504,1,0,8
0,120,0,0,1769472,7,23,0,9,2,5270265856,2744057856,7960395776,11132645376,2,0,9
0,166,0,0,0,7,23,0,9,2,5270011904,2743701504,7961006080,11132440576,3,0,0
0,123,0,0,311296,7,23,0,9,2,5259517952,2751586304,7963615232,11137581056,1,1,0
0,126,0,0,1122304,7,23,0,9,2,5261496320,2749353984,7963869184,11135623168,2,0,0
0,121,0,0,10444800,7,23,0,9,2,5261078528,2749255680,7964385280,11135545344,5,0,8
0,120,0,0,0,7,23,0,9,2,5274329088,2737876992,7962513408,11122835456,1,0,8
0,121,0,0,0,7,23,0,9,1,5278752768,2732748800,7963217920,11119534080,5,0,0
0,163,0,0,0,7,23,0,8,1,5406138368,2602881024,7965700096,11019571200,1,0,0
0,124,0,0,2482176,7,23,0,8,1,5408370688,2600173568,7966175232,11016892416,2,0,0
0,133,0,0,8093696,7,23,0,9,1,5399097344,2606747648,7968874496,11046608896,1,0,8
0,141,0,0,0,7,23,0,9,1,5395959808,2610409472,7968350208,11043532800,3,0,8
0,118,0,0,0,7,23,0,9,1,5420023808,2586341376,7968354304,11019464704,2,0,1
0,123,0,0,0,7,23,0,9,1,5420965888,2586136576,7967617024,11017932800,1,0,1
0,165,0,0,745472,7,23,0,9,1,5433294848,2574778368,7966646272,11004289024,1,0,8
0,125,0,0,8126464,7,23,0,9,1,5419028480,2589593600,7966097408,11018887168,6,0,8
0,121,0,0,0,7,23,0,9,1,5421125632,2587332608,7966261248,11017043968,1,0,8
0,118,0,0,0,7,23,0,9,1,5418631168,2588467200,7967621120,11056201728,1,0,0
0,127,0,0,0,7,23,0,8,1,5416816640,2588598272,7969304576,11057590272,1,0,0
0,126,0,0,778240,7,23,0,8,1,5412753408,2593181696,7968784384,11064049664,3,0,0
0,164,0,0,0,7,23,0,8,1,5401051136,2604892160,7968792576,11063349248,1,0,8
0,148,0,0,5840896,7,23,0,9,1,5401063424,2608439296,7965233152,11048960000,1,0,9
0,132,0,0,0,7,23,0,9,1,5397630976,2609033216,7968071680,11036729344,6,0,0
0,120,0,0,0,7,23,1,9,1,5398945792,2608091136,7967698944,11043708928,2,0,0
0,124,0,0,843776,7,23,1,8,1,5398417408,2608558080,7967760384,11051995136,1,0,0
0,127,0,0,376832,7,23,1,8,1,5395660800,2596352000,7982723072,11041181696,1,0,9
0,167,0,0,3661824,7,23,1,8,1,5398114304,2596708352,7979909120,11041550336,3,0,8
0,124,0,0,0,7,23,1,8,1,5399339008,2596331520,7979061248,11041177600,4,0,0
0,127,0,0,0,7,23,1,7,1,5400625152,2597441536,7976665088,11039891456,5,0,0
0,123,0,0,0,7,23,1,7,1,5413277696,2582695936,7978758144,11024134144,4,0,0
0,123,0,0,761856,7,23,1,6,1,5416779776,2588831744,7969120256,11028840448,2,0,8
0,120,0,0,10412032,7,23,1,6,1,5403209728,2602000384,7969521664,11045187584,1,0,8
0,182,0,0,0,7,23,1,7,1,5402222592,2601463808,7971045376,11046113280,5,0,0
0,138,0,0,0,7,23,1,7,1,5375160320,2628026368,7971545088,11155238912,1,0,0
0,156,0,0,0,7,22,2,7,2,5376442368,2626969600,7971319808,11153985536,1,0,0
0,149,0,0,778240,7,21,1,7,3,5346816000,2662490112,7965413376,11167830016,2,0,8
0,126,0,0,10469376,7,21,1,7,2,5327736832,2685308928,7961673728,11168808960,2,0,8
0,126,0,0,0,7,21,1,7,2,5340385280,2670882816,7963451392,11153444864,2,0,0
0,161,0,0,0,7,21,1,7,2,5236293632,2773716992,7964708864,11155349504,1,0,1
0,122,0,0,0,7,21,1,7,2,5237202944,2771804160,7965712384,11154984960,3,0,0
0,119,0,0,0,7,21,1,7,2,5237223424,2771742720,7965753344,11154968576,2,0,8
0,127,0,0,20004864,7,22,2,6,1,5244436480,2765824000,7964676096,11146432512,3,0,8
0,138,0,0,0,7,23,1,6,1,5244624896,2765385728,7964925952,11145863168,1,0,0
0,146,0,0,434176,7,23,0,7,1,5245587456,2766008320,7963340800,11146485760,1,0,0
0,168,0,0,0,7,23,0,7,1,5263921152,2746068992,7964946432,11132145664,2,0,0
0,121,0,0,0,7,23,0,7,1,5265006592,2745102336,7964827648,11131932672,1,0,8
0,124,0,0,3350528,7,23,0,7,1,5289189376,2714267648,7971479552,11110199296,2,0,8
0,121,0,0,0,7,23,0,7,1,5290205184,2713620480,7971110912,11109646336,3,0,0
0,120,0,0,2686976,7,23,0,7,1,5294194688,2711760896,7968980992,11105390592,2,0,0
0,151,0,0,0,7,23,0,7,1,5294620672,2711101440,7969214464,11104718848,2,0,0
0,143,0,0,0,7,23,0,7,1,5295247360,2710978560,7968710656,11104608256,3,0,9
0,141,0,0,5668864,7,23,0,6,1,5285281792,2722684928,7966969856,11114844160,3,0,8
0,122,0,0,0,7,23,0,6,1,5286658048,2718642176,7969636352,11114065920,1,0,0
0,120,0,0,0,7,23,0,6,1,5286637568,2716696576,7971602432,11116826624,5,0,0
0,149,0,0,0,7,23,0,7,1,5286842368,2716393472,7971700736,11116679168,2,0,0
0,127,0,0,0,7,23,0,7,1,5288620032,2715205632,7971110912,11115544576,0,0,8
0,140,0,0,9232384,7,23,0,7,1,5290762240,2715119616,7969054720,11112759296,1,0,8
0,125,0,0,0,7,23,0,7,1,5289816064,2715762688,7969357824,11113361408,5,0,0
0,126,0,0,0,7,23,0,7,1,5290450944,2715648000,7968837632,11113250816,3,0,0
0,120,0,0,0,7,23,0,7,1,5280968704,2723938304,7970025472,11175546880,1,0,0
0,121,0,0,0,7,23,0,7,1,5278982144,2723213312,7972737024,11176173568,5,0,4
0,122,0,16384,1228800,7,23,0,6,1,5281333248,2703572992,7990026240,11156226048,1,0,30
0,170,0,196608,9101312,7,23,0,6,1,5288554496,2697797632,7988580352,11150856192,1,0,1
0,124,0,0,1253376,7,23,0,6,1,5293379584,2698129408,7983423488,11148828672,4,0,0
0,133,0,0,0,7,22,1,7,1,5297143808,2696785920,7981002752,11147210752,1,0,0
0,142,0,0,0,7,23,0,7,1,5293613056,2700591104,7980728320,11150958592,2,0,0
0,130,0,0,0,7,23,0,7,1,5234073600,2770313216,7970545664,11162824704,1,0,16
0,123,0,0,7323648,7,23,0,7,1,5254389760,2747015168,7973527552,11141226496,3,0,0
0,229,0,0,966656,7,23,0,7,1,5275332608,2718990336,7980609536,11113234432,1,0,39
0,143,0,0,622592,7,23,0,7,1,5283336192,2710933504,7980662784,11105382400,3,0,1
0,123,0,0,0,7,23,0,7,1,5284220928,2712276992,7978434560,11104370688,2,0,0
0,119,0,0,0,7,23,0,6,1,5285609472,2711998464,7977324544,11104096256,1,0,16
0,119,0,0,6438912,7,23,0,6,1,5286281216,2711052288,7977598976,11103158272,1,0,0
0,121,0,0,0,7,23,0,6,1,5288402944,2694692864,7991836672,11088650240,1,0,0
0,164,0,0,581632,7,23,0,6,1,5304135680,2683359232,7987437568,11097530368,2,0,9
0,145,0,16384,0,7,23,0,7,1,5307875328,2681790464,7985266688,11096035328,2,0,0
0,141,0,0,0,7,23,0,7,1,5311246336,2677915648,7985770496,11092160512,0,0,17
0,116,0,0,18374656,7,23,0,7,1,5315280896,2676400128,7983251456,11088363520,5,0,0
0,126,0,0,3252224,7,23,0,7,1,5308723200,2691092480,7975116800,11103055872,2,0,0
0,129,0,0,0,7,23,0,7,1,5305774080,2693525504,7975632896,11105243136,1,0,0
0,158,0,0,0,7,23,0,7,1,5306757120,2692292608,7975882752,11102883840,1,0,0
0,116,0,0,0,7,23,0,6,1,5309476864,2689523712,7975931904,11100196864,3,0,16
0,120,0,0,3227648,7,23,0,6,1,5318352896,2679701504,7976878080,11091165184,0,0,0
0,124,0,0,917504,7,23,0,6,1,5319553024,2678509568,7976869888,11089960960,1,0,0
0,122,0,0,0,7,23,0,6,1,5413978112,2583171072,7977783296,10975571968,1,0,0
0,128,0,0,0,7,23,0,6,1,5414944768,2582335488,7977652224,10990178304,1,0,0
0,192,0,0,2637824,7,23,0,7,1,5416136704,2581729280,7977066496,10989404160,1,0,16
0,121,0,0,5414912,7,23,0,7,1,5417291776,2579361792,7978278912,11003351040,1,0,1
0,126,0,0,0,7,23,0,7,1,5416873984,2577924096,7980134400,11004289024,3,0,0
0,120,0,0,0,7,23,0,7,1,5430054912,2564472832,7980404736,11010809856,3,0,0
0,119,0,0,1138688,7,23,0,7,1,5433364480,2561736704,7979827200,11007959040,2,0,0
0,119,0,0,1089536,7,23,0,7,1,5431767040,2565578752,7977582592,11007528960,3,0,12
0,159,0,0,9699328,7,23,0,7,1,5430325248,2568966144,7975636992,11013713920,1,0,4
0,128,0,0,0,7,23,0,7,1,5431459840,2567876608,7975591936,11012644864,0,0,0
0,117,0,0,0,7,23,0,6,1,5413601280,2585120768,7976206336,11014602752,1,0,0
0,123,0,0,0,7,23,0,6,1,5410566144,2586705920,7977656320,11018416128,2,0,0
0,153,0,0,720896,7,22,1,7,1,5411803136,2584711168,7978414080,11016433664,4,0,8
0,138,0,0,8314880,7,23,0,7,1,5422465024,2573094912,7979368448,11007836160,3,0,8
0,158,0,0,1245184,7,23,0,7,1,5422387200,2576666624,7975874560,11009048576,1,0,3
0,117,0,0,0,7,23,0,7,1,5400449024,2602692608,7971786752,11025498112,3,0,1
0,123,0,0,0,7,23,0,7,1,5400911872,2602303488,7971713024,11025121280,1,0,0
0,120,0,0,0,7,23,0,7,1,5375778816,2626523136,7972626432,11153846272,1,0,8
0,119,0,0,4710400,7,23,0,7,1,5373538304,2627612672,7973777408,11156844544,1,0,8
0,121,0,0,491520,7,23,0,7,1,5374599168,2626347008,7973982208,11155607552,3,0,0
0,150,0,0,0,7,23,0,6,1,5378150400,2622390272,7974387712,11151372288,4,0,0
0,125,0,0,0,7,23,0,6,1,5381263360,2622005248,7971659776,11148558336,3,0,0
0,120,0,0,761856,7,23,0,6,1,5383950336,2619564032,7971414016,11146616832,1,0,8
0,141,0,0,0,7,21,0,7,2,5385256960,2617942016,7971729408,11145043968,3,0,8
0,129,0,0,10010624,7,21,0,7,2,5263065088,2739752960,7972110336,11150045184,1,0,0
0,121,0,0,0,7,21,1,7,2,5262544896,2738323456,7974060032,11152429056,1,0,0
0,183,0,0,0,7,21,1,7,2,5262606336,2738122752,7974199296,11152236544,2,0,0
0,121,0,139264,991232,7,21,0,7,2,5262151680,2738110464,7974666240,11152310272,0,0,9
0,125,0,0,0,7,21,0,7,2,5285990400,2716434432,7972503552,11132948480,0,0,8
0,115,0,0,8273920,7,21,0,7,2,5285154816,2717937664,7971835904,11134308352,1,0,0
0,149,0,0,0,7,21,0,6,2,5263720448,2744496128,7966695424,11145142272,4,0,0
0,144,0,0,0,7,21,0,6,2,5247315968,2760540160,7967055872,11156664320,1,0,0
0,154,0,0,2039808,7,21,0,6,2,5243555840,2760810496,7970545664,11159310336,3,0,8
0,116,0,0,0,7,21,0,6,2,5244981248,2759626752,7970304000,11158183936,2,0,8
0,149,0,0,15548416,7,21,0,7,2,5249220608,2756669440,7969005568,11155251200,3,0,0
0,121,0,0,0,7,21,0,7,2,5267664896,2740035584,7967195136,11148795904,3,0,0
0,118,0,0,0,7,21,0,7,2,5256896512,2750697472,7967297536,11163774976,3,0,0
