"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/load.csv --bytes --time --load 1 600",,,,"Date:","23 Mar 2023 13:32:03 -03"
"system","load avg",,
Mar-23 13:41:31,1.280,1.220,1.250
Mar-23 13:41:32,1.280,1.220,1.250
Mar-23 13:41:33,1.280,1.220,1.250
Mar-23 13:41:34,1.280,1.220,1.250
Mar-23 13:41:35,1.280,1.220,1.250
Mar-23 13:41:36,1.500,1.260,1.270
Mar-23 13:41:37,1.500,1.260,1.270
Mar-23 13:41:38,1.500,1.260,1.270
Mar-23 13:41:39,1.500,1.260,1.270
Mar-23 13:41:40,1.500,1.260,1.270
Mar-23 13:41:41,1.460,1.260,1.260
Mar-23 13:41:42,1.460,1.260,1.260
Mar-23 13:41:43,1.460,1.260,1.260
Mar-23 13:41:44,1.460,1.260,1.260
Mar-23 13:41:45,1.460,1.260,1.260
Mar-23 13:41:46,1.660,1.300,1.280
Mar-23 13:41:47,1.660,1.300,1.280
Mar-23 13:41:48,1.660,1.300,1.280
Mar-23 13:41:49,1.660,1.300,1.280
Mar-23 13:41:50,1.660,1.300,1.280
Mar-23 13:41:51,1.690,1.320,1.280
Mar-23 13:41:52,1.690,1.320,1.280
Mar-23 13:41:53,1.690,1.320,1.280
Mar-23 13:41:54,1.690,1.320,1.280
Mar-23 13:41:55,1.690,1.320,1.280
Mar-23 13:41:56,1.560,1.290,1.280
Mar-23 13:41:57,1.560,1.290,1.280
Mar-23 13:41:58,1.560,1.290,1.280
Mar-23 13:41:59,1.560,1.290,1.280
Mar-23 13:42:00,1.560,1.290,1.280
Mar-23 13:42:01,1.430,1.270,1.270
Mar-23 13:42:02,1.430,1.270,1.270
