"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/socket_udp_zones_tcp_unix.csv --socket --udp --zones --tcp --unix 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"sockets",,,,,"udp",,"zones memory",,,,"tcp sockets",,,,,"unix sockets",,,
"tot","tcp","udp","raw","frg","lis","act","d32F","d32H","normF","normH","lis","act","syn","tim","clo","dgm","str","lis","act"
1071,17,19,0,0,17,6,310354,3141,213815,22176,7,11,0,6,1,56,868,54,814
1074,18,19,0,0,17,6,310354,3141,214261,22176,7,10,1,6,2,56,870,54,816
1071,17,19,0,0,17,6,310354,3141,214653,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,214659,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,214666,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,214541,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,214494,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,214375,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,214319,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,216984,22176,7,11,0,6,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,216684,22176,7,11,0,6,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,217258,22176,7,11,0,6,1,56,868,54,814
1072,18,19,0,0,17,6,310354,3141,217258,22176,7,10,1,6,2,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,217202,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,217086,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,217093,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,217238,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,217178,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,216569,22176,7,11,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,310354,3141,216579,22176,7,11,0,6,1,56,868,54,814
1072,18,19,0,0,17,6,310354,3141,216340,22176,7,13,0,6,0,56,868,54,814
1072,18,19,0,0,17,6,310354,3141,216157,22176,7,13,0,6,0,56,868,54,814
1072,18,19,0,0,17,6,310354,3141,216101,22176,7,13,0,6,0,56,868,54,814
1073,19,19,0,0,17,6,310354,3141,216116,22176,7,12,1,6,1,56,868,54,814
1072,18,19,0,0,17,6,310354,3141,216060,22176,7,13,0,7,0,56,868,54,814
1072,18,19,0,0,17,6,310354,3141,164981,22176,7,13,0,7,0,56,868,54,814
1072,18,19,0,0,17,6,310354,3141,165192,22176,7,13,0,7,0,56,868,54,814
1072,18,19,0,0,17,6,310354,3141,165120,22176,7,13,0,7,0,56,868,54,814
1072,18,19,0,0,17,6,310354,3141,164934,22176,7,13,0,7,0,56,868,54,814
1072,18,19,0,0,17,6,310354,3141,165033,22176,7,13,0,6,0,56,868,54,814
1072,18,19,0,0,17,6,310354,3141,164791,22176,7,13,0,6,0,56,868,54,814
1072,18,19,0,0,17,6,310354,3141,164609,22176,7,13,0,6,0,56,868,54,814
1072,18,19,0,0,17,6,310354,3141,164168,22176,7,13,0,6,0,56,868,54,814
1072,18,19,0,0,17,6,310354,3141,164303,22176,7,13,0,6,0,56,868,54,814
1073,19,19,0,0,17,6,310354,3141,164364,22176,7,12,1,6,1,56,868,54,814
1075,19,19,0,0,17,6,310354,3141,164115,22176,7,13,1,7,0,56,870,54,816
1075,19,19,0,0,17,6,310354,3141,164115,22176,7,13,1,7,0,56,870,54,816
1075,19,19,0,0,17,6,310354,3141,163866,22176,7,13,1,7,0,56,870,54,816
1075,19,19,0,0,17,6,310354,3141,164001,22176,7,13,1,7,0,56,870,54,816
1075,19,19,0,0,17,6,310354,3141,163949,22176,7,13,1,7,0,56,870,54,816
1075,19,19,0,0,17,6,310354,3141,163949,22176,7,13,1,7,0,56,870,54,816
1075,19,19,0,0,17,6,310354,3141,163890,22176,7,13,1,6,0,56,870,54,816
1075,19,19,0,0,17,6,310354,3141,163660,22176,7,13,1,6,0,56,870,54,816
1075,19,19,0,0,17,6,310354,3141,163343,22176,7,13,1,5,0,56,870,54,816
1075,19,19,0,0,17,6,310354,3141,163240,22176,7,13,1,6,0,56,870,54,816
1075,19,19,0,0,17,6,310354,3141,163409,22176,7,13,1,7,0,56,870,54,816
1075,19,19,0,0,17,6,310354,3141,163413,22176,7,13,1,7,0,56,870,54,816
1075,19,19,0,0,17,6,310354,3141,163353,22176,7,13,1,7,0,56,870,54,816
1075,19,19,0,0,17,6,310354,3141,163684,22176,7,13,1,7,0,56,870,54,816
1075,19,19,0,0,17,6,310354,3141,163675,22176,7,13,1,7,0,56,870,54,816
1075,19,19,0,0,17,6,310354,3141,163633,22176,7,13,1,7,0,56,870,54,816
1075,19,19,0,0,17,6,310354,3141,163913,22176,7,13,1,7,0,56,870,54,816
1075,19,19,0,0,17,6,311938,3141,164232,22176,7,13,1,6,0,56,870,54,816
1075,19,19,0,0,17,6,311938,3141,163935,22176,7,13,1,6,0,56,870,54,816
1075,19,19,0,0,17,6,311938,3141,163945,22176,7,13,1,6,0,56,870,54,816
1072,18,19,0,0,17,6,311938,3141,163698,22176,7,13,0,6,0,56,868,54,814
1072,18,19,0,0,17,6,311938,3141,163494,22176,7,13,0,7,0,56,868,54,814
1072,18,19,0,0,17,6,311938,3141,163560,22176,7,13,0,7,0,56,868,54,814
1072,18,19,0,0,17,6,311938,3141,163718,22176,7,13,0,7,0,56,868,54,814
1072,18,19,0,0,17,6,311938,3141,163531,22176,7,13,0,7,0,56,868,54,814
1072,18,19,0,0,17,6,311938,3141,163922,22176,7,13,0,7,0,56,868,54,814
1072,18,19,0,0,17,6,311938,3141,163792,22176,7,13,0,7,0,56,868,54,814
1072,18,19,0,0,17,6,311938,3141,163732,22176,7,13,0,6,0,56,868,54,814
1072,18,19,0,0,17,6,311938,3141,163878,22176,7,13,0,6,0,56,868,54,814
1072,18,19,0,0,17,6,311938,3141,163887,22176,7,12,0,6,1,56,868,54,814
1072,18,19,0,0,17,6,311938,3141,163831,22176,7,12,0,6,1,56,868,54,814
1072,18,19,0,0,17,6,311938,3141,163586,22176,7,12,0,6,1,56,868,54,814
1072,18,19,0,0,17,6,311938,3141,163586,22176,7,12,0,7,1,56,868,54,814
1075,19,19,0,0,17,6,311938,3141,163784,22176,7,13,0,7,1,56,870,54,816
1072,18,19,0,0,17,6,311938,3141,163920,22176,7,12,0,8,1,56,868,54,814
1075,18,22,0,0,20,6,303811,3141,123076,22176,7,12,0,8,1,56,868,54,814
1075,18,22,0,0,20,6,303685,3141,122895,22176,7,12,0,8,1,56,868,54,814
1075,18,22,0,0,20,6,303685,3141,123101,22176,7,12,0,8,1,56,868,54,814
1075,18,22,0,0,20,6,303685,3141,123334,22176,7,12,0,8,1,56,868,54,814
1075,18,22,0,0,20,6,303685,3141,122818,22176,7,12,0,7,1,56,868,54,814
1072,18,19,0,0,17,6,303685,3141,122333,22176,7,12,0,7,1,56,868,54,814
1072,18,19,0,0,17,6,303244,3141,124381,22176,7,12,0,7,1,56,868,54,814
1072,18,19,0,0,17,6,303244,3141,126230,22176,7,12,0,7,1,56,868,54,814
1072,18,19,0,0,17,6,303244,3141,125494,22176,7,12,0,8,1,56,868,54,814
1072,18,19,0,0,17,6,303244,3141,125627,22176,7,12,0,8,1,56,868,54,814
1072,18,19,0,0,17,6,303244,3141,125404,22176,7,12,0,8,1,56,868,54,814
1072,18,19,0,0,17,6,303244,3141,125328,22176,7,12,0,8,1,56,868,54,814
1072,18,19,0,0,17,6,303244,3141,124956,22176,7,12,0,8,1,56,868,54,814
1072,18,19,0,0,17,6,303244,3141,124664,22176,7,12,0,8,1,56,868,54,814
1072,18,19,0,0,17,6,303244,3141,124730,22176,7,12,0,7,1,56,868,54,814
1071,17,19,0,0,17,6,303244,3141,125057,22176,7,11,0,7,1,56,868,54,814
1077,17,19,0,0,17,6,301882,3141,123461,22176,7,10,0,7,2,56,874,54,820
1077,17,19,0,0,17,6,301897,3141,124234,22176,7,10,0,7,2,56,874,54,820
1077,17,19,0,0,17,6,301708,3141,124687,22176,7,10,0,7,2,56,874,54,820
1077,17,19,0,0,17,6,301708,3141,124509,22176,7,10,0,7,2,56,874,54,820
1078,18,19,0,0,17,6,301708,3141,124112,22176,7,9,1,7,3,56,874,54,820
1077,17,19,0,0,17,6,301708,3141,124256,22176,7,10,0,8,2,56,874,54,820
1077,17,19,0,0,17,6,301708,3141,124280,22176,7,10,0,8,2,56,874,54,820
1077,17,19,0,0,17,6,301708,3141,124217,22176,7,10,0,8,2,56,874,54,820
1077,17,19,0,0,17,6,301708,3141,122889,22176,7,10,0,8,2,56,874,54,820
1077,17,19,0,0,17,6,301708,3141,122262,22176,7,10,0,7,2,56,874,54,820
1077,17,19,0,0,17,6,301708,3141,124217,22176,7,10,0,7,2,56,874,54,820
1077,17,19,0,0,17,6,301708,3141,123751,22176,7,10,0,7,2,56,874,54,820
1077,17,19,0,0,17,6,301708,3141,123623,22176,7,10,0,7,2,56,874,54,820
1077,17,19,0,0,17,6,306988,3141,188502,22176,7,10,0,7,2,56,874,54,820
1077,17,19,0,0,17,6,306988,3141,188448,22176,7,10,0,7,2,56,874,54,820
1077,17,19,0,0,17,6,306988,3141,188197,22176,7,10,0,8,2,56,874,54,820
1077,17,19,0,0,17,6,306988,3141,188271,22176,7,10,0,8,2,56,874,54,820
1077,17,19,0,0,17,6,306988,3141,188198,22176,7,10,0,8,2,56,874,54,820
1077,17,19,0,0,17,6,306988,3141,188027,22176,7,10,0,8,2,56,874,54,820
1077,17,19,0,0,17,6,306988,3141,188299,22176,7,10,0,8,2,56,874,54,820
1077,17,19,0,0,17,6,306988,3141,188454,22176,7,10,0,8,2,56,874,54,820
1077,17,19,0,0,17,6,306988,3141,188264,22176,7,10,0,7,2,56,874,54,820
1077,17,19,0,0,17,6,306988,3141,187840,22176,7,10,0,7,2,56,874,54,820
1077,17,19,0,0,17,6,306988,3141,187724,22176,7,10,0,7,2,56,874,54,820
1077,17,19,0,0,17,6,306988,3141,187724,22176,7,10,0,7,2,56,874,54,820
1077,17,19,0,0,17,6,306988,3141,187410,22176,7,10,0,7,2,56,874,54,820
1077,17,19,0,0,17,6,306988,3141,187546,22176,7,10,0,8,2,56,874,54,820
1077,17,19,0,0,17,6,306988,3141,187436,22176,7,10,0,8,2,56,874,54,820
1077,17,19,0,0,17,6,306988,3141,187446,22176,7,10,0,8,2,56,874,54,820
1077,17,19,0,0,17,6,309364,3141,168273,22176,7,10,0,8,2,56,874,54,820
1077,17,19,0,0,17,6,309364,3141,167843,22176,7,10,0,8,2,56,874,54,820
1071,17,19,0,0,17,6,309628,3141,169799,22176,7,10,0,7,2,56,868,54,814
1071,17,19,0,0,17,6,309628,3141,169313,22176,7,10,0,7,2,56,868,54,814
1071,17,19,0,0,17,6,309628,3141,168900,22176,7,10,0,7,2,56,868,54,814
1071,17,19,0,0,17,6,309628,3141,168840,22176,7,10,0,7,2,56,868,54,814
1071,17,19,0,0,17,6,309628,3141,170551,22176,7,10,0,7,2,56,868,54,814
1071,17,19,0,0,17,6,309628,3141,169735,22176,7,10,0,7,2,56,868,54,814
1072,18,19,0,0,17,6,309628,3141,169420,22176,7,9,1,7,3,56,868,54,814
1071,17,19,0,0,17,6,309628,3141,169420,22176,7,10,0,8,2,56,868,54,814
1071,17,19,0,0,17,6,309628,3141,169420,22176,7,10,0,8,2,56,868,54,814
1071,17,19,0,0,17,6,309628,3141,169294,22176,7,10,0,8,2,56,868,54,814
1071,17,19,0,0,17,6,309628,3141,169234,22176,7,10,0,7,2,56,868,54,814
1069,18,19,0,0,17,6,309628,3141,169297,22176,7,11,0,7,2,56,868,54,814
1069,18,19,0,0,17,6,309628,3141,169678,22176,7,11,0,6,2,56,868,54,814
1069,18,19,0,0,17,6,309628,3141,169618,22176,7,11,0,6,2,56,868,54,814
1069,18,19,0,0,17,6,309628,3141,169493,22176,7,11,0,6,2,56,868,54,814
1069,18,19,0,0,17,6,309628,3141,169437,22176,7,11,0,6,2,56,868,54,814
1069,18,19,0,0,17,6,309628,3141,169248,22176,7,11,0,6,2,56,868,54,814
1070,19,19,0,0,17,6,309628,3141,169318,22176,7,10,1,6,3,56,868,54,814
1069,18,19,0,0,17,6,309628,3141,169318,22176,7,11,0,7,2,56,868,54,814
1069,18,19,0,0,17,6,309628,3141,169643,22176,7,11,0,7,2,56,868,54,814
1069,18,19,0,0,17,6,309628,3141,169848,22176,7,11,0,7,2,56,868,54,814
1069,18,19,0,0,17,6,309628,3141,169794,22176,7,11,0,7,2,56,868,54,814
1069,18,19,0,0,17,6,309628,3141,170121,22176,7,11,0,7,2,56,868,54,814
1069,18,19,0,0,17,6,309628,3141,170112,22176,7,11,0,6,2,56,868,54,814
1069,18,19,0,0,17,6,309628,3141,170115,22176,7,11,0,6,2,56,868,54,814
1069,18,19,0,0,17,6,309628,3141,170179,22176,7,11,0,6,2,56,868,54,814
1069,18,19,0,0,17,6,311125,3141,170505,22176,7,11,0,6,2,56,868,54,814
1069,18,19,0,0,17,6,311125,3141,170388,22176,7,11,0,6,2,56,868,54,814
1069,18,19,0,0,17,6,311125,3141,170655,22176,7,11,0,7,2,56,868,54,814
1069,18,19,0,0,17,6,311125,3141,170604,22176,7,11,0,7,2,56,868,54,814
1069,18,19,0,0,17,6,311125,3141,170545,22176,7,11,0,7,2,56,868,54,814
1069,18,19,0,0,17,6,311125,3141,170494,22176,7,11,0,7,2,56,868,54,814
1069,18,19,0,0,17,6,311125,3141,170494,22176,7,11,0,7,2,56,868,54,814
1069,18,19,0,0,17,6,311125,3141,170620,22176,7,11,0,7,2,56,868,54,814
1077,18,19,0,0,17,6,311125,3141,170563,22176,7,11,0,7,2,56,876,54,822
1079,18,19,0,0,17,6,311125,3141,93595,22176,7,11,0,6,2,56,878,54,824
1079,18,19,0,0,17,6,311125,3141,92862,22176,7,11,0,6,2,56,878,54,824
1079,18,19,0,0,17,6,311125,3141,94636,22176,7,11,0,6,2,56,878,54,824
1083,20,19,0,0,17,6,311125,3141,120893,22176,7,13,0,6,2,56,880,54,826
1080,19,19,0,0,17,6,311125,3141,120641,22176,7,11,0,7,2,56,878,54,824
1079,18,19,0,0,17,6,311125,3141,120141,22176,7,11,0,7,1,56,878,54,824
1079,18,19,0,0,17,6,311125,3141,121152,22176,7,11,0,7,1,56,878,54,824
1079,18,19,0,0,17,6,311125,3141,120900,22176,7,11,0,7,1,56,878,54,824
1079,18,19,0,0,17,6,279373,3141,106797,22176,7,11,0,7,1,56,878,54,824
1079,18,19,0,0,17,6,274333,3141,106649,22176,7,11,0,7,1,56,878,54,824
1079,18,19,0,0,17,6,274333,3141,106592,22176,7,11,0,6,1,56,878,54,824
1079,18,19,0,0,17,6,274333,3141,106477,22176,7,11,0,6,1,56,878,54,824
1079,18,19,0,0,17,6,274333,3141,106223,22176,7,11,0,6,1,56,878,54,824
1080,19,19,0,0,17,6,274396,3141,107116,22176,7,10,1,6,2,56,878,54,824
1079,18,19,0,0,17,6,274396,3141,148366,22176,7,11,0,6,1,56,878,54,824
1079,18,19,0,0,17,6,274396,3141,148249,22176,7,11,0,7,1,56,878,54,824
1079,18,19,0,0,17,6,279853,3141,147934,22176,7,11,0,7,1,56,878,54,824
1079,18,19,0,0,17,6,279853,3141,147810,22176,7,11,0,7,1,56,878,54,824
1079,18,19,0,0,17,6,279853,3141,147624,22176,7,11,0,7,1,56,878,54,824
1079,18,19,0,0,17,6,280294,3141,147881,22176,7,11,0,7,1,56,878,54,824
1079,18,19,0,0,17,6,280294,3141,147950,22176,7,11,0,6,1,56,878,54,824
1079,18,19,0,0,17,6,280294,3141,147887,22176,7,11,0,6,1,56,878,54,824
1079,18,19,0,0,17,6,280294,3141,147889,22176,7,11,0,6,1,56,878,54,824
1079,18,19,0,0,17,6,296134,3141,148589,22176,7,11,0,6,1,56,878,54,824
1079,18,19,0,0,17,6,296134,3141,149222,22176,7,11,0,6,1,56,878,54,824
1079,18,19,0,0,17,6,296134,3141,148975,22176,7,11,0,6,1,56,878,54,824
1079,18,19,0,0,17,6,296134,3141,149165,22176,7,11,0,7,1,56,878,54,824
1079,18,19,0,0,17,6,296134,3141,149045,22176,7,11,0,7,1,56,878,54,824
1079,18,19,0,0,17,6,296134,3141,148922,22176,7,11,0,7,1,56,878,54,824
1079,18,19,0,0,17,6,296134,3141,148985,22176,7,11,0,7,1,56,878,54,824
1081,18,19,0,0,17,6,296398,3141,155915,22176,7,11,0,7,1,56,880,54,826
1079,18,19,0,0,17,6,310126,3141,169253,22176,7,11,0,7,1,56,878,54,824
1079,18,19,0,0,17,6,310126,3141,169131,22176,7,11,0,7,1,56,878,54,824
1079,18,19,0,0,17,6,310126,3141,169267,22176,7,11,0,6,1,56,878,54,824
1079,18,19,0,0,17,6,310126,3141,169267,22176,7,11,0,6,1,56,878,54,824
1081,20,19,0,0,17,6,310126,3141,169022,22176,7,13,0,6,1,56,878,54,824
1081,20,19,0,0,17,6,310126,3141,169022,22176,7,13,0,6,1,56,878,54,824
1081,20,19,0,0,17,6,311446,3141,169157,22176,7,13,0,7,1,56,878,54,824
1084,20,22,0,0,20,6,311446,3141,168974,22176,7,13,0,7,1,56,878,54,824
1084,20,22,0,0,20,6,311446,3141,168852,22176,7,13,0,7,1,56,878,54,824
1074,20,22,0,0,20,6,311446,3141,208190,22176,7,13,0,7,1,56,868,54,814
1074,20,22,0,0,20,6,311446,3141,220099,22176,7,13,0,7,1,56,868,54,814
1074,20,22,0,0,20,6,311446,3141,219751,22176,7,13,0,7,1,56,868,54,814
1071,20,19,0,0,17,6,311446,3141,219751,22176,7,13,0,6,1,56,868,54,814
1071,20,19,0,0,17,6,311446,3141,219625,22176,7,13,0,6,1,56,868,54,814
1081,20,19,0,0,17,6,311446,3141,208255,22176,7,13,0,6,1,56,878,54,824
1081,20,19,0,0,17,6,311446,3141,141352,22176,7,13,0,6,1,56,878,54,824
1081,20,19,0,0,17,6,311446,3141,154543,22176,7,13,0,6,1,56,878,54,824
1081,20,19,0,0,17,6,311446,3141,167099,22176,7,13,0,7,1,56,878,54,824
1081,20,19,0,0,17,6,311446,3141,157724,22176,7,13,0,7,1,56,878,54,824
1081,20,19,0,0,17,6,311446,3141,171666,22176,7,13,0,7,1,56,878,54,824
1081,20,19,0,0,17,6,311446,3141,171352,22176,7,13,0,7,1,56,878,54,824
1081,20,19,0,0,17,6,311446,3141,171226,22176,7,13,0,7,1,56,878,54,824
1081,20,19,0,0,17,6,311446,3141,173122,22176,7,13,0,7,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,120142,22176,7,13,0,7,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,119583,22176,7,13,0,6,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,119583,22176,7,13,0,6,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,119394,22176,7,13,0,6,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,119338,22176,7,13,0,6,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,114991,22176,7,13,0,7,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,113132,22176,7,13,0,8,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,130346,22176,7,13,0,8,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,129968,22176,7,13,0,8,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,129968,22176,7,13,0,8,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,129908,22176,7,13,0,8,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,129980,22176,7,13,0,7,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,129864,22176,7,13,0,7,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,129864,22176,7,13,0,7,1,56,878,54,824
1082,21,19,0,0,17,6,311710,3141,135604,22176,7,12,1,7,2,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,135544,22176,7,13,0,8,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,135299,22176,7,13,0,9,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,135299,22176,7,13,0,9,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,135181,22176,7,13,0,9,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,135181,22176,7,13,0,9,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,135181,22176,7,13,0,9,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,134375,22176,7,13,0,9,1,56,878,54,824
1081,20,19,0,0,17,6,311710,3141,132863,22176,7,13,0,8,1,56,878,54,824
1071,20,19,0,0,17,6,311710,3141,165052,22176,7,13,0,8,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,177939,22176,7,13,0,8,1,56,868,54,814
1088,20,19,0,0,17,7,311710,3141,171852,22176,7,13,0,8,1,56,884,54,830
1088,20,19,0,0,17,7,311710,3141,199399,22176,7,13,0,8,1,56,884,54,830
1088,20,19,0,0,17,7,311710,3141,199313,22176,7,13,0,9,1,56,884,54,830
1089,20,19,0,0,17,8,311710,3141,200794,22176,7,13,0,9,1,56,884,54,830
1089,20,19,0,0,17,8,311710,3141,200661,22176,7,13,0,9,1,56,884,54,830
1089,20,19,0,0,17,8,311710,3141,200364,22176,7,13,0,9,1,56,884,54,830
1090,21,19,0,0,17,8,311710,3141,200247,22176,7,12,1,9,2,56,884,54,830
1089,20,19,0,0,17,8,311710,3141,199402,22176,7,13,0,10,1,56,884,54,830
1089,20,19,0,0,17,8,311710,3141,199032,22176,7,13,0,10,1,56,884,54,830
1089,20,19,0,0,17,8,311710,3141,198969,22176,7,13,0,9,1,56,884,54,830
1089,20,19,0,0,17,8,311710,3141,198654,22176,7,13,0,9,1,56,884,54,830
1089,20,19,0,0,17,8,311710,3141,198655,22176,7,13,0,9,1,56,884,54,830
1089,20,19,0,0,17,8,311710,3141,198535,22176,7,13,0,9,1,56,884,54,830
1089,20,19,0,0,17,8,311710,3141,198544,22176,7,13,0,10,1,56,884,54,830
1089,20,19,0,0,17,8,311710,3141,198434,22176,7,13,0,10,1,56,884,54,830
1073,20,19,0,0,17,8,311710,3141,206853,22176,7,13,0,10,1,56,868,54,814
1073,20,19,0,0,17,8,311710,3141,208073,22176,7,13,0,10,1,56,868,54,814
1073,20,19,0,0,17,8,311710,3141,207963,22176,7,13,0,10,1,56,868,54,814
1073,20,19,0,0,17,8,311710,3141,207720,22176,7,13,0,10,1,56,868,54,814
1073,20,19,0,0,17,8,311710,3141,207405,22176,7,13,0,9,1,56,868,54,814
1073,20,19,0,0,17,8,311710,3141,194574,22176,7,13,0,9,1,56,868,54,814
1073,20,19,0,0,17,8,311710,3141,194090,22176,7,13,0,9,1,56,868,54,814
1073,20,19,0,0,17,8,311710,3141,193970,22176,7,13,0,9,1,56,868,54,814
1073,20,19,0,0,17,8,311710,3141,194053,22176,7,13,0,9,1,56,868,54,814
1073,20,19,0,0,17,8,311710,3141,194059,22176,7,13,0,10,1,56,868,54,814
1073,20,19,0,0,17,8,311710,3141,198110,22176,7,13,0,10,1,56,868,54,814
1073,20,19,0,0,17,8,311710,3141,197935,22176,7,13,0,10,1,56,868,54,814
1073,20,19,0,0,17,8,311710,3141,197702,22176,7,13,0,10,1,56,868,54,814
1073,20,19,0,0,17,8,311710,3141,199503,22176,7,13,0,10,1,56,868,54,814
1072,20,19,0,0,17,7,311710,3141,199327,22176,7,13,0,10,1,56,868,54,814
1072,20,19,0,0,17,7,311710,3141,199725,22176,7,13,0,9,1,56,868,54,814
1072,20,19,0,0,17,7,311710,3141,208144,22176,7,13,0,10,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,208039,22176,7,13,0,10,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,207942,22176,7,13,0,10,1,56,868,54,814
1072,21,19,0,0,17,6,311710,3141,207706,22176,7,12,1,10,2,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,207654,22176,7,13,0,11,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,207601,22176,7,13,0,11,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,207611,22176,7,13,0,11,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,207933,22176,7,13,0,11,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,207873,22176,7,13,0,11,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,207813,22176,7,13,0,11,1,56,868,54,814
1074,20,19,0,0,17,6,311710,3141,207574,22176,7,13,1,11,1,56,870,54,816
1074,20,19,0,0,17,6,311710,3141,207206,22176,7,14,0,9,1,56,870,54,816
1071,20,19,0,0,17,6,311710,3141,206899,22176,7,13,0,10,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,206837,22176,7,13,0,10,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,206847,22176,7,13,0,11,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,207116,22176,7,13,0,11,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,206690,22176,7,13,0,11,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,208947,22176,7,13,0,11,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,208682,22176,7,13,0,11,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,208626,22176,7,13,0,10,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,208631,22176,7,13,0,10,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,208273,22176,7,13,0,9,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,208221,22176,7,13,0,9,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,208228,22176,7,13,0,9,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,208057,22176,7,13,0,9,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,208318,22176,7,13,0,9,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,208394,22176,7,13,0,9,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,208650,22176,7,13,0,10,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,208374,22176,7,13,0,10,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,208322,22176,7,13,0,10,1,56,868,54,814
1071,20,19,0,0,17,6,311710,3141,208342,22176,7,13,0,10,1,56,868,54,814
1071,20,19,0,0,17,6,311836,3141,208300,22176,7,13,0,9,1,56,868,54,814
1071,20,19,0,0,17,6,311836,3141,208699,22176,7,13,0,9,1,56,868,54,814
1071,20,19,0,0,17,6,311836,3141,216817,22176,7,13,0,9,1,56,868,54,814
1071,20,19,0,0,17,6,311836,3141,167398,22176,7,13,0,9,1,56,868,54,814
1071,20,19,0,0,17,6,311836,3141,167288,22176,7,13,0,9,1,56,868,54,814
1071,20,19,0,0,17,6,311836,3141,167042,22176,7,13,0,10,1,56,868,54,814
1071,20,19,0,0,17,6,311836,3141,166625,22176,7,13,0,9,1,56,868,54,814
1071,20,19,0,0,17,6,311836,3141,166382,22176,7,13,0,9,1,56,868,54,814
1071,20,19,0,0,17,6,311836,3141,163554,22176,7,13,0,9,1,56,868,54,814
1071,20,19,0,0,17,6,311836,3141,168181,22176,7,13,0,9,1,56,868,54,814
