"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/unix_vm-adv_raw_fs_mem_load_lock_page_int_disk_time_io.csv --unix --vm-adv --raw --fs --mem --load --lock --page --int --disk --time --io 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"unix sockets",,,,"advanced virtual memory",,,,,"raw","filesystem",,"memory usage",,,,"load avg",,,"file locks",,,,"paging",,"interrupts",,,"dsk/total",,"system","io/total",
56,868,54,814,0,0,0,0,0,0,13216,348694,3535298560,1808797696,10542387200,12633698304,0.390,1.990,3.490,56,12,10,58,0,0,0,64,0,0,147456,Mar-22 21:34:25,0,22
56,868,54,814,0,0,0,0,0,0,13216,348714,3535314944,1808822272,10542346240,12634521600,0.390,1.990,3.490,56,12,10,58,0,0,0,29,0,0,0,Mar-22 21:34:26,0,0
56,868,54,814,0,0,0,0,0,0,13216,348715,3533467648,1810382848,10542632960,12636123136,0.390,1.990,3.490,56,12,10,58,0,0,0,14,0,0,2236416,Mar-22 21:34:27,0,330
56,868,54,814,0,0,0,0,0,0,13216,348760,3548291072,1795264512,10542927872,12621897728,0.390,1.990,3.490,56,12,10,58,0,0,0,18,0,0,0,Mar-22 21:34:28,0,0
56,868,54,814,0,0,0,0,0,0,13216,349830,3471663104,1865945088,10548858880,12599930880,0.440,1.970,3.480,56,12,10,58,0,0,0,21,0,0,0,Mar-22 21:34:29,0,0
56,868,54,814,0,0,0,0,0,0,13216,349834,3472683008,1864151040,10549633024,12611919872,0.440,1.970,3.480,56,12,10,58,0,0,0,37,0,0,2433024,Mar-22 21:34:30,0,40
56,868,54,814,0,0,0,0,0,0,13184,349829,3473952768,1863401472,10549112832,12611526656,0.440,1.970,3.480,56,12,10,58,0,0,0,37,0,0,0,Mar-22 21:34:31,0,0
56,868,54,814,0,0,0,0,0,0,13184,349830,3475243008,1861361664,10549862400,12609495040,0.440,1.970,3.480,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:34:32,0,0
56,868,54,814,0,0,0,0,0,0,13184,349840,3475337216,1861402624,10549727232,12608860160,0.440,1.970,3.480,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:34:33,0,0
56,868,54,814,0,0,0,0,0,0,13184,349839,3475804160,1861455872,10549207040,12608921600,0.400,1.940,3.460,56,12,10,58,0,0,0,20,0,0,0,Mar-22 21:34:34,0,0
56,868,54,814,0,0,0,0,0,0,13184,349840,3475214336,1861750784,10549501952,12609228800,0.400,1.940,3.460,56,12,10,58,0,0,0,14,0,0,0,Mar-22 21:34:35,0,0
56,868,54,814,0,0,0,0,0,0,13184,349860,3459067904,1877549056,10549850112,12803702784,0.400,1.940,3.460,56,12,10,58,0,0,0,19,0,0,458752,Mar-22 21:34:36,0,66
56,868,54,814,0,0,0,0,0,0,13184,349859,3461169152,1875939328,10549358592,12802134016,0.400,1.940,3.460,56,12,10,58,0,0,0,49,0,0,16211968,Mar-22 21:34:37,0,2112
56,868,54,814,0,0,0,0,0,0,13184,349860,3460603904,1876226048,10549637120,12802420736,0.400,1.940,3.460,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:34:38,0,0
56,870,54,816,0,0,0,0,0,0,13184,349865,3460849664,1875722240,10549895168,12802052096,0.370,1.910,3.440,56,12,10,58,0,0,0,30,0,0,0,Mar-22 21:34:39,0,0
56,868,54,814,0,0,0,0,0,0,13184,349871,3461054464,1875759104,10549653504,12801753088,0.370,1.910,3.440,56,12,10,58,0,0,0,24,0,0,0,Mar-22 21:34:40,0,0
56,868,54,814,0,0,0,0,0,0,13184,349870,3461804032,1874984960,10549678080,12800978944,0.370,1.910,3.440,56,12,10,58,0,0,0,34,0,0,0,Mar-22 21:34:41,0,0
56,868,54,814,0,0,0,0,0,0,13184,349870,3461165056,1875103744,10550198272,12801118208,0.370,1.910,3.440,56,12,10,58,0,0,0,17,0,0,1499136,Mar-22 21:34:42,0,44
56,868,54,814,0,0,0,0,0,0,13184,349869,3461685248,1875091456,10549690368,12801114112,0.370,1.910,3.440,56,12,10,58,0,0,0,45,0,0,0,Mar-22 21:34:43,0,0
56,868,54,814,0,0,0,0,0,0,13184,349880,3276279808,2060128256,10550059008,12798013440,0.340,1.880,3.420,56,12,10,58,0,0,0,14,0,0,0,Mar-22 21:34:44,0,0
56,868,54,814,0,0,0,0,0,0,13184,349883,3276754944,2059653120,10550059008,12797546496,0.340,1.880,3.420,56,12,10,58,0,0,0,42,0,0,0,Mar-22 21:34:45,0,0
56,868,54,814,0,0,0,0,0,0,13184,349881,3277754368,2059165696,10549547008,12797112320,0.340,1.880,3.420,56,12,10,58,0,0,0,23,0,0,0,Mar-22 21:34:46,0,0
56,868,54,814,0,0,0,0,0,0,13184,349892,3277418496,2059177984,10549870592,12796751872,0.340,1.880,3.420,56,12,10,58,0,0,0,20,0,0,0,Mar-22 21:34:47,0,0
56,868,54,814,0,0,0,0,0,0,13184,349892,3277905920,2058428416,10550132736,12796055552,0.340,1.880,3.420,56,12,10,58,0,0,0,14,0,0,196608,Mar-22 21:34:48,0,12
56,868,54,814,0,0,0,0,0,0,13184,349892,3276496896,2059837440,10550132736,12797472768,0.310,1.850,3.400,56,12,10,58,0,0,0,46,0,0,0,Mar-22 21:34:49,0,0
56,868,54,814,0,0,0,0,0,0,13184,349831,3277021184,2059874304,10549571584,12797222912,0.310,1.850,3.400,56,12,10,58,0,0,0,17,0,0,0,Mar-22 21:34:50,0,0
56,868,54,814,0,0,0,0,0,0,13184,349842,3278610432,2057916416,10549940224,12796002304,0.310,1.850,3.400,56,12,10,58,0,0,0,19,0,0,0,Mar-22 21:34:51,0,0
56,868,54,814,0,0,0,0,0,0,13184,349842,3278610432,2057916416,10549940224,12796030976,0.310,1.850,3.400,56,12,10,58,0,0,0,14,0,0,0,Mar-22 21:34:52,0,0
56,868,54,814,0,0,0,0,0,0,13184,349842,3278798848,2058252288,10549415936,12796289024,0.310,1.850,3.400,56,12,10,58,0,0,0,37,0,0,0,Mar-22 21:34:53,0,0
56,868,54,814,0,0,0,0,0,0,13184,349851,3277582336,2059165696,10549719040,12797353984,0.290,1.810,3.380,56,12,10,58,0,0,0,27,0,0,311296,Mar-22 21:34:54,0,36
56,868,54,814,0,0,0,0,0,0,13184,349850,3277918208,2058883072,10549665792,12797181952,0.290,1.810,3.380,56,12,10,58,0,0,0,44,0,0,0,Mar-22 21:34:55,0,0
56,868,54,814,0,0,0,0,0,0,13184,348730,3171221504,2172391424,10542854144,12799352832,0.290,1.810,3.380,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:34:56,0,0
56,868,54,814,0,0,0,0,0,0,13184,348732,3171958784,2171129856,10543378432,12798103552,0.290,1.810,3.380,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:34:57,0,0
56,868,54,814,0,0,0,0,0,0,13184,348731,3172597760,2170937344,10542931968,12797911040,0.290,1.810,3.380,56,12,10,58,0,0,0,17,0,0,3227648,Mar-22 21:34:58,0,450
56,868,54,814,0,0,0,0,0,0,13184,348741,3170869248,2172825600,10542772224,12799684608,0.270,1.780,3.370,56,12,10,58,0,0,0,17,0,0,1490944,Mar-22 21:34:59,0,18
56,868,54,814,0,0,0,0,0,0,13184,348742,3170004992,2172907520,10543554560,12799819776,0.270,1.780,3.370,56,12,10,58,0,0,0,19,0,0,0,Mar-22 21:35:00,0,0
56,868,54,814,0,0,0,0,0,0,13184,348704,3171893248,2171686912,10542882816,12797263872,0.270,1.780,3.370,56,12,10,58,0,0,0,34,0,0,0,Mar-22 21:35:01,0,0
56,868,54,814,0,0,0,0,0,0,13184,348704,3172610048,2171211776,10542641152,12796788736,0.270,1.780,3.370,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:35:02,0,0
56,869,54,814,0,0,0,0,0,0,13184,348705,3172311040,2170966016,10543185920,12796542976,0.270,1.780,3.370,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:35:03,0,0
56,868,54,814,0,0,0,0,0,0,13184,348701,3173519360,2170519552,10542424064,12796141568,0.240,1.750,3.350,56,12,10,58,0,0,0,35,0,0,483328,Mar-22 21:35:04,0,16
56,868,54,814,0,0,0,0,0,0,13184,348701,3173240832,2170548224,10542673920,12796170240,0.240,1.750,3.350,56,12,10,58,0,0,0,20,0,0,0,Mar-22 21:35:05,0,0
56,868,54,814,0,0,0,0,0,0,13184,348722,3174707200,2168254464,10543501312,12793110528,0.240,1.750,3.350,56,12,10,58,0,0,0,17,0,0,0,Mar-22 21:35:06,0,0
56,868,54,814,0,0,0,0,0,0,13184,348721,3175596032,2168049664,10542817280,12792729600,0.240,1.750,3.350,56,12,10,58,0,0,0,38,0,0,0,Mar-22 21:35:07,0,0
56,868,54,814,0,0,0,0,0,0,13184,348732,3176800256,2166538240,10543124480,12790878208,0.240,1.750,3.350,56,12,10,58,0,0,0,16,0,0,3293184,Mar-22 21:35:08,0,326
56,868,54,814,0,0,0,0,0,0,13184,348737,3177734144,2165329920,10543398912,12789706752,0.220,1.720,3.330,56,12,10,58,0,0,0,18,0,0,0,Mar-22 21:35:09,0,0
56,868,54,814,0,0,0,0,0,0,13184,348737,3177422848,2165891072,10543149056,12790259712,0.220,1.720,3.330,56,12,10,58,0,0,0,34,0,0,434176,Mar-22 21:35:10,0,22
56,868,54,814,0,0,0,0,0,0,13184,348732,3178401792,2164396032,10543665152,12788776960,0.220,1.720,3.330,56,12,10,58,0,0,0,26,0,0,0,Mar-22 21:35:11,0,0
56,868,54,814,0,0,0,0,0,0,13184,348732,3178885120,2164162560,10543415296,12788543488,0.220,1.720,3.330,56,12,10,58,0,0,0,17,0,0,0,Mar-22 21:35:12,0,0
56,868,54,814,0,0,0,0,0,0,13184,348731,3178872832,2164678656,10542911488,12789067776,0.220,1.720,3.330,56,12,10,58,0,0,0,45,0,0,196608,Mar-22 21:35:13,0,24
56,868,54,814,0,0,0,0,0,0,13184,349802,3381743616,1954897920,10549813248,12586688512,0.290,1.710,3.320,56,12,10,58,0,0,0,21,0,0,0,Mar-22 21:35:14,0,0
56,868,54,814,0,0,0,0,0,0,13184,349813,3381923840,1954922496,10549608448,12596432896,0.290,1.710,3.320,56,12,10,58,0,0,0,34,0,0,0,Mar-22 21:35:15,0,0
56,868,54,814,0,0,0,0,0,0,13184,349811,3378266112,1958862848,10549325824,12608274432,0.290,1.710,3.320,56,12,10,58,0,0,0,20,0,0,0,Mar-22 21:35:16,0,0
56,868,54,814,0,0,0,0,0,0,13184,349812,3378438144,1958387712,10549628928,12607799296,0.290,1.710,3.320,56,12,10,58,0,0,0,20,0,0,0,Mar-22 21:35:17,0,0
56,868,54,814,0,0,0,0,0,0,13184,349812,3379671040,1957154816,10549628928,12606566400,0.290,1.710,3.320,56,12,10,58,0,0,0,15,0,0,2162688,Mar-22 21:35:18,0,32
56,868,54,814,0,0,0,0,0,0,13184,349811,3382718464,1954881536,10548854784,12604329984,0.340,1.700,3.300,56,12,10,58,0,0,0,66,0,8192,15998976,Mar-22 21:35:19,2,2424
56,868,54,814,0,0,0,0,0,0,13184,349810,3381874688,1954938880,10549641216,12604391424,0.340,1.700,3.300,56,12,10,58,0,0,0,20,0,0,0,Mar-22 21:35:20,0,0
56,868,54,814,0,0,0,0,0,0,13248,349856,3386470400,1949626368,10550358016,12788477952,0.340,1.700,3.300,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:35:21,0,0
56,868,54,814,0,0,0,0,0,0,13248,349875,3382161408,1954062336,10550231040,12789055488,0.340,1.700,3.300,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:35:22,0,0
56,868,54,814,0,0,0,0,0,0,13248,349876,3382398976,1953808384,10550247424,12788838400,0.340,1.700,3.300,56,12,10,58,0,0,0,14,0,0,0,Mar-22 21:35:23,0,0
56,868,54,814,0,0,0,0,0,0,13248,349876,3383123968,1952563200,10550767616,12797849600,0.320,1.670,3.290,56,12,10,58,0,0,0,17,0,0,1540096,Mar-22 21:35:24,0,16
56,868,54,814,0,0,0,0,0,0,13248,349815,3384201216,1952546816,10549706752,12797538304,0.320,1.670,3.290,56,12,10,58,0,0,0,36,0,0,0,Mar-22 21:35:25,0,0
56,868,54,814,0,0,0,0,0,0,13248,349816,3385479168,1950494720,10550480896,12795506688,0.320,1.670,3.290,56,12,10,58,0,0,0,14,0,0,0,Mar-22 21:35:26,0,0
56,868,54,814,0,0,0,0,0,0,13248,349817,3385597952,1950625792,10550231040,12795637760,0.320,1.670,3.290,56,12,10,58,0,0,0,24,0,0,0,Mar-22 21:35:27,0,0
56,868,54,814,0,0,0,0,0,0,13248,349826,3200692224,2136006656,10549755904,12798521344,0.320,1.670,3.290,56,12,10,58,0,0,0,30,0,0,0,Mar-22 21:35:28,0,0
56,868,54,814,0,0,0,0,0,0,13248,349847,3197382656,2138546176,10550525952,12799815680,0.290,1.640,3.270,56,12,10,58,0,0,0,17,0,0,319488,Mar-22 21:35:29,0,18
56,870,54,816,0,0,0,0,0,0,13248,349850,3198205952,2137767936,10550480896,12798918656,0.290,1.640,3.270,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:35:30,0,0
56,868,54,814,0,0,0,0,0,0,13248,349846,3199397888,2137088000,10549968896,12798238720,0.290,1.640,3.270,56,12,10,58,0,0,0,49,0,0,0,Mar-22 21:35:31,0,0
56,868,54,814,0,0,0,0,0,0,13248,349847,3199119360,2137100288,10550235136,12798251008,0.290,1.640,3.270,56,12,10,58,0,0,0,17,0,0,0,Mar-22 21:35:32,0,0
56,868,54,814,0,0,0,0,0,0,13248,349847,3199311872,2136649728,10550493184,12797800448,0.290,1.640,3.270,56,12,10,58,0,0,0,14,0,0,0,Mar-22 21:35:33,0,0
56,868,54,814,0,0,0,0,0,0,13248,349846,3200163840,2136080384,10550210560,12797235200,0.270,1.620,3.250,56,12,10,58,0,0,0,20,0,0,4775936,Mar-22 21:35:34,0,440
56,868,54,814,0,0,0,0,0,0,13248,349847,3200081920,2135879680,10550493184,12797034496,0.270,1.620,3.250,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:35:35,0,0
56,868,54,814,0,0,0,0,0,0,13248,349866,3199762432,2136481792,10550210560,12797300736,0.270,1.620,3.250,56,12,10,58,0,0,0,17,0,0,0,Mar-22 21:35:36,0,0
56,868,54,814,0,0,0,0,0,0,13248,349877,3198296064,2137567232,10550591488,12798464000,0.270,1.620,3.250,56,12,10,58,0,0,0,37,0,0,0,Mar-22 21:35:37,0,0
56,868,54,814,0,0,0,0,0,0,13248,349878,3198271488,2137346048,10550837248,12798242816,0.270,1.620,3.250,56,12,10,58,0,0,0,26,0,0,0,Mar-22 21:35:38,0,0
56,868,54,814,0,0,0,0,0,0,13248,349876,3198959616,2136932352,10550562816,12797853696,0.250,1.590,3.230,56,12,10,58,0,0,0,27,0,0,589824,Mar-22 21:35:39,0,12
56,868,54,814,0,0,0,0,0,0,13248,349877,3199737856,2136125440,10550591488,12797046784,0.250,1.590,3.230,56,12,10,58,0,0,0,15,0,0,0,Mar-22 21:35:40,0,0
56,868,54,814,0,0,0,0,0,0,13248,349877,3198926848,2136666112,10550861824,12797587456,0.250,1.590,3.230,56,12,10,58,0,0,0,20,0,0,0,Mar-22 21:35:41,0,0
56,868,54,814,0,0,0,0,0,0,13248,349876,3199401984,2137255936,10549796864,12798193664,0.250,1.590,3.230,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:35:42,0,0
56,868,54,814,0,0,0,0,0,0,13248,348777,3165609984,2176499712,10544345088,12809220096,0.250,1.590,3.230,56,12,10,58,0,0,0,31,0,0,0,Mar-22 21:35:43,0,0
56,868,54,814,0,0,0,0,0,0,13248,348787,3168415744,2173788160,10544250880,12806615040,0.230,1.560,3.210,56,12,10,58,0,0,0,17,0,0,0,Mar-22 21:35:44,0,0
56,868,54,814,0,0,0,0,0,0,13248,348787,3167096832,2174857216,10544500736,12807139328,0.230,1.560,3.210,56,12,10,58,0,0,0,18,0,0,0,Mar-22 21:35:45,0,0
56,868,54,814,0,0,0,0,0,0,13248,348786,3166986240,2175492096,10543976448,12807806976,0.230,1.560,3.210,56,12,10,58,0,0,0,43,0,0,1343488,Mar-22 21:35:46,0,42
56,868,54,814,0,0,0,0,0,0,13248,348787,3166695424,2175516672,10544242688,12807831552,0.230,1.560,3.210,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:35:47,0,0
56,868,54,814,0,0,0,0,0,0,13248,348787,3167047680,2174779392,10544627712,12807155712,0.230,1.560,3.210,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:35:48,0,0
56,868,54,814,0,0,0,0,0,0,13280,348785,3165618176,2177540096,10543296512,12809924608,0.210,1.540,3.200,56,12,10,58,0,0,0,63,0,0,0,Mar-22 21:35:49,0,0
56,868,54,814,0,0,0,0,0,0,13280,348797,3164909568,2176876544,10544668672,12809895936,0.210,1.540,3.200,56,12,10,58,0,0,0,20,0,0,3751936,Mar-22 21:35:50,0,410
56,868,54,814,0,0,0,0,0,0,13280,348797,3164016640,2178019328,10544418816,12811038720,0.210,1.540,3.200,56,12,10,58,0,0,0,21,0,0,483328,Mar-22 21:35:51,0,16
56,868,54,814,0,0,0,0,0,0,13280,348793,3164409856,2177871872,10544173056,12810973184,0.210,1.540,3.200,56,12,10,58,0,0,0,16,0,0,0,Mar-22 21:35:52,0,0
56,868,54,814,0,0,0,0,0,0,13280,348794,3164368896,2177626112,10544459776,12810727424,0.210,1.540,3.200,56,12,10,58,0,0,0,14,0,0,0,Mar-22 21:35:53,0,0
56,868,54,814,0,0,0,0,0,0,13280,348794,3163766784,2177720320,10544967680,12810829824,0.190,1.510,3.180,56,12,10,58,0,0,0,21,0,0,0,Mar-22 21:35:54,0,0
56,868,54,814,0,0,0,0,0,0,13280,348793,3164524544,2177728512,10544201728,12810846208,0.190,1.510,3.180,56,12,10,58,0,0,0,36,0,0,0,Mar-22 21:35:55,0,0
56,884,54,830,0,0,0,0,0,0,13280,348947,3184766976,2146353152,10555334656,12779560960,0.190,1.510,3.180,58,12,10,60,0,0,0,69,0,0,540672,Mar-22 21:35:56,0,54
56,884,54,830,0,0,0,0,0,0,13280,348957,3185336320,2145624064,10555494400,12777189376,0.190,1.510,3.180,58,12,10,60,0,0,0,15,0,0,0,Mar-22 21:35:57,0,0
56,884,54,830,0,0,0,0,0,0,13280,348957,3186610176,2144874496,10554970112,12776476672,0.190,1.510,3.180,58,12,10,60,0,0,0,18,0,0,499712,Mar-22 21:35:58,0,62
56,884,54,830,0,0,0,0,0,0,14304,350022,3370639360,1955643392,10560172032,12590329856,0.170,1.490,3.160,58,12,10,60,0,0,0,24,0,0,0,Mar-22 21:35:59,0,0
56,884,54,830,0,0,0,0,0,0,13248,349969,3372265472,1952747520,10561441792,12589080576,0.170,1.490,3.160,58,12,10,60,0,0,0,16,0,0,0,Mar-22 21:36:00,0,0
56,884,54,830,0,0,0,0,0,0,13248,349968,3374546944,1951240192,10560667648,12587544576,0.170,1.490,3.160,58,12,10,60,0,0,0,43,0,0,0,Mar-22 21:36:01,0,0
56,884,54,830,0,0,0,0,0,0,13248,349969,3373772800,1951240192,10561441792,12587552768,0.170,1.490,3.160,58,12,10,60,0,0,0,34,0,0,0,Mar-22 21:36:02,0,0
56,884,54,830,0,0,0,0,0,0,13248,349968,3374514176,1950752768,10561187840,12587167744,0.170,1.490,3.160,58,12,10,60,0,0,0,15,0,0,2359296,Mar-22 21:36:03,0,46
56,884,54,830,0,0,0,0,0,0,13248,349977,3376898048,1948692480,10560864256,12585107456,0.160,1.460,3.140,58,12,10,60,0,0,0,16,0,0,0,Mar-22 21:36:04,0,0
56,884,54,830,0,0,0,0,0,0,13248,349978,3376328704,1948692480,10561433600,12585181184,0.160,1.460,3.140,58,12,10,60,0,0,0,14,0,0,0,Mar-22 21:36:05,0,0
56,884,54,830,0,0,0,0,0,0,13248,349987,3378589696,1946910720,10560954368,12584062976,0.160,1.460,3.140,58,12,10,60,0,0,0,21,0,0,1384448,Mar-22 21:36:06,0,42
56,884,54,830,0,0,0,0,0,0,13248,349998,3298488320,2026127360,10561839104,12660969472,0.160,1.460,3.140,58,12,10,60,0,0,0,30,0,0,0,Mar-22 21:36:07,0,0
56,884,54,830,0,0,0,0,0,0,13248,349998,3298443264,2026422272,10561589248,12660527104,0.160,1.460,3.140,58,12,10,60,0,0,0,15,0,0,0,Mar-22 21:36:08,0,0
56,884,54,830,0,0,0,0,0,0,13248,349997,3299950592,2025447424,10561056768,12659560448,0.230,1.450,3.130,58,12,10,60,0,0,0,16,0,0,0,Mar-22 21:36:09,0,0
56,884,54,830,0,0,0,0,0,0,13248,349998,3299889152,2024976384,10561589248,12659093504,0.230,1.450,3.130,58,12,10,60,0,0,0,16,0,0,0,Mar-22 21:36:10,0,0
56,884,54,830,0,0,0,0,0,0,13664,350029,3336491008,1988562944,10561400832,12622970880,0.230,1.450,3.130,58,12,10,60,0,0,0,43,0,0,19931136,Mar-22 21:36:11,0,2790
56,884,54,830,0,0,0,0,0,0,13664,350032,3360616448,1968824320,10557014016,12603215872,0.230,1.450,3.130,58,12,10,60,0,0,0,77,0,0,6815744,Mar-22 21:36:12,0,256
56,884,54,830,0,0,0,0,0,0,13664,350044,3363168256,1964425216,10558861312,12599095296,0.230,1.450,3.130,58,12,10,60,0,0,0,61,0,0,32768,Mar-22 21:36:13,0,10
56,884,54,830,0,0,0,0,0,0,13664,350054,3354914816,1972277248,10559262720,12714803200,0.210,1.430,3.120,58,12,10,60,0,0,0,31,0,0,0,Mar-22 21:36:14,0,0
56,884,54,830,0,0,0,0,0,0,13664,350054,3350548480,1977286656,10558619648,12720037888,0.210,1.430,3.120,58,12,10,60,0,0,0,60,0,0,3612672,Mar-22 21:36:15,0,146
56,884,54,830,0,0,0,0,0,0,13664,350054,3351875584,1975758848,10558820352,12718510080,0.210,1.430,3.120,58,12,10,60,0,0,0,20,0,0,253952,Mar-22 21:36:16,0,2
56,884,54,830,0,0,0,0,0,0,13664,350054,3353141248,1974235136,10559078400,12716986368,0.210,1.430,3.120,58,12,10,60,0,0,0,17,0,0,0,Mar-22 21:36:17,0,0
56,884,54,830,0,0,0,0,0,0,13664,350063,3353870336,1974018048,10558566400,12716769280,0.210,1.430,3.120,58,12,10,60,0,0,0,15,0,0,0,Mar-22 21:36:18,0,0
56,884,54,830,0,0,0,0,0,0,13664,350065,3351695360,1975377920,10559381504,12718182400,0.190,1.400,3.100,58,12,10,60,0,0,0,33,0,0,0,Mar-22 21:36:19,0,0
56,884,54,830,0,0,0,0,0,0,13664,350061,3352174592,1975148544,10559131648,12717940736,0.190,1.400,3.100,58,12,10,60,0,0,0,24,0,0,237568,Mar-22 21:36:20,0,32
56,884,54,830,0,0,0,0,0,0,13664,350065,3352158208,1975689216,10558607360,12718481408,0.190,1.400,3.100,58,12,10,60,0,0,0,24,0,0,0,Mar-22 21:36:21,0,0
56,884,54,830,0,0,0,0,0,0,13664,350071,3238420480,2088792064,10559242240,12717719552,0.190,1.400,3.100,58,12,10,60,0,0,0,14,0,0,0,Mar-22 21:36:22,0,0
56,884,54,830,0,0,0,0,0,0,13664,350072,3238678528,2088546304,10559229952,12717502464,0.190,1.400,3.100,58,12,10,60,0,0,0,27,0,0,0,Mar-22 21:36:23,0,0
56,884,54,830,0,0,0,0,0,0,13664,350071,3237896192,2090102784,10558455808,12719067136,0.180,1.380,3.080,58,12,10,60,0,0,0,26,0,0,0,Mar-22 21:36:24,0,0
56,884,54,830,0,0,0,0,0,0,13696,350081,3237527552,2089631744,10559295488,12718395392,0.180,1.380,3.080,58,12,10,60,0,0,0,39,0,0,294912,Mar-22 21:36:25,0,36
56,884,54,830,0,0,0,0,0,0,13248,350080,3207348224,2119946240,10559160320,12748759040,0.180,1.380,3.080,58,12,10,60,0,0,0,16,0,0,417792,Mar-22 21:36:26,0,60
56,884,54,830,0,0,0,0,0,0,13248,350078,3203313664,2124779520,10558361600,12753592320,0.180,1.380,3.080,58,12,10,60,0,0,0,15,0,0,0,Mar-22 21:36:27,0,0
56,884,54,830,0,0,0,0,0,0,13248,348958,3201273856,2132627456,10552553472,12756484096,0.180,1.380,3.080,58,12,10,60,0,0,0,17,0,0,0,Mar-22 21:36:28,0,0
56,884,54,830,0,0,0,0,0,0,13248,348968,3199782912,2134020096,10552651776,12758097920,0.240,1.370,3.070,58,12,10,60,0,0,0,17,0,0,1359872,Mar-22 21:36:29,0,82
56,878,54,824,0,0,0,0,0,0,13216,348898,3186671616,2149879808,10549903360,12773978112,0.240,1.370,3.070,58,12,10,60,0,0,0,19,0,0,0,Mar-22 21:36:30,0,0
56,868,54,814,0,0,0,0,0,0,13184,348728,3160510464,2181443584,10544500736,12805443584,0.240,1.370,3.070,58,12,10,60,0,0,0,49,0,0,6307840,Mar-22 21:36:31,0,754
56,868,54,814,0,0,0,0,0,0,13184,348737,3162730496,2179973120,10543751168,12803997696,0.240,1.370,3.070,58,12,10,60,0,0,0,14,0,0,0,Mar-22 21:36:32,0,0
56,868,54,814,0,0,0,0,0,0,13184,348738,3159781376,2182352896,10544320512,12806012928,0.240,1.370,3.070,58,12,10,60,0,0,0,15,0,0,0,Mar-22 21:36:33,0,0
56,868,54,814,0,0,0,0,0,0,13184,348739,3158654976,2182959104,10544840704,12806631424,0.220,1.350,3.050,58,12,10,60,0,0,0,41,0,0,0,Mar-22 21:36:34,0,0
56,868,54,814,0,0,0,0,0,0,13184,348678,3160178688,2181951488,10544324608,12805369856,0.220,1.350,3.050,58,12,10,60,0,0,0,21,0,0,737280,Mar-22 21:36:35,0,26
56,868,54,814,0,0,0,0,0,0,13184,348679,3159633920,2182307840,10544545792,12805648384,0.220,1.350,3.050,58,12,10,60,0,0,0,15,0,0,0,Mar-22 21:36:36,0,0
56,870,54,816,0,0,0,0,0,0,13184,348691,3159642112,2182926336,10543919104,12806979584,0.220,1.350,3.050,58,12,10,60,0,0,0,43,0,0,0,Mar-22 21:36:37,0,0
56,868,54,814,0,0,0,0,0,0,13184,348689,3159633920,2182410240,10544443392,12806463488,0.220,1.350,3.050,58,12,10,60,0,0,0,21,0,0,0,Mar-22 21:36:38,0,0
56,868,54,814,0,0,0,0,0,0,13184,348698,3159838720,2182967296,10543681536,12806737920,0.210,1.330,3.040,58,12,10,60,0,0,0,15,0,0,0,Mar-22 21:36:39,0,0
56,868,54,814,0,0,0,0,0,0,13152,348698,3159887872,2182344704,10544254976,12805935104,0.210,1.330,3.040,58,12,10,60,0,0,0,16,0,0,417792,Mar-22 21:36:40,0,28
56,868,54,814,0,0,0,0,0,0,13152,348697,3159740416,2182483968,10544263168,12806103040,0.210,1.330,3.040,58,12,10,60,0,0,0,18,0,0,1138688,Mar-22 21:36:41,0,24
56,868,54,814,0,0,0,0,0,0,13152,348694,3160440832,2182045696,10544001024,12805689344,0.210,1.330,3.040,58,12,10,60,0,0,0,17,0,0,0,Mar-22 21:36:42,0,0
56,868,54,814,0,0,0,0,0,0,13152,348695,3160895488,2181324800,10544267264,12804968448,0.210,1.330,3.040,58,12,10,60,0,0,0,33,0,0,0,Mar-22 21:36:43,0,0
56,868,54,814,0,0,0,0,0,0,13696,349276,3160100864,2181861376,10544525312,12806037504,0.190,1.310,3.020,58,12,10,60,0,0,0,15,0,0,0,Mar-22 21:36:44,0,0
56,868,54,814,0,0,0,0,0,0,13152,349764,3356487680,1979850752,10550149120,12609871872,0.190,1.310,3.020,58,12,10,60,0,0,0,37,0,0,2007040,Mar-22 21:36:45,0,18
