"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/socket_lock_fs_swap_zones_io_vm-adv_time_ipc.csv --socket --lock --fs --swap --zones --io --vm-adv --time --ipc 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"sockets",,,,,"file locks",,,,"filesystem",,"swap",,"zones memory",,,,"io/total",,"advanced virtual memory",,,,,"system","sysv ipc",,
1203,26,33,0,0,83,12,13,82,14080,183028,108527616,914878464,159767,3141,482914,22688,0,476,0,0,0,0,0,Mar-23 13:45:01,0,0,5
1203,26,33,0,0,83,12,13,82,14112,183087,108527616,914878464,159767,3141,483488,22688,0,0,0,0,0,0,0,Mar-23 13:45:02,0,0,5
1203,26,33,0,0,83,12,13,82,14080,183109,108527616,914878464,159767,3141,482142,22688,0,0,0,0,0,0,0,Mar-23 13:45:03,0,0,5
1203,26,33,0,0,83,12,13,82,14112,183114,108527616,914878464,159767,3141,481022,22688,0,26,0,0,0,0,0,Mar-23 13:45:04,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183111,108527616,914878464,159767,3141,477634,22688,0,0,0,0,0,0,0,Mar-23 13:45:05,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183112,108527616,914878464,159767,3141,477265,22688,0,56,0,0,0,0,0,Mar-23 13:45:06,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183083,108527616,914878464,159767,3141,477470,22688,6,16,0,0,0,0,0,Mar-23 13:45:07,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183037,108527616,914878464,159767,3141,477130,22688,0,0,0,0,0,0,0,Mar-23 13:45:08,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183087,108527616,914878464,159767,3141,480824,22688,0,16,0,0,0,0,0,Mar-23 13:45:09,0,0,5
1204,26,34,0,0,83,12,13,82,14080,183120,108527616,914878464,159767,3141,488362,22688,0,0,0,0,0,0,0,Mar-23 13:45:10,0,0,5
1206,27,33,0,0,83,12,13,82,14048,183126,108527616,914878464,159767,3141,488570,22688,0,0,0,0,0,0,0,Mar-23 13:45:11,0,0,5
1206,27,33,0,0,83,12,13,82,14048,183126,108527616,914878464,159767,3141,487916,22688,0,44,0,0,0,0,0,Mar-23 13:45:12,0,0,5
1206,27,33,0,0,83,12,13,82,14048,183098,108527616,914878464,159767,3141,490561,22688,0,0,0,0,0,0,0,Mar-23 13:45:13,0,0,5
1206,27,33,0,0,83,12,13,82,14048,183098,108527616,914878464,159767,3141,489991,22688,0,74,0,0,0,0,0,Mar-23 13:45:14,0,0,5
1206,27,33,0,0,83,12,13,82,14048,183098,108527616,914878464,159767,3141,488944,22688,0,0,0,0,0,0,0,Mar-23 13:45:15,0,0,5
1206,27,33,0,0,83,12,13,82,14080,183098,108527616,914878464,159767,3141,488674,22688,0,0,0,0,0,0,0,Mar-23 13:45:16,0,0,5
1206,27,33,0,0,83,12,13,82,14016,183178,108527616,914878464,159767,3141,509881,22688,0,42,0,0,0,0,0,Mar-23 13:45:17,0,0,5
1206,27,33,0,0,83,12,13,82,14048,183137,108527616,914878464,159767,3141,508856,22688,0,0,0,0,0,0,0,Mar-23 13:45:18,0,0,5
1207,28,33,0,0,83,12,13,82,14048,183137,108527616,914878464,159767,3141,508755,22688,0,30,0,0,0,0,0,Mar-23 13:45:19,0,0,5
1206,27,33,0,0,83,12,13,82,14048,183108,108527616,914878464,159767,3141,509118,22688,0,0,0,0,0,0,0,Mar-23 13:45:20,0,0,5
1206,27,33,0,0,83,12,13,82,14048,183109,108527616,914878464,159767,3141,509694,22688,0,0,0,0,0,0,0,Mar-23 13:45:21,0,0,5
1207,28,33,0,0,83,12,13,82,14048,183108,108527616,914878464,159767,3141,509801,22688,0,180,0,0,0,0,0,Mar-23 13:45:22,0,0,5
1206,27,33,0,0,83,12,13,82,14048,183108,108527616,914878464,159767,3141,510225,22688,0,0,0,0,0,0,0,Mar-23 13:45:23,0,0,5
1206,27,33,0,0,83,12,13,82,14048,182000,108527616,914878464,159767,3141,512313,22688,0,38,0,0,0,0,0,Mar-23 13:45:24,0,0,5
1206,27,33,0,0,83,12,13,82,14112,182039,108527616,914878464,159767,3141,512605,22688,0,0,0,0,0,0,0,Mar-23 13:45:25,0,0,5
1206,27,33,0,0,83,12,13,82,14080,182036,108527616,914878464,159767,3141,512718,22688,0,0,0,0,0,0,0,Mar-23 13:45:26,0,0,5
1206,27,33,0,0,83,12,13,82,14080,182008,108527616,914878464,159767,3141,511953,22688,0,2126,0,0,0,0,0,Mar-23 13:45:27,0,0,5
1206,27,33,0,0,83,12,13,82,14048,182009,108527616,914878464,159767,3141,511844,22688,0,0,0,0,0,0,0,Mar-23 13:45:28,0,0,5
1206,27,33,0,0,83,12,13,82,14048,182021,108527616,914878464,159767,3141,512008,22688,0,46,0,0,0,0,0,Mar-23 13:45:29,0,0,5
1206,27,33,0,0,83,12,13,82,14048,182014,108527616,914878464,159767,3141,511777,22688,0,0,0,0,0,0,0,Mar-23 13:45:30,0,0,5
1203,26,33,0,0,83,12,13,82,14048,182005,108527616,914878464,159767,3141,511622,22688,0,18,0,0,0,0,0,Mar-23 13:45:31,0,0,5
1203,26,33,0,0,83,12,13,82,15616,183098,108527616,914878464,159767,3141,493034,22688,0,146,0,0,0,0,0,Mar-23 13:45:32,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183104,108527616,914878464,159767,3141,477830,22688,0,0,0,0,0,0,0,Mar-23 13:45:33,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183103,108527616,914878464,159767,3141,477662,22688,0,0,0,0,0,0,0,Mar-23 13:45:34,0,0,5
1203,26,33,0,0,83,12,13,82,14080,183074,108527616,914878464,159767,3141,477949,22688,0,0,0,0,0,0,0,Mar-23 13:45:35,0,0,5
1203,26,33,0,0,83,12,13,82,14016,183076,108527616,914878464,159767,3141,477483,22688,0,42,0,0,0,0,0,Mar-23 13:45:36,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183075,108527616,914878464,159767,3141,476880,22688,0,438,0,0,0,0,0,Mar-23 13:45:37,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183075,108527616,914878464,159767,3141,476243,22688,0,0,0,0,0,0,0,Mar-23 13:45:38,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183103,108527616,914878464,159767,3141,471603,22688,0,42,0,0,0,0,0,Mar-23 13:45:39,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183113,108527616,914878464,159767,3141,481183,22688,0,0,0,0,0,0,0,Mar-23 13:45:40,0,0,5
1203,26,33,0,0,83,12,13,82,14016,183113,108527616,914878464,159767,3141,485047,22688,0,0,0,0,0,0,0,Mar-23 13:45:41,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183085,108527616,914878464,159767,3141,489093,22688,0,76,0,0,0,0,0,Mar-23 13:45:42,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183085,108527616,914878464,159767,3141,489408,22688,0,0,0,0,0,0,0,Mar-23 13:45:43,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183086,108527616,914878464,159767,3141,489284,22688,0,22,0,0,0,0,0,Mar-23 13:45:44,0,0,5
1203,26,33,0,0,83,12,13,82,14016,183086,108527616,914878464,159767,3141,489382,22688,0,34,0,0,0,0,0,Mar-23 13:45:45,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183113,108527616,914878464,159767,3141,498808,22688,0,0,0,0,0,0,0,Mar-23 13:45:46,0,0,5
1203,26,33,0,0,83,12,13,82,14080,183123,108527616,914878464,159767,3141,509948,22688,0,34,0,0,0,0,0,Mar-23 13:45:47,0,0,5
1203,26,33,0,0,83,12,13,82,14048,183124,108527616,914878464,159767,3141,509604,22688,0,0,0,0,0,0,0,Mar-23 13:45:48,0,0,5
1207,26,33,0,0,83,12,13,82,14080,183164,108527616,914878464,159767,3141,505620,22688,0,0,0,0,0,0,0,Mar-23 13:45:49,0,0,5
1207,26,33,0,0,83,12,13,82,14112,183163,108527616,914878464,159767,3141,505147,22688,0,18,0,0,0,0,0,Mar-23 13:45:50,0,0,5
1207,26,33,0,0,83,12,13,82,14112,183148,108527616,914878464,159767,3141,505028,22688,0,12,0,0,0,0,0,Mar-23 13:45:51,0,0,5
1207,26,33,0,0,83,12,13,82,14080,183148,108527616,914878464,159767,3141,505076,22688,0,0,0,0,0,0,0,Mar-23 13:45:52,0,0,5
1207,26,33,0,0,83,12,13,82,14112,183174,108527616,914878464,159767,3141,504453,22688,0,54,0,0,0,0,0,Mar-23 13:45:53,0,0,5
1208,26,33,0,0,83,12,13,82,14112,183163,108527616,914878464,159767,3141,504821,22688,0,0,0,0,0,0,0,Mar-23 13:45:54,0,0,5
1208,26,33,0,0,83,12,13,82,14112,183182,108527616,914878464,159767,3141,504711,22688,0,0,0,0,0,0,0,Mar-23 13:45:55,0,0,5
1225,26,33,0,0,84,12,13,83,14080,183327,108527616,914878464,159767,3141,494537,22688,0,52,0,0,0,0,0,Mar-23 13:45:56,0,0,5
1226,26,33,0,0,84,12,13,83,14080,183303,108527616,914878464,159767,3141,488459,22688,0,400,0,0,0,0,0,Mar-23 13:45:57,0,0,5
1226,26,33,0,0,84,12,13,83,14112,183302,108527616,914878464,159767,3141,490056,22688,0,248,0,0,0,0,0,Mar-23 13:45:58,0,0,5
1229,26,33,0,0,84,12,13,83,14112,183309,108527616,914878464,159767,3141,490340,22688,0,0,0,0,0,0,0,Mar-23 13:45:59,0,0,5
1230,26,36,0,0,84,12,13,83,14144,183338,108527616,914878464,159767,3141,492873,22688,0,158,0,0,0,0,0,Mar-23 13:46:00,0,0,5
1230,26,36,0,0,84,12,13,83,14144,183341,108527616,914878464,159767,3141,492313,22688,0,0,0,0,0,0,0,Mar-23 13:46:01,0,0,5
1231,27,36,0,0,84,12,13,83,14176,182231,108527616,914878464,159767,3141,495003,22688,2,0,0,0,0,0,0,Mar-23 13:46:02,0,0,5
1230,26,36,0,0,84,12,13,83,14208,182213,108527616,914878464,159767,3141,491979,22688,0,368,0,0,0,0,0,Mar-23 13:46:03,0,0,5
1230,26,36,0,0,84,12,13,83,14176,182214,108527616,914878464,159767,3141,495620,22688,0,0,0,0,0,0,0,Mar-23 13:46:04,0,0,5
1227,26,33,0,0,84,12,13,83,14144,182210,108527616,914878464,159767,3141,495454,22688,0,40,0,0,0,0,0,Mar-23 13:46:05,0,0,5
1227,26,33,0,0,84,12,13,83,14112,182207,108527616,914878464,159767,3141,494738,22688,0,14,0,0,0,0,0,Mar-23 13:46:06,0,0,5
1227,26,33,0,0,84,12,13,83,14144,182235,108527616,914878464,159767,3141,496359,22688,0,0,0,0,0,0,0,Mar-23 13:46:07,0,0,5
1227,26,33,0,0,84,12,13,83,14176,182237,108527616,914878464,159767,3141,496184,22688,0,18,0,0,0,0,0,Mar-23 13:46:08,0,0,5
1227,26,33,0,0,84,12,13,83,14176,182237,108527616,914878464,159767,3141,498046,22688,0,0,0,0,0,0,0,Mar-23 13:46:09,0,0,5
1227,26,33,0,0,84,12,13,83,14240,183306,108527616,914878464,159767,3141,462517,22688,0,64,0,0,0,0,0,Mar-23 13:46:10,0,0,5
1227,26,33,0,0,84,12,13,83,14176,183280,108527616,914878464,159767,3141,461524,22688,0,172,0,0,0,0,0,Mar-23 13:46:11,0,0,5
1227,26,33,0,0,84,12,13,83,14176,183281,108527616,914878464,159767,3141,460789,22688,0,0,0,0,0,0,0,Mar-23 13:46:12,0,0,5
1227,26,33,0,0,84,12,13,83,14208,183281,108527616,914878464,159767,3141,463995,22688,0,628,0,0,0,0,0,Mar-23 13:46:13,0,0,5
1227,26,33,0,0,84,12,13,83,14176,183308,108527616,914878464,159767,3141,468056,22688,0,70,0,0,0,0,0,Mar-23 13:46:14,0,0,5
1227,26,33,0,0,84,12,13,83,14208,183286,108527616,914878464,159767,3141,470097,22688,0,0,0,0,0,0,0,Mar-23 13:46:15,0,0,5
1211,26,33,0,0,84,12,13,83,14112,183150,108527616,914878464,159767,3141,480495,22688,0,0,0,0,0,0,0,Mar-23 13:46:16,0,0,5
1211,26,33,0,0,84,12,13,83,14080,183120,108527616,914878464,159767,3141,476247,22688,0,0,0,0,0,0,0,Mar-23 13:46:17,0,0,5
1211,26,33,0,0,84,12,13,83,14112,183130,108527616,914878464,159767,3141,478132,22688,0,96,0,0,0,0,0,Mar-23 13:46:18,0,0,5
1207,26,33,0,0,84,12,13,83,14080,183074,108527616,914878464,159767,3141,480584,22688,0,92,0,0,0,0,0,Mar-23 13:46:19,0,0,5
1207,26,33,0,0,84,12,13,83,14048,183076,108527616,914878464,159767,3141,481617,22688,0,0,0,0,0,0,0,Mar-23 13:46:20,0,0,5
1207,26,33,0,0,84,12,13,83,14080,183103,108527616,914878464,159767,3141,477589,22688,0,0,0,0,0,0,0,Mar-23 13:46:21,0,0,5
1207,26,33,0,0,84,12,13,83,14080,183101,108527616,914878464,159767,3141,477935,22688,0,40,0,0,0,0,0,Mar-23 13:46:22,0,0,5
1206,26,33,0,0,84,12,13,83,14112,183100,108527616,914878464,159767,3141,482091,22688,0,40,0,0,0,0,0,Mar-23 13:46:23,0,0,5
1206,26,33,0,0,84,12,13,83,14112,183102,108527616,914878464,159767,3141,480247,22688,0,0,0,0,0,0,0,Mar-23 13:46:24,0,0,5
1205,26,33,0,0,84,12,13,83,14112,183083,108527616,914878464,159767,3141,480343,22688,0,0,0,0,0,0,0,Mar-23 13:46:25,0,0,5
1205,26,33,0,0,84,12,13,83,14080,183089,108527616,914878464,159767,3141,480070,22688,0,120,0,0,0,0,0,Mar-23 13:46:26,0,0,5
1205,26,33,0,0,84,12,13,83,14080,183082,108527616,914878464,159767,3141,481792,22688,0,0,0,0,0,0,0,Mar-23 13:46:27,0,0,5
1204,26,33,0,0,84,12,13,83,14048,183110,108527616,914878464,159767,3141,486213,22688,0,190,0,0,0,0,0,Mar-23 13:46:28,0,0,5
1203,26,33,0,0,84,12,13,83,14016,183105,108527616,914878464,159767,3141,486558,22688,0,0,0,0,0,0,0,Mar-23 13:46:29,0,0,5
1203,26,33,0,0,84,12,13,83,14048,183103,108527616,914878464,159767,3141,487052,22688,0,0,0,0,0,0,0,Mar-23 13:46:30,0,0,5
1203,26,33,0,0,84,12,13,83,14048,183075,108527616,914878464,159767,3141,487833,22688,0,18,0,0,0,0,0,Mar-23 13:46:31,0,0,5
1203,26,33,0,0,83,12,13,82,14112,183077,108527616,914878464,159767,3141,484603,22688,0,0,0,0,0,0,0,Mar-23 13:46:32,0,0,5
1203,26,33,0,0,83,12,13,82,14080,183086,108527616,914878464,159767,3141,484367,22688,0,26,0,0,0,0,0,Mar-23 13:46:33,0,0,5
1203,26,33,0,0,83,12,13,82,14080,183087,108527616,914878464,159767,3141,483590,22688,0,82,0,0,0,0,0,Mar-23 13:46:34,0,0,5
1203,26,33,0,0,83,12,13,82,14080,183115,108527616,914878464,159767,3141,483956,22688,0,0,0,0,0,0,0,Mar-23 13:46:35,0,0,5
1202,25,33,0,0,83,12,13,82,14112,183114,108527616,914878464,159767,3141,483703,22688,0,0,0,0,0,0,0,Mar-23 13:46:36,0,0,5
1205,25,33,0,0,83,12,13,82,14112,183116,108527616,914878464,159767,3141,483940,22688,0,0,0,0,0,0,0,Mar-23 13:46:37,0,0,5
1202,25,33,0,0,83,12,13,82,14112,181974,108527616,914878464,159767,3141,517453,22688,0,42,0,0,0,0,0,Mar-23 13:46:38,0,0,5
1202,25,33,0,0,83,12,13,82,14080,181974,108527616,914878464,159767,3141,513602,22688,0,294,0,0,0,0,0,Mar-23 13:46:39,0,0,5
1202,25,33,0,0,83,12,13,82,14080,181985,108527616,914878464,159767,3141,513258,22688,0,0,0,0,0,0,0,Mar-23 13:46:40,0,0,5
1202,25,33,0,0,83,12,13,82,14048,181985,108527616,914878464,159767,3141,513237,22688,0,0,0,0,0,0,0,Mar-23 13:46:41,0,0,5
1202,25,33,0,0,83,12,13,82,14048,182013,108527616,914878464,159767,3141,511899,22688,0,0,0,0,0,0,0,Mar-23 13:46:42,0,0,5
1202,25,33,0,0,83,12,13,82,14048,182012,108527616,914878464,159767,3141,511756,22688,0,46,0,0,0,0,0,Mar-23 13:46:43,0,0,5
1202,25,33,0,0,83,12,13,82,14080,182013,108527616,914878464,159767,3141,511311,22688,0,1822,0,0,0,0,0,Mar-23 13:46:44,0,0,5
1202,25,33,0,0,83,12,13,82,14048,181984,108527616,914878464,159767,3141,512231,22688,14,0,0,0,0,0,0,Mar-23 13:46:45,0,0,5
1202,25,33,0,0,83,12,13,82,14016,181985,108527616,914878464,159767,3141,511954,22688,0,0,0,0,0,0,0,Mar-23 13:46:46,0,0,5
1202,25,33,0,0,83,12,13,82,14048,181985,108527616,914878464,159767,3141,511450,22688,0,0,0,0,0,0,0,Mar-23 13:46:47,0,0,5
1202,25,33,0,0,83,12,13,82,14048,183056,108527616,914878464,159767,3141,501788,22688,0,26,0,0,0,0,0,Mar-23 13:46:48,0,0,5
1202,25,33,0,0,83,12,13,82,14080,183083,108527616,914878464,159767,3141,501579,22688,0,540,0,0,0,0,0,Mar-23 13:46:49,0,0,5
1202,25,33,0,0,83,12,13,82,14112,183083,108527616,914878464,159767,3141,501348,22688,0,0,0,0,0,0,0,Mar-23 13:46:50,0,0,5
1202,25,33,0,0,83,12,13,82,14048,183083,108527616,914878464,159767,3141,501372,22688,0,50,0,0,0,0,0,Mar-23 13:46:51,0,0,5
1202,25,33,0,0,83,12,13,82,14080,183056,108527616,914878464,159767,3141,502994,22688,0,0,0,0,0,0,0,Mar-23 13:46:52,0,0,5
1202,25,33,0,0,83,12,13,82,14080,183054,108527616,914878464,159767,3141,503305,22688,0,0,0,0,0,0,0,Mar-23 13:46:53,0,0,5
1203,25,33,0,0,83,12,13,82,14080,183054,108527616,914878464,159767,3141,506035,22688,0,84,0,0,0,0,0,Mar-23 13:46:54,0,0,5
1203,25,33,0,0,83,12,13,82,14048,183064,108527616,914878464,159767,3141,505847,22688,0,0,0,0,0,0,0,Mar-23 13:46:55,0,0,5
1203,25,33,0,0,83,12,13,82,14112,183095,108527616,914878464,159767,3141,506718,22688,0,22,0,0,0,0,0,Mar-23 13:46:56,0,0,5
1203,25,33,0,0,83,12,13,82,14048,183094,108527616,914878464,159767,3141,507301,22688,0,0,0,0,0,0,0,Mar-23 13:46:57,0,0,5
1203,25,33,0,0,83,12,13,82,14048,183093,108527616,914878464,159767,3141,507259,22688,0,0,0,0,0,0,0,Mar-23 13:46:58,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183065,108527616,914878464,159767,3141,507230,22688,0,172,0,0,0,0,0,Mar-23 13:46:59,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183065,108527616,914878464,159767,3141,507056,22688,0,46,0,0,0,0,0,Mar-23 13:47:00,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183064,108527616,914878464,159767,3141,506943,22688,0,0,0,0,0,0,0,Mar-23 13:47:01,0,0,5
1202,24,33,0,0,83,12,13,82,14080,183066,108527616,914878464,159767,3141,514631,22688,0,270,0,0,0,0,0,Mar-23 13:47:02,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183105,108527616,914878464,159767,3141,513386,22688,0,0,0,0,0,0,0,Mar-23 13:47:03,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183105,108527616,914878464,159767,3141,513304,22688,0,42,0,0,0,0,0,Mar-23 13:47:04,0,0,5
1202,24,33,0,0,83,12,13,82,14080,183105,108527616,914878464,159767,3141,513330,22688,0,0,0,0,0,0,0,Mar-23 13:47:05,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183074,108527616,914878464,159767,3141,513908,22688,0,0,0,0,0,0,0,Mar-23 13:47:06,0,0,5
1202,24,33,0,0,83,12,13,82,14080,183075,108527616,914878464,159767,3141,515765,22688,0,16,0,0,0,0,0,Mar-23 13:47:07,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183077,108527616,914878464,159767,3141,515120,22688,0,0,0,0,0,0,0,Mar-23 13:47:08,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183077,108527616,914878464,159767,3141,511876,22688,0,56,0,0,0,0,0,Mar-23 13:47:09,0,0,5
1203,24,33,0,0,83,12,13,82,14016,183116,108527616,914878464,159767,3141,513697,22688,0,214,0,0,0,0,0,Mar-23 13:47:10,0,0,5
1203,24,33,0,0,83,12,13,82,14048,183114,108527616,914878464,159767,3141,513714,22688,0,0,0,0,0,0,0,Mar-23 13:47:11,0,0,5
1203,24,33,0,0,83,12,13,82,14048,183115,108527616,914878464,159767,3141,513420,22688,0,0,0,0,0,0,0,Mar-23 13:47:12,0,0,5
1203,24,33,0,0,83,12,13,82,14048,183086,108527616,914878464,159767,3141,514924,22688,0,0,0,0,0,0,0,Mar-23 13:47:13,0,0,5
1203,24,33,0,0,83,12,13,82,14048,183086,108527616,914878464,159767,3141,513642,22688,0,20,0,0,0,0,0,Mar-23 13:47:14,0,0,5
1203,24,33,0,0,83,12,13,82,14048,183087,108527616,914878464,159767,3141,513480,22688,0,68,0,0,0,0,0,Mar-23 13:47:15,0,0,5
1203,24,33,0,0,83,12,13,82,14048,181977,108527616,914878464,159767,3141,518299,22688,0,0,0,0,0,0,0,Mar-23 13:47:16,0,0,5
1203,24,33,0,0,83,12,13,82,14016,182004,108527616,914878464,159767,3141,515911,22688,0,0,0,0,0,0,0,Mar-23 13:47:17,0,0,5
1203,24,33,0,0,83,12,13,82,14048,182015,108527616,914878464,159767,3141,515618,22688,0,34,0,0,0,0,0,Mar-23 13:47:18,0,0,5
1203,24,33,0,0,83,12,13,82,14016,182017,108527616,914878464,159767,3141,515271,22688,0,58,0,0,0,0,0,Mar-23 13:47:19,0,0,5
1203,24,33,0,0,83,12,13,82,14016,181989,108527616,914878464,159767,3141,515557,22688,0,1022,0,0,0,0,0,Mar-23 13:47:20,0,0,5
1203,24,33,0,0,83,12,13,82,14080,181986,108527616,914878464,159767,3141,514879,22688,0,0,0,0,0,0,0,Mar-23 13:47:21,0,0,5
1203,24,33,0,0,83,12,13,82,14048,181986,108527616,914878464,159767,3141,514529,22688,0,0,0,0,0,0,0,Mar-23 13:47:22,0,0,5
1202,24,33,0,0,83,12,13,82,14048,181986,108527616,914878464,159767,3141,514168,22688,0,150,0,0,0,0,0,Mar-23 13:47:23,0,0,5
1202,24,33,0,0,83,12,13,82,14080,182015,108527616,914878464,159767,3141,508976,22688,0,0,0,0,0,0,0,Mar-23 13:47:24,0,0,5
1202,24,33,0,0,83,12,13,82,14112,182020,108527616,914878464,159767,3141,509220,22688,0,502,0,0,0,0,0,Mar-23 13:47:25,0,0,5
1202,24,33,0,0,83,12,13,82,14080,183084,108527616,914878464,159767,3141,475350,22688,0,0,0,0,0,0,0,Mar-23 13:47:26,0,0,5
1202,24,33,0,0,83,12,13,82,14112,183056,108527616,914878464,159767,3141,474998,22688,0,0,0,0,0,0,0,Mar-23 13:47:27,0,0,5
1202,24,33,0,0,83,12,13,82,14080,183058,108527616,914878464,159767,3141,474896,22688,0,38,0,0,0,0,0,Mar-23 13:47:28,0,0,5
1202,24,33,0,0,83,12,13,82,14080,183057,108527616,914878464,159767,3141,474927,22688,0,0,0,0,0,0,0,Mar-23 13:47:29,0,0,5
1202,24,33,0,0,83,12,13,82,14080,183056,108527616,914878464,159767,3141,475436,22688,0,228,0,0,0,0,0,Mar-23 13:47:30,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183084,108527616,914878464,159767,3141,478252,22688,0,36,0,0,0,0,0,Mar-23 13:47:31,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183083,108527616,914878464,159767,3141,476012,22688,0,0,0,0,0,0,0,Mar-23 13:47:32,0,0,5
1202,24,33,0,0,83,12,13,82,14080,183093,108527616,914878464,159767,3141,475718,22688,0,96,0,0,0,0,0,Mar-23 13:47:33,0,0,5
1203,25,33,0,0,83,12,13,82,14080,183094,108527616,914878464,159767,3141,477895,22688,8,0,0,0,0,0,0,Mar-23 13:47:34,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183066,108527616,914878464,159767,3141,477566,22688,0,128,0,0,0,0,0,Mar-23 13:47:35,0,0,5
1202,24,33,0,0,83,12,13,82,13984,183070,108527616,914878464,159767,3141,477518,22688,0,0,0,0,0,0,0,Mar-23 13:47:36,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183065,108527616,914878464,159767,3141,477362,22688,0,0,0,0,0,0,0,Mar-23 13:47:37,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183093,108527616,914878464,159767,3141,478216,22688,0,166,0,0,0,0,0,Mar-23 13:47:38,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183095,108527616,914878464,159767,3141,476442,22688,0,0,0,0,0,0,0,Mar-23 13:47:39,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183095,108527616,914878464,159767,3141,476165,22688,0,74,0,0,0,0,0,Mar-23 13:47:40,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183104,108527616,914878464,159767,3141,477009,22688,0,0,0,0,0,0,0,Mar-23 13:47:41,0,0,5
1202,24,33,0,0,83,12,13,82,14048,183075,108527616,914878464,159767,3141,476785,22688,0,0,0,0,0,0,0,Mar-23 13:47:42,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183077,108527616,914878464,159767,3141,476558,22688,0,32,0,0,0,0,0,Mar-23 13:47:43,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183074,108527616,914878464,159767,3141,476449,22688,0,0,0,0,0,0,0,Mar-23 13:47:44,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183102,108527616,914878464,159767,3141,479137,22688,0,24,0,0,0,0,0,Mar-23 13:47:45,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183104,108527616,914878464,159767,3141,478742,22688,0,0,0,0,0,0,0,Mar-23 13:47:46,0,0,5
1202,24,33,0,0,83,12,13,82,14016,183104,108527616,914878464,159767,3141,476158,22688,0,0,0,0,0,0,0,Mar-23 13:47:47,0,0,5
1202,24,33,0,0,83,12,13,82,13984,183112,108527616,914878464,159767,3141,476043,22688,0,34,0,0,0,0,0,Mar-23 13:47:48,0,0,5
1202,24,33,0,0,83,12,13,82,13984,183084,108527616,914878464,159767,3141,476757,22688,0,0,0,0,0,0,0,Mar-23 13:47:49,0,0,5
1202,24,33,0,0,83,12,13,82,13952,183086,108527616,914878464,159767,3141,477014,22688,0,82,0,0,0,0,0,Mar-23 13:47:50,0,0,5
1202,24,33,0,0,83,12,13,82,13984,183087,108527616,914878464,159767,3141,476804,22688,0,0,0,0,0,0,0,Mar-23 13:47:51,0,0,5
1201,24,33,0,0,83,12,13,82,14048,183112,108527616,914878464,159767,3141,476966,22688,0,0,0,0,0,0,0,Mar-23 13:47:52,0,0,5
1201,24,33,0,0,83,12,13,82,14048,183109,108527616,914878464,159767,3141,477195,22688,0,24,0,0,0,0,0,Mar-23 13:47:53,0,0,5
1201,24,33,0,0,83,12,13,82,14080,182000,108527616,914878464,159767,3141,479374,22688,0,0,0,0,0,0,0,Mar-23 13:47:54,0,0,5
1201,24,33,0,0,83,12,13,82,14080,182001,108527616,914878464,159767,3141,479736,22688,0,310,0,0,0,0,0,Mar-23 13:47:55,0,0,5
1201,24,33,0,0,83,12,13,82,14048,182010,108527616,914878464,159767,3141,479409,22688,0,0,0,0,0,0,0,Mar-23 13:47:56,0,0,5
1202,24,33,0,0,83,12,13,82,14048,181983,108527616,914878464,159767,3141,481579,22688,0,30,0,0,0,0,0,Mar-23 13:47:57,0,0,5
1202,24,33,0,0,83,12,13,82,14080,181984,108527616,914878464,159767,3141,482308,22688,0,128,0,0,0,0,0,Mar-23 13:47:58,0,0,5
