"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/udp_time_proc_unix_mem_tcp.csv --udp --time --proc --unix --mem --tcp 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"udp",,"system","procs",,,"unix sockets",,,,"memory usage",,,,"tcp sockets",,,,
25,13,Mar-23 13:45:52,1,0,0,56,979,55,924,5268230144,2737573888,7968784384,11159732224,7,22,0,8,1
25,13,Mar-23 13:45:53,3,0,0,56,979,55,924,5268762624,2734276608,7971549184,11157999616,7,22,0,8,1
25,14,Mar-23 13:45:54,0,0,0,56,979,55,924,5276102656,2736742400,7961743360,11164991488,7,22,0,8,1
25,14,Mar-23 13:45:55,1,0,0,56,979,55,924,5277405184,2735333376,7961849856,11163664384,7,22,0,8,1
25,15,Mar-23 13:45:56,2,0,58,56,995,55,940,5300465664,2705485824,7968587776,11134320640,7,22,0,8,1
25,16,Mar-23 13:45:57,5,0,2,56,995,55,940,5332852736,2675703808,7965999104,11102191616,7,22,0,8,1
25,16,Mar-23 13:45:58,2,0,0,56,995,55,940,5333180416,2675306496,7966068736,11101982720,7,22,0,7,1
25,17,Mar-23 13:45:59,1,0,1,56,995,55,940,5332070400,2676637696,7965847552,11103318016,7,22,0,7,1
28,17,Mar-23 13:46:00,1,0,0,56,995,55,940,5312159744,2693382144,7969013760,11119292416,7,22,0,7,1
28,17,Mar-23 13:46:01,2,0,16,56,995,55,940,5320441856,2685239296,7968874496,11111395328,7,22,0,7,1
28,20,Mar-23 13:46:02,2,0,8,56,995,55,940,5315760128,2695569408,7963226112,11106459648,7,20,1,7,2
28,17,Mar-23 13:46:03,6,0,0,56,995,55,940,5330206720,2683183104,7961141248,11096584192,7,22,0,8,1
28,17,Mar-23 13:46:04,1,0,0,56,995,55,940,5314768896,2698342400,7961419776,11111501824,7,22,0,8,1
25,17,Mar-23 13:46:05,2,0,0,56,995,55,940,5315997696,2697637888,7960895488,11110813696,7,22,0,8,1
25,17,Mar-23 13:46:06,1,0,16,56,995,55,940,5319409664,2694213632,7960907776,11107409920,7,22,0,8,1
25,17,Mar-23 13:46:07,1,0,0,56,995,55,940,5309530112,2701627392,7963373568,11122049024,7,22,0,8,1
25,17,Mar-23 13:46:08,2,0,1,56,995,55,940,5309169664,2700406784,7964954624,11120783360,7,22,0,8,1
25,17,Mar-23 13:46:09,1,0,0,56,995,55,940,5301895168,2708787200,7963848704,11111620608,7,22,0,8,1
25,17,Mar-23 13:46:10,3,0,0,56,995,55,940,5423583232,2582618112,7968329728,10976968704,7,22,0,8,1
25,17,Mar-23 13:46:11,1,0,17,56,995,55,940,5449818112,2558439424,7966273536,10950291456,7,22,0,7,1
25,17,Mar-23 13:46:12,2,0,0,56,995,55,940,5452304384,2555428864,7966797824,10947305472,7,22,0,7,1
25,17,Mar-23 13:46:13,1,0,0,56,995,55,940,5439082496,2568765440,7966683136,10960703488,7,22,0,8,1
25,17,Mar-23 13:46:14,1,0,0,56,995,55,940,5420204032,2585698304,7968624640,10979921920,7,22,0,8,1
25,17,Mar-23 13:46:15,1,0,0,56,995,55,940,5419950080,2586087424,7968575488,10980261888,7,22,0,8,1
25,17,Mar-23 13:46:16,2,0,12,56,979,55,924,5376167936,2636128256,7962316800,11030331392,7,22,0,8,1
25,17,Mar-23 13:46:17,1,0,4,56,979,55,924,5396451328,2618744832,7959416832,11016372224,7,22,0,8,1
25,17,Mar-23 13:46:18,2,0,0,56,979,55,924,5388742656,2626400256,7959470080,11015491584,7,22,0,8,1
25,17,Mar-23 13:46:19,3,0,0,56,975,55,920,5380419584,2636967936,7957225472,11025874944,7,22,0,8,1
25,17,Mar-23 13:46:20,1,0,0,56,975,55,920,5376172032,2640740352,7957700608,11028865024,7,22,0,8,1
25,17,Mar-23 13:46:21,1,0,9,56,975,55,920,5390188544,2624729088,7959711744,11020587008,7,22,0,7,1
25,17,Mar-23 13:46:22,2,0,8,56,975,55,920,5389389824,2625658880,7959580672,11021549568,7,22,0,7,1
25,16,Mar-23 13:46:23,2,0,0,56,975,55,920,5371473920,2643337216,7959818240,11039236096,7,22,0,7,1
25,16,Mar-23 13:46:24,1,0,0,56,975,55,920,5385687040,2630164480,7958777856,11024699392,7,22,0,8,1
25,15,Mar-23 13:46:25,1,0,0,56,975,55,920,5381672960,2635522048,7957434368,11143294976,7,22,0,8,1
25,15,Mar-23 13:46:26,1,0,9,56,975,55,920,5382713344,2634403840,7957512192,11142217728,7,22,0,8,1
25,15,Mar-23 13:46:27,1,0,8,56,975,55,920,5374676992,2641457152,7958495232,11149271040,7,22,0,8,1
25,15,Mar-23 13:46:28,1,0,0,56,975,55,920,5351677952,2661490688,7961460736,11166814208,7,22,0,8,1
25,13,Mar-23 13:46:29,1,0,0,56,975,55,920,5353541632,2661191680,7959908352,11166646272,7,22,0,8,1
25,13,Mar-23 13:46:30,2,0,0,56,975,55,920,5351727104,2663002112,7959912448,11168460800,7,22,0,8,1
25,13,Mar-23 13:46:31,1,0,8,56,975,55,920,5351165952,2665914368,7957561344,11170603008,7,22,0,6,1
25,13,Mar-23 13:46:32,1,0,8,56,975,55,920,5363527680,2652971008,7958142976,11153616896,7,22,0,6,1
25,13,Mar-23 13:46:33,3,0,1,56,975,55,920,5364879360,2651729920,7958032384,11152789504,7,22,0,6,1
25,13,Mar-23 13:46:34,1,0,0,56,975,55,920,5367885824,2648821760,7957934080,11149627392,7,22,0,7,1
25,13,Mar-23 13:46:35,3,0,0,56,975,55,920,5364244480,2650054656,7960342528,11154812928,7,22,0,7,1
25,13,Mar-23 13:46:36,1,0,8,56,975,55,920,5363757056,2650017792,7960866816,11153760256,7,20,0,7,2
25,14,Mar-23 13:46:37,1,0,8,56,975,55,920,5363535872,2650501120,7960604672,11154022400,7,20,1,7,2
25,13,Mar-23 13:46:38,2,0,0,56,975,55,920,5234221056,2787524608,7952896000,11157143552,7,20,0,7,2
25,13,Mar-23 13:46:39,2,0,0,56,975,55,920,5247795200,2775601152,7951245312,11141488640,7,20,0,7,2
25,13,Mar-23 13:46:40,1,0,0,56,975,55,920,5251411968,2770284544,7952945152,11140145152,7,20,0,7,2
25,13,Mar-23 13:46:41,2,0,8,56,975,55,920,5251088384,2770255872,7953297408,11140042752,7,20,0,6,2
25,13,Mar-23 13:46:42,2,0,8,56,975,55,920,5254352896,2765021184,7955267584,11142766592,7,20,0,6,2
25,13,Mar-23 13:46:43,1,0,0,56,975,55,920,5255225344,2764189696,7955226624,11141971968,7,20,0,6,2
25,13,Mar-23 13:46:44,1,0,0,56,975,55,920,5256568832,2762293248,7955779584,11140108288,7,20,0,6,2
25,13,Mar-23 13:46:45,1,0,1,56,975,55,920,5255016448,2766499840,7953125376,11142184960,7,20,0,6,2
25,13,Mar-23 13:46:46,3,0,8,56,975,55,920,5255921664,2765000704,7953719296,11140476928,7,20,0,7,2
25,13,Mar-23 13:46:47,1,0,8,56,975,55,920,5257695232,2762936320,7954010112,11138437120,7,20,0,7,2
25,13,Mar-23 13:46:48,2,0,0,56,975,55,920,5292052480,2724122624,7958466560,11133530112,7,20,0,7,2
25,13,Mar-23 13:46:49,1,0,0,56,975,55,920,5290749952,2723221504,7960670208,11139010560,7,20,0,7,2
25,13,Mar-23 13:46:50,1,0,0,56,975,55,920,5292179456,2721787904,7960674304,11137601536,7,20,0,7,2
25,13,Mar-23 13:46:51,2,0,8,56,975,55,920,5292392448,2721656832,7960592384,11137470464,7,20,0,7,2
25,13,Mar-23 13:46:52,3,0,8,56,975,55,920,5287763968,2728300544,7958577152,11130114048,7,20,0,7,2
25,13,Mar-23 13:46:53,1,0,0,56,975,55,920,5286223872,2729578496,7958839296,11128999936,7,20,0,7,2
25,14,Mar-23 13:46:54,2,0,0,56,975,55,920,5268217856,2749231104,7957192704,11130474496,7,20,0,6,2
25,14,Mar-23 13:46:55,0,0,0,56,975,55,920,5276180480,2739986432,7958474752,11120533504,7,20,0,6,2
25,14,Mar-23 13:46:56,1,0,8,56,975,55,920,5269094400,2744029184,7961518080,11173642240,7,19,1,6,3
25,14,Mar-23 13:46:57,2,0,9,56,975,55,920,5266792448,2746224640,7961624576,11173232640,7,20,0,7,2
25,14,Mar-23 13:46:58,1,0,0,56,975,55,920,5267787776,2745769984,7961100288,11172765696,7,20,0,7,2
25,14,Mar-23 13:46:59,1,0,0,56,975,55,920,5271805952,2744131584,7958720512,11168743424,7,20,0,8,1
25,14,Mar-23 13:47:00,1,0,0,56,975,55,920,5270306816,2745102336,7959248896,11169722368,7,20,0,8,1
25,14,Mar-23 13:47:01,1,0,8,56,975,55,920,5270626304,2744844288,7959187456,11169476608,7,20,0,8,1
25,14,Mar-23 13:47:02,1,0,18,56,975,55,920,5239451648,2776453120,7958753280,11150356480,7,20,0,8,1
25,14,Mar-23 13:47:03,3,0,0,56,975,55,920,5242454016,2770866176,7961337856,11149086720,7,20,0,8,1
25,14,Mar-23 13:47:04,1,0,0,56,975,55,920,5243527168,2769211392,7961919488,11155550208,7,20,0,7,1
25,14,Mar-23 13:47:05,1,0,0,56,975,55,920,5243191296,2770071552,7961395200,11156418560,7,20,0,7,1
25,14,Mar-23 13:47:06,3,0,8,56,975,55,920,5241335808,2773004288,7960317952,11157225472,7,20,0,7,1
25,14,Mar-23 13:47:07,2,0,8,56,975,55,920,5234057216,2781605888,7958994944,11171819520,7,20,0,8,1
25,14,Mar-23 13:47:08,2,0,1,56,975,55,920,5234229248,2778959872,7961468928,11169198080,7,20,0,8,1
25,14,Mar-23 13:47:09,3,0,0,56,975,55,920,5241999360,2774945792,7957712896,11163860992,7,20,0,8,1
25,15,Mar-23 13:47:10,3,0,1,56,975,55,920,5240840192,2772140032,7961677824,11154829312,7,20,0,8,1
25,15,Mar-23 13:47:11,4,0,8,56,975,55,920,5240242176,2772725760,7961690112,11155685376,7,20,0,8,1
25,15,Mar-23 13:47:12,1,0,8,56,975,55,920,5241368576,2771005440,7962284032,11153977344,7,20,0,8,1
25,15,Mar-23 13:47:13,1,0,0,56,975,55,920,5239652352,2775859200,7959146496,11157250048,7,20,0,8,1
25,15,Mar-23 13:47:14,1,0,0,56,975,55,920,5240311808,2774958080,7959388160,11155517440,7,20,0,7,1
25,15,Mar-23 13:47:15,1,0,0,56,975,55,920,5243248640,2771496960,7959912448,11152105472,7,20,0,7,1
25,15,Mar-23 13:47:16,1,0,8,56,975,55,920,5244485632,2770259968,7959912448,11150872576,7,20,0,7,1
25,15,Mar-23 13:47:17,2,0,8,56,975,55,920,5236862976,2781454336,7956377600,11155197952,7,20,0,7,1
25,15,Mar-23 13:47:18,1,0,0,56,975,55,920,5237485568,2780491776,7956717568,11155693568,7,20,0,8,1
25,15,Mar-23 13:47:19,1,0,0,56,975,55,920,5239320576,2778587136,7956787200,11153797120,7,20,0,8,1
25,15,Mar-23 13:47:20,1,0,0,56,975,55,920,5240262656,2779713536,7954825216,11147816960,7,20,0,8,1
25,15,Mar-23 13:47:21,0,0,8,56,975,55,920,5243494400,2776981504,7954309120,11144994816,7,20,0,8,1
25,15,Mar-23 13:47:22,3,0,9,56,975,55,920,5244973056,2775547904,7954264064,11149168640,7,20,0,8,1
25,14,Mar-23 13:47:23,1,0,0,56,975,55,920,5246160896,2774585344,7954038784,11148214272,7,20,0,8,1
25,14,Mar-23 13:47:24,2,0,0,56,975,55,920,5246914560,2771177472,7956692992,11147284480,7,20,0,7,1
25,14,Mar-23 13:47:25,1,0,0,56,975,55,920,5262684160,2753802240,7958298624,11131703296,7,20,0,7,1
25,14,Mar-23 13:47:26,3,0,4,56,975,55,920,5397393408,2615328768,7962062848,10999762944,7,20,0,7,1
25,14,Mar-23 13:47:27,2,0,12,56,975,55,920,5401276416,2613628928,7959879680,10995957760,7,20,0,7,1
25,14,Mar-23 13:47:28,3,0,0,56,975,55,920,5401415680,2613211136,7960154112,10995306496,7,19,1,7,2
25,14,Mar-23 13:47:29,1,0,0,56,975,55,920,5402025984,2613051392,7959703552,10995167232,7,20,0,8,1
25,14,Mar-23 13:47:30,2,0,0,56,975,55,920,5399822336,2615382016,7959576576,10997506048,7,20,0,8,1
25,14,Mar-23 13:47:31,1,0,0,56,975,55,920,5384478720,2628186112,7962116096,11016699904,7,20,0,8,1
25,14,Mar-23 13:47:32,1,0,16,56,975,55,920,5393760256,2618286080,7962734592,11016282112,7,20,0,8,1
25,14,Mar-23 13:47:33,1,0,0,56,975,55,920,5395910656,2616578048,7962292224,11014934528,7,20,0,8,1
25,14,Mar-23 13:47:34,1,0,1,56,975,55,920,5386952704,2625458176,7962370048,11014021120,7,18,0,8,2
25,14,Mar-23 13:47:35,1,0,0,56,975,55,920,5389934592,2624663552,7960182784,11010838528,7,20,0,8,1
25,14,Mar-23 13:47:36,1,0,0,56,975,55,920,5390368768,2623950848,7960461312,11010277376,7,20,0,8,1
25,14,Mar-23 13:47:37,1,0,16,56,975,55,920,5391015936,2623557632,7960207360,11009912832,7,20,0,7,1
25,14,Mar-23 13:47:38,1,0,0,56,975,55,920,5384994816,2627297280,7962488832,11012132864,7,20,0,7,1
25,14,Mar-23 13:47:39,3,0,0,56,975,55,920,5375672320,2636619776,7962488832,11014483968,7,20,0,8,1
25,14,Mar-23 13:47:40,1,0,0,56,975,55,920,5393281024,2618408960,7963090944,10996334592,7,20,0,8,1
25,14,Mar-23 13:47:41,1,0,0,56,975,55,920,5390184448,2621865984,7962730496,11016269824,7,20,0,8,1
25,14,Mar-23 13:47:42,3,0,16,56,975,55,920,5393494016,2620948480,7960338432,11012960256,7,20,0,8,1
25,14,Mar-23 13:47:43,3,0,0,56,975,55,920,5392850944,2620018688,7961911296,11011911680,7,20,0,8,1
25,14,Mar-23 13:47:44,1,0,0,56,975,55,920,5394935808,2619572224,7960272896,11011473408,7,20,0,8,1
25,14,Mar-23 13:47:45,1,0,0,56,975,55,920,5380988928,2631069696,7962722304,11011674112,7,20,0,8,1
25,14,Mar-23 13:47:46,2,0,1,56,975,55,920,5382828032,2629181440,7962771456,11009822720,7,20,0,8,1
25,14,Mar-23 13:47:47,0,0,16,56,975,55,920,5392707584,2618568704,7963504640,11001634816,7,20,0,7,1
25,14,Mar-23 13:47:48,2,0,0,56,975,55,920,5393711104,2618138624,7962931200,11004563456,7,20,0,7,1
25,14,Mar-23 13:47:49,1,0,0,56,975,55,920,5393055744,2621091840,7960633344,11005202432,7,20,0,7,1
25,14,Mar-23 13:47:50,1,0,0,56,975,55,920,5391745024,2622402560,7960633344,11006517248,7,20,0,8,1
25,14,Mar-23 13:47:51,1,0,0,56,975,55,920,5392596992,2621026304,7961157632,11005140992,7,20,0,8,1
25,13,Mar-23 13:47:52,2,0,12,56,975,55,920,5389946880,2621935616,7962898432,11013566464,7,20,0,8,1
25,13,Mar-23 13:47:53,2,0,4,56,975,55,920,5389041664,2622627840,7963111424,11014590464,7,20,0,8,1
25,13,Mar-23 13:47:54,1,0,0,56,975,55,920,5369880576,2648502272,7956398080,11031801856,7,20,0,8,1
25,13,Mar-23 13:47:55,5,0,0,56,975,55,920,5385723904,2630656000,7958401024,11015409664,7,20,0,8,1
25,13,Mar-23 13:47:56,1,0,0,56,975,55,920,5384531968,2631950336,7958298624,11016790016,7,20,0,8,1
25,14,Mar-23 13:47:57,2,0,8,56,975,55,920,5377536000,2641342464,7955902464,11165552640,7,20,0,7,1
25,14,Mar-23 13:47:58,1,0,8,56,975,55,920,5375864832,2643283968,7955632128,11167305728,7,20,0,7,1
25,14,Mar-23 13:47:59,0,0,1,56,975,55,920,5372239872,2644180992,7958360064,11171983360,7,20,0,7,1
28,14,Mar-23 13:48:00,2,0,0,56,977,55,922,5373153280,2643533824,7958093824,11172163584,7,19,1,7,2
28,14,Mar-23 13:48:01,1,0,0,56,975,55,920,5376733184,2638831616,7959146496,11167334400,7,20,0,7,1
28,14,Mar-23 13:48:02,2,0,16,56,975,55,920,5393969152,2621149184,7959592960,11149574144,7,20,0,7,1
28,14,Mar-23 13:48:03,2,0,8,56,975,55,920,5525168128,2491207680,7958335488,11018625024,7,20,0,7,1
28,14,Mar-23 13:48:04,1,0,0,56,975,55,920,5533843456,2479951872,7960915968,11010002944,7,20,0,7,1
25,14,Mar-23 13:48:05,3,0,0,56,975,55,920,5535031296,2478764032,7960915968,11026497536,7,20,0,7,1
25,14,Mar-23 13:48:06,0,0,0,56,975,55,920,5538873344,2471960576,7963877376,11023335424,7,20,0,7,1
25,14,Mar-23 13:48:07,3,0,8,56,975,55,920,5540540416,2470711296,7963459584,11022139392,7,20,0,6,1
25,14,Mar-23 13:48:08,2,0,8,56,975,55,920,5543583744,2467729408,7963398144,11019182080,7,20,0,6,1
25,14,Mar-23 13:48:09,2,0,0,56,975,55,920,5544259584,2467041280,7963410432,11018498048,7,20,0,6,1
25,14,Mar-23 13:48:10,1,0,0,56,975,55,920,5559701504,2450923520,7964086272,11000655872,7,20,0,6,1
25,14,Mar-23 13:48:11,2,0,1,56,975,55,920,5387788288,2625601536,7961321472,11007209472,7,20,0,7,1
25,14,Mar-23 13:48:12,2,0,8,56,975,55,920,5390340096,2622763008,7961608192,11004055552,7,20,0,7,1
25,14,Mar-23 13:48:13,0,0,8,56,975,55,920,5390577664,2620342272,7963791360,11051868160,7,20,0,7,1
25,14,Mar-23 13:48:14,1,0,0,56,975,55,920,5390745600,2619625472,7964340224,11051175936,7,20,0,7,1
25,14,Mar-23 13:48:15,4,0,0,56,975,55,920,5391958016,2618937344,7963815936,11050471424,7,20,0,7,1
25,14,Mar-23 13:48:16,1,0,0,56,975,55,920,5393018880,2619203584,7962488832,11049410560,7,20,0,7,1
25,14,Mar-23 13:48:17,1,0,9,56,975,55,920,5415153664,2595504128,7964053504,11028426752,7,20,0,7,1
25,14,Mar-23 13:48:18,2,0,8,56,975,55,920,5413888000,2598567936,7962251264,11024240640,7,20,0,7,1
25,14,Mar-23 13:48:19,2,0,0,56,975,55,920,5415366656,2597613568,7961726976,11023314944,7,20,0,7,1
25,14,Mar-23 13:48:20,2,0,0,56,975,55,920,5414342656,2595418112,7964946432,11044573184,7,20,0,6,1
25,14,Mar-23 13:48:21,2,0,1,56,975,55,920,5412708352,2597437440,7964561408,11055431680,7,22,0,6,0
25,14,Mar-23 13:48:22,2,0,8,56,975,55,920,5414121472,2595770368,7964815360,11053719552,7,22,0,7,0
25,14,Mar-23 13:48:23,1,0,9,56,975,55,920,5418483712,2594320384,7961903104,11049881600,7,22,0,7,0
25,14,Mar-23 13:48:24,1,0,0,56,975,55,920,5414719488,2599485440,7960502272,11051536384,7,22,0,7,0
25,14,Mar-23 13:48:25,2,0,0,56,975,55,920,5442375680,2569830400,7962501120,11023179776,7,22,0,7,0
25,14,Mar-23 13:48:26,3,0,0,56,975,55,920,5441458176,2570534912,7962714112,11023724544,7,22,0,7,0
25,14,Mar-23 13:48:27,1,0,8,56,975,55,920,5395136512,2615320576,7964250112,11117015040,7,24,0,7,0
25,14,Mar-23 13:48:28,1,0,8,56,975,55,920,5396156416,2613944320,7964606464,11115950080,7,24,0,7,0
25,14,Mar-23 13:48:29,1,0,0,56,975,55,920,5396373504,2613256192,7965077504,11115266048,7,24,0,7,0
25,14,Mar-23 13:48:30,1,0,0,56,975,55,920,5397282816,2612797440,7964626944,11114823680,7,24,0,6,0
25,14,Mar-23 13:48:31,1,0,0,56,975,55,920,5396549632,2613522432,7964635136,11115556864,7,24,0,6,0
25,14,Mar-23 13:48:32,1,0,8,56,975,55,920,5311053824,2706821120,7956832256,11114258432,7,24,0,6,0
25,14,Mar-23 13:48:33,2,0,8,56,975,55,920,5311332352,2705924096,7957450752,11133751296,7,24,0,7,0
25,16,Mar-23 13:48:34,1,0,0,56,975,55,920,5302210560,2713300992,7959195648,11139457024,7,24,0,7,0
25,16,Mar-23 13:48:35,2,0,1,56,975,55,920,5302648832,2712461312,7959597056,11138883584,7,24,0,8,0
25,16,Mar-23 13:48:36,1,0,0,56,975,55,920,5277028352,2737041408,7960653824,11158679552,7,24,0,7,0
25,16,Mar-23 13:48:37,3,0,8,56,975,55,920,5277888512,2739105792,7957729280,11158118400,7,24,0,7,0
25,17,Mar-23 13:48:38,7,0,21,56,980,55,925,5271732224,2736152576,7966838784,11155251200,7,24,0,7,0
25,17,Mar-23 13:48:39,2,0,5,56,975,55,920,5278859264,2733211648,7962652672,11150651392,7,24,0,7,0
25,19,Mar-23 13:48:40,1,0,1,56,975,55,920,5293252608,2716405760,7965065216,11118583808,7,25,0,6,0
25,18,Mar-23 13:48:41,1,0,0,56,975,55,920,5397110784,2608611328,7969001472,10989768704,7,25,0,6,0
25,18,Mar-23 13:48:42,1,0,8,56,975,55,920,5401554944,2604560384,7968608256,10985865216,7,25,0,6,0
25,18,Mar-23 13:48:43,1,0,8,56,975,55,920,5404303360,2601807872,7968612352,10983112704,7,25,0,6,0
25,18,Mar-23 13:48:44,1,0,0,56,975,55,920,5394120704,2611982336,7968620544,10993491968,7,25,0,7,0
25,18,Mar-23 13:48:45,1,0,0,56,975,55,920,5401976832,2606161920,7966584832,10985275392,7,25,0,7,0
25,18,Mar-23 13:48:46,2,0,0,56,975,55,920,5404979200,2603896832,7965847552,10984431616,7,25,0,7,0
25,18,Mar-23 13:48:47,2,0,8,56,975,55,920,5409173504,2599604224,7965945856,11002376192,7,25,0,7,0
25,18,Mar-23 13:48:48,3,0,9,56,975,55,920,5393534976,2613620736,7967567872,11015790592,7,25,0,7,0
25,18,Mar-23 13:48:49,1,0,0,56,975,55,920,5395300352,2610905088,7968518144,11014230016,7,25,0,7,0
25,18,Mar-23 13:48:50,1,0,0,56,975,55,920,5395697664,2610446336,7968579584,11013828608,7,25,0,6,0
25,18,Mar-23 13:48:51,1,0,0,56,975,55,920,5396500480,2609700864,7968522240,11014692864,7,25,0,6,0
25,18,Mar-23 13:48:52,1,0,8,56,975,55,920,5401055232,2606948352,7966720000,11009318912,7,25,0,6,0
25,18,Mar-23 13:48:53,1,0,8,56,975,55,920,5402005504,2606522368,7966195712,11008880640,7,25,0,6,0
25,18,Mar-23 13:48:54,3,0,0,56,975,55,920,5397741568,2612117504,7964864512,11013783552,7,23,1,6,1
25,18,Mar-23 13:48:55,1,0,0,56,975,55,920,5418696704,2588585984,7967440896,11138125824,7,25,0,7,0
25,18,Mar-23 13:48:56,2,0,0,56,975,55,920,5418217472,2586079232,7970426880,11138109440,7,25,0,7,0
25,18,Mar-23 13:48:57,2,0,7,56,975,55,920,5413625856,2590838784,7970258944,11146948608,7,25,0,7,0
25,18,Mar-23 13:48:58,1,0,9,56,975,55,920,5417357312,2588479488,7968886784,11144368128,7,25,0,7,0
25,18,Mar-23 13:48:59,3,0,0,56,975,55,920,5418754048,2589401088,7966568448,11142914048,7,25,0,7,0
25,18,Mar-23 13:49:00,1,0,1,56,975,55,920,5419311104,2589270016,7966142464,11137343488,7,25,0,7,0
25,18,Mar-23 13:49:01,1,0,0,56,975,55,920,5421166592,2588004352,7965552640,11136090112,7,25,0,6,0
25,18,Mar-23 13:49:02,1,0,8,56,975,55,920,5427814400,2580070400,7966838784,11125309440,7,25,0,6,0
25,17,Mar-23 13:49:03,3,0,16,56,975,55,920,5428174848,2578456576,7968108544,11125260288,7,25,0,6,0
25,16,Mar-23 13:49:04,1,0,0,56,975,55,920,5428633600,2577309696,7968796672,11124215808,7,25,0,6,0
25,16,Mar-23 13:49:05,2,0,0,56,975,55,920,5429792768,2576416768,7968530432,11123331072,7,25,0,7,0
25,16,Mar-23 13:49:06,1,0,0,56,975,55,920,5433847808,2575011840,7965880320,11119521792,7,25,0,7,0
25,16,Mar-23 13:49:07,1,0,0,56,975,55,920,5433262080,2575597568,7965880320,11120119808,7,25,0,7,0
25,15,Mar-23 13:49:08,3,0,16,56,975,55,920,5431263232,2578702336,7964774400,11138666496,7,25,0,7,0
25,14,Mar-23 13:49:09,1,0,2,56,975,55,920,5260861440,2754408448,7959461888,11164254208,7,25,0,7,0
25,14,Mar-23 13:49:10,1,0,0,56,975,55,920,5282025472,2731687936,7961018368,11143196672,7,25,0,7,0
25,14,Mar-23 13:49:11,1,0,0,56,975,55,920,5274959872,2738827264,7960944640,11141828608,7,25,0,7,0
25,14,Mar-23 13:49:12,4,0,1,56,975,55,920,5282037760,2731085824,7961608192,11134132224,7,25,0,8,0
25,14,Mar-23 13:49:13,1,0,16,56,975,55,920,5281603584,2732027904,7961100288,11135086592,7,25,0,7,0
25,14,Mar-23 13:49:14,1,0,0,56,975,55,920,5276569600,2739458048,7958704128,11140120576,7,25,0,7,0
25,14,Mar-23 13:49:15,1,0,0,56,975,55,920,5277220864,2737770496,7959740416,11138428928,7,25,0,7,0
25,14,Mar-23 13:49:16,1,0,0,56,975,55,920,5260918784,2752360448,7961452544,11135700992,7,25,0,8,0
25,14,Mar-23 13:49:17,1,0,0,56,975,55,920,5282791424,2730610688,7961329664,11115552768,7,25,0,9,0
25,14,Mar-23 13:49:18,3,0,16,56,975,55,920,5282004992,2731286528,7961440256,11116363776,7,25,0,9,0
25,14,Mar-23 13:49:19,2,0,0,56,975,55,920,5405978624,2602483712,7966269440,11000549376,7,25,0,9,0
25,14,Mar-23 13:49:20,1,0,0,56,975,55,920,5416194048,2593628160,7964909568,10989359104,7,25,0,9,0
25,14,Mar-23 13:49:21,1,0,0,56,975,55,920,5407002624,2603806720,7963922432,11001679872,7,25,0,9,0
25,14,Mar-23 13:49:22,2,0,0,56,975,55,920,5407539200,2603102208,7964090368,11000975360,7,25,0,9,0
25,14,Mar-23 13:49:23,1,0,16,56,975,55,920,5401051136,2608414720,7965265920,10999291904,7,25,0,8,0
25,14,Mar-23 13:49:24,1,0,1,56,975,55,920,5400432640,2608619520,7965679616,10996576256,7,25,0,8,0
25,14,Mar-23 13:49:25,5,0,0,56,975,55,920,5407834112,2600034304,7966863360,11039334400,7,25,0,8,0
25,14,Mar-23 13:49:26,1,0,0,56,975,55,920,5368193024,2639699968,7966838784,11046703104,7,25,0,8,0
25,14,Mar-23 13:49:27,3,0,0,56,975,55,920,5371424768,2638340096,7964966912,11042942976,7,23,0,9,1
25,14,Mar-23 13:49:28,3,0,12,56,975,55,920,5373390848,2636308480,7965032448,11040919552,7,23,0,9,1
25,14,Mar-23 13:49:29,1,0,4,56,975,55,920,5374545920,2635677696,7964508160,11044835328,7,23,0,9,1
25,14,Mar-23 13:49:30,3,0,0,56,975,55,920,5375660032,2633494528,7965577216,11045429248,7,23,0,9,1
25,14,Mar-23 13:49:31,1,0,0,56,975,55,920,5372837888,2634371072,7967522816,11054505984,7,23,0,9,1
25,14,Mar-23 13:49:32,1,0,0,56,975,55,920,5379317760,2626453504,7968960512,11050086400,7,23,0,9,1
25,14,Mar-23 13:49:33,1,0,8,56,975,55,920,5381476352,2625949696,7967305728,11049148416,7,23,0,8,1
25,14,Mar-23 13:49:34,2,0,8,56,975,55,920,5354545152,2651889664,7968296960,11162419200,7,23,0,8,1
25,14,Mar-23 13:49:35,1,0,0,56,975,55,920,5351391232,2658050048,7965290496,11161391104,7,23,0,7,1
25,14,Mar-23 13:49:36,2,0,0,56,975,55,920,5352837120,2656858112,7965036544,11160092672,7,24,0,8,1
25,14,Mar-23 13:49:37,1,0,1,56,975,55,920,5280169984,2728669184,7965892608,11166715904,7,23,0,9,2
25,14,Mar-23 13:49:38,1,0,8,56,975,55,920,5279506432,2727936000,7967289344,11164667904,7,23,0,9,2
25,13,Mar-23 13:49:39,1,0,8,56,975,55,920,5277511680,2730770432,7966449664,11166867456,7,23,0,9,2
25,13,Mar-23 13:49:40,4,0,0,56,975,55,920,5285617664,2721361920,7967752192,11158175744,7,23,0,9,2
