"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/vm_disk_cpu_sys_raw_int_swap_udp_io_lock_page_socket.csv --vm --disk --cpu --sys --raw --int --swap --udp --io --lock --page --socket 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"virtual memory",,,,"dsk/total",,"total cpu usage",,,,,"system",,"raw","interrupts",,,"swap",,"udp",,"io/total",,"file locks",,,,"paging",,"sockets",,,,
0,1429,1757,65319,0,0,2.889,2.764,94.221,0.126,0,1022,2434,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,550,576,577,0,0,3.295,1.267,95.437,0,0,1146,2477,0,0,41,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,1579,1387,1497,0,0,2.893,1.258,95.723,0.126,0,994,2603,0,0,24,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,128,615,452,0,0,2.003,0.876,96.871,0.250,0,701,1249,0,0,19,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,240,353,246,0,196608,1.761,0.755,97.107,0.377,0,792,1435,0,0,15,0,1835008,1021571072,17,6,0,12,56,12,10,58,0,0,1073,19,19,0,0
0,1388,1671,1736,0,0,2.506,1.128,96.366,0,0,1026,2596,0,0,45,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,594,410,497,0,0,2.622,1.124,96.130,0.125,0,712,1231,0,0,18,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,1338,1863,1776,0,0,2.632,1.629,95.739,0,0,984,2487,0,0,18,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,18,100,114,0,0,1.882,1.004,96.738,0.376,0,657,1225,0,0,14,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,72,146,414,0,0,2.753,1.001,95.995,0.250,0,901,2210,0,0,35,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,1739,2001,1706,0,311296,2.889,1.508,95.352,0.251,0,1051,2603,0,0,29,0,1835008,1021571072,17,6,0,36,56,12,10,58,0,0,1073,19,19,0,0
0,32,133,231,0,0,2.618,0.998,96.259,0.125,0,773,1256,0,0,43,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,1283,1714,29348,0,0,3.008,1.754,95.113,0.125,0,939,2439,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,389,393,248,0,0,1.763,0.630,97.607,0,0,755,1282,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,306,506,601,0,3227648,2.141,0.630,96.725,0.504,0,870,1724,0,0,17,0,1835008,1021571072,17,6,0,450,56,12,10,58,0,0,1073,19,19,0,0
0,1424,1985,1864,0,1490944,3.262,1.255,95.358,0.125,0,988,2435,0,0,17,0,1835008,1021571072,17,6,0,18,56,12,10,58,0,0,1073,19,19,0,0
0,45,283,378,0,0,2.760,0.627,96.612,0,0,816,1474,0,0,18,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,4645,4717,4223,0,0,4.146,1.884,93.844,0.126,0,1456,6329,0,0,35,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,275,85,82,0,0,2.141,0.630,97.229,0,0,712,1201,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,7,237,99,0,0,1.761,0.629,97.484,0.126,0,772,1300,0,0,16,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,1331,1754,1903,0,483328,3.648,1.258,94.591,0.503,0,1200,3516,0,0,33,0,1835008,1021571072,17,6,0,16,56,12,10,58,0,0,1073,19,19,0,0
0,71,87,81,0,0,2.258,1.004,96.738,0,0,705,1203,0,0,22,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,1625,1883,2068,0,0,2.996,1.748,95.131,0.125,0,1030,2570,0,0,17,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,439,550,217,0,0,2.384,1.004,96.612,0,0,759,1278,0,0,38,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,216,699,802,0,3293184,2.886,0.878,95.985,0.251,0,930,1856,0,0,15,0,1835008,1021571072,17,6,0,326,56,12,10,58,0,0,1073,19,19,0,0
0,1823,2803,2676,0,0,5.006,1.502,93.492,0,0,1152,2582,0,0,19,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,317,356,661,0,434176,5.038,1.259,93.577,0.126,0,1030,2287,0,0,32,0,1835008,1021571072,17,6,0,22,56,12,10,58,0,0,1073,19,19,0,0
0,1285,1638,1642,0,0,2.387,1.256,96.231,0.126,0,966,2544,0,0,26,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,20,224,116,0,0,2.993,0.998,96.010,0,0,739,1213,0,0,19,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,112,152,239,0,196608,1.889,0.630,97.229,0.252,0,809,1427,0,0,44,0,1835008,1021571072,17,6,0,24,56,12,10,58,0,0,1073,19,19,0,0
0,53397,75162,21992,0,0,6.061,2.399,91.540,0,0,1868,36491,0,0,22,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,219,393,228,0,0,3.392,1.131,95.352,0.126,0,1077,2423,0,0,33,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,1296,1668,4361,0,0,3.509,1.378,95.113,0,0,998,2491,0,0,22,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,74,241,111,0,0,1.889,0.756,96.977,0.378,0,714,1241,0,0,19,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,19,19,0,0
0,279,365,352,0,2162688,2.760,1.004,95.734,0.502,0,784,1340,0,0,15,0,1835008,1021571072,17,6,0,32,56,12,10,58,0,0,1073,19,19,0,0
0,1325,3713,3807,8192,15998976,2.402,2.149,95.449,0,0,2764,9582,0,0,65,0,1835008,1021571072,17,6,2,2424,56,12,10,58,0,0,1073,19,19,0,0
0,21,217,104,0,0,2.628,1.001,96.245,0.125,0,746,1221,0,0,22,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,6402,7026,5129,0,0,4.261,1.629,93.985,0.125,0,1173,3467,0,0,14,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,479,325,1574,0,0,3.383,1.003,95.614,0,0,835,1463,0,0,16,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,6,222,85,0,0,2.015,0.630,97.229,0.126,0,746,1312,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1314,1837,1946,0,1540096,2.015,1.008,96.725,0.252,0,882,2520,0,0,16,0,1835008,1021571072,17,6,0,16,56,12,10,58,0,0,1071,17,19,0,0
0,95,125,294,0,0,2.503,1.126,96.245,0.125,0,746,1283,0,0,36,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1543,1765,1632,0,0,2.144,1.135,96.721,0,0,959,2459,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,6,155,155,0,0,2.264,1.006,96.604,0.126,0,815,2014,0,0,24,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,19,239,45220,0,0,3.133,1.504,95.113,0.251,0,870,1389,0,0,30,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1689,2226,2294,0,319488,4.255,1.877,93.617,0.250,0,1037,2543,0,0,17,0,1835008,1021571072,17,6,0,18,56,12,10,58,0,0,1071,17,19,0,0
0,285,115,223,0,0,2.008,1.004,96.863,0.125,0,754,1419,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1073,17,19,0,0
0,1300,1670,1772,0,0,2.015,1.134,96.851,0,0,954,2566,0,0,50,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,20,217,111,0,0,2.747,0.749,96.380,0.125,0,705,1206,0,0,16,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,73,112,104,0,0,3.141,0.879,95.980,0,0,856,1438,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1888,1823,1926,0,188416,2.261,1.884,95.101,0.754,0,1002,2726,0,0,19,0,1835008,1021571072,17,6,0,24,56,12,10,58,0,0,1071,17,19,0,0
0,9,816,670,0,4587520,2.516,1.258,96.101,0.126,0,824,1395,0,0,16,0,1835008,1021571072,17,6,0,416,56,12,10,58,0,0,1071,17,19,0,0
0,2461,2740,2244,0,0,3.019,1.258,95.723,0,0,1074,2949,0,0,17,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,232,538,374,0,0,2.764,0.628,96.482,0.126,0,802,1310,0,0,37,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,315,278,149,0,0,2.387,0.754,96.859,0,0,925,2214,0,0,21,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1298,1741,1862,0,589824,3.509,0.877,94.987,0.627,0,936,2502,0,0,32,0,1835008,1021571072,17,6,0,12,56,12,10,58,0,0,1071,17,19,0,0
0,25,86,92,0,0,2.270,0.631,97.100,0,0,763,1331,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1562,1732,1478,0,0,3.008,1.629,95.238,0.125,0,920,2544,0,0,20,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,725,683,931,0,0,2.625,0.875,96.500,0,0,736,1248,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,567,1054,10679,0,0,2.506,1.003,96.366,0.125,0,801,1373,0,0,32,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1455,1671,1892,0,0,3.396,0.881,95.472,0.252,0,906,2391,0,0,17,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,76,369,495,0,0,2.261,0.628,96.859,0.251,0,717,1233,0,0,18,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,2028,2017,2137,0,1343488,5.006,2.253,92.240,0.501,0,1361,3852,0,0,43,0,1835008,1021571072,17,6,0,42,56,12,10,58,0,0,1071,17,19,0,0
0,6,224,90,0,0,1.880,0.877,97.118,0.125,0,686,1220,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,19,114,107,0,0,2.256,0.752,96.992,0,0,782,1372,0,0,17,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1388,1468,1834,0,0,3.639,1.129,95.107,0.125,0,1066,3317,0,0,63,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,434,1136,896,0,3751936,2.635,1.255,95.734,0.376,0,869,1833,0,0,20,0,1835008,1021571072,17,6,0,410,56,12,10,58,0,0,1071,17,19,0,0
0,1277,1702,1696,0,483328,3.250,1.500,95.125,0.125,0,1004,2620,0,0,20,0,1835008,1021571072,17,6,0,16,56,12,10,58,0,0,1071,17,19,0,0
0,300,399,435,0,0,3.008,0.627,96.241,0.125,0,731,1314,0,0,17,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,73,216,81,0,0,2.757,1.003,96.241,0,0,765,1284,0,0,14,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1565,1382,1620,0,0,2.381,1.253,96.241,0.125,0,920,2586,0,0,21,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,32,384,228,0,0,1.513,0.504,97.982,0,0,761,1266,0,0,35,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,17342,22613,11235,0,540672,7.799,3.270,88.679,0.252,0,2419,9249,0,0,69,0,1835008,1021571072,17,8,0,54,58,12,10,60,0,0,1089,17,19,0,0
0,557,2568,2889,0,0,3.145,0.881,95.849,0.126,0,863,1720,0,0,16,0,1835008,1021571072,17,8,0,0,58,12,10,60,0,0,1089,17,19,0,0
0,498,350,502,0,499712,2.138,0.881,96.855,0.126,0,862,1564,0,0,18,0,1835008,1021571072,17,8,0,62,58,12,10,60,0,0,1089,17,19,0,0
0,51922,74363,26640,0,0,5.409,2.767,91.698,0.126,0,1856,36048,0,0,23,0,1835008,1021571072,17,8,0,0,58,12,10,60,0,0,1089,17,19,0,0
0,629,2226,352,0,0,2.264,0.881,96.855,0,0,795,1351,0,0,16,0,1835008,1021571072,17,8,0,0,58,12,10,60,0,0,1089,17,19,0,0
0,2934,3013,3080,0,0,3.019,1.761,95.094,0.126,0,1293,5850,0,0,44,0,1835008,1021571072,17,8,0,0,58,12,10,60,0,0,1090,18,19,0,0
0,6,223,110,0,0,3.129,0.751,95.870,0.250,0,779,1322,0,0,34,0,1835008,1021571072,17,8,0,0,58,12,10,60,0,0,1089,17,19,0,0
0,199,418,680,0,2359296,1.635,0.629,96.981,0.755,0,788,1384,0,0,15,0,1835008,1021571072,17,8,0,46,58,12,10,60,0,0,1089,17,19,0,0
0,1509,1836,1697,0,0,2.393,0.756,96.851,0,0,843,2418,0,0,15,0,1835008,1021571072,17,8,0,0,58,12,10,60,0,0,1089,17,19,0,0
0,71,231,101,0,0,2.875,0.750,96.250,0.125,0,788,1322,0,0,15,0,1835008,1021571072,17,8,0,0,58,12,10,60,0,0,1089,17,19,0,0
0,1803,2201,2235,0,1384448,3.262,1.380,95.107,0.251,0,945,2591,0,0,21,0,1835008,1021571072,17,8,0,42,58,12,10,60,0,0,1089,17,19,0,0
0,620,568,20534,0,0,2.889,0.879,96.231,0,0,767,1271,0,0,30,0,1835008,1021571072,17,8,0,0,58,12,10,60,0,0,1089,17,19,0,0
0,19,487,423,0,0,2.010,1.005,96.859,0.126,0,754,1303,0,0,14,0,1835008,1021571072,17,8,0,0,58,12,10,60,0,0,1089,17,19,0,0
0,1370,1654,1777,0,0,2.387,1.005,96.608,0,0,815,2386,0,0,17,0,1835008,1021571072,17,8,0,0,58,12,10,60,0,0,1089,17,19,0,0
0,357,274,461,0,0,3.129,0.751,95.995,0.125,0,785,1415,0,0,16,0,1835008,1021571072,17,8,0,0,58,12,10,60,0,0,1089,17,19,0,0
0,28917,29700,19247,0,19931136,8.816,4.786,85.768,0.630,0,5132,29511,0,0,43,0,1835008,1021571072,17,9,0,2790,58,12,10,60,0,0,1090,17,19,0,0
0,31058,34504,29556,0,3588096,12.327,2.516,84.906,0.252,0,7053,7097,0,0,72,0,1835008,1021571072,17,11,0,130,58,12,10,60,0,0,1092,17,19,0,0
0,5052,7000,6145,0,3260416,4.030,1.134,94.584,0.252,0,2143,2745,0,0,65,0,1835008,1021571072,17,11,0,136,58,12,10,60,0,0,1092,17,19,0,0
0,728,1117,3509,0,0,2.764,1.005,96.231,0,0,990,2320,0,0,30,0,1835008,1021571072,17,11,0,0,58,12,10,60,0,0,1092,17,19,0,0
0,16707,18611,22475,0,3612672,9.836,1.639,88.146,0.378,0,3091,4447,0,0,61,0,1835008,1021571072,20,11,0,146,58,12,10,60,0,0,1095,17,22,0,0
0,716,976,612,0,253952,2.628,1.126,96.120,0.125,0,852,2125,0,0,19,0,1835008,1021571072,20,11,0,2,58,12,10,60,0,0,1095,17,22,0,0
0,730,1048,1247,0,0,2.500,1.375,96.125,0,0,837,1792,0,0,17,0,1835008,1021571072,20,11,0,0,58,12,10,60,0,0,1095,17,22,0,0
0,3,113,223,0,0,2.010,0.628,97.236,0.126,0,704,1257,0,0,16,0,1835008,1021571072,20,11,0,0,58,12,10,60,0,0,1095,17,22,0,0
0,109,533,664,0,0,3.266,1.131,95.603,0,0,786,1347,0,0,33,0,1835008,1021571072,20,14,0,0,58,12,10,60,0,0,1098,17,25,0,0
0,1308,1392,1403,0,237568,1.768,0.758,97.348,0.126,0,904,2446,0,0,24,0,1835008,1021571072,17,11,0,32,58,12,10,60,0,0,1092,17,19,0,0
0,90,629,746,0,0,2.494,1.247,96.135,0.125,0,797,1323,0,0,23,0,1835008,1021571072,17,11,0,0,58,12,10,60,0,0,1092,17,19,0,0
0,2253,2904,29707,0,0,2.897,1.385,95.718,0,0,905,2453,0,0,15,0,1835008,1021571072,17,11,0,0,58,12,10,60,0,0,1092,17,19,0,0
0,687,287,319,0,0,3.250,1,95.625,0.125,0,1034,2358,0,0,27,0,1835008,1021571072,17,11,0,0,58,12,10,60,0,0,1092,17,19,0,0
0,16,364,517,0,0,2.882,1.504,95.614,0,0,765,1253,0,0,26,0,1835008,1021571072,17,11,0,0,58,12,10,60,0,0,1092,17,19,0,0
0,1495,1707,1580,0,294912,2.381,1.378,95.614,0.627,0,901,2610,0,0,38,0,1835008,1021571072,17,11,0,36,58,12,10,60,0,0,1092,17,19,0,0
0,455,815,10607,0,417792,6.801,1.511,91.436,0.252,0,2395,4528,0,0,17,0,1835008,1021571072,17,11,0,60,58,12,10,60,0,0,1092,17,19,0,0
0,2076,2308,3518,0,0,4.015,1.255,94.730,0,0,1167,2562,0,0,15,0,1835008,1021571072,17,11,0,0,58,12,10,60,0,0,1092,17,19,0,0
0,19,231,2005,0,0,2.516,1.258,95.472,0.755,0,820,1374,0,0,17,0,1835008,1021571072,17,10,0,0,58,12,10,60,0,0,1091,17,19,0,0
0,409,901,544,0,1359872,3.015,0.754,95.980,0.251,0,773,1284,0,0,16,0,1835008,1021571072,17,10,0,82,58,12,10,60,0,0,1091,17,19,0,0
0,1437,1451,4594,0,0,4.255,1.627,94.118,0,0,1080,2959,0,0,20,0,1835008,1021571072,17,10,0,0,58,12,10,60,0,0,1085,17,19,0,0
0,294,1127,6700,0,6307840,3.513,1.757,94.605,0.125,0,1380,2931,0,0,49,0,1835008,1021571072,17,10,0,754,58,12,10,60,0,0,1075,17,19,0,0
0,1460,1829,1805,0,0,2.889,1.131,95.854,0.126,0,952,2517,0,0,14,0,1835008,1021571072,17,10,0,0,58,12,10,60,0,0,1075,17,19,0,0
0,76,118,940,0,0,1.887,0.881,97.233,0,0,734,1386,0,0,15,0,1835008,1021571072,17,10,0,0,58,12,10,60,0,0,1075,17,19,0,0
0,178,689,421,0,0,2.138,1.006,96.730,0.126,0,992,2311,0,0,40,0,1835008,1021571072,17,10,0,0,58,12,10,60,0,0,1075,17,19,0,0
0,1930,1740,1916,0,737280,2.516,1.635,95.723,0.126,0,1075,2719,0,0,22,0,1835008,1021571072,17,10,0,26,58,12,10,60,0,0,1075,17,19,0,0
0,334,702,601,0,0,2.757,0.627,96.491,0.125,0,714,1194,0,0,15,0,1835008,1021571072,17,10,0,0,58,12,10,60,0,0,1075,17,19,0,0
0,1842,1913,2007,0,0,4.146,1.633,94.221,0,0,1089,2597,0,0,43,0,1835008,1021571072,17,10,0,0,58,12,10,60,0,0,1078,17,19,0,0
0,42,268,101,0,0,2.133,0.878,96.863,0.125,0,782,1320,0,0,20,0,1835008,1021571072,17,10,0,0,58,12,10,60,0,0,1076,17,19,0,0
0,344,292,879,0,0,2.013,0.629,97.107,0.252,0,719,1242,0,0,16,0,1835008,1021571072,17,10,0,0,58,12,10,60,0,0,1076,17,19,0,0
0,1317,1688,1439,0,417792,2.267,1.259,96.222,0.252,0,961,2498,0,0,16,0,1835008,1021571072,17,9,0,28,58,12,10,60,0,0,1075,17,19,0,0
0,479,1160,769,0,1138688,2.381,0.501,96.992,0.125,0,743,1278,0,0,18,0,1835008,1021571072,17,8,0,24,58,12,10,60,0,0,1074,17,19,0,0
0,1283,1397,2058,0,0,2.138,1.384,96.478,0,0,955,2575,0,0,16,0,1835008,1021571072,17,8,0,0,58,12,10,60,0,0,1073,17,19,0,0
0,208,245,154,0,0,2.635,0.753,96.487,0.125,0,767,1317,0,0,34,0,1835008,1021571072,17,8,0,0,58,12,10,60,0,0,1073,17,19,0,0
0,756,1436,1427,0,0,2.645,0.882,96.474,0,0,1264,3995,0,0,15,0,1835008,1021571072,17,7,0,0,58,12,10,60,0,0,1072,17,19,0,0
0,52104,73711,21783,0,2007040,4.403,2.642,92.579,0.377,0,1309,33318,0,0,37,0,1835008,1021571072,17,7,0,18,58,12,10,60,0,0,1072,17,19,0,0
0,863,1620,949,0,0,4.015,1.380,94.479,0.125,0,1048,2916,0,0,21,0,1835008,1021571072,17,7,0,0,58,12,10,60,0,0,1073,18,19,0,0
0,1756,1517,1509,0,0,2.638,1.884,95.477,0,0,1109,2661,0,0,36,0,1835008,1021571072,17,7,0,0,58,12,10,60,0,0,1072,17,19,0,0
0,16,83,231,0,0,3.145,0.755,95.975,0.126,0,794,1329,0,0,15,0,1835008,1021571072,17,7,0,0,58,12,10,60,0,0,1072,17,19,0,0
0,96,270,365,0,0,2.267,1.008,96.725,0,0,746,1304,0,0,36,0,1835008,1021571072,17,7,0,0,58,12,10,60,0,0,1072,17,19,0,0
0,1303,1645,1387,0,0,3.630,1.377,94.618,0.375,0,937,2479,0,0,18,0,1835008,1021571072,17,6,0,0,58,12,10,60,0,0,1071,17,19,0,0
0,4795,5897,2171,0,212992,2.516,1.006,96.352,0.126,0,838,2094,0,0,17,0,1835008,1021571072,17,6,0,20,58,12,10,60,0,0,1071,17,19,0,0
0,1605,1850,2080,0,0,3.383,1.003,95.489,0.125,0,995,2487,0,0,16,0,1835008,1021571072,17,6,0,0,58,12,10,60,0,0,1071,17,19,0,0
0,171,191,84,0,0,1.759,0.754,97.362,0.126,0,730,1351,0,0,15,0,1835008,1021571072,17,6,0,0,57,12,10,59,0,0,1071,17,19,0,0
0,4,365,12369,0,0,3.121,1.498,95.381,0,0,760,1324,0,0,20,0,1835008,1021571072,17,6,0,0,57,12,10,59,0,0,1071,17,19,0,0
0,1503,1566,3678,0,0,2.893,1.258,95.723,0.126,0,1002,2556,0,0,26,0,1835008,1021571072,17,6,0,0,57,12,10,59,0,0,1071,17,19,0,0
0,33,462,488,0,368640,3.026,1.009,95.712,0.252,0,922,2160,0,0,45,0,1835008,1021571072,17,6,0,20,57,12,10,59,0,0,1071,17,19,0,0
0,1346,1378,1500,0,0,2.889,1.256,95.729,0.126,0,965,2487,0,0,15,0,1835008,1021571072,17,6,0,0,57,12,10,59,0,0,1071,17,19,0,0
0,28,257,464,0,0,2.387,0.754,96.859,0,0,803,1330,0,0,15,0,1835008,1021571072,17,6,0,0,57,12,10,59,0,0,1071,17,19,0,0
0,575,237,494,0,0,3.015,1.131,95.729,0.126,0,759,1373,0,0,15,0,1835008,1021571072,17,6,0,0,57,12,10,59,0,0,1071,17,19,0,0
0,1699,2125,1629,0,245760,2.396,0.883,96.595,0.126,0,982,2655,0,0,15,0,1835008,1021571072,17,6,0,32,57,12,10,59,0,0,1071,17,19,0,0
0,1645,1960,39163,0,0,3.630,2.128,94.118,0.125,0,1074,3731,0,0,34,0,1835008,1021571072,17,6,0,0,57,12,10,59,0,0,1071,17,19,0,0
0,1274,3913,3888,0,19873792,2.525,1.515,95.833,0.126,0,2023,7376,0,0,15,0,1835008,1021571072,17,6,0,1646,57,12,10,59,0,0,1071,17,19,0,0
0,258,94,234,0,0,2.513,0.754,96.734,0,0,758,1263,0,0,14,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,24,699,584,0,1687552,2.258,0.753,96.863,0.125,0,820,1384,0,0,16,0,1835008,1021571072,17,6,0,66,56,12,10,58,0,0,1071,17,19,0,0
0,1362,1387,1495,0,0,2.390,1.258,96.226,0.126,0,953,2465,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,8,440,975,0,0,2.010,0.879,97.111,0,0,777,2196,0,0,20,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1072,18,19,0,0
0,2974,3016,2031,0,0,2.889,1.131,95.854,0.126,0,1082,2615,0,0,60,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,19,87,247,0,0,2.003,0.751,97.121,0.125,0,732,1302,0,0,14,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,73,389,383,0,172032,2.253,0.751,96.496,0.501,0,715,1245,0,0,18,0,1835008,1021571072,17,6,0,28,56,12,10,58,0,0,1071,17,19,0,0
0,1339,1527,1380,0,0,2.516,1.132,96.352,0,0,916,2583,0,0,16,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,263,355,477,0,0,1.635,0.881,97.358,0.126,0,674,1164,0,0,17,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1746,1520,1613,0,0,2.384,1.129,96.487,0,0,983,2594,0,0,14,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,374,535,246,0,0,3.634,0.627,95.614,0.125,0,835,1318,0,0,38,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,41,198,3479,0,0,2.886,0.878,95.985,0.251,0,768,1349,0,0,22,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1735,1820,1412,0,0,3.755,1.252,94.743,0.250,0,928,2610,0,0,20,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,105,760,576,0,1540096,2.628,1.001,96.120,0.250,0,761,1282,0,0,14,0,1835008,1021571072,17,6,0,28,56,12,10,58,0,0,1071,17,19,0,0
0,1345,1423,1609,0,0,2.013,1.761,96.101,0.126,0,995,3216,0,0,18,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1072,18,19,0,0
0,3,96,91,0,0,3,0.875,96.125,0,0,824,1391,0,0,34,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,283,264,361,0,0,2.760,1.004,96.110,0.125,0,779,1272,0,0,33,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1317,1625,1511,0,0,2.760,1.631,95.358,0.251,0,911,2497,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,467,959,1299,0,57344,2.632,1.128,95.739,0.501,0,816,1762,0,0,24,0,1835008,1021571072,17,6,0,8,56,12,10,58,0,0,1071,17,19,0,0
0,1705,2021,1379,0,0,2.893,0.881,96.101,0.126,0,937,2634,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,258,717,1119,0,5013504,2.516,0.881,96.478,0.126,0,1103,2414,0,0,15,0,1835008,1021571072,17,6,0,608,56,12,10,58,0,0,1071,17,19,0,0
0,483,377,524,0,0,1.759,1.005,97.236,0,0,781,1358,0,0,15,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1071,17,19,0,0
0,1393,1665,1381,0,0,3.137,1.631,95.107,0.125,0,1173,3527,0,0,62,0,1835008,1021571072,17,6,0,0,56,12,10,58,0,0,1072,18,19,0,0
