"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/mem_vm-adv_zones_disk_vm_cpu_udp_unix.csv --mem --vm-adv --zones --disk --vm --cpu --udp --unix 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"memory usage",,,,"advanced virtual memory",,,,,"zones memory",,,,"dsk/total",,"virtual memory",,,,"total cpu usage",,,,,"udp",,"unix sockets",,,
3276288000,2060128256,10550050816,12798013440,0,0,0,0,0,290026,3141,209607,22176,0,0,0,1424,1757,65318,2.760,2.760,94.354,0.125,0,17,6,56,868,54,814
3276754944,2059653120,10550059008,12797546496,0,0,0,0,0,290026,3141,209491,22176,0,0,0,550,577,577,3.173,1.269,95.558,0,0,17,6,56,868,54,814
3277754368,2059165696,10549547008,12797112320,0,0,0,0,0,290026,3141,209372,22176,0,0,0,1579,1388,1500,2.893,1.384,95.597,0.126,0,17,6,56,868,54,814
3277418496,2059177984,10549870592,12796751872,0,0,0,0,0,290026,3141,209375,22176,0,0,0,135,629,460,1.880,0.877,96.992,0.251,0,17,6,56,868,54,814
3277668352,2058674176,10550124544,12796301312,0,0,0,0,0,290026,3141,209252,22176,0,196608,0,233,340,343,2.375,0.750,96.500,0.375,0,17,6,56,868,54,814
3276496896,2059837440,10550132736,12797472768,0,0,0,0,0,290026,3141,209536,22176,0,0,0,1389,1669,1630,2.015,1.008,96.977,0,0,17,6,56,868,54,814
3277021184,2059874304,10549571584,12797222912,0,0,0,0,0,290026,3141,209545,22176,0,0,0,593,413,609,2.625,1.375,95.875,0.125,0,17,6,56,868,54,814
3278098432,2058190848,10550177792,12796276736,0,0,0,0,0,290026,3141,209134,22176,0,0,0,1338,1863,1664,3.011,1.380,95.609,0,0,17,6,56,868,54,814
3278610432,2057916416,10549940224,12796030976,0,0,0,0,0,290026,3141,209067,22176,0,0,0,18,99,116,1.752,1.001,96.871,0.375,0,17,6,56,868,54,814
3278798848,2058252288,10549415936,12796289024,0,0,0,0,0,290026,3141,209149,22176,0,0,0,72,141,410,2.506,1.003,96.241,0.251,0,17,6,56,868,54,814
3277582336,2059165696,10549719040,12797353984,0,0,0,0,0,290026,3141,209372,22176,0,311296,0,1739,2004,1709,3.015,1.508,95.226,0.251,0,17,6,56,868,54,814
3277918208,2058883072,10549665792,12797181952,0,0,0,0,0,290026,3141,209303,22176,0,0,0,32,131,228,2.857,1.118,95.901,0.124,0,17,6,56,868,54,814
3170992128,2172620800,10542854144,12799582208,0,0,0,0,0,309034,3141,218063,22176,0,0,0,1284,1715,29348,2.513,1.759,95.603,0.126,0,17,6,56,868,54,814
3171467264,2171621376,10543378432,12798595072,0,0,0,0,0,309034,3141,217819,22176,0,0,0,390,393,248,2.133,0.627,97.240,0,0,17,6,56,868,54,814
3172364288,2171183104,10542919680,12798156800,0,0,0,0,0,309034,3141,217712,22176,0,3227648,0,305,509,602,2.635,0.627,96.236,0.502,0,17,6,56,868,54,814
3170869248,2172825600,10542772224,12799684608,0,0,0,0,0,309034,3141,218113,22176,0,1490944,0,1423,1982,1866,2.655,1.138,96.081,0.126,0,17,6,56,868,54,814
3170004992,2172907520,10543554560,12799819776,0,0,0,0,0,309034,3141,218133,22176,0,0,0,46,282,375,2.757,0.627,96.617,0,0,17,6,56,868,54,814
3171647488,2171932672,10542882816,12797509632,0,0,0,0,0,309034,3141,217895,22176,0,0,0,4645,4720,4227,4.030,1.889,93.955,0.126,0,17,6,56,868,54,814
3172610048,2171211776,10542641152,12796788736,0,0,0,0,0,309034,3141,217719,22176,0,0,0,274,81,78,2.015,0.630,97.355,0,0,17,6,56,868,54,814
3172311040,2170966016,10543185920,12796542976,0,0,0,0,0,309034,3141,217659,22176,0,0,0,8,238,99,1.761,0.629,97.484,0.126,0,17,6,56,868,54,814
3173023744,2171023360,10542415872,12796645376,0,0,0,0,0,309034,3141,217673,22176,0,483328,0,1330,1753,1903,3.890,1.255,94.354,0.502,0,17,6,56,868,54,814
3173507072,2170281984,10542673920,12795904000,0,0,0,0,0,309034,3141,217492,22176,0,0,0,71,87,81,2.010,1.131,96.859,0,0,17,6,56,868,54,814
3174707200,2168254464,10543501312,12793110528,0,0,0,0,0,309034,3141,216997,22176,0,0,0,1813,2074,2072,3.379,1.627,94.869,0.125,0,17,6,56,868,54,814
3175596032,2168049664,10542817280,12792729600,0,0,0,0,0,309034,3141,216947,22176,0,0,0,251,359,213,2.494,1.122,96.384,0,0,17,6,56,868,54,814
3176550400,2167054336,10542858240,12791394304,0,0,0,0,0,309034,3141,216704,22176,0,3293184,0,216,700,802,3.011,0.753,95.985,0.251,0,17,6,56,868,54,814
3178254336,2165059584,10543149056,12789436416,0,0,0,0,0,309034,3141,216217,22176,0,0,0,1823,2858,2729,5,1.625,93.375,0,0,17,6,56,868,54,814
3177422848,2165891072,10543149056,12790259712,0,0,0,0,0,309034,3141,216420,22176,0,434176,0,318,304,613,4.930,1.264,93.679,0.126,0,17,6,56,868,54,814
3178680320,2164641792,10543140864,12789022720,0,0,0,0,0,309034,3141,216115,22176,0,0,0,1284,1634,1637,2.381,1.253,96.241,0.125,0,17,6,56,868,54,814
3178639360,2164408320,10543415296,12788789248,0,0,0,0,0,309034,3141,216058,22176,0,0,0,20,230,119,2.871,0.999,96.130,0,0,17,6,56,868,54,814
3178872832,2164678656,10542911488,12789067776,0,0,0,0,0,309034,3141,216124,22176,0,196608,0,112,146,236,1.768,0.631,97.348,0.253,0,17,6,56,868,54,814
3381743616,1954897920,10549813248,12586688512,0,0,0,0,0,309034,3141,164908,22176,0,0,0,53397,75163,21993,6.061,2.273,91.667,0,0,17,6,56,868,54,814
3381923840,1954922496,10549608448,12596432896,0,0,0,0,0,309034,3141,164914,22176,0,0,0,219,392,227,3.643,1.131,95.101,0.126,0,17,6,56,868,54,814
3378266112,1958862848,10549325824,12608274432,0,0,0,0,0,309034,3141,165876,22176,0,0,0,1296,1669,4362,3.015,1.382,95.603,0,0,17,6,56,868,54,814
3378192384,1958633472,10549628928,12608045056,0,0,0,0,0,309034,3141,165820,22176,0,0,0,74,244,114,2.256,0.877,96.491,0.376,0,17,6,56,868,54,814
3379679232,1957154816,10549620736,12606566400,0,0,0,0,0,309034,3141,165459,22176,0,2162688,0,279,364,349,2.393,0.882,96.222,0.504,0,17,6,56,868,54,814
3382419456,1954938880,10549096448,12604387328,0,0,0,0,0,309034,3141,164904,22176,8192,15998976,0,1326,3714,3809,3.019,2.138,94.843,0,0,17,6,56,868,54,814
3382140928,1954938880,10549374976,12604391424,0,0,0,0,0,309034,3141,164918,22176,0,0,0,20,213,101,2.138,1.006,96.730,0.126,0,17,6,56,868,54,814
3385995264,1950101504,10550358016,12788953088,0,0,0,0,0,309034,3141,163737,22176,0,0,0,6402,7026,5129,4.625,1.625,93.625,0.125,0,17,6,56,868,54,814
3382161408,1954062336,10550231040,12789055488,0,0,0,0,0,309034,3141,164704,22176,0,0,0,479,326,1575,2.889,1.005,96.106,0,0,17,6,56,868,54,814
3382407168,1953808384,10550239232,12788838400,0,0,0,0,0,309034,3141,164642,22176,0,0,0,6,222,84,2.015,0.630,97.229,0.126,0,17,6,56,868,54,814
3383123968,1952563200,10550767616,12797849600,0,0,0,0,0,309034,3141,164338,22176,0,1540096,0,1314,1837,1948,2.138,1.132,96.478,0.252,0,17,6,56,868,54,814
3384201216,1952546816,10549706752,12797538304,0,0,0,0,0,309034,3141,164334,22176,0,0,0,95,125,294,2.503,1.001,96.370,0.125,0,17,6,56,868,54,814
3385479168,1950494720,10550480896,12795506688,0,0,0,0,0,309034,3141,163833,22176,0,0,0,1544,1767,1632,2.516,1.132,96.352,0,0,17,6,56,868,54,814
3385622528,1950601216,10550231040,12795613184,0,0,0,0,0,309034,3141,163859,22176,0,0,0,5,152,153,2.018,1.009,96.847,0.126,0,17,6,56,868,54,814
3200692224,2136006656,10549755904,12798521344,0,0,0,0,0,309034,3141,209124,22176,0,0,0,19,242,45223,3.500,1.750,94.500,0.250,0,17,6,56,868,54,814
3197632512,2138546176,10550276096,12799815680,0,0,0,0,0,309034,3141,209744,22176,0,319488,0,1690,2227,2294,3.885,1.880,93.985,0.251,0,17,6,56,868,54,814
3198205952,2137767936,10550480896,12798918656,0,0,0,0,0,309034,3141,209554,22176,0,0,0,285,114,223,2.010,0.754,97.111,0.126,0,17,6,56,870,54,816
3199164416,2137333760,10549956608,12798484480,0,0,0,0,0,309034,3141,209448,22176,0,0,0,1300,1671,1769,1.892,1.135,96.974,0,0,17,6,56,868,54,814
3199389696,2136829952,10550235136,12797980672,0,0,0,0,0,309034,3141,209325,22176,0,0,0,20,215,112,2.993,0.748,96.135,0.125,0,17,6,56,868,54,814
3199311872,2136649728,10550493184,12797800448,0,0,0,0,0,309034,3141,209281,22176,0,0,0,72,113,106,2.889,0.879,96.231,0,0,17,6,56,868,54,814
3197915136,2138329088,10550210560,12799483904,0,0,0,0,0,309034,3141,209278,22176,0,1835008,0,1889,2371,2215,2.879,2.128,94.243,0.751,0,17,6,56,868,54,814
3200081920,2135879680,10550493184,12797034496,0,0,0,0,0,309034,3141,209093,22176,0,2940928,0,8,267,379,2.020,1.010,96.843,0.126,0,17,6,56,868,54,814
3199762432,2136481792,10550210560,12797300736,0,0,0,0,0,309034,3141,209240,22176,0,0,0,2461,2744,2246,3.262,1.255,95.483,0,0,17,6,56,868,54,814
3198828544,2137567232,10550059008,12798464000,0,0,0,0,0,309034,3141,209505,22176,0,0,0,233,677,389,2.645,0.630,96.599,0.126,0,17,6,56,868,54,814
3198271488,2137346048,10550837248,12798242816,0,0,0,0,0,309034,3141,209451,22176,0,0,0,314,141,139,2.384,0.753,96.863,0,0,17,6,56,868,54,814
3198959616,2136932352,10550562816,12797853696,0,0,0,0,0,309034,3141,209350,22176,0,589824,0,1298,1733,1854,3.266,0.879,95.226,0.628,0,17,6,56,868,54,814
3199242240,2136887296,10550325248,12797808640,0,0,0,0,0,309034,3141,209339,22176,0,0,0,37,101,104,2.764,0.754,96.482,0,0,17,6,56,868,54,814
3198951424,2136641536,10550861824,12797562880,0,0,0,0,0,309034,3141,209279,22176,0,0,0,1652,1824,1573,2.638,1.508,95.729,0.126,0,17,6,56,868,54,814
3199401984,2137255936,10549796864,12798193664,0,0,0,0,0,309034,3141,209429,22176,0,0,0,729,683,941,2.864,0.996,96.139,0,0,17,6,56,868,54,814
3165609984,2176499712,10544345088,12809220096,0,0,0,0,0,309034,3141,219010,22176,0,0,0,461,957,10663,2.635,0.878,96.361,0.125,0,17,6,56,868,54,814
3168460800,2174820352,10543173632,12807647232,0,0,0,0,0,309034,3141,218600,22176,0,0,0,1455,1662,1792,2.900,0.883,95.965,0.252,0,17,6,56,868,54,814
3167096832,2174857216,10544500736,12807139328,0,0,0,0,0,309034,3141,218609,22176,0,0,0,76,368,494,2.141,0.630,96.977,0.252,0,17,6,56,868,54,814
3166986240,2175492096,10543976448,12807806976,0,0,0,0,0,309034,3141,218764,22176,0,1343488,0,2028,2017,2137,5.125,2.250,92.125,0.500,0,17,6,56,868,54,814
3166695424,2175516672,10544242688,12807831552,0,0,0,0,0,309034,3141,218770,22176,0,0,0,6,224,90,1.754,0.877,97.243,0.125,0,17,6,56,868,54,814
3167059968,2174779392,10544615424,12807155712,0,0,0,0,0,309034,3141,218590,22176,0,0,0,19,117,107,2.381,0.752,96.867,0,0,17,6,56,868,54,814
3165675520,2177482752,10543296512,12809867264,0,0,0,0,0,309034,3141,219250,22176,0,0,0,1388,1470,1839,4.125,1.250,94.500,0.125,0,17,6,56,868,54,814
3165167616,2176876544,10544410624,12809895936,0,0,0,0,0,309034,3141,219102,22176,0,3751936,0,434,1132,893,2.136,1.256,96.231,0.377,0,17,6,56,868,54,814
3163811840,2178224128,10544418816,12811243520,0,0,0,0,0,309034,3141,219431,22176,0,483328,0,1278,1703,1695,3.258,1.378,95.238,0.125,0,17,6,56,868,54,814
3164164096,2178117632,10544173056,12811218944,0,0,0,0,0,309034,3141,219405,22176,0,0,0,301,399,434,3.008,0.627,96.241,0.125,0,17,6,56,868,54,814
3164368896,2177626112,10544459776,12810727424,0,0,0,0,0,309034,3141,219285,22176,0,0,0,71,217,84,2.882,1.003,96.115,0,0,17,6,56,868,54,814
3164016640,2177720320,10544717824,12810829824,0,0,0,0,0,309034,3141,219308,22176,0,0,0,1566,1654,1635,2.378,1.252,96.245,0.125,0,17,6,56,868,54,814
3164536832,2177716224,10544201728,12810833920,0,0,0,0,0,309034,3141,219307,22176,0,0,0,32,111,212,1.509,0.629,97.862,0,0,17,6,56,868,54,814
3184521216,2146598912,10555334656,12779806720,0,0,0,0,0,309034,3141,211710,22176,0,540672,0,17341,22621,11243,7.818,3.279,88.651,0.252,0,17,8,56,884,54,830
3185336320,2145624064,10555494400,12777189376,0,0,0,0,0,309034,3141,211472,22176,0,0,0,557,2559,2880,3.015,0.879,95.980,0.126,0,17,8,56,884,54,830
3186610176,2144874496,10554970112,12776476672,0,0,0,0,0,309034,3141,211289,22176,0,499712,0,498,360,627,2.638,1.005,96.231,0.126,0,17,8,56,884,54,830
3375140864,1955643392,10555670528,12586070016,0,0,0,0,0,309034,3141,165090,22176,0,0,0,51922,74364,26526,5.170,2.522,92.182,0.126,0,17,8,56,884,54,830
3372265472,1952747520,10561441792,12589080576,0,0,0,0,0,309034,3141,164383,22176,0,0,0,629,2214,340,2.013,0.881,97.107,0,0,17,8,56,884,54,830
3374067712,1951485952,10560901120,12587790336,0,0,0,0,0,309034,3141,164075,22176,0,0,0,2934,3016,3082,3.513,1.757,94.605,0.125,0,17,8,56,884,54,830
3373772800,1951240192,10561441792,12587552768,0,0,0,0,0,309034,3141,164015,22176,0,0,0,6,229,116,2.760,0.753,96.236,0.251,0,17,8,56,884,54,830
3374514176,1950752768,10561187840,12587167744,0,0,0,0,0,309034,3141,163896,22176,0,2359296,0,199,409,672,1.759,0.628,96.859,0.754,0,17,8,56,884,54,830
3376848896,1948692480,10560913408,12585107456,0,0,0,0,0,309034,3141,163393,22176,0,0,0,1509,1836,1697,2.146,0.758,97.096,0,0,17,8,56,884,54,830
3376328704,1948692480,10561433600,12585181184,0,0,0,0,0,309034,3141,163393,22176,0,0,0,71,231,101,3.354,0.994,95.528,0.124,0,17,8,56,884,54,830
3377827840,1947414528,10561212416,12584566784,0,0,0,0,0,309034,3141,163081,22176,0,1384448,0,1803,2203,2237,3.145,1.132,95.472,0.252,0,17,8,56,884,54,830
3298795520,2027393024,10560266240,12662235136,0,0,0,0,0,309034,3141,182607,22176,0,0,0,620,567,20534,2.522,0.883,96.595,0,0,17,8,56,884,54,830
3298443264,2026422272,10561589248,12660527104,0,0,0,0,0,309034,3141,182370,22176,0,0,0,19,488,423,2.128,1.126,96.621,0.125,0,17,8,56,884,54,830
3299950592,2025447424,10561056768,12659560448,0,0,0,0,0,309034,3141,182132,22176,0,0,0,1370,1652,1775,2.516,0.881,96.604,0,0,17,8,56,884,54,830
3299897344,2025492480,10561064960,12659609600,0,0,0,0,0,309034,3141,182143,22176,0,0,0,358,278,462,2.886,0.878,96.110,0.125,0,17,8,56,884,54,830
3332419584,1992634368,10561400832,12627042304,0,0,0,0,0,309034,3141,174121,22176,0,19931136,0,29837,30667,19747,8.953,4.666,85.750,0.631,0,17,9,56,884,54,830
3359440896,1969549312,10557464576,12604096512,0,0,0,0,0,309034,3141,168485,22176,0,3784704,0,30184,33621,29117,12.186,2.513,84.925,0.377,0,17,11,56,884,54,830
3362938880,1965187072,10558328832,12599857152,0,0,0,0,0,309034,3141,167420,22176,0,3063808,0,5006,6913,6083,4.397,1.131,94.347,0.126,0,17,11,56,884,54,830
3354443776,1972748288,10559262720,12715274240,0,0,0,0,0,309034,3141,169266,22176,0,0,0,751,1317,3791,2.642,1.132,96.226,0,0,17,11,56,884,54,830
3350056960,1977778176,10558619648,12720529408,0,0,0,0,0,309034,3141,170494,22176,0,3612672,0,16683,18412,22195,9.698,1.637,88.287,0.378,0,20,11,56,884,54,830
3351875584,1975758848,10558820352,12718510080,0,0,0,0,0,309034,3141,170001,22176,0,253952,0,1214,1426,1057,2.632,1.128,96.115,0.125,0,20,11,56,884,54,830
3353141248,1974235136,10559078400,12716986368,0,0,0,0,0,309034,3141,169629,22176,0,0,0,232,600,801,2.622,1.248,96.130,0,0,20,11,56,884,54,830
3353870336,1974018048,10558566400,12716769280,0,0,0,0,0,309034,3141,169576,22176,0,0,0,4,111,222,2.375,0.875,96.625,0.125,0,20,11,56,884,54,830
3351695360,1975377920,10559381504,12718182400,0,0,0,0,0,309034,3141,169908,22176,0,0,0,109,532,664,2.535,0.887,96.578,0,0,20,14,56,884,54,830
3352174592,1975148544,10559131648,12717940736,0,0,0,0,0,309034,3141,169852,22176,0,237568,0,1308,1392,1403,2.258,0.878,96.738,0.125,0,17,11,56,884,54,830
3351904256,1975685120,10558865408,12718477312,0,0,0,0,0,309034,3141,169983,22176,0,0,0,90,629,746,2.497,1.124,96.255,0.125,0,17,11,56,884,54,830
3238420480,2088792064,10559242240,12717719552,0,0,0,0,0,309034,3141,197597,22176,0,0,0,2253,2904,29707,2.525,1.515,95.960,0,0,17,11,56,884,54,830
3238686720,2088546304,10559221760,12717502464,0,0,0,0,0,309034,3141,197537,22176,0,0,0,687,289,319,3.731,1.244,94.900,0.124,0,17,11,56,884,54,830
3237896192,2090102784,10558455808,12719067136,0,0,0,0,0,309034,3141,197917,22176,0,0,0,15,365,520,2.760,1.255,95.985,0,0,17,11,56,884,54,830
3237527552,2089631744,10559295488,12718395392,0,0,0,0,0,309034,3141,197802,22176,0,294912,0,1495,1703,1577,2.133,1.380,95.859,0.627,0,17,11,56,884,54,830
3207348224,2119946240,10559160320,12748759040,0,0,0,0,0,309034,3141,205203,22176,0,417792,0,455,816,10607,6.818,1.389,91.540,0.253,0,17,11,56,884,54,830
3202600960,2125492224,10558361600,12754305024,0,0,0,0,0,309034,3141,206557,22176,0,0,0,2076,2310,3521,4.375,1.375,94.250,0,0,17,11,56,884,54,830
3201040384,2132873216,10552541184,12756729856,0,0,0,0,0,309034,3141,208359,22176,0,0,0,130,342,2002,2.390,1.384,95.472,0.755,0,17,10,56,884,54,830
3199782912,2134020096,10552651776,12758097920,0,0,0,0,0,309034,3141,208639,22176,0,1359872,0,298,798,591,3.262,0.627,95.859,0.251,0,17,10,56,884,54,830
3186425856,2150125568,10549903360,12774223872,0,0,0,0,0,309034,3141,212571,22176,0,0,0,1437,1447,4555,4.015,1.506,94.479,0,0,17,10,56,878,54,824
3160006656,2181947392,10544500736,12805947392,0,0,0,0,0,310354,3141,219020,22176,0,6307840,0,294,1122,6694,3.630,1.877,94.368,0.125,0,17,10,56,868,54,814
3162738688,2179723264,10543992832,12803747840,0,0,0,0,0,310354,3141,218477,22176,0,0,0,1460,1827,1803,2.402,1.011,96.460,0.126,0,17,10,56,868,54,814
3159781376,2182352896,10544320512,12806012928,0,0,0,0,0,310354,3141,219119,22176,0,0,0,82,271,960,1.889,0.882,97.229,0,0,17,10,56,868,54,814
3158659072,2183204864,10544590848,12806877184,0,0,0,0,0,310354,3141,219327,22176,0,0,0,173,541,504,2.013,1.006,96.855,0.126,0,17,10,56,868,54,814
3160178688,2181951488,10544324608,12805369856,0,0,0,0,0,310354,3141,219021,22176,0,737280,0,1929,1735,1813,3.125,1.625,95.125,0.125,0,17,10,56,868,54,814
3159633920,2182307840,10544545792,12805648384,0,0,0,0,0,310354,3141,219108,22176,0,0,0,351,721,724,2.509,0.753,96.612,0.125,0,17,10,56,868,54,814
3159642112,2182926336,10543919104,12806979584,0,0,0,0,0,310354,3141,219259,22176,0,0,0,1861,1930,1884,3.783,1.513,94.704,0,0,17,10,56,870,54,816
3159633920,2182410240,10544443392,12806463488,0,0,0,0,0,310354,3141,219133,22176,0,0,0,6,232,101,2.133,0.878,96.863,0.125,0,17,10,56,868,54,814
3159855104,2182950912,10543681536,12806721536,0,0,0,0,0,310354,3141,219265,22176,0,0,0,347,565,890,2.500,0.875,96.375,0.250,0,17,10,56,868,54,814
3160154112,2182344704,10543988736,12805935104,0,0,0,0,0,310354,3141,219117,22176,0,417792,0,1315,1416,1428,1.899,1.013,96.835,0.253,0,17,9,56,868,54,814
3159265280,2182959104,10544263168,12806578176,0,0,0,0,0,310354,3141,219267,22176,0,1138688,0,479,1162,770,2.384,0.502,96.989,0.125,0,17,8,56,868,54,814
3160182784,2182045696,10544259072,12805689344,0,0,0,0,0,310354,3141,219044,22176,0,0,0,1283,1395,2057,2.138,1.384,96.478,0,0,17,8,56,868,54,814
3160895488,2181324800,10544267264,12804968448,0,0,0,0,0,310354,3141,218868,22176,0,0,0,208,245,154,2.635,0.753,96.487,0.125,0,17,8,56,868,54,814
3160899584,2181861376,10543726592,12806037504,0,0,0,0,0,310354,3141,218999,22176,0,0,0,1169,3222,2800,2.642,1.006,96.352,0,0,17,7,56,868,54,814
3356487680,1979850752,10550149120,12609871872,0,0,0,0,0,310354,3141,169680,22176,0,2007040,0,51690,71928,20414,5.112,2.743,91.771,0.374,0,17,7,56,868,54,814
3357450240,1978327040,10550710272,12657762304,0,0,0,0,0,310354,3141,169308,22176,0,0,0,863,1630,958,3.418,1.139,95.316,0.127,0,17,7,56,868,54,814
3357454336,1978109952,10550923264,12657848320,0,0,0,0,0,310354,3141,169255,22176,0,0,0,1756,1503,1496,2.757,2.005,95.238,0,0,17,7,56,868,54,814
3357966336,1977864192,10550657024,12657602560,0,0,0,0,0,310354,3141,169195,22176,0,0,0,16,86,234,2.908,0.759,96.207,0.126,0,17,7,56,868,54,814
3359236096,1977372672,10549878784,12657111040,0,0,0,0,0,310354,3141,169075,22176,0,0,0,96,267,362,3.230,1.366,95.404,0,0,17,7,56,868,54,814
3358425088,1977126912,10550935552,12656877568,0,0,0,0,0,310354,3141,169015,22176,0,0,0,1303,1645,1387,2.774,1.135,95.712,0.378,0,17,6,56,868,54,814
3373101056,1962319872,10551066624,12644024320,0,0,0,0,0,310354,3141,165400,22176,0,212992,0,4795,5897,2171,2.402,0.759,96.713,0.126,0,17,6,56,868,54,814
3370889216,1963909120,10551689216,12647251968,0,0,0,0,0,310354,3141,165728,22176,0,0,0,1605,1857,2083,3.625,1.125,95.125,0.125,0,17,6,56,868,54,814
3371307008,1963433984,10551746560,12647464960,0,0,0,0,0,310354,3141,165672,22176,0,0,0,171,184,81,1.511,0.630,97.733,0.126,0,17,6,56,868,54,814
3327348736,2007924736,10551214080,12801368064,0,0,0,0,0,310354,3141,176534,22176,0,0,0,4,374,12378,3.483,1.493,95.025,0,0,17,6,56,868,54,814
3319619584,2015121408,10551746560,12800212992,0,0,0,0,0,310354,3141,178291,22176,0,0,0,1503,1561,3673,2.645,1.259,95.970,0.126,0,17,6,56,868,54,814
3320651776,2014089216,10551746560,12799180800,0,0,0,0,0,310354,3141,178039,22176,0,368640,0,33,462,489,3.149,1.134,95.466,0.252,0,17,6,56,868,54,814
3322392576,2012594176,10551500800,12797706240,0,0,0,0,0,310354,3141,177674,22176,0,0,0,1346,1374,1495,2.771,1.134,95.970,0.126,0,17,6,56,868,54,814
3323146240,2011832320,10551508992,12797210624,0,0,0,0,0,310354,3141,177488,22176,0,0,0,28,259,466,2.868,0.998,96.135,0,0,17,6,56,868,54,814
3322818560,2012659712,10551009280,12797833216,0,0,0,0,0,310354,3141,177690,22176,0,0,0,576,496,496,2.900,0.883,96.091,0.126,0,17,6,56,868,54,814
3322458112,2012426240,10551603200,12797669376,0,0,0,0,0,310354,3141,177633,22176,0,245760,0,1699,1866,1627,2.522,0.883,96.469,0.126,0,17,6,56,868,54,814
3168927744,2165633024,10551926784,12801114112,0,0,0,0,0,310354,3141,215037,22176,0,0,0,1645,1962,39164,3.262,2.258,94.354,0.125,0,17,6,56,868,54,814
3172093952,2162442240,10551926784,12797968384,0,0,0,0,0,310354,3141,214258,22176,0,19873792,0,1274,3910,3885,2.648,1.387,95.839,0.126,0,17,6,56,868,54,814
3173425152,2161377280,10551660544,12796903424,0,0,0,0,0,310354,3141,213998,22176,0,0,0,258,97,234,2.506,0.877,96.617,0,0,17,6,56,868,54,814
3173916672,2160603136,10551943168,12796141568,0,0,0,0,0,310354,3141,213809,22176,0,1687552,0,23,696,584,2.144,0.631,97.100,0.126,0,17,6,56,868,54,814
3174092800,2160627712,10551742464,12796186624,0,0,0,0,0,310354,3141,213815,22176,0,0,0,1363,1389,1497,2.141,1.259,96.474,0.126,0,17,6,56,868,54,814
3172519936,2162454528,10551488512,12796174336,0,0,0,0,0,310354,3141,214261,22176,0,0,0,7,439,975,2.133,0.878,96.989,0,0,17,6,56,868,54,814
3170287616,2164060160,10552115200,12797255680,0,0,0,0,0,310354,3141,214653,22176,0,0,0,2974,3014,2029,2.760,1.255,95.859,0.125,0,17,6,56,868,54,814
3170488320,2164084736,10551889920,12797296640,0,0,0,0,0,310354,3141,214659,22176,0,0,0,19,88,249,2.130,0.627,97.118,0.125,0,17,6,56,868,54,814
3170717696,2164113408,10551631872,12797325312,0,0,0,0,0,310354,3141,214666,22176,0,172032,0,73,389,383,2.250,0.875,96.375,0.500,0,17,6,56,868,54,814
3170447360,2163859456,10552156160,12797140992,0,0,0,0,0,310354,3141,214604,22176,0,0,0,1339,1528,1380,2.638,1.256,96.106,0,0,17,6,56,868,54,814
3171168256,2163408896,10551885824,12796690432,0,0,0,0,0,310354,3141,214494,22176,0,0,0,263,353,475,1.513,0.631,97.730,0.126,0,17,6,56,868,54,814
3172212736,2162921472,10551328768,12795899904,0,0,0,0,0,310354,3141,214375,22176,0,0,0,1858,1633,1630,3.109,1.368,95.522,0,0,17,6,56,868,54,814
3171917824,2162692096,10551853056,12795670528,0,0,0,0,0,310354,3141,214319,22176,0,0,0,262,422,229,3.034,0.379,96.460,0.126,0,17,6,56,868,54,814
3168931840,2173878272,10543714304,12801568768,0,0,0,0,0,310354,3141,217050,22176,0,0,0,41,202,3480,3.125,0.875,95.750,0.250,0,17,6,56,868,54,814
3169280000,2172379136,10544865280,12800122880,0,0,0,0,0,310354,3141,216684,22176,0,0,0,1735,1821,1416,3.500,1.500,94.750,0.250,0,17,6,56,868,54,814
3166654464,2174730240,10545139712,12802473984,0,0,0,0,0,310354,3141,217258,22176,0,1540096,0,105,755,571,2.267,0.756,96.725,0.252,0,17,6,56,868,54,814
3166920704,2174730240,10544873472,12802494464,0,0,0,0,0,310354,3141,217258,22176,0,0,0,1345,1424,1611,2.261,1.759,95.854,0.126,0,17,6,56,868,54,814
3167137792,2174500864,10544885760,12802265088,0,0,0,0,0,310354,3141,217202,22176,0,0,0,3,95,89,3.238,0.996,95.766,0,0,17,6,56,868,54,814
3168137216,2174025728,10544361472,12801789952,0,0,0,0,0,310354,3141,217086,22176,0,0,0,283,264,361,2.886,1.004,95.985,0.125,0,17,6,56,868,54,814
3167584256,2174054400,10544885760,12801830912,0,0,0,0,0,310354,3141,217093,22176,0,0,0,1317,1625,1511,2.635,1.631,95.483,0.251,0,17,6,56,868,54,814
3167240192,2174648320,10544635904,12801093632,0,0,0,0,0,310354,3141,217238,22176,0,57344,0,483,984,1308,2.635,1.129,95.734,0.502,0,17,6,56,870,54,816
3166244864,2174402560,10545876992,12802166784,0,0,0,0,0,310354,3141,217178,22176,0,0,0,1689,1997,1383,2.525,0.758,96.591,0.126,0,17,6,56,868,54,814
3168927744,2171908096,10545688576,12798750720,0,0,0,0,0,310354,3141,216569,22176,0,5013504,0,258,716,1106,2.516,0.881,96.478,0.126,0,17,6,56,868,54,814
