"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/lock_mem_vm-adv.csv --lock --mem --vm-adv 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"file locks",,,,"memory usage",,,,"advanced virtual memory",,,,
"pos","lck","rea","wri","used","free","cach","avai","steal","scanK","scanD","pgoru","astll"
56,12,10,58,3380060160,1961271296,10545213440,12602822656,0,0,0,0,0
56,12,10,58,3380191232,1960886272,10545467392,12602445824,0,0,0,0,0
56,12,10,58,3379871744,1961152512,10545520640,12602748928,0,0,0,0,0
56,12,10,58,3379101696,1962442752,10545000448,12604063744,0,0,0,0,0
56,12,10,58,3379048448,1962221568,10545274880,12603842560,0,0,0,0,0
56,12,10,58,3379277824,1961725952,10545541120,12603355136,0,0,0,0,0
56,12,10,58,3378622464,1962573824,10545348608,12604309504,0,0,0,0,0
56,12,10,58,3378282496,1962610688,10545651712,12604346368,0,0,0,0,0
56,12,10,58,3378253824,1962381312,10545909760,12606263296,0,0,0,0,0
56,12,10,58,3379732480,1961377792,10545434624,12605063168,0,0,0,0,0
56,12,10,58,3379724288,1961377792,10545442816,12605042688,0,0,0,0,0
56,12,10,58,3378892800,1962188800,10545463296,12605865984,0,0,0,0,0
56,12,10,58,3378868224,1962487808,10545188864,12606173184,0,0,0,0,0
56,12,10,58,3572523008,1762160640,10551861248,12402016256,0,0,0,0,0
56,12,10,58,3573751808,1760903168,10551889920,12400775168,0,0,0,0,0
56,12,10,58,3573190656,1761988608,10551365632,12401958912,0,0,0,0,0
56,12,10,58,3571912704,1762701312,10551930880,12402855936,0,0,0,0,0
56,12,10,58,3574525952,1760342016,10551676928,12400504832,0,0,0,0,0
56,12,10,58,3575992320,1758601216,10551951360,12398768128,0,0,0,0,0
56,12,10,58,3568967680,1764937728,10552635392,12672765952,0,0,0,0,0
56,12,10,58,3561381888,1772756992,10552401920,12686630912,0,0,0,0,0
56,12,10,58,3564388352,1769742336,10552410112,12683649024,0,0,0,0,0
56,12,10,58,3564109824,1770287104,10552143872,12684214272,0,0,0,0,0
56,12,10,58,3564400640,1769373696,10552766464,12683304960,0,0,0,0,0
56,12,10,58,3565215744,1769062400,10552262656,12682850304,0,0,0,0,0
56,12,10,58,3566997504,1767538688,10552004608,12681281536,0,0,0,0,0
56,12,10,58,3567632384,1766342656,10552565760,12680900608,0,0,0,0,0
56,12,10,58,3567874048,1766612992,10552053760,12681207808,0,0,0,0,0
56,12,10,58,3566682112,1767706624,10552152064,12682002432,0,0,0,0,0
58,12,12,58,3577741312,1755836416,10552963072,12670394368,0,0,0,0,0
58,12,12,58,3573796864,1759346688,10553397248,12675399680,0,0,0,0,0
58,12,12,58,3574018048,1759899648,10552623104,12675964928,0,0,0,0,0
58,12,12,58,3575025664,1759416320,10552098816,12675485696,0,0,0,0,0
58,12,12,58,3576709120,1757790208,10552041472,12673867776,0,0,0,0,0
58,12,12,58,3575115776,1758658560,10552766464,12674736128,0,0,0,0,0
58,12,12,58,3575414784,1758478336,10552647680,12674301952,0,0,0,0,0
58,12,12,58,3575853056,1757941760,10552741888,12673798144,0,0,0,0,0
58,12,12,58,3574845440,1752780800,10558910464,12668641280,0,0,0,0,0
58,12,12,58,3577233408,1750212608,10559090688,12666126336,0,0,0,0,0
58,12,12,58,3575840768,1757962240,10552733696,12673875968,0,0,0,0,0
58,12,12,58,3577479168,1756311552,10552745984,12672233472,0,0,0,0,0
58,12,12,58,3578589184,1755787264,10552160256,12671709184,0,0,0,0,0
58,12,12,58,3297501184,2043158528,10545876992,12800364544,0,0,0,0,0
58,12,12,58,3298140160,2042937344,10545459200,12800172032,0,0,0,0,0
58,12,12,58,3299127296,2041909248,10545500160,12799152128,0,0,0,0,0
58,12,12,58,3298877440,2042212352,10545446912,12799455232,0,0,0,0,0
58,12,12,58,3299135488,2041688064,10545713152,12798943232,0,0,0,0,0
58,12,12,58,3298545664,2041212928,10546778112,12798468096,0,0,0,0,0
58,12,12,58,3297771520,2042327040,10546438144,12799586304,0,0,0,0,0
58,12,12,58,3297923072,2042961920,10545651712,12800221184,0,0,0,0,0
58,12,12,58,3299184640,2041954304,10545397760,12799213568,0,0,0,0,0
58,12,12,58,3300782080,2040217600,10545537024,12797632512,0,0,0,0,0
58,12,12,58,3301023744,2039971840,10545541120,12797399040,0,0,0,0,0
58,12,12,58,3301068800,2039971840,10545496064,12797403136,0,0,0,0,0
58,12,12,58,3301830656,2038685696,10546020352,12796137472,0,0,0,0,0
58,12,12,58,3302043648,2038996992,10545496064,12796448768,0,0,0,0,0
58,12,12,58,3302567936,2038792192,10545176576,12795920384,0,0,0,0,0
58,12,12,58,3302526976,2038833152,10545176576,12795961344,0,0,0,0,0
58,12,12,58,3364540416,1970032640,10551922688,12614303744,0,0,0,0,0
58,12,12,58,3366825984,1968271360,10551398400,12612542464,0,0,0,0,0
56,12,10,58,3357790208,1977364480,10551341056,12621635584,0,0,0,0,0
56,12,10,58,3358732288,1975373824,10552389632,12619644928,0,0,0,0,0
56,12,10,58,3361472512,1973682176,10551341056,12617965568,0,0,0,0,0
56,12,10,58,3361718272,1973436416,10551341056,12617719808,0,0,0,0,0
56,12,10,58,3354124288,1980444672,10551926784,12624637952,0,0,0,0,0
56,12,10,58,3357741056,1977102336,10551652352,12622774272,0,0,0,0,0
56,12,10,58,3358941184,1975812096,10551742464,12622852096,0,0,0,0,0
56,12,10,58,3358920704,1975812096,10551762944,12622852096,0,0,0,0,0
56,12,10,58,3358920704,1975812096,10551762944,12622692352,0,0,0,0,0
56,12,10,58,3359436800,1975296000,10551762944,12622204928,0,0,0,0,0
56,12,10,58,3359416320,1975050240,10552029184,12621959168,0,0,0,0,0
56,12,10,58,3358879744,1975308288,10552307712,12622237696,0,0,0,0,0
56,12,10,58,3357339648,1976868864,10552287232,12625952768,0,0,0,0,0
56,12,10,58,3357675520,1976623104,10552197120,12625473536,0,0,0,0,0
56,12,10,58,3358056448,1975881728,10552557568,12624752640,0,0,0,0,0
56,12,10,58,3358056448,1975881728,10552557568,12624752640,0,0,0,0,0
56,12,10,58,3358822400,1975107584,10552565760,12623986688,0,0,0,0,0
56,12,10,58,3358523392,1975394304,10552578048,12624273408,0,0,0,0,0
56,12,10,58,3358523392,1975394304,10552578048,12624285696,0,0,0,0,0
56,12,10,58,3357405184,1976479744,10552610816,12621914112,0,0,0,0,0
56,12,10,58,3355508736,1977319424,10553667584,12622761984,0,0,0,0,0
56,12,10,58,3355377664,1977344000,10553774080,12623421440,0,0,0,0,0
56,12,10,58,3355103232,1978683392,10552709120,12624769024,0,0,0,0,0
56,12,10,58,3355115520,1978646528,10552733696,12624732160,0,0,0,0,0
56,12,10,58,3355090944,1978658816,10552745984,12625821696,0,0,0,0,0
56,12,10,58,3354898432,1978920960,10552676352,12626096128,0,0,0,0,0
56,12,10,58,3353935872,1986412544,10546159616,12627111936,0,0,0,0,0
56,12,10,58,3354517504,1985908736,10546081792,12626608128,0,0,0,0,0
56,12,10,58,3353780224,1987002368,10545725440,12627267584,0,0,0,0,0
56,12,10,58,3354198016,1986793472,10545516544,12626862080,0,0,0,0,0
56,12,10,58,3354705920,1986551808,10545250304,12626292736,0,0,0,0,0
56,12,10,58,3354914816,1986342912,10545250304,12626083840,0,0,0,0,0
56,12,10,58,3354968064,1986342912,10545197056,12626083840,0,0,0,0,0
56,12,10,58,3354406912,1986859008,10545242112,12626440192,0,0,0,0,0
56,12,10,58,3355406336,1985593344,10545508352,12625186816,0,0,0,0,0
56,12,10,58,3388055552,1670332416,10828120064,12309962752,0,0,0,0,0
56,12,10,58,3385266176,1667862528,10833379328,12306935808,0,0,0,0,0
56,12,10,58,3384918016,1675628544,10825961472,12314722304,0,0,0,0,0
56,12,10,58,3380310016,1782919168,10723278848,12422012928,0,0,0,0,0
56,12,10,58,3381248000,1781891072,10723368960,12420997120,0,0,0,0,0
56,12,10,58,3381747712,1780097024,10724663296,12419424256,0,0,0,0,0
56,12,10,58,3378368512,1783205888,10724933632,12593725440,0,0,0,0,0
56,12,10,58,3384139776,1782947840,10719420416,12593520640,0,0,0,0,0
56,12,10,58,3586723840,1584545792,10715238400,12400005120,0,0,0,0,0
56,12,10,58,3591086080,1574133760,10721267712,12408807424,0,0,0,0,0
56,12,10,58,3591303168,1573900288,10721284096,12408586240,0,0,0,0,0
56,12,10,58,3591237632,1573429248,10721820672,12408123392,0,0,0,0,0
56,12,10,58,3592511488,1572388864,10721587200,12407484416,0,0,0,0,0
56,12,10,58,3592560640,1576304640,10717622272,12412936192,0,0,0,0,0
56,12,10,58,3423965184,1745027072,10717495296,12405125120,0,0,0,0,0
56,12,10,58,3424186368,1744785408,10717515776,12404936704,0,0,0,0,0
56,12,10,58,3402809344,1765847040,10717831168,12476903424,0,0,0,0,0
56,12,10,58,3403554816,1764823040,10718109696,12475879424,0,0,0,0,0
56,12,10,58,3403542528,1764577280,10718367744,12475633664,0,0,0,0,0
56,12,10,58,3401252864,1767436288,10717798400,12475822080,0,0,0,0,0
56,12,10,58,3401019392,1767718912,10717749248,12476145664,0,0,0,0,0
56,12,10,58,3401244672,1767460864,10717782016,12475899904,0,0,0,0,0
56,12,10,58,3401224192,1767469056,10717794304,12475916288,0,0,0,0,0
56,12,10,58,3332202496,1835216896,10719068160,12587737088,0,0,0,0,0
56,12,10,58,3329421312,1837563904,10719502336,12590088192,0,0,0,0,0
56,12,10,58,3331198976,1836797952,10718490624,12589338624,0,0,0,0,0
56,12,10,58,3330629632,1837576192,10718281728,12589768704,0,0,0,0,0
56,12,10,58,3331469312,1837084672,10717933568,12589285376,0,0,0,0,0
56,12,10,58,3331883008,1836580864,10718023680,12588781568,0,0,0,0,0
56,12,10,58,3331612672,1836838912,10718035968,12589039616,0,0,0,0,0
56,12,10,58,3302580224,1866305536,10717601792,12610949120,0,0,0,0,0
56,12,10,58,3191103488,1977167872,10718216192,12610109440,0,0,0,0,0
56,12,10,58,3191345152,1976692736,10718449664,12609634304,0,0,0,0,0
56,12,10,58,3190947840,1977225216,10718314496,12610371584,0,0,0,0,0
56,12,10,58,3191791616,1976967168,10717728768,12609851392,0,0,0,0,0
56,12,10,58,3192537088,1976221696,10717728768,12609118208,0,0,0,0,0
56,12,10,58,3192524800,1976221696,10717741056,12609118208,0,0,0,0,0
56,12,10,58,3193262080,1982205952,10711027712,12610097152,0,0,0,0,0
56,12,10,58,3192295424,1981431808,10712768512,12609331200,0,0,0,0,0
56,12,10,58,3193012224,1980932096,10712551424,12608479232,0,0,0,0,0
56,12,10,58,3138068480,2142060544,10606366720,12770410496,0,0,0,0,0
56,12,10,58,3139874816,2190839808,10555781120,12819214336,0,0,0,0,0
56,12,10,58,3141304320,2189414400,10555777024,12817788928,0,0,0,0,0
56,12,10,58,3141287936,2189414400,10555793408,12817809408,0,0,0,0,0
56,12,10,58,3141767168,2188898304,10555830272,12817141760,0,0,0,0,0
56,12,10,58,3181498368,2137178112,10567819264,12765454336,0,0,0,0,0
56,12,10,58,3179970560,1866227712,10840297472,12496883712,0,0,0,0,0
56,12,10,58,3188813824,1921589248,10776092672,12551794688,0,0,0,0,0
56,12,10,58,3188133888,1973751808,10724610048,12603957248,0,0,0,0,0
56,12,10,58,3171368960,1935093760,10780033024,12565299200,0,0,0,0,0
56,12,10,58,3170156544,1992011776,10724327424,12622434304,0,0,0,0,0
56,12,10,58,3174694912,1991172096,10720628736,12621606912,0,0,0,0,0
56,12,10,58,3175313408,1990656000,10720526336,12621090816,0,0,0,0,0
56,12,10,58,3176386560,1999179776,10710929408,12629614592,0,0,0,0,0
56,12,10,58,3386601472,1782497280,10717396992,12418691072,0,0,0,0,0
56,12,10,58,3388862464,1780207616,10717425664,12416413696,0,0,0,0,0
56,12,10,58,3389321216,1780207616,10716966912,12416413696,0,0,0,0,0
56,12,10,58,3390062592,1779433472,10716999680,12415639552,0,0,0,0,0
56,12,10,58,3390152704,1779204096,10717138944,12415401984,0,0,0,0,0
56,12,10,58,3407249408,1761398784,10717847552,12398600192,0,0,0,0,0
56,12,10,58,3415027712,1753784320,10717683712,12473933824,0,0,0,0,0
56,12,10,58,3344044032,1824292864,10718158848,12479533056,0,0,0,0,0
56,12,10,58,3345260544,1822744576,10718490624,12478038016,0,0,0,0,0
56,12,10,58,3346046976,1822498816,10717949952,12477792256,0,0,0,0,0
56,12,10,58,3345981440,1822498816,10718015488,12477558784,0,0,0,0,0
56,12,10,58,3346022400,1822793728,10717679616,12477521920,0,0,0,0,0
56,12,10,58,3346571264,1822318592,10717605888,12477026304,0,0,0,0,0
56,12,10,58,3346571264,1822318592,10717605888,12477075456,0,0,0,0,0
56,12,10,58,3322458112,1845829632,10718208000,12601507840,0,0,0,0,0
56,12,10,58,3323146240,1845583872,10717765632,12601851904,0,0,0,0,0
56,12,10,58,3324293120,1844580352,10717622272,12600852480,0,0,0,0,0
56,12,10,58,3324293120,1844580352,10717622272,12600860672,0,0,0,0,0
56,12,10,58,3324764160,1844097024,10717634560,12600389632,0,0,0,0,0
56,12,10,58,3324678144,1844097024,10717720576,12600389632,0,0,0,0,0
56,12,10,58,3323564032,1844097024,10718834688,12600389632,0,0,0,0,0
56,12,10,58,3327410176,1840795648,10718289920,12602580992,0,0,0,0,0
56,12,10,58,3325169664,1834602496,10726723584,12596404224,0,0,0,0,0
56,12,10,58,3271462912,1966448640,10648584192,12728283136,0,0,0,0,0
56,12,10,58,3265138688,2018988032,10602369024,12789567488,0,0,0,0,0
57,12,10,59,3287044096,1994055680,10605395968,12764323840,0,0,0,0,0
57,12,10,59,3183009792,2107133952,10596352000,12765147136,0,0,0,0,0
57,12,10,59,3183759360,2106781696,10595954688,12764839936,0,0,0,0,0
57,12,10,59,3183673344,2112847872,10589974528,12765073408,0,0,0,0,0
57,12,10,59,3184250880,2112053248,10590191616,12764286976,0,0,0,0,0
57,12,10,59,3186069504,2110337024,10590089216,12762701824,0,0,0,0,0
57,12,10,59,3186065408,2110607360,10589822976,12762972160,0,0,0,0,0
57,12,10,59,3189248000,2107146240,10590101504,12759605248,0,0,0,0,0
57,12,10,59,3191525376,2105630720,10589339648,12758097920,0,0,0,0,0
57,12,10,59,3191308288,2105372672,10589814784,12757852160,0,0,0,0,0
57,12,10,59,3193556992,2104082432,10588856320,12754518016,0,0,0,0,0
57,12,10,59,3193827328,2104086528,10588581888,12754550784,0,0,0,0,0
57,12,10,59,3194208256,2103349248,10588938240,12753854464,0,0,0,0,0
57,12,10,59,3194716160,2103631872,10588147712,12754137088,0,0,0,0,0
57,12,10,59,3194630144,2103181312,10588684288,12753686528,0,0,0,0,0
57,12,10,59,3167604736,2137665536,10581241856,12788178944,0,0,0,0,0
57,12,10,59,3163185152,2142662656,10580664320,12793176064,0,0,0,0,0
57,12,10,59,3163836416,2142212096,10580463616,12792668160,0,0,0,0,0
57,12,10,59,3165364224,2141216768,10579931136,12791693312,0,0,0,0,0
57,12,10,59,3165847552,2139926528,10580738048,12790403072,0,0,0,0,0
57,12,10,59,3212890112,2087370752,10586251264,12730757120,0,0,0,0,0
57,12,10,59,3214557184,2085388288,10586566656,12728774656,0,0,0,0,0
57,12,10,59,3215314944,2084896768,10586300416,12728336384,0,0,0,0,0
57,12,10,59,3215233024,2085236736,10586042368,12728684544,0,0,0,0,0
57,12,10,59,3214643200,2085261312,10586607616,12764614656,0,0,0,0,0
57,12,10,59,3198447616,2101854208,10586210304,12782825472,0,0,0,0,0
57,12,10,59,3199148032,2101137408,10586226688,12782129152,0,0,0,0,0
57,12,10,59,3199553536,2100183040,10586775552,12781572096,0,0,0,0,0
57,12,10,59,3192696832,2107559936,10586255360,12788961280,0,0,0,0,0
57,12,10,59,3192885248,2106839040,10586787840,12788285440,0,0,0,0,0
57,12,10,59,3191259136,2108469248,10586783744,12789895168,0,0,0,0,0
57,12,10,59,3158114304,2142916608,10585481216,12787019776,0,0,0,0,0
56,12,10,58,3156922368,2142523392,10587066368,12787970048,0,0,0,0,0
56,12,10,58,3157028864,2142126080,10587357184,12787355648,0,0,0,0,0
56,12,10,58,3158511616,2141159424,10586841088,12785954816,0,0,0,0,0
56,12,10,58,3158364160,2140946432,10587201536,12785037312,0,0,0,0,0
56,12,10,58,3159957504,2140987392,10585567232,12785135616,0,0,0,0,0
56,12,10,58,3159109632,2140770304,10586632192,12785233920,0,0,0,0,0
56,12,10,58,3157225472,2142089216,10587197440,12785827840,0,0,0,0,0
56,12,10,58,3157725184,2141843456,10586943488,12785582080,0,0,0,0,0
56,12,10,58,3158228992,2141597696,10586685440,12785348608,0,0,0,0,0
56,12,10,58,3159482368,2140618752,10586411008,12784369664,0,0,0,0,0
56,12,10,58,3160367104,2139111424,10587033600,12782940160,0,0,0,0,0
56,12,10,58,3161337856,2137853952,10587320320,12781682688,0,0,0,0,0
56,12,10,58,3161845760,2137354240,10587312128,12781244416,0,0,0,0,0
56,12,10,58,3162042368,2137640960,10586828800,12781531136,0,0,0,0,0
56,12,10,58,3161968640,2138742784,10585800704,12782682112,0,0,0,0,0
56,12,10,58,3162140672,2136997888,10587373568,12780937216,0,0,0,0,0
56,12,10,58,3160223744,2145726464,10580557824,12784586752,0,0,0,0,0
56,12,10,58,3160719360,2145157120,10580631552,12784037888,0,0,0,0,0
56,12,10,58,3160072192,2145193984,10581241856,12783697920,0,0,0,0,0
56,12,10,58,3161092096,2144948224,10580467712,12783464448,0,0,0,0,0
56,12,10,58,3161993216,2143481856,10581032960,12782055424,0,0,0,0,0
56,12,10,58,3162198016,2143260672,10581049344,12781924352,0,0,0,0,0
56,12,10,58,3162144768,2143825920,10580537344,12782514176,0,0,0,0,0
56,12,10,58,3162578944,2142859264,10581069824,12781547520,0,0,0,0,0
56,12,10,58,3163754496,2143420416,10579333120,12781776896,0,0,0,0,0
56,12,10,58,3161772032,2143977472,10580758528,12782886912,0,0,0,0,0
56,12,10,58,3161939968,2145026048,10579542016,12784095232,0,0,0,0,0
56,12,10,58,3161567232,2143895552,10581045248,12782813184,0,0,0,0,0
56,12,10,58,3162783744,2143453184,10580271104,12782387200,0,0,0,0,0
56,12,10,58,3161956352,2143764480,10580787200,12782698496,0,0,0,0,0
56,12,10,58,3161354240,2144108544,10581045248,12782739456,0,0,0,0,0
56,12,10,58,3161526272,2144710656,10580271104,12783341568,0,0,0,0,0
56,12,10,58,3149348864,2178994176,10558164992,12817653760,0,0,0,0,0
56,12,10,58,3346067456,1976573952,10563862528,12632551424,0,0,0,0,0
56,12,10,58,3346251776,1976123392,10564128768,12632449024,0,0,0,0,0
56,12,10,58,3347238912,1975115776,10564149248,12631453696,0,0,0,0,0
56,12,10,58,3349454848,1972891648,10564157440,12629229568,0,0,0,0,0
56,12,10,58,3349942272,1972412416,10564149248,12628762624,0,0,0,0,0
56,12,10,58,3360542720,1960828928,10565132288,12629729280,0,0,0,0,0
56,12,10,58,3319398400,2001960960,10565144576,12670869504,0,0,0,0,0
