"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/mem.csv --bytes --time --mem 1 600",,,,"Date:","23 Mar 2023 13:32:03 -03"
"system","memory usage",,,
Mar-23 13:39:08,5365956608,2686062592,7922892800,11134197760
Mar-23 13:39:09,5384175616,2670039040,7920697344,11118350336
Mar-23 13:39:10,5383811072,2670395392,7920705536,11118702592
Mar-23 13:39:11,5372022784,2681724928,7921164288,11123986432
Mar-23 13:39:12,5367062528,2686771200,7921078272,11126743040
Mar-23 13:39:13,5364084736,2687655936,7923171328,11130220544
Mar-23 13:39:14,5363150848,2688577536,7923183616,11131138048
Mar-23 13:39:15,5371731968,2675105792,7928074240,11018125312
Mar-23 13:39:16,5392150528,2656698368,7926054912,11011969024
Mar-23 13:39:17,5393801216,2654982144,7926120448,11010289664
Mar-23 13:39:18,5399584768,2648674304,7926644736,11003981824
Mar-23 13:39:19,5376749568,2670723072,7927431168,11055054848
Mar-23 13:39:20,5380182016,2665951232,7928766464,11052662784
Mar-23 13:39:21,5381869568,2664501248,7928528896,11051225088
Mar-23 13:39:22,5382565888,2663796736,7928537088,11050536960
Mar-23 13:39:23,5356412928,2692173824,7926308864,11088297984
Mar-23 13:39:24,5367386112,2681040896,7926468608,11087765504
Mar-23 13:39:25,5367468032,2680434688,7926992896,11087159296
Mar-23 13:39:26,5331877888,2716303360,7926714368,11127021568
Mar-23 13:39:27,5334470656,2711560192,7928864768,11124793344
Mar-23 13:39:28,5335986176,2710110208,7928799232,11123351552
Mar-23 13:39:29,5336244224,2709790720,7928860672,11123023872
Mar-23 13:39:30,5302226944,2746032128,7926636544,11119546368
Mar-23 13:39:31,5287911424,2759950336,7927033856,11116703744
Mar-23 13:39:32,5286801408,2760802304,7927291904,11117568000
Mar-23 13:39:33,5279932416,2767941632,7927021568,11120447488
Mar-23 13:39:34,5278113792,2767605760,7929171968,11123900416
Mar-23 13:39:35,5277999104,2767720448,7929171968,11124023296
Mar-23 13:39:36,5280681984,2765033472,7929176064,11121336320
Mar-23 13:39:37,5281566720,2766278656,7927046144,11120451584
Mar-23 13:39:38,5279666176,2768011264,7927214080,11121340416
Mar-23 13:39:39,5295034368,2751438848,7928418304,11104903168
Mar-23 13:39:40,5297287168,2749202432,7928401920,11102666752
Mar-23 13:39:41,5296738304,2748411904,7929741312,11104440320
Mar-23 13:39:42,5298470912,2746929152,7929491456,11102957568
Mar-23 13:39:43,5295460352,2749935616,7929495552,11105968128
Mar-23 13:39:44,5270429696,2780266496,7924187136,11116134400
Mar-23 13:39:45,5270933504,2783240192,7920709632,11114565632
Mar-23 13:39:46,5285855232,2766626816,7922401280,11100385280
Mar-23 13:39:47,5287280640,2765467648,7922135040,11100213248
Mar-23 13:39:48,5289545728,2760990720,7924346880,11098685440
Mar-23 13:39:49,5290782720,2759753728,7924346880,11096662016
Mar-23 13:39:50,5290405888,2760130560,7924346880,11096997888
Mar-23 13:39:51,5292892160,2760032256,7921958912,11094577152
Mar-23 13:39:52,5293731840,2758651904,7922499584,11093204992
Mar-23 13:39:53,5416050688,2631290880,7927537664,11008180224
Mar-23 13:39:54,5414440960,2631733248,7928700928,11042299904
Mar-23 13:39:55,5420896256,2623070208,7930908672,11045347328
Mar-23 13:39:56,5423640576,2620317696,7930916864,11042594816
Mar-23 13:39:57,5424603136,2619346944,7930925056,11041599488
Mar-23 13:39:58,5424533504,2621468672,7928872960,11041361920
Mar-23 13:39:59,5425922048,2620067840,7928885248,11039985664
Mar-23 13:40:00,5425737728,2618941440,7930195968,11111542784
Mar-23 13:40:01,5403951104,2640556032,7930368000,11135283200
Mar-23 13:40:02,5401878528,2640457728,7932538880,11133132800
Mar-23 13:40:03,5402517504,2639810560,7932547072,11132489728
Mar-23 13:40:04,5400604672,2641731584,7932538880,11134414848
Mar-23 13:40:05,5287636992,2757009408,7930228736,11137634304
Mar-23 13:40:06,5288796160,2755584000,7930494976,11136208896
Mar-23 13:40:07,5290250240,2753871872,7930753024,11134496768
Mar-23 13:40:08,5291102208,2753183744,7930589184,11131936768
Mar-23 13:40:09,5293129728,2747609088,7934136320,11138662400
Mar-23 13:40:10,5293830144,2746904576,7934140416,11137966080
Mar-23 13:40:11,5278220288,2762514432,7934140416,11145252864
Mar-23 13:40:12,5279723520,2763202560,7931949056,11143815168
Mar-23 13:40:13,5300695040,2728538112,7945641984,11108970496
Mar-23 13:40:14,5305303040,2726875136,7942696960,11107307520
Mar-23 13:40:15,5306925056,2725781504,7942168576,11106226176
Mar-23 13:40:16,5306511360,2722545664,7945818112,11109158912
Mar-23 13:40:17,5308346368,2720632832,7945895936,11109789696
Mar-23 13:40:18,5300776960,2736664576,7937433600,11131809792
Mar-23 13:40:19,5301702656,2735804416,7937368064,11130957824
Mar-23 13:40:20,5291212800,2752585728,7931068416,11148472320
Mar-23 13:40:21,5292404736,2751176704,7931285504,11147063296
Mar-23 13:40:22,5296189440,2748964864,7929712640,11144323072
Mar-23 13:40:23,5276893184,2765766656,7932207104,11145818112
Mar-23 13:40:24,5278298112,2764226560,7932342272,11131281408
Mar-23 13:40:25,5279711232,2762674176,7932481536,11129995264
Mar-23 13:40:26,5280423936,2761846784,7932596224,11129237504
Mar-23 13:40:27,5283020800,2761310208,7930535936,11126374400
Mar-23 13:40:28,5283201024,2760900608,7930765312,11125956608
Mar-23 13:40:29,5284274176,2760007680,7930585088,11125092352
Mar-23 13:40:30,5281124352,2761011200,7932731392,11145019392
Mar-23 13:40:31,5398757376,2638184448,7937912832,11004633088
Mar-23 13:40:32,5402664960,2634276864,7937912832,11000795136
Mar-23 13:40:33,5403529216,2635526144,7935799296,10999918592
Mar-23 13:40:34,5406806016,2632163328,7935885312,10996428800
Mar-23 13:40:35,5410734080,2627977216,7936143360,10992242688
Mar-23 13:40:36,5411631104,2627346432,7935877120,10991611904
Mar-23 13:40:37,5410873344,2625953792,7938027520,10997260288
Mar-23 13:40:38,5411414016,2625323008,7938117632,10996830208
Mar-23 13:40:39,5427859456,2607456256,7939538944,10979921920
Mar-23 13:40:40,5428793344,2607783936,7938277376,10978967552
Mar-23 13:40:41,5432111104,2605273088,7937470464,10974154752
Mar-23 13:40:42,5455138816,2582921216,7936794624,10951802880
Mar-23 13:40:43,5458698240,2580140032,7936016384,10949025792
Mar-23 13:40:44,5457129472,2579361792,7938363392,10948464640
Mar-23 13:40:45,5458063360,2578427904,7938363392,10947575808
Mar-23 13:40:46,5448372224,2587885568,7938596864,10957934592
Mar-23 13:40:47,5448663040,2587594752,7938596864,10957643776
Mar-23 13:40:48,5447884800,2590453760,7936516096,10958155776
Mar-23 13:40:49,5449031680,2571866112,7953956864,10939645952
Mar-23 13:40:50,5444571136,2576855040,7953428480,10944634880
Mar-23 13:40:51,5439729664,2582384640,7952740352,10952486912
Mar-23 13:40:52,5441392640,2583863296,7949598720,10961629184
Mar-23 13:40:53,5439942656,2586513408,7948398592,10964000768
Mar-23 13:40:54,5455634432,2581032960,7938187264,10982727680
Mar-23 13:40:55,5453238272,2583158784,7938457600,10984857600
Mar-23 13:40:56,5457817600,2571603968,7945433088,10973339648
Mar-23 13:40:57,5458939904,2570682368,7945232384,10972418048
Mar-23 13:40:58,5448163328,2579296256,7947395072,10969337856
Mar-23 13:40:59,5443489792,2590101504,7941263360,10979307520
Mar-23 13:41:00,5448212480,2585370624,7941271552,10974584832
Mar-23 13:41:01,5455904768,2576601088,7942348800,10962202624
Mar-23 13:41:02,5459259392,2575859712,7939735552,10959511552
Mar-23 13:41:03,5458825216,2576744448,7939284992,10961928192
Mar-23 13:41:04,5460271104,2575556608,7939026944,10960740352
Mar-23 13:41:05,5452484608,2580930560,7941439488,10960941056
Mar-23 13:41:06,5453709312,2579693568,7941451776,10959708160
Mar-23 13:41:07,5454532608,2578845696,7941476352,10978578432
Mar-23 13:41:08,5495689216,2537656320,7941509120,11010969600
Mar-23 13:41:09,5530296320,2498383872,7946145792,10972934144
Mar-23 13:41:10,5531987968,2497224704,7945613312,10971774976
Mar-23 13:41:11,5520199680,2511564800,7943061504,10986115072
Mar-23 13:41:12,5508378624,2520969216,7945478144,10980323328
Mar-23 13:41:13,5509509120,2519838720,7945478144,10979213312
Mar-23 13:41:14,5510660096,2518675456,7945490432,10978062336
Mar-23 13:41:15,5511602176,2517741568,7945482240,10977128448
Mar-23 13:41:16,5500715008,2528890880,7945220096,10983747584
Mar-23 13:41:17,5501837312,2527961088,7945027584,10982879232
Mar-23 13:41:18,5503008768,2527043584,7944773632,10981965824
Mar-23 13:41:19,5491662848,2538352640,7944810496,10991403008
Mar-23 13:41:20,5493874688,2536140800,7944810496,10989240320
Mar-23 13:41:21,5498953728,2530328576,7945543680,10983428096
Mar-23 13:41:22,5501939712,2527088640,7945797632,10980192256
Mar-23 13:41:23,5502234624,2527002624,7945588736,10980638720
Mar-23 13:41:24,5503987712,2526572544,7944265728,10968825856
Mar-23 13:41:25,5505941504,2524876800,7944007680,10967134208
Mar-23 13:41:26,5489950720,2542727168,7942148096,10993516544
Mar-23 13:41:27,5491163136,2541510656,7942152192,10992336896
Mar-23 13:41:28,5493395456,2539278336,7942152192,10991247360
Mar-23 13:41:29,5493854208,2538819584,7942152192,10990788608
Mar-23 13:41:30,5497090048,2537385984,7940349952,10987036672
Mar-23 13:41:31,5510610944,2522607616,7941607424,10974814208
Mar-23 13:41:32,5510868992,2522587136,7941369856,10975092736
Mar-23 13:41:33,5511102464,2519932928,7943790592,10993553408
Mar-23 13:41:34,5503397888,2527637504,7943790592,11005321216
Mar-23 13:41:35,5504073728,2526961664,7943790592,11004096512
Mar-23 13:41:36,5508661248,2524696576,7941468160,10999508992
Mar-23 13:41:37,5460619264,2577551360,7936655360,11138207744
Mar-23 13:41:38,5464018944,2575716352,7935090688,11135074304
Mar-23 13:41:39,5482418176,2555904000,7936503808,11116900352
Mar-23 13:41:40,5483454464,2552455168,7938916352,11120607232
Mar-23 13:41:41,5484650496,2551255040,7938920448,11119554560
Mar-23 13:41:42,5484314624,2550538240,7939973120,11118878720
Mar-23 13:41:43,5487001600,2548649984,7939174400,11114446848
Mar-23 13:41:44,5489934336,2547769344,7937122304,11129065472
Mar-23 13:41:45,5488373760,2549596160,7936856064,11128246272
Mar-23 13:41:46,5623545856,2409459712,7941808128,11001061376
Mar-23 13:41:47,5625049088,2405470208,7944290304,11000119296
Mar-23 13:41:48,5616340992,2414178304,7944290304,11005767680
Mar-23 13:41:49,5617573888,2413096960,7944224768,11003379712
Mar-23 13:41:50,5618229248,2412441600,7944224768,11002753024
Mar-23 13:41:51,5619638272,2412826624,7942430720,11000815616
Mar-23 13:41:52,5619888128,2413096960,7941910528,11001094144
Mar-23 13:41:53,5619490816,2413486080,7941918720,11001491456
Mar-23 13:41:54,5417504768,2611507200,7945879552,10982096896
Mar-23 13:41:55,5418131456,2612170752,7944589312,10981543936
Mar-23 13:41:56,5419311104,2610995200,7944585216,10980360192
Mar-23 13:41:57,5417807872,2612498432,7944585216,10982875136
Mar-23 13:41:58,5416140800,2613694464,7945056256,10984099840
Mar-23 13:41:59,5419737088,2612707328,7942447104,10980777984
Mar-23 13:42:00,5418827776,2613608448,7942455296,10981224448
Mar-23 13:42:01,5431853056,2598281216,7944757248,11089002496
Mar-23 13:42:02,5404020736,2625146880,7945723904,11116015616
