"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/unix_int_io_disk_lock_vm-adv_socket_raw.csv --unix --int --io --disk --lock --vm-adv --socket --raw 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"unix sockets",,,,"interrupts",,,"io/total",,"dsk/total",,"file locks",,,,"advanced virtual memory",,,,,"sockets",,,,,"raw"
56,989,55,934,0,124,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1221,26,33,0,0,0
56,979,55,924,0,122,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1211,26,33,0,0,0
56,979,55,924,0,118,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1211,26,33,0,0,0
56,979,55,924,0,120,0,0,96,0,8110080,84,12,13,83,0,0,0,0,0,1211,26,33,0,0,0
56,975,55,920,0,161,0,0,92,0,1228800,84,12,13,83,0,0,0,0,0,1207,26,33,0,0,0
56,975,55,920,0,124,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1207,26,33,0,0,0
56,975,55,920,0,121,0,0,8,0,1138688,84,12,13,83,0,0,0,0,0,1207,26,33,0,0,0
56,975,55,920,0,131,0,0,32,0,516096,84,12,13,83,0,0,0,0,0,1207,26,33,0,0,0
56,975,55,920,0,125,0,0,40,0,5005312,84,12,13,83,0,0,0,0,0,1206,26,33,0,0,0
56,975,55,920,0,143,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1206,26,33,0,0,0
56,975,55,920,0,168,0,0,52,0,827392,84,12,13,83,0,0,0,0,0,1205,26,33,0,0,0
56,975,55,920,0,125,0,0,68,0,385024,84,12,13,83,0,0,0,0,0,1205,26,33,0,0,0
56,975,55,920,0,125,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1205,26,33,0,0,0
56,975,55,920,0,119,0,0,190,0,4907008,84,12,13,83,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,118,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,125,0,0,0,0,0,84,12,13,83,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,168,0,0,18,0,606208,84,12,13,83,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,122,0,0,108,0,9666560,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,145,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,148,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,126,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,25,33,0,0,0
56,977,55,922,0,162,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,25,33,0,0,0
56,975,55,920,0,132,0,0,42,0,1728512,83,12,13,82,0,0,0,0,0,1202,25,33,0,0,0
56,975,55,920,0,124,0,0,294,0,6070272,83,12,13,82,0,0,0,0,0,1204,25,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,25,33,0,0,0
56,975,55,920,0,119,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,25,33,0,0,0
56,975,55,920,0,119,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,25,33,0,0,0
56,975,55,920,0,168,0,0,46,0,999424,83,12,13,82,0,0,0,0,0,1202,25,33,0,0,0
56,975,55,920,0,123,0,0,1822,0,13459456,83,12,13,82,0,0,0,0,0,1202,25,33,0,0,0
56,975,55,920,0,128,0,14,0,81920,0,83,12,13,82,0,0,0,0,0,1202,25,33,0,0,0
56,975,55,920,0,152,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,25,33,0,0,0
56,975,55,920,0,124,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,25,33,0,0,0
56,975,55,920,0,122,0,0,26,0,2605056,83,12,13,82,0,0,0,0,0,1202,25,33,0,0,0
56,975,55,920,0,156,0,0,540,0,12140544,83,12,13,82,0,0,0,0,0,1204,25,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,25,33,0,0,0
56,975,55,920,0,127,0,0,50,0,598016,83,12,13,82,0,0,0,0,0,1202,25,33,0,0,0
56,975,55,920,0,118,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,25,33,0,0,0
56,975,55,920,0,126,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,129,0,0,84,0,5144576,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,145,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,132,0,0,22,0,745472,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,141,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,144,0,0,172,0,8716288,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,117,0,0,46,0,884736,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,155,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,119,0,0,270,0,1482752,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,122,0,0,42,0,3399680,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,125,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,177,0,0,16,0,811008,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,144,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,125,0,0,116,0,5849088,83,12,13,82,0,0,0,0,0,1204,24,33,0,0,0
56,975,55,920,0,201,0,0,154,0,729088,83,12,13,82,0,0,0,0,0,1203,24,33,0,0,0
56,975,55,920,0,119,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,24,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,24,33,0,0,0
56,975,55,920,0,169,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,24,33,0,0,0
56,975,55,920,0,149,0,0,68,0,8077312,83,12,13,82,0,0,0,0,0,1203,24,33,0,0,0
56,975,55,920,0,121,0,0,20,0,663552,83,12,13,82,0,0,0,0,0,1203,24,33,0,0,0
56,975,55,920,0,124,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,24,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,24,33,0,0,0
56,975,55,920,0,139,0,0,34,0,1785856,83,12,13,82,0,0,0,0,0,1203,24,33,0,0,0
56,975,55,920,0,160,0,0,58,0,368640,83,12,13,82,0,0,0,0,0,1205,24,33,0,0,0
56,975,55,920,0,124,0,0,1022,0,21766144,83,12,13,82,0,0,0,0,0,1203,24,33,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,24,33,0,0,0
56,975,55,920,0,122,0,0,16,0,163840,83,12,13,82,0,0,0,0,0,1203,24,33,0,0,0
56,975,55,920,0,136,0,0,134,0,598016,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,118,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,157,0,0,502,0,7020544,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,119,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,139,0,0,38,0,2686976,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,133,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,121,0,0,228,0,6356992,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,159,0,0,36,0,663552,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,120,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,122,0,0,96,0,2351104,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,131,0,8,0,32768,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,138,0,0,128,0,9068544,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,125,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,157,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,117,0,0,166,0,1032192,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,148,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,124,0,0,74,0,7946240,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,118,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,118,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,161,0,0,32,0,729088,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,121,0,0,24,0,409600,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,129,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,120,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,120,0,0,34,0,581632,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,162,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,24,33,0,0,0
56,975,55,920,0,144,0,0,82,0,8224768,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,128,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,116,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1201,24,33,0,0,0
56,975,55,920,0,126,0,0,24,0,573440,83,12,13,82,0,0,0,0,0,1201,24,33,0,0,0
56,975,55,920,0,119,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1201,24,33,0,0,0
56,975,55,920,0,157,0,0,310,0,9216000,83,12,13,82,0,0,0,0,0,1201,24,33,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1201,24,33,0,0,0
56,975,55,920,0,135,0,0,30,0,1892352,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,131,0,0,128,0,655360,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,117,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,24,33,0,0,0
56,975,55,920,0,135,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,24,36,0,0,0
56,975,55,920,0,171,0,0,974,0,14630912,83,12,13,82,0,0,0,0,0,1205,24,36,0,0,0
56,975,55,920,0,127,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,24,36,0,0,0
56,975,55,920,0,122,0,0,22,0,1761280,83,12,13,82,0,0,0,0,0,1205,24,36,0,0,0
56,975,55,920,0,119,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,24,36,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,123,0,0,192,0,8790016,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,167,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,123,0,0,70,0,3137536,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,126,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,145,0,2,146,81920,9306112,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,129,0,0,140,0,638976,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,155,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,128,0,0,42,0,4972544,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,146,0,0,12,0,524288,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,133,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,158,0,0,64,0,696320,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,128,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,24,33,0,0,0
56,975,55,920,0,155,0,0,40,0,3268608,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,140,0,0,64,0,1138688,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,128,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,124,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,158,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,128,0,0,66,0,8208384,83,12,13,82,0,0,0,0,0,1203,25,33,0,0,0
56,975,55,920,0,126,0,0,52,0,1138688,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,975,55,920,0,129,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,975,55,920,0,120,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1207,27,33,0,0,0
56,976,55,921,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,975,55,920,0,160,0,0,290,0,6160384,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,975,55,920,0,123,0,0,26,0,1949696,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,975,55,920,0,146,0,0,12,0,237568,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,975,55,920,0,182,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1207,27,33,0,0,0
56,975,55,920,0,141,0,8,0,40960,0,83,12,13,82,0,0,0,0,0,1207,27,33,0,0,0
56,975,55,920,0,133,0,0,2372,0,23388160,83,12,13,82,0,0,0,0,0,1207,27,33,0,0,0
56,975,55,920,0,156,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1207,27,33,0,0,0
56,985,55,930,0,160,0,0,20,0,1794048,83,12,13,82,0,0,0,0,0,1218,27,33,0,0,0
56,975,55,920,0,127,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,192,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1209,27,33,0,0,0
56,975,55,920,0,119,0,0,108,0,4464640,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,127,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,160,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,161,0,0,30,0,2965504,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,125,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1210,27,33,0,0,0
56,975,55,920,0,126,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,127,0,0,124,0,5537792,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,162,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1210,27,33,0,0,0
56,975,55,920,0,121,0,0,70,0,1351680,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,125,0,0,38,0,237568,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,133,0,0,170,0,9109504,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,977,55,922,0,127,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1211,28,33,0,0,0
56,975,55,920,0,140,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,159,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,124,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,118,0,0,60,0,4202496,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,139,0,0,2,0,270336,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,129,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,164,0,0,30,0,1138688,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,119,0,0,160,0,9969664,83,12,13,82,0,0,0,0,0,1208,27,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,975,55,920,0,122,0,0,56,0,475136,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,975,55,920,0,140,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,975,55,920,0,127,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,975,55,920,0,159,0,0,442,0,7856128,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,975,55,920,0,121,0,0,218,0,3383296,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,975,55,920,0,131,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1206,27,33,0,0,0
56,975,55,920,0,124,0,0,56,0,1597440,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,125,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,145,0,2,2170,73728,23764992,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,157,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,126,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,119,0,0,22,0,1662976,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,148,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,28,33,0,0,0
56,975,55,920,0,146,0,0,46,0,3260416,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,120,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,158,0,0,50,0,3137536,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,149,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,133,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,122,0,0,40,0,5169152,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,126,0,0,18,0,737280,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,172,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,136,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,133,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,118,0,0,254,0,9609216,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,117,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,26,33,0,0,0
56,975,55,920,0,119,0,0,32,0,368640,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,145,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,126,0,0,64,0,8175616,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,117,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,124,0,0,18,0,802816,83,12,13,82,0,0,0,0,0,1203,26,33,0,0,0
56,975,55,920,0,168,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,186,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,27,33,0,0,0
56,975,55,920,0,126,0,0,42,0,417792,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,975,55,920,0,120,0,0,18,0,679936,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,125,0,0,32,0,360448,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,119,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,164,0,0,458,0,10067968,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,121,0,0,48,0,868352,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,126,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,125,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,149,0,0,488,0,11657216,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,164,0,0,24,0,1769472,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,975,55,920,0,123,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,122,0,0,74,0,1433600,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,127,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,123,0,0,1676,0,10444800,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,118,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1203,27,33,0,0,0
56,975,55,920,0,161,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,125,0,0,42,0,2482176,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,124,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,135,0,0,60,0,8093696,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,140,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,118,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,26,36,0,0,0
56,975,55,920,0,164,0,0,16,0,745472,83,12,13,82,0,0,0,0,0,1205,26,36,0,0,0
56,975,55,920,0,124,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,26,36,0,0,0
56,975,55,920,0,125,0,0,102,0,8126464,83,12,13,82,0,0,0,0,0,1205,26,36,0,0,0
56,975,55,920,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,26,36,0,0,0
56,975,55,920,0,118,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,128,0,0,26,0,778240,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,167,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,120,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1202,26,33,0,0,0
56,975,55,920,0,150,0,0,154,0,5840896,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,975,55,920,0,132,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,977,55,922,0,121,0,0,24,0,843776,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,977,55,922,0,122,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,977,55,922,0,169,0,0,36,0,376832,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,977,55,922,0,126,0,0,76,0,3661824,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,977,55,922,0,125,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,977,55,922,0,125,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,977,55,922,0,124,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,977,55,922,0,123,0,0,42,0,761856,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,977,55,922,0,165,0,0,400,0,10412032,83,12,13,82,0,0,0,0,0,1207,27,33,0,0,0
56,977,55,922,0,136,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,977,55,922,0,140,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
56,979,55,924,0,160,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1208,28,33,0,0,0
56,977,55,922,0,149,0,0,16,0,778240,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,977,55,922,0,120,0,0,542,0,10469376,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,977,55,922,0,163,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,977,55,922,0,126,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,977,55,922,0,121,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,977,55,922,0,119,0,0,0,0,0,83,12,13,82,0,0,0,0,0,1204,26,33,0,0,0
56,977,55,922,0,128,0,0,142,0,20004864,83,12,13,82,0,0,0,0,0,1205,27,33,0,0,0
