"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/unix_zones_fs_vm_tcp_lock_ipc.csv --unix --zones --fs --vm --tcp --lock --ipc 1 600",,,,"Date:","23 Mar 2023 13:42:08 -03"
"unix sockets",,,,"zones memory",,,,"filesystem",,"virtual memory",,,,"tcp sockets",,,,,"file locks",,,,"sysv ipc",,
56,979,55,924,159767,3141,505620,22688,14080,183164,0,9035,13181,5548,7,22,0,7,1,83,12,13,82,0,0,5
56,979,55,924,159767,3141,505147,22688,14112,183163,0,1710,2326,2705,7,22,0,7,1,83,12,13,82,0,0,5
56,979,55,924,159767,3141,505028,22688,14112,183148,0,1827,2387,4875,7,22,0,7,1,83,12,13,82,0,0,5
56,979,55,924,159767,3141,505076,22688,14080,183148,0,261,949,1605,7,22,0,8,1,83,12,13,82,0,0,5
56,979,55,924,159767,3141,504453,22688,14112,183174,0,1571,3538,2673,7,22,0,8,1,83,12,13,82,0,0,5
56,979,55,924,159767,3141,505055,22688,14112,183163,0,1027,2505,4392,7,22,0,8,1,83,12,13,82,0,0,5
56,979,55,924,159767,3141,504711,22688,14112,183180,0,1674,2110,1662,7,22,0,8,1,83,12,13,82,0,0,5
56,995,55,940,159767,3141,494726,22688,14080,183327,0,37574,39306,24950,7,22,0,8,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,488830,22688,14080,183303,0,29051,34407,31333,7,22,0,8,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,490056,22688,14112,183302,0,6502,10512,14326,7,22,0,7,1,84,12,13,83,0,0,5
56,997,55,942,159767,3141,490340,22688,14112,183309,0,995,1499,1583,7,22,0,7,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,492869,22688,14144,183338,0,28643,33165,32616,7,22,0,7,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,492309,22688,14144,183339,0,3457,4147,4006,7,22,0,7,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,495003,22688,14176,182231,1,8153,11563,12383,7,21,1,7,2,84,12,13,83,0,0,5
56,995,55,940,159767,3141,491979,22688,14208,182213,0,1104,4255,4474,7,22,0,8,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,495620,22688,14176,182214,0,766,1404,3686,7,22,0,8,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,495454,22688,14144,182210,0,248,1071,1185,7,22,0,8,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,494738,22688,14112,182207,0,3240,3930,4134,7,22,0,8,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,496422,22688,14144,182235,0,1354,2680,3713,7,22,0,8,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,496184,22688,14176,182237,0,673,1278,1217,7,22,0,8,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,498106,22688,14176,182237,0,6068,7719,10748,7,22,0,8,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,462517,22688,14240,183306,0,42954,64519,26357,7,22,0,8,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,461524,22688,14176,183280,0,3902,5121,5385,7,22,0,7,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,460789,22688,14176,183281,0,928,2465,2071,7,22,0,7,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,463995,22688,14208,183281,0,335,3083,6975,7,22,0,8,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,468056,22688,14176,183308,0,1338,2731,8301,7,22,0,8,1,84,12,13,83,0,0,5
56,995,55,940,159767,3141,468147,22688,14208,183308,0,229,736,1081,7,22,0,8,1,84,12,13,83,0,0,5
56,979,55,924,159767,3141,480495,22688,14112,183150,0,3416,4146,14279,7,22,0,8,1,84,12,13,83,0,0,5
56,979,55,924,159767,3141,476247,22688,14080,183120,0,6166,7768,4575,7,22,0,8,1,84,12,13,83,0,0,5
56,979,55,924,159767,3141,478132,22688,14112,183130,0,496,1943,4316,7,22,0,8,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,480584,22688,14080,183074,0,275,911,3690,7,22,0,8,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,481617,22688,14048,183076,0,705,1431,3582,7,22,0,8,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,477589,22688,14080,183103,0,9685,11541,5985,7,22,0,7,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,477935,22688,14080,183101,0,1348,2596,1879,7,22,0,7,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,482091,22688,14112,183100,0,240,1828,5777,7,22,0,7,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,480247,22688,14112,183102,0,4811,6592,5617,7,22,0,8,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,480343,22688,14112,183083,0,824,1362,1782,7,22,0,8,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,480070,22688,14080,183087,0,2602,3264,2649,7,22,0,8,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,481792,22688,14080,183082,0,893,1669,2751,7,22,0,8,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,486213,22688,14048,183110,0,1929,4044,10135,7,22,0,8,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,486558,22688,14016,183105,0,227,707,1798,7,22,0,8,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,487052,22688,14048,183103,0,354,772,1480,7,22,0,8,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,487833,22688,14048,183075,0,1607,2221,3494,7,22,0,6,1,84,12,13,83,0,0,5
56,975,55,920,159767,3141,484603,22688,14112,183077,0,7605,9495,4853,7,22,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,484300,22688,14080,183086,0,745,1373,1289,7,22,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,483590,22688,14080,183087,0,302,1797,2001,7,22,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,483956,22688,14080,183115,0,2388,3720,2089,7,22,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,483766,22688,14112,183114,0,1943,2651,2767,7,20,0,7,2,83,12,13,82,0,0,5
56,977,55,922,159767,3141,483940,22688,14112,183116,0,1479,2057,2146,7,20,1,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,517453,22688,14112,181974,0,503,1228,34454,7,20,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,513602,22688,14080,181974,0,5815,8137,3791,7,20,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,513258,22688,14080,181985,0,1177,1827,1373,7,20,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,513237,22688,14048,181985,0,1516,2074,2282,7,20,0,6,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,511899,22688,14048,182013,0,2628,3912,3368,7,20,0,6,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,511756,22688,14048,182012,0,702,1294,815,7,20,0,6,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,511311,22688,14080,182013,0,219,2510,2379,7,20,0,6,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,512231,22688,14048,181984,1,632,830,1859,7,20,0,6,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,511954,22688,14016,181985,0,2192,2913,2410,7,20,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,511450,22688,14048,181985,0,7675,9374,6516,7,20,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,501788,22688,14048,183056,0,35706,57798,49236,7,20,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,501579,22688,14080,183083,0,733,3570,3242,7,20,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,501348,22688,14112,183083,0,340,698,850,7,20,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,501372,22688,14048,183083,0,1995,2614,2414,7,20,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,502994,22688,14080,183056,0,1475,2205,5547,7,20,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,503239,22688,14080,183054,0,290,808,1616,7,20,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,506158,22688,14080,183054,0,6514,8627,7302,7,20,0,6,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,505847,22688,14048,183064,0,857,1375,1676,7,20,0,6,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,506718,22688,14112,183095,0,2705,4359,4467,7,20,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,507301,22688,14048,183094,0,1737,2170,2992,7,20,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,507259,22688,14048,183093,0,366,703,806,7,20,0,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,507230,22688,14016,183065,0,249,1835,2804,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,507056,22688,14016,183065,0,221,1000,883,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,506943,22688,14016,183064,0,1993,2550,2458,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,514631,22688,14080,183066,0,8654,10363,17693,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,513386,22688,14048,183104,0,2192,3522,2661,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,513304,22688,14048,183105,0,327,1361,1430,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,513330,22688,14080,183105,0,234,985,1217,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,513908,22688,14048,183074,0,2280,2654,2758,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,515954,22688,14080,183074,0,1552,2329,4669,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,515120,22688,14048,183077,0,1790,2862,2221,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,511839,22688,14016,183077,0,6789,9103,6272,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,513697,22688,14016,183116,0,2356,3902,5095,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,513714,22688,14048,183114,0,3008,4238,3488,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,513420,22688,14048,183115,0,1496,2126,2408,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,514924,22688,14048,183086,0,265,1282,2390,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,514385,22688,14048,183086,0,1052,1968,1703,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,513480,22688,14048,183087,0,247,1918,1782,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,514037,22688,14048,182475,0,1607,2216,3097,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,515911,22688,14016,182004,0,7364,9936,8199,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,515618,22688,14048,182015,0,455,1097,1022,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,515271,22688,14016,182017,0,301,1000,815,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,515557,22688,14016,181989,0,490,3913,6331,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,514879,22688,14080,181986,0,2413,3505,3875,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,514529,22688,14048,181986,0,2075,2224,2639,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,514168,22688,14048,181986,0,350,2089,1856,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,509052,22688,14080,182015,0,7272,9993,2684,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,509220,22688,14112,182015,0,331,1739,2284,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,475350,22688,14080,183084,0,37571,58960,23948,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,474998,22688,14112,183056,0,1563,2239,2698,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,474896,22688,14080,183058,0,271,1185,1230,7,19,1,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,474927,22688,14080,183057,0,295,788,884,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,475436,22688,14048,183056,0,441,1594,1964,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,478252,22688,14016,183084,0,1973,3585,6183,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476012,22688,14048,183083,0,5793,7517,5555,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,475718,22688,14080,183093,0,984,1977,1363,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,477895,22688,14080,183094,1,741,946,3526,7,19,1,7,2,83,12,13,82,0,0,5
56,975,55,920,159767,3141,477566,22688,14048,183066,0,276,2014,2531,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,477518,22688,13984,183065,0,1531,1834,1556,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,477362,22688,14048,183065,0,2311,3134,3443,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,478216,22688,14048,183093,0,1640,2942,2428,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476442,22688,14048,183095,0,5598,7427,5434,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476165,22688,14016,183095,0,198,1702,2079,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,477009,22688,14048,183104,0,639,1164,2143,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476785,22688,14048,183075,0,2946,3433,4000,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476558,22688,14016,183077,0,209,1175,987,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476449,22688,14016,183074,0,226,725,1084,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,479137,22688,14016,183102,0,1097,2473,4553,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,478742,22688,14016,183104,0,1269,1597,1088,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476270,22688,14016,183104,0,8732,10529,7666,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476043,22688,13984,183112,0,247,834,1148,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476757,22688,13984,183084,0,201,716,1272,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,477014,22688,13952,183086,0,381,1920,2141,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476804,22688,13984,183087,0,741,1212,1127,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476966,22688,14048,183112,0,3563,5055,6496,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,477195,22688,14048,183109,0,197,713,1022,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,479374,22688,14080,182000,0,5911,7624,8720,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,479541,22688,14080,182001,0,220,1851,1821,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,479409,22688,14048,182010,0,1188,1665,1210,7,20,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,481579,22688,14048,181983,0,2817,3713,7018,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,482308,22688,14080,181984,0,376,1461,1358,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,482457,22688,14080,182011,0,1546,2528,1715,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,482299,22688,14080,182014,0,201,809,1390,7,19,1,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,481151,22688,14048,182015,0,341,2980,2635,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476708,22688,14080,182022,0,9578,11039,5048,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,442593,22688,14048,183083,0,36937,58697,22729,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,442362,22688,14048,183055,0,214,709,1271,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,441946,22688,14048,183053,0,201,829,721,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,440411,22688,14048,183082,0,2414,4646,1978,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,440050,22688,14048,183081,0,1591,2139,2161,7,20,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,439378,22688,14016,183080,0,1699,2725,2519,7,20,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,435460,22688,14016,183081,0,5715,7475,3485,7,20,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,435275,22688,14016,183053,0,364,712,1861,7,20,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,477861,22688,13984,183064,1,657,2357,44584,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,477234,22688,14016,183063,0,1576,2710,2750,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476574,22688,14048,183091,0,3462,5045,3278,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476462,22688,14016,183091,0,223,730,679,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476294,22688,14016,183090,0,367,657,896,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,476359,22688,14048,183044,0,931,2040,2156,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,470447,22688,14080,183065,0,8406,10810,4836,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,471321,22688,14048,183075,0,2969,3643,4065,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,471088,22688,14048,183075,0,873,1547,1587,7,20,0,7,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,470552,22688,14016,183104,0,1804,3702,2797,7,20,0,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,471052,22688,14016,183106,0,364,1927,2877,7,22,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,470638,22688,14080,183105,0,1735,2537,2324,7,22,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,470284,22688,14080,183076,0,1935,2194,3138,7,22,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,465427,22688,14112,183070,0,7113,8866,3697,7,22,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,464305,22688,14080,183078,0,557,1617,754,7,22,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,464477,22688,14144,183088,0,640,2130,1842,7,22,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,475411,22688,14080,183117,0,3308,4738,15835,7,24,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,475075,22688,14080,183116,0,1478,2073,2102,7,24,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,474907,22688,14080,183117,0,251,908,776,7,24,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,474795,22688,14048,183116,0,263,762,1247,7,24,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,474972,22688,14016,183116,0,548,1644,1520,7,24,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,497746,22688,14048,181978,0,6798,8885,31335,7,24,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,497426,22688,14048,181989,0,1594,2455,2868,7,24,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,499332,22688,14080,182018,0,1398,3986,5258,7,24,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,499127,22688,14048,182018,1,874,928,934,7,24,0,8,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,505382,22688,14048,182020,0,743,4579,9410,7,24,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,505391,22688,14048,181990,0,1548,2139,2958,7,24,0,7,0,83,12,13,82,0,0,5
56,983,55,928,159767,3141,502776,22688,14080,182074,0,10579,13308,7405,7,24,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,505537,22688,14112,181917,0,21621,24050,26928,7,24,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,499166,22688,14080,181926,0,11613,13915,9479,7,25,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,473647,22688,14048,183021,0,40515,63511,32518,7,25,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,472406,22688,14048,183020,0,1583,3113,3421,7,25,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,471993,22688,14048,183022,0,1703,2159,3579,7,25,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,473535,22688,14048,183017,0,3161,5317,6628,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,473175,22688,14016,182989,0,272,1793,2354,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,472622,22688,14048,182988,0,844,1344,1034,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,471574,22688,14016,182986,0,6930,9247,7557,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,474505,22688,14048,183025,0,4089,5489,6666,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,474333,22688,14080,183026,0,264,756,837,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,474221,22688,14080,183025,0,425,1179,1389,7,25,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,473927,22688,14112,183025,0,1005,1352,1230,7,25,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,473307,22688,14080,182998,0,1584,3433,4334,7,25,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,473089,22688,14080,182997,0,1527,2103,2193,7,25,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,469785,22688,14112,182993,0,7372,8888,3954,7,24,1,6,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,468636,22688,14048,183027,0,2617,4276,3666,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,468272,22688,14048,183038,0,733,1493,996,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,469372,22688,14048,183036,0,1843,2843,4698,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,468795,22688,14080,183034,0,2767,4011,4115,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,469089,22688,14080,183008,0,1487,1984,2171,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,469051,22688,14048,183008,0,573,953,2838,7,25,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,468742,22688,14080,183007,0,1459,2771,2098,7,25,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,466693,22688,14112,183035,0,9062,12754,10434,7,25,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,466292,22688,14048,183033,0,1966,2540,2189,7,25,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,466131,22688,14048,183044,0,359,971,1520,7,25,0,6,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,465983,22688,14048,183036,0,252,796,879,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,465570,22688,14048,183008,0,704,1163,1573,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,465601,22688,14048,183008,0,1664,3202,3061,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,508668,22688,14048,181897,0,1565,2833,46687,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,504721,22688,14112,181921,0,7507,9528,5075,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,503765,22688,14080,181925,0,3399,4987,2146,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,505378,22688,14048,181936,0,450,945,2861,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,504176,22688,14048,181941,1,1474,4516,4666,7,25,0,8,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,503904,22688,14080,181935,0,2231,3084,3360,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,505788,22688,14080,181907,0,216,726,3921,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,505247,22688,14112,181910,0,671,1651,1133,7,25,0,7,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,508759,22688,14112,181939,0,2416,3829,6648,7,25,0,8,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,503436,22688,14112,181937,0,5867,7969,2644,7,25,0,9,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,504055,22688,14112,181936,0,3378,4016,4448,7,25,0,9,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,471907,22688,14048,183006,0,36220,57629,21560,7,25,0,9,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,470115,22688,14080,182979,0,1918,3406,3427,7,25,0,9,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,472540,22688,14080,182978,0,411,1418,3448,7,25,0,9,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,472365,22688,14080,182978,0,199,722,711,7,25,0,9,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,473605,22688,14080,183002,0,5188,7022,7309,7,25,0,8,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,472553,22688,14080,183002,0,1917,3878,4484,7,25,0,8,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,471679,22688,14048,183006,0,343,1311,1465,7,25,0,8,0,83,12,13,82,0,0,5
56,975,55,920,159767,3141,481317,22688,14048,183016,0,244,832,10821,7,24,1,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,481235,22688,14048,182989,0,948,1420,1804,7,23,0,9,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,480537,22688,14112,182988,0,2800,4641,4679,7,23,0,9,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,480381,22688,14080,182987,0,215,728,987,7,23,0,9,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,479729,22688,14048,183010,0,2241,3294,1879,7,23,0,9,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,480002,22688,14080,183017,0,536,1373,2012,7,23,0,9,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,478129,22688,14112,183063,0,4935,6545,4388,7,23,0,9,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,478071,22688,14112,183014,0,2757,4414,5287,7,23,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,485071,22688,14112,182998,0,233,1106,7236,7,23,0,8,1,83,12,13,82,0,0,5
56,975,55,920,159767,3141,485780,22688,14112,182997,0,567,1134,2332,7,23,0,7,1,83,12,13,82,0,0,5
