"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/page_unix_tcp_proc_vm_io_time_disk_aio_vm-adv.csv --page --unix --tcp --proc --vm --io --time --disk --aio --vm-adv 1 600",,,,"Date:","22 Mar 2023 21:32:08 -03"
"paging",,"unix sockets",,,,"tcp sockets",,,,,"procs",,,"virtual memory",,,,"io/total",,"system","dsk/total",,"async","advanced virtual memory",,,,
0,0,56,868,54,814,7,13,0,7,1,2,0,0,0,279,364,348,0,32,Mar-22 21:35:18,0,2162688,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,7,1,3,0,8,0,1326,3715,3809,2,2424,Mar-22 21:35:19,8192,15998976,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,2,0,0,0,20,215,101,0,0,Mar-22 21:35:20,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,5,0,9,0,6402,7025,5131,0,0,Mar-22 21:35:21,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,3,0,0,0,479,324,1573,0,0,Mar-22 21:35:22,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,1,0,0,0,6,222,84,0,0,Mar-22 21:35:23,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,5,0,8,0,1314,1845,1956,0,16,Mar-22 21:35:24,0,1540096,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,2,0,0,0,95,120,288,0,0,Mar-22 21:35:25,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,3,0,8,0,1544,1766,1631,0,0,Mar-22 21:35:26,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,9,1,3,0,0,0,5,150,152,0,0,Mar-22 21:35:27,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,9,1,2,0,0,0,19,243,45224,0,0,Mar-22 21:35:28,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,9,1,3,0,8,0,1690,2226,2293,0,18,Mar-22 21:35:29,0,319488,0,0,0,0,0,0
0,0,56,870,54,816,7,11,0,9,1,3,0,0,0,285,116,224,0,0,Mar-22 21:35:30,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,5,0,8,0,1300,1671,1770,0,0,Mar-22 21:35:31,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,4,0,0,0,20,222,118,0,0,Mar-22 21:35:32,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,4,0,0,0,72,105,99,0,0,Mar-22 21:35:33,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,3,0,9,0,1889,2415,2509,0,440,Mar-22 21:35:34,0,4775936,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,3,0,0,0,8,230,93,0,0,Mar-22 21:35:35,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,1,0,8,0,2461,2737,2239,0,0,Mar-22 21:35:36,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,1,0,0,0,233,677,387,0,0,Mar-22 21:35:37,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,9,1,3,0,0,0,315,143,144,0,0,Mar-22 21:35:38,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,9,1,1,0,8,0,1297,1730,1849,0,12,Mar-22 21:35:39,0,589824,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,9,1,3,0,0,0,42,243,112,0,0,Mar-22 21:35:40,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,2,0,8,0,1648,1686,1568,0,0,Mar-22 21:35:41,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,2,0,0,0,728,683,942,0,0,Mar-22 21:35:42,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,3,0,0,0,461,954,10660,0,0,Mar-22 21:35:43,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,2,0,8,0,1455,1661,1791,0,0,Mar-22 21:35:44,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,3,0,0,0,76,369,496,0,0,Mar-22 21:35:45,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,9,1,1,0,9,0,2028,2016,2135,0,42,Mar-22 21:35:46,0,1343488,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,9,1,3,0,0,0,6,224,90,0,0,Mar-22 21:35:47,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,9,1,3,0,0,0,19,119,109,0,0,Mar-22 21:35:48,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,10,1,1,0,8,0,1388,1468,1837,0,0,Mar-22 21:35:49,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,10,1,3,0,0,0,434,1135,894,0,410,Mar-22 21:35:50,0,3751936,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,10,1,3,0,8,0,1278,1710,1704,0,16,Mar-22 21:35:51,0,483328,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,10,1,5,0,0,0,301,394,428,0,0,Mar-22 21:35:52,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,10,1,1,0,0,0,71,212,80,0,0,Mar-22 21:35:53,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,9,1,2,0,8,0,1566,1655,1636,0,0,Mar-22 21:35:54,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,9,1,4,0,0,0,32,113,212,0,0,Mar-22 21:35:55,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,9,1,3,0,36,0,17341,22618,11243,0,54,Mar-22 21:35:56,0,540672,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,9,1,3,0,0,0,557,2569,2889,0,0,Mar-22 21:35:57,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,9,1,4,0,1,0,498,350,617,0,62,Mar-22 21:35:58,0,499712,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,9,1,2,0,8,0,51923,74366,26527,0,0,Mar-22 21:35:59,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,9,1,4,0,0,0,628,2214,341,0,0,Mar-22 21:36:00,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,10,1,9,2,5,0,16,0,2934,3016,3081,0,0,Mar-22 21:36:01,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,10,1,4,0,0,0,6,234,123,0,0,Mar-22 21:36:02,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,10,1,4,0,0,0,199,405,667,0,46,Mar-22 21:36:03,0,2359296,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,10,1,4,0,8,0,1509,1836,1697,0,0,Mar-22 21:36:04,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,10,1,3,0,0,0,71,229,100,0,0,Mar-22 21:36:05,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,9,1,3,0,8,0,1803,2204,2235,0,42,Mar-22 21:36:06,0,1384448,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,9,1,3,0,0,0,621,827,20537,0,0,Mar-22 21:36:07,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,9,1,3,0,0,0,18,235,429,0,0,Mar-22 21:36:08,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,9,1,5,0,8,0,1370,1646,1769,0,0,Mar-22 21:36:09,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,8,1,4,0,1,0,359,412,468,0,0,Mar-22 21:36:10,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,8,1,2,0,14,0,29851,30546,19766,0,2790,Mar-22 21:36:11,0,19931136,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,9,1,6,0,2,0,30182,33621,29112,0,168,Mar-22 21:36:12,0,3825664,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,9,1,3,0,0,0,4993,6900,6063,0,98,Mar-22 21:36:13,0,3022848,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,9,1,5,0,7,0,1162,1582,4045,0,0,Mar-22 21:36:14,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,9,1,3,0,1,0,16272,18144,21938,0,146,Mar-22 21:36:15,0,3612672,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,8,1,5,0,7,0,1222,1506,1129,0,2,Mar-22 21:36:16,0,253952,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,8,1,5,0,1,0,224,522,731,0,0,Mar-22 21:36:17,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,8,1,3,0,0,0,4,109,220,0,0,Mar-22 21:36:18,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,8,1,2,0,0,0,109,532,664,0,0,Mar-22 21:36:19,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,6,1,5,0,8,0,1308,1394,1406,0,32,Mar-22 21:36:20,0,237568,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,6,1,3,0,0,0,90,627,743,0,0,Mar-22 21:36:21,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,6,1,4,0,8,0,2253,2906,29709,0,0,Mar-22 21:36:22,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,7,1,3,0,1,0,687,287,317,0,0,Mar-22 21:36:23,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,7,1,3,0,0,0,15,365,521,0,0,Mar-22 21:36:24,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,7,1,3,0,9,0,1495,1703,1576,0,36,Mar-22 21:36:25,0,294912,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,7,1,2,0,0,0,455,816,10607,0,60,Mar-22 21:36:26,0,417792,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,7,1,3,0,8,0,2076,2311,3522,0,0,Mar-22 21:36:27,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,7,1,4,0,0,0,189,404,2011,0,0,Mar-22 21:36:28,0,0,0,0,0,0,0,0
0,0,56,884,54,830,7,11,0,6,1,3,0,0,0,239,741,667,0,82,Mar-22 21:36:29,0,1359872,0,0,0,0,0,0
0,0,56,878,54,824,7,11,0,6,1,2,0,8,0,1437,1442,4470,0,0,Mar-22 21:36:30,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,3,0,0,0,294,1119,6691,0,754,Mar-22 21:36:31,0,6307840,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,3,0,8,0,1460,1829,1805,0,0,Mar-22 21:36:32,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,1,0,0,0,87,276,960,0,0,Mar-22 21:36:33,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,2,0,0,0,168,540,509,0,0,Mar-22 21:36:34,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,4,0,9,0,1929,1734,1810,0,26,Mar-22 21:36:35,0,737280,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,3,0,0,0,351,723,724,0,0,Mar-22 21:36:36,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,12,0,7,1,3,0,8,0,1861,1925,1882,0,0,Mar-22 21:36:37,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,1,7,1,2,0,0,0,6,240,173,0,0,Mar-22 21:36:38,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,1,6,1,2,0,0,0,347,557,820,0,0,Mar-22 21:36:39,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,1,6,1,4,0,8,0,1315,1417,1428,0,28,Mar-22 21:36:40,0,417792,0,0,0,0,0,0
0,0,56,868,54,814,7,11,1,6,1,3,0,0,0,479,1169,777,0,24,Mar-22 21:36:41,0,1138688,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,5,0,8,0,1283,1390,2050,0,0,Mar-22 21:36:42,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,3,0,0,0,208,244,153,0,0,Mar-22 21:36:43,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,4,0,0,0,1171,4810,4131,0,0,Mar-22 21:36:44,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,3,0,8,0,51688,70336,19080,0,18,Mar-22 21:36:45,0,2007040,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,8,1,2,0,0,0,863,1633,960,0,0,Mar-22 21:36:46,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,3,0,9,0,1756,1503,1496,0,0,Mar-22 21:36:47,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,3,0,0,0,16,85,234,0,0,Mar-22 21:36:48,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,5,0,0,0,96,268,364,0,0,Mar-22 21:36:49,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,3,0,8,0,1303,1647,1387,0,0,Mar-22 21:36:50,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,3,0,0,0,4795,5894,2169,0,20,Mar-22 21:36:51,0,212992,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,2,0,8,0,1605,1857,2085,0,0,Mar-22 21:36:52,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,3,0,0,0,171,187,83,0,0,Mar-22 21:36:53,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,2,0,0,0,4,370,12373,0,0,Mar-22 21:36:54,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,2,0,8,0,1503,1563,3675,0,0,Mar-22 21:36:55,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,4,0,0,0,33,462,489,0,20,Mar-22 21:36:56,0,368640,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,5,0,8,0,1346,1374,1496,0,0,Mar-22 21:36:57,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,3,0,0,0,28,258,464,0,0,Mar-22 21:36:58,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,3,0,1,0,576,510,509,0,0,Mar-22 21:36:59,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,4,0,8,0,1699,1855,1615,0,32,Mar-22 21:37:00,0,245760,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,3,0,8,0,1645,1959,39163,0,0,Mar-22 21:37:01,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,4,0,8,0,1274,3911,3887,0,1646,Mar-22 21:37:02,0,19873792,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,5,0,0,0,258,98,235,0,0,Mar-22 21:37:03,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,4,0,0,0,23,696,583,0,66,Mar-22 21:37:04,0,1687552,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,2,0,8,0,1363,1389,1498,0,0,Mar-22 21:37:05,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,10,1,6,2,1,0,0,0,7,439,974,0,0,Mar-22 21:37:06,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,4,0,8,0,2974,3016,2029,0,0,Mar-22 21:37:07,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,3,0,0,0,19,87,250,0,0,Mar-22 21:37:08,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,4,0,0,0,73,395,389,0,28,Mar-22 21:37:09,0,172032,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,3,0,8,0,1339,1522,1371,0,0,Mar-22 21:37:10,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,3,0,0,0,263,354,478,0,0,Mar-22 21:37:11,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,4,0,9,0,1865,1636,1627,0,0,Mar-22 21:37:12,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,4,0,0,0,255,418,231,0,0,Mar-22 21:37:13,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,3,0,0,0,41,200,3479,0,0,Mar-22 21:37:14,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,5,0,8,0,1735,1825,1420,0,0,Mar-22 21:37:15,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,3,0,0,0,105,750,566,0,28,Mar-22 21:37:16,0,1540096,0,0,0,0,0,0
0,0,56,868,54,814,7,10,1,6,2,2,0,8,0,1345,1433,1620,0,0,Mar-22 21:37:17,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,1,0,0,0,3,86,80,0,0,Mar-22 21:37:18,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,3,0,0,0,283,264,361,0,0,Mar-22 21:37:19,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,2,0,8,0,1317,1626,1513,0,0,Mar-22 21:37:20,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,11,0,7,1,4,0,0,0,484,1114,1307,0,8,Mar-22 21:37:21,0,57344,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,2,0,8,0,1688,1866,1386,0,0,Mar-22 21:37:22,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,4,0,0,0,258,719,1105,0,608,Mar-22 21:37:23,0,5013504,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,6,1,5,0,1,0,485,644,531,0,0,Mar-22 21:37:24,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,6,0,2,0,9,0,1391,1400,1373,0,0,Mar-22 21:37:25,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,6,0,2,0,0,0,19,373,499,0,0,Mar-22 21:37:26,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,6,0,2,0,8,0,1844,1875,1741,0,20,Mar-22 21:37:27,0,507904,0,0,0,0,0,0
0,0,56,868,54,814,7,12,1,6,1,4,0,0,0,297,731,1079,0,0,Mar-22 21:37:28,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,7,0,4,0,0,0,385,408,495,0,0,Mar-22 21:37:29,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,7,0,3,0,8,0,54000,75767,23078,0,0,Mar-22 21:37:30,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,7,0,2,0,0,0,303,802,647,0,34,Mar-22 21:37:31,0,2179072,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,7,0,3,0,8,0,1289,1373,1397,0,0,Mar-22 21:37:32,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,7,0,2,0,0,0,73,366,490,0,0,Mar-22 21:37:33,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,6,0,3,0,0,0,28,2199,2046,0,2042,Mar-22 21:37:34,0,15835136,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,6,0,3,0,8,0,1675,1514,1373,0,0,Mar-22 21:37:35,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,6,0,3,0,1,0,513,566,1110,0,0,Mar-22 21:37:36,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,6,0,3,0,8,0,1668,2025,1567,0,20,Mar-22 21:37:37,0,1368064,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,6,0,0,0,0,0,61,470,411,0,12,Mar-22 21:37:38,0,327680,0,0,0,0,0,0
0,0,56,868,54,814,7,12,1,6,1,3,0,0,0,292,155,279,0,0,Mar-22 21:37:39,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,7,0,2,0,8,0,1314,1551,1494,0,0,Mar-22 21:37:40,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,7,0,2,0,0,0,73,1128,1123,0,0,Mar-22 21:37:41,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,7,0,3,0,8,0,1398,2292,2296,0,0,Mar-22 21:37:42,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,7,0,2,0,0,0,286,1327,1202,0,22,Mar-22 21:37:43,0,229376,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,7,0,3,0,0,0,18,868,1014,0,0,Mar-22 21:37:44,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,7,0,2,0,8,0,1504,2339,2271,0,0,Mar-22 21:37:45,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,6,0,2,0,0,0,32,1301,1207,0,0,Mar-22 21:37:46,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,6,0,4,0,8,0,1528,2184,2375,0,0,Mar-22 21:37:47,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,5,0,2,0,1,0,334,1477,1381,0,16,Mar-22 21:37:48,0,344064,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,6,0,4,0,0,0,286,1190,1229,0,0,Mar-22 21:37:49,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,7,0,4,0,8,0,1301,2714,2816,0,532,Mar-22 21:37:50,0,3694592,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,7,0,1,0,0,0,263,880,1135,0,0,Mar-22 21:37:51,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,7,0,2,0,8,0,1663,2986,2434,0,0,Mar-22 21:37:52,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,7,0,1,0,0,0,73,1183,1306,0,32,Mar-22 21:37:53,0,368640,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,7,0,7,0,0,0,4,1013,889,0,0,Mar-22 21:37:54,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,7,0,2,0,8,0,1574,2195,2165,0,0,Mar-22 21:37:55,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,7,0,4,0,0,0,970,1900,1608,0,0,Mar-22 21:37:56,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,6,0,2,0,8,0,1485,2837,5098,0,0,Mar-22 21:37:57,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,6,0,0,0,0,0,38,1393,1508,0,88,Mar-22 21:37:58,0,1605632,0,0,0,0,0,0
0,0,56,870,54,816,7,13,1,6,0,5,0,0,0,275,880,1005,0,0,Mar-22 21:37:59,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,6,0,3,0,8,0,1395,2468,2648,0,0,Mar-22 21:38:00,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,7,0,1,0,9,0,2102,1595,1600,0,0,Mar-22 21:38:01,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,7,0,3,0,8,0,1279,1371,1505,0,0,Mar-22 21:38:02,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,7,0,2,0,0,0,484,777,466,0,8,Mar-22 21:38:03,0,483328,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,7,0,3,0,0,0,22,93,107,0,0,Mar-22 21:38:04,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,7,0,4,0,4,0,697,946,868,0,0,Mar-22 21:38:05,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,7,0,3,0,4,0,684,1432,1501,0,578,Mar-22 21:38:06,0,4268032,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,6,0,4,0,8,0,1797,1661,1414,0,0,Mar-22 21:38:07,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,13,0,6,0,4,0,0,0,23,405,547,0,10,Mar-22 21:38:08,0,442368,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,6,1,3,0,0,0,73,244,119,0,0,Mar-22 21:38:09,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,6,1,3,0,0,0,48,392,493,0,0,Mar-22 21:38:10,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,6,1,3,0,8,0,1555,1360,1475,0,0,Mar-22 21:38:11,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,7,1,3,0,4,0,592,710,446,0,0,Mar-22 21:38:12,0,0,0,0,0,0,0,0
0,0,56,870,54,816,7,13,0,7,1,1,0,5,0,1260,1463,1620,0,0,Mar-22 21:38:13,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,8,1,1,0,0,0,20,235,353,0,32,Mar-22 21:38:14,0,188416,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,8,1,2,0,0,0,52230,74147,25969,0,0,Mar-22 21:38:15,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,8,1,2,0,8,0,1309,1362,1371,0,0,Mar-22 21:38:16,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,8,1,4,0,0,0,181,208,347,0,0,Mar-22 21:38:17,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,8,1,2,0,8,0,1276,1768,1651,0,0,Mar-22 21:38:18,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,7,1,1,0,2,0,301,545,631,0,202,Mar-22 21:38:19,0,2990080,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,7,1,4,0,0,0,331,795,684,0,0,Mar-22 21:38:20,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,7,1,3,0,8,0,5414,8473,6794,0,2100,Mar-22 21:38:21,0,16711680,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,7,1,3,0,0,0,657,1125,3383,0,0,Mar-22 21:38:22,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,8,1,3,0,8,0,1574,1631,1617,0,108,Mar-22 21:38:23,0,1753088,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,8,1,4,0,0,0,20,109,257,0,0,Mar-22 21:38:24,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,8,1,4,0,1,0,638,863,530,0,20,Mar-22 21:38:25,0,163840,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,8,1,4,0,8,0,1365,1344,1516,0,0,Mar-22 21:38:26,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,8,1,5,0,0,0,259,357,364,0,0,Mar-22 21:38:27,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,8,1,4,0,8,0,1317,1520,1439,0,0,Mar-22 21:38:28,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,12,0,7,1,3,0,0,0,2,97,216,0,0,Mar-22 21:38:29,0,0,0,0,0,0,0,0
0,0,56,868,54,814,7,11,0,7,1,2,0,0,0,370,713,621,0,34,Mar-22 21:38:30,0,221184,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,7,2,3,0,384,1,102411,110951,105551,20,50,Mar-22 21:38:31,81920,466944,0,0,0,0,0,0
0,0,56,874,54,820,7,10,0,7,2,3,0,146,5,43760,60030,59484,42,8,Mar-22 21:38:32,528384,212992,0,0,0,0,0,0
