"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/aio_page_raw_lock_load_fs_int.csv --aio --page --raw --lock --load --fs --int 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"async","paging",,"raw","file locks",,,,"load avg",,,"filesystem",,"interrupts",,
0,0,0,0,83,12,13,82,0.560,0.890,1.010,13952,181438,0,117,0
0,0,0,0,83,12,13,82,0.560,0.890,1.010,13984,181413,0,121,0
0,0,0,0,83,12,13,82,0.560,0.890,1.010,13984,181412,0,118,0
0,0,0,0,83,12,13,82,0.560,0.890,1.010,13984,181416,0,153,0
0,0,0,0,83,12,13,82,0.560,0.890,1.010,14016,181412,0,143,0
0,0,0,0,83,12,13,82,0.750,0.920,1.020,14016,181411,0,117,0
0,0,0,0,83,12,13,82,0.750,0.920,1.020,13984,181412,0,117,0
0,0,0,0,83,12,13,82,0.750,0.920,1.020,14016,181413,0,149,0
0,0,0,0,83,12,13,82,0.750,0.920,1.020,14016,181378,0,114,0
0,0,0,0,83,12,13,82,0.750,0.920,1.020,14048,181386,0,156,0
0,0,0,0,83,12,13,82,0.690,0.910,1.010,14016,181386,0,117,0
0,0,0,0,83,12,13,82,0.690,0.910,1.010,14016,181385,0,114,0
0,81920,0,0,83,12,13,82,0.690,0.910,1.010,13856,181156,0,131,0
0,0,0,0,83,12,13,82,0.690,0.910,1.010,13856,181156,0,126,0
0,0,0,0,83,12,13,82,0.690,0.910,1.010,13824,180028,0,136,0
0,0,0,0,83,12,13,82,0.630,0.890,1.010,13856,180039,0,181,0
0,0,0,0,83,12,13,82,0.630,0.890,1.010,13856,180002,0,118,0
0,0,0,0,83,12,13,82,0.630,0.890,1.010,13792,180003,0,124,0
0,0,0,0,83,12,13,82,0.630,0.890,1.010,13792,180003,0,141,0
0,0,0,0,83,12,13,82,0.630,0.890,1.010,13824,180003,0,112,0
0,0,0,0,83,12,13,82,0.580,0.870,1,13856,179953,0,126,0
0,0,0,0,83,12,13,82,0.580,0.870,1,13856,179951,0,162,0
0,0,0,0,83,12,13,82,0.580,0.870,1,13824,179971,0,110,0
0,0,0,0,83,12,13,82,0.580,0.870,1,13824,179945,0,119,0
0,0,0,0,83,12,13,82,0.580,0.870,1,13824,181018,0,113,0
0,0,0,0,83,12,13,82,0.540,0.860,1,13824,181016,0,120,0
0,0,0,0,83,12,13,82,0.540,0.860,1,13856,181016,0,116,0
0,0,0,0,83,12,13,82,0.540,0.860,1,13824,181017,0,186,0
0,0,0,0,83,12,13,82,0.540,0.860,1,13824,181016,0,151,0
0,0,0,0,83,12,13,82,0.540,0.860,1,13888,181027,0,136,0
0,0,0,0,83,12,13,82,0.490,0.850,0.990,13856,181027,0,116,0
0,0,0,0,83,12,13,82,0.490,0.850,0.990,13856,180999,0,122,0
0,0,0,0,83,12,13,82,0.490,0.850,0.990,13856,181081,0,121,0
0,0,0,0,83,12,13,82,0.490,0.850,0.990,13824,181080,0,155,0
0,0,0,0,83,12,13,82,0.490,0.850,0.990,13824,181066,0,128,0
0,0,0,0,83,12,13,82,0.450,0.830,0.990,13824,181066,0,119,0
0,0,0,0,83,12,13,82,0.450,0.830,0.990,13824,181076,0,123,0
0,0,0,0,83,12,13,82,0.450,0.830,0.990,13824,181071,0,122,0
0,0,0,0,83,12,13,82,0.450,0.830,0.990,13824,181026,0,131,0
0,0,0,0,84,12,13,83,0.450,0.830,0.990,13856,181185,0,195,0
0,0,0,0,84,12,13,83,0.420,0.820,0.980,13888,181188,0,117,0
0,0,0,0,84,12,13,83,0.420,0.820,0.980,13856,181189,0,144,0
0,0,0,0,84,12,13,83,0.420,0.820,0.980,13888,181189,0,130,0
0,0,0,0,84,12,13,83,0.420,0.820,0.980,13888,181201,0,142,0
0,0,0,0,84,12,13,83,0.420,0.820,0.980,13888,181199,0,117,0
0,0,0,0,84,12,13,83,0.460,0.820,0.980,13920,181210,0,158,0
0,0,0,0,84,12,13,83,0.460,0.820,0.980,13888,181170,0,116,0
0,0,0,0,84,12,13,83,0.460,0.820,0.980,13888,181106,0,121,0
0,0,0,0,84,12,13,83,0.460,0.820,0.980,13920,181106,0,118,0
0,0,0,0,84,12,13,83,0.460,0.820,0.980,13952,181103,0,121,0
0,0,0,0,84,12,13,83,0.430,0.810,0.980,13952,181109,0,147,0
0,0,0,0,84,12,13,83,0.430,0.810,0.980,13920,181109,0,149,0
0,0,0,0,84,12,13,83,0.430,0.810,0.980,13920,179999,0,115,0
0,0,0,0,84,12,13,83,0.430,0.810,0.980,13856,180000,0,112,0
0,0,0,0,84,12,13,83,0.430,0.810,0.980,13888,179895,0,116,0
0,0,0,0,84,12,13,83,0.390,0.790,0.970,13856,179817,0,124,0
0,0,0,0,84,12,13,83,0.390,0.790,0.970,13856,179817,0,119,0
0,0,0,0,84,12,13,83,0.390,0.790,0.970,13888,179831,0,150,0
0,0,0,0,84,12,13,83,0.390,0.790,0.970,13920,179837,0,116,0
0,0,0,0,84,12,13,83,0.390,0.790,0.970,13920,179838,0,112,0
0,0,0,0,84,12,13,83,0.600,0.830,0.980,13888,179837,0,128,0
0,0,0,0,84,12,13,83,0.600,0.830,0.980,14912,180867,0,130,0
0,0,0,0,84,12,13,83,0.600,0.830,0.980,13824,180819,0,122,0
0,0,0,0,84,12,13,83,0.600,0.830,0.980,13824,180820,0,172,0
0,0,0,0,84,12,13,83,0.600,0.830,0.980,13856,180828,0,134,0
0,0,0,0,84,12,13,83,0.550,0.820,0.980,13824,180828,0,120,0
0,0,0,0,84,12,13,83,0.550,0.820,0.980,13792,180828,0,117,0
0,0,0,0,84,12,13,83,0.550,0.820,0.980,13792,180826,0,118,0
0,0,0,0,84,12,13,83,0.550,0.820,0.980,13792,180789,0,117,0
0,0,0,0,84,12,13,83,0.550,0.820,0.980,13824,180797,0,148,0
0,0,0,0,84,12,13,83,0.670,0.840,0.980,13792,180798,0,114,0
0,0,0,0,83,12,13,82,0.670,0.840,0.980,13792,180807,0,145,0
0,0,0,0,83,12,13,82,0.670,0.840,0.980,13824,180807,0,120,0
0,0,0,0,83,12,13,82,0.670,0.840,0.980,13824,180808,0,119,0
0,0,0,0,83,12,13,82,0.670,0.840,0.980,13792,180807,0,116,0
0,0,0,0,83,12,13,82,0.860,0.870,0.990,13760,180806,0,148,0
0,0,0,0,83,12,13,82,0.860,0.870,0.990,13760,180772,0,153,0
0,0,0,0,83,12,13,82,0.860,0.870,0.990,13760,180771,0,117,0
0,0,0,0,83,12,13,82,0.860,0.870,0.990,13760,180772,0,117,0
0,0,0,0,83,12,13,82,0.860,0.870,0.990,13792,180782,0,117,0
0,0,0,0,83,12,13,82,0.790,0.860,0.990,13824,180782,0,122,0
0,0,0,0,83,12,13,82,0.790,0.860,0.990,13792,180785,0,163,0
0,0,0,0,83,12,13,82,0.790,0.860,0.990,13824,180723,0,160,0
0,0,0,0,83,12,13,82,0.790,0.860,0.990,13824,180724,0,115,0
0,0,0,0,83,12,13,82,0.790,0.860,0.990,13856,180686,0,117,0
0,0,0,0,83,12,13,82,0.720,0.840,0.980,13856,180685,0,115,0
0,0,0,0,83,12,13,82,0.720,0.840,0.980,13824,180695,0,114,0
0,0,0,0,83,12,13,82,0.720,0.840,0.980,13792,180696,0,144,0
0,0,0,0,83,12,13,82,0.720,0.840,0.980,13824,180697,0,121,0
0,0,0,0,83,12,13,82,0.720,0.840,0.980,13760,179586,0,117,0
0,0,0,0,83,12,13,82,0.750,0.850,0.980,13824,179586,0,118,0
0,0,0,0,83,12,13,82,0.750,0.850,0.980,13824,179539,0,116,0
0,0,0,0,83,12,13,82,0.750,0.850,0.980,13824,179547,0,136,0
0,0,0,0,83,12,13,82,0.750,0.850,0.980,13792,179568,0,156,0
0,0,0,0,83,12,13,82,0.750,0.850,0.980,13824,179574,0,129,0
0,0,0,0,83,12,13,82,0.770,0.850,0.980,13824,179565,0,115,0
0,0,0,0,83,12,13,82,0.770,0.850,0.980,13824,179565,0,122,0
0,0,0,0,83,12,13,82,0.770,0.850,0.980,13792,179566,0,118,0
0,0,0,0,83,12,13,82,0.770,0.850,0.980,13792,179522,0,124,0
0,0,0,0,83,12,13,82,0.770,0.850,0.980,13792,180612,0,139,0
0,0,0,0,83,12,13,82,0.700,0.830,0.980,13856,180621,0,118,0
0,0,0,0,83,12,13,82,0.700,0.830,0.980,13824,180620,0,117,0
0,0,0,0,83,12,13,82,0.700,0.830,0.980,13824,180621,0,145,0
0,0,0,0,83,12,13,82,0.700,0.830,0.980,13824,180623,0,144,0
0,0,0,0,83,12,13,82,0.700,0.830,0.980,13824,180621,0,122,0
0,0,0,0,83,12,13,82,0.650,0.820,0.970,13792,180620,0,150,0
0,0,0,0,83,12,13,82,0.650,0.820,0.970,13792,180630,0,148,0
0,0,0,0,83,12,13,82,0.650,0.820,0.970,13792,180606,0,127,0
0,0,0,0,83,12,13,82,0.650,0.820,0.970,13760,180607,0,122,0
0,0,0,0,83,12,13,82,0.650,0.820,0.970,13792,180606,0,118,0
0,0,0,0,83,12,13,82,0.600,0.810,0.970,13856,180607,0,113,0
0,0,0,0,83,12,13,82,0.600,0.810,0.970,13824,180607,0,156,0
0,0,0,0,83,12,13,82,0.600,0.810,0.970,13824,180603,0,117,0
0,0,0,0,83,12,13,82,0.600,0.810,0.970,13760,180559,0,119,0
0,0,0,0,83,12,13,82,0.600,0.810,0.970,13760,180579,0,140,0
0,0,0,0,83,12,13,82,0.630,0.810,0.970,13824,180578,0,113,0
0,0,0,0,83,12,13,82,0.630,0.810,0.970,13824,180578,0,120,0
0,0,0,0,83,12,13,82,0.630,0.810,0.970,13824,180518,0,148,0
0,0,0,0,83,12,13,82,0.630,0.810,0.970,13792,180518,0,121,0
0,0,0,0,83,12,13,82,0.630,0.810,0.970,13760,180517,0,117,0
0,0,0,0,83,12,13,82,0.740,0.830,0.970,13792,180517,0,116,0
0,0,0,0,83,12,13,82,0.740,0.830,0.970,13792,180527,0,129,0
0,0,0,0,83,12,13,82,0.740,0.830,0.970,13824,180495,0,113,0
0,0,0,0,83,12,13,82,0.740,0.830,0.970,13856,180493,0,154,0
0,0,0,0,83,12,13,82,0.740,0.830,0.970,13824,180492,0,145,0
0,0,0,0,83,12,13,82,0.760,0.830,0.970,13824,180504,0,133,0
0,0,0,0,83,12,13,82,0.760,0.830,0.970,13824,180492,0,120,0
0,0,0,0,83,12,13,82,0.760,0.830,0.970,13824,179324,0,120,0
0,0,0,0,83,12,13,82,0.760,0.830,0.970,13792,179345,0,116,0
0,0,0,0,83,12,13,82,0.760,0.830,0.970,13824,179363,0,152,0
0,0,0,0,83,12,13,82,0.700,0.820,0.970,13760,179363,0,114,0
0,0,0,0,83,12,13,82,0.700,0.820,0.970,13728,179363,0,118,0
0,0,0,0,83,12,13,82,0.700,0.820,0.970,13792,179364,0,123,0
0,0,0,0,83,12,13,82,0.700,0.820,0.970,13792,179365,0,118,0
0,0,0,0,83,12,13,82,0.700,0.820,0.970,13760,179364,0,114,0
0,0,0,0,83,12,13,82,0.640,0.810,0.960,13792,179374,0,169,0
0,0,0,0,83,12,13,82,0.640,0.810,0.960,13792,179373,0,121,0
0,0,0,0,83,12,13,82,0.640,0.810,0.960,13792,180397,0,129,0
0,0,0,0,83,12,13,82,0.640,0.810,0.960,13792,180398,0,119,0
0,0,0,0,83,12,13,82,0.640,0.810,0.960,13792,180399,0,114,0
0,0,0,0,83,12,13,82,0.590,0.790,0.960,13856,180398,0,117,0
0,0,0,0,83,12,13,82,0.590,0.790,0.960,13856,180397,0,161,0
0,0,0,0,83,12,13,82,0.590,0.790,0.960,13856,180408,0,115,0
0,0,0,0,83,12,13,82,0.590,0.790,0.960,13888,180362,0,115,0
0,0,0,0,83,12,13,82,0.590,0.790,0.960,13856,180382,0,112,0
0,0,0,0,83,12,13,82,0.540,0.780,0.950,13856,180382,0,118,0
0,0,0,0,83,12,13,82,0.540,0.780,0.950,13824,180381,0,136,0
0,0,0,0,83,12,13,82,0.540,0.780,0.950,13824,180381,0,138,0
0,0,0,0,83,12,13,82,0.540,0.780,0.950,13792,180382,0,121,0
0,0,0,0,83,12,13,82,0.540,0.780,0.950,13792,180393,0,118,0
0,0,0,0,83,12,13,82,0.580,0.780,0.950,13728,180392,0,116,0
0,0,0,0,83,12,13,82,0.580,0.780,0.950,13760,180392,0,119,0
0,0,0,0,83,12,13,82,0.580,0.780,0.950,13728,180357,0,118,0
0,0,0,0,83,12,13,82,0.580,0.780,0.950,13760,180296,0,147,0
0,0,0,0,83,12,13,82,0.580,0.780,0.950,13728,180295,0,129,0
0,0,0,0,83,12,13,82,0.610,0.790,0.950,13760,180295,0,115,0
0,0,0,0,83,12,13,82,0.610,0.790,0.950,13760,180307,0,144,0
0,0,0,0,83,12,13,82,0.610,0.790,0.950,13760,180308,0,135,0
0,0,0,0,83,12,13,82,0.610,0.790,0.950,13792,180262,0,116,0
0,0,0,0,83,12,13,82,0.610,0.790,0.950,13792,180270,0,153,0
0,0,0,0,83,12,13,82,0.640,0.790,0.950,13792,180269,0,127,0
0,0,0,0,83,12,13,82,0.640,0.790,0.950,13856,180269,0,123,0
0,0,0,0,83,12,13,82,0.640,0.790,0.950,13824,180272,0,129,0
0,0,0,0,83,12,13,82,0.640,0.790,0.950,13824,180292,0,131,0
0,0,0,0,83,12,13,82,0.640,0.790,0.950,13824,180295,0,133,0
0,0,0,0,83,12,13,82,0.990,0.860,0.980,13824,179180,0,161,0
0,0,0,0,83,12,13,82,0.990,0.860,0.980,13856,179154,0,120,0
0,0,0,0,83,12,13,82,0.990,0.860,0.980,13856,179166,0,140,0
0,0,0,0,83,12,13,82,0.990,0.860,0.980,13824,179167,0,122,0
0,0,0,0,83,12,13,82,0.990,0.860,0.980,13824,179167,0,114,0
0,0,0,0,83,12,13,82,0.990,0.860,0.980,13824,179167,0,139,0
0,0,0,0,83,12,13,82,0.990,0.860,0.980,13824,179167,0,156,0
0,0,0,0,83,12,13,82,0.990,0.860,0.980,13792,179167,0,121,0
0,0,0,0,83,12,13,82,0.990,0.860,0.980,13824,179121,0,111,0
0,0,0,0,83,12,13,82,0.990,0.860,0.980,13792,179131,0,120,0
0,0,0,0,83,12,13,82,0.910,0.850,0.970,13824,180201,0,114,0
0,0,0,0,83,12,13,82,0.910,0.850,0.970,13824,180200,0,116,0
0,0,0,0,83,12,13,82,0.910,0.850,0.970,13824,180211,0,156,0
0,0,0,0,83,12,13,82,0.910,0.850,0.970,13824,180212,0,141,0
0,0,0,0,83,12,13,82,0.910,0.850,0.970,13792,180212,0,123,0
0,0,0,0,83,12,13,82,1.080,0.880,0.980,13824,180211,0,122,0
0,0,0,0,83,12,13,82,1.080,0.880,0.980,13824,180175,0,119,0
0,0,0,0,83,12,13,82,1.080,0.880,0.980,13792,180186,0,127,0
0,0,0,0,83,12,13,82,1.080,0.880,0.980,13824,180185,0,147,0
0,0,0,0,83,12,13,82,1.080,0.880,0.980,13824,180195,0,137,0
0,0,0,0,83,12,13,82,1.160,0.900,0.990,13792,180203,0,113,0
0,0,0,0,83,12,13,82,1.160,0.900,0.990,13792,180195,0,146,0
0,0,0,0,83,12,13,82,1.160,0.900,0.990,13792,180136,0,119,0
0,0,0,0,83,12,13,82,1.160,0.900,0.990,13760,180090,0,129,0
0,0,0,0,83,12,13,82,1.160,0.900,0.990,13824,180090,0,161,0
0,0,0,0,83,12,13,82,1.140,0.910,0.990,13792,180100,0,115,0
0,0,0,0,83,12,13,82,1.140,0.910,0.990,13792,180111,0,119,0
0,0,0,0,83,12,13,82,1.140,0.910,0.990,13760,180110,0,114,0
0,0,0,0,83,12,13,82,1.140,0.910,0.990,13760,180109,0,122,0
0,0,0,0,83,12,13,82,1.140,0.910,0.990,13760,180109,0,113,0
0,0,0,0,83,12,13,82,1.210,0.920,0.990,13792,180109,0,157,0
0,0,0,0,83,12,13,82,1.210,0.920,0.990,13760,180063,0,119,0
0,0,0,0,83,12,13,82,1.210,0.920,0.990,13728,180075,0,129,0
0,0,0,0,83,12,13,82,1.210,0.920,0.990,13728,180093,0,121,0
0,0,0,0,83,12,13,82,1.210,0.920,0.990,13760,180094,0,142,0
0,0,0,0,83,12,13,82,1.210,0.920,0.990,13760,180094,0,117,0
0,0,0,0,83,12,13,82,1.280,0.940,1,13824,180094,0,154,0
0,0,0,0,83,12,13,82,1.280,0.940,1,13824,180095,0,118,0
0,0,0,0,83,12,13,82,1.280,0.940,1,13824,180095,0,118,0
0,0,0,0,83,12,13,82,1.280,0.940,1,13792,178947,0,119,0
0,0,0,0,83,12,13,82,1.280,0.940,1,13792,178967,0,117,0
0,0,0,0,83,12,13,82,1.490,0.990,1.020,13792,178967,0,115,0
0,0,0,0,83,12,13,82,1.490,0.990,1.020,13792,178968,0,151,0
0,0,0,0,83,12,13,82,1.490,0.990,1.020,13792,178969,0,118,0
0,0,0,0,83,12,13,82,1.490,0.990,1.020,13792,178967,0,123,0
0,0,0,0,83,12,13,82,1.490,0.990,1.020,13824,178969,0,136,0
0,0,0,0,83,12,13,82,1.530,1.010,1.020,13856,178922,0,108,0
0,0,0,0,83,12,13,82,1.530,1.010,1.020,13824,180002,0,120,0
0,0,0,0,83,12,13,82,1.530,1.010,1.020,13824,180001,0,160,0
0,0,0,0,83,12,13,82,1.530,1.010,1.020,13824,180002,0,129,0
0,0,0,0,83,12,13,82,1.530,1.010,1.020,13792,180001,0,119,0
0,0,0,0,83,12,13,82,1.650,1.040,1.030,13856,180002,0,119,0
0,0,0,0,83,12,13,82,1.650,1.040,1.030,13824,180002,0,133,0
0,0,0,0,83,12,13,82,1.650,1.040,1.030,13824,180002,0,114,0
0,0,0,0,83,12,13,82,1.650,1.040,1.030,13856,179986,0,152,0
0,0,0,0,83,12,13,82,1.650,1.040,1.030,13856,179998,0,123,0
0,0,0,0,83,12,13,82,1.920,1.110,1.050,13856,179997,0,130,0
0,0,0,0,83,12,13,82,1.920,1.110,1.050,13824,179936,0,120,0
0,0,0,0,83,12,13,82,1.920,1.110,1.050,13824,179938,0,143,0
0,0,0,0,83,12,13,82,1.920,1.110,1.050,13824,179937,0,116,0
0,0,0,0,83,12,13,82,1.920,1.110,1.050,13792,179942,0,160,0
0,0,0,0,83,12,13,82,2.170,1.170,1.080,13792,179913,0,118,0
0,0,0,0,83,12,13,82,2.170,1.170,1.080,13856,179926,0,114,0
0,0,0,0,83,12,13,82,2.170,1.170,1.080,13824,179926,0,123,0
0,0,0,0,83,12,13,82,2.170,1.170,1.080,13824,179925,0,136,0
0,0,0,0,83,12,13,82,2.170,1.170,1.080,13824,179927,0,122,0
0,0,0,0,83,12,13,82,2.390,1.240,1.100,13824,179928,0,181,0
0,0,0,0,83,12,13,82,2.390,1.240,1.100,13792,179925,0,147,0
0,0,0,0,83,12,13,82,2.390,1.240,1.100,13856,179896,0,115,0
0,0,0,0,83,12,13,82,2.390,1.240,1.100,13856,179906,0,116,0
0,0,0,0,83,12,13,82,2.390,1.240,1.100,13792,179916,0,115,0
0,0,0,0,83,12,13,82,2.360,1.250,1.100,13856,179916,0,120,0
0,0,0,0,83,12,13,82,2.360,1.250,1.100,13856,179920,0,149,0
0,0,0,0,83,12,13,82,2.360,1.250,1.100,13792,179917,0,119,0
0,0,0,0,83,12,13,82,2.360,1.250,1.100,13792,179917,0,111,0
0,0,0,0,83,12,13,82,2.360,1.250,1.100,13824,178817,0,69,0
0,0,0,0,83,12,13,82,2.410,1.280,1.110,13824,178816,0,70,0
0,0,0,0,83,12,13,82,2.410,1.280,1.110,13824,178782,0,99,0
0,0,0,0,83,12,13,82,2.410,1.280,1.110,13856,178781,0,106,0
0,0,0,0,83,12,13,82,2.410,1.280,1.110,13856,178780,0,99,0
0,0,0,0,83,12,13,82,2.410,1.280,1.110,13856,178780,0,75,0
0,0,0,0,83,12,13,82,2.300,1.270,1.110,13824,178778,0,51,0
0,0,0,0,83,12,13,82,2.300,1.270,1.110,13856,178789,0,35,0
0,0,0,0,83,12,13,82,2.300,1.270,1.110,13856,178789,0,32,0
0,0,0,0,83,12,13,82,2.300,1.270,1.110,13856,178744,0,64,0
0,0,0,0,83,12,13,82,2.300,1.270,1.110,13856,179813,0,61,0
0,0,0,0,83,12,13,82,2.840,1.400,1.150,13760,179829,0,188,0
0,0,0,0,83,12,13,82,2.840,1.400,1.150,13760,179833,0,135,0
0,0,0,0,83,12,13,82,2.840,1.400,1.150,13792,179832,0,157,0
0,0,0,0,83,12,13,82,2.840,1.400,1.150,13792,179843,0,117,0
0,0,0,0,83,12,13,82,2.840,1.400,1.150,13792,179843,0,153,0
0,0,0,0,83,12,13,82,2.610,1.380,1.150,13824,179853,0,133,0
0,0,0,0,83,12,13,82,2.610,1.380,1.150,13824,179805,0,142,0
0,0,0,0,83,12,13,82,2.610,1.380,1.150,13856,179755,0,123,0
0,0,0,0,83,12,13,82,2.610,1.380,1.150,13856,179755,0,127,0
0,0,0,0,83,12,13,82,2.610,1.380,1.150,13792,179755,0,122,0
0,0,0,0,83,12,13,82,2.480,1.370,1.150,13856,179766,0,175,0
0,0,0,0,83,12,13,82,2.480,1.370,1.150,13824,179765,0,139,0
0,0,0,0,83,12,13,82,2.480,1.370,1.150,13728,179544,0,140,0
