"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/load_lock_tcp.csv --load --lock --tcp 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"load avg",,,"file locks",,,,"tcp sockets",,,,
"1m","5m","15m","pos","lck","rea","wri","lis","act","syn","tim","clo"
0.100,0.560,1.840,56,12,10,58,7,11,0,7,1
0.100,0.560,1.840,56,12,10,58,7,11,0,7,1
0.090,0.550,1.830,56,12,10,58,7,11,0,7,1
0.090,0.550,1.830,56,12,10,58,7,11,0,5,1
0.090,0.550,1.830,56,12,10,58,7,11,0,6,1
0.090,0.550,1.830,56,12,10,58,7,11,0,6,1
0.090,0.550,1.830,56,12,10,58,7,11,0,6,1
0.090,0.540,1.820,56,12,10,58,7,11,0,6,1
0.090,0.540,1.820,56,12,10,58,7,11,0,7,1
0.090,0.540,1.820,56,12,10,58,7,11,0,7,1
0.090,0.540,1.820,56,12,10,58,7,11,0,7,1
0.090,0.540,1.820,57,12,10,59,7,11,0,7,1
0.080,0.530,1.810,57,12,10,59,7,11,0,7,1
0.080,0.530,1.810,57,12,10,59,7,11,0,6,1
0.080,0.530,1.810,57,12,10,59,7,11,0,6,1
0.080,0.530,1.810,57,12,10,59,7,11,0,6,1
0.080,0.530,1.810,57,12,10,59,7,11,0,6,1
0.070,0.520,1.800,57,12,10,59,7,11,0,6,1
0.070,0.520,1.800,57,12,10,59,7,11,0,6,1
0.070,0.520,1.800,57,12,10,59,7,11,0,7,1
0.070,0.520,1.800,57,12,10,59,7,11,0,7,1
0.070,0.520,1.800,57,12,10,59,7,11,0,7,1
0.070,0.520,1.790,57,12,10,59,7,11,0,7,1
0.070,0.520,1.790,57,12,10,59,7,11,0,6,1
0.070,0.520,1.790,57,12,10,59,7,11,0,6,1
0.070,0.520,1.790,57,12,10,59,7,11,0,6,1
0.070,0.520,1.790,57,12,10,59,7,11,0,6,1
0.060,0.510,1.780,57,12,10,59,7,11,0,6,1
0.060,0.510,1.780,57,12,10,59,7,11,0,6,1
0.060,0.510,1.780,57,12,10,59,7,10,1,6,2
0.060,0.510,1.780,57,12,10,59,7,11,0,7,1
0.060,0.510,1.780,57,12,10,59,7,11,0,7,1
0.060,0.500,1.770,57,12,10,59,7,11,0,7,1
0.060,0.500,1.770,57,12,10,59,7,11,0,7,1
0.060,0.500,1.770,57,12,10,59,7,11,0,8,1
0.060,0.500,1.770,57,12,10,59,7,11,0,7,1
0.060,0.500,1.770,57,12,10,59,7,11,0,7,1
0.050,0.490,1.760,57,12,10,59,7,11,0,7,1
0.050,0.490,1.760,57,12,10,59,7,11,0,7,1
0.050,0.490,1.760,57,12,10,59,7,11,0,7,1
0.050,0.490,1.760,57,12,10,59,7,11,0,8,1
0.050,0.490,1.760,57,12,10,59,7,11,0,8,1
0.050,0.480,1.750,57,12,10,59,7,11,0,8,1
0.050,0.480,1.750,56,12,10,58,7,11,0,8,1
0.050,0.480,1.750,56,12,10,58,7,11,0,8,1
0.050,0.480,1.750,56,12,10,58,7,11,0,8,1
0.050,0.480,1.750,56,12,10,58,7,11,0,7,1
0.040,0.470,1.740,56,12,10,58,7,11,0,7,1
0.040,0.470,1.740,56,12,10,58,7,11,0,7,1
0.040,0.470,1.740,56,12,10,58,7,11,0,7,1
0.040,0.470,1.740,56,12,10,58,7,11,0,7,1
0.040,0.470,1.740,56,12,10,58,7,11,0,8,1
0.040,0.460,1.730,56,12,10,58,7,11,0,8,1
0.040,0.460,1.730,56,12,10,58,7,11,1,8,1
0.040,0.460,1.730,56,12,10,58,7,11,1,8,1
0.040,0.460,1.730,56,12,10,58,7,11,1,8,1
0.040,0.460,1.730,56,12,10,58,7,11,1,8,1
0.040,0.460,1.720,56,12,10,58,7,11,1,8,1
0.040,0.460,1.720,56,12,10,58,7,11,1,7,1
0.040,0.460,1.720,56,12,10,58,7,11,1,7,1
0.040,0.460,1.720,56,12,10,58,7,12,0,7,1
0.040,0.460,1.720,56,12,10,58,7,12,0,7,1
0.030,0.450,1.710,56,12,10,58,7,11,1,8,1
0.030,0.450,1.710,56,12,10,58,7,11,0,8,1
0.030,0.450,1.710,56,12,10,58,7,11,0,7,1
0.030,0.450,1.710,56,12,10,58,7,11,0,7,1
0.030,0.450,1.710,56,12,10,58,7,11,0,8,1
0.030,0.440,1.700,56,12,10,58,7,11,0,8,1
0.030,0.440,1.700,56,12,10,58,7,11,0,7,1
0.030,0.440,1.700,56,12,10,58,7,11,0,7,1
0.030,0.440,1.700,56,12,10,58,7,11,0,7,1
0.030,0.440,1.700,56,12,10,58,7,11,0,7,1
0.030,0.430,1.690,56,12,10,58,7,11,0,7,1
0.030,0.430,1.690,56,12,10,58,7,11,0,8,1
0.030,0.430,1.690,56,12,10,58,7,11,0,8,1
0.030,0.430,1.690,56,12,10,58,7,11,0,8,1
0.030,0.430,1.690,56,12,10,58,7,11,0,8,1
0.020,0.430,1.680,56,12,10,58,7,11,0,8,1
0.020,0.430,1.680,56,12,10,58,7,11,0,8,1
0.020,0.430,1.680,56,12,10,58,7,11,0,8,1
0.020,0.430,1.680,56,12,10,58,7,11,0,7,1
0.020,0.430,1.680,56,12,10,58,7,11,0,7,1
0.020,0.420,1.670,56,12,10,58,7,11,0,7,1
0.020,0.420,1.670,56,12,10,58,7,11,0,7,1
0.020,0.420,1.670,56,12,10,58,7,11,0,8,1
0.020,0.420,1.670,56,12,10,58,7,11,0,8,1
0.020,0.420,1.670,56,12,10,58,7,11,0,8,1
0.020,0.410,1.660,56,12,10,58,7,11,0,8,1
0.020,0.410,1.660,56,12,10,58,7,11,0,8,1
0.020,0.410,1.660,56,12,10,58,7,11,0,8,1
0.020,0.410,1.660,56,12,10,58,7,11,0,8,1
0.020,0.410,1.660,56,12,10,58,7,11,0,7,1
0.020,0.400,1.660,56,12,10,58,7,11,0,7,1
0.020,0.400,1.660,56,12,10,58,7,11,0,7,1
0.020,0.400,1.660,56,12,10,58,7,11,0,7,1
0.020,0.400,1.660,56,12,10,58,7,11,0,6,1
0.020,0.400,1.660,56,12,10,58,7,11,0,7,1
0.020,0.400,1.650,56,12,10,58,7,11,0,7,1
0.020,0.400,1.650,56,12,10,58,7,11,0,7,1
0.020,0.400,1.650,56,12,10,58,7,11,0,7,1
0.020,0.400,1.650,56,12,10,58,7,9,0,7,2
0.020,0.400,1.650,56,12,10,58,7,9,0,6,2
0.020,0.390,1.640,56,12,10,58,7,9,0,6,2
0.020,0.390,1.640,56,12,10,58,7,11,0,6,1
0.020,0.390,1.640,56,12,10,58,7,11,0,6,1
0.020,0.390,1.640,56,12,10,58,7,11,0,6,1
0.020,0.390,1.640,56,12,10,58,7,11,0,6,1
0.010,0.380,1.630,56,12,10,58,7,11,0,7,1
0.010,0.380,1.630,56,12,10,58,7,11,0,7,1
0.010,0.380,1.630,56,12,10,58,7,11,0,7,1
0.010,0.380,1.630,56,12,10,58,7,11,0,7,1
0.010,0.380,1.630,56,12,10,58,7,13,0,7,0
0.010,0.380,1.620,56,12,10,58,7,13,0,7,0
0.010,0.380,1.620,56,12,10,58,7,13,0,6,0
0.010,0.380,1.620,56,12,10,58,7,13,0,6,0
0.010,0.380,1.620,56,12,10,58,7,13,0,6,0
0.010,0.380,1.620,56,12,10,58,7,13,1,6,0
0.010,0.370,1.610,56,12,10,58,7,13,1,6,0
0.010,0.370,1.610,56,12,10,58,7,13,1,7,0
0.010,0.370,1.610,56,12,10,58,7,13,1,7,0
0.010,0.370,1.610,56,12,10,58,7,13,1,7,0
0.010,0.370,1.610,56,12,10,58,7,13,1,7,0
0.090,0.380,1.610,56,12,10,58,7,13,1,7,0
0.090,0.380,1.610,56,12,10,58,7,13,1,6,0
0.090,0.380,1.610,56,12,10,58,7,13,1,6,0
0.090,0.380,1.610,56,12,10,58,7,13,1,6,0
0.090,0.380,1.610,56,12,10,58,7,13,1,6,0
0.080,0.380,1.600,56,12,10,58,7,13,1,7,0
0.080,0.380,1.600,56,12,10,58,7,13,1,7,0
0.080,0.380,1.600,56,12,10,58,7,13,1,8,0
0.080,0.380,1.600,56,12,10,58,7,13,1,8,0
0.080,0.380,1.600,56,12,10,58,7,13,1,8,0
0.080,0.370,1.590,56,12,10,58,7,13,1,8,0
0.080,0.370,1.590,56,12,10,58,7,13,1,8,0
0.080,0.370,1.590,56,12,10,58,7,13,1,7,0
0.080,0.370,1.590,56,12,10,58,7,13,1,7,0
0.080,0.370,1.590,56,12,10,58,7,13,0,7,0
0.070,0.360,1.580,56,12,10,58,7,13,0,7,0
0.070,0.360,1.580,56,12,10,58,7,13,0,7,0
0.070,0.360,1.580,56,12,10,58,7,13,0,7,0
0.070,0.360,1.580,56,12,10,58,7,13,0,8,0
0.070,0.360,1.580,56,12,10,58,7,13,0,8,0
0.380,0.420,1.590,56,12,10,58,7,13,0,8,0
0.380,0.420,1.590,56,12,10,58,7,13,0,8,0
0.380,0.420,1.590,56,12,10,58,7,13,0,8,0
0.380,0.420,1.590,56,12,10,58,7,13,0,8,0
0.380,0.420,1.590,56,12,10,58,7,13,0,7,0
0.350,0.420,1.580,56,12,10,58,7,13,0,7,0
0.350,0.420,1.580,56,12,10,58,7,13,0,7,0
