"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/page_vm-adv_load_net_lock_cpu.csv --page --vm-adv --load --net --lock --cpu 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"paging",,"advanced virtual memory",,,,,"load avg",,,"net/total",,"file locks",,,,"total cpu usage",,,,
0,0,0,0,0,0,0,0.970,1.060,1.080,8023,7629,83,12,13,82,9.045,3.769,87.060,0.126,0
0,0,0,0,0,0,0,0.970,1.060,1.080,21573,11972,83,12,13,82,9.114,2.996,87.890,0,0
0,0,0,0,0,0,0,0.970,1.060,1.080,7194,7774,83,12,13,82,8.199,3.727,87.950,0.124,0
0,0,0,0,0,0,0,0.970,1.060,1.080,6342,7596,83,12,13,82,7.858,3.042,88.847,0.253,0
0,0,0,0,0,0,0,0.970,1.060,1.080,5824,6850,83,12,13,82,8.761,2.628,88.110,0.501,0
0,0,0,0,0,0,0,0.970,1.060,1.080,11033,12052,83,12,13,82,8.696,3.106,88.075,0.124,0
0,0,0,0,0,0,0,0.970,1.060,1.080,5860,7402,83,12,13,82,7.945,2.900,89.155,0,0
0,0,0,0,0,0,0,1.060,1.080,1.080,5917,7179,83,12,13,82,7.731,2.915,89.227,0.127,0
0,0,0,0,0,0,0,1.060,1.080,1.080,5966,7402,83,12,13,82,7.955,2.904,89.141,0,0
0,0,0,0,0,0,0,1.060,1.080,1.080,7111,8830,83,12,13,82,9.314,3.309,87.132,0.245,0
0,0,0,0,0,0,0,1.060,1.080,1.080,5876,6956,83,12,13,82,7.277,3.639,88.959,0.125,0
0,0,0,0,0,0,0,1.060,1.080,1.080,5990,7402,83,12,13,82,7.955,2.904,89.141,0,0
0,0,0,0,0,0,0,0.970,1.060,1.080,22816,12710,83,12,13,82,9.182,3.270,87.421,0.126,0
0,0,0,0,0,0,0,0.970,1.060,1.080,5865,6855,83,12,13,82,8.578,4.289,87.010,0.123,0
0,0,0,0,0,0,0,0.970,1.060,1.080,6058,7348,83,12,13,82,8.728,2.993,88.279,0,0
0,0,0,0,0,0,0,0.970,1.060,1.080,5816,6850,83,12,13,82,7.935,3.401,88.539,0.126,0
0,0,0,0,0,0,0,0.970,1.060,1.080,7591,14098,83,12,13,82,9.148,2.757,87.970,0.125,0
0,0,0,0,0,0,0,0.890,1.040,1.070,5820,6968,83,12,13,82,9.340,2.864,87.796,0,0
0,0,0,0,0,0,0,0.890,1.040,1.070,6214,7224,83,12,13,82,7.653,2.679,89.541,0.128,0
0,0,0,0,0,0,0,0.890,1.040,1.070,7099,8485,83,12,13,82,9.271,3.337,87.268,0.124,0
0,0,0,0,0,0,0,0.890,1.040,1.070,6121,7037,83,12,13,82,8.163,3.316,88.010,0.510,0
0,0,0,0,0,0,0,0.890,1.040,1.070,6955,12069,83,12,13,82,9.013,3.289,87.576,0.122,0
0,0,0,0,0,0,0,0.820,1.020,1.060,49262,17772,83,12,13,82,9.573,2.329,88.098,0,0
0,0,0,0,0,0,0,0.820,1.020,1.060,25213,13445,83,12,13,82,14.599,3.528,81.752,0.122,0
0,0,0,0,0,0,0,0.820,1.020,1.060,10039,94240,83,12,13,82,8.438,2.897,88.665,0,0
0,0,0,0,0,0,0,0.820,1.020,1.060,5880,6576,83,12,13,82,8.207,3.662,88.005,0.126,0
0,0,0,0,0,0,0,0.820,1.020,1.060,5750,7242,83,12,13,82,8.540,3.094,88.243,0.124,0
0,0,0,0,0,0,0,0.760,1.010,1.060,6231,7589,83,12,13,82,8.015,3.308,88.550,0.127,0
0,0,0,0,0,0,0,0.760,1.010,1.060,5750,6713,83,12,13,82,9.371,3.083,87.546,0,0
0,0,0,0,0,0,0,0.760,1.010,1.060,6139,7668,83,12,13,82,8.772,2.757,88.346,0.125,0
0,0,0,0,0,0,0,0.760,1.010,1.060,5750,6850,83,12,13,82,8.344,3.113,88.294,0.249,0
0,0,0,0,0,0,0,0.760,1.010,1.060,5880,6968,83,12,13,82,8.184,4.092,87.340,0.384,0
0,0,0,0,0,0,0,0.700,0.990,1.050,6231,7589,83,12,13,82,8.458,3.234,88.184,0.124,0
0,0,0,0,0,0,0,0.700,0.990,1.050,21633,12008,83,12,13,82,9.441,3.727,86.832,0,0
0,0,0,0,0,0,0,0.700,0.990,1.050,7853,7961,83,12,13,82,8.922,3.346,87.608,0.124,0
0,0,0,0,0,0,0,0.700,0.990,1.050,22598,13950,83,12,13,82,8.071,3.405,88.398,0.126,0
0,0,0,0,0,0,0,0.700,0.990,1.050,6667,7094,83,12,13,82,8.532,2.258,89.210,0,0
0,0,0,0,0,0,0,0.720,0.990,1.050,6231,7589,83,12,13,82,8.845,2.948,88.084,0.123,0
0,0,0,0,0,0,0,0.720,0.990,1.050,6580,7224,83,12,13,82,8.553,3.145,88.176,0.126,0
0,0,0,0,0,0,0,0.720,0.990,1.050,6816,7519,83,12,13,82,8.636,2.628,88.611,0.125,0
0,0,0,0,0,0,0,0.720,0.990,1.050,6072,7578,83,12,13,82,8.561,4.218,87.097,0.124,0
0,0,0,0,0,0,0,0.720,0.990,1.050,5750,6713,83,12,13,82,8.396,2.882,88.722,0,0
0,0,0,0,0,0,0,0.660,0.970,1.050,5750,7345,83,12,13,82,8.209,3.358,88.308,0.124,0
0,0,0,0,0,0,0,0.660,0.970,1.050,6256,7471,83,12,13,82,8.965,2.652,88.258,0.126,0
0,0,0,0,0,0,0,0.660,0.970,1.050,23543,13084,83,12,13,82,9.296,3.141,87.312,0.251,0
0,0,0,0,0,0,0,0.660,0.970,1.050,5860,7186,83,12,13,82,7.116,3.050,89.454,0.381,0
0,0,0,0,0,0,0,0.660,0.970,1.050,9572,17953,83,12,13,82,8.333,3.483,88.060,0.124,0
0,0,0,0,0,0,0,0.690,0.970,1.050,5750,7326,83,12,13,82,8.229,3.117,88.653,0,0
0,0,0,0,0,0,0,0.690,0.970,1.050,5946,7292,83,12,13,82,8.540,3.589,87.748,0.124,0
0,0,0,0,0,0,0,0.690,0.970,1.050,6400,7519,83,12,13,82,7.722,2.831,89.189,0.257,0
0,0,0,0,0,0,0,0.690,0.970,1.050,5836,7074,83,12,13,82,8.561,5.955,85.360,0.124,0
0,0,0,0,0,0,0,0.690,0.970,1.050,5860,7044,83,12,13,82,9.158,3.342,87.376,0.124,0
0,0,0,0,0,0,0,0.630,0.960,1.040,5880,7350,83,12,13,82,8.060,4.030,87.783,0.126,0
0,0,0,0,0,0,0,0.630,0.960,1.040,6342,7601,83,12,13,82,7.585,2.781,89.633,0,0
0,0,0,0,0,0,0,0.630,0.960,1.040,6399,8881,83,12,13,82,10.100,2.868,86.908,0.125,0
0,0,0,0,0,0,0,0.630,0.960,1.040,22673,11185,83,12,13,82,8.487,2.829,88.561,0.123,0
0,0,0,0,0,0,0,0.630,0.960,1.040,8073,11956,83,12,13,82,8.036,3.189,88.648,0.128,0
0,0,0,0,0,0,0,0.580,0.940,1.030,5880,7124,83,12,13,82,8.281,2.886,88.833,0,0
0,0,0,0,0,0,0,0.580,0.940,1.030,6394,7445,83,12,13,82,8.407,3.513,87.955,0.125,0
0,0,0,0,0,0,0,0.580,0.940,1.030,6828,7831,83,12,13,82,7.828,2.399,89.773,0,0
0,0,0,0,0,0,0,0.580,0.940,1.030,5790,6890,83,12,13,82,7.509,3.379,88.986,0.125,0
0,0,0,0,0,0,0,0.580,0.940,1.030,5990,7186,83,12,13,82,9.046,2.726,87.608,0.620,0
0,0,0,0,0,0,0,0.620,0.940,1.030,6748,8244,83,12,13,82,8.240,3.246,88.514,0,0
0,0,0,0,0,0,0,0.620,0.940,1.030,6801,8100,83,12,13,82,8.176,2.767,88.931,0.126,0
0,0,0,0,0,0,0,0.620,0.940,1.030,5934,7044,83,12,13,82,8.755,2.466,88.779,0,0
0,0,0,0,0,0,0,0.620,0.940,1.030,19984,11779,83,12,13,82,8.908,3.388,87.578,0.125,0
0,0,0,0,0,0,0,0.620,0.940,1.030,5750,6936,83,12,13,82,8.543,3.266,87.688,0.503,0
0,0,0,0,0,0,0,0.570,0.930,1.030,10588,8368,83,12,13,82,7.421,2.893,89.686,0,0
0,0,0,0,0,0,0,0.570,0.930,1.030,6411,7179,83,12,13,82,8.354,2.278,89.241,0.127,0
0,0,0,0,0,0,0,0.570,0.930,1.030,6306,8208,83,12,13,82,7.721,3.186,89.093,0,0
0,0,0,0,0,0,0,0.570,0.930,1.030,5962,7086,83,12,13,82,8.217,3.413,88.243,0.126,0
0,0,0,0,0,0,0,0.570,0.930,1.030,5917,7174,83,12,13,82,8.375,4,87.375,0.250,0
0,0,0,0,0,0,0,0.520,0.910,1.020,23047,15076,83,12,13,82,8.636,3.004,88.235,0.125,0
0,0,0,0,0,0,0,0.520,0.910,1.020,5750,6855,83,12,13,82,9.387,2.753,87.735,0.125,0
0,0,0,0,0,0,0,0.520,0.910,1.020,5948,7394,83,12,13,82,8.240,3.745,87.890,0.125,0
0,0,0,0,0,0,0,0.520,0.910,1.020,6056,7044,83,12,13,82,8.500,3.375,88.125,0,0
0,0,0,0,0,0,0,0.520,0.910,1.020,7395,13566,83,12,13,82,8.978,3.367,87.406,0.249,0
0,0,0,0,0,0,0,0.560,0.910,1.020,22275,12858,83,12,13,82,8.883,2.792,88.198,0.127,0
0,0,0,0,0,0,0,0.560,0.910,1.020,8961,10643,83,12,13,82,8.489,3.371,88.140,0,0
0,0,0,0,0,0,0,0.560,0.910,1.020,6029,7690,83,12,13,82,8.166,2.889,88.819,0.126,0
0,0,0,0,0,0,0,0.560,0.910,1.020,5860,7044,83,12,13,82,8.966,3.362,87.422,0.249,0
0,0,0,0,0,0,0,0.560,0.910,1.020,5880,6850,83,12,13,82,8.020,3.258,88.471,0.251,0
0,0,0,0,0,0,0,0.520,0.900,1.020,7369,11482,83,12,13,82,9.010,2.665,88.325,0,0
0,0,0,0,0,0,0,0.520,0.900,1.020,36349,9608,83,12,13,82,9.080,3.109,87.687,0.124,0
0,0,0,0,0,0,0,0.520,0.900,1.020,10980,94685,83,12,13,82,9.046,2.850,88.104,0,0
0,0,0,0,0,0,0,0.520,0.900,1.020,5860,7539,83,12,13,82,7.308,3.205,89.359,0.128,0
0,0,0,0,0,0,0,0.520,0.900,1.020,5750,6713,83,12,13,82,8.292,3.713,87.871,0.124,0
0,0,0,0,0,0,0,0.710,0.930,1.030,5750,7105,83,12,13,82,8.217,4.172,87.611,0,0
0,0,0,0,0,0,0,0.710,0.930,1.030,23211,12949,83,12,13,82,10.285,4.585,85.006,0.124,0
0,0,0,0,0,0,0,0.710,0.930,1.030,5914,8256,83,12,13,82,7.905,3.764,88.206,0.125,0
0,0,0,0,0,0,0,0.710,0.930,1.030,5865,8132,83,12,13,82,8.010,3.129,88.736,0.125,0
0,0,0,0,0,0,0,0.710,0.930,1.030,5946,8192,83,12,13,82,8.211,4.412,87.377,0,0
0,0,0,0,0,0,0,0.660,0.920,1.020,6246,8622,83,12,13,82,8,2.452,89.419,0.129,0
0,0,0,0,0,0,0,0.660,0.920,1.020,5946,7150,83,12,13,82,8.221,3.067,88.712,0,0
0,0,0,0,0,0,0,0.660,0.920,1.020,5880,6850,83,12,13,82,8.761,2.503,88.611,0.125,0
0,0,0,0,0,0,0,0.660,0.920,1.020,5888,7643,83,12,13,82,7.868,3.934,88.198,0,0
0,0,0,0,0,0,0,0.660,0.920,1.020,7429,7712,83,12,13,82,9.308,2.893,87.547,0.252,0
0,0,0,0,0,0,0,0.600,0.900,1.020,6889,8036,83,12,13,82,8.966,2.740,87.796,0.498,0
0,0,0,0,0,0,0,0.600,0.900,1.020,10539,14223,83,12,13,82,9.689,2.981,87.205,0.124,0
0,0,0,0,0,0,0,0.600,0.900,1.020,23344,9329,83,12,13,82,8.564,2.645,88.665,0.126,0
0,0,0,0,0,0,0,0.600,0.900,1.020,5847,6831,83,12,13,82,8.553,3.145,88.302,0,0
0,0,0,0,0,0,0,0.600,0.900,1.020,5975,7460,83,12,13,82,7.557,3.023,89.295,0.126,0
0,0,0,0,0,0,0,0.560,0.890,1.010,5750,6850,83,12,13,82,7.995,2.460,89.545,0,0
0,0,0,0,0,0,0,0.560,0.890,1.010,6146,7483,83,12,13,82,9.102,2.528,88.243,0.126,0
0,0,0,0,0,0,0,0.560,0.890,1.010,5990,7044,83,12,13,82,9.280,3.907,86.691,0.122,0
0,0,0,0,0,0,0,0.560,0.890,1.010,5750,6992,83,12,13,82,13.350,3.023,83.627,0,0
0,0,0,0,0,0,0,0.560,0.890,1.010,9602,20771,83,12,13,82,8.060,3.778,87.909,0.252,0
0,0,0,0,0,0,0,0.750,0.920,1.020,5990,6850,83,12,13,82,8.739,2.622,88.639,0,0
0,0,0,0,0,0,0,0.750,0.920,1.020,6023,7037,83,12,13,82,8.385,2.628,88.861,0.125,0
0,0,0,0,0,0,0,0.750,0.920,1.020,22802,13340,83,12,13,82,9.500,3,87.500,0,0
0,0,0,0,0,0,0,0.750,0.920,1.020,6626,7094,83,12,13,82,8.575,3.153,88.020,0.252,0
0,0,0,0,0,0,0,0.750,0.920,1.020,5880,7056,83,12,13,82,8.050,3.648,87.925,0.377,0
0,0,0,0,0,0,0,0.690,0.910,1.010,5860,7186,83,12,13,82,8.889,3.333,87.778,0,0
0,0,0,0,0,0,0,0.690,0.910,1.010,6965,7361,83,12,13,82,9.415,2.163,88.295,0.127,0
81920,0,0,0,0,0,0,0.690,0.910,1.010,9681,11481,83,12,13,82,11.887,3.554,84.436,0.123,0
0,0,0,0,0,0,0,0.690,0.910,1.010,16127,9390,83,12,13,82,8.270,2.163,89.440,0.127,0
0,0,0,0,0,0,0,0.690,0.910,1.010,8422,11915,83,12,13,82,8.853,4.239,86.783,0.125,0
0,0,0,0,0,0,0,0.630,0.890,1.010,23334,13208,83,12,13,82,8.407,2.760,88.833,0,0
0,0,0,0,0,0,0,0.630,0.890,1.010,5917,6900,83,12,13,82,8.125,2.625,89.125,0.125,0
0,0,0,0,0,0,0,0.630,0.890,1.010,5957,7327,83,12,13,82,8.228,3.165,88.608,0,0
0,0,0,0,0,0,0,0.630,0.890,1.010,25443,13318,83,12,13,82,8.813,3.427,87.515,0.245,0
0,0,0,0,0,0,0,0.630,0.890,1.010,5750,6850,83,12,13,82,7.955,4.545,87.247,0.253,0
0,0,0,0,0,0,0,0.580,0.870,1,6823,8368,83,12,13,82,8,3,88.875,0.125,0
0,0,0,0,0,0,0,0.580,0.870,1,6318,7414,83,12,13,82,9.363,2.871,87.765,0,0
0,0,0,0,0,0,0,0.580,0.870,1,5635,6850,83,12,13,82,8.629,2.411,88.959,0,0
0,0,0,0,0,0,0,0.580,0.870,1,5975,7044,83,12,13,82,8.680,3.545,87.653,0.122,0
0,0,0,0,0,0,0,0.580,0.870,1,5709,6992,83,12,13,82,8.036,4.082,87.755,0.128,0
0,0,0,0,0,0,0,0.540,0.860,1,5995,7326,83,12,13,82,7.351,2.662,89.861,0.127,0
0,0,0,0,0,0,0,0.540,0.860,1,5860,7044,83,12,13,82,8.610,3.444,87.823,0.123,0
0,0,0,0,0,0,0,0.540,0.860,1,22663,14346,83,12,13,82,7.595,2.785,89.620,0,0
0,0,0,0,0,0,0,0.540,0.860,1,19904,16017,83,12,13,82,9.494,3.165,87.215,0.127,0
0,0,0,0,0,0,0,0.540,0.860,1,24206,11086,83,12,13,82,8.125,3.875,87.750,0.250,0
0,0,0,0,0,0,0,0.490,0.850,0.990,5750,6850,83,12,13,82,7.268,3.258,89.223,0.251,0
0,0,0,0,0,0,0,0.490,0.850,0.990,5966,7520,83,12,13,82,7.731,2.993,89.277,0,0
0,0,0,0,0,0,0,0.490,0.850,0.990,6396,6899,83,12,13,82,9.632,4.183,86.058,0.127,0
0,0,0,0,0,0,0,0.490,0.850,0.990,5816,6850,83,12,13,82,7.338,3.731,88.806,0.124,0
0,0,0,0,0,0,0,0.490,0.850,0.990,7599,13748,83,12,13,82,7.692,4.103,88.077,0.128,0
0,0,0,0,0,0,0,0.450,0.830,0.990,5820,6850,83,12,13,82,8.323,3.794,87.760,0.122,0
0,0,0,0,0,0,0,0.450,0.830,0.990,6027,7955,83,12,13,82,7.878,2.795,89.199,0.127,0
0,0,0,0,0,0,0,0.450,0.830,0.990,6245,7332,83,12,13,82,7.945,2.774,89.281,0,0
0,0,0,0,0,0,0,0.450,0.830,0.990,11712,12686,83,12,13,82,8.489,3.371,88.015,0.125,0
0,0,0,0,0,0,0,0.450,0.830,0.990,28777,18101,84,12,13,83,12.344,4.489,83.042,0.125,0
0,0,0,0,0,0,0,0.420,0.820,0.980,6626,7016,84,12,13,83,7.478,3.169,89.227,0.127,0
0,0,0,0,0,0,0,0.420,0.820,0.980,22621,13118,84,12,13,83,9.273,2.757,87.845,0.125,0
0,0,0,0,0,0,0,0.420,0.820,0.980,21046,7786,84,12,13,83,9.091,3.071,87.838,0,0
0,0,0,0,0,0,0,0.420,0.820,0.980,10521,94599,84,12,13,83,8.906,3.181,87.786,0.127,0
0,0,0,0,0,0,0,0.420,0.820,0.980,5860,7049,84,12,13,83,8.115,3.246,88.514,0.125,0
0,0,0,0,0,0,0,0.460,0.820,0.980,5880,6987,84,12,13,83,9.262,3.880,86.733,0.125,0
0,0,0,0,0,0,0,0.460,0.820,0.980,5750,7463,84,12,13,83,9.057,2.854,87.965,0.124,0
0,0,0,0,0,0,0,0.460,0.820,0.980,6213,7531,84,12,13,83,9.171,2.764,88.065,0,0
0,0,0,0,0,0,0,0.460,0.820,0.980,5750,6850,84,12,13,83,8.015,1.781,90.076,0.127,0
0,0,0,0,0,0,0,0.460,0.820,0.980,5880,6968,84,12,13,83,8.479,2.993,88.404,0.125,0
0,0,0,0,0,0,0,0.430,0.810,0.980,24838,14834,84,12,13,83,8.651,3.053,88.295,0,0
0,0,0,0,0,0,0,0.430,0.810,0.980,5750,6850,84,12,13,83,7.481,2.868,89.526,0.125,0
0,0,0,0,0,0,0,0.430,0.810,0.980,5860,7402,84,12,13,83,8.281,3.137,88.582,0,0
0,0,0,0,0,0,0,0.430,0.810,0.980,5750,6992,84,12,13,83,8.878,2.959,87.793,0.370,0
0,0,0,0,0,0,0,0.430,0.810,0.980,5750,6850,84,12,13,83,8.696,2.685,88.619,0,0
0,0,0,0,0,0,0,0.390,0.790,0.970,6688,7162,84,12,13,83,8.209,3.358,88.308,0.124,0
0,0,0,0,0,0,0,0.390,0.790,0.970,6023,7037,84,12,13,83,7.828,3.030,89.141,0,0
0,0,0,0,0,0,0,0.390,0.790,0.970,6347,7690,84,12,13,83,8.519,2.716,88.519,0.247,0
0,0,0,0,0,0,0,0.390,0.790,0.970,6072,7299,84,12,13,83,8.122,3.046,88.325,0.508,0
0,0,0,0,0,0,0,0.390,0.790,0.970,5750,6855,84,12,13,83,14.392,3.474,82.134,0,0
0,0,0,0,0,0,0,0.600,0.830,0.980,7069,10628,84,12,13,83,9.560,3.648,86.667,0.126,0
0,0,0,0,0,0,0,0.600,0.830,0.980,22093,10146,84,12,13,83,9.665,3.717,86.617,0,0
0,0,0,0,0,0,0,0.600,0.830,0.980,5865,7351,84,12,13,83,7.702,3.594,88.447,0.257,0
0,0,0,0,0,0,0,0.600,0.830,0.980,14961,16259,84,12,13,83,7.975,3.067,88.957,0,0
0,0,0,0,0,0,0,0.600,0.830,0.980,10070,18112,84,12,13,83,8.739,3.371,87.765,0.125,0
0,0,0,0,0,0,0,0.550,0.820,0.980,5917,7037,84,12,13,83,8.333,3.030,88.636,0,0
0,0,0,0,0,0,0,0.550,0.820,0.980,5860,7304,84,12,13,83,7.673,2.767,89.434,0.126,0
0,0,0,0,0,0,0,0.550,0.820,0.980,6029,7690,84,12,13,83,8.056,2.174,89.386,0.384,0
0,0,0,0,0,0,0,0.550,0.820,0.980,5860,7044,84,12,13,83,8.447,2.981,88.199,0.373,0
0,0,0,0,0,0,0,0.550,0.820,0.980,5880,6850,84,12,13,83,9.079,3.279,87.390,0.252,0
0,0,0,0,0,0,0,0.670,0.840,0.980,5750,7110,84,12,13,83,8.302,3.594,88.104,0,0
0,0,0,0,0,0,0,0.670,0.840,0.980,22199,12778,83,12,13,82,9.360,2.833,87.685,0.123,0
0,0,0,0,0,0,0,0.670,0.840,0.980,6796,6976,83,12,13,82,7.858,2.915,89.227,0,0
0,0,0,0,0,0,0,0.670,0.840,0.980,5750,7326,83,12,13,82,8.145,2.882,88.847,0.125,0
0,0,0,0,0,0,0,0.670,0.840,0.980,5860,7049,83,12,13,82,8.302,3.648,87.925,0.126,0
0,0,0,0,0,0,0,0.860,0.870,0.990,5917,7311,83,12,13,82,8.897,3.383,87.594,0.125,0
0,0,0,0,0,0,0,0.860,0.870,0.990,14077,18073,83,12,13,82,8.579,2.433,88.988,0,0
0,0,0,0,0,0,0,0.860,0.870,0.990,6144,7313,83,12,13,82,8.035,3.090,88.752,0.124,0
0,0,0,0,0,0,0,0.860,0.870,0.990,5790,7248,83,12,13,82,8.135,3.004,88.736,0.125,0
0,0,0,0,0,0,0,0.860,0.870,0.990,5990,7186,83,12,13,82,8.081,4.419,86.995,0.505,0
0,0,0,0,0,0,0,0.790,0.860,0.990,5750,6968,83,12,13,82,8.761,3.254,87.735,0.250,0
0,0,0,0,0,0,0,0.790,0.860,0.990,6774,8080,83,12,13,82,8.701,2.522,88.777,0,0
0,0,0,0,0,0,0,0.790,0.860,0.990,24748,14809,83,12,13,82,7.975,3.165,88.734,0.127,0
0,0,0,0,0,0,0,0.790,0.860,0.990,5750,7350,83,12,13,82,8.050,2.264,89.686,0,0
0,0,0,0,0,0,0,0.790,0.860,0.990,5860,7044,83,12,13,82,7.789,2.889,89.070,0.251,0
0,0,0,0,0,0,0,0.720,0.840,0.980,5880,6987,83,12,13,82,9.011,3.129,87.484,0.375,0
0,0,0,0,0,0,0,0.720,0.840,0.980,5750,6850,83,12,13,82,7.528,2.760,89.586,0.125,0
0,0,0,0,0,0,0,0.720,0.840,0.980,6139,7644,83,12,13,82,8.025,2.548,89.427,0,0
0,0,0,0,0,0,0,0.720,0.840,0.980,6129,7513,83,12,13,82,7.760,2.753,89.362,0.125,0
0,0,0,0,0,0,0,0.720,0.840,0.980,5745,6907,83,12,13,82,8.186,4.030,87.783,0,0
0,0,0,0,0,0,0,0.750,0.850,0.980,6032,7429,83,12,13,82,7.872,3.444,88.438,0.246,0
0,0,0,0,0,0,0,0.750,0.850,0.980,5750,6992,83,12,13,82,8.875,2.375,88.500,0.250,0
0,0,0,0,0,0,0,0.750,0.850,0.980,7357,10285,83,12,13,82,8.091,3.540,88.243,0.126,0
0,0,0,0,0,0,0,0.750,0.850,0.980,22194,9850,83,12,13,82,8.886,2.253,88.861,0,0
0,0,0,0,0,0,0,0.750,0.850,0.980,7471,13806,83,12,13,82,9.305,2.978,87.593,0.124,0
0,0,0,0,0,0,0,0.770,0.850,0.980,5930,7044,83,12,13,82,6.555,3.728,89.717,0,0
0,0,0,0,0,0,0,0.770,0.850,0.980,6084,7224,83,12,13,82,8.035,2.967,88.628,0.371,0
0,0,0,0,0,0,0,0.770,0.850,0.980,6139,7644,83,12,13,82,7.585,2.781,89.633,0,0
0,0,0,0,0,0,0,0.770,0.850,0.980,9690,10002,83,12,13,82,7.769,3.258,88.847,0.125,0
0,0,0,0,0,0,0,0.770,0.850,0.980,5750,7208,83,12,13,82,10.878,3.461,85.414,0.247,0
0,0,0,0,0,0,0,0.700,0.830,0.980,5990,7044,83,12,13,82,7.722,3.291,88.987,0,0
0,0,0,0,0,0,0,0.700,0.830,0.980,6146,7296,83,12,13,82,8.621,2.833,88.424,0.123,0
0,0,0,0,0,0,0,0.700,0.830,0.980,37499,13150,83,12,13,82,8.553,3.019,88.428,0,0
0,0,0,0,0,0,0,0.700,0.830,0.980,21767,12220,83,12,13,82,8.470,2.781,88.496,0.253,0
0,0,0,0,0,0,0,0.700,0.830,0.980,7321,8539,83,12,13,82,7.468,2.785,89.367,0.380,0
0,0,0,0,0,0,0,0.650,0.820,0.970,6628,7974,83,12,13,82,8.312,4.156,87.406,0.126,0
0,0,0,0,0,0,0,0.650,0.820,0.970,12357,96602,83,12,13,82,9.363,2.996,87.640,0,0
0,0,0,0,0,0,0,0.650,0.820,0.970,6425,8225,83,12,13,82,7.769,3.008,89.098,0.125,0
0,0,0,0,0,0,0,0.650,0.820,0.970,5946,8192,83,12,13,82,8.312,2.558,89.003,0.128,0
0,0,0,0,0,0,0,0.650,0.820,0.970,5880,7774,83,12,13,82,8.095,2.989,88.543,0.374,0
0,0,0,0,0,0,0,0.600,0.810,0.970,5750,8132,83,12,13,82,8.663,4.084,87.129,0.124,0
0,0,0,0,0,0,0,0.600,0.810,0.970,5860,7186,83,12,13,82,8.166,2.261,89.573,0,0
0,0,0,0,0,0,0,0.600,0.810,0.970,5917,7037,83,12,13,82,8.407,2.635,88.833,0.125,0
0,0,0,0,0,0,0,0.600,0.810,0.970,5860,7162,83,12,13,82,7.538,3.769,88.442,0.251,0
0,0,0,0,0,0,0,0.600,0.810,0.970,23141,12710,83,12,13,82,9.596,3.030,87.247,0.126,0
0,0,0,0,0,0,0,0.630,0.810,0.970,5824,7208,83,12,13,82,8.911,3.465,87.624,0,0
0,0,0,0,0,0,0,0.630,0.810,0.970,6725,7373,83,12,13,82,8.238,2.662,88.973,0.127,0
0,0,0,0,0,0,0,0.630,0.810,0.970,6029,7332,83,12,13,82,7.925,2.767,89.182,0.126,0
0,0,0,0,0,0,0,0.630,0.810,0.970,5962,7360,83,12,13,82,8.065,2.854,89.082,0,0
0,0,0,0,0,0,0,0.630,0.810,0.970,5990,6912,83,12,13,82,8,3.125,88.625,0.250,0
0,0,0,0,0,0,0,0.740,0.830,0.970,5750,7208,83,12,13,82,6.932,3.081,89.987,0,0
0,0,0,0,0,0,0,0.740,0.830,0.970,7964,10446,83,12,13,82,8.690,1.889,89.421,0,0
0,0,0,0,0,0,0,0.740,0.830,0.970,5917,7018,83,12,13,82,8.010,2.753,89.111,0.125,0
0,0,0,0,0,0,0,0.740,0.830,0.970,5750,6850,83,12,13,82,6.708,3.230,89.938,0.124,0
0,0,0,0,0,0,0,0.740,0.830,0.970,11324,21109,83,12,13,82,9.596,3.157,86.995,0.253,0
0,0,0,0,0,0,0,0.760,0.830,0.970,21762,9598,83,12,13,82,7.787,3.832,88.257,0.124,0
0,0,0,0,0,0,0,0.760,0.830,0.970,5750,7110,83,12,13,82,7.838,2.781,89.381,0,0
0,0,0,0,0,0,0,0.760,0.830,0.970,6478,7925,83,12,13,82,8.135,3.755,87.985,0.125,0
0,0,0,0,0,0,0,0.760,0.830,0.970,5750,6850,83,12,13,82,9.147,2.472,88.257,0.124,0
0,0,0,0,0,0,0,0.760,0.830,0.970,5860,7044,83,12,13,82,8.209,3.234,88.557,0,0
0,0,0,0,0,0,0,0.700,0.820,0.970,5880,6850,83,12,13,82,6.962,4.557,88.354,0.127,0
0,0,0,0,0,0,0,0.700,0.820,0.970,5856,6850,83,12,13,82,8.122,2.665,89.086,0.127,0
0,0,0,0,0,0,0,0.700,0.820,0.970,6178,7162,83,12,13,82,8.231,3.194,88.452,0.123,0
0,0,0,0,0,0,0,0.700,0.820,0.970,5750,6992,83,12,13,82,6.339,2.717,90.944,0,0
0,0,0,0,0,0,0,0.700,0.820,0.970,5750,6987,83,12,13,82,8.395,2.963,88.519,0.123,0
0,0,0,0,0,0,0,0.640,0.810,0.960,21711,11923,83,12,13,82,9.332,2.774,87.768,0.126,0
0,0,0,0,0,0,0,0.640,0.810,0.960,7321,8200,83,12,13,82,7.134,3.312,89.554,0,0
0,0,0,0,0,0,0,0.640,0.810,0.960,7851,11071,83,12,13,82,9.406,4.827,85.644,0.124,0
