"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/unix_vm-adv_fs_proc.csv --unix --vm-adv --fs --proc 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"unix sockets",,,,"advanced virtual memory",,,,,"filesystem",,"procs",,
56,874,54,820,0,0,0,0,0,13216,341745,1,0,0
56,874,54,820,0,0,0,0,0,13216,341745,1,0,0
56,874,54,820,0,0,0,0,0,13216,341791,0,0,0
56,874,54,820,0,0,0,0,0,13216,341792,0,0,8
56,874,54,820,0,0,0,0,0,13216,341791,2,0,8
56,874,54,820,0,0,0,0,0,13216,341791,1,0,0
56,874,54,820,0,0,0,0,0,13216,341792,4,0,0
56,874,54,820,0,0,0,0,0,13216,341830,2,0,0
56,874,54,820,0,0,0,0,0,13248,341829,1,0,8
56,874,54,820,0,0,0,0,0,13248,341829,1,0,8
56,874,54,820,0,0,0,0,0,13248,341876,2,0,0
56,874,54,820,0,0,0,0,0,13248,341875,3,0,1
56,874,54,820,0,0,0,0,0,13248,341876,2,0,0
56,888,54,834,0,0,0,0,0,13248,342020,3,0,36
56,890,54,836,0,0,0,0,0,13248,342054,4,0,8
56,890,54,836,0,0,0,0,0,13248,342063,1,0,0
56,890,54,836,0,0,0,0,0,13248,342063,0,0,0
56,890,54,836,0,0,0,0,0,13280,342110,2,0,0
56,890,54,836,0,0,0,0,0,13280,342109,2,0,8
56,890,54,836,0,0,0,0,0,13280,342108,6,0,16
56,890,54,836,0,0,0,0,0,13280,342108,4,0,0
56,890,54,836,0,0,0,0,0,13280,342140,0,0,0
56,890,54,836,0,0,0,0,0,13280,342149,0,0,0
56,890,54,836,0,0,0,0,0,13280,342148,0,0,9
56,890,54,836,0,0,0,0,0,13280,342148,1,0,8
56,890,54,836,0,0,0,0,0,13280,342194,2,0,0
56,890,54,836,0,0,0,0,0,13280,342194,2,0,0
56,890,54,836,0,0,0,0,0,13280,342194,1,0,0
56,890,54,836,0,0,0,0,0,13312,342162,1,0,8
56,874,54,820,0,0,0,0,0,13216,342011,3,0,8
56,874,54,820,0,0,0,0,0,13216,342021,2,0,0
56,874,54,820,0,0,0,0,0,13216,341993,1,0,0
56,874,54,820,0,0,0,0,0,13248,341994,1,0,0
56,874,54,820,0,0,0,0,0,13248,341992,2,0,8
56,874,54,820,0,0,0,0,0,13248,341991,1,0,8
56,874,54,820,0,0,0,0,0,13248,342020,1,0,0
56,874,54,820,0,0,0,0,0,13248,342021,1,0,1
56,874,54,820,0,0,0,0,0,13248,342043,0,0,0
56,874,54,820,0,0,0,0,0,13248,342014,1,0,8
56,874,54,820,0,0,0,0,0,13216,342016,1,0,8
56,874,54,820,0,0,0,0,0,13184,342015,2,0,0
56,874,54,820,0,0,0,0,0,13184,342015,0,0,0
56,874,54,820,0,0,0,0,0,13184,342040,1,0,0
56,874,54,820,0,0,0,0,0,13184,342037,0,0,8
56,874,54,820,0,0,0,0,0,13184,342036,2,0,0
56,874,54,820,0,0,0,0,0,13184,342017,4,0,8
56,874,54,820,0,0,0,0,0,13184,342018,1,0,0
56,874,54,820,0,0,0,0,0,13184,342018,2,0,0
56,874,54,820,0,0,0,0,0,13152,342017,1,0,9
56,874,54,820,0,0,0,0,0,13152,342045,3,0,0
56,874,54,820,0,0,0,0,0,13152,342048,2,0,8
56,874,54,820,0,0,0,0,0,13152,342047,0,0,0
56,874,54,820,0,0,0,0,0,13152,342056,1,0,0
56,874,54,820,0,0,0,0,0,13152,342031,3,0,8
56,874,54,820,0,0,0,0,0,13152,342032,0,0,0
56,876,54,822,0,0,0,0,0,13152,342031,1,0,8
56,876,54,822,0,0,0,0,0,13152,342060,1,0,0
56,876,54,822,0,0,0,0,0,13152,342061,2,0,0
56,876,54,822,0,0,0,0,0,13152,342060,5,0,8
56,876,54,822,0,0,0,0,0,13152,342059,1,0,0
56,876,54,822,0,0,0,0,0,13152,342042,2,0,9
56,876,54,822,0,0,0,0,0,13152,342043,1,0,0
56,876,54,822,0,0,0,0,0,13184,342087,1,0,0
56,876,54,822,0,0,0,0,0,13216,342069,4,0,8
56,874,54,820,0,0,0,0,0,13216,342068,1,0,0
56,874,54,820,0,0,0,0,0,13216,342066,2,0,8
56,874,54,820,0,0,0,0,0,13216,341977,3,0,0
56,874,54,820,0,0,0,0,0,13216,341987,1,0,0
56,874,54,820,0,0,0,0,0,13216,341988,1,0,8
56,874,54,820,0,0,0,0,0,13216,341942,3,0,0
56,874,54,820,0,0,0,0,0,13216,342015,1,0,8
56,874,54,820,0,0,0,0,0,13216,342015,3,0,0
56,874,54,820,0,0,0,0,0,13216,342018,0,0,1
56,874,54,820,0,0,0,0,0,13216,342018,5,0,8
56,874,54,820,0,0,0,0,0,13216,341988,1,0,0
56,874,54,820,0,0,0,0,0,13184,342010,0,0,8
56,874,54,820,0,0,0,0,0,13184,342011,2,0,0
56,874,54,820,0,0,0,0,0,13184,342038,0,0,0
56,874,54,820,0,0,0,0,0,13184,342036,1,0,8
56,874,54,820,0,0,0,0,0,13184,342039,1,0,8
56,874,54,820,0,0,0,0,0,13184,342037,1,0,8
56,874,54,820,0,0,0,0,0,13184,342008,1,0,0
56,874,54,820,0,0,0,0,0,13216,342019,4,0,0
56,874,54,820,0,0,0,0,0,13216,342021,0,0,8
56,874,54,820,0,0,0,0,0,13216,342047,1,0,0
56,874,54,820,0,0,0,0,0,13248,342046,2,0,9
56,874,54,820,0,0,0,0,0,13248,342048,6,0,0
56,874,54,820,0,0,0,0,0,13248,342021,5,0,0
56,874,54,820,0,0,0,0,0,13248,342023,1,0,4
56,874,54,820,0,0,0,0,0,13248,342018,1,0,4
56,874,54,820,0,0,0,0,0,13248,342029,1,0,8
56,874,54,820,0,0,0,0,0,13248,342057,4,0,0
56,874,54,820,0,0,0,0,0,13248,342056,5,0,0
56,874,54,820,0,0,0,0,0,13248,342058,0,0,0
56,874,54,820,0,0,0,0,0,13248,342060,4,0,8
56,874,54,820,0,0,0,0,0,13248,342031,1,0,8
56,874,54,820,0,0,0,0,0,13248,342029,5,0,0
56,874,54,820,0,0,0,0,0,13248,342040,1,0,1
56,874,54,820,0,0,0,0,0,13248,342070,1,0,0
56,874,54,820,0,0,0,0,0,13248,342067,1,0,8
56,874,54,820,0,0,0,0,0,13248,342067,1,0,8
56,874,54,820,0,0,0,0,0,13248,342040,1,0,0
56,874,54,820,0,0,0,0,0,13248,342038,2,0,0
56,874,54,820,0,0,0,0,0,13248,341976,1,0,0
56,874,54,820,0,0,0,0,0,13248,341977,2,0,8
56,874,54,820,0,0,0,0,0,13248,342019,2,0,9
56,874,54,820,0,0,0,0,0,13248,342017,1,0,0
56,874,54,820,0,0,0,0,0,13248,342016,1,0,0
56,874,54,820,0,0,0,0,0,13248,342018,2,0,0
56,874,54,820,0,0,0,0,0,13248,341991,1,0,9
56,874,54,820,0,0,0,0,0,13248,341988,3,0,8
56,874,54,820,0,0,0,0,0,13248,341988,3,0,0
56,874,54,820,0,0,0,0,0,13216,342037,3,0,0
56,874,54,820,0,0,0,0,0,13216,342040,1,0,0
56,874,54,820,0,0,0,0,0,13216,341990,1,0,8
56,874,54,820,0,0,0,0,0,13216,342036,1,0,8
56,874,54,820,0,0,0,0,0,13216,342009,1,0,0
56,874,54,820,0,0,0,0,0,13216,342010,3,0,0
56,876,54,822,0,0,0,0,0,13216,342013,1,0,0
56,876,54,822,0,0,0,0,0,13216,342041,1,0,8
56,876,54,822,0,0,0,0,0,13216,342053,1,0,8
56,876,54,822,0,0,0,0,0,13216,342052,0,0,1
56,876,54,822,0,0,0,0,0,13216,342051,1,0,0
56,876,54,822,0,0,0,0,0,13216,342024,0,0,0
56,876,54,822,0,0,0,0,0,13216,342025,1,0,8
56,876,54,822,0,0,0,0,0,13216,342022,2,0,8
56,876,54,822,0,0,0,0,0,13216,342050,4,0,0
56,876,54,822,0,0,0,0,0,13216,342062,0,0,0
56,876,54,822,0,0,0,0,0,13216,342078,3,0,0
56,876,54,822,0,0,0,0,0,13216,342070,0,0,8
56,876,54,822,0,0,0,0,0,13216,342036,1,0,8
56,876,54,822,0,0,0,0,0,13216,342039,1,0,0
56,876,54,822,0,0,0,0,0,13216,342036,1,0,0
56,876,54,822,0,0,0,0,0,13216,342064,2,0,0
56,876,54,822,0,0,0,0,0,13216,342066,1,0,9
56,876,54,822,0,0,0,0,0,13216,342076,2,0,8
56,876,54,822,0,0,0,0,0,13216,342046,0,0,0
56,876,54,822,0,0,0,0,0,13216,342047,1,0,0
56,874,54,820,0,0,0,0,0,13216,342043,1,0,0
56,874,54,820,0,0,0,0,0,13216,342044,0,0,16
56,874,54,820,0,0,0,0,0,13216,342011,1,0,8
56,874,54,820,0,0,0,0,0,13216,342012,2,0,0
56,874,54,820,0,0,0,0,0,13216,342013,1,0,0
56,874,54,820,0,0,0,0,0,13216,341994,1,0,0
56,874,54,820,0,0,0,0,0,13216,341994,1,0,8
56,874,54,820,0,0,0,0,0,13216,341995,1,0,8
56,874,54,820,0,0,0,0,0,13216,341994,3,0,1
56,874,54,820,0,0,0,0,0,13216,342021,1,0,0
56,874,54,820,0,0,0,0,0,13216,342022,1,0,0
56,874,54,820,0,0,0,0,0,13216,342022,2,0,8
56,874,54,820,0,0,0,0,0,13152,343028,5,0,8
