"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/lock_swap_time_proc_int_vm-adv_tcp_aio_page_load_zones_vm.csv --lock --swap --time --proc --int --vm-adv --tcp --aio --page --load --zones --vm 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"file locks",,,,"swap",,"system","procs",,,"interrupts",,,"advanced virtual memory",,,,,"tcp sockets",,,,,"async","paging",,"load avg",,,"zones memory",,,,"virtual memory",,,
83,12,13,82,108527616,914878464,23-03 14:06:55,2,0,0,0,128,0,0,0,0,0,0,7,18,0,7,2,0,0,0,0.970,1.060,1.080,159767,3141,498028,22688,0,6850,9148,2032
83,12,13,82,108527616,914878464,23-03 14:06:56,0,0,0,0,164,0,0,0,0,0,0,7,18,0,6,2,0,0,0,0.970,1.060,1.080,159767,3141,497740,22688,0,403,1389,1872
83,12,13,82,108527616,914878464,23-03 14:06:57,0,0,0,0,122,0,0,0,0,0,0,7,18,0,6,2,0,0,0,0.980,1.060,1.080,159767,3141,496831,22688,0,34,1306,1260
83,12,13,82,108527616,914878464,23-03 14:06:58,5,0,9,0,125,0,0,0,0,0,0,7,18,0,6,2,0,0,0,0.980,1.060,1.080,159767,3141,496866,22688,0,1964,2763,4617
83,12,13,82,108527616,914878464,23-03 14:06:59,3,0,8,0,118,0,0,0,0,0,0,7,17,1,6,3,0,0,0,0.980,1.060,1.080,159767,3141,500041,22688,0,1486,2002,5387
83,12,13,82,108527616,914878464,23-03 14:07:00,2,0,0,0,134,0,0,0,0,0,0,7,18,0,7,2,0,0,0,0.980,1.060,1.080,159767,3141,499827,22688,0,298,815,584
83,12,13,82,108527616,914878464,23-03 14:07:01,1,0,0,0,116,0,0,0,0,0,0,7,18,0,7,2,0,0,0,0.980,1.060,1.080,159767,3141,499994,22688,0,79,598,1297
83,12,13,82,108527616,914878464,23-03 14:07:02,2,0,8,0,158,0,0,0,0,0,0,7,18,0,7,2,0,0,0,0.980,1.060,1.080,159767,3141,499970,22688,1,1702,2034,2042
83,12,13,82,108527616,914878464,23-03 14:07:03,2,0,8,0,120,0,0,0,0,0,0,7,18,0,7,2,0,0,0,0.980,1.060,1.080,159767,3141,501121,22688,0,6455,8254,7619
83,12,13,82,108527616,914878464,23-03 14:07:04,1,0,10,0,120,0,0,0,0,0,0,7,18,0,7,2,0,0,0,0.980,1.060,1.080,159767,3141,501014,22688,0,1335,2191,2718
83,12,13,82,108527616,914878464,23-03 14:07:05,2,0,0,0,131,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.980,1.060,1.080,159767,3141,500723,22688,0,39,540,542
83,12,13,82,108527616,914878464,23-03 14:07:06,0,0,0,0,130,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.980,1.060,1.080,159767,3141,500625,22688,0,1069,1470,1379
83,12,13,82,108527616,914878464,23-03 14:07:07,1,0,0,0,114,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.060,1.070,1.080,159767,3141,500516,22688,0,210,544,516
83,12,13,82,108527616,914878464,23-03 14:07:08,0,0,8,0,166,0,0,0,0,0,0,7,20,0,6,1,0,0,0,1.060,1.070,1.080,159767,3141,500174,22688,0,1390,3177,3011
83,12,13,82,108527616,914878464,23-03 14:07:09,2,0,8,0,114,0,0,0,0,0,0,7,20,0,6,1,0,0,0,1.060,1.070,1.080,159767,3141,499952,22688,0,1975,2703,2449
83,12,13,82,108527616,914878464,23-03 14:07:10,1,0,1,0,128,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.060,1.070,1.080,159767,3141,495845,22688,0,6232,7688,2523
83,12,13,82,108527616,914878464,23-03 14:07:11,0,0,0,0,129,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.060,1.070,1.080,159767,3141,495557,22688,0,286,579,480
83,12,13,82,108527616,914878464,23-03 14:07:12,1,0,0,0,116,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.970,1.060,1.080,159767,3141,495389,22688,0,35,483,471
83,12,13,82,108527616,914878464,23-03 14:07:13,0,0,8,0,115,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.970,1.060,1.080,159767,3141,495235,22688,0,1368,2474,3374
83,12,13,82,108527616,914878464,23-03 14:07:14,2,0,8,0,143,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.970,1.060,1.080,159767,3141,494960,22688,0,1413,2094,1899
83,12,13,82,108527616,914878464,23-03 14:07:15,1,0,0,0,114,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.970,1.060,1.080,159767,3141,494845,22688,0,199,570,580
83,12,13,82,108527616,914878464,23-03 14:07:16,2,0,0,0,122,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.970,1.060,1.080,159767,3141,495151,22688,0,786,1275,1700
83,12,13,82,108527616,914878464,23-03 14:07:17,1,0,0,0,114,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.980,1.060,1.080,159767,3141,495103,22688,0,488,994,683
83,12,13,82,108527616,914878464,23-03 14:07:18,2,0,4,0,125,0,0,0,0,0,0,7,20,0,6,1,0,0,0,0.980,1.060,1.080,159767,3141,492166,22688,0,3756,5611,2765
83,12,13,82,108527616,914878464,23-03 14:07:19,0,0,12,0,115,0,0,0,0,0,0,7,20,0,6,1,0,0,0,0.980,1.060,1.080,159767,3141,493843,22688,0,2138,2598,6045
83,12,13,82,108527616,914878464,23-03 14:07:20,1,0,0,0,141,0,0,0,0,0,0,7,20,0,6,1,0,0,0,0.980,1.060,1.080,159767,3141,493725,22688,0,33,637,871
83,12,13,82,108527616,914878464,23-03 14:07:21,1,0,0,0,163,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.980,1.060,1.080,159767,3141,489745,22688,0,7526,9039,4945
83,12,13,82,108527616,914878464,23-03 14:07:22,0,0,1,0,117,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.900,1.040,1.070,159767,3141,489759,22688,0,359,612,627
83,12,13,82,108527616,914878464,23-03 14:07:23,0,0,0,0,118,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.900,1.040,1.070,159767,3141,492111,22688,0,615,5199,7685
83,12,13,82,108527616,914878464,23-03 14:07:24,0,0,16,0,113,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.900,1.040,1.070,159767,3141,541030,22688,0,2698,3593,51661
83,12,13,82,108527616,914878464,23-03 14:07:25,1,0,0,0,118,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.900,1.040,1.070,159767,3141,540268,22688,0,5674,7479,4752
83,12,13,82,108527616,914878464,23-03 14:07:26,0,0,0,0,149,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.900,1.040,1.070,159767,3141,539913,22688,0,724,1515,1189
83,12,13,82,108527616,914878464,23-03 14:07:27,3,0,0,0,115,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.990,1.050,1.070,159767,3141,539430,22688,0,194,503,639
83,12,13,82,108527616,914878464,23-03 14:07:28,1,0,0,0,120,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.990,1.050,1.070,159767,3141,541662,22688,0,264,923,2485
83,12,13,82,108527616,914878464,23-03 14:07:29,1,0,16,0,126,0,0,0,0,0,0,7,20,0,6,1,0,0,0,0.990,1.050,1.070,159767,3141,541063,22688,0,3065,4187,3914
83,12,13,82,108527616,914878464,23-03 14:07:30,1,0,0,0,116,0,0,0,0,0,0,7,20,0,6,1,0,0,0,0.990,1.050,1.070,159767,3141,540770,22688,0,295,741,781
83,12,13,82,108527616,914878464,23-03 14:07:31,0,0,0,0,120,0,0,0,0,0,0,7,19,1,6,2,0,0,0,0.990,1.050,1.070,159767,3141,540532,22688,0,309,879,622
83,12,13,82,108527616,914878464,23-03 14:07:32,1,0,0,0,173,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.390,1.140,1.100,159767,3141,504389,22688,0,39636,61330,23947
83,12,13,82,108527616,914878464,23-03 14:07:33,2,0,0,0,122,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.390,1.140,1.100,159767,3141,504164,22688,0,132,688,1221
83,12,13,82,108527616,914878464,23-03 14:07:34,1,0,16,0,118,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.390,1.140,1.100,159767,3141,503611,22688,0,2698,3650,3562
83,12,13,82,108527616,914878464,23-03 14:07:35,2,0,1,0,117,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.390,1.140,1.100,159767,3141,503429,22688,0,627,605,672
83,12,13,82,108527616,914878464,23-03 14:07:36,1,0,0,0,115,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.390,1.140,1.100,159767,3141,503205,22688,0,649,1092,712
83,12,13,82,108527616,914878464,23-03 14:07:37,0,0,0,0,118,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.280,1.120,1.100,159767,3141,502708,22688,0,174,1036,632
83,12,13,82,108527616,914878464,23-03 14:07:38,2,0,0,0,156,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.280,1.120,1.100,159767,3141,502610,22688,0,474,992,1885
83,12,13,82,108527616,914878464,23-03 14:07:39,0,0,16,0,117,0,0,0,0,0,0,7,20,0,6,1,0,0,0,1.280,1.120,1.100,159767,3141,502512,22688,0,2822,3274,3718
83,12,13,82,108527616,914878464,23-03 14:07:40,1,0,0,0,115,0,0,0,0,0,0,7,20,0,6,1,0,0,0,1.280,1.120,1.100,159767,3141,503596,22688,0,72,592,4184
83,12,13,82,108527616,914878464,23-03 14:07:41,0,0,0,0,118,0,0,0,0,0,0,7,20,0,6,1,0,0,0,1.280,1.120,1.100,159767,3141,503567,22688,0,159,589,560
83,12,13,82,108527616,914878464,23-03 14:07:42,2,0,0,0,134,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.420,1.150,1.110,159767,3141,503531,22688,0,111,592,758
83,12,13,82,108527616,914878464,23-03 14:07:43,2,0,0,0,127,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.420,1.150,1.110,159767,3141,503502,22688,0,193,681,582
83,12,13,82,108527616,914878464,23-03 14:07:44,0,0,16,0,166,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.420,1.150,1.110,159767,3141,505048,22688,0,3409,4246,6198
83,12,13,82,108527616,914878464,23-03 14:07:45,5,0,0,0,114,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.420,1.150,1.110,159767,3141,504899,22688,0,34,482,510
83,12,13,82,108527616,914878464,23-03 14:07:46,2,0,0,0,116,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.420,1.150,1.110,159767,3141,504246,22688,0,2580,3008,972
83,12,13,82,108527616,914878464,23-03 14:07:47,2,0,1,0,115,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.300,1.130,1.100,159767,3141,504761,22688,0,4623,4828,4774
83,12,13,82,108527616,914878464,23-03 14:07:48,0,0,0,0,120,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.300,1.130,1.100,159767,3141,504431,22688,0,35,671,530
83,12,13,82,108527616,914878464,23-03 14:07:49,2,0,12,0,123,0,0,0,0,0,0,7,20,0,6,1,0,0,0,1.300,1.130,1.100,159767,3141,503291,22688,0,1947,4903,5096
83,12,13,82,108527616,914878464,23-03 14:07:50,0,0,4,0,157,0,0,0,0,0,0,7,20,0,6,1,0,0,0,1.300,1.130,1.100,159767,3141,508065,22688,0,744,1430,6079
83,12,13,82,108527616,914878464,23-03 14:07:51,1,0,0,0,126,0,0,0,0,0,0,7,20,0,6,1,0,0,0,1.300,1.130,1.100,159767,3141,502888,22688,0,6781,7560,1227
83,12,13,82,108527616,914878464,23-03 14:07:52,0,0,0,0,116,0,0,0,0,0,0,7,20,0,6,1,0,0,0,1.280,1.130,1.100,159767,3141,502949,22688,0,243,672,569
83,12,13,82,108527616,914878464,23-03 14:07:53,1,0,0,0,153,0,0,0,0,0,0,7,20,0,6,1,0,0,0,1.280,1.130,1.100,159767,3141,502785,22688,0,45,813,813
83,12,13,82,108527616,914878464,23-03 14:07:54,3,0,8,0,121,0,0,0,0,0,0,7,20,0,6,1,0,0,0,1.280,1.130,1.100,159767,3141,508427,22688,0,1378,2023,7702
83,12,13,82,108527616,914878464,23-03 14:07:55,2,0,8,0,121,0,0,0,0,0,0,7,20,0,6,1,0,0,0,1.280,1.130,1.100,159767,3141,508444,22688,0,1690,2093,1888
83,12,13,82,108527616,914878464,23-03 14:07:56,6,0,0,0,204,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.280,1.130,1.100,159767,3141,508023,22688,0,1040,2074,2153
83,12,13,82,108527616,914878464,23-03 14:07:57,3,0,0,0,117,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.180,1.110,1.090,159767,3141,507682,22688,0,35,489,482
83,12,13,82,108527616,914878464,23-03 14:07:58,2,0,0,0,122,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.180,1.110,1.090,159767,3141,507640,22688,0,64,570,2395
83,12,13,82,108527616,914878464,23-03 14:07:59,2,0,9,0,111,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.180,1.110,1.090,159767,3141,507614,22688,1,1913,1994,2152
83,12,13,82,108527616,914878464,23-03 14:08:00,1,0,9,0,116,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.180,1.110,1.090,159767,3141,507685,22688,0,1370,2079,2098
83,12,13,82,108527616,914878464,23-03 14:08:01,3,0,0,0,117,0,0,0,0,0,0,7,20,0,6,1,0,0,0,1.180,1.110,1.090,159767,3141,509778,22688,0,191,672,2483
83,12,13,82,108527616,914878464,23-03 14:08:02,1,0,8,0,152,0,0,0,0,0,0,7,20,0,6,1,0,0,0,1.080,1.090,1.090,159767,3141,509895,22688,0,2355,2665,2599
83,12,13,82,108527616,914878464,23-03 14:08:03,0,0,0,0,122,0,0,0,0,0,0,7,19,1,6,2,0,0,0,1.080,1.090,1.090,159767,3141,510005,22688,0,224,598,764
83,12,13,82,108527616,914878464,23-03 14:08:04,4,0,8,0,133,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.080,1.090,1.090,159767,3141,510329,22688,0,1346,1880,2313
83,12,13,82,108527616,914878464,23-03 14:08:05,1,0,8,0,125,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.080,1.090,1.090,159767,3141,510266,22688,0,1320,1870,1846
83,12,13,82,108527616,914878464,23-03 14:08:06,1,0,0,0,115,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.080,1.090,1.090,159767,3141,510398,22688,0,1415,2220,1580
83,12,13,82,108527616,914878464,23-03 14:08:07,0,0,0,0,118,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.150,1.100,1.090,159767,3141,510387,22688,0,199,498,642
83,12,13,82,108527616,914878464,23-03 14:08:08,1,0,0,0,146,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.150,1.100,1.090,159767,3141,519412,22688,0,1023,1590,10432
83,12,13,82,108527616,914878464,23-03 14:08:09,0,0,9,0,122,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.150,1.100,1.090,159767,3141,520081,22688,0,2052,3380,3510
83,12,13,82,108527616,914878464,23-03 14:08:10,3,0,8,0,144,0,0,0,0,0,0,7,20,0,8,1,0,0,0,1.150,1.100,1.090,159767,3141,490411,22688,0,44213,66436,29395
83,12,13,82,108527616,914878464,23-03 14:08:11,1,0,1,0,122,0,0,0,0,0,0,7,18,0,8,2,0,0,0,1.150,1.100,1.090,159767,3141,489812,22688,0,780,883,1062
83,12,13,82,108527616,914878464,23-03 14:08:12,1,0,0,0,114,0,0,0,0,0,0,7,18,0,7,2,0,0,0,1.140,1.100,1.090,159767,3141,489654,22688,0,252,735,516
83,12,13,82,108527616,914878464,23-03 14:08:13,0,0,0,0,119,0,0,0,0,0,0,7,18,0,7,2,0,0,0,1.140,1.100,1.090,159767,3141,489598,22688,0,88,532,607
83,12,13,82,108527616,914878464,23-03 14:08:14,2,0,8,0,165,0,0,0,0,0,0,7,18,0,7,2,0,0,0,1.140,1.100,1.090,159767,3141,490721,22688,0,1390,2199,4829
83,12,13,82,108527616,914878464,23-03 14:08:15,1,0,8,0,137,0,0,0,0,0,0,7,18,0,8,2,0,0,0,1.140,1.100,1.090,159767,3141,490364,22688,0,1522,1940,1946
83,12,13,82,108527616,914878464,23-03 14:08:16,0,0,0,0,129,0,0,0,0,0,0,7,18,0,8,2,0,0,0,1.140,1.100,1.090,159767,3141,490322,22688,0,1128,1570,1121
83,12,13,82,108527616,914878464,23-03 14:08:17,0,0,0,0,127,0,0,0,0,0,0,7,18,0,8,2,0,0,0,1.050,1.080,1.080,159767,3141,489468,22688,0,944,2097,1680
83,12,13,82,108527616,914878464,23-03 14:08:18,1,0,0,0,122,0,0,0,0,0,0,7,18,0,8,2,0,0,0,1.050,1.080,1.080,159767,3141,489349,22688,0,66,514,1014
83,12,13,82,108527616,914878464,23-03 14:08:19,1,0,8,0,119,0,0,0,0,0,0,7,18,0,8,2,0,0,0,1.050,1.080,1.080,159767,3141,489404,22688,0,2477,3073,2784
83,12,13,82,108527616,914878464,23-03 14:08:20,1,0,8,0,155,0,0,0,0,0,0,7,18,0,8,2,0,0,0,1.050,1.080,1.080,159767,3141,489415,22688,0,1485,2184,2417
83,12,13,82,108527616,914878464,23-03 14:08:21,1,0,0,0,129,0,0,0,0,0,0,7,18,0,8,2,0,0,0,1.050,1.080,1.080,159767,3141,483773,22688,0,7517,9031,1628
83,12,13,82,108527616,914878464,23-03 14:08:22,2,0,0,0,116,0,0,0,0,0,0,7,18,0,7,2,0,0,0,0.970,1.070,1.080,159767,3141,483738,22688,0,64,522,482
83,12,13,82,108527616,914878464,23-03 14:08:23,1,0,1,0,140,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.970,1.070,1.080,159767,3141,483570,22688,0,200,640,638
83,12,13,82,108527616,914878464,23-03 14:08:24,1,0,9,0,117,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.970,1.070,1.080,159767,3141,487593,22688,0,1932,2390,8323
83,12,13,82,108527616,914878464,23-03 14:08:25,1,0,8,0,126,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.070,1.080,159767,3141,514214,22688,0,1654,4481,32829
83,12,13,82,108527616,914878464,23-03 14:08:26,2,0,0,0,165,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.070,1.080,159767,3141,514340,22688,0,236,953,1265
83,12,13,82,108527616,914878464,23-03 14:08:27,0,0,0,0,120,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.060,1.080,159767,3141,513988,22688,0,594,899,538
83,12,13,82,108527616,914878464,23-03 14:08:28,5,0,0,0,116,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.060,1.080,159767,3141,515905,22688,0,30,611,1934
83,12,13,82,108527616,914878464,23-03 14:08:29,1,0,8,0,116,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.060,1.080,159767,3141,515536,22688,0,1341,1876,1863
83,12,13,82,108527616,914878464,23-03 14:08:30,2,0,8,0,127,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.060,1.080,159767,3141,515067,22688,0,1392,2395,2476
83,12,13,82,108527616,914878464,23-03 14:08:31,1,0,0,0,116,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.060,1.080,159767,3141,514849,22688,0,309,622,947
83,12,13,82,108527616,914878464,23-03 14:08:32,1,0,0,0,159,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.970,1.060,1.080,159767,3141,514681,22688,0,273,799,801
83,12,13,82,108527616,914878464,23-03 14:08:33,2,0,0,0,122,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.970,1.060,1.080,159767,3141,514770,22688,0,245,730,946
83,12,13,82,108527616,914878464,23-03 14:08:34,6,0,8,0,121,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.970,1.060,1.080,159767,3141,514803,22688,0,1431,2171,2352
83,12,13,82,108527616,914878464,23-03 14:08:35,1,0,8,0,116,0,0,0,0,0,0,7,20,0,7,1,0,0,0,0.970,1.060,1.080,159767,3141,515035,22688,0,1488,1909,2389
83,12,13,82,108527616,914878464,23-03 14:08:36,2,0,1,0,140,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.060,1.080,159767,3141,515007,22688,0,649,759,787
83,12,13,82,108527616,914878464,23-03 14:08:37,0,0,0,0,120,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.060,1.080,159767,3141,517009,22688,0,607,1083,2596
83,12,13,82,108527616,914878464,23-03 14:08:38,1,0,0,0,140,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.060,1.080,159767,3141,516836,22688,0,341,1052,506
83,12,13,82,108527616,914878464,23-03 14:08:39,0,0,8,0,117,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.060,1.080,159767,3141,516664,22688,0,1540,2093,2423
83,12,13,82,108527616,914878464,23-03 14:08:40,0,0,9,0,132,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.060,1.080,159767,3141,517048,22688,0,2381,3602,3957
83,12,13,82,108527616,914878464,23-03 14:08:41,2,0,0,0,111,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.060,1.080,159767,3141,516925,22688,0,151,632,726
83,12,13,82,108527616,914878464,23-03 14:08:42,2,0,0,0,115,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.060,1.080,1.080,159767,3141,516813,22688,0,53,500,836
83,12,13,82,108527616,914878464,23-03 14:08:43,2,0,0,0,121,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.060,1.080,1.080,159767,3141,516655,22688,0,204,492,572
83,12,13,82,108527616,914878464,23-03 14:08:44,0,0,8,0,169,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.060,1.080,1.080,159767,3141,517516,22688,0,1335,1952,2602
83,12,13,82,108527616,914878464,23-03 14:08:45,1,0,8,0,117,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.060,1.080,1.080,159767,3141,523496,22688,0,1313,2654,8814
83,12,13,82,108527616,914878464,23-03 14:08:46,1,0,0,0,120,0,0,0,0,0,0,7,20,0,7,1,0,0,0,1.060,1.080,1.080,159767,3141,525238,22688,0,92,629,2557
83,12,13,82,108527616,914878464,23-03 14:08:47,1,0,0,0,138,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.060,1.080,159767,3141,516329,22688,0,15066,33274,19138
83,12,13,82,108527616,914878464,23-03 14:08:48,1,0,1,0,115,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.060,1.080,159767,3141,515804,22688,0,25456,29188,29332
83,12,13,82,108527616,914878464,23-03 14:08:49,4,0,8,0,120,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.060,1.080,159767,3141,515446,22688,0,1363,1891,2174
83,12,13,82,108527616,914878464,23-03 14:08:50,2,0,8,0,140,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.060,1.080,159767,3141,515107,22688,0,1503,2489,2379
83,12,13,82,108527616,914878464,23-03 14:08:51,1,0,0,0,128,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.970,1.060,1.080,159767,3141,509791,22688,0,7363,8258,1447
83,12,13,82,108527616,914878464,23-03 14:08:52,0,0,0,0,113,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.890,1.040,1.070,159767,3141,509569,22688,0,204,661,543
83,12,13,82,108527616,914878464,23-03 14:08:53,2,0,0,0,121,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.890,1.040,1.070,159767,3141,509640,22688,0,58,513,651
83,12,13,82,108527616,914878464,23-03 14:08:54,1,0,0,0,129,0,0,0,0,0,0,7,20,0,9,1,0,0,0,0.890,1.040,1.070,159767,3141,514792,22688,0,1808,2340,8713
83,12,13,82,108527616,914878464,23-03 14:08:55,1,0,16,0,116,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.890,1.040,1.070,159767,3141,514749,22688,0,3075,3822,4462
83,12,13,82,108527616,914878464,23-03 14:08:56,1,0,0,0,160,0,0,0,0,0,0,7,19,1,8,2,0,0,0,0.890,1.040,1.070,159767,3141,513971,22688,0,1066,2072,1389
83,12,13,82,108527616,914878464,23-03 14:08:57,1,0,0,0,158,0,0,0,0,0,0,7,20,0,9,1,0,0,0,0.820,1.020,1.060,159767,3141,514206,22688,0,907,1695,4156
83,12,13,82,108527616,914878464,23-03 14:08:58,0,0,0,0,141,0,0,0,0,0,0,7,20,0,9,1,0,0,0,0.820,1.020,1.060,159767,3141,517434,22688,0,1934,3008,3967
83,12,13,82,108527616,914878464,23-03 14:08:59,1,0,0,0,136,0,0,0,0,0,0,7,20,0,9,1,0,0,0,0.820,1.020,1.060,159767,3141,517083,22688,0,498,1398,1628
83,12,13,82,108527616,914878464,23-03 14:09:00,1,0,17,0,115,0,0,0,0,0,0,7,20,0,9,1,0,0,0,0.820,1.020,1.060,159767,3141,525402,22688,0,3253,4169,13561
83,12,13,82,108527616,914878464,23-03 14:09:01,2,0,0,0,114,0,0,0,0,0,0,7,20,0,9,1,0,0,0,0.820,1.020,1.060,159767,3141,525470,22688,0,288,772,1005
83,12,13,82,108527616,914878464,23-03 14:09:02,0,0,8,0,160,0,0,0,0,0,0,7,20,0,9,1,0,0,0,0.760,1.010,1.060,159767,3141,526206,22688,0,2538,2836,3249
83,12,13,82,108527616,914878464,23-03 14:09:03,2,0,0,0,117,0,0,0,0,0,0,7,20,0,9,1,0,0,0,0.760,1.010,1.060,159767,3141,526304,22688,0,193,642,1047
83,12,13,82,108527616,914878464,23-03 14:09:04,0,0,0,0,118,0,0,0,0,0,0,7,20,0,9,1,0,0,0,0.760,1.010,1.060,159767,3141,526146,22688,0,313,782,492
83,12,13,82,108527616,914878464,23-03 14:09:05,1,0,16,0,118,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.760,1.010,1.060,159767,3141,525692,22688,0,2603,3230,3336
83,12,13,82,108527616,914878464,23-03 14:09:06,2,0,0,0,119,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.760,1.010,1.060,159767,3141,525255,22688,0,115,2762,3299
83,12,13,82,108527616,914878464,23-03 14:09:07,5,0,0,0,120,0,0,0,0,0,0,7,20,0,8,1,0,0,0,0.700,0.990,1.050,159767,3141,525334,22688,0,203,521,774
83,12,13,82,108527616,914878464,23-03 14:09:08,0,0,0,0,181,0,0,0,0,0,0,7,20,0,9,1,0,0,0,0.700,0.990,1.050,159767,3141,525379,22688,0,876,1424,926
83,12,13,82,108527616,914878464,23-03 14:09:09,0,0,0,0,126,0,0,0,0,0,0,7,20,0,9,1,0,0,0,0.700,0.990,1.050,159767,3141,525533,22688,0,799,1360,1147
83,12,13,82,108527616,914878464,23-03 14:09:10,0,0,16,0,141,0,0,0,0,0,0,7,22,0,9,0,0,0,0,0.700,0.990,1.050,159767,3141,525502,22688,0,2856,3608,3932
83,12,13,82,108527616,914878464,23-03 14:09:11,1,0,0,0,114,0,0,0,0,0,0,7,22,0,8,0,0,0,0,0.700,0.990,1.050,159767,3141,525728,22688,0,301,596,937
83,12,13,82,108527616,914878464,23-03 14:09:12,0,0,0,0,119,0,0,0,0,0,0,7,22,0,8,0,0,0,0,0.720,0.990,1.050,159767,3141,525633,22688,0,124,600,865
83,12,13,82,108527616,914878464,23-03 14:09:13,1,0,1,0,119,0,0,0,0,0,0,7,22,0,8,0,0,0,0,0.720,0.990,1.050,159767,3141,525935,22688,0,809,947,1179
