"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/unix_mem_swap_page_raw.csv --unix --mem --swap --page --raw 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"unix sockets",,,,"memory usage",,,,"swap",,"paging",,"raw"
56,981,55,926,4940247040,2808627200,799428608,7851012096,108527616,914878464,0,0,0
56,983,55,928,4940652544,2808225792,799436800,7850934272,108527616,914878464,0,0,0
56,983,55,928,4944175104,2804682752,799440896,7851282432,108527616,914878464,0,0,0
56,983,55,928,4940603392,2808246272,799440896,7851782144,108527616,914878464,0,0,0
56,983,55,928,4961910784,2786930688,799444992,7851552768,108527616,914878464,0,0,0
56,983,55,928,4962045952,2786787328,799444992,7850971136,108527616,914878464,0,0,0
56,983,55,928,4962701312,2786127872,799444992,7851040768,108527616,914878464,0,0,0
56,983,55,928,4947517440,2801307648,799444992,7851044864,108527616,914878464,0,0,0
56,983,55,928,4947767296,2802515968,799444992,7850110976,108527616,914878464,0,0,0
56,983,55,928,4950487040,2799960064,799461376,7849865216,108527616,914878464,0,0,0
56,983,55,928,4950642688,2799788032,799461376,7849357312,108527616,914878464,0,0,0
56,983,55,928,4973748224,2776662016,799473664,7849631744,108527616,914878464,0,0,0
56,983,55,928,4974678016,2775711744,799473664,7849451520,108527616,914878464,0,0,0
56,983,55,928,4976103424,2774286336,799473664,7849451520,108527616,914878464,0,0,0
56,983,55,928,4976533504,2773839872,799473664,7849992192,108527616,914878464,0,0,0
56,983,55,928,4954157056,2797993984,799473664,7848148992,108527616,914878464,0,0,0
56,983,55,928,4956221440,2795778048,799481856,7847833600,108527616,914878464,0,0,0
56,983,55,928,4956372992,2795626496,799481856,7847833600,108527616,914878464,0,0,0
56,983,55,928,4952084480,2799910912,799481856,7847837696,108527616,914878464,0,0,0
56,981,55,926,4891471872,2859986944,799485952,7848304640,108527616,914878464,81920,0,0
56,981,55,926,4894474240,2856636416,799485952,7849172992,108527616,914878464,0,0,0
56,977,55,922,4892733440,2863853568,799490048,7843758080,108527616,914878464,0,0,0
56,977,55,922,4894400512,2862137344,799490048,7843516416,108527616,914878464,0,0,0
56,977,55,922,4895051776,2863075328,799490048,7841693696,108527616,914878464,0,0,0
56,977,55,922,4895330304,2862886912,799490048,7841603584,108527616,914878464,0,0,0
56,977,55,922,4895465472,2862743552,799490048,7841546240,108527616,914878464,0,0,0
56,977,55,922,4882931712,2875277312,799502336,7842123776,108527616,914878464,0,0,0
56,977,55,922,4881350656,2877050880,799502336,7842164736,108527616,914878464,0,0,0
56,977,55,922,4881620992,2876776448,799502336,7841345536,108527616,914878464,0,0,0
56,977,55,922,4880699392,2877693952,799502336,7841349632,108527616,914878464,0,0,0
56,977,55,922,4880588800,2879213568,799502336,7839940608,108527616,914878464,0,0,0
56,977,55,922,4868026368,2886668288,799518720,7845666816,108527616,914878464,0,0,0
56,977,55,922,4868980736,2885697536,799526912,7845675008,108527616,914878464,0,0,0
56,977,55,922,4869201920,2885468160,799526912,7845093376,108527616,914878464,0,0,0
56,977,55,922,4869890048,2884780032,799526912,7845093376,108527616,914878464,0,0,0
56,977,55,922,4894826496,2859835392,799526912,7845101568,108527616,914878464,0,0,0
56,977,55,922,4899049472,2855567360,799526912,7845146624,108527616,914878464,0,0,0
56,977,55,922,4900741120,2853875712,799535104,7845662720,108527616,914878464,0,0,0
56,977,55,922,4883062784,2873327616,799535104,7843823616,108527616,914878464,0,0,0
56,981,55,926,4902764544,2853482496,799535104,7860023296,108527616,914878464,0,0,0
56,981,55,926,4900896768,2855313408,799535104,7860334592,108527616,914878464,0,0,0
56,981,55,926,4920365056,2835808256,799547392,7857520640,108527616,914878464,0,0,0
56,981,55,926,4918050816,2838114304,799547392,7854600192,108527616,914878464,0,0,0
56,981,55,926,4918886400,2837274624,799547392,7854911488,108527616,914878464,0,0,0
56,981,55,926,4888256512,2867859456,799547392,7845941248,108527616,914878464,0,0,0
56,981,55,926,4891447296,2866442240,799559680,7843373056,108527616,914878464,0,0,0
56,997,55,942,4858343424,2899521536,799559680,7850029056,108527616,914878464,0,0,0
56,997,55,942,4861710336,2896064512,799559680,7850381312,108527616,914878464,0,0,0
56,997,55,942,4862377984,2895388672,799559680,7850323968,108527616,914878464,0,0,0
56,997,55,942,4864753664,2893008896,799559680,7850651648,108527616,914878464,0,0,0
56,997,55,942,4869795840,2887925760,799559680,7850373120,108527616,914878464,0,0,0
56,997,55,942,4870496256,2887213056,799563776,7849627648,108527616,914878464,0,0,0
56,997,55,942,4875390976,2882187264,799580160,7858556928,108527616,914878464,0,0,0
56,997,55,942,4780695552,2978652160,799580160,7853592576,108527616,914878464,0,0,0
56,997,55,942,4781129728,2978390016,799580160,7853862912,108527616,914878464,0,0,0
56,997,55,942,4781535232,2977984512,799580160,7853666304,108527616,914878464,0,0,0
56,997,55,942,4782018560,2977492992,799592448,7853203456,108527616,914878464,0,0,0
56,997,55,942,4779008000,2980491264,799592448,7849222144,108527616,914878464,0,0,0
56,997,55,942,4779393024,2980061184,799592448,7848935424,108527616,914878464,0,0,0
56,997,55,942,4774936576,2990104576,799592448,7843446784,108527616,914878464,0,0,0
56,997,55,942,4777635840,2987384832,799604736,7843979264,108527616,914878464,0,0,0
56,991,55,936,4761972736,3004829696,799604736,7840399360,108527616,914878464,0,0,0
56,981,55,926,4735725568,3030970368,799604736,7835082752,108527616,914878464,0,0,0
56,981,55,926,4736618496,3030077440,799604736,7834951680,108527616,914878464,0,0,0
56,981,55,926,4736811008,3029880832,799604736,7834890240,108527616,914878464,0,0,0
56,981,55,926,4739608576,3026886656,799617024,7835074560,108527616,914878464,0,0,0
56,981,55,926,4741066752,3025408000,799617024,7835684864,108527616,914878464,0,0,0
56,981,55,926,4741509120,3024965632,799617024,7835684864,108527616,914878464,0,0,0
56,981,55,926,4862390272,2905645056,799617024,7833534464,108527616,914878464,0,0,0
56,977,55,922,4791877632,2971185152,799657984,7837368320,108527616,914878464,0,0,0
56,977,55,922,4794851328,2968170496,799657984,7837495296,108527616,914878464,0,0,0
56,977,55,922,4824932352,2938073088,799657984,7837278208,108527616,914878464,0,0,0
56,977,55,922,4826079232,2936872960,799657984,7836807168,108527616,914878464,0,0,0
56,977,55,922,4826759168,2936184832,799657984,7836749824,108527616,914878464,0,0,0
56,977,55,922,4794675200,2968268800,799662080,7836286976,108527616,914878464,0,0,0
56,977,55,922,4797161472,2967564288,799662080,7834505216,108527616,914878464,0,0,0
56,977,55,922,4796608512,2968027136,799694848,7834562560,108527616,914878464,0,0,0
56,977,55,922,4797640704,2966921216,799694848,7835160576,108527616,914878464,0,0,0
56,977,55,922,4791013376,2973548544,799694848,7835095040,108527616,914878464,0,0,0
56,977,55,922,4789698560,2974818304,799694848,7834615808,108527616,914878464,0,0,0
56,977,55,922,4789764096,2974740480,799703040,7834619904,108527616,914878464,0,0,0
56,977,55,922,4790022144,2974474240,799711232,7834685440,108527616,914878464,0,0,0
56,977,55,922,4790448128,2974031872,799711232,7834701824,108527616,914878464,0,0,0
56,977,55,922,4791492608,2974846976,799711232,7833534464,108527616,914878464,0,0,0
56,977,55,922,4791885824,2974285824,799711232,7833468928,108527616,914878464,0,0,0
56,977,55,922,4792320000,2973851648,799711232,7832944640,108527616,914878464,0,0,0
56,977,55,922,4794802176,2971324416,799723520,7833042944,108527616,914878464,0,0,0
56,977,55,922,4795699200,2970378240,799748096,7833067520,108527616,914878464,0,0,0
56,979,55,924,4797124608,2968944640,799748096,7833341952,108527616,914878464,0,0,0
56,977,55,922,4797583360,2968756224,799748096,7833264128,108527616,914878464,0,0,0
56,977,55,922,4797661184,2968674304,799748096,7833268224,108527616,914878464,0,0,0
56,977,55,922,4797190144,2970742784,799748096,7831212032,108527616,914878464,0,0,0
56,977,55,922,4797722624,2970308608,799760384,7831101440,108527616,914878464,0,0,0
56,977,55,922,4735172608,3032813568,799768576,7831072768,108527616,914878464,0,0,0
56,977,55,922,4735160320,3032813568,799768576,7831085056,108527616,914878464,0,0,0
56,977,55,922,4736135168,3031838720,799768576,7831609344,108527616,914878464,0,0,0
56,977,55,922,4734775296,3038519296,799768576,7826354176,108527616,914878464,0,0,0
56,977,55,922,4735930368,3037523968,799768576,7825670144,108527616,914878464,0,0,0
56,977,55,922,4737687552,3037351936,799780864,7824007168,108527616,914878464,0,0,0
56,977,55,922,4736688128,3038453760,799780864,7823904768,108527616,914878464,0,0,0
56,977,55,922,4736933888,3037990912,799780864,7824711680,108527616,914878464,0,0,0
56,977,55,922,4759388160,3015524352,799780864,7825022976,108527616,914878464,0,0,0
56,977,55,922,4760403968,3014504448,799780864,7824269312,108527616,914878464,0,0,0
56,977,55,922,4761088000,3013816320,799784960,7824138240,108527616,914878464,0,0,0
56,977,55,922,4761772032,3013128192,799784960,7824207872,108527616,914878464,0,0,0
56,977,55,922,4739710976,3036991488,799784960,7822405632,108527616,914878464,0,0,0
56,977,55,922,4890419200,2881081344,799805440,7828111360,108527616,914878464,0,0,0
56,977,55,922,4891713536,2879651840,799805440,7828180992,108527616,914878464,0,0,0
56,977,55,922,4892172288,2879193088,799805440,7827656704,108527616,914878464,0,0,0
56,977,55,922,4891176960,2880184320,799805440,7827660800,108527616,914878464,0,0,0
56,977,55,922,4891176960,2880176128,799805440,7827800064,108527616,914878464,0,0,0
56,977,55,922,4891070464,2880274432,799813632,7827800064,108527616,914878464,0,0,0
56,977,55,922,4893376512,2877956096,799813632,7828205568,108527616,914878464,0,0,0
56,977,55,922,4884942848,2886385664,799813632,7828209664,108527616,914878464,0,0,0
56,977,55,922,4888502272,2884448256,799813632,7826063360,108527616,914878464,0,0,0
56,977,55,922,4888899584,2884046848,799813632,7826132992,108527616,914878464,0,0,0
56,977,55,922,4889845760,2883100672,799825920,7826120704,108527616,914878464,0,0,0
56,977,55,922,4888915968,2884014080,799825920,7826071552,108527616,914878464,0,0,0
56,977,55,922,4889640960,2883280896,799825920,7826604032,108527616,914878464,0,0,0
56,977,55,922,4889808896,2883108864,799825920,7826608128,108527616,914878464,0,0,0
56,977,55,922,4892270592,2882449408,799854592,7824384000,108527616,914878464,0,0,0
56,977,55,922,4893143040,2881503232,799854592,7824457728,108527616,914878464,0,0,0
56,977,55,922,4892864512,2881691648,799854592,7824482304,108527616,914878464,0,0,0
56,977,55,922,4893474816,2881069056,799862784,7825010688,108527616,914878464,0,0,0
56,977,55,922,4893556736,2881265664,799862784,7824666624,108527616,914878464,0,0,0
56,977,55,922,4892876800,2881941504,799862784,7824211968,108527616,914878464,0,0,0
56,977,55,922,4893274112,2881540096,799870976,7824207872,108527616,914878464,0,0,0
56,977,55,922,4869152768,2905649152,799870976,7824154624,108527616,914878464,0,0,0
56,977,55,922,4852015104,2922745856,799870976,7824429056,108527616,914878464,0,0,0
56,979,55,924,4854439936,2921824256,799870976,7823216640,108527616,914878464,0,0,0
56,977,55,922,4855844864,2920615936,799870976,7823151104,108527616,914878464,0,0,0
56,977,55,922,4882841600,2893598720,799887360,7822630912,108527616,914878464,0,0,0
56,977,55,922,4884045824,2892390400,799887360,7822503936,108527616,914878464,0,0,0
56,977,55,922,4860477440,2915954688,799887360,7822573568,108527616,914878464,0,0,0
56,977,55,922,4821061632,2960695296,799907840,7817228288,108527616,914878464,0,0,0
56,977,55,922,4823154688,2960363520,799907840,7815991296,108527616,914878464,0,0,0
56,977,55,922,4804603904,2978877440,799907840,7816028160,108527616,914878464,0,0,0
56,977,55,922,4797779968,2985607168,799907840,7815532544,108527616,914878464,0,0,0
56,977,55,922,4774547456,3008831488,799907840,7815540736,108527616,914878464,0,0,0
56,977,55,922,4773076992,3010293760,799920128,7815602176,108527616,914878464,0,0,0
56,977,55,922,4774936576,3008409600,799920128,7815626752,108527616,914878464,0,0,0
56,977,55,922,4775354368,3007979520,799928320,7816155136,108527616,914878464,0,0,0
56,977,55,922,4740984832,3042299904,799928320,7816138752,108527616,914878464,0,0,0
56,977,55,922,4740755456,3042525184,799928320,7815618560,108527616,914878464,0,0,0
56,977,55,922,4880592896,2899218432,799944704,7819071488,108527616,914878464,0,0,0
56,977,55,922,4882321408,2897555456,799952896,7819046912,108527616,914878464,0,0,0
56,977,55,922,4883210240,2896658432,799952896,7819579392,108527616,914878464,0,0,0
56,977,55,922,4883623936,2896244736,799952896,7819513856,108527616,914878464,0,0,0
56,977,55,922,4886331392,2893537280,799952896,7818989568,108527616,914878464,0,0,0
56,977,55,922,4881747968,2898071552,799952896,7819104256,108527616,914878464,0,0,0
56,977,55,922,4881408000,2900221952,799965184,7817281536,108527616,914878464,0,0,0
56,977,55,922,4880609280,2900951040,799965184,7817351168,108527616,914878464,0,0,0
56,977,55,922,4880879616,2900590592,799965184,7817900032,108527616,914878464,0,0,0
56,977,55,922,4881494016,2899976192,799965184,7817900032,108527616,914878464,0,0,0
56,977,55,922,4881928192,2899542016,799973376,7817367552,108527616,914878464,0,0,0
56,977,55,922,4882739200,2898718720,799973376,7817445376,108527616,914878464,0,0,0
56,977,55,922,4883628032,2897784832,799973376,7817490432,108527616,914878464,0,0,0
56,977,55,922,4887535616,2893869056,799981568,7817490432,108527616,914878464,0,0,0
56,977,55,922,4887855104,2893549568,799981568,7818014720,108527616,914878464,0,0,0
56,977,55,922,4849217536,2933764096,799993856,7816425472,108527616,914878464,0,0,0
56,977,55,922,4849135616,2934226944,799993856,7815520256,108527616,914878464,0,0,0
56,977,55,922,4878323712,2905038848,799993856,7815753728,108527616,914878464,0,0,0
56,977,55,922,4878929920,2904428544,799993856,7815458816,108527616,914878464,0,0,0
56,977,55,922,4854517760,2928795648,799993856,7815503872,108527616,914878464,0,0,0
56,977,55,922,4855951360,2927362048,800006144,7816015872,108527616,914878464,0,0,0
56,977,55,922,4858671104,2926448640,800006144,7814275072,108527616,914878464,0,0,0
56,977,55,922,4747423744,3037696000,800006144,7813750784,108527616,914878464,0,0,0
56,977,55,922,4744249344,3040776192,800006144,7813779456,108527616,914878464,0,0,0
56,977,55,922,4745469952,3039543296,800006144,7813558272,108527616,914878464,0,0,0
56,977,55,922,4747128832,3037880320,800014336,7814377472,108527616,914878464,0,0,0
56,977,55,922,4747567104,3037220864,800014336,7814598656,108527616,914878464,0,0,0
56,979,55,924,4747501568,3037278208,800018432,7814078464,108527616,914878464,0,0,0
56,977,55,922,4746305536,3043962880,800018432,7808520192,108527616,914878464,0,0,0
56,977,55,922,4747497472,3044364288,800018432,7806926848,108527616,914878464,0,0,0
56,977,55,922,4747358208,3044569088,800051200,7806894080,108527616,914878464,0,0,0
56,977,55,922,4748414976,3043414016,800051200,7807516672,108527616,914878464,0,0,0
56,977,55,922,4744519680,3047174144,800051200,7807651840,108527616,914878464,0,0,0
56,977,55,922,4740444160,3051200512,800051200,7806877696,108527616,914878464,0,0,0
56,977,55,922,4741472256,3050168320,800051200,7807180800,108527616,914878464,0,0,0
56,977,55,922,4742393856,3049242624,800059392,7807176704,108527616,914878464,0,0,0
56,977,55,922,4743053312,3050172416,800059392,7805587456,108527616,914878464,0,0,0
56,977,55,922,4742848512,3050573824,800059392,7805915136,108527616,914878464,0,0,0
56,977,55,922,4881301504,2906935296,800059392,7811035136,108527616,914878464,0,0,0
56,977,55,922,4880875520,2907361280,800059392,7810510848,108527616,914878464,0,0,0
56,977,55,922,4873785344,2914406400,800071680,7810543616,108527616,914878464,0,0,0
56,977,55,922,4874723328,2913443840,800071680,7810633728,108527616,914878464,0,0,0
56,977,55,922,4867477504,2920685568,800071680,7810904064,108527616,914878464,0,0,0
56,977,55,922,4868939776,2919219200,800079872,7811092480,108527616,914878464,0,0,0
56,977,55,922,4847230976,2942697472,800079872,7809388544,108527616,914878464,0,0,0
56,977,55,922,4838121472,2951786496,800079872,7808884736,108527616,914878464,0,0,0
56,977,55,922,4829458432,2960244736,800079872,7809089536,108527616,914878464,0,0,0
56,977,55,922,4855316480,2934337536,800079872,7808905216,108527616,914878464,0,0,0
56,977,55,922,4856475648,2933170176,800092160,7809658880,108527616,914878464,0,0,0
56,977,55,922,4837539840,2952089600,800092160,7809675264,108527616,914878464,0,0,0
56,977,55,922,4837666816,2952216576,800092160,7808897024,108527616,914878464,0,0,0
56,977,55,922,4836376576,2955120640,800092160,7807283200,108527616,914878464,0,0,0
56,977,55,922,4837117952,2954612736,800092160,7806984192,108527616,914878464,0,0,0
56,977,55,922,4834185216,2957455360,800100352,7807066112,108527616,914878464,0,0,0
56,977,55,922,4835573760,2956013568,800100352,7807709184,108527616,914878464,0,0,0
56,977,55,922,4830568448,2960973824,800108544,7807746048,108527616,914878464,0,0,0
56,977,55,922,4831592448,2959904768,800108544,7807193088,108527616,914878464,0,0,0
56,977,55,922,4831043584,2960453632,800116736,7807119360,108527616,914878464,0,0,0
56,977,55,922,4831346688,2960142336,800116736,7807127552,108527616,914878464,0,0,0
56,977,55,922,4832256000,2961072128,800116736,7805288448,108527616,914878464,0,0,0
56,977,55,922,4734324736,3059003392,800129024,7805865984,108527616,914878464,0,0,0
56,977,55,922,4733054976,3059961856,800129024,7806177280,108527616,914878464,0,0,0
56,977,55,922,4733972480,3059044352,800129024,7805587456,108527616,914878464,0,0,0
56,977,55,922,4734361600,3058651136,800129024,7805591552,108527616,914878464,0,0,0
56,977,55,922,4734664704,3058348032,800129024,7805657088,108527616,914878464,0,0,0
56,977,55,922,4735291392,3057713152,800137216,7805657088,108527616,914878464,0,0,0
56,977,55,922,4735246336,3057745920,800137216,7806193664,108527616,914878464,0,0,0
56,977,55,922,4730945536,3069329408,800137216,7798833152,108527616,914878464,0,0,0
56,977,55,922,4731478016,3068657664,800137216,7798448128,108527616,914878464,0,0,0
56,977,55,922,4731420672,3068715008,800137216,7798448128,108527616,914878464,0,0,0
56,977,55,922,4732321792,3067805696,800145408,7798513664,108527616,914878464,0,0,0
56,977,55,922,4731596800,3068518400,800145408,7799050240,108527616,914878464,0,0,0
56,977,55,922,4731412480,3068698624,800145408,7798988800,108527616,914878464,0,0,0
56,977,55,922,4731019264,3069083648,800145408,7798472704,108527616,914878464,0,0,0
56,977,55,922,4734631936,3067301888,800145408,7796707328,108527616,914878464,0,0,0
56,977,55,922,4886548480,2910261248,800157696,7801819136,108527616,914878464,0,0,0
56,977,55,922,4887867392,2908798976,800157696,7801962496,108527616,914878464,0,0,0
56,977,55,922,4916363264,2880290816,800174080,7802417152,108527616,914878464,0,0,0
56,977,55,922,4916281344,2880356352,800174080,7802429440,108527616,914878464,0,0,0
56,977,55,922,4916199424,2880434176,800174080,7801909248,108527616,914878464,0,0,0
56,977,55,922,4892340224,2904293376,800174080,7801974784,108527616,914878464,0,0,0
56,977,55,922,4893044736,2903584768,800174080,7801978880,108527616,914878464,0,0,0
56,977,55,922,4895645696,2902622208,800178176,7800270848,108527616,914878464,0,0,0
56,977,55,922,4896542720,2901618688,800178176,7800967168,108527616,914878464,0,0,0
56,977,55,922,4891459584,2906701824,800178176,7800967168,108527616,914878464,0,0,0
56,977,55,922,4893454336,2905001984,800178176,7800147968,108527616,914878464,0,0,0
56,977,55,922,4893827072,2904629248,800178176,7801196544,108527616,914878464,0,0,0
56,977,55,922,4896669696,2901778432,800186368,7801126912,108527616,914878464,0,0,0
56,977,55,922,4897763328,2900668416,800186368,7800094720,108527616,914878464,0,0,0
56,977,55,922,4899160064,2901024768,800186368,7798865920,108527616,914878464,0,0,0
56,977,55,922,4912218112,2887892992,800206848,7798984704,108527616,914878464,0,0,0
56,977,55,922,4925652992,2874417152,800206848,7798501376,108527616,914878464,0,0,0
56,977,55,922,4772098048,3027963904,800206848,7798710272,108527616,914878464,0,0,0
56,977,55,922,4772728832,3027324928,800206848,7798517760,108527616,914878464,0,0,0
56,977,55,922,4774596608,3025453056,800206848,7800094720,108527616,914878464,0,0,0
56,977,55,922,4749258752,3050778624,800215040,7800098816,108527616,914878464,0,0,0
56,977,55,922,4749418496,3052253184,800215040,7796891648,108527616,914878464,0,0,0
56,977,55,922,4748951552,3052675072,800215040,7796871168,108527616,914878464,0,0,0
56,977,55,922,4748812288,3052814336,800215040,7796871168,108527616,914878464,0,0,0
56,977,55,922,4747292672,3054235648,800215040,7796969472,108527616,914878464,0,0,0
56,977,55,922,4748079104,3053445120,800227328,7797682176,108527616,914878464,0,0,0
56,977,55,922,4748705792,3052806144,800227328,7797694464,108527616,914878464,0,0,0
56,977,55,922,4748517376,3052969984,800235520,7797055488,108527616,914878464,0,0,0
56,977,55,922,4745281536,3061485568,800235520,7791775744,108527616,914878464,0,0,0
56,977,55,922,4746231808,3060748288,800235520,7791599616,108527616,914878464,0,0,0
56,977,55,922,4746432512,3062284288,800235520,7789862912,108527616,914878464,0,0,0
56,977,55,922,4747894784,3060822016,800235520,7790387200,108527616,914878464,0,0,0
56,977,55,922,4770979840,3037712384,800256000,7790325760,108527616,914878464,0,0,0
56,977,55,922,4771069952,3037622272,800256000,7789801472,108527616,914878464,0,0,0
56,975,55,920,4747984896,3060707328,800256000,7789801472,108527616,914878464,0,0,0
56,975,55,920,4748505088,3060146176,800256000,7789907968,108527616,914878464,0,0,0
56,975,55,920,4748746752,3059888128,800256000,7789924352,108527616,914878464,0,0,0
56,975,55,920,4749025280,3061444608,800268288,7788535808,108527616,914878464,0,0,0
56,973,55,918,4915249152,2890059776,800268288,7793758208,108527616,914878464,0,0,0
56,977,55,922,4917727232,2887544832,800268288,7793532928,108527616,914878464,0,0,0
56,977,55,922,4919230464,2886037504,800268288,7793819648,108527616,914878464,0,0,0
56,977,55,922,4925583360,2879672320,800268288,7793553408,108527616,914878464,0,0,0
56,977,55,922,4900368384,2904842240,800276480,7793524736,108527616,914878464,0,0,0
56,977,55,922,4900823040,2904367104,800276480,7794135040,108527616,914878464,0,0,0
56,977,55,922,4904132608,2901057536,800276480,7794368512,108527616,914878464,0,0,0
56,977,55,922,4890144768,2916835328,800296960,7791566848,108527616,914878464,0,0,0
56,977,55,922,4892274688,2914897920,800296960,7791607808,108527616,914878464,0,0,0
56,977,55,922,4894707712,2912456704,800317440,7791362048,108527616,914878464,0,0,0
56,977,55,922,4900995072,2906152960,800317440,7792136192,108527616,914878464,0,0,0
56,977,55,922,4901957632,2905149440,800317440,7792111616,108527616,914878464,0,0,0
56,977,55,922,4901048320,2906054656,800317440,7791656960,108527616,914878464,0,0,0
56,977,55,922,4898922496,2908176384,800321536,7791656960,108527616,914878464,0,0,0
