"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/unix_disk_net_aio_vm-adv_udp.csv --unix --disk --net --aio --vm-adv --udp 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"unix sockets",,,,"dsk/total",,"net/total",,"async","advanced virtual memory",,,,,"udp",
56,874,54,820,0,0,0,358,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,24576,4038656,78,106,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,358,0,0,0,0,0,0,17,7
56,874,54,820,0,0,167,187,0,0,0,0,0,0,17,7
56,874,54,820,0,0,15817,5309,0,0,0,0,0,0,17,7
56,874,54,820,8192,3268608,1404,631,0,0,0,0,0,0,17,7
56,874,54,820,0,0,70,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,617,0,0,0,0,0,0,17,7
56,874,54,820,0,401408,645,374,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,2547712,385,1955,0,0,0,0,0,0,17,7
56,874,54,820,0,0,16783,4851,0,0,0,0,0,0,17,7
56,874,54,820,0,0,424,358,0,0,0,0,0,0,17,7
56,874,54,820,0,557056,226,126,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,3366912,15857,5309,0,0,0,0,0,0,17,7
56,876,54,822,0,0,1364,591,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,483328,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,3637248,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,240,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,167,187,0,0,0,0,0,0,17,7
56,874,54,820,0,622592,56,74,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,1998848,12943,4742,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,259,0,0,0,0,0,0,17,7
56,874,54,820,0,0,4674,1385,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,475136,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,4317184,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,358,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,835584,0,0,0,0,0,0,0,0,17,7
56,874,54,820,16384,3514368,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,868,246,0,0,0,0,0,0,17,7
56,874,54,820,0,0,15981,5309,0,0,0,0,0,0,17,7
56,874,54,820,0,0,1364,949,0,0,0,0,0,0,17,7
56,874,54,820,0,696320,253,293,0,0,0,0,0,0,17,7
56,874,54,820,8192,1425408,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,167,187,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,358,0,0,0,0,0,0,17,7
56,874,54,820,0,0,15895,5122,0,0,0,0,0,0,17,7
56,874,54,820,24576,3801088,13739,1362,0,0,0,0,0,0,17,7
56,874,54,820,0,0,3335,379,0,0,0,0,0,0,17,7
56,874,54,820,0,0,396,187,0,0,0,0,0,0,17,7
56,874,54,820,0,0,16024,5410,0,0,0,0,0,0,17,7
56,874,54,820,0,0,1404,989,0,0,0,0,0,0,17,7
56,874,54,820,8192,4046848,0,0,0,0,0,0,0,0,17,7
56,888,54,834,0,417792,1830,3059,0,0,0,0,0,0,17,8
56,890,54,836,0,0,4103,1080,0,0,0,0,0,0,17,8
56,890,54,836,0,0,0,0,0,0,0,0,0,0,17,8
56,890,54,836,0,0,0,358,0,0,0,0,0,0,17,8
56,890,54,836,0,3481600,523,0,0,0,0,0,0,0,17,8
56,890,54,836,0,540672,175,0,0,0,0,0,0,0,17,8
56,890,54,836,0,0,46,0,0,0,0,0,0,0,17,8
56,890,54,836,0,0,0,0,0,0,0,0,0,0,17,8
56,890,54,836,0,0,17309,6410,0,0,0,0,0,0,17,8
56,890,54,836,0,0,0,126,0,0,0,0,0,0,17,8
56,890,54,836,0,3301376,650,484,0,0,0,0,0,0,17,8
56,890,54,836,0,0,167,187,0,0,0,0,0,0,17,8
56,890,54,836,0,0,0,0,0,0,0,0,0,0,17,8
56,890,54,836,0,0,0,358,0,0,0,0,0,0,17,8
56,890,54,836,0,0,70,0,0,0,0,0,0,0,17,8
56,890,54,836,0,4005888,0,259,0,0,0,0,0,0,17,8
56,874,54,820,0,0,478,187,0,0,0,0,0,0,17,8
56,874,54,820,0,0,167,187,0,0,0,0,0,0,17,8
56,874,54,820,0,0,298,1707,0,0,0,0,0,0,17,8
56,874,54,820,0,0,16923,4511,0,0,0,0,0,0,17,8
56,874,54,820,0,4431872,240,0,0,0,0,0,0,0,17,8
56,874,54,820,0,909312,0,0,0,0,0,0,0,0,17,8
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,8
56,874,54,820,0,1138688,1249,3192,0,0,0,0,0,0,17,8
56,874,54,820,0,0,15898,4704,0,0,0,0,0,0,20,8
56,874,54,820,0,1400832,0,920,0,0,0,0,0,0,20,8
56,874,54,820,0,622592,2108,4100,0,0,0,0,0,0,20,8
56,874,54,820,0,0,0,920,0,0,0,0,0,0,20,8
56,874,54,820,0,0,0,0,0,0,0,0,0,0,20,8
56,874,54,820,0,0,1249,3550,0,0,0,0,0,0,17,8
56,874,54,820,0,4186112,15972,2748,0,0,0,0,0,0,17,7
56,874,54,820,0,163840,167,187,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,253,293,0,0,0,0,0,0,17,7
56,874,54,820,0,0,56,432,0,0,0,0,0,0,17,7
56,874,54,820,0,4980736,424,0,0,0,0,0,0,0,17,7
56,874,54,820,0,729088,396,446,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,272,106,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,358,0,0,0,0,0,0,17,7
56,874,54,820,0,3121152,1249,3192,0,0,0,0,0,0,17,7
56,874,54,820,0,458752,16099,2668,0,0,0,0,0,0,17,7
56,876,54,822,0,0,522,320,0,0,0,0,0,0,17,7
56,876,54,822,0,655360,0,114,0,0,0,0,0,0,17,7
56,876,54,822,0,0,0,0,0,0,0,0,0,0,17,7
56,876,54,822,0,3465216,0,472,0,0,0,0,0,0,17,7
56,876,54,822,0,0,82,0,0,0,0,0,0,0,17,7
56,876,54,822,0,0,0,0,0,0,0,0,0,0,17,7
56,876,54,822,0,524288,0,0,0,0,0,0,0,0,17,7
56,876,54,822,0,0,94,413,0,0,0,0,0,0,17,7
56,876,54,822,0,0,94,657,0,0,0,0,0,0,17,7
56,874,54,820,24576,2310144,2105,4889,0,0,0,0,0,0,17,7
56,874,54,820,0,0,15688,1516,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,868352,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,1619,4848,0,0,0,0,0,0,17,7
56,874,54,820,16384,1900544,30228,2082,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,167,187,0,0,0,0,0,0,17,7
56,874,54,820,0,770048,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,90112,424,358,0,0,0,0,0,0,17,7
56,874,54,820,32768,3342336,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,15817,5016,0,0,0,0,0,0,17,7
56,874,54,820,0,0,1404,844,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,523,0,0,0,0,0,0,0,17,7
56,874,54,820,8192,5513216,175,358,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,240,0,0,0,0,0,0,0,17,7
56,874,54,820,0,1351680,167,545,0,0,0,0,0,0,17,7
56,874,54,820,0,0,42,62,0,0,0,0,0,0,17,7
56,874,54,820,0,0,12623,4742,0,0,0,0,0,0,17,7
56,874,54,820,0,0,70,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,7198,1472,0,0,0,0,0,0,17,7
56,874,54,820,0,6488064,860,1047,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,86,106,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,4489216,0,358,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,2125,4592,0,0,0,0,0,0,17,7
56,874,54,820,0,860160,15602,1410,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,326,252,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,4317184,167,187,0,0,0,0,0,0,17,7
56,874,54,820,0,0,8151,10759,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,56,74,0,0,0,0,0,0,17,7
56,874,54,820,0,0,2015,4936,0,0,0,0,0,0,17,7
56,874,54,820,0,4808704,15602,1450,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,802816,1513,4358,0,0,0,0,0,0,17,7
56,874,54,820,0,0,15568,3542,0,0,0,0,0,0,17,7
56,874,54,820,0,2473984,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,7
56,876,54,822,0,655360,756,550,0,0,0,0,0,0,17,7
56,876,54,822,0,0,82,206,0,0,0,0,0,0,17,7
56,876,54,822,0,2506752,1659,4490,0,0,0,0,0,0,17,7
56,876,54,822,0,0,15602,2014,0,0,0,0,0,0,17,7
56,876,54,822,0,0,0,0,0,0,0,0,0,0,17,7
56,876,54,822,0,819200,650,484,0,0,0,0,0,0,17,7
56,876,54,822,0,0,167,187,0,0,0,0,0,0,17,7
56,876,54,822,0,5496832,0,206,0,0,0,0,0,0,17,7
56,876,54,822,0,0,0,358,0,0,0,0,0,0,17,7
56,876,54,822,0,0,0,0,0,0,0,0,0,0,17,7
56,876,54,822,0,0,0,0,0,0,0,0,0,0,17,7
56,876,54,822,0,532480,2055,4936,0,0,0,0,0,0,17,7
56,876,54,822,0,3825664,31559,6418,0,0,0,0,0,0,17,7
56,876,54,822,0,0,31265,7262,0,0,0,0,0,0,17,7
56,876,54,822,0,0,1444,1282,0,0,0,0,0,0,17,7
56,876,54,822,0,0,407,393,0,0,0,0,0,0,17,7
56,876,54,822,0,868352,167,187,0,0,0,0,0,0,17,7
56,876,54,822,0,1490944,0,0,0,0,0,0,0,0,17,7
56,876,54,822,0,0,86,106,0,0,0,0,0,0,17,7
56,876,54,822,0,0,0,358,0,0,0,0,0,0,17,7
56,874,54,820,0,0,42,0,0,0,0,0,0,0,17,7
56,874,54,820,0,688128,394,0,0,0,0,0,0,0,17,7
56,874,54,820,0,2334720,350,0,0,0,0,0,0,0,17,7
56,874,54,820,0,0,124,106,0,0,0,0,0,0,17,7
56,874,54,820,0,0,16351,6092,0,0,0,0,0,0,17,7
56,874,54,820,0,770048,916,126,0,0,0,0,0,0,17,7
56,874,54,820,0,0,309,1517,0,0,0,0,0,0,17,12
56,874,54,820,0,3899392,23224,19866,0,0,0,0,0,0,17,9
56,874,54,820,0,0,977,1726,0,0,0,0,0,0,17,9
56,874,54,820,0,0,70,358,0,0,0,0,0,0,17,9
56,874,54,820,0,843776,424,358,0,0,0,0,0,0,17,9
56,874,54,820,0,0,871,759,0,0,0,0,0,0,17,9
56,874,54,820,0,0,0,0,0,0,0,0,0,0,17,9
