"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
13792,179916,56,977,55,922,23-03 14:14:12
13856,179919,56,977,55,922,23-03 14:14:13
13856,179920,56,977,55,922,23-03 14:14:14
13792,179917,56,977,55,922,23-03 14:14:15
13792,179917,56,977,55,922,23-03 14:14:16
13824,178817,56,977,55,922,23-03 14:14:17
13824,178816,56,977,55,922,23-03 14:14:18
13824,178782,56,977,55,922,23-03 14:14:19
13856,178781,56,977,55,922,23-03 14:14:20
13856,178780,56,977,55,922,23-03 14:14:21
13856,178780,56,977,55,922,23-03 14:14:22
13824,178779,56,975,55,920,23-03 14:14:23
13856,178789,56,975,55,920,23-03 14:14:24
13856,178789,56,975,55,920,23-03 14:14:25
13856,178744,56,975,55,920,23-03 14:14:26
13856,179813,56,973,55,918,23-03 14:14:27
13760,179828,56,977,55,922,23-03 14:14:28
13760,179832,56,977,55,922,23-03 14:14:29
13792,179831,56,977,55,922,23-03 14:14:30
13792,179843,56,977,55,922,23-03 14:14:31
13792,179843,56,977,55,922,23-03 14:14:32
13824,179851,56,977,55,922,23-03 14:14:33
13824,179806,56,977,55,922,23-03 14:14:34
13856,179754,56,977,55,922,23-03 14:14:35
13824,179755,56,977,55,922,23-03 14:14:36
13792,179755,56,977,55,922,23-03 14:14:37
13856,179766,56,977,55,922,23-03 14:14:38
13824,179765,56,977,55,922,23-03 14:14:39
13664,179420,56,977,55,922,23-03 14:14:40
