"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/unix_disk_sys_udp_cpu_ipc_load_lock_vm_io_raw_mem.csv --unix --disk --sys --udp --cpu --ipc --load --lock --vm --io --raw --mem 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"unix sockets",,,,"dsk/total",,"system",,"udp",,"total cpu usage",,,,,"sysv ipc",,,"load avg",,,"file locks",,,,"virtual memory",,,,"io/total",,"raw","memory usage",,,
56,874,54,820,0,0,631,1116,17,7,2.130,0.501,97.243,0.125,0,0,0,6,0.440,1.550,2.590,56,12,10,58,0,639,510,434,0,0,0,3231817728,2108522496,194629632,10595811328
56,874,54,820,0,360448,753,1613,17,7,3.518,0.879,95.101,0.503,0,0,0,6,0.410,1.520,2.580,56,12,10,58,0,1061,1734,871,0,28,0,3231232000,2108534784,194637824,10597158912
56,874,54,820,0,2293760,916,2542,17,7,2.128,1.377,96.370,0.125,0,0,0,6,0.410,1.520,2.580,56,12,10,58,0,1299,1822,1930,0,52,0,3232194560,2107572224,194637824,10596368384
56,874,54,820,0,0,835,2399,17,7,1.384,1.132,97.484,0,0,0,0,6,0.410,1.520,2.580,56,12,10,58,0,1291,1330,1350,0,0,0,3232403456,2107355136,194637824,10596384768
56,874,54,820,0,0,725,1493,17,7,2.494,0.748,96.633,0.125,0,0,0,6,0.410,1.520,2.580,56,12,10,58,0,5886,7012,1378,0,0,0,3246047232,2092658688,194637824,10598219776
56,874,54,820,0,0,679,1336,17,7,1.899,0.886,97.215,0,0,0,0,6,0.410,1.520,2.580,56,12,10,58,0,72,92,453,0,0,0,3245989888,2092716032,194637824,10597961728
56,874,54,820,0,0,931,2204,17,7,2.503,1.252,96.120,0.125,0,0,0,6,0.380,1.500,2.560,56,12,10,58,0,34,320,426,0,0,0,3246370816,2092335104,194637824,10597363712
56,874,54,820,16384,3784704,913,2587,17,7,1.513,1.765,96.343,0.378,0,0,0,6,0.380,1.500,2.560,56,12,10,58,0,1349,1921,2809,4,116,0,3247824896,2090860544,194654208,10597376000
56,874,54,820,0,0,919,2628,17,7,4.125,0.750,95,0.125,0,0,0,6,0.380,1.500,2.560,56,12,10,58,0,3146,3587,3095,0,0,0,3243507712,2094534656,194654208,10598293504
56,874,54,820,0,0,614,1147,17,7,2.018,0.378,97.604,0,0,0,0,6,0.380,1.500,2.560,56,12,10,58,0,395,249,220,0,0,0,3243806720,2094202880,194654208,10598576128
56,874,54,820,0,0,671,1100,17,7,1.508,0.628,97.739,0.126,0,0,0,6,0.380,1.500,2.560,56,12,10,58,0,6,225,351,0,0,0,3244228608,2093756416,194654208,10598068224
56,874,54,820,0,0,667,1247,17,7,1.759,0.628,97.487,0.126,0,0,0,6,0.350,1.470,2.550,56,12,10,58,0,23,109,127,0,0,0,3244228608,2093756416,194654208,10598068224
56,874,54,820,24576,4677632,1228,3452,17,7,2.270,1.387,95.712,0.631,0,0,0,6,0.350,1.470,2.550,56,12,10,58,0,2290,3969,2821,6,244,0,3249238016,2087657472,194691072,10599587840
56,874,54,820,0,0,759,2282,17,7,2.250,1,96.625,0.125,0,0,0,6,0.350,1.470,2.550,56,12,10,58,0,1349,1451,1651,0,0,0,3249737728,2087157760,194691072,10598789120
56,874,54,820,0,0,1139,7741,17,7,2.541,2.033,95.426,0,0,0,0,6,0.350,1.470,2.550,56,12,10,58,0,4332,3803,5483,0,0,0,3252662272,2090889216,194691072,10592722944
56,874,54,820,0,0,1249,20667,17,7,4.768,1.255,93.852,0.125,0,0,0,6,0.350,1.470,2.550,56,12,10,58,0,2702,4362,5094,0,0,0,3243790336,2099048448,194691072,10593480704
56,874,54,820,0,0,667,1165,17,7,1.385,0.756,97.859,0,0,0,0,6,0.320,1.450,2.540,56,12,10,58,0,254,81,75,0,0,0,3243790336,2099048448,194691072,10593480704
56,874,54,820,0,2039808,984,3328,17,7,2.018,1.639,95.586,0.757,0,0,0,6,0.320,1.450,2.540,56,12,10,58,0,1360,1676,1670,0,40,0,3244179456,2098634752,194703360,10593492992
56,874,54,820,0,0,916,2552,17,7,1.131,1.508,97.236,0.126,0,0,0,6,0.320,1.450,2.540,56,12,10,58,0,1378,1462,1596,0,0,0,3245023232,2098446336,194703360,10592837632
56,874,54,820,0,0,1393,2085,17,7,3.639,1.757,94.605,0,0,0,0,6,0.320,1.450,2.540,56,12,10,58,0,6003,7160,4440,0,0,0,3258716160,2084851712,194703360,10592673792
56,874,54,820,0,0,815,1496,17,7,1.631,0.878,97.365,0.125,0,0,0,6,0.320,1.450,2.540,56,12,10,58,0,486,376,387,0,0,0,3259207680,2084360192,194703360,10592673792
56,874,54,820,0,0,809,1405,17,7,2.264,0.755,96.981,0,0,0,0,6,0.290,1.420,2.520,56,12,10,58,0,231,221,190,0,0,0,3259338752,2084216832,194703360,10592620544
56,874,54,820,8192,7168000,1375,3894,17,7,3.639,2.384,93.099,0.878,0,0,0,6,0.290,1.420,2.520,56,12,10,58,0,2096,3275,4893,2,466,0,3250331648,2092634112,194719744,10593193984
56,874,54,820,0,0,948,2634,17,7,2.264,1.258,96.478,0,0,0,0,6,0.290,1.420,2.520,56,12,10,58,0,2067,2229,2650,0,0,0,3247906816,2094964736,194719744,10593288192
56,874,54,820,0,0,979,1605,17,7,2.516,1.258,96.101,0.126,0,0,0,6,0.290,1.420,2.520,56,12,10,58,0,396,559,542,0,0,0,3248422912,2094448640,194719744,10593222656
56,874,54,820,0,0,1144,5154,17,7,3.011,1.631,95.358,0,0,0,0,6,0.290,1.420,2.520,56,12,10,58,0,3485,2724,2713,0,0,0,3248156672,2094714880,194719744,10593222656
56,874,54,820,0,0,719,1239,17,7,1.761,1.132,96.981,0.126,0,0,0,6,0.270,1.400,2.510,56,12,10,58,0,5,97,92,0,0,0,3248644096,2094215168,194719744,10593234944
56,874,54,820,0,4341760,1638,5021,17,7,4.845,3.230,90.932,0.994,0,0,0,6,0.270,1.400,2.510,56,12,10,58,0,6596,8275,5994,0,198,0,3255795712,2086023168,194727936,10594267136
56,874,54,820,0,0,1252,4454,17,7,3.367,2.369,94.264,0,0,0,0,6,0.270,1.400,2.510,56,12,10,58,0,1276,1520,1536,0,0,0,3256246272,2085552128,194727936,10594222080
56,874,54,820,0,0,1382,2308,17,7,2.767,1.132,95.975,0.126,0,0,0,6,0.270,1.400,2.510,56,12,10,58,0,1773,1197,2462,0,0,0,3255382016,2086146048,194727936,10594492416
56,888,54,834,0,655360,2711,6767,17,8,5.556,2.020,92.298,0.126,0,0,0,6,0.270,1.400,2.510,57,12,10,59,0,13010,12802,3869,0,54,0,3271741440,2069200896,194736128,10602954752
56,890,54,836,0,6635520,7739,14129,17,9,13.750,3.250,82.500,0.500,0,0,0,6,0.250,1.380,2.500,57,12,10,59,0,36407,40482,32420,0,256,0,3309948928,2030456832,194899968,10602790912
56,890,54,836,0,5668864,3440,6325,17,9,7.576,2.904,89.268,0.253,0,0,0,6,0.250,1.380,2.500,57,12,10,59,0,12080,16573,15909,0,366,0,3321831424,2018947072,194990080,10603741184
56,890,54,836,0,0,816,1890,17,9,2.025,1.013,96.962,0,0,0,0,6,0.250,1.380,2.500,57,12,10,59,0,728,527,692,0,0,0,3320983552,2019794944,194990080,10603741184
56,890,54,836,0,3964928,4052,7448,17,9,10.513,2.503,86.733,0.250,0,0,0,6,0.250,1.380,2.500,57,12,10,59,0,31560,34670,33444,0,210,0,3331375104,2008068096,195088384,10604171264
56,892,54,838,0,0,1309,1857,17,9,1.892,1.261,96.721,0.126,0,0,0,6,0.250,1.380,2.500,57,12,10,59,0,26,121,167,0,0,0,3331522560,2008018944,195088384,10603855872
56,890,54,836,0,0,871,1807,17,9,3.133,0.752,95.990,0.125,0,0,0,6,0.230,1.350,2.480,57,12,10,59,0,1465,1880,2170,0,0,0,3329277952,2009698304,195088384,10604355584
56,890,54,836,0,2097152,1106,4697,17,9,1.877,2.128,95.995,0,0,0,0,6,0.230,1.350,2.480,57,12,10,59,0,2858,2853,3317,0,32,0,3328606208,2010361856,195088384,10604429312
56,890,54,836,0,0,650,1088,17,9,1.884,0.503,97.487,0.126,0,0,0,6,0.230,1.350,2.480,57,12,10,59,0,207,336,362,0,0,0,3327647744,2011213824,195088384,10604535808
56,890,54,836,0,0,1002,3140,17,9,2.393,1.259,96.222,0.126,0,0,0,6,0.230,1.350,2.480,57,12,10,59,0,1296,1409,1433,0,0,0,3327123456,2011738112,195088384,10604535808
56,890,54,836,0,1220608,693,1203,17,9,1.504,1.128,97.243,0.125,0,0,0,6,0.230,1.350,2.480,57,12,10,59,0,225,558,4960,0,46,0,3308453888,2030391296,195104768,10604470272
56,890,54,836,0,0,674,1188,17,9,2.141,0.756,96.977,0.126,0,0,0,6,0.210,1.330,2.470,57,12,10,59,0,247,142,312,0,0,0,3307433984,2031407104,195104768,10604474368
56,890,54,836,0,0,1032,2990,17,9,1.889,1.511,96.599,0,0,0,0,6,0.210,1.330,2.470,57,12,10,59,0,6824,7972,5213,0,0,0,3321176064,2016608256,195104768,10605596672
56,890,54,836,0,3629056,784,1731,17,9,2.384,0.878,96.612,0.125,0,0,0,6,0.210,1.330,2.470,57,12,10,59,0,287,1131,1767,0,70,0,3314827264,2022391808,195104768,10606096384
56,890,54,836,0,0,927,2354,17,9,1.633,1.633,96.734,0,0,0,0,6,0.210,1.330,2.470,57,12,10,59,0,1278,1422,1403,0,0,0,3315564544,2021650432,195104768,10606166016
56,890,54,836,0,827392,1020,4227,17,9,3.275,1.637,94.836,0.252,0,0,0,6,0.210,1.330,2.470,57,12,10,59,0,2866,2264,2696,0,50,0,3312648192,2024546304,195121152,10606170112
56,890,54,836,0,0,801,1433,17,9,1.513,1.009,97.478,0,0,0,0,6,0.190,1.310,2.450,57,12,10,59,0,349,305,544,0,0,0,3313029120,2024058880,195121152,10606112768
56,890,54,836,0,0,1384,3257,17,9,3.250,1.625,95,0.125,0,0,0,6,0.190,1.310,2.450,57,12,10,59,0,1485,1649,1687,0,0,0,3313025024,2024058880,195121152,10606051328
56,890,54,836,0,1646592,854,1604,17,9,1.394,1.267,97.338,0,0,0,0,6,0.190,1.310,2.450,57,12,10,59,0,185,518,487,0,26,0,3311865856,2025213952,195121152,10606055424
56,884,54,830,0,0,1268,4074,17,9,3.283,2.273,94.318,0.126,0,0,0,6,0.190,1.310,2.450,57,12,10,59,0,7602,8221,5378,0,0,0,3309965312,2026278912,195121152,10604658688
56,874,54,820,0,589824,1058,2858,17,9,3.409,1.010,95.455,0.126,0,0,0,6,0.190,1.310,2.450,57,12,10,59,0,2159,2911,10570,0,14,0,3276791808,2058694656,195129344,10601238528
56,874,54,820,0,0,1126,4451,17,9,2.513,1.508,95.980,0,0,0,0,6,0.180,1.290,2.440,57,12,10,59,0,2331,1860,2846,0,0,0,3278516224,2056925184,195129344,10600300544
56,874,54,820,0,1138688,1121,3570,17,9,3.870,1.748,94.257,0.125,0,0,0,6,0.180,1.290,2.440,57,12,10,59,0,2960,3367,2399,0,22,0,3278708736,2056724480,195129344,10600472576
56,874,54,820,0,3407872,901,20205,17,9,2.926,1.018,95.929,0.127,0,0,0,6,0.180,1.290,2.440,57,12,10,59,0,1005,2786,2113,0,54,0,3278934016,2056290304,195129344,10600517632
56,874,54,820,0,0,1024,5282,17,9,2.267,1.259,96.348,0.126,0,0,0,6,0.180,1.290,2.440,57,12,10,59,0,3597,3142,3986,0,0,0,3279794176,2056089600,195129344,10599858176
56,874,54,820,0,909312,630,1046,17,9,1.132,0.629,98.113,0.126,0,0,0,6,0.180,1.290,2.440,57,12,10,59,0,21,234,513,0,16,0,3280072704,2055811072,195141632,10599845888
56,874,54,820,0,0,816,1349,17,9,1.757,0.878,97.365,0,0,0,0,6,0.160,1.260,2.430,57,12,10,59,0,123,173,192,0,0,0,3279781888,2056069120,195141632,10599649280
56,874,54,820,0,0,1153,3360,17,9,3.764,1.757,94.479,0,0,0,0,6,0.160,1.260,2.430,57,12,10,59,0,7163,8386,3537,0,0,0,3298574336,2035699712,195141632,10601291776
56,874,54,820,0,5390336,1175,2179,17,9,2.261,1.759,95.854,0.126,0,0,0,6,0.160,1.260,2.430,57,12,10,59,0,385,1112,5041,0,462,0,3293716480,2047410176,195141632,10594631680
56,874,54,820,0,0,1008,2521,17,9,1.889,1.385,96.599,0.126,0,0,0,6,0.160,1.260,2.430,57,12,10,59,0,2171,1732,1747,0,0,0,3294478336,2046648320,195141632,10594566144
56,874,54,820,0,2023424,1326,2101,17,8,2.273,1.136,96.465,0.126,0,0,0,6,0.160,1.260,2.430,57,12,10,59,0,1171,1035,1409,0,100,0,3295666176,2045427712,195170304,10594635776
56,874,54,820,0,147456,1259,3053,17,8,3.019,1.509,95.220,0.252,0,0,0,6,0.150,1.240,2.410,57,12,10,59,0,318,339,351,0,30,0,3295559680,2045427712,195186688,10594660352
56,874,54,820,0,0,1008,2903,17,8,2.130,1.378,96.491,0,0,0,0,6,0.150,1.240,2.410,57,12,10,59,0,1336,1461,1445,0,0,0,3295784960,2045198336,195186688,10594664448
56,874,54,820,0,1851392,1130,2661,17,7,3.602,1.491,94.783,0.124,0,0,0,6,0.150,1.240,2.410,57,12,10,59,0,24,400,422,0,142,0,3296780288,2044194816,195186688,10594738176
56,874,54,820,0,0,1488,4395,17,7,5.263,2.130,92.481,0.125,0,0,0,6,0.150,1.240,2.410,57,12,10,59,0,5612,6816,9832,0,0,0,3278274560,2061074432,195186688,10596364288
56,874,54,820,0,0,882,1756,17,7,2.372,0.999,96.629,0,0,0,0,6,0.150,1.240,2.410,57,12,10,59,0,307,215,224,0,0,0,3278237696,2061103104,195186688,10596372480
56,874,54,820,0,581632,894,1753,17,7,2.125,1.375,96.250,0.250,0,0,0,6,0.140,1.220,2.400,56,12,10,58,0,160,362,339,0,44,0,3279114240,2060214272,195194880,10596376576
56,874,54,820,0,0,1378,7973,17,7,3.153,2.396,94.451,0,0,0,0,6,0.140,1.220,2.400,56,12,10,58,0,6821,5356,4841,0,0,0,3280650240,2058674176,195194880,10596646912
56,874,54,820,0,4481024,1028,3147,17,7,2.638,1.005,96.231,0.126,0,0,0,6,0.140,1.220,2.400,56,12,10,58,0,2049,2731,1762,0,268,0,3280646144,2058575872,195194880,10596519936
56,874,54,820,0,0,922,2278,17,7,1.882,1.757,96.361,0,0,0,0,6,0.140,1.220,2.400,56,12,10,58,0,1524,1679,1695,0,0,0,3281903616,2057318400,195194880,10597318656
56,874,54,820,0,0,718,1196,17,7,1.875,1.250,96.750,0.125,0,0,0,6,0.140,1.220,2.400,56,12,10,58,0,6,258,111,0,0,0,3282108416,2057113600,195194880,10598092800
56,874,54,820,0,409600,1246,2518,17,7,3.851,1.366,94.658,0.124,0,0,0,6,0.120,1.200,2.390,56,12,10,58,0,1660,1833,2158,0,22,0,3279466496,2059436032,195203072,10596896768
56,874,54,820,0,0,1194,3957,17,7,2.645,1.637,95.592,0.126,0,0,0,6,0.120,1.200,2.390,56,12,10,58,0,5733,6874,7368,0,0,0,3270848512,2066755584,195203072,10598195200
56,874,54,820,0,2187264,665,1205,17,7,2.253,1.252,96.370,0.125,0,0,0,6,0.120,1.200,2.390,56,12,10,58,0,318,386,380,0,32,0,3271585792,2065993728,195211264,10598146048
56,874,54,820,0,0,893,2442,17,7,1.646,1.266,97.089,0,0,0,0,6,0.120,1.200,2.390,56,12,10,58,0,1267,1360,1348,0,0,0,3272589312,2064990208,195211264,10598211584
56,874,54,820,0,0,648,1053,17,7,1.377,1.001,97.497,0.125,0,0,0,6,0.120,1.200,2.390,56,12,10,58,0,185,270,318,0,0,0,3272589312,2064990208,195211264,10598211584
56,874,54,820,0,655360,633,1212,17,7,1.263,0.884,97.727,0.126,0,0,0,6,0.110,1.180,2.370,56,12,10,58,0,3,161,155,0,34,0,3272589312,2064990208,195219456,10598203392
56,874,54,820,0,0,970,3075,17,7,2.893,1.384,95.723,0,0,0,0,6,0.110,1.180,2.370,56,12,10,58,0,1553,1803,1396,0,0,0,3273994240,2063462400,195219456,10599649280
56,874,54,820,0,1449984,948,1845,17,7,2.516,1.006,96.352,0.126,0,0,0,6,0.110,1.180,2.370,56,12,10,58,0,1913,2536,3281,0,42,0,3269963776,2066956288,195223552,10599841792
56,874,54,820,0,0,970,2872,17,7,2.491,1.993,95.392,0.125,0,0,0,6,0.110,1.180,2.370,56,12,10,58,0,2328,3453,6759,0,0,0,3257106432,2078736384,195223552,10600185856
56,874,54,820,0,0,1128,2662,17,7,5.119,1.248,93.633,0,0,0,0,6,0.110,1.180,2.370,56,12,10,58,0,18,279,271,0,0,0,3258408960,2077429760,195223552,10599677952
56,874,54,820,0,0,1397,3338,17,7,6.625,2,91.250,0.125,0,0,0,6,0.100,1.160,2.360,56,12,10,58,0,352,591,165,0,0,0,3260432384,2075389952,195223552,10601529344
56,874,54,820,0,409600,1500,4505,17,7,8.010,2.253,89.612,0.125,0,0,0,6,0.100,1.160,2.360,56,12,10,58,0,17,343,455,0,20,0,3260420096,2075394048,195231744,10601005056
56,874,54,820,0,0,1445,4482,17,7,7.302,2.475,90.223,0,0,0,0,6,0.100,1.160,2.360,56,12,10,58,0,2184,2339,2780,0,0,0,3260698624,2075021312,195231744,10600316928
56,874,54,820,0,3784704,1763,5839,17,7,7.143,2.757,89.975,0.125,0,0,0,6,0.100,1.160,2.360,56,12,10,58,0,1308,2337,2039,0,44,0,3261071360,2074640384,195235840,10601627648
56,874,54,820,0,0,1039,2429,17,7,3.802,1.267,94.804,0.127,0,0,0,6,0.100,1.160,2.360,56,12,10,58,0,1269,1447,1128,0,0,0,3259310080,2075815936,195235840,10600640512
56,874,54,820,0,0,1454,3433,17,7,4.015,1.631,94.354,0,0,0,0,6,0.100,1.140,2.350,56,12,10,58,0,8,226,279,0,0,0,3259281408,2075840512,195235840,10600644608
56,874,54,820,0,0,1277,3138,17,7,5.905,2.387,91.583,0.126,0,0,0,6,0.100,1.140,2.350,56,12,10,58,0,5272,6781,1165,0,0,0,3281170432,2052911104,195235840,10603016192
56,874,54,820,0,638976,1414,4429,17,7,5.521,2.133,91.719,0.627,0,0,0,6,0.100,1.140,2.350,56,12,10,58,0,1299,1577,1567,0,40,0,3282173952,2051899392,195244032,10603257856
56,874,54,820,0,3235840,1879,5780,17,7,9.738,3.371,86.891,0,0,0,0,6,0.100,1.140,2.350,56,12,10,58,0,1589,2352,2350,0,54,0,3280842752,2053210112,195248128,10603032576
56,874,54,820,0,0,1193,19295,17,7,1.899,1.266,96.709,0.127,0,0,0,6,0.100,1.140,2.350,56,12,10,58,0,2033,3639,9996,0,0,0,3251015680,2083692544,195248128,10602618880
56,874,54,820,0,0,992,2135,17,7,3.491,1.247,95.137,0.125,0,0,0,6,0.090,1.120,2.340,56,12,10,58,0,15,150,528,0,0,0,3250778112,2083717120,195248128,10601500672
56,874,54,820,0,0,1337,3539,17,7,7.644,1.504,90.852,0,0,0,0,6,0.090,1.120,2.340,56,12,10,58,0,404,933,520,0,0,0,3251994624,2081923072,195248128,10601836544
56,874,54,820,0,0,1639,5397,17,7,7.314,2.018,90.542,0.126,0,0,0,6,0.090,1.120,2.340,56,12,10,58,0,1644,2033,5670,0,0,0,3236966400,2096939008,195248128,10603421696
56,874,54,820,0,4014080,1659,5736,17,7,6.742,2.622,90.262,0.375,0,0,0,6,0.090,1.120,2.340,56,12,10,58,0,2389,4096,3168,0,436,0,3240148992,2092896256,195280896,10602676224
56,874,54,820,0,0,1725,4644,17,7,6.305,2.396,91.173,0.126,0,0,0,6,0.090,1.120,2.340,56,12,10,58,0,457,819,471,0,0,0,3240816640,2092023808,195280896,10603651072
56,874,54,820,0,0,816,1410,17,7,2.387,1.005,96.608,0,0,0,0,6,0.080,1.100,2.320,56,12,10,58,0,120,308,172,0,0,0,3241263104,2091577344,195280896,10604167168
56,874,54,820,0,0,1020,4530,17,7,2.393,2.015,95.466,0.126,0,0,0,6,0.080,1.100,2.320,56,12,10,58,0,2297,1723,1966,0,0,0,3241455616,2091368448,195280896,10603393024
56,874,54,820,0,0,982,2638,17,7,2.750,2,95.250,0,0,0,0,6,0.080,1.100,2.320,56,12,10,58,0,1455,1559,1559,0,0,0,3240816640,2091917312,195280896,10602893312
56,874,54,820,0,4014080,1030,3089,17,7,3.405,1.261,94.578,0.757,0,0,0,6,0.080,1.100,2.320,56,12,10,58,0,1310,2278,2827,0,92,0,3240394752,2092011520,195293184,10603208704
56,874,54,820,0,0,684,1163,17,7,1.623,0.874,97.503,0,0,0,0,6,0.080,1.100,2.320,56,12,10,58,0,10,92,113,0,0,0,3240132608,2092011520,195293184,10603470848
56,874,54,820,0,0,748,1215,17,7,2.130,1.003,96.742,0.125,0,0,0,6,0.070,1.090,2.310,56,12,10,58,0,320,113,102,0,0,0,3240378368,2091765760,195293184,10603470848
56,874,54,820,0,0,888,1773,17,7,2.645,1.259,95.970,0.126,0,0,0,6,0.070,1.090,2.310,56,12,10,58,0,5292,6395,1473,0,0,0,3259285504,2071801856,195293184,10604527616
56,874,54,820,0,0,889,2323,17,7,1.759,1.508,96.734,0,0,0,0,6,0.070,1.090,2.310,56,12,10,58,0,1307,1836,6362,0,0,0,3246686208,2091057152,195293184,10599444480
56,874,54,820,0,4890624,986,2666,17,7,1.882,1.255,96.236,0.627,0,0,0,6,0.070,1.090,2.310,56,12,10,58,0,1295,2022,2478,0,392,0,3248775168,2089254912,195293184,10597814272
56,874,54,820,0,2048000,646,1179,17,7,3,1.375,95.500,0.125,0,0,0,6,0.070,1.090,2.310,56,12,10,58,0,517,595,438,0,30,0,3248902144,2089115648,195305472,10597576704
56,874,54,820,0,0,948,2502,17,7,2.915,0.760,96.198,0.127,0,0,0,6,0.070,1.070,2.300,56,12,10,58,0,834,1317,999,0,0,0,3251101696,2086277120,195305472,10598281216
56,876,54,822,0,0,635,1194,17,7,1.508,0.503,97.990,0,0,0,0,6,0.070,1.070,2.300,56,12,10,58,0,475,237,220,0,0,0,3251060736,2086277120,195305472,10598387712
56,874,54,820,0,0,944,2425,17,7,1.637,1.008,97.229,0.126,0,0,0,6,0.070,1.070,2.300,56,12,10,58,0,1344,1438,1455,0,0,0,3251253248,2086080512,195305472,10598260736
56,874,54,820,0,3391488,925,2854,17,7,3.487,1.619,94.770,0.125,0,0,0,6,0.070,1.070,2.300,56,12,10,58,0,7005,8236,6214,0,36,0,3260522496,2076921856,195305472,10598150144
56,874,54,820,0,753664,711,1414,17,7,1.639,1.135,97.100,0.126,0,0,0,6,0.070,1.070,2.300,56,12,10,58,0,11,621,206,0,40,0,3261460480,2075971584,195317760,10599538688
56,874,54,820,0,0,791,1480,17,7,2.261,0.879,96.734,0.126,0,0,0,6,0.060,1.050,2.290,56,12,10,58,0,13,71,196,0,0,0,3261431808,2075987968,195317760,10599276544
56,874,54,820,0,0,577,1099,17,7,1.011,0.885,98.104,0,0,0,0,6,0.060,1.050,2.290,56,12,10,58,0,14,103,375,0,0,0,3260063744,2077356032,195317760,10598211584
56,876,54,822,0,0,906,2958,17,7,2.897,1.008,95.970,0.126,0,0,0,6,0.060,1.050,2.290,56,12,10,58,0,3008,3025,4887,0,0,0,3248316416,2088972288,195317760,10598359040
56,874,54,820,0,499712,1278,5575,20,7,2.010,2.261,95.603,0.126,0,0,0,6,0.060,1.050,2.290,56,12,10,58,0,3622,3431,4246,0,24,0,3245592576,2091159552,195317760,10599157760
56,874,54,820,0,0,1057,7778,20,7,3.500,1.375,95.125,0,0,0,0,6,0.060,1.050,2.290,56,12,10,58,0,18,1392,768,0,0,0,3243712512,2090913792,195317760,10601578496
56,874,54,820,0,0,699,1263,20,7,1.509,0.755,97.610,0.126,0,0,0,6,0.060,1.030,2.270,56,12,10,58,0,32,376,337,0,0,0,3245481984,2089144320,195317760,10602508288
56,874,54,820,0,622592,977,2677,20,7,3.149,1.008,95.718,0.126,0,0,0,6,0.060,1.030,2.270,56,12,10,58,0,2227,3114,1315,0,18,0,3248795648,2084782080,195325952,10603012096
56,874,54,820,0,0,956,2618,20,7,1.633,1.382,96.985,0,0,0,0,6,0.060,1.030,2.270,56,12,10,58,0,1297,1480,1636,0,0,0,3248717824,2084855808,195325952,10602741760
56,874,54,820,24576,3244032,751,2353,17,7,2.003,1.252,96.496,0.250,0,0,0,6,0.060,1.030,2.270,56,12,10,58,0,1285,1780,1762,6,64,0,3250290688,2083266560,195342336,10602491904
56,874,54,820,0,0,825,1623,17,7,3.042,1.014,95.944,0,0,0,0,6,0.060,1.030,2.270,56,12,10,58,0,1499,1900,625,0,0,0,3252518912,2080985088,195342336,10603069440
56,874,54,820,0,0,692,1229,17,7,2.384,0.753,96.738,0.125,0,0,0,6,0.050,1.010,2.260,56,12,10,58,0,494,429,612,0,0,0,3252137984,2080739328,195342336,10602631168
56,874,54,820,0,0,871,2223,17,7,1.763,0.756,97.481,0,0,0,0,6,0.050,1.010,2.260,56,12,10,58,0,6,228,164,0,0,0,3251863552,2081009664,195346432,10602897408
56,874,54,820,0,475136,864,2482,17,7,1.887,1.006,96.855,0.252,0,0,0,6,0.050,1.010,2.260,56,12,10,58,0,1309,1670,1535,0,40,0,3252314112,2080550912,195350528,10603892736
56,874,54,820,0,172032,860,3194,17,7,2.015,1.763,96.096,0.126,0,0,0,6,0.050,1.010,2.260,56,12,10,58,0,6608,8277,2738,0,364,0,3273388032,2058424320,195354624,10603884544
56,874,54,820,16384,6225920,779,1334,17,7,1.513,0.883,97.604,0,0,0,0,6,0.050,1.010,2.260,56,12,10,58,0,334,475,728,4,22,0,3275771904,2056708096,195358720,10603229184
56,874,54,820,0,0,754,1444,17,7,1.259,0.882,97.733,0.126,0,0,0,6,0.050,1,2.250,56,12,10,58,0,34,394,110,0,0,0,3276017664,2056462336,195358720,10604285952
56,874,54,820,0,0,691,1410,17,7,2.757,0.752,96.366,0.125,0,0,0,6,0.050,1,2.250,56,12,10,58,0,106,426,1568,0,0,0,3274653696,2057781248,195358720,10604048384
56,874,54,820,0,745472,1377,21997,17,7,4.408,1.889,93.577,0.126,0,0,0,6,0.050,1,2.250,56,12,10,58,0,2514,4388,7962,0,40,0,3259101184,2072584192,195371008,10604052480
56,874,54,820,0,0,640,1878,17,7,1.633,1.256,96.985,0.126,0,0,0,6,0.050,1,2.250,56,12,10,58,0,1048,934,771,0,0,0,3259834368,2071826432,195371008,10604294144
56,874,54,820,8192,1802240,796,1915,17,7,1.261,0.883,97.856,0,0,0,0,6,0.050,1,2.250,56,12,10,58,0,627,1265,1249,2,82,0,3260067840,2071572480,195387392,10605096960
56,874,54,820,0,0,655,1206,17,7,1.504,0.877,97.494,0.125,0,0,0,6,0.040,0.980,2.240,56,12,10,58,0,14,105,229,0,0,0,3261034496,2070605824,195387392,10604814336
56,874,54,820,0,630784,907,1869,17,7,1.759,1.633,96.482,0.126,0,0,0,6,0.040,0.980,2.240,56,12,10,58,0,5731,6804,6531,0,48,0,3262947328,2067628032,195403776,10605072384
56,874,54,820,0,0,799,2402,17,7,2.393,1.134,96.348,0.126,0,0,0,6,0.040,0.980,2.240,56,12,10,58,0,1614,1508,1388,0,0,0,3263344640,2067193856,195403776,10605318144
56,874,54,820,0,0,741,1558,17,7,3.019,1.006,95.975,0,0,0,0,6,0.040,0.980,2.240,56,12,10,58,0,1809,2360,1479,0,0,0,3262541824,2067996672,195403776,10606100480
56,876,54,822,0,2080768,1153,2785,17,7,3.904,1.385,94.584,0.126,0,0,0,6,0.040,0.980,2.240,56,12,10,58,0,757,2541,2672,0,30,0,3260854272,2069082112,195403776,10605793280
