"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/tcp_fs_mem_vm_swap_socket_net_zones_aio.csv --tcp --fs --mem --vm --swap --socket --net --zones --aio 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"tcp sockets",,,,,"filesystem",,"memory usage",,,,"virtual memory",,,,"swap",,"sockets",,,,,"net/total",,"zones memory",,,,"async"
7,20,0,6,1,14016,182301,5028368384,2683760640,798928896,7886381056,0,2771,3220,3248,108527616,914878464,1207,24,34,0,0,5880,6992,159767,3141,492120,22688,0
7,20,0,6,1,14016,182301,5021790208,2690334720,798928896,7886843904,0,31,655,4118,108527616,914878464,1207,24,34,0,0,5750,6850,159767,3141,493725,22688,0
7,20,0,7,1,13984,182302,5038358528,2673754112,798937088,7886848000,0,7530,9039,4807,108527616,914878464,1207,24,34,0,0,27776,23940,159767,3141,489677,22688,0
7,20,0,7,1,14016,182301,5038284800,2673819648,798937088,7886331904,0,345,607,730,108527616,914878464,1207,24,34,0,0,5750,7179,159767,3141,489693,22688,0
7,20,0,7,1,14016,182312,5027655680,2684444672,798937088,7886401536,0,620,5190,7713,108527616,914878464,1207,24,34,0,0,5917,7208,159767,3141,492287,22688,0
7,20,0,7,1,13984,181200,4856504320,2860871680,798937088,7881125888,0,2665,3522,46397,108527616,914878464,1206,24,34,0,0,6139,7663,159767,3141,535360,22688,0
7,20,0,7,1,13984,181209,4836032512,2881433600,798937088,7880966144,0,5713,7423,10011,108527616,914878464,1206,24,34,0,0,5880,6855,159767,3141,540380,22688,0
7,20,0,7,1,14016,181210,4837777408,2879520768,798949376,7881646080,0,719,1655,1181,108527616,914878464,1206,24,34,0,0,5860,7181,159767,3141,539913,22688,0
7,20,0,7,1,13984,181210,4839251968,2878029824,798949376,7881662464,0,202,491,515,108527616,914878464,1206,24,34,0,0,5750,6968,159767,3141,539549,22688,0
7,20,0,7,1,14016,181210,4830347264,2886930432,798949376,7881207808,0,262,929,2621,108527616,914878464,1206,24,34,0,0,5856,7208,159767,3141,541722,22688,0
7,20,0,6,1,14048,181210,4833042432,2884231168,798949376,7881211904,0,3067,4191,3903,108527616,914878464,1206,24,34,0,0,7358,10235,159767,3141,541063,22688,0
7,20,0,6,1,14016,181219,4834193408,2883031040,798949376,7881195520,0,287,738,556,108527616,914878464,1206,24,34,0,0,5880,6968,159767,3141,540770,22688,0
7,20,0,6,1,14016,181218,4834643968,2882572288,798957568,7881195520,0,315,664,788,108527616,914878464,1208,23,37,0,0,5940,8000,159767,3141,540658,22688,0
7,20,0,7,1,14048,182292,4977786880,2734260224,798957568,7886954496,0,39638,61548,24020,108527616,914878464,1206,24,34,0,0,23061,11794,159767,3141,504449,22688,0
7,20,0,7,1,14048,182206,4980797440,2733092864,798957568,7885111296,0,132,691,1093,108527616,914878464,1206,24,34,0,0,5917,7258,159767,3141,504164,22688,0
7,20,0,7,1,14016,182204,4982865920,2731085824,798973952,7884509184,0,2690,3641,3672,108527616,914878464,1206,24,34,0,0,6139,7668,159767,3141,503674,22688,0
7,20,0,7,1,14016,182203,4983869440,2730082304,798973952,7884443648,0,635,617,695,108527616,914878464,1206,24,34,0,0,5864,6890,159767,3141,503429,22688,0
7,20,0,7,1,14016,182203,4984778752,2729164800,798973952,7884451840,0,649,1088,710,108527616,914878464,1206,24,34,0,0,5750,6968,159767,3141,503205,22688,0
7,20,0,7,1,14016,182214,4984770560,2729164800,798973952,7884525568,0,166,633,619,108527616,914878464,1206,24,34,0,0,5860,7186,159767,3141,503205,22688,0
7,20,0,7,1,14016,182216,4986941440,2726957056,798990336,7886118912,0,480,1396,1900,108527616,914878464,1206,24,34,0,0,6276,7296,159767,3141,502666,22688,0
7,20,0,6,1,14048,182221,4987838464,2726039552,798990336,7886139392,0,2144,2426,2277,108527616,914878464,1206,24,34,0,0,6027,7589,159767,3141,502442,22688,0
7,20,0,6,1,14048,182187,4984434688,2730938368,798990336,7883005952,0,746,1434,5620,108527616,914878464,1206,24,34,0,0,5750,6992,159767,3141,503638,22688,0
7,20,0,6,1,14016,182187,4984823808,2730647552,798990336,7882907648,0,165,596,566,108527616,914878464,1206,24,34,0,0,5917,7174,159767,3141,503567,22688,0
7,20,0,7,1,14016,182188,4984975360,2730483712,798990336,7882919936,0,111,570,752,108527616,914878464,1206,24,34,0,0,7439,11534,159767,3141,503527,22688,0
7,20,0,7,1,13984,182190,4985401344,2730053632,798990336,7883513856,0,193,643,522,108527616,914878464,1206,24,34,0,0,21482,8338,159767,3141,503422,22688,0
7,20,0,7,1,13984,182209,4978425856,2736898048,799002624,7883632640,0,2133,2929,4754,108527616,914878464,1206,24,34,0,0,6241,7945,159767,3141,505093,22688,0
7,20,0,7,1,14048,182207,4979179520,2736103424,799002624,7883083776,0,1310,1862,2021,108527616,914878464,1206,24,34,0,0,5860,7044,159767,3141,504899,22688,0
7,20,0,7,1,14016,182207,4979273728,2736009216,799002624,7883083776,0,668,1066,958,108527616,914878464,1206,24,34,0,0,5750,6992,159767,3141,504876,22688,0
7,20,0,7,1,14016,182218,4979740672,2735538176,799002624,7883153408,0,6535,6762,4781,108527616,914878464,1206,24,34,0,0,6265,7231,159767,3141,504761,22688,0
7,20,0,7,1,14016,182228,4979990528,2735194112,799002624,7883247616,0,34,497,486,108527616,914878464,1206,24,34,0,0,5892,7235,159767,3141,504677,22688,0
7,20,0,6,1,14048,182183,4987219968,2729517056,799006720,7882215424,0,1348,4616,4873,108527616,914878464,1206,24,34,0,0,5906,7510,159767,3141,503291,22688,0
7,20,0,6,1,14016,182183,4967362560,2749505536,799006720,7882084352,0,1344,1895,6205,108527616,914878464,1206,24,34,0,0,6096,7044,159767,3141,508171,22688,0
7,20,0,6,1,14016,182191,4989014016,2727854080,799006720,7881494528,0,6780,7559,1372,108527616,914878464,1206,24,34,0,0,7489,13554,159767,3141,502885,22688,0
7,20,0,6,1,14016,182191,4988764160,2728058880,799006720,7881539584,0,242,649,563,108527616,914878464,1206,24,34,0,0,5820,6968,159767,3141,502935,22688,0
7,20,0,6,1,14016,182193,4989149184,2727657472,799006720,7881621504,0,47,589,574,108527616,914878464,1206,24,34,0,0,22731,13338,159767,3141,502837,22688,0
7,20,0,6,1,13984,182192,4965994496,2750799872,799019008,7881621504,0,1373,2137,7932,108527616,914878464,1206,24,34,0,0,7223,7953,159767,3141,508487,22688,0
7,20,0,6,1,13984,182202,4966068224,2750623744,799019008,7882182656,0,1693,2230,1905,108527616,914878464,1206,24,34,0,0,5934,7167,159767,3141,508444,22688,0
7,20,0,7,1,14016,182157,4970332160,2748100608,799019008,7880208384,0,1041,2045,2015,108527616,914878464,1206,24,34,0,0,42804,100237,159767,3141,507828,22688,0
7,20,0,7,1,14016,182157,4970917888,2747502592,799019008,7879995392,0,36,510,608,108527616,914878464,1206,24,34,0,0,5750,6850,159767,3141,507682,22688,0
7,20,0,7,1,14016,182167,4971040768,2747330560,799019008,7880044544,0,64,511,2345,108527616,914878464,1206,24,34,0,0,6256,7490,159767,3141,507640,22688,0
7,20,0,7,1,14016,182166,4971122688,2747224064,799031296,7880056832,1,1913,2056,2192,108527616,914878464,1206,24,34,0,0,5750,6850,159767,3141,507614,22688,0
7,20,0,7,1,14048,182165,4970352640,2747990016,799031296,7879995392,0,1359,1940,2118,108527616,914878464,1206,24,34,0,0,5750,7326,159767,3141,507801,22688,0
7,20,0,6,1,14048,181056,4967137280,2756521984,799039488,7875194880,0,202,813,2482,108527616,914878464,1206,24,34,0,0,5946,7150,159767,3141,509884,22688,0
7,20,0,6,1,14016,181072,4967149568,2756567040,799039488,7875137536,0,2355,2641,2462,108527616,914878464,1206,24,34,0,0,5880,6992,159767,3141,509895,22688,0
7,20,0,6,1,14016,181072,4966699008,2757017600,799039488,7874678784,0,222,560,841,108527616,914878464,1206,24,34,0,0,5860,6907,159767,3141,510005,22688,0
7,20,0,7,1,14080,181026,4966776832,2758684672,799039488,7872933888,0,1348,1940,2352,108527616,914878464,1209,24,37,0,0,21766,13438,159767,3141,510412,22688,0
7,20,0,7,1,14048,181035,4967329792,2758086656,799039488,7872913408,0,1318,1872,1870,108527616,914878464,1209,24,37,0,0,7154,9362,159767,3141,510266,22688,0
7,20,0,7,1,13984,181036,4966318080,2759086080,799039488,7873449984,0,1414,1984,1170,108527616,914878464,1209,24,37,0,0,5860,7968,159767,3141,510510,22688,0
7,20,0,7,1,13984,181037,4967342080,2758049792,799051776,7873515520,0,201,727,916,108527616,914878464,1209,24,37,0,0,6132,8017,159767,3141,510257,22688,0
7,20,0,7,1,13984,180976,4929925120,2795724800,799051776,7872733184,0,1024,1600,10570,108527616,914878464,1209,24,37,0,0,6054,6850,159767,3141,519455,22688,0
7,20,0,7,1,14016,180931,4929867776,2797404160,799051776,7871377408,0,2005,3180,3312,108527616,914878464,1206,24,34,0,0,6384,7323,159767,3141,519865,22688,0
7,20,0,8,1,14048,182009,5045030912,2677252096,799072256,7876337664,0,44260,66637,29593,108527616,914878464,1207,24,34,0,0,15666,19100,159767,3141,490531,22688,0
7,18,0,8,2,14048,182008,5046947840,2675335168,799072256,7876104192,0,779,748,1046,108527616,914878464,1206,23,34,0,0,6186,7296,159767,3141,490063,22688,0
7,18,0,7,2,14048,182019,5048360960,2673889280,799072256,7876677632,0,252,842,518,108527616,914878464,1206,23,34,0,0,5880,6968,159767,3141,489710,22688,0
7,18,0,7,2,14048,182020,5048815616,2673430528,799072256,7876747264,0,86,555,488,108527616,914878464,1206,23,34,0,0,5917,7179,159767,3141,489598,22688,0
7,18,0,7,2,14048,182019,5042434048,2679812096,799072256,7876222976,0,1387,1908,4662,108527616,914878464,1206,23,34,0,0,6351,7781,159767,3141,491156,22688,0
7,18,0,8,2,14016,182018,5045661696,2676568064,799084544,7876161536,0,1528,2228,2236,108527616,914878464,1206,23,34,0,0,22931,12710,159767,3141,490364,22688,0
7,18,0,8,2,14016,182019,5045829632,2676396032,799084544,7876231168,0,1127,1567,1118,108527616,914878464,1206,23,34,0,0,6815,7972,159767,3141,490322,22688,0
7,18,0,8,2,13984,182029,5048717312,2673414144,799084544,7876325376,0,943,1941,1646,108527616,914878464,1206,23,34,0,0,8889,9659,159767,3141,489594,22688,0
7,18,0,8,2,14016,182030,5049716736,2672410624,799084544,7876853760,0,64,678,1061,108527616,914878464,1206,23,34,0,0,6419,7346,159767,3141,489349,22688,0
7,18,0,8,2,14016,182004,5051088896,2672635904,799084544,7875256320,0,2477,3008,2577,108527616,914878464,1206,23,34,0,0,6308,7044,159767,3141,489404,22688,0
7,18,0,8,2,13984,182002,5051273216,2672414720,799105024,7874682880,0,1489,2251,2619,108527616,914878464,1206,23,34,0,0,5750,6850,159767,3141,489350,22688,0
7,18,0,8,2,13984,182002,5074128896,2649559040,799113216,7874641920,0,7517,9029,1630,108527616,914878464,1206,23,34,0,0,9204,17855,159767,3141,483770,22688,0
7,18,0,7,2,13984,182002,5074788352,2648883200,799113216,7874691072,0,62,491,468,108527616,914878464,1206,23,34,0,0,5860,7304,159767,3141,483605,22688,0
7,20,0,7,1,13984,182006,5074927616,2648739840,799113216,7875284992,0,202,668,650,108527616,914878464,1207,24,34,0,0,14049,17917,159767,3141,483570,22688,0
7,20,0,7,1,13984,182005,5058629632,2664890368,799113216,7875432448,0,1930,2386,8174,108527616,914878464,1207,24,34,0,0,6029,7469,159767,3141,487513,22688,0
7,19,1,8,1,14016,181989,4950962176,2774208512,799113216,7873257472,0,1650,4457,32948,108527616,914878464,1207,24,34,0,0,6995,9689,159767,3141,514202,22688,0
7,20,0,8,1,14016,181999,4950294528,2774773760,799125504,7873347584,0,242,981,1285,108527616,914878464,1207,24,34,0,0,21966,10287,159767,3141,514340,22688,0
7,20,0,8,1,13984,181999,4951683072,2773331968,799125504,7873400832,0,591,876,526,108527616,914878464,1207,24,34,0,0,5860,6907,159767,3141,513988,22688,0
7,20,0,8,1,13984,181999,4943065088,2781945856,799125504,7873404928,0,32,504,1953,108527616,914878464,1207,24,34,0,0,5750,6987,159767,3141,516091,22688,0
7,20,0,8,1,13984,181999,4945338368,2779672576,799125504,7873929216,0,1338,2000,1846,108527616,914878464,1207,24,34,0,0,5750,6968,159767,3141,515536,22688,0
7,20,0,8,1,14016,181998,4947255296,2777751552,799125504,7873867776,0,1396,2405,2368,108527616,914878464,1207,24,34,0,0,7361,12588,159767,3141,515067,22688,0
7,20,0,8,1,14016,181997,4948303872,2776858624,799129600,7873294336,0,309,619,1075,108527616,914878464,1207,24,34,0,0,5750,6992,159767,3141,514849,22688,0
7,20,0,7,1,14016,182007,4948848640,2776170496,799129600,7873437696,0,272,767,785,108527616,914878464,1207,24,34,0,0,5750,6850,159767,3141,514681,22688,0
7,20,0,7,1,13984,181982,4950036480,2776535040,799129600,7871950848,0,240,747,956,108527616,914878464,1207,24,34,0,0,6199,7212,159767,3141,514770,22688,0
7,20,0,7,1,14048,181982,4949254144,2777415680,799137792,7871844352,0,1426,2039,2326,108527616,914878464,1207,24,34,0,0,6029,7474,159767,3141,514985,22688,0
7,20,0,7,1,14016,181982,4949069824,2777579520,799137792,7872323584,0,1493,2024,2408,108527616,914878464,1207,24,34,0,0,8023,7629,159767,3141,515025,22688,0
7,20,0,8,1,14016,181984,4949143552,2777505792,799137792,7872389120,0,646,784,673,108527616,914878464,1207,24,34,0,0,21573,11972,159767,3141,515007,22688,0
7,20,0,8,1,14048,180873,4946423808,2785705984,799137792,7866384384,0,607,1059,2698,108527616,914878464,1207,24,34,0,0,7194,7774,159767,3141,517009,22688,0
7,20,0,8,1,14016,180873,4946116608,2786000896,799137792,7866396672,0,342,816,529,108527616,914878464,1207,24,34,0,0,6342,7733,159767,3141,517081,22688,0
7,20,0,8,1,13952,180872,4947550208,2784546816,799158272,7867445248,0,1541,2344,2038,108527616,914878464,1206,24,34,0,0,5824,6850,159767,3141,516726,22688,0
7,20,0,8,1,13984,180846,4947361792,2786074624,799158272,7866306560,0,2387,3483,4072,108527616,914878464,1207,24,34,0,0,11033,11915,159767,3141,517099,22688,0
7,20,0,8,1,14016,180846,4948348928,2785361920,799158272,7865241600,0,149,731,978,108527616,914878464,1207,24,34,0,0,5860,7402,159767,3141,516925,22688,0
7,20,0,7,1,14016,180847,4948807680,2784903168,799158272,7865307136,0,54,525,718,108527616,914878464,1207,24,34,0,0,5917,7179,159767,3141,516813,22688,0
7,20,0,7,1,13984,180846,4949737472,2783969280,799158272,7864786944,0,206,506,707,108527616,914878464,1207,24,34,0,0,5966,7539,159767,3141,516585,22688,0
7,20,0,7,1,13984,180823,4948234240,2787856384,799158272,7862403072,0,654,1054,1484,108527616,914878464,1207,24,34,0,0,7111,8693,159767,3141,517534,22688,0
7,20,0,7,1,13984,180817,4924235776,2812043264,799174656,7862132736,0,1994,3538,9923,108527616,914878464,1207,24,34,0,0,5876,6956,159767,3141,523439,22688,0
7,20,0,7,1,13952,180818,4916854784,2819411968,799174656,7862669312,0,91,640,2570,108527616,914878464,1207,24,34,0,0,5990,7402,159767,3141,525238,22688,0
7,20,0,8,1,13984,180840,4915359744,2820861952,799182848,7862779904,0,1171,2267,1895,108527616,914878464,1207,24,34,0,0,22931,12710,159767,3141,525592,22688,0
7,20,0,8,1,13952,181863,4952039424,2780770304,799182848,7865667584,0,39352,60196,46557,108527616,914878464,1207,24,34,0,0,5750,6855,159767,3141,515804,22688,0
7,20,0,8,1,13984,181862,4952449024,2780229632,799182848,7865733120,0,79,526,846,108527616,914878464,1207,24,34,0,0,6058,7348,159767,3141,515672,22688,0
7,20,0,8,1,13984,181861,4954759168,2777915392,799191040,7865729024,0,2787,3856,3726,108527616,914878464,1207,24,34,0,0,5816,6850,159767,3141,515107,22688,0
7,20,0,8,1,13984,181801,4976525312,2756141056,799191040,7865737216,0,7362,8124,1439,108527616,914878464,1207,24,34,0,0,7591,14098,159767,3141,509791,22688,0
7,20,0,8,1,13984,181803,4977680384,2755231744,799191040,7866081280,0,204,785,542,108527616,914878464,1207,24,34,0,0,5820,6968,159767,3141,509569,22688,0
7,20,0,8,1,13984,181803,4977385472,2755522560,799191040,7866085376,0,58,515,507,108527616,914878464,1207,24,34,0,0,6214,7224,159767,3141,509640,22688,0
7,20,0,9,1,13952,181821,4955402240,2777329664,799191040,7865671680,0,1334,1986,8609,108527616,914878464,1207,24,34,0,0,7099,8485,159767,3141,514964,22688,0
7,20,0,8,1,14016,181796,4957786112,2776449024,799203328,7864221696,0,3548,4170,4708,108527616,914878464,1207,24,34,0,0,6121,7037,159767,3141,514749,22688,0
7,20,0,8,1,14016,181797,4959150080,2775183360,799203328,7864123392,0,602,1049,533,108527616,914878464,1207,24,34,0,0,7125,12959,159767,3141,514440,22688,0
7,19,1,9,1,14016,181797,4960100352,2774224896,799203328,7864131584,0,1367,2591,5013,108527616,914878464,1207,24,34,0,0,49092,17019,159767,3141,514206,22688,0
7,20,0,9,1,14016,181798,4946878464,2787446784,799203328,7864655872,0,1932,3145,3953,108527616,914878464,1207,24,34,0,0,25213,13308,159767,3141,517434,22688,0
7,20,0,9,1,14048,181798,4948070400,2786254848,799203328,7864655872,0,505,1363,1492,108527616,914878464,1207,24,34,0,0,10039,94240,159767,3141,517143,22688,0
7,20,0,9,1,14016,181796,4913598464,2820583424,799219712,7864258560,0,3254,4204,13693,108527616,914878464,1207,24,34,0,0,5880,6850,159767,3141,525524,22688,0
7,20,0,9,1,14016,181805,4913762304,2820362240,799227904,7864242176,0,288,781,1014,108527616,914878464,1207,24,34,0,0,5750,6968,159767,3141,525470,22688,0
7,20,0,9,1,14048,181809,4913434624,2820689920,799227904,7864307712,0,1504,1758,2102,108527616,914878464,1207,24,34,0,0,6231,7589,159767,3141,525550,22688,0
7,20,0,9,1,14016,181773,4911075328,2824712192,799227904,7862644736,0,1226,1577,2173,108527616,914878464,1207,24,34,0,0,5750,6713,159767,3141,526532,22688,0
7,20,0,9,1,14016,181773,4912656384,2823131136,799227904,7863103488,0,310,893,495,108527616,914878464,1207,24,34,0,0,6139,7668,159767,3141,526146,22688,0
7,20,0,8,1,14016,181771,4914126848,2821681152,799227904,7863148544,0,2607,3260,3242,108527616,914878464,1207,24,34,0,0,5750,6850,159767,3141,525792,22688,0
7,20,0,8,1,14016,181770,4915331072,2820476928,799240192,7862611968,0,112,2756,3395,108527616,914878464,1207,24,34,0,0,5880,6968,159767,3141,525498,22688,0
7,20,0,8,1,14016,181770,4915986432,2819805184,799240192,7862628352,0,205,514,784,108527616,914878464,1207,24,34,0,0,6231,7589,159767,3141,525334,22688,0
7,20,0,9,1,13984,181781,4915318784,2820464640,799240192,7862636544,0,877,1432,927,108527616,914878464,1207,24,34,0,0,21633,12008,159767,3141,525495,22688,0
7,20,0,9,1,13984,181780,4915118080,2820620288,799240192,7863140352,0,796,1356,1148,108527616,914878464,1206,24,34,0,0,7853,7961,159767,3141,525533,22688,0
7,22,0,9,0,14016,181788,4915261440,2820485120,799248384,7863123968,0,2857,3604,3811,108527616,914878464,1207,25,34,0,0,22713,13950,159767,3141,525500,22688,0
7,22,0,8,0,14016,181741,4915736576,2821664768,799248384,7860944896,0,301,602,1078,108527616,914878464,1207,25,34,0,0,6552,7231,159767,3141,525788,22688,0
7,22,0,8,0,14016,181742,4916371456,2821029888,799248384,7861010432,0,124,595,858,108527616,914878464,1207,25,34,0,0,6231,7589,159767,3141,525633,22688,0
7,22,0,8,0,13984,181742,4916187136,2821206016,799248384,7861018624,0,515,660,910,108527616,914878464,1207,25,34,0,0,6580,7224,159767,3141,525676,22688,0
7,22,0,8,0,14016,181741,4915286016,2822094848,799248384,7860965376,0,1261,1777,1261,108527616,914878464,1207,25,34,0,0,6816,7519,159767,3141,525893,22688,0
7,22,0,7,0,13984,180642,4913442816,2829361152,799264768,7856119808,0,2148,2697,4140,108527616,914878464,1207,25,34,0,0,6072,7441,159767,3141,527667,22688,0
7,22,0,7,0,13984,180643,4912242688,2830557184,799264768,7856123904,0,913,1546,2063,108527616,914878464,1207,25,34,0,0,5750,6850,159767,3141,527959,22688,0
7,22,0,7,0,13984,180642,4912893952,2829905920,799264768,7855599616,0,33,525,666,108527616,914878464,1207,25,34,0,0,5750,7208,159767,3141,527800,22688,0
7,22,0,7,0,14016,180606,4913082368,2831220736,799264768,7854096384,0,179,639,920,108527616,914878464,1207,25,34,0,0,6256,7471,159767,3141,528121,22688,0
7,22,0,8,0,13984,180606,4913094656,2831368192,799264768,7853871104,0,751,1055,587,108527616,914878464,1207,25,34,0,0,23543,13084,159767,3141,528157,22688,0
7,22,0,8,0,13984,180605,4914024448,2830426112,799272960,7853875200,0,1317,2094,2077,108527616,914878464,1207,25,34,0,0,5860,7186,159767,3141,527927,22688,0
7,22,0,8,0,13984,180606,4934451200,2809995264,799272960,7854604288,0,8425,10072,3171,108527616,914878464,1207,25,34,0,0,9572,17953,159767,3141,522939,22688,0
7,22,0,8,0,13984,180617,4935032832,2809393152,799272960,7854489600,0,297,758,552,108527616,914878464,1207,25,34,0,0,5750,7326,159767,3141,522792,22688,0
7,22,0,8,0,14016,180616,4917350400,2827026432,799272960,7854014464,0,202,516,6156,108527616,914878464,1207,25,34,0,0,5946,7429,159767,3141,527097,22688,0
7,22,0,8,0,14016,180615,4790915072,2953457664,799272960,7853953024,0,60,622,31148,108527616,914878464,1207,25,34,0,0,6400,7519,159767,3141,557964,22688,0
7,22,0,8,0,14048,181620,4943765504,2797293568,799281152,7857258496,0,42014,64007,23243,108527616,914878464,1207,25,34,0,0,5836,6937,159767,3141,519334,22688,0
7,22,0,8,0,14016,181625,4960669696,2778619904,799281152,7859027968,0,6327,7637,2410,108527616,914878464,1207,25,34,0,0,5860,7181,159767,3141,515279,22688,0
7,22,0,7,0,14016,181627,4955258880,2784026624,799289344,7859613696,0,207,2827,4159,108527616,914878464,1207,25,34,0,0,5880,7350,159767,3141,516599,22688,0
7,20,0,7,1,14048,181626,4957179904,2782085120,799289344,7859630080,0,57,508,479,108527616,914878464,1206,24,34,0,0,6342,7601,159767,3141,516125,22688,0
7,19,1,7,2,14048,181655,4985671680,2753282048,799289344,7872679936,0,7157,11209,1744,108527616,914878464,1207,25,34,0,0,6399,8744,159767,3141,509093,22688,0
7,20,0,8,1,14016,181651,4988276736,2750799872,799305728,7869542400,0,1477,2434,3180,108527616,914878464,1206,24,34,0,0,22673,11185,159767,3141,508487,22688,0
7,20,0,8,1,13984,181646,4973637632,2765488128,799309824,7869526016,0,1644,2589,7031,108527616,914878464,1206,24,34,0,0,8073,12230,159767,3141,512073,22688,0
7,20,0,8,1,14016,181648,4975071232,2763997184,799309824,7869939712,0,42,672,567,108527616,914878464,1206,24,34,0,0,5880,6850,159767,3141,511709,22688,0
7,20,0,8,1,13984,181632,4975104000,2765422592,799309824,7868481536,0,671,1279,1998,108527616,914878464,1206,24,34,0,0,6394,7445,159767,3141,512057,22688,0
7,20,0,8,1,14016,181627,4967657472,2772971520,799309824,7859666944,0,97,569,2862,108527616,914878464,1206,24,34,0,0,6828,7831,159767,3141,513900,22688,0
7,20,0,8,1,13984,181627,4961513472,2779115520,799309824,7859458048,0,1499,1869,3412,108527616,914878464,1206,24,34,0,0,5790,6890,159767,3141,515400,22688,0
7,20,0,8,1,14016,181635,4962070528,2778513408,799322112,7859359744,0,1600,2240,2235,108527616,914878464,1206,24,34,0,0,5990,7186,159767,3141,515253,22688,0
7,20,0,8,1,14016,181636,4964560896,2776010752,799322112,7859437568,0,536,1191,1124,108527616,914878464,1206,24,34,0,0,6915,8381,159767,3141,514642,22688,0
7,20,0,7,1,13984,181637,4965208064,2775363584,799322112,7859961856,0,334,920,774,108527616,914878464,1206,24,34,0,0,6634,8100,159767,3141,514484,22688,0
7,20,0,7,1,13984,181636,4965617664,2774945792,799322112,7859904512,0,722,1006,796,108527616,914878464,1206,24,34,0,0,5934,7044,159767,3141,514382,22688,0
7,20,0,8,1,14016,181647,4964753408,2775715840,799322112,7859474432,0,1740,2337,2091,108527616,914878464,1206,24,34,0,0,19984,11779,159767,3141,514570,22688,0
7,20,0,8,1,14016,181609,4967141376,2775031808,799338496,7857754112,0,1485,2142,2751,108527616,914878464,1206,24,34,0,0,5750,6936,159767,3141,514403,22688,0
7,20,0,8,1,14048,181610,4968054784,2774114304,799338496,7857823744,0,83,534,484,108527616,914878464,1206,24,34,0,0,10588,8368,159767,3141,514179,22688,0
7,20,0,8,1,14048,181620,4965568512,2776551424,799338496,7857872896,0,816,1126,1454,108527616,914878464,1206,24,34,0,0,6411,7179,159767,3141,514774,22688,0
7,20,0,8,1,14016,181621,4966158336,2775957504,799338496,7858401280,0,60,702,546,108527616,914878464,1206,24,34,0,0,6306,8071,159767,3141,514629,22688,0
7,20,0,8,1,14048,181621,4967256064,2774851584,799338496,7858409472,0,1347,1876,1834,108527616,914878464,1206,24,34,0,0,5962,7223,159767,3141,514359,22688,0
7,20,0,8,1,14016,181619,4966629376,2775474176,799338496,7857823744,0,1496,1992,2417,108527616,914878464,1206,24,34,0,0,5917,7037,159767,3141,514511,22688,0
7,20,0,9,1,14016,181621,4966924288,2775158784,799346688,7857901568,0,213,640,693,108527616,914878464,1206,24,34,0,0,23047,15076,159767,3141,514434,22688,0
7,20,0,8,1,14048,181631,4963512320,2778480640,799346688,7857991680,0,784,2061,1648,108527616,914878464,1206,24,34,0,0,5750,6855,159767,3141,515245,22688,0
7,20,0,8,1,14048,181584,4965638144,2778112000,799354880,7856160768,0,1161,1448,1336,108527616,914878464,1206,24,34,0,0,5948,7394,159767,3141,515155,22688,0
7,20,0,8,1,14016,181594,4966215680,2777526272,799354880,7856693248,0,1514,2190,1888,108527616,914878464,1206,24,34,0,0,6056,7044,159767,3141,515012,22688,0
7,20,0,8,1,14016,181594,4989763584,2753933312,799387648,7856472064,0,8655,9616,2609,108527616,914878464,1206,24,34,0,0,7395,13566,159767,3141,509252,22688,0
7,20,0,9,1,14016,181596,4990099456,2753544192,799387648,7856365568,0,102,648,716,108527616,914878464,1206,24,34,0,0,23151,12984,159767,3141,509157,22688,0
7,20,0,9,1,13952,181596,4965257216,2778365952,799387648,7856386048,0,47,526,6710,108527616,914878464,1206,24,34,0,0,8085,10517,159767,3141,515217,22688,0
7,20,0,9,1,13952,181595,4965904384,2777718784,799387648,7856320512,0,93,525,508,108527616,914878464,1206,24,34,0,0,6029,7827,159767,3141,515059,22688,0
7,20,0,9,1,13984,180495,4961660928,2787442688,799387648,7851364352,0,1638,2196,4612,108527616,914878464,1206,24,34,0,0,5860,7044,159767,3141,517433,22688,0
7,20,0,8,1,13984,180448,4960096256,2790674432,799399936,7849619456,0,1430,2159,2694,108527616,914878464,1206,24,34,0,0,5880,6850,159767,3141,518222,22688,0
7,20,0,9,1,13984,180459,4960768000,2790002688,799399936,7849160704,0,450,1126,2305,108527616,914878464,1206,24,34,0,0,7369,11482,159767,3141,518058,22688,0
7,20,0,7,1,14016,180459,4961128448,2789593088,799399936,7849209856,0,106,509,626,108527616,914878464,1206,24,34,0,0,36349,9471,159767,3141,517958,22688,0
7,20,0,7,1,14016,180458,4961525760,2789191680,799399936,7849148416,0,1126,1955,1751,108527616,914878464,1206,24,34,0,0,10980,94822,159767,3141,517860,22688,0
7,20,0,7,1,13984,180457,4961873920,2788835328,799399936,7849156608,0,1336,1904,1902,108527616,914878464,1206,24,34,0,0,5860,7402,159767,3141,517773,22688,0
7,20,0,7,1,13952,180398,4962312192,2788651008,799412224,7849410560,0,1458,2236,2229,108527616,914878464,1206,24,34,0,0,5750,6850,159767,3141,517728,22688,0
