"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/zones_cpu_disk_swap_unix_tcp_sys_int_lock.csv --zones --cpu --disk --swap --unix --tcp --sys --int --lock 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"zones memory",,,,"total cpu usage",,,,,"dsk/total",,"swap",,"unix sockets",,,,"tcp sockets",,,,,"system",,"interrupts",,,"file locks",,,
159767,3141,539430,22688,9.204,2.736,87.935,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2410,5585,0,116,0,83,12,13,82
159767,3141,541662,22688,9.080,2.736,88.184,0,0,0,696320,108527616,914878464,56,981,55,926,7,20,0,7,1,2498,5576,0,118,0,83,12,13,82
159767,3141,541063,22688,8.657,3.639,87.578,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,6,1,2779,8178,0,127,0,83,12,13,82
159767,3141,540770,22688,9.113,3.571,87.315,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,6,1,2537,5720,0,116,0,83,12,13,82
159767,3141,540532,22688,9.453,2.985,87.438,0.124,0,0,385024,108527616,914878464,56,981,55,926,7,19,1,6,2,2536,6345,0,120,0,83,12,13,82
159767,3141,504449,22688,9.317,4.596,85.963,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,3457,34741,0,173,0,83,12,13,82
159767,3141,504164,22688,9.394,3.585,87.021,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2496,6138,0,123,0,83,12,13,82
159767,3141,503611,22688,9.091,3.985,86.800,0.125,0,0,2457600,108527616,914878464,56,981,55,926,7,20,0,7,1,2661,8068,0,117,0,83,12,13,82
159767,3141,503429,22688,9.889,2.967,87.021,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2462,5785,0,118,0,83,12,13,82
159767,3141,503205,22688,9.765,3.090,87.145,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2476,5600,0,115,0,83,12,13,82
159767,3141,502708,22688,9.057,3.102,87.717,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2460,5600,0,118,0,83,12,13,82
159767,3141,502610,22688,8.717,3.113,87.920,0.249,0,0,385024,108527616,914878464,56,981,55,926,7,20,0,7,1,2607,5799,0,156,0,83,12,13,82
159767,3141,502512,22688,7.412,3.894,88.568,0.126,0,0,0,108527616,914878464,56,981,55,926,7,20,0,6,1,2700,7969,0,117,0,83,12,13,82
159767,3141,503596,22688,7.960,3.483,88.557,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,6,1,2539,5679,0,115,0,83,12,13,82
159767,3141,503567,22688,8.820,3.354,87.702,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,6,1,2449,5520,0,118,0,83,12,13,82
159767,3141,503531,22688,8.978,3.491,87.282,0.249,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2586,6518,0,134,0,83,12,13,82
159767,3141,503432,22688,8.603,3.242,87.905,0.249,0,0,475136,108527616,914878464,56,981,55,926,7,20,0,7,1,2554,5770,0,126,0,83,12,13,82
159767,3141,505048,22688,9.273,3.383,87.343,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2746,8234,0,166,0,83,12,13,82
159767,3141,504899,22688,8.653,3.337,87.886,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2464,5791,0,115,0,83,12,13,82
159767,3141,504750,22688,7.915,2.889,89.196,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2511,5779,0,115,0,83,12,13,82
159767,3141,504761,22688,9.714,2.615,87.547,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2513,5765,0,116,0,83,12,13,82
159767,3141,504431,22688,8.458,3.731,87.313,0.498,0,0,417792,108527616,914878464,56,981,55,926,7,20,0,7,1,2404,5617,0,119,0,83,12,13,82
159767,3141,503291,22688,8.989,3.371,87.516,0.125,0,0,20652032,108527616,914878464,56,981,55,926,7,20,0,6,1,4356,12691,0,123,0,83,12,13,82
159767,3141,508125,22688,8.354,3.616,87.905,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,6,1,2667,6734,0,158,0,83,12,13,82
159767,3141,502888,22688,9,3.125,87.875,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,6,1,2542,5823,0,126,0,83,12,13,82
159767,3141,503005,22688,9.035,3.218,87.624,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,6,1,2345,5556,0,116,0,83,12,13,82
159767,3141,502785,22688,9.250,2.750,87.375,0.625,0,0,1933312,108527616,914878464,56,981,55,926,7,20,0,6,1,2607,6489,0,153,0,83,12,13,82
159767,3141,508427,22688,9.227,2.993,87.656,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,6,1,2562,6698,0,120,0,83,12,13,82
159767,3141,508444,22688,7.848,3.038,88.987,0.127,0,0,0,108527616,914878464,56,981,55,926,7,20,0,6,1,2610,6907,0,122,0,83,12,13,82
159767,3141,508023,22688,10.012,3.337,86.650,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2799,6791,0,204,0,83,12,13,82
159767,3141,507682,22688,9.068,3.230,87.578,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2531,5565,0,116,0,83,12,13,82
159767,3141,507640,22688,9.441,2.857,87.329,0.373,0,0,466944,108527616,914878464,56,981,55,926,7,20,0,7,1,2589,5895,0,122,0,83,12,13,82
159767,3141,507614,22688,9.777,3.713,86.386,0.124,0,8192,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2554,6870,0,112,0,83,12,13,82
159767,3141,507685,22688,8.375,3.750,87.750,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2683,6866,0,116,0,83,12,13,82
159767,3141,509778,22688,7.779,3.011,89.084,0.125,0,0,253952,108527616,914878464,56,981,55,926,7,20,0,6,1,2333,5688,0,116,0,83,12,13,82
159767,3141,509895,22688,9.560,2.893,87.547,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,6,1,2679,7674,0,152,0,83,12,13,82
159767,3141,510005,22688,8.717,3.611,87.547,0.125,0,0,0,108527616,914878464,56,981,55,926,7,19,1,6,2,2699,6647,0,120,0,83,12,13,82
159767,3141,510389,22688,8.010,3.004,88.986,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2593,6928,0,136,0,83,12,13,82
159767,3141,510266,22688,8.955,3.234,87.438,0.373,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2526,6883,0,124,0,83,12,13,82
159767,3141,510398,22688,9.227,2.993,87.656,0.125,0,0,1605632,108527616,914878464,56,981,55,926,7,20,0,7,1,2459,5800,0,115,0,83,12,13,82
159767,3141,510387,22688,8.291,2.889,88.819,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2458,5603,0,119,0,83,12,13,82
159767,3141,519412,22688,9.340,2.615,87.920,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2573,5717,0,146,0,83,12,13,82
159767,3141,519949,22688,7.970,4.483,87.422,0.125,0,0,6578176,108527616,914878464,56,981,55,926,7,20,0,7,1,2699,7554,0,121,0,83,12,13,82
159767,3141,490471,22688,10.767,4.332,84.777,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,3798,36809,0,145,0,83,12,13,82
159767,3141,489812,22688,9.387,2.879,87.735,0,0,0,0,108527616,914878464,56,981,55,926,7,18,0,8,2,2515,5584,0,122,0,83,12,13,82
159767,3141,489654,22688,9.091,2.615,88.169,0.125,0,0,0,108527616,914878464,56,981,55,926,7,18,0,7,2,2471,5572,0,114,0,83,12,13,82
159767,3141,489598,22688,8.955,2.736,88.308,0,0,0,0,108527616,914878464,56,981,55,926,7,18,0,7,2,2465,5621,0,118,0,83,12,13,82
159767,3141,490781,22688,8.739,3.745,86.767,0.749,0,0,2244608,108527616,914878464,56,981,55,926,7,18,0,7,2,2596,6818,0,166,0,83,12,13,82
159767,3141,490364,22688,9.045,3.141,87.814,0,0,0,0,108527616,914878464,56,981,55,926,7,18,0,8,2,2679,7651,0,136,0,83,12,13,82
159767,3141,490322,22688,9.901,2.847,87.129,0.124,0,0,0,108527616,914878464,56,981,55,926,7,18,0,8,2,2520,5824,0,128,0,83,12,13,82
159767,3141,489468,22688,9.114,2.871,88.015,0,0,0,0,108527616,914878464,56,981,55,926,7,18,0,8,2,2514,5851,0,128,0,83,12,13,82
159767,3141,489349,22688,8.156,2.635,89.084,0.125,0,0,0,108527616,914878464,56,981,55,926,7,18,0,8,2,2587,5860,0,122,0,83,12,13,82
159767,3141,489404,22688,8.553,3.648,87.421,0.377,0,0,491520,108527616,914878464,56,981,55,926,7,18,0,8,2,2612,7133,0,119,0,83,12,13,82
159767,3141,489415,22688,8.050,3.145,88.679,0.126,0,0,548864,108527616,914878464,56,981,55,926,7,18,0,8,2,2663,6845,0,156,0,83,12,13,82
159767,3141,483770,22688,9.500,3,87.375,0.125,0,0,262144,108527616,914878464,56,981,55,926,7,18,0,8,2,2597,6003,0,129,0,83,12,13,82
159767,3141,483605,22688,9.057,2.605,88.213,0.124,0,0,0,108527616,914878464,56,981,55,926,7,18,0,7,2,2509,5565,0,116,0,83,12,13,82
159767,3141,483570,22688,8.521,3.383,88.095,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2669,6575,0,140,0,83,12,13,82
159767,3141,487593,22688,8.772,3.634,87.469,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2545,6967,0,117,0,83,12,13,82
159767,3141,514208,22688,8.323,4.792,86.759,0.126,0,0,15835136,108527616,914878464,56,981,55,926,7,20,0,8,1,4772,13500,0,126,0,83,12,13,82
159767,3141,514340,22688,9.601,3.117,87.157,0.125,0,0,1867776,108527616,914878464,56,981,55,926,7,20,0,8,1,2598,5890,0,165,0,83,12,13,82
159767,3141,513988,22688,9.577,3.358,87.065,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2483,5627,0,120,0,83,12,13,82
159767,3141,515905,22688,8.176,2.642,89.057,0.126,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2438,5588,0,116,0,83,12,13,82
159767,3141,515536,22688,8.156,3.388,88.457,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2534,6784,0,116,0,83,12,13,82
159767,3141,515067,22688,8.312,3.778,87.783,0.126,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2593,6888,0,126,0,83,12,13,82
159767,3141,514849,22688,8.772,2.632,88.346,0.251,0,0,237568,108527616,914878464,56,981,55,926,7,20,0,8,1,2513,5631,0,116,0,83,12,13,82
159767,3141,514681,22688,9.091,2.989,87.796,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2457,5578,0,159,0,83,12,13,82
159767,3141,514770,22688,7.566,3.279,89.155,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2433,5760,0,121,0,83,12,13,82
159767,3141,514803,22688,7.654,3.639,88.582,0.125,0,0,655360,108527616,914878464,56,981,55,926,7,20,0,7,1,2558,6866,0,123,0,83,12,13,82
159767,3141,515035,22688,8.853,3.491,87.531,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2522,6820,0,115,0,83,12,13,82
159767,3141,515007,22688,9.273,3.258,87.469,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2666,6623,0,140,0,83,12,13,82
159767,3141,517009,22688,8.437,3.846,87.593,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2450,5606,0,120,0,83,12,13,82
159767,3141,516836,22688,8.010,2.879,88.861,0.250,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2571,5641,0,141,0,83,12,13,82
159767,3141,516727,22688,8.238,2.535,88.720,0.507,0,0,1433600,108527616,914878464,56,981,55,926,7,20,0,8,1,2556,6962,0,116,0,83,12,13,82
159767,3141,516983,22688,8.657,3.011,88.206,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2804,7253,0,133,0,83,12,13,82
159767,3141,516925,22688,8.115,2.996,88.889,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2482,5701,0,111,0,83,12,13,82
159767,3141,516813,22688,7.915,3.015,88.945,0.126,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2448,5573,0,115,0,83,12,13,82
159767,3141,516655,22688,8.302,3.019,88.679,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2520,5619,0,118,0,83,12,13,82
159767,3141,517516,22688,8.674,3.222,87.856,0.248,0,0,589824,108527616,914878464,56,981,55,926,7,20,0,7,1,2667,6800,0,171,0,83,12,13,82
159767,3141,523496,22688,7.421,3.396,89.057,0.126,0,0,5890048,108527616,914878464,56,981,55,926,7,20,0,7,1,2873,7760,0,118,0,83,12,13,82
159767,3141,525238,22688,7.769,3.008,89.223,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2411,5598,0,119,0,83,12,13,82
159767,3141,522115,22688,9.136,3.630,87.109,0.125,0,0,770048,108527616,914878464,56,981,55,926,7,20,0,8,1,3649,14460,0,138,0,83,12,13,82
159767,3141,515804,22688,8.875,4,87,0.125,0,155648,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2697,27084,0,115,0,83,12,13,82
159767,3141,515376,22688,8.521,2.882,88.596,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2478,6460,0,120,0,83,12,13,82
159767,3141,515107,22688,8.260,3.504,88.110,0.125,0,0,2924544,108527616,914878464,56,981,55,926,7,20,0,8,1,2689,7284,0,141,0,83,12,13,82
159767,3141,509791,22688,9.034,2.760,88.080,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2484,5841,0,128,0,83,12,13,82
159767,3141,509569,22688,9.305,2.978,87.717,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2331,5653,0,113,0,83,12,13,82
159767,3141,509640,22688,7.799,2.642,89.434,0.126,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2444,5594,0,121,0,83,12,13,82
159767,3141,514852,22688,9.250,3.375,87.250,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2506,6036,0,129,0,83,12,13,82
159767,3141,514749,22688,8.302,3.145,88.050,0.503,0,0,483328,108527616,914878464,56,981,55,926,7,20,0,8,1,2735,8201,0,116,0,83,12,13,82
159767,3141,513887,22688,8.532,3.262,88.080,0.125,0,0,0,108527616,914878464,56,981,55,926,7,19,1,8,2,2595,6671,0,160,0,83,12,13,82
159767,3141,514206,22688,10.138,2.628,87.234,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2721,6968,0,157,0,83,12,13,82
159767,3141,517434,22688,14.498,3.346,82.032,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,3128,6033,0,142,0,83,12,13,82
159767,3141,517143,22688,8.553,3.019,88.428,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2507,5730,0,136,0,83,12,13,82
159767,3141,525402,22688,7.925,3.396,88.553,0.126,0,0,1810432,108527616,914878464,56,981,55,926,7,20,0,9,1,2676,8265,0,114,0,83,12,13,82
159767,3141,525470,22688,8.696,3.354,87.826,0.124,0,0,229376,108527616,914878464,56,981,55,926,7,20,0,9,1,2583,5695,0,115,0,83,12,13,82
159767,3141,526206,22688,8.647,3.258,87.970,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2714,7901,0,160,0,83,12,13,82
159767,3141,526304,22688,8.750,3.125,88.125,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2439,5891,0,116,0,83,12,13,82
159767,3141,526146,22688,8.625,2.500,88.750,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2558,5504,0,118,0,83,12,13,82
159767,3141,525692,22688,8.532,3.262,87.955,0.251,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2754,8164,0,119,0,83,12,13,82
159767,3141,525255,22688,8.428,4.277,86.918,0.377,0,0,18006016,108527616,914878464,56,981,55,926,7,20,0,8,1,4239,11892,0,119,0,83,12,13,82
159767,3141,525334,22688,8.166,3.141,88.568,0.126,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2483,5648,0,120,0,83,12,13,82
159767,3141,525379,22688,9.136,3.504,87.359,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2526,6579,0,180,0,83,12,13,82
159767,3141,525533,22688,8.922,3.346,87.608,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2563,5766,0,127,0,83,12,13,82
159767,3141,525500,22688,7.925,3.396,88.553,0.126,0,0,245760,108527616,914878464,56,981,55,926,7,22,0,9,0,2804,9250,0,141,0,83,12,13,82
159767,3141,525788,22688,8.978,2.369,88.653,0,0,0,0,108527616,914878464,56,981,55,926,7,22,0,8,0,2504,5634,0,114,0,83,12,13,82
159767,3141,525633,22688,8.922,2.974,87.980,0.124,0,0,0,108527616,914878464,56,981,55,926,7,22,0,8,0,2335,5689,0,119,0,83,12,13,82
159767,3141,525931,22688,8.354,3.117,88.404,0.125,0,0,0,108527616,914878464,56,981,55,926,7,22,0,8,0,2537,5681,0,119,0,83,12,13,82
159767,3141,525718,22688,8.739,2.622,88.514,0.125,0,0,729088,108527616,914878464,56,981,55,926,7,22,0,8,0,2555,5886,0,151,0,83,12,13,82
159767,3141,527607,22688,8.365,4.370,87.141,0.125,0,0,0,108527616,914878464,56,981,55,926,7,22,0,7,0,2657,8017,0,117,0,83,12,13,82
159767,3141,527899,22688,8.783,2.760,88.457,0,0,0,0,108527616,914878464,56,981,55,926,7,22,0,7,0,2463,5677,0,118,0,83,12,13,82
159767,3141,527764,22688,7.760,3.379,88.736,0.125,0,0,0,108527616,914878464,56,981,55,926,7,22,0,7,0,2463,5437,0,117,0,83,12,13,82
159767,3141,528071,22688,9.565,2.733,87.578,0.124,0,0,0,108527616,914878464,56,981,55,926,7,22,0,7,0,2591,5911,0,122,0,83,12,13,82
159767,3141,528058,22688,8.647,3.008,87.719,0.627,0,0,1646592,108527616,914878464,56,981,55,926,7,22,0,8,0,2573,6487,0,146,0,83,12,13,82
159767,3141,527801,22688,7.809,3.401,88.791,0,0,0,0,108527616,914878464,56,981,55,926,7,22,0,8,0,2723,7435,0,159,0,83,12,13,82
159767,3141,522939,22688,7.975,3.165,88.734,0.127,0,0,0,108527616,914878464,56,981,55,926,7,22,0,8,0,2539,6545,0,137,0,83,12,13,82
159767,3141,522792,22688,8,3,89,0,0,0,0,108527616,914878464,56,981,55,926,7,22,0,8,0,2465,5569,0,115,0,83,12,13,82
159767,3141,526981,22688,8.582,3.731,87.562,0.124,0,0,0,108527616,914878464,56,981,55,926,7,22,0,8,0,2383,5519,0,120,0,83,12,13,82
159767,3141,557964,22688,8.511,3.129,87.985,0.375,0,0,163840,108527616,914878464,56,981,55,926,7,22,0,8,0,2499,5659,0,119,0,83,12,13,82
159767,3141,516824,22688,8.166,5.653,86.181,0,0,0,0,108527616,914878464,56,981,55,926,7,22,0,8,0,3576,37372,0,114,0,83,12,13,82
159767,3141,515153,22688,9.102,3.367,87.406,0.125,0,0,0,108527616,914878464,56,981,55,926,7,22,0,8,0,2651,6817,0,152,0,83,12,13,82
159767,3141,516416,22688,7.925,3.899,88.050,0.126,0,0,17547264,108527616,914878464,56,981,55,926,7,22,0,7,0,3968,10127,0,119,0,83,12,13,82
159767,3141,516125,22688,8.050,2.893,89.057,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2512,5653,0,120,0,83,12,13,82
159767,3141,509033,22688,9.649,2.757,87.469,0.125,0,0,3194880,108527616,914878464,56,981,55,926,7,20,0,8,1,2715,7047,0,122,0,83,12,13,82
159767,3141,508487,22688,8.271,2.882,88.722,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2692,7028,0,134,0,83,12,13,82
159767,3141,512073,22688,8.176,3.270,88.428,0.126,0,0,221184,108527616,914878464,56,981,55,926,7,20,0,8,1,2534,7041,0,126,0,83,12,13,82
159767,3141,511709,22688,8.739,2.871,88.390,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2397,5712,0,159,0,83,12,13,82
159767,3141,512057,22688,7.875,3.500,88.500,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2441,6172,0,119,0,83,12,13,82
159767,3141,513900,22688,7.799,2.390,89.811,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2384,5627,0,126,0,83,12,13,82
159767,3141,515340,22688,7.412,3.392,89.070,0.126,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2533,6915,0,115,0,83,12,13,82
159767,3141,515253,22688,9.125,2.750,87.500,0.625,0,0,499712,108527616,914878464,56,981,55,926,7,20,0,8,1,2632,6909,0,119,0,83,12,13,82
159767,3141,514642,22688,8.344,3.238,88.418,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2413,5713,0,120,0,83,12,13,82
159767,3141,514484,22688,8.240,2.747,88.889,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2617,5782,0,166,0,83,12,13,82
159767,3141,514522,22688,8.511,2.503,88.986,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2423,5561,0,116,0,83,12,13,82
159767,3141,514514,22688,9.565,3.478,86.832,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2697,7869,0,132,0,83,12,13,82
159767,3141,514403,22688,7.915,3.141,88.442,0.503,0,0,712704,108527616,914878464,56,981,55,926,7,20,0,8,1,2564,6870,0,117,0,83,12,13,82
159767,3141,514179,22688,7.538,2.764,89.698,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2475,5689,0,122,0,83,12,13,82
159767,3141,514774,22688,8.614,2.372,88.889,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2568,6007,0,118,0,83,12,13,82
159767,3141,514629,22688,7.393,3.258,89.348,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2478,5671,0,163,0,83,12,13,82
159767,3141,514514,22688,8.685,3.598,87.593,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2728,6887,0,119,0,83,12,13,82
159767,3141,514514,22688,8.511,4.130,87.109,0.250,0,0,286720,108527616,914878464,56,981,55,926,7,19,1,8,2,2641,7296,0,120,0,83,12,13,82
159767,3141,514434,22688,8.438,2.645,88.791,0.126,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2422,5887,0,139,0,83,12,13,82
159767,3141,515196,22688,9.434,2.642,87.799,0.126,0,0,6225920,108527616,914878464,56,983,55,928,7,20,0,8,1,2873,7071,0,116,0,83,12,13,82
159767,3141,515155,22688,7.875,3.750,88.250,0.125,0,0,1015808,108527616,914878464,56,981,55,926,7,20,0,8,1,2468,5843,0,125,0,83,12,13,82
159767,3141,515012,22688,8.647,3.634,87.719,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2710,6932,0,159,0,83,12,13,82
159767,3141,509201,22688,8.989,3.371,87.391,0.250,0,0,671744,108527616,914878464,56,981,55,926,7,20,0,8,1,2660,7220,0,125,0,83,12,13,82
159767,3141,509157,22688,9.262,2.628,87.985,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2572,6464,0,146,0,83,12,13,82
159767,3141,515227,22688,7.935,3.275,88.791,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2428,5593,0,130,0,83,12,13,82
159767,3141,515059,22688,8.831,2.985,88.060,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2472,5604,0,118,0,83,12,13,82
159767,3141,517823,22688,8.396,3.383,87.970,0.251,0,0,0,108527616,914878464,56,981,55,926,7,20,0,9,1,2540,6892,0,115,0,83,12,13,82
159767,3141,518222,22688,8.020,3.133,88.596,0.251,0,0,1409024,108527616,914878464,56,981,55,926,7,20,0,8,1,2610,6895,0,152,0,83,12,13,82
159767,3141,518058,22688,9.787,2.886,87.327,0,0,0,696320,108527616,914878464,56,981,55,926,7,20,0,9,1,2623,6458,0,129,0,83,12,13,82
159767,3141,517958,22688,8.543,3.015,88.317,0.126,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2532,5960,0,138,0,83,12,13,82
159767,3141,517860,22688,8.875,2.875,88.250,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2473,5713,0,140,0,83,12,13,82
159767,3141,517773,22688,7.799,3.396,88.679,0.126,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2567,6943,0,122,0,83,12,13,82
159767,3141,517728,22688,7.895,3.759,88.221,0.125,0,0,647168,108527616,914878464,56,981,55,926,7,20,0,7,1,2516,6877,0,115,0,83,12,13,82
159767,3141,517566,22688,8.207,3.914,87.879,0,0,0,0,108527616,914878464,56,981,55,926,7,19,1,7,2,2636,8531,0,157,0,83,12,13,82
159767,3141,524603,22688,9.975,4.613,85.287,0.125,0,0,13910016,108527616,914878464,56,981,55,926,7,20,0,8,1,5229,41163,0,137,0,83,12,13,82
159767,3141,524064,22688,8.045,3.837,87.995,0.124,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2496,6380,0,119,0,83,12,13,82
159767,3141,523703,22688,8.186,3.275,88.413,0.126,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2518,6874,0,116,0,83,12,13,82
159767,3141,523424,22688,7.895,4.135,87.970,0,0,0,3006464,108527616,914878464,56,981,55,926,7,20,0,8,1,2602,6897,0,117,0,83,12,13,82
159767,3141,523179,22688,8.365,2.497,89.014,0.125,0,0,0,108527616,914878464,56,981,55,926,7,20,0,8,1,2380,5624,0,127,0,83,12,13,82
159767,3141,523011,22688,8.135,3.004,88.861,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2427,5556,0,164,0,83,12,13,82
159767,3141,522773,22688,8.438,2.645,88.791,0.126,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2532,5887,0,118,0,83,12,13,82
159767,3141,522605,22688,8.065,3.846,88.089,0,0,0,0,108527616,914878464,56,981,55,926,7,20,0,7,1,2620,6912,0,121,0,83,12,13,82
159767,3141,522507,22688,9.799,3.141,86.432,0.628,0,0,417792,108527616,914878464,56,983,55,928,7,20,1,7,1,2641,6912,0,120,0,83,12,13,82
159767,3141,521642,22688,8.908,2.509,88.457,0.125,0,0,0,108527616,914878464,56,983,55,928,7,20,1,7,1,2685,5858,0,123,0,83,12,13,82
159767,3141,522512,22688,9.114,2.871,87.890,0.125,0,0,0,108527616,914878464,56,983,55,928,7,20,1,8,1,2549,6667,0,146,0,83,12,13,82
159767,3141,517444,22688,9.057,2.642,88.176,0.126,0,0,352256,108527616,914878464,56,983,55,928,7,20,1,8,1,2686,6115,0,177,0,83,12,13,82
159767,3141,517273,22688,7.980,3.242,88.778,0,0,0,0,108527616,914878464,56,983,55,928,7,20,1,8,1,2471,6775,0,122,0,83,12,13,82
159767,3141,517052,22688,7.885,3.254,88.736,0.125,0,0,0,108527616,914878464,56,983,55,928,7,20,1,8,1,2476,6933,0,118,0,83,12,13,82
159767,3141,520818,22688,8.050,2.138,89.811,0,0,0,0,108527616,914878464,56,983,55,928,7,20,1,8,1,2442,5553,0,116,0,83,12,13,82
