"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/mem_lock_vm_vm-adv_raw_int_disk_udp.csv --mem --lock --vm --vm-adv --raw --int --disk --udp 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"memory usage",,,,"file locks",,,,"virtual memory",,,,"advanced virtual memory",,,,,"raw","interrupts",,,"dsk/total",,"udp",
5045276672,2677006336,799072256,7876337664,83,12,13,82,0,44215,66444,29400,0,0,0,0,0,0,0,146,0,0,0,25,15
5047975936,2674307072,799072256,7876370432,83,12,13,82,0,780,879,1053,0,0,0,0,0,0,0,122,0,0,0,25,15
5048590336,2673659904,799072256,7876677632,83,12,13,82,0,252,737,525,0,0,0,0,0,0,0,114,0,0,0,25,15
5048815616,2673430528,799072256,7876481024,83,12,13,82,0,88,531,605,0,0,0,0,0,0,0,118,0,0,0,25,15
5043970048,2678276096,799084544,7876210688,83,12,13,82,0,1386,2197,4828,0,0,0,0,0,0,0,166,0,0,2244608,25,15
5045661696,2676568064,799084544,7876161536,83,12,13,82,0,1526,1937,1944,0,0,0,0,0,0,0,136,0,0,0,25,15
5045829632,2676396032,799084544,7876231168,83,12,13,82,0,1128,1575,1125,0,0,0,0,0,0,0,128,0,0,0,25,15
5049233408,2672898048,799084544,7876857856,83,12,13,82,0,944,2099,1673,0,0,0,0,0,0,0,128,0,0,0,25,15
5049716736,2672410624,799084544,7876853760,83,12,13,82,0,66,513,1020,0,0,0,0,0,0,0,121,0,0,0,25,15
5051088896,2672635904,799096832,7874711552,83,12,13,82,0,2477,3072,2784,0,0,0,0,0,0,0,120,0,0,491520,25,15
5051006976,2672680960,799105024,7874682880,83,12,13,82,0,1485,2186,2417,0,0,0,0,0,0,0,156,0,0,548864,25,15
5074128896,2649559040,799113216,7874641920,83,12,13,82,0,7517,9032,1631,0,0,0,0,0,0,0,129,0,0,262144,25,15
5074788352,2648883200,799113216,7874691072,83,12,13,82,0,64,519,480,0,0,0,0,0,0,0,116,0,0,0,25,15
5074919424,2648739840,799113216,7875293184,83,12,13,82,0,200,639,636,0,0,0,0,0,0,0,140,0,0,0,25,15
5058301952,2665218048,799113216,7875166208,83,12,13,82,0,1932,2389,8322,0,0,0,0,0,0,0,117,0,0,0,25,15
4950937600,2774233088,799113216,7873257472,83,12,13,82,0,1654,4482,32831,0,0,0,0,0,0,0,126,0,0,15835136,25,15
4950294528,2774773760,799125504,7873347584,83,12,13,82,0,236,953,1262,0,0,0,0,0,0,0,165,0,0,1867776,25,15
4951683072,2773331968,799125504,7873400832,83,12,13,82,0,594,901,542,0,0,0,0,0,0,0,120,0,0,0,25,15
4943826944,2781184000,799125504,7873671168,83,12,13,82,0,30,611,1934,0,0,0,0,0,0,0,116,0,0,0,25,15
4945334272,2779672576,799125504,7873933312,83,12,13,82,0,1341,1874,1861,0,0,0,0,0,0,0,116,0,0,0,25,15
4947255296,2777751552,799125504,7873601536,83,12,13,82,0,1392,2396,2476,0,0,0,0,0,0,0,125,0,0,0,25,15
4948303872,2776858624,799129600,7873294336,83,12,13,82,0,309,619,945,0,0,0,0,0,0,0,117,0,0,237568,25,15
4948848640,2776170496,799129600,7873437696,83,12,13,82,0,273,798,802,0,0,0,0,0,0,0,159,0,0,0,25,15
4950036480,2776535040,799129600,7871950848,83,12,13,82,0,245,731,945,0,0,0,0,0,0,0,121,0,0,0,25,15
4949733376,2776670208,799137792,7872376832,83,12,13,82,0,1431,2171,2353,0,0,0,0,0,0,0,123,0,0,655360,25,15
4949028864,2777620480,799137792,7872323584,83,12,13,82,0,1488,1914,2392,0,0,0,0,0,0,0,115,0,0,0,25,15
4949143552,2777505792,799137792,7872122880,83,12,13,82,0,649,757,787,0,0,0,0,0,0,0,140,0,0,0,25,15
4946419712,2785705984,799137792,7866388480,83,12,13,82,0,607,1083,2594,0,0,0,0,0,0,0,120,0,0,0,25,15
4947120128,2784997376,799137792,7867195392,83,12,13,82,0,341,1051,507,0,0,0,0,0,0,0,141,0,0,0,25,15
4947558400,2784550912,799158272,7867432960,83,12,13,82,0,1534,2084,2419,0,0,0,0,0,0,0,114,0,0,1433600,25,14
4947836928,2785599488,799158272,7865774080,83,12,13,82,0,2387,3613,3960,0,0,0,0,0,0,0,135,0,0,0,25,15
4948348928,2785361920,799158272,7865241600,83,12,13,82,0,149,625,724,0,0,0,0,0,0,0,111,0,0,0,25,15
4948807680,2784903168,799158272,7865040896,83,12,13,82,0,53,500,835,0,0,0,0,0,0,0,115,0,0,0,25,15
4949450752,2784256000,799158272,7864786944,83,12,13,82,0,206,494,564,0,0,0,0,0,0,0,118,0,0,0,25,15
4948307968,2787782656,799166464,7862394880,83,12,13,82,0,1333,1953,2614,0,0,0,0,0,0,0,170,0,0,589824,25,15
4923998208,2812276736,799174656,7862136832,83,12,13,82,0,1315,2659,8816,0,0,0,0,0,0,0,119,0,0,5890048,25,15
4916854784,2819411968,799174656,7862669312,83,12,13,82,0,92,627,2555,0,0,0,0,0,0,0,119,0,0,0,25,15
4930023424,2806104064,799182848,7862607872,83,12,13,82,0,8963,26576,18544,0,0,0,0,0,0,0,138,0,0,770048,25,15
4952039424,2780770304,799182848,7865667584,83,12,13,82,0,31559,35884,29925,0,0,0,0,0,0,0,115,0,155648,0,25,15
4953661440,2779017216,799182848,7865733120,83,12,13,82,0,705,1171,1232,0,0,0,0,0,0,0,119,0,0,0,25,15
4954759168,2777915392,799191040,7865729024,83,12,13,82,0,2161,3211,3322,0,0,0,0,0,0,0,140,0,0,2924544,25,15
4976525312,2756141056,799191040,7866003456,83,12,13,82,0,7363,8257,1443,0,0,0,0,0,0,0,130,0,0,0,25,15
4977680384,2755231744,799191040,7866081280,83,12,13,82,0,204,659,544,0,0,0,0,0,0,0,113,0,0,0,25,15
4977385472,2755522560,799191040,7865552896,83,12,13,82,0,58,512,648,0,0,0,0,0,0,0,121,0,0,0,25,15
4955860992,2776870912,799191040,7865671680,83,12,13,82,0,1333,1982,8462,0,0,0,0,0,0,0,129,0,0,0,25,15
4957769728,2776449024,799203328,7864238080,83,12,13,82,0,3549,4181,4717,0,0,0,0,0,0,0,116,0,0,483328,25,15
4961415168,2772918272,799203328,7864123392,83,12,13,82,0,833,1840,1127,0,0,0,0,0,0,0,160,0,0,0,25,15
4960100352,2774224896,799203328,7864397824,83,12,13,82,0,1141,1933,4423,0,0,0,0,0,0,0,157,0,0,0,25,15
4946878464,2787446784,799203328,7864655872,83,12,13,82,0,1930,3002,3960,0,0,0,0,0,0,0,142,0,0,0,25,15
4948066304,2786254848,799203328,7864393728,83,12,13,82,0,502,1370,1630,0,0,0,0,0,0,0,136,0,0,0,25,15
4914098176,2820083712,799219712,7864324096,83,12,13,82,0,3253,4200,13563,0,0,0,0,0,0,0,114,0,0,1810432,25,15
4913762304,2820362240,799227904,7864242176,83,12,13,82,0,288,772,1001,0,0,0,0,0,0,0,115,0,0,229376,25,15
4912345088,2823376896,799227904,7862710272,83,12,13,82,0,2395,2671,3253,0,0,0,0,0,0,0,160,0,0,0,25,15
4912009216,2823778304,799227904,7862910976,83,12,13,82,0,336,808,1035,0,0,0,0,0,0,0,116,0,0,0,25,15
4912656384,2823131136,799227904,7863103488,83,12,13,82,0,313,781,506,0,0,0,0,0,0,0,118,0,0,0,25,15
4914536448,2821271552,799227904,7862882304,83,12,13,82,0,2603,3230,3334,0,0,0,0,0,0,0,118,0,0,0,25,15
4916326400,2819481600,799240192,7862611968,83,12,13,82,0,115,2760,3278,0,0,0,0,0,0,0,120,0,0,18006016,25,15
4915986432,2819805184,799240192,7862628352,83,12,13,82,0,203,524,796,0,0,0,0,0,0,0,120,0,0,0,25,15
4915793920,2819989504,799240192,7862636544,83,12,13,82,0,876,1423,925,0,0,0,0,0,0,0,180,0,0,0,25,15
4915118080,2820620288,799240192,7863140352,83,12,13,82,0,799,1359,1130,0,0,0,0,0,0,0,127,0,0,0,25,14
4915261440,2820485120,799248384,7862857728,83,12,13,82,0,2856,3610,3950,0,0,0,0,0,0,0,141,0,0,245760,25,14
4915736576,2821664768,799248384,7860944896,83,12,13,82,0,299,590,932,0,0,0,0,0,0,0,114,0,0,0,25,14
4916371456,2821029888,799248384,7861010432,83,12,13,82,0,126,605,869,0,0,0,0,0,0,0,119,0,0,0,25,14
4915142656,2822250496,799248384,7861018624,83,12,13,82,0,809,947,1179,0,0,0,0,0,0,0,119,0,0,0,25,14
4916002816,2821378048,799264768,7861215232,83,12,13,82,0,967,1729,1103,0,0,0,0,0,0,0,151,0,0,729088,25,14
4913688576,2829115392,799264768,7856119808,83,12,13,82,0,2992,3497,5146,0,0,0,0,0,0,0,117,0,0,0,25,14
4912488448,2830311424,799264768,7855591424,83,12,13,82,0,68,533,1108,0,0,0,0,0,0,0,118,0,0,0,25,14
4913041408,2829758464,799264768,7855599616,83,12,13,82,0,36,492,500,0,0,0,0,0,0,0,117,0,0,0,25,14
4913287168,2831015936,799264768,7854096384,83,12,13,82,0,175,634,928,0,0,0,0,0,0,0,122,0,0,0,25,14
4913500160,2830962688,799272960,7853862912,83,12,13,82,0,755,1272,777,0,0,0,0,0,0,0,146,0,0,1646592,25,14
4914540544,2829910016,799272960,7854141440,83,12,13,82,0,1624,2249,2061,0,0,0,0,0,0,0,159,0,0,0,25,14
4934451200,2809995264,799272960,7854669824,83,12,13,82,0,8119,9725,2987,0,0,0,0,0,0,0,137,0,0,0,25,14
4935032832,2809393152,799272960,7854223360,83,12,13,82,0,292,737,678,0,0,0,0,0,0,0,115,0,0,0,25,14
4917825536,2826551296,799272960,7854014464,83,12,13,82,0,202,512,6043,0,0,0,0,0,0,0,120,0,0,0,25,14
4790915072,2953457664,799281152,7853944832,83,12,13,82,0,60,658,31162,0,0,0,0,0,0,0,118,0,0,163840,25,14
4956110848,2784948224,799281152,7857258496,83,12,13,82,0,46545,68820,23532,0,0,0,0,0,0,0,115,0,0,0,25,14
4961185792,2778103808,799281152,7859560448,83,12,13,82,0,1797,2946,2100,0,0,0,0,0,0,0,152,0,0,0,25,14
4956008448,2783277056,799289344,7859613696,83,12,13,82,0,212,2679,4151,0,0,0,0,0,0,0,119,0,0,17547264,25,14
4957179904,2782085120,799289344,7859097600,83,12,13,82,0,57,503,617,0,0,0,0,0,0,0,120,0,0,0,25,14
4985917440,2753036288,799305728,7872663552,83,12,13,82,0,7155,11625,2009,0,0,0,0,0,0,0,122,0,0,3194880,25,14
4988276736,2750799872,799305728,7869542400,83,12,13,82,0,1473,2019,2779,0,0,0,0,0,0,0,134,0,0,0,25,14
4973637632,2765488128,799309824,7869526016,83,12,13,82,0,1656,2640,7064,0,0,0,0,0,0,0,128,0,0,221184,25,14
4975071232,2763997184,799309824,7869939712,83,12,13,82,0,32,618,529,0,0,0,0,0,0,0,157,0,0,0,25,14
4975104000,2765422592,799309824,7867949056,83,12,13,82,0,673,1280,2144,0,0,0,0,0,0,0,119,0,0,0,25,14
4967657472,2772971520,799309824,7859666944,83,12,13,82,0,94,578,2726,0,0,0,0,0,0,0,126,0,0,0,25,14
4961759232,2778869760,799309824,7859458048,83,12,13,82,0,1500,1865,3438,0,0,0,0,0,0,0,115,0,0,0,25,14
4962070528,2778513408,799322112,7859359744,83,12,13,82,0,1602,2260,2205,0,0,0,0,0,0,0,119,0,0,499712,25,14
4964560896,2776010752,799322112,7859703808,83,12,13,82,0,537,1309,1129,0,0,0,0,0,0,0,120,0,0,0,25,14
4965208064,2775363584,799322112,7859961856,83,12,13,82,0,329,781,783,0,0,0,0,0,0,0,166,0,0,0,25,14
4965044224,2775519232,799322112,7859638272,83,12,13,82,0,723,1003,905,0,0,0,0,0,0,0,116,0,0,0,25,14
4966580224,2775486464,799322112,7857876992,83,12,13,82,0,1741,2347,2397,0,0,0,0,0,0,0,132,0,0,0,25,14
4967141376,2775031808,799338496,7857754112,83,12,13,82,0,1483,2155,2325,0,0,0,0,0,0,0,116,0,0,712704,25,14
4968054784,2774114304,799338496,7857823744,83,12,13,82,0,86,514,478,0,0,0,0,0,0,0,123,0,0,0,25,14
4965568512,2776551424,799338496,7858405376,83,12,13,82,0,815,1282,1483,0,0,0,0,0,0,0,118,0,0,0,25,14
4966158336,2775957504,799338496,7858401280,83,12,13,82,0,58,542,515,0,0,0,0,0,0,0,163,0,0,0,25,14
4966621184,2775486464,799338496,7857876992,83,12,13,82,0,1347,1876,1985,0,0,0,0,0,0,0,119,0,0,0,25,14
4966617088,2775486464,799346688,7857815552,83,12,13,82,0,1497,2072,2372,0,0,0,0,0,0,0,120,0,0,286720,25,14
4966924288,2775158784,799346688,7857901568,83,12,13,82,0,213,563,590,0,0,0,0,0,0,0,139,0,0,0,25,14
4963713024,2778279936,799346688,7857991680,83,12,13,82,0,783,2063,1665,0,0,0,0,0,0,0,116,0,0,6225920,25,14
4965638144,2778112000,799354880,7856427008,83,12,13,82,0,1162,1579,1325,0,0,0,0,0,0,0,124,0,0,1015808,25,14
4966215680,2777526272,799354880,7856693248,83,12,13,82,0,1513,2055,1881,0,0,0,0,0,0,0,160,0,0,0,25,14
4989972480,2753724416,799387648,7856205824,83,12,13,82,0,8657,9660,2748,0,0,0,0,0,0,0,125,0,0,671744,25,14
4990091264,2753544192,799387648,7856373760,83,12,13,82,0,102,604,572,0,0,0,0,0,0,0,146,0,0,0,25,14
4965216256,2778406912,799387648,7856386048,83,12,13,82,0,47,534,6738,0,0,0,0,0,0,0,130,0,0,0,25,14
4965904384,2777718784,799387648,7856320512,83,12,13,82,0,92,514,481,0,0,0,0,0,0,0,117,0,0,0,25,14
4961660928,2789040128,799387648,7849766912,83,12,13,82,0,1639,2197,5060,0,0,0,0,0,0,0,116,0,0,0,25,14
4960096256,2790674432,799399936,7849353216,83,12,13,82,0,1429,2191,2390,0,0,0,0,0,0,0,152,0,0,1409024,25,14
4960768000,2790002688,799399936,7849160704,83,12,13,82,0,451,1100,2166,0,0,0,0,0,0,0,129,0,0,696320,25,14
4961124352,2789593088,799399936,7849213952,83,12,13,82,0,104,502,638,0,0,0,0,0,0,0,138,0,0,0,25,14
4961525760,2789191680,799399936,7849148416,83,12,13,82,0,1128,1957,1734,0,0,0,0,0,0,0,140,0,0,0,25,14
4961873920,2788835328,799399936,7849156608,83,12,13,82,0,1347,1918,1907,0,0,0,0,0,0,0,122,0,0,0,25,14
4962312192,2788651008,799412224,7849410560,83,12,13,82,0,1446,2246,2236,0,0,0,0,0,0,0,114,0,0,647168,25,14
4962959360,2787987456,799412224,7849226240,83,12,13,82,0,1857,1988,2145,0,0,0,0,0,0,0,158,0,0,0,25,14
4930748416,2816811008,799412224,7852343296,83,12,13,82,0,39894,63242,67811,0,0,0,0,0,0,0,137,0,0,13910016,25,14
4932841472,2814603264,799412224,7852392448,83,12,13,82,0,634,1263,745,0,0,0,0,0,0,0,118,0,0,0,28,14
4934176768,2813124608,799412224,7852535808,83,12,13,82,0,1325,1872,1866,0,0,0,0,0,0,0,117,0,0,0,28,14
4935319552,2811981824,799428608,7853051904,83,12,13,82,0,1707,2788,2669,0,0,0,0,0,0,0,117,0,0,3006464,28,14
4936306688,2810978304,799428608,7853125632,83,12,13,82,0,212,498,494,0,0,0,0,0,0,0,127,0,0,0,28,14
4936994816,2810290176,799428608,7852593152,83,12,13,82,0,50,507,625,0,0,0,0,0,0,0,164,0,0,0,28,14
4937965568,2809315328,799428608,7852605440,83,12,13,82,0,1566,2040,1541,0,0,0,0,0,0,0,118,0,0,0,25,14
4940247040,2808627200,799428608,7851012096,83,12,13,82,0,1534,2097,2467,0,0,0,0,0,0,0,121,0,0,0,25,15
4940652544,2808225792,799440896,7850930176,83,12,13,82,0,1600,2097,1978,0,0,0,0,0,0,0,120,0,0,417792,25,14
4944175104,2804682752,799440896,7851282432,83,12,13,82,0,1231,1844,776,0,0,0,0,0,0,0,123,0,0,0,25,14
4940603392,2808246272,799440896,7851782144,83,12,13,82,0,190,1224,1261,0,0,0,0,0,0,0,146,0,0,0,25,14
4961349632,2787487744,799444992,7851024384,83,12,13,82,0,5676,5873,863,0,0,0,0,0,0,0,177,0,0,352256,25,14
4962045952,2786787328,799444992,7850971136,83,12,13,82,0,1476,1844,1867,0,0,0,0,0,0,0,120,0,0,0,25,14
4962942976,2785882112,799444992,7851044864,83,12,13,82,0,1338,1896,2138,0,0,0,0,0,0,0,120,0,0,0,25,14
4947517440,2801307648,799444992,7851044864,83,12,13,82,0,26,504,4829,0,0,0,0,0,0,0,116,0,0,0,25,14
4948008960,2802270208,799444992,7850115072,83,12,13,82,0,556,1178,1443,0,0,0,0,0,0,0,123,0,0,0,25,14
4950474752,2799960064,799461376,7849611264,83,12,13,82,0,227,1248,1374,0,0,0,0,0,0,0,118,0,0,5775360,25,14
4950642688,2799788032,799461376,7849357312,83,12,13,82,0,2569,3233,3142,0,0,0,0,0,0,0,152,0,0,0,25,14
4973748224,2776662016,799473664,7849631744,83,12,13,82,0,8481,10056,4708,0,0,0,0,0,0,0,142,0,0,196608,25,14
4974678016,2775711744,799473664,7849451520,83,12,13,82,0,50,506,509,0,0,0,0,0,0,0,117,0,0,0,25,14
4976099328,2774286336,799473664,7849721856,83,12,13,82,0,438,906,803,0,0,0,0,0,0,0,120,0,0,0,25,14
4976533504,2773839872,799473664,7849992192,83,12,13,82,0,77,574,571,0,0,0,0,0,0,0,147,0,0,0,25,14
4954918912,2797232128,799473664,7847882752,83,12,13,82,0,579,1079,6907,0,0,0,0,0,0,0,114,0,0,0,25,14
4956221440,2795778048,799481856,7847833600,83,12,13,82,0,3130,3508,3646,0,0,0,0,0,0,0,156,0,0,450560,25,14
4956372992,2795626496,799481856,7847833600,83,12,13,82,0,196,489,491,0,0,0,0,0,0,0,118,0,0,0,25,14
4952084480,2799910912,799481856,7847837696,83,12,13,82,0,1530,2005,1821,0,0,0,0,0,0,0,114,0,0,0,25,14
4891459584,2859999232,799485952,7848570880,83,12,13,82,22,1551,3177,16010,0,0,0,0,0,0,0,130,0,1916928,2572288,25,14
4894474240,2856636416,799485952,7849172992,83,12,13,82,0,904,1358,873,0,0,0,0,0,0,0,126,0,0,0,25,14
4892733440,2863853568,799490048,7843491840,83,12,13,82,0,2909,3560,5507,0,0,0,0,0,0,0,135,0,0,655360,25,14
4894400512,2862137344,799490048,7843516416,83,12,13,82,0,256,1241,1037,0,0,0,0,0,0,0,182,0,0,0,25,14
4894765056,2863362048,799490048,7841693696,83,12,13,82,0,118,594,1080,0,0,0,0,0,0,0,118,0,0,0,25,14
4895330304,2862886912,799490048,7841603584,83,12,13,82,0,87,564,559,0,0,0,0,0,0,0,123,0,0,0,25,14
4886679552,2871529472,799490048,7841812480,83,12,13,82,0,195,633,1881,0,0,0,0,0,0,0,141,0,0,0,25,14
4882927616,2875277312,799502336,7842127872,83,12,13,82,0,2993,3858,5824,0,0,0,0,0,0,0,115,0,0,1556480,25,14
4881350656,2877050880,799502336,7841632256,83,12,13,82,0,88,1039,1204,0,0,0,0,0,0,0,124,0,0,0,25,14
4881620992,2876776448,799502336,7841345536,83,12,13,82,0,500,634,1290,0,0,0,0,0,0,0,162,0,0,0,25,14
4880957440,2877435904,799502336,7841349632,83,12,13,82,0,1093,1986,1188,0,0,0,0,0,0,0,110,0,0,3710976,25,14
4881076224,2878726144,799502336,7839940608,83,12,13,82,0,794,1382,1930,0,0,0,0,0,0,0,120,0,0,0,25,14
4868026368,2886668288,799518720,7845666816,83,12,13,82,0,41025,63468,60625,0,0,0,0,0,0,0,112,0,0,2859008,25,14
4868980736,2885697536,799526912,7845142528,83,12,13,82,0,103,571,1047,0,0,0,0,0,0,0,120,0,0,212992,25,14
4869201920,2885468160,799526912,7845093376,83,12,13,82,0,436,742,782,0,0,0,0,0,0,0,115,0,0,0,25,14
4869890048,2884780032,799526912,7845093376,83,12,13,82,0,62,601,572,0,0,0,0,0,0,0,186,0,0,0,25,14
4895285248,2859376640,799526912,7845101568,83,12,13,82,0,6552,7545,2152,0,0,0,0,0,0,0,152,0,0,0,25,14
4899565568,2855051264,799526912,7845412864,83,12,13,82,0,3012,4307,4102,0,0,0,0,0,0,0,136,0,0,0,25,14
4900741120,2853875712,799535104,7845662720,83,12,13,82,0,225,560,645,0,0,0,0,0,0,0,117,0,0,229376,25,14
4883062784,2873327616,799535104,7843557376,83,12,13,82,0,318,831,7415,0,0,0,0,0,0,0,120,0,0,0,25,14
4902764544,2853482496,799535104,7860023296,83,12,13,82,0,8038,11870,4134,0,0,0,0,0,0,0,123,0,0,0,25,14
4900896768,2855313408,799535104,7860334592,83,12,13,82,0,94,2323,2459,0,0,0,0,0,0,0,152,0,0,13746176,25,14
4920864768,2835308544,799547392,7857520640,83,12,13,82,0,8390,9233,4113,0,0,0,0,0,0,0,131,0,0,2007040,25,14
4918050816,2838114304,799547392,7854866432,83,12,13,82,0,768,1403,3231,0,0,0,0,0,0,0,118,0,0,122880,25,14
4918886400,2837274624,799547392,7854911488,83,12,13,82,0,163,681,530,0,0,0,0,0,0,0,124,0,0,0,25,14
4888256512,2867859456,799547392,7845675008,83,12,13,82,0,74,512,8756,0,0,0,0,0,0,0,120,0,0,0,25,14
4891447296,2866442240,799559680,7843373056,83,12,13,82,0,100,621,1032,0,0,0,0,0,0,0,132,0,0,548864,25,15
4858343424,2899521536,799559680,7850029056,84,12,13,83,0,16482,16761,19989,0,0,0,0,0,0,0,195,0,0,425984,25,16
4861706240,2896064512,799559680,7850385408,84,12,13,83,0,1515,2238,2035,0,0,0,0,0,0,0,120,0,0,696320,25,16
4862377984,2895388672,799559680,7850590208,84,12,13,83,0,64,688,2113,0,0,0,0,0,0,0,145,0,0,0,25,16
4864753664,2893008896,799559680,7850651648,84,12,13,83,0,397,2808,3051,0,0,0,0,0,0,0,126,0,0,0,25,16
4869795840,2887925760,799559680,7849840640,84,12,13,83,0,1118,2156,2061,0,0,0,0,0,0,0,145,0,0,0,25,16
4870496256,2887213056,799563776,7849627648,84,12,13,83,0,1461,2020,2178,0,0,0,0,0,0,0,116,0,0,319488,25,16
4875390976,2882187264,799580160,7858556928,84,12,13,83,0,2998,5626,3276,0,0,0,0,0,0,0,157,0,0,253952,25,16
4780695552,2978652160,799580160,7853592576,84,12,13,83,0,393,766,25324,0,0,0,0,0,0,0,117,0,0,0,25,16
4780843008,2978676736,799580160,7853862912,84,12,13,83,0,628,1149,1132,0,0,0,0,0,0,0,122,0,0,0,25,16
4781002752,2978516992,799580160,7853400064,84,12,13,83,0,43,522,616,0,0,0,0,0,0,0,120,0,0,0,25,16
4782018560,2977492992,799592448,7853203456,84,12,13,83,0,1701,2419,2728,0,0,0,0,0,0,0,119,0,0,1204224,25,16
4779008000,2980491264,799592448,7849222144,84,12,13,83,0,1490,2609,3779,0,0,0,0,0,0,0,147,0,0,0,25,16
4779393024,2980061184,799592448,7848935424,84,12,13,83,0,117,505,1083,0,0,0,0,0,0,0,151,0,0,0,25,16
4775452672,2989588480,799592448,7843713024,84,12,13,83,0,1239,1864,3480,0,0,0,0,0,0,0,111,0,0,0,25,16
4777635840,2987384832,799604736,7843979264,84,12,13,83,0,784,1511,1333,0,0,0,0,0,0,0,116,0,0,1581056,25,16
4761972736,3004829696,799604736,7839866880,84,12,13,83,0,1652,2230,6105,0,0,0,0,0,0,0,114,0,0,0,25,16
4735725568,3030970368,799604736,7835082752,84,12,13,83,0,1436,1888,6711,0,0,0,0,0,0,0,124,0,0,0,25,16
4736618496,3030077440,799604736,7834951680,84,12,13,83,0,90,542,507,0,0,0,0,0,0,0,119,0,0,0,25,16
4736811008,3029880832,799604736,7834890240,84,12,13,83,0,1150,1768,691,0,0,0,0,0,0,0,150,0,0,0,25,16
4740124672,3026370560,799617024,7835607040,84,12,13,83,0,486,1841,1698,0,0,0,0,0,0,0,115,0,0,8413184,25,16
4741066752,3025408000,799617024,7835684864,84,12,13,83,0,2192,2667,2560,0,0,0,0,0,0,0,112,0,0,0,25,16
4741509120,3024965632,799617024,7835152384,84,12,13,83,0,1336,1920,2205,0,0,0,0,0,0,0,129,0,0,0,25,16
4862103552,2905931776,799617024,7833534464,84,12,13,83,0,39279,59673,29682,0,0,0,0,0,0,0,131,0,0,0,25,16
4792352768,2970697728,799657984,7837380608,84,12,13,83,0,2420,5103,20490,0,0,0,0,0,0,0,123,0,0,4120576,25,17
4794851328,2968170496,799657984,7837495296,84,12,13,83,0,3093,4025,1134,0,0,0,0,0,0,0,169,0,0,0,25,17
4824932352,2938073088,799657984,7836745728,84,12,13,83,0,8687,10399,3726,0,0,0,0,0,0,0,133,0,0,0,25,17
4826079232,2936872960,799657984,7836807168,84,12,13,83,0,1349,1869,1868,0,0,0,0,0,0,0,122,0,0,0,25,17
4826759168,2936184832,799657984,7836483584,84,12,13,83,0,63,531,899,0,0,0,0,0,0,0,116,0,0,0,25,17
4794920960,2968023040,799662080,7836286976,84,12,13,83,0,140,544,9026,0,0,0,0,0,0,0,118,0,0,155648,25,16
4798152704,2966573056,799662080,7834505216,84,12,13,83,0,196,666,1302,0,0,0,0,0,0,0,118,0,0,0,25,15
4796608512,2968027136,799694848,7834562560,84,12,13,83,0,1927,2601,3251,0,0,0,0,0,0,0,147,0,0,753664,25,15
4797640704,2966921216,799694848,7835160576,84,12,13,83,0,1803,2497,2303,0,0,0,0,0,0,0,116,0,0,696320,25,15
4789620736,2974941184,799694848,7834828800,83,12,13,82,0,367,826,4005,0,0,0,0,0,0,0,143,0,0,0,25,15
4789698560,2974818304,799694848,7834615808,83,12,13,82,0,51,507,484,0,0,0,0,0,0,0,121,0,0,0,25,15
4789764096,2974740480,799703040,7834619904,83,12,13,82,0,186,815,860,0,0,0,0,0,0,0,118,0,0,737280,25,15
4790022144,2974474240,799711232,7834685440,83,12,13,82,0,1481,2037,2053,0,0,0,0,0,0,0,116,0,0,253952,25,15
4790964224,2973515776,799711232,7834968064,83,12,13,82,0,1922,2523,2187,0,0,0,0,0,0,0,149,0,0,0,25,15
4791492608,2974846976,799711232,7833534464,83,12,13,82,0,1107,2624,2031,0,0,0,0,0,0,0,152,0,0,0,25,16
4791885824,2974285824,799711232,7833202688,83,12,13,82,0,59,512,610,0,0,0,0,0,0,0,119,0,0,0,25,16
4792320000,2973851648,799711232,7832944640,83,12,13,82,0,75,537,552,0,0,0,0,0,0,0,112,0,0,0,25,16
4795289600,2970832896,799723520,7833047040,83,12,13,82,0,1623,4266,4575,0,0,0,0,0,0,0,124,0,0,18219008,25,16
4796157952,2969919488,799748096,7833067520,83,12,13,82,0,1353,1965,2125,0,0,0,0,0,0,0,117,0,0,466944,25,17
4797124608,2968944640,799748096,7833341952,83,12,13,82,0,371,985,899,0,0,0,0,0,0,0,163,0,0,0,25,16
4797583360,2968756224,799748096,7833264128,83,12,13,82,0,142,586,759,0,0,0,0,0,0,0,159,0,0,0,25,16
4797124608,2969210880,799748096,7833001984,83,12,13,82,0,625,661,849,0,0,0,0,0,0,0,115,0,0,0,25,16
4796923904,2971009024,799748096,7831212032,83,12,13,82,0,1899,2445,2981,0,0,0,0,0,0,0,116,0,0,0,25,16
4763377664,3004653568,799760384,7831101440,83,12,13,82,0,1918,2676,10804,0,0,0,0,0,0,0,115,0,0,671744,25,16
4735172608,3032813568,799768576,7831072768,83,12,13,82,0,301,809,5909,0,0,0,0,0,0,0,115,0,0,319488,25,16
4735905792,3032068096,799768576,7831351296,83,12,13,82,0,200,649,517,0,0,0,0,0,0,0,145,0,0,0,25,16
4736135168,3031838720,799768576,7831609344,83,12,13,82,0,57,536,496,0,0,0,0,0,0,0,120,0,0,0,25,16
