"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/mem.csv --time --mem 1 600",,,,"Date:","23 Mar 2023 13:54:36 -03"
"system","memory usage",,,
23-03 14:02:25,4868173824,2857984000,797687808,7873224704
23-03 14:02:26,4867125248,2859200512,797700096,7873044480
23-03 14:02:27,4867739648,2858586112,797700096,7873044480
23-03 14:02:28,4856696832,2869579776,797700096,7873093632
23-03 14:02:29,4858155008,2868121600,797700096,7873617920
23-03 14:02:30,4988862464,2732277760,797700096,7878230016
23-03 14:02:31,4992438272,2730336256,797708288,7876587520
23-03 14:02:32,5018054656,2702811136,797708288,7878430720
23-03 14:02:33,5018550272,2702409728,797720576,7878389760
23-03 14:02:34,5019975680,2700976128,797720576,7878397952
23-03 14:02:35,5020069888,2700787712,797724672,7878754304
23-03 14:02:36,5016211456,2704646144,797724672,7879012352
23-03 14:02:37,5016870912,2703982592,797724672,7878483968
23-03 14:02:38,5015920640,2704830464,797736960,7878582272
23-03 14:02:39,5016444928,2705948672,797736960,7876939776
23-03 14:02:40,5012914176,2707685376,797736960,7878733824
23-03 14:02:41,5014913024,2705707008,797741056,7878737920
23-03 14:02:42,5016592384,2703986688,797753344,7879290880
23-03 14:02:43,5017268224,2703298560,797753344,7879237632
23-03 14:02:44,5018210304,2702356480,797753344,7878971392
23-03 14:02:45,5018824704,2701639680,797753344,7878881280
23-03 14:02:46,5021532160,2698915840,797753344,7878897664
23-03 14:02:47,5041418240,2678874112,797765632,7878975488
23-03 14:02:48,5040082944,2680201216,797765632,7879049216
23-03 14:02:49,5040570368,2679672832,797765632,7879614464
23-03 14:02:50,5016313856,2703925248,797765632,7879086080
23-03 14:02:51,5019807744,2700423168,797765632,7879036928
23-03 14:02:52,4996198400,2724024320,797773824,7879036928
23-03 14:02:53,4997279744,2722844672,797773824,7879200768
23-03 14:02:54,4997967872,2722156544,797773824,7879200768
23-03 14:02:55,5016281088,2703708160,797773824,7879335936
23-03 14:02:56,4993351680,2726592512,797773824,7879905280
23-03 14:02:57,4990021632,2729910272,797786112,7879372800
23-03 14:02:58,4983459840,2741919744,797806592,7873847296
23-03 14:02:59,4983844864,2741534720,797806592,7873847296
23-03 14:03:00,4984840192,2740707328,797806592,7873748992
23-03 14:03:01,4955361280,2772033536,797806592,7871901696
23-03 14:03:02,4920782848,2804871168,797806592,7873974272
23-03 14:03:03,4922368000,2803150848,797818880,7874355200
23-03 14:03:04,4923269120,2802245632,797818880,7874093056
23-03 14:03:05,4924198912,2801315840,797818880,7873769472
23-03 14:03:06,4926681088,2798833664,797818880,7873769472
23-03 14:03:07,4926758912,2798747648,797818880,7873777664
23-03 14:03:08,5052334080,2668032000,797827072,7878909952
23-03 14:03:09,5052792832,2667573248,797827072,7879110656
23-03 14:03:10,5062295552,2657882112,797827072,7879622656
23-03 14:03:11,5063221248,2656952320,797827072,7879360512
23-03 14:03:12,5065949184,2654171136,797872128,7879110656
23-03 14:03:13,5066842112,2653274112,797872128,7879049216
23-03 14:03:14,5067526144,2652590080,797872128,7879049216
23-03 14:03:15,4989571072,2730455040,797872128,7879204864
23-03 14:03:16,4992270336,2727747584,797872128,7879737344
23-03 14:03:17,4898897920,2820931584,797876224,7879655424
23-03 14:03:18,4899123200,2820702208,797876224,7879401472
23-03 14:03:19,4899840000,2819985408,797876224,7879401472
23-03 14:03:20,4926087168,2793725952,797876224,7879413760
23-03 14:03:21,4927807488,2792005632,797876224,7879348224
23-03 14:03:22,4912709632,2807099392,797892608,7879401472
23-03 14:03:23,4865355776,2854354944,797892608,7880024064
23-03 14:03:24,4865998848,2853666816,797892608,7879737344
23-03 14:03:25,4873641984,2845822976,797892608,7879745536
23-03 14:03:26,4875968512,2843557888,797892608,7879684096
23-03 14:03:27,4875612160,2843901952,797904896,7879950336
23-03 14:03:28,4874653696,2844856320,797904896,7879622656
23-03 14:03:29,4876333056,2843172864,797904896,7879958528
23-03 14:03:30,4875542528,2843873280,797908992,7880302592
23-03 14:03:31,4875427840,2845601792,797908992,7878156288
23-03 14:03:32,4894601216,2824785920,797908992,7879806976
23-03 14:03:33,4895367168,2823847936,797921280,7879966720
23-03 14:03:34,4897325056,2821881856,797921280,7880773632
23-03 14:03:35,4898000896,2821451776,797921280,7880712192
23-03 14:03:36,4868947968,2855968768,797921280,7874973696
23-03 14:03:37,4893306880,2831609856,797921280,7874523136
23-03 14:03:38,4893151232,2831544320,797929472,7874412544
23-03 14:03:39,4894085120,2830610432,797929472,7874478080
23-03 14:03:40,4894109696,2830438400,797929472,7874625536
23-03 14:03:41,4895014912,2829524992,797929472,7874633728
23-03 14:03:42,4897120256,2827288576,797929472,7874764800
23-03 14:03:43,4897587200,2826821632,797941760,7875276800
23-03 14:03:44,4888649728,2835746816,797941760,7875022848
23-03 14:03:45,5039517696,2679771136,797941760,7879872512
23-03 14:03:46,5041270784,2677923840,797941760,7879966720
23-03 14:03:47,5026308096,2692730880,797941760,7880122368
23-03 14:03:48,5025480704,2693558272,797958144,7880105984
23-03 14:03:49,5026897920,2692124672,797958144,7880388608
23-03 14:03:50,5054607360,2664411136,797974528,7880568832
23-03 14:03:51,5055184896,2663796736,797990912,7880065024
23-03 14:03:52,5040054272,2678886400,797990912,7880171520
23-03 14:03:53,5040308224,2678542336,797990912,7880261632
23-03 14:03:54,5028581376,2691936256,797990912,7878594560
23-03 14:03:55,5030621184,2688081920,797990912,7880409088
23-03 14:03:56,5043310592,2675367936,798003200,7880687616
23-03 14:03:57,5043245056,2675429376,798007296,7880945664
23-03 14:03:58,4976951296,2741723136,798007296,7880613888
23-03 14:03:59,4874993664,2843611136,798023680,7880474624
23-03 14:04:00,4851376128,2867224576,798023680,7880478720
23-03 14:04:01,4851896320,2868215808,798023680,7878967296
23-03 14:04:02,4852338688,2866003968,798023680,7880736768
23-03 14:04:03,4854775808,2863521792,798023680,7881306112
23-03 14:04:04,4855164928,2863132672,798027776,7880712192
23-03 14:04:05,4856094720,2862198784,798027776,7880716288
23-03 14:04:06,4856283136,2861830144,798027776,7880896512
23-03 14:04:07,4856811520,2861293568,798027776,7880970240
23-03 14:04:08,4857106432,2860908544,798027776,7881060352
23-03 14:04:09,4859244544,2860445696,798031872,7879380992
23-03 14:04:10,4869177344,2848894976,798031872,7881523200
23-03 14:04:11,4869853184,2848219136,798031872,7881256960
23-03 14:04:12,4871585792,2846482432,798031872,7881003008
23-03 14:04:13,4841455616,2881994752,798031872,7875592192
23-03 14:04:14,4842618880,2880823296,798044160,7875653632
23-03 14:04:15,4843065344,2880368640,798044160,7875661824
23-03 14:04:16,4843671552,2879672320,798044160,7876276224
23-03 14:04:17,4856438784,2866982912,798044160,7876132864
23-03 14:04:18,4860174336,2863030272,798060544,7876120576
23-03 14:04:19,4863373312,2859778048,798060544,7875915776
23-03 14:04:20,4884127744,2838970368,798060544,7875903488
23-03 14:04:21,4886847488,2836234240,798076928,7875969024
23-03 14:04:22,4860362752,2862718976,798076928,7875969024
23-03 14:04:23,4988190720,2729750528,798076928,7881375744
23-03 14:04:24,4988887040,2729054208,798076928,7881633792
23-03 14:04:25,5014982656,2702811136,798076928,7881515008
23-03 14:04:26,5018427392,2699354112,798085120,7881195520
23-03 14:04:27,5022187520,2695548928,798085120,7881240576
23-03 14:04:28,5023797248,2693935104,798085120,7881244672
23-03 14:04:29,5024792576,2692931584,798085120,7881318400
23-03 14:04:30,5023166464,2694557696,798089216,7881838592
23-03 14:04:31,5023285248,2694332416,798089216,7881412608
23-03 14:04:32,5039685632,2677792768,798089216,7881494528
23-03 14:04:33,5040152576,2677325824,798089216,7881560064
23-03 14:04:34,5043564544,2673872896,798089216,7881601024
23-03 14:04:35,5002063872,2715373568,798101504,7881588736
