"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/vm_net_int_load_io_vm-adv_unix_udp_swap_fs.csv --vm --net --int --load --io --vm-adv --unix --udp --swap --fs 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"virtual memory",,,,"net/total",,"interrupts",,,"load avg",,,"io/total",,"advanced virtual memory",,,,,"unix sockets",,,,"udp",,"swap",,"filesystem",
0,7602,8245,5402,298,1707,0,17,0,0.190,1.310,2.450,0,0,0,0,0,0,0,56,884,54,830,17,9,1835008,1021571072,13248,343525
0,2159,2895,10554,15739,3602,0,27,0,0.190,1.310,2.450,0,14,0,0,0,0,0,56,874,54,820,17,9,1835008,1021571072,13216,343466
0,2331,1861,2848,1549,729,0,19,0,0.180,1.290,2.440,0,0,0,0,0,0,0,56,874,54,820,17,9,1835008,1021571072,13216,343462
0,2960,3367,2399,0,0,0,12,0,0.180,1.290,2.440,0,22,0,0,0,0,0,56,874,54,820,17,9,1835008,1021571072,13216,343470
0,1005,2800,2126,0,0,0,16,0,0.180,1.290,2.440,0,54,0,0,0,0,0,56,874,54,820,17,9,1835008,1021571072,13216,343490
0,3597,3143,3987,0,0,0,40,0,0.180,1.290,2.440,0,0,0,0,0,0,0,56,874,54,820,17,9,1835008,1021571072,13216,343413
0,21,210,489,0,0,0,13,0,0.180,1.290,2.440,0,16,0,0,0,0,0,56,874,54,820,17,9,1835008,1021571072,13216,343412
0,124,203,222,0,0,0,14,0,0.160,1.260,2.430,0,0,0,0,0,0,0,56,874,54,820,17,9,1835008,1021571072,13216,343412
0,7162,8383,3534,56,432,0,19,0,0.160,1.260,2.430,0,0,0,0,0,0,0,56,874,54,820,17,9,1835008,1021571072,13184,343486
0,385,1104,5033,167,187,0,17,0,0.160,1.260,2.430,0,462,0,0,0,0,0,56,874,54,820,17,9,1835008,1021571072,13184,342366
0,2172,1754,1766,0,0,0,16,0,0.160,1.260,2.430,0,0,0,0,0,0,0,56,874,54,820,17,9,1835008,1021571072,13184,342366
0,1170,1018,1395,0,0,0,45,0,0.160,1.260,2.430,0,100,0,0,0,0,0,56,874,54,820,17,8,1835008,1021571072,13184,342375
0,318,340,351,16634,6001,0,41,0,0.150,1.240,2.410,0,30,0,0,0,0,0,56,874,54,820,17,8,1835008,1021571072,13184,342375
0,1337,1467,1452,876,126,0,17,0,0.150,1.240,2.410,0,0,0,0,0,0,0,56,874,54,820,17,8,1835008,1021571072,13184,342375
0,23,394,416,0,358,0,16,0,0.150,1.240,2.410,0,142,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342374
0,5612,6834,9835,0,0,0,14,0,0.150,1.240,2.410,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342446
0,307,176,200,591,259,0,20,0,0.150,1.240,2.410,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342446
0,160,362,339,229,187,0,37,0,0.140,1.220,2.400,0,44,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342446
0,6821,5376,4861,0,0,0,15,0,0.140,1.220,2.400,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342448
0,2049,2731,1762,0,358,0,14,0,0.140,1.220,2.400,0,268,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342488
0,1524,1653,1670,0,0,0,15,0,0.140,1.220,2.400,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342493
0,6,260,112,0,0,0,13,0,0.140,1.220,2.400,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342495
0,1660,1837,2162,0,0,0,14,0,0.120,1.200,2.390,0,22,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342521
0,5733,6894,7388,18196,6877,0,91,0,0.120,1.200,2.390,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342560
0,318,381,376,86,358,0,18,0,0.120,1.200,2.390,0,32,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342560
0,1267,1365,1352,110,130,0,17,0,0.120,1.200,2.390,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342560
0,185,270,318,0,0,0,14,0,0.120,1.200,2.390,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342569
0,3,161,155,82,0,0,14,0,0.110,1.180,2.370,0,34,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342569
0,1613,1846,1443,28238,6362,0,41,0,0.110,1.180,2.370,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342572
0,1853,2493,3234,0,358,0,34,0,0.110,1.180,2.370,0,42,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342599
0,2328,3454,6760,6055,200,0,17,0,0.110,1.180,2.370,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342644
0,18,261,253,209,187,0,18,0,0.110,1.180,2.370,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342644
0,353,609,182,334,374,0,21,0,0.100,1.160,2.360,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342646
0,624,793,708,344,1707,0,20,0,0.100,1.160,2.360,0,20,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342650
0,1576,1887,2527,12467,3205,0,29,0,0.100,1.160,2.360,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342655
0,1308,2336,2033,0,528,0,60,0,0.100,1.160,2.360,0,44,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342656
0,1269,1420,1106,7325,1577,0,22,0,0.100,1.160,2.360,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342682
0,8,226,279,229,187,0,17,0,0.100,1.140,2.350,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342682
0,5272,6811,1195,0,0,0,15,0,0.100,1.140,2.350,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342730
0,1299,1570,1561,46,0,0,18,0,0.100,1.140,2.350,0,40,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342730
0,1589,2358,2355,0,358,0,16,0,0.100,1.140,2.350,0,54,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342730
0,2033,3640,9995,1480,590,0,57,0,0.100,1.140,2.350,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342682
0,15,149,548,0,0,0,14,0,0.090,1.120,2.340,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342680
0,404,909,476,167,187,0,16,0,0.090,1.120,2.340,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342707
0,1644,2036,5674,0,0,0,15,0,0.090,1.120,2.340,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342710
0,2389,4118,3190,82,358,0,15,0,0.090,1.120,2.340,0,436,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342754
0,457,818,469,1659,4592,0,30,109,0.090,1.120,2.340,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342755
0,120,308,172,15928,1702,0,52,0,0.080,1.100,2.320,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342755
0,2297,1723,1966,258,294,0,20,0,0.080,1.100,2.320,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342757
0,1455,1559,1559,0,0,0,15,0,0.080,1.100,2.320,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342762
0,1310,2183,2807,0,0,0,15,0,0.080,1.100,2.320,0,92,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342790
0,10,172,118,240,358,0,18,0,0.080,1.100,2.320,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342790
0,320,98,90,167,187,0,16,0,0.070,1.090,2.310,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342790
0,5292,6425,1500,78,106,0,29,0,0.070,1.090,2.310,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342836
0,1307,1836,6370,0,0,0,16,0,0.070,1.090,2.310,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341718
0,1295,2023,2471,70,0,0,15,34,0.070,1.090,2.310,0,392,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341715
0,432,451,402,167,617,0,18,0,0.070,1.090,2.310,0,30,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341721
0,919,1434,1004,1970,4677,0,27,0,0.070,1.070,2.300,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341755
0,475,262,249,15562,1410,0,26,0,0.070,1.070,2.300,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341756
0,1344,1414,1430,167,187,0,61,0,0.070,1.070,2.300,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341753
0,7005,8235,6215,0,0,0,12,0,0.070,1.070,2.300,0,36,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341713
0,11,620,204,0,358,0,15,0,0.070,1.070,2.300,0,40,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341716
0,13,95,220,0,0,0,13,0,0.060,1.050,2.290,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341715
0,15,112,384,0,0,0,14,0,0.060,1.050,2.290,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341714
0,3016,3028,4881,0,0,0,14,0,0.060,1.050,2.290,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,341750
0,3613,3422,4246,0,920,0,51,0,0.060,1.050,2.290,0,24,0,0,0,0,0,56,874,54,820,20,7,1835008,1021571072,13184,341722
0,18,1362,740,868,1524,0,20,0,0.060,1.050,2.290,0,0,0,0,0,0,0,56,874,54,820,20,7,1835008,1021571072,13184,341723
0,32,377,336,226,1404,0,17,0,0.060,1.030,2.270,0,0,0,0,0,0,0,56,874,54,820,20,7,1835008,1021571072,13184,341724
0,2227,3118,1319,15817,5850,0,33,0,0.060,1.030,2.270,0,18,0,0,0,0,0,56,874,54,820,20,7,1835008,1021571072,13184,341769
0,1297,1505,1660,1500,998,0,24,0,0.060,1.030,2.270,0,0,0,0,0,0,0,56,874,54,820,20,7,1835008,1021571072,13184,341768
0,1285,1777,1759,0,0,0,14,0,0.060,1.030,2.270,6,64,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341766
0,1494,1878,609,167,187,0,47,0,0.060,1.030,2.270,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341788
0,499,429,607,167,545,0,21,0,0.050,1.010,2.260,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341801
0,6,227,164,8505,11085,0,43,0,0.050,1.010,2.260,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341804
0,1309,1696,1559,0,0,0,15,0,0.050,1.010,2.260,0,40,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341803
0,6608,8534,3218,0,0,0,12,0,0.050,1.010,2.260,4,386,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341848
0,334,224,255,334,446,0,18,0,0.050,1.010,2.260,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341781
0,34,388,103,229,545,0,40,0,0.050,1,2.250,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341782
0,106,406,1549,0,0,0,15,0,0.050,1,2.250,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,341803
0,2514,4408,7981,16579,5814,0,40,0,0.050,1,2.250,0,40,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341828
0,1473,1449,1275,1043,313,0,19,0,0.050,1,2.250,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341829
0,202,750,746,0,0,0,15,0,0.050,1,2.250,2,82,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341830
0,14,105,230,167,358,0,17,0,0.040,0.980,2.240,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341829
0,5731,6783,6509,0,0,0,39,0,0.040,0.980,2.240,0,48,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341874
0,1613,1508,1389,0,0,0,10,0,0.040,0.980,2.240,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341874
0,1208,1823,1159,0,0,0,14,0,0.040,0.980,2.240,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,341903
0,1359,3110,3022,842,656,0,22,0,0.040,0.980,2.240,0,30,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13184,341924
0,120,1006,897,82,206,0,17,0,0.040,0.960,2.220,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13184,341934
0,320,1175,1041,167,545,0,18,0,0.040,0.960,2.220,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13184,341934
0,1326,2254,2204,0,206,0,48,0,0.040,0.960,2.220,0,38,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13184,341926
0,4978,7262,9588,50408,18058,0,90,0,0.040,0.960,2.220,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13184,341974
0,1289,2764,2891,15807,896,0,28,0,0.040,0.960,2.220,0,284,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13184,341968
0,1253,2321,3745,167,187,0,16,0,0.040,0.950,2.210,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13184,341992
0,207,1355,901,167,751,0,18,0,0.040,0.950,2.210,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13184,341997
0,1468,2442,2598,0,0,0,15,0,0.040,0.950,2.210,0,26,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342006
0,514,1105,3525,0,0,0,34,0,0.040,0.950,2.210,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342005
0,1589,2618,2366,167,259,0,16,0,0.040,0.950,2.210,2,42,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342005
0,7,1026,1133,229,187,0,18,0,0.030,0.930,2.200,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342006
0,5068,6954,2918,0,358,0,16,0,0.030,0.930,2.200,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342052
0,2304,3665,4039,0,0,0,15,0,0.030,0.930,2.200,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342014
0,574,1414,1651,298,1707,0,15,0,0.030,0.930,2.200,0,40,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342020
0,1305,2652,3443,17163,4193,0,51,0,0.030,0.930,2.200,6,114,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342019
0,1252,2150,1138,523,206,0,22,0,0.110,0.930,2.190,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342029
0,19,1129,1020,175,358,0,18,0,0.110,0.930,2.190,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342029
0,1632,2210,2175,0,0,0,14,0,0.110,0.930,2.190,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342030
0,3139,5221,2897,0,0,0,15,0,0.110,0.930,2.190,0,26,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13216,342076
0,2266,3453,10778,0,0,0,16,0,0.110,0.930,2.190,4,98,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342095
0,612,869,450,0,0,0,33,0,0.100,0.920,2.180,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342100
0,1775,1435,1299,0,0,0,15,0,0.100,0.920,2.180,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342104
0,1514,1600,1637,0,358,0,15,0,0.100,0.920,2.180,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342110
0,14,258,544,298,1707,0,17,0,0.100,0.920,2.180,0,16,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342042
0,1290,2140,1951,18138,8191,0,45,0,0.100,0.920,2.180,0,324,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342042
0,319,230,823,16139,2855,0,34,0,0.090,0.900,2.170,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342042
0,6618,7950,6311,0,0,0,37,0,0.090,0.900,2.170,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13248,342111
0,1712,2201,1813,0,0,0,16,0,0.090,0.900,2.170,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342116
0,15,98,116,70,0,0,17,0,0.090,0.900,2.170,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13216,342116
0,1628,2031,2146,817,743,0,24,0,0.090,0.900,2.170,0,126,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342115
0,2173,3814,3734,311,187,0,20,0,0.090,0.890,2.160,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342135
0,18,396,227,0,0,0,16,0,0.090,0.890,2.160,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342137
0,1344,1646,1642,548,559,0,39,0,0.090,0.890,2.160,0,0,0,0,0,0,0,56,876,54,822,17,7,1835008,1021571072,13184,342140
0,6296,7318,3037,512,445,0,22,0,0.090,0.890,2.160,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342206
0,1323,1540,1367,0,0,0,13,0,0.090,0.890,2.160,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342211
0,39,797,661,1249,3192,0,21,0,0.080,0.870,2.140,0,128,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342212
0,16,234,2413,15972,2668,0,28,0,0.080,0.870,2.140,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342212
0,2064,1951,1984,0,0,0,15,0,0.080,0.870,2.140,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342220
0,96,403,242,167,187,0,44,0,0.080,0.870,2.140,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342220
0,1281,1381,1630,0,0,0,13,0,0.080,0.870,2.140,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342219
0,941,1732,5247,2148,2380,0,24,0,0.070,0.860,2.130,0,318,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342243
0,1383,2621,994,0,0,0,17,0,0.070,0.860,2.130,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342295
0,1359,1386,1600,0,0,0,13,0,0.070,0.860,2.130,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342297
0,5,81,349,0,0,0,13,0,0.070,0.860,2.130,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342295
0,1320,1531,1399,56,74,0,47,0,0.070,0.860,2.130,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342296
0,1113,1450,2585,315,625,0,18,0,0.070,0.840,2.120,0,160,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342306
0,73,182,156,1502,3485,0,27,0,0.070,0.840,2.120,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342309
0,2148,2455,2910,16012,2748,0,28,0,0.070,0.840,2.120,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342330
0,5584,6949,1929,0,358,0,16,0,0.070,0.840,2.120,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342382
0,1277,1639,4725,167,259,0,17,0,0.070,0.840,2.120,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342381
0,346,611,1199,229,187,0,53,0,0.060,0.830,2.110,0,146,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342320
0,23,259,326,586,603,0,22,0,0.060,0.830,2.110,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342320
0,720,815,1853,80,40,0,15,0,0.060,0.830,2.110,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342337
0,702,1048,1271,0,0,0,14,0,0.060,0.830,2.110,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342330
0,2341,2493,1937,424,358,0,18,0,0.060,0.830,2.110,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342353
0,448,810,376,0,0,0,14,0,0.060,0.810,2.100,0,142,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342356
0,5055,6430,5065,0,0,0,33,0,0.060,0.810,2.100,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342358
0,334,285,289,1249,3192,0,21,0,0.060,0.810,2.100,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342359
0,1616,1520,1644,15972,2668,0,29,0,0.060,0.810,2.100,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342358
0,1282,1386,1976,0,358,0,16,0,0.060,0.810,2.100,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342289
0,768,1895,1751,82,0,0,13,0,0.050,0.800,2.090,0,370,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342300
0,538,903,5153,0,0,0,14,0,0.050,0.800,2.090,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342323
0,526,556,340,0,0,0,34,0,0.050,0.800,2.090,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342328
0,5987,7078,2452,0,0,0,14,0,0.050,0.800,2.090,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342373
0,1293,1699,1713,16625,5754,0,35,0,0.050,0.800,2.090,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342328
0,30,746,605,15353,1169,0,22,0,0.050,0.790,2.080,0,98,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342328
0,322,119,353,0,0,0,15,0,0.050,0.790,2.080,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342328
0,1210,2747,3687,0,0,0,15,0,0.050,0.790,2.080,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342342
0,2339,2999,1763,1416,3379,0,50,0,0.050,0.790,2.080,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342372
0,2259,2498,3225,16181,2967,0,30,0,0.050,0.790,2.080,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342376
0,318,208,445,229,545,0,18,0,0.040,0.770,2.060,0,38,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342330
0,5012,6438,5940,0,0,0,15,0,0.040,0.770,2.060,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342376
0,21,87,108,0,0,0,14,0,0.040,0.770,2.060,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342376
0,1300,1495,1635,46,0,0,14,0,0.040,0.770,2.060,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342376
0,1619,1403,1365,46,0,0,49,0,0.040,0.770,2.060,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342376
0,1222,1906,3309,0,358,0,16,0,0.040,0.760,2.050,0,24,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342409
0,568,1480,1778,569,0,0,19,0,0.040,0.760,2.050,0,352,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342414
0,32,104,89,175,0,0,15,0,0.040,0.760,2.050,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342413
0,6899,7956,2816,0,0,0,13,0,0.040,0.760,2.050,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342459
0,1277,1452,1695,2043,4490,0,31,0,0.040,0.760,2.050,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342413
0,161,312,419,10964,610,0,47,0,0.040,0.750,2.040,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342413
0,1458,1879,1856,7158,1318,0,21,0,0.040,0.750,2.040,0,202,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342416
0,1445,1426,1526,0,0,0,14,0,0.040,0.750,2.040,0,14,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342449
0,2568,2841,2061,167,187,0,16,0,0.040,0.750,2.040,0,46,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342451
0,1292,1526,2303,0,0,0,16,0,0.040,0.750,2.040,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342451
0,4,350,335,167,187,0,17,0,0.030,0.730,2.030,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342406
0,5298,6517,3874,0,358,0,35,0,0.030,0.730,2.030,0,42,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342451
0,5,102,350,0,0,0,14,0,0.030,0.730,2.030,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342450
0,1311,1505,1408,70,0,0,15,0,0.030,0.730,2.030,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342451
0,1313,1801,6812,427,511,0,19,0,0.030,0.730,2.030,0,12,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342414
0,1941,2089,1254,759,430,0,19,0,0.030,0.720,2.020,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342429
0,5,244,499,1417,3656,0,31,0,0.030,0.720,2.020,0,116,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342429
0,65,251,141,16012,2748,0,48,0,0.030,0.720,2.020,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342429
0,6509,7868,3133,0,0,0,15,0,0.030,0.720,2.020,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342360
0,1915,1616,1641,0,0,0,12,0,0.030,0.720,2.020,0,40,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342360
0,6,221,346,0,0,0,13,0,0.030,0.710,2.010,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342360
0,22,976,1113,0,358,0,15,0,0.030,0.710,2.010,4,316,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13184,342384
0,1148,1576,968,78,106,0,17,0,0.030,0.710,2.010,0,0,0,0,0,0,0,56,874,54,820,17,7,1835008,1021571072,13152,342388
0,1832,1660,1913,0,920,0,35,0,0.030,0.710,2.010,0,0,0,0,0,0,0,56,874,54,820,20,7,1835008,1021571072,13152,342401
