"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/zones_udp_unix_io_cpu_load_int.csv --zones --udp --unix --io --cpu --load --int 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"zones memory",,,,"udp",,"unix sockets",,,,"io/total",,"total cpu usage",,,,,"load avg",,,"interrupts",,
159767,3141,489773,22688,25,15,56,981,55,926,0,0,9.238,2.497,88.140,0.125,0,1.140,1.100,1.090,0,114,0
159767,3141,489598,22688,25,15,56,981,55,926,0,0,9.080,2.736,88.184,0,0,1.140,1.100,1.090,0,118,0
159767,3141,490904,22688,25,15,56,981,55,926,0,0,8.468,3.736,87.298,0.498,0,1.140,1.100,1.090,0,167,0
159767,3141,490364,22688,25,15,56,981,55,926,0,46,9.229,3.161,87.358,0.253,0,1.140,1.100,1.090,0,134,0
159767,3141,490322,22688,25,15,56,981,55,926,0,0,9.653,2.847,87.376,0.124,0,1.140,1.100,1.090,0,129,0
159767,3141,489468,22688,25,15,56,981,55,926,0,0,9.363,2.747,87.890,0,0,1.050,1.080,1.080,0,128,0
159767,3141,489349,22688,25,15,56,981,55,926,0,0,8.030,2.760,89.084,0.125,0,1.050,1.080,1.080,0,121,0
159767,3141,489404,22688,25,15,56,981,55,926,0,0,8.625,3.625,87.500,0.250,0,1.050,1.080,1.080,0,122,0
159767,3141,489415,22688,25,15,56,981,55,926,0,36,8.081,3.157,88.510,0.253,0,1.050,1.080,1.080,0,153,0
159767,3141,483770,22688,25,15,56,981,55,926,0,48,9.363,2.996,87.516,0.125,0,1.050,1.080,1.080,0,130,0
159767,3141,483605,22688,25,15,56,981,55,926,0,0,9.080,2.612,88.184,0.124,0,0.970,1.070,1.080,0,116,0
159767,3141,483570,22688,25,15,56,981,55,926,0,0,8.479,3.367,88.155,0,0,0.970,1.070,1.080,0,141,0
159767,3141,487453,22688,25,15,56,981,55,926,0,0,8.657,3.639,87.578,0.125,0,0.970,1.070,1.080,0,116,0
159767,3141,514142,22688,25,15,56,981,55,926,0,2292,8.668,4.774,86.432,0.126,0,0.970,1.070,1.080,0,127,0
159767,3141,514340,22688,25,15,56,981,55,926,0,18,9.476,3.117,87.282,0.125,0,0.970,1.070,1.080,0,165,0
159767,3141,513988,22688,25,15,56,981,55,926,0,0,9.714,3.362,86.924,0,0,0.970,1.060,1.080,0,120,0
159767,3141,516091,22688,25,15,56,981,55,926,0,0,7.935,2.645,89.295,0.126,0,0.970,1.060,1.080,0,115,0
159767,3141,515536,22688,25,15,56,981,55,926,0,0,8.176,3.270,88.553,0,0,0.970,1.060,1.080,0,116,0
159767,3141,515067,22688,25,15,56,981,55,926,0,0,8.323,3.657,87.894,0.126,0,0.970,1.060,1.080,0,126,0
159767,3141,514849,22688,25,15,56,981,55,926,0,16,8.739,2.871,88.140,0.250,0,0.970,1.060,1.080,0,117,0
159767,3141,514681,22688,25,15,56,981,55,926,0,0,9.227,2.993,87.656,0.125,0,0.970,1.060,1.080,0,158,0
159767,3141,514770,22688,25,15,56,981,55,926,0,0,7.478,3.295,89.227,0,0,0.970,1.060,1.080,0,120,0
159767,3141,514929,22688,25,15,56,981,55,926,0,38,7.769,3.509,88.596,0.125,0,0.970,1.060,1.080,0,122,0
159767,3141,515035,22688,25,15,56,981,55,926,0,0,8.966,3.736,87.173,0.125,0,0.970,1.060,1.080,0,117,0
159767,3141,515007,22688,25,15,56,981,55,926,0,0,9.125,3,87.875,0,0,0.970,1.060,1.080,0,142,0
159767,3141,517009,22688,25,15,56,981,55,926,0,0,8.416,3.837,87.624,0.124,0,0.970,1.060,1.080,0,119,0
159767,3141,517081,22688,25,15,56,981,55,926,0,0,8.060,2.897,88.791,0.252,0,0.970,1.060,1.080,0,140,0
159767,3141,516664,22688,25,14,56,981,55,926,0,60,8.481,2.658,88.354,0.506,0,0.970,1.060,1.080,0,116,0
159767,3141,516983,22688,25,15,56,981,55,926,0,0,8.532,3.137,88.206,0.125,0,0.970,1.060,1.080,0,130,0
159767,3141,516925,22688,25,15,56,981,55,926,0,0,8.115,2.871,89.014,0,0,0.970,1.060,1.080,0,113,0
159767,3141,516813,22688,25,15,56,981,55,926,0,0,7.789,3.015,89.070,0.126,0,1.060,1.080,1.080,0,116,0
159767,3141,516585,22688,25,15,56,981,55,926,0,0,8.291,2.889,88.819,0,0,1.060,1.080,1.080,0,119,0
159767,3141,517516,22688,25,15,56,981,55,926,0,24,8.853,3.242,87.656,0.249,0,1.060,1.080,1.080,0,170,0
159767,3141,523496,22688,25,15,56,981,55,926,0,594,7.259,3.630,88.986,0.125,0,1.060,1.080,1.080,0,116,0
159767,3141,525238,22688,25,15,56,981,55,926,0,0,7.905,3.011,89.084,0,0,1.060,1.080,1.080,0,121,0
159767,3141,525592,22688,25,15,56,981,55,926,0,74,9.273,3.258,87.343,0.125,0,0.970,1.060,1.080,0,138,0
159767,3141,515804,22688,25,15,56,981,55,926,2,0,8.571,4.224,87.081,0.124,0,0.970,1.060,1.080,0,116,0
159767,3141,515615,22688,25,15,56,981,55,926,0,0,8.636,2.753,88.611,0,0,0.970,1.060,1.080,0,119,0
159767,3141,515107,22688,25,15,56,981,55,926,0,150,8.020,3.634,88.221,0.125,0,0.970,1.060,1.080,0,140,0
159767,3141,509791,22688,25,15,56,981,55,926,0,0,9.159,2.760,87.955,0.125,0,0.970,1.060,1.080,0,131,0
159767,3141,509569,22688,25,15,56,981,55,926,0,0,9.317,2.857,87.826,0,0,0.890,1.040,1.070,0,113,0
159767,3141,509640,22688,25,15,56,981,55,926,0,0,7.935,2.771,89.169,0.126,0,0.890,1.040,1.070,0,119,0
159767,3141,514964,22688,25,15,56,981,55,926,0,0,9.091,3.362,87.422,0.125,0,0.890,1.040,1.070,0,129,0
159767,3141,514749,22688,25,15,56,981,55,926,0,36,8.354,3.291,87.848,0.506,0,0.890,1.040,1.070,0,116,0
159767,3141,513943,22688,25,15,56,981,55,926,0,0,8.521,3.258,88.095,0.125,0,0.890,1.040,1.070,0,157,0
159767,3141,514206,22688,25,15,56,981,55,926,0,0,9.912,2.509,87.578,0,0,0.820,1.020,1.060,0,160,0
159767,3141,517434,22688,25,15,56,981,55,926,0,0,14.655,3.325,81.897,0.123,0,0.820,1.020,1.060,0,142,0
159767,3141,517143,22688,25,15,56,981,55,926,0,0,8.428,2.893,88.679,0,0,0.820,1.020,1.060,0,137,0
159767,3141,525524,22688,25,15,56,981,55,926,0,58,8.091,3.666,88.116,0.126,0,0.820,1.020,1.060,0,113,0
159767,3141,525470,22688,25,15,56,981,55,926,0,18,8.663,3.094,88.119,0.124,0,0.820,1.020,1.060,0,115,0
159767,3141,526206,22688,25,15,56,981,55,926,0,0,8.521,3.509,87.845,0.125,0,0.760,1.010,1.060,0,160,0
159767,3141,526287,22688,25,15,56,981,55,926,0,0,8.955,2.985,88.060,0,0,0.760,1.010,1.060,0,116,0
159767,3141,526146,22688,25,15,56,981,55,926,0,0,8.690,2.645,88.539,0.126,0,0.760,1.010,1.060,0,118,0
159767,3141,525792,22688,25,15,56,981,55,926,0,0,8.250,3.125,88.375,0.250,0,0.760,1.010,1.060,0,120,0
159767,3141,525438,22688,25,15,56,981,55,926,0,2386,8.428,4.277,86.918,0.377,0,0.760,1.010,1.060,0,119,0
159767,3141,525334,22688,25,15,56,981,55,926,0,0,8.302,3.019,88.553,0.126,0,0.700,0.990,1.050,0,118,0
159767,3141,525495,22688,25,15,56,981,55,926,0,0,9.285,3.764,86.951,0,0,0.700,0.990,1.050,0,181,0
159767,3141,525533,22688,25,14,56,981,55,926,0,0,8.922,3.346,87.608,0.124,0,0.700,0.990,1.050,0,127,0
159767,3141,525500,22688,25,14,56,981,55,926,0,36,8.071,3.405,88.398,0.126,0,0.700,0.990,1.050,0,140,0
159767,3141,525788,22688,25,14,56,981,55,926,0,0,8.787,2.228,88.985,0,0,0.700,0.990,1.050,0,115,0
159767,3141,525633,22688,25,14,56,981,55,926,0,0,8.674,2.974,88.228,0.124,0,0.720,0.990,1.050,0,120,0
159767,3141,525879,22688,25,14,56,981,55,926,0,0,8.543,3.141,88.191,0.126,0,0.720,0.990,1.050,0,118,0
159767,3141,525963,22688,25,14,56,981,55,926,0,74,8.625,2.625,88.625,0.125,0,0.720,0.990,1.050,0,151,0
159767,3141,527607,22688,25,14,56,981,55,926,0,0,8.593,4.110,87.173,0.125,0,0.720,0.990,1.050,0,116,0
159767,3141,527959,22688,25,14,56,981,55,926,0,0,8.603,2.993,88.404,0,0,0.720,0.990,1.050,0,119,0
159767,3141,527800,22688,25,14,56,981,55,926,0,0,7.789,3.392,88.693,0.126,0,0.660,0.970,1.050,0,118,0
159767,3141,528071,22688,25,14,56,981,55,926,0,0,9.429,2.730,87.717,0.124,0,0.660,0.970,1.050,0,122,0
159767,3141,527988,22688,25,14,56,981,55,926,0,0,8.953,3.026,87.516,0.504,0,0.660,0.970,1.050,0,144,0
159767,3141,527927,22688,25,14,56,981,55,926,0,22,7.625,3.250,89,0.125,0,0.660,0.970,1.050,0,160,0
159767,3141,522939,22688,25,14,56,981,55,926,0,0,7.985,3.295,88.593,0.127,0,0.660,0.970,1.050,0,137,0
159767,3141,522792,22688,25,14,56,981,55,926,0,0,8.166,3.141,88.693,0,0,0.690,0.970,1.050,0,114,0
159767,3141,526981,22688,25,14,56,981,55,926,0,0,8.519,3.580,87.778,0.123,0,0.690,0.970,1.050,0,122,0
159767,3141,557964,22688,25,14,56,981,55,926,0,0,8.291,3.015,88.442,0.251,0,0.690,0.970,1.050,0,118,0
159767,3141,517454,22688,25,14,56,981,55,926,0,6,8.081,5.808,85.985,0.126,0,0.690,0.970,1.050,0,114,0
159767,3141,515153,22688,25,14,56,981,55,926,0,0,9.271,3.337,87.268,0.124,0,0.690,0.970,1.050,0,152,0
159767,3141,516416,22688,25,14,56,981,55,926,0,2334,7.955,4.040,87.879,0.126,0,0.630,0.960,1.040,0,120,0
159767,3141,516125,22688,25,14,56,981,55,926,0,0,7.799,2.767,89.434,0,0,0.630,0.960,1.040,0,119,0
159767,3141,509093,22688,25,14,56,981,55,926,0,42,10.125,2.875,86.875,0.125,0,0.630,0.960,1.040,0,117,0
159767,3141,508487,22688,25,14,56,981,55,926,0,0,8.060,2.897,88.917,0.126,0,0.630,0.960,1.040,0,139,0
159767,3141,512073,22688,25,14,56,981,55,926,0,18,8.197,3.153,88.525,0.126,0,0.630,0.960,1.040,0,126,0
159767,3141,511709,22688,25,14,56,981,55,926,0,0,8.313,2.978,88.710,0,0,0.580,0.940,1.030,0,159,0
159767,3141,512057,22688,25,14,56,981,55,926,0,0,8.291,3.392,88.191,0.126,0,0.580,0.940,1.030,0,119,0
159767,3141,513900,22688,25,14,56,981,55,926,0,0,7.799,2.390,89.811,0,0,0.580,0.940,1.030,0,126,0
159767,3141,515400,22688,25,14,56,981,55,926,0,0,7.528,3.513,88.833,0.125,0,0.580,0.940,1.030,0,115,0
159767,3141,515253,22688,25,14,56,981,55,926,0,40,9.091,2.615,87.671,0.623,0,0.580,0.940,1.030,0,118,0
159767,3141,514642,22688,25,14,56,981,55,926,0,0,8.260,3.129,88.611,0,0,0.620,0.940,1.030,0,120,0
159767,3141,514484,22688,25,14,56,981,55,926,0,0,8.105,2.993,88.778,0.125,0,0.620,0.940,1.030,0,167,0
159767,3141,514382,22688,25,14,56,981,55,926,0,0,8.864,2.372,88.764,0,0,0.620,0.940,1.030,0,116,0
159767,3141,514570,22688,25,14,56,981,55,926,0,0,8.966,3.362,87.547,0.125,0,0.620,0.940,1.030,0,133,0
159767,3141,514403,22688,25,14,56,981,55,926,0,56,8.417,3.266,87.814,0.503,0,0.620,0.940,1.030,0,115,0
159767,3141,514179,22688,25,14,56,981,55,926,0,0,7.431,2.897,89.673,0,0,0.570,0.930,1.030,0,123,0
159767,3141,514774,22688,25,14,56,981,55,926,0,0,8.489,2.372,89.014,0.125,0,0.570,0.930,1.030,0,117,0
159767,3141,514629,22688,25,14,56,981,55,926,0,0,7.635,3.129,89.237,0,0,0.570,0.930,1.030,0,164,0
159767,3141,514359,22688,25,14,56,981,55,926,0,0,8.426,3.470,87.980,0.124,0,0.570,0.930,1.030,0,119,0
159767,3141,514514,22688,25,14,56,981,55,926,0,10,8.468,4.110,87.173,0.249,0,0.570,0.930,1.030,0,120,0
159767,3141,514434,22688,25,14,56,981,55,926,0,0,8.449,2.774,88.651,0.126,0,0.520,0.910,1.020,0,140,0
159767,3141,515129,22688,25,14,56,983,55,928,0,732,9.524,2.757,87.594,0.125,0,0.520,0.910,1.020,0,116,0
159767,3141,515155,22688,25,14,56,981,55,926,0,48,7.915,3.769,88.191,0.126,0,0.520,0.910,1.020,0,120,0
159767,3141,515012,22688,25,14,56,981,55,926,0,0,8.625,3.500,87.875,0,0,0.520,0.910,1.020,0,163,0
159767,3141,509136,22688,25,14,56,981,55,926,0,86,8.761,3.254,87.735,0.250,0,0.520,0.910,1.020,0,125,0
159767,3141,509157,22688,25,14,56,981,55,926,0,0,9.387,2.753,87.735,0.125,0,0.560,0.910,1.020,0,145,0
159767,3141,515227,22688,25,14,56,981,55,926,0,0,8.081,3.409,88.510,0,0,0.560,0.910,1.020,0,130,0
159767,3141,515059,22688,25,14,56,981,55,926,0,0,8.437,2.854,88.586,0.124,0,0.560,0.910,1.020,0,119,0
159767,3141,517823,22688,25,14,56,981,55,926,0,0,8.886,3.504,87.359,0.250,0,0.560,0.910,1.020,0,114,0
159767,3141,518222,22688,25,14,56,981,55,926,0,22,7.915,3.141,88.693,0.251,0,0.560,0.910,1.020,0,154,0
159767,3141,518058,22688,25,14,56,981,55,926,0,4,9.410,2.760,87.829,0,0,0.520,0.900,1.020,0,129,0
159767,3141,517958,22688,25,14,56,981,55,926,0,0,8.761,3.129,87.985,0.125,0,0.520,0.900,1.020,0,137,0
159767,3141,517860,22688,25,14,56,981,55,926,0,0,8.989,2.747,88.265,0,0,0.520,0.900,1.020,0,141,0
159767,3141,517773,22688,25,14,56,981,55,926,0,0,7.692,3.405,88.777,0.126,0,0.520,0.900,1.020,0,122,0
159767,3141,517728,22688,25,14,56,981,55,926,0,22,7.915,3.518,88.442,0.126,0,0.520,0.900,1.020,0,114,0
159767,3141,517566,22688,25,14,56,981,55,926,0,0,8.449,4.161,87.390,0,0,0.710,0.930,1.030,0,156,0
159767,3141,524693,22688,25,14,56,981,55,926,0,2514,9.975,4.613,85.287,0.125,0,0.710,0.930,1.030,0,140,0
159767,3141,524064,22688,28,14,56,981,55,926,0,0,8.065,3.846,87.965,0.124,0,0.710,0.930,1.030,0,116,0
159767,3141,523703,22688,28,14,56,981,55,926,0,0,8.020,3.258,88.596,0.125,0,0.710,0.930,1.030,0,115,0
159767,3141,523424,22688,28,14,56,981,55,926,0,46,7.945,4.161,87.894,0,0,0.710,0.930,1.030,0,118,0
159767,3141,523179,22688,28,14,56,981,55,926,0,0,8.458,2.612,88.806,0.124,0,0.660,0.920,1.020,0,128,0
159767,3141,523011,22688,28,14,56,981,55,926,0,0,7.970,2.989,89.041,0,0,0.660,0.920,1.020,0,165,0
159767,3141,522773,22688,25,14,56,981,55,926,0,0,8.492,2.535,88.847,0.127,0,0.660,0.920,1.020,0,117,0
159767,3141,522605,22688,25,14,56,981,55,926,0,0,8.095,3.861,88.045,0,0,0.660,0.920,1.020,0,119,0
159767,3141,522507,22688,25,14,56,983,55,928,0,3,9.726,3.117,86.534,0.623,0,0.660,0.920,1.020,0,123,0
159767,3141,521642,22688,25,14,56,983,55,928,0,13,8.794,2.513,88.568,0.126,0,0.600,0.900,1.020,0,123,0
159767,3141,522512,22688,25,14,56,983,55,928,0,0,9.387,3.004,87.484,0.125,0,0.600,0.900,1.020,0,145,0
159767,3141,517308,22688,25,14,56,983,55,928,0,58,8.668,2.638,88.568,0.126,0,0.600,0.900,1.020,0,178,0
159767,3141,517273,22688,25,14,56,983,55,928,0,0,8.511,3.254,88.235,0,0,0.600,0.900,1.020,0,120,0
159767,3141,517052,22688,25,14,56,983,55,928,0,0,7.750,3.125,89,0.125,0,0.600,0.900,1.020,0,119,0
159767,3141,520818,22688,25,14,56,983,55,928,0,0,7.789,2.261,89.950,0,0,0.560,0.890,1.010,0,116,0
159767,3141,521113,22688,25,14,56,983,55,928,0,0,9.317,2.609,87.950,0.124,0,0.560,0.890,1.010,0,122,0
159767,3141,520489,22688,25,14,56,983,55,928,0,578,8.933,3.846,87.097,0.124,0,0.560,0.890,1.010,0,118,0
159767,3141,520447,22688,25,14,56,983,55,928,0,0,13.350,3.023,83.627,0,0,0.560,0.890,1.010,0,152,0
159767,3141,514801,22688,25,14,56,983,55,928,0,36,8.365,3.745,87.640,0.250,0,0.560,0.890,1.010,0,144,0
159767,3141,514569,22688,25,14,56,983,55,928,0,0,8.647,2.632,88.722,0,0,0.750,0.920,1.020,0,116,0
159767,3141,514221,22688,25,14,56,983,55,928,0,0,8.468,2.740,88.667,0.125,0,0.750,0.920,1.020,0,119,0
159767,3141,514112,22688,25,14,56,983,55,928,0,0,9.320,2.897,87.783,0,0,0.750,0.920,1.020,0,148,0
159767,3141,520009,22688,25,14,56,983,55,928,0,0,8.944,3.354,87.453,0.248,0,0.750,0.920,1.020,0,114,0
159767,3141,519468,22688,25,14,56,983,55,928,0,12,8.050,3.396,88.176,0.377,0,0.750,0.920,1.020,0,157,0
159767,3141,519431,22688,25,14,56,983,55,928,0,0,8.521,3.383,88.095,0,0,0.690,0.910,1.010,0,116,0
159767,3141,520477,22688,25,14,56,983,55,928,0,0,9.308,2.138,88.428,0.126,0,0.690,0.910,1.010,0,114,0
168979,3141,525932,22688,25,14,56,981,55,926,62,440,11.990,3.585,84.302,0.124,0,0.690,0.910,1.010,0,131,0
169007,3141,525086,22688,25,14,56,981,55,926,0,0,8.438,2.141,89.295,0.126,0,0.690,0.910,1.010,0,126,0
169007,3141,526848,22688,25,14,56,977,55,922,0,36,8.944,4.472,86.460,0.124,0,0.690,0.910,1.010,0,135,0
169007,3141,526429,22688,25,14,56,977,55,922,0,0,8.344,2.528,89.128,0,0,0.630,0.890,1.010,0,182,0
169007,3141,526658,22688,25,14,56,977,55,922,0,0,7.935,2.645,89.295,0.126,0,0.630,0.890,1.010,0,119,0
169007,3141,526612,22688,25,14,56,977,55,922,0,0,8.636,3.254,88.110,0,0,0.630,0.890,1.010,0,123,0
169007,3141,526577,22688,25,14,56,977,55,922,0,0,8.344,3.362,88.045,0.249,0,0.630,0.890,1.010,0,139,0
169007,3141,529637,22688,25,14,56,977,55,922,0,22,7.990,4.619,87.141,0.250,0,0.630,0.890,1.010,0,114,0
169007,3141,530070,22688,25,14,56,977,55,922,0,0,8.365,2.871,88.639,0.125,0,0.580,0.870,1,0,128,0
169007,3141,530003,22688,25,14,56,977,55,922,0,0,9.227,2.868,87.905,0,0,0.580,0.870,1,0,160,0
169007,3141,530164,22688,25,14,56,977,55,922,0,558,8.470,2.402,89.128,0,0,0.580,0.870,1,0,110,0
169007,3141,530479,22688,25,14,56,977,55,922,0,0,8.550,3.594,87.732,0.124,0,0.580,0.870,1,0,119,0
169007,3141,532418,22688,25,14,56,977,55,922,0,42,8.217,4.172,87.484,0.126,0,0.580,0.870,1,0,113,0
169007,3141,532181,22688,25,14,56,977,55,922,0,20,7.875,2.750,89.250,0.125,0,0.540,0.860,1,0,121,0
169007,3141,532125,22688,25,14,56,977,55,922,0,0,7.955,3.157,88.763,0.126,0,0.540,0.860,1,0,114,0
169007,3141,531957,22688,25,14,56,977,55,922,0,0,7.605,2.915,89.480,0,0,0.540,0.860,1,0,185,0
169007,3141,525755,22688,25,14,56,977,55,922,0,0,9.500,3.250,87.125,0.125,0,0.540,0.860,1,0,153,0
169007,3141,524825,22688,25,14,56,977,55,922,0,0,8.081,3.788,87.879,0.253,0,0.540,0.860,1,0,136,0
169007,3141,524412,22688,25,14,56,977,55,922,0,18,7.578,3.230,88.944,0.248,0,0.490,0.850,0.990,0,116,0
169007,3141,529161,22688,25,14,56,977,55,922,0,0,7.538,3.015,89.447,0,0,0.490,0.850,0.990,0,121,0
169007,3141,524316,22688,25,14,56,981,55,926,0,0,9.625,4.250,86,0.125,0,0.490,0.850,0.990,0,121,0
169007,3141,524763,22688,25,14,56,981,55,926,0,720,7.323,3.662,88.889,0.126,0,0.490,0.850,0.990,0,154,0
169007,3141,520001,22688,25,14,56,981,55,926,0,68,8.145,4.386,87.343,0.125,0,0.490,0.850,0.990,0,132,0
169007,3141,520564,22688,25,14,56,981,55,926,0,12,7.865,3.496,88.514,0.125,0,0.450,0.830,0.990,0,117,0
169007,3141,520359,22688,25,14,56,981,55,926,0,0,8.145,2.757,88.972,0.125,0,0.450,0.830,0.990,0,124,0
169007,3141,527826,22688,25,14,56,981,55,926,0,0,7.809,2.897,89.295,0,0,0.450,0.830,0.990,0,121,0
169007,3141,527480,22688,25,15,56,981,55,926,0,20,8.922,3.470,87.485,0.124,0,0.450,0.830,0.990,0,132,0
169007,3141,535556,22688,25,16,56,997,55,942,0,16,11.995,4.293,83.586,0.126,0,0.450,0.830,0.990,0,195,0
169007,3141,534712,22688,25,16,56,997,55,942,0,4,7.576,3.157,89.141,0.126,0,0.420,0.820,0.980,0,119,0
169007,3141,534547,22688,25,16,56,997,55,942,0,0,9.194,2.771,87.909,0.126,0,0.420,0.820,0.980,0,146,0
169007,3141,533966,22688,25,16,56,997,55,942,0,0,8.772,3.008,88.221,0,0,0.420,0.820,0.980,0,120,0
169007,3141,532725,22688,25,16,56,997,55,942,0,0,9.215,3.238,87.422,0.125,0,0.420,0.820,0.980,0,151,0
169007,3141,532551,22688,25,16,56,997,55,942,0,38,8.125,3.250,88.500,0.125,0,0.420,0.820,0.980,0,117,0
169007,3141,531324,22688,25,16,56,997,55,942,0,36,9.250,4,86.625,0.125,0,0.460,0.820,0.980,0,155,0
169007,3141,554875,22688,25,16,56,997,55,942,0,0,8.978,2.743,88.155,0.125,0,0.460,0.820,0.980,0,118,0
169007,3141,554811,22688,25,16,56,997,55,942,0,0,9.273,2.757,87.970,0,0,0.460,0.820,0.980,0,119,0
169007,3141,554712,22688,25,16,56,997,55,942,0,0,8.091,1.770,90.013,0.126,0,0.460,0.820,0.980,0,119,0
169007,3141,554592,22688,25,16,56,997,55,942,0,60,8.197,3.026,88.651,0.126,0,0.460,0.820,0.980,0,119,0
169007,3141,555324,22688,25,16,56,997,55,942,0,0,8.597,3.161,88.243,0,0,0.430,0.810,0.980,0,147,0
169007,3141,555219,22688,25,16,56,997,55,942,0,0,7.846,2.864,89.166,0.125,0,0.430,0.810,0.980,0,152,0
169007,3141,557671,22688,25,16,56,997,55,942,0,0,8.071,3.026,88.903,0,0,0.430,0.810,0.980,0,111,0
169007,3141,557007,22688,25,16,56,997,55,942,0,90,8.685,2.978,87.965,0.372,0,0.430,0.810,0.980,0,113,0
169007,3141,561266,22688,25,16,56,991,55,936,0,0,8.872,2.662,88.466,0,0,0.430,0.810,0.980,0,116,0
169007,3141,567648,22688,25,16,56,981,55,926,0,0,8.219,3.362,88.294,0.125,0,0.390,0.790,0.970,0,124,0
169007,3141,567430,22688,25,16,56,981,55,926,0,0,7.915,3.015,89.070,0,0,0.390,0.790,0.970,0,119,0
169007,3141,567382,22688,25,16,56,981,55,926,0,0,8.186,2.771,88.791,0.252,0,0.390,0.790,0.970,0,148,0
169007,3141,566651,22688,25,16,56,981,55,926,0,870,8.365,3.121,88.015,0.499,0,0.390,0.790,0.970,0,119,0
169007,3141,566290,22688,25,16,56,981,55,926,0,0,14.286,3.383,82.331,0,0,0.390,0.790,0.970,0,110,0
169007,3141,566182,22688,25,16,56,981,55,926,0,0,9.901,3.713,86.262,0.124,0,0.600,0.830,0.980,0,131,0
169007,3141,536385,22688,25,16,56,981,55,926,0,0,9.422,3.643,86.935,0,0,0.600,0.830,0.980,0,127,0
169007,3141,553052,22688,25,19,56,977,55,922,0,104,7.692,3.657,88.398,0.252,0,0.600,0.830,0.980,0,121,0
169007,3141,552316,22688,25,17,56,977,55,922,0,0,7.875,3,89.125,0,0,0.600,0.830,0.980,0,174,0
169007,3141,544968,22688,25,17,56,977,55,922,0,0,8.783,3.262,87.829,0.125,0,0.600,0.830,0.980,0,133,0
169007,3141,544675,22688,25,17,56,977,55,922,0,0,8.385,3.129,88.486,0,0,0.550,0.820,0.980,0,122,0
169007,3141,544507,22688,25,17,56,977,55,922,0,0,7.673,2.767,89.434,0.126,0,0.550,0.820,0.980,0,116,0
169007,3141,552340,22688,25,16,56,977,55,922,0,10,8.354,2.278,88.734,0.633,0,0.550,0.820,0.980,0,118,0
169007,3141,552168,22688,25,15,56,977,55,922,0,0,8.145,2.882,88.847,0.125,0,0.550,0.820,0.980,0,117,0
169007,3141,552281,22688,25,15,56,977,55,922,0,106,9.465,3.238,87.049,0.249,0,0.550,0.820,0.980,0,148,0
169007,3141,552011,22688,25,15,56,977,55,922,0,4,7.865,3.745,88.390,0,0,0.670,0.840,0.980,0,114,0
169007,3141,553629,22688,25,15,56,977,55,922,0,0,9.250,2.625,88,0.125,0,0.670,0.840,0.980,0,145,0
169007,3141,553939,22688,25,15,56,977,55,922,0,0,7.990,2.996,89.014,0,0,0.670,0.840,0.980,0,120,0
169007,3141,553920,22688,25,15,56,977,55,922,0,18,8.291,2.889,88.693,0.126,0,0.670,0.840,0.980,0,119,0
169007,3141,553855,22688,25,15,56,977,55,922,0,20,8.302,3.648,87.925,0.126,0,0.670,0.840,0.980,0,117,0
169007,3141,553747,22688,25,15,56,977,55,922,0,0,8.783,3.388,87.704,0.125,0,0.860,0.870,0.990,0,147,0
169007,3141,553946,22688,25,16,56,977,55,922,0,0,8.723,2.528,88.748,0,0,0.860,0.870,0.990,0,153,0
169007,3141,553809,22688,25,16,56,977,55,922,0,0,7.925,3.019,88.931,0.126,0,0.860,0.870,0.990,0,117,0
169007,3141,553703,22688,25,16,56,977,55,922,0,0,8.115,2.996,88.764,0.125,0,0.860,0.870,0.990,0,118,0
169007,3141,553086,22688,25,16,56,977,55,922,0,2372,8.050,4.403,87.044,0.503,0,0.860,0.870,0.990,0,116,0
169007,3141,552855,22688,25,16,56,977,55,922,0,76,9.114,3.246,87.391,0.250,0,0.790,0.860,0.990,0,123,0
169007,3141,552505,22688,25,16,56,979,55,924,0,0,8.575,2.648,88.777,0,0,0.790,0.860,0.990,0,163,0
169007,3141,552459,22688,25,16,56,977,55,922,0,0,7.955,3.030,88.889,0.126,0,0.790,0.860,0.990,0,159,0
169007,3141,552439,22688,25,16,56,977,55,922,0,0,7.955,2.273,89.773,0,0,0.790,0.860,0.990,0,114,0
169007,3141,552944,22688,25,16,56,977,55,922,0,0,7.779,3.011,88.959,0.251,0,0.790,0.860,0.990,0,118,0
169007,3141,552838,22688,25,16,56,977,55,922,0,36,9.034,3.137,87.453,0.376,0,0.720,0.840,0.980,0,115,0
169007,3141,568098,22688,25,16,56,977,55,922,0,30,7.332,2.655,89.886,0.126,0,0.720,0.840,0.980,0,114,0
169007,3141,567972,22688,25,16,56,977,55,922,0,0,8.260,2.753,88.986,0,0,0.720,0.840,0.980,0,144,0
169007,3141,567860,22688,25,16,56,977,55,922,0,0,7.566,2.648,89.660,0.126,0,0.720,0.840,0.980,0,121,0
169007,3141,569491,22688,25,16,56,977,55,922,0,0,8.240,3.870,87.890,0,0,0.720,0.840,0.980,0,117,0
169007,3141,569248,22688,25,16,56,977,55,922,0,0,7.970,3.487,88.294,0.249,0,0.750,0.850,0.980,0,118,0
169007,3141,569206,22688,25,16,56,977,55,922,0,44,8.772,2.381,88.596,0.251,0,0.750,0.850,0.980,0,118,0
