"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/load_vm-adv_net_socket_io_lock_mem.csv --load --vm-adv --net --socket --io --lock --mem 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"load avg",,,"advanced virtual memory",,,,,"net/total",,"sockets",,,,,"io/total",,"file locks",,,,"memory usage",,,
0.150,1.240,2.410,0,0,0,0,0,0,358,1076,19,20,0,0,0,142,57,12,10,59,3296780288,2044194816,195186688,10594738176
0.150,1.240,2.410,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,57,12,10,59,3278274560,2061074432,195186688,10596364288
0.150,1.240,2.410,0,0,0,0,0,591,259,1076,19,20,0,0,0,0,57,12,10,59,3278237696,2061103104,195186688,10596372480
0.140,1.220,2.400,0,0,0,0,0,229,187,1076,19,20,0,0,0,44,56,12,10,58,3279114240,2060214272,195194880,10596376576
0.140,1.220,2.400,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3280650240,2058674176,195194880,10596646912
0.140,1.220,2.400,0,0,0,0,0,0,358,1076,19,20,0,0,0,268,56,12,10,58,3280646144,2058575872,195194880,10596519936
0.140,1.220,2.400,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3281903616,2057318400,195194880,10597318656
0.140,1.220,2.400,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3282108416,2057113600,195194880,10598092800
0.120,1.200,2.390,0,0,0,0,0,0,0,1076,19,20,0,0,0,22,56,12,10,58,3279466496,2059436032,195203072,10596896768
0.120,1.200,2.390,0,0,0,0,0,18196,6877,1077,19,20,0,0,0,0,56,12,10,58,3270848512,2066755584,195203072,10598195200
0.120,1.200,2.390,0,0,0,0,0,86,358,1076,19,20,0,0,0,32,56,12,10,58,3271585792,2065993728,195211264,10598146048
0.120,1.200,2.390,0,0,0,0,0,110,130,1076,19,20,0,0,0,0,56,12,10,58,3272589312,2064990208,195211264,10598211584
0.120,1.200,2.390,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3272589312,2064990208,195211264,10598211584
0.110,1.180,2.370,0,0,0,0,0,82,0,1076,19,20,0,0,0,34,56,12,10,58,3272589312,2064990208,195219456,10598203392
0.110,1.180,2.370,0,0,0,0,0,28238,6362,1076,19,20,0,0,0,0,56,12,10,58,3273994240,2063462400,195219456,10599649280
0.110,1.180,2.370,0,0,0,0,0,0,358,1076,19,20,0,0,0,42,56,12,10,58,3269943296,2066976768,195223552,10599841792
0.110,1.180,2.370,0,0,0,0,0,6055,200,1076,19,20,0,0,0,0,56,12,10,58,3257106432,2078736384,195223552,10600185856
0.110,1.180,2.370,0,0,0,0,0,209,187,1076,19,20,0,0,0,0,56,12,10,58,3258408960,2077429760,195223552,10599677952
0.100,1.160,2.360,0,0,0,0,0,334,374,1076,19,20,0,0,0,0,56,12,10,58,3260432384,2075389952,195223552,10601529344
0.100,1.160,2.360,0,0,0,0,0,384,1707,1077,20,20,0,0,0,20,56,12,10,58,3260420096,2075394048,195231744,10601005056
0.100,1.160,2.360,0,0,0,0,0,12427,3205,1076,19,20,0,0,0,0,56,12,10,58,3260698624,2075021312,195231744,10600316928
0.100,1.160,2.360,0,0,0,0,0,0,528,1076,19,20,0,0,0,44,56,12,10,58,3261071360,2074640384,195235840,10601627648
0.100,1.160,2.360,0,0,0,0,0,7325,1577,1076,19,20,0,0,0,0,56,12,10,58,3259310080,2075815936,195235840,10600640512
0.100,1.140,2.350,0,0,0,0,0,229,187,1076,19,20,0,0,0,0,56,12,10,58,3259281408,2075840512,195235840,10600644608
0.100,1.140,2.350,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3281170432,2052911104,195235840,10603016192
0.100,1.140,2.350,0,0,0,0,0,46,0,1076,19,20,0,0,0,40,56,12,10,58,3282173952,2051899392,195244032,10603257856
0.100,1.140,2.350,0,0,0,0,0,0,358,1076,19,20,0,0,0,54,56,12,10,58,3281088512,2052964352,195248128,10603032576
0.100,1.140,2.350,0,0,0,0,0,1480,590,1076,19,20,0,0,0,0,56,12,10,58,3251011584,2083692544,195248128,10602622976
0.090,1.120,2.340,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3250778112,2083717120,195248128,10601500672
0.090,1.120,2.340,0,0,0,0,0,167,187,1076,19,20,0,0,0,0,56,12,10,58,3251994624,2081923072,195248128,10601836544
0.090,1.120,2.340,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3236966400,2096939008,195248128,10603421696
0.090,1.120,2.340,0,0,0,0,0,82,358,1076,19,20,0,0,0,436,56,12,10,58,3240394752,2092650496,195280896,10602676224
0.090,1.120,2.340,0,0,0,0,0,1659,4592,1076,19,20,0,0,0,0,56,12,10,58,3240816640,2092023808,195280896,10603900928
0.080,1.100,2.320,0,0,0,0,0,15928,1702,1075,18,20,0,0,0,0,56,12,10,58,3241263104,2091577344,195280896,10604167168
0.080,1.100,2.320,0,0,0,0,0,258,294,1075,18,20,0,0,0,0,56,12,10,58,3241455616,2091368448,195280896,10603393024
0.080,1.100,2.320,0,0,0,0,0,0,0,1075,18,20,0,0,0,0,56,12,10,58,3240816640,2091917312,195280896,10602893312
0.080,1.100,2.320,0,0,0,0,0,0,0,1075,18,20,0,0,0,92,56,12,10,58,3240394752,2092011520,195293184,10603208704
0.080,1.100,2.320,0,0,0,0,0,240,358,1075,18,20,0,0,0,0,56,12,10,58,3240132608,2092011520,195293184,10603470848
0.070,1.090,2.310,0,0,0,0,0,167,187,1075,18,20,0,0,0,0,56,12,10,58,3240378368,2091765760,195293184,10603470848
0.070,1.090,2.310,0,0,0,0,0,78,106,1075,18,20,0,0,0,0,56,12,10,58,3259285504,2071801856,195293184,10604527616
0.070,1.090,2.310,0,0,0,0,0,0,0,1075,18,20,0,0,0,0,56,12,10,58,3246686208,2091057152,195293184,10599444480
0.070,1.090,2.310,0,0,0,0,0,70,0,1075,18,20,0,0,0,392,56,12,10,58,3248775168,2089254912,195293184,10597814272
0.070,1.090,2.310,0,0,0,0,0,167,617,1075,18,20,0,0,0,30,56,12,10,58,3248902144,2089115648,195305472,10597576704
0.070,1.070,2.300,0,0,0,0,0,16128,5203,1075,18,20,0,0,0,0,56,12,10,58,3251101696,2086277120,195305472,10598281216
0.070,1.070,2.300,0,0,0,0,0,1404,884,1075,18,20,0,0,0,0,56,12,10,58,3251060736,2086277120,195305472,10598387712
0.070,1.070,2.300,0,0,0,0,0,167,187,1075,18,20,0,0,0,0,56,12,10,58,3251253248,2086080512,195305472,10598260736
0.070,1.070,2.300,0,0,0,0,0,0,0,1075,18,20,0,0,0,36,56,12,10,58,3260522496,2076921856,195305472,10598150144
0.070,1.070,2.300,0,0,0,0,0,0,358,1075,18,20,0,0,0,40,56,12,10,58,3261460480,2075971584,195317760,10599538688
0.060,1.050,2.290,0,0,0,0,0,0,0,1075,18,20,0,0,0,0,56,12,10,58,3261431808,2075987968,195317760,10599276544
0.060,1.050,2.290,0,0,0,0,0,0,0,1075,18,20,0,0,0,0,56,12,10,58,3260063744,2077356032,195317760,10598211584
0.060,1.050,2.290,0,0,0,0,0,0,0,1077,18,20,0,0,0,0,56,12,10,58,3247738880,2089017344,195317760,10598891520
0.060,1.050,2.290,0,0,0,0,0,0,920,1078,18,23,0,0,0,24,56,12,10,58,3245592576,2091159552,195317760,10599157760
0.060,1.050,2.290,0,0,0,0,0,868,1524,1078,18,23,0,0,0,0,56,12,10,58,3243712512,2090913792,195317760,10601578496
0.060,1.030,2.270,0,0,0,0,0,226,1404,1078,18,23,0,0,0,0,56,12,10,58,3245481984,2089144320,195317760,10602508288
0.060,1.030,2.270,0,0,0,0,0,15817,5850,1078,18,23,0,0,0,18,56,12,10,58,3248795648,2084782080,195325952,10603012096
0.060,1.030,2.270,0,0,0,0,0,1500,998,1078,18,23,0,0,0,0,56,12,10,58,3248717824,2084855808,195325952,10602741760
0.060,1.030,2.270,0,0,0,0,0,0,0,1075,18,20,0,0,6,64,56,12,10,58,3251322880,2082234368,195342336,10603290624
0.060,1.030,2.270,0,0,0,0,0,167,187,1075,18,20,0,0,0,0,56,12,10,58,3252518912,2080985088,195342336,10603069440
0.050,1.010,2.260,0,0,0,0,0,167,545,1075,18,20,0,0,0,0,56,12,10,58,3252137984,2080739328,195342336,10602631168
0.050,1.010,2.260,0,0,0,0,0,8505,11085,1076,19,20,0,0,0,0,56,12,10,58,3251867648,2081009664,195342336,10602897408
0.050,1.010,2.260,0,0,0,0,0,0,0,1076,19,20,0,0,0,40,56,12,10,58,3252314112,2080550912,195350528,10603892736
0.050,1.010,2.260,0,0,0,0,0,0,0,1076,19,20,0,0,4,386,56,12,10,58,3274588160,2057224192,195358720,10603880448
0.050,1.010,2.260,0,0,0,0,0,334,446,1076,19,20,0,0,0,0,56,12,10,58,3275771904,2056708096,195358720,10603487232
0.050,1,2.250,0,0,0,0,0,229,545,1076,19,20,0,0,0,0,56,12,10,58,3276017664,2056462336,195358720,10604285952
0.050,1,2.250,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3274653696,2057781248,195358720,10604048384
0.050,1,2.250,0,0,0,0,0,16579,5814,1076,19,20,0,0,0,40,56,12,10,58,3259101184,2072584192,195371008,10604052480
0.050,1,2.250,0,0,0,0,0,1043,313,1076,19,20,0,0,0,0,56,12,10,58,3259834368,2071826432,195371008,10604294144
0.050,1,2.250,0,0,0,0,0,0,0,1076,19,20,0,0,2,82,56,12,10,58,3260051456,2071588864,195387392,10605096960
0.040,0.980,2.240,0,0,0,0,0,167,358,1076,19,20,0,0,0,0,56,12,10,58,3261034496,2070605824,195387392,10604814336
0.040,0.980,2.240,0,0,0,0,0,0,0,1076,19,20,0,0,0,48,56,12,10,58,3262930944,2067644416,195403776,10605072384
0.040,0.980,2.240,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3263344640,2067193856,195403776,10605318144
0.040,0.980,2.240,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3262541824,2067996672,195403776,10606100480
0.040,0.980,2.240,0,0,0,0,0,842,656,1079,20,20,0,0,0,30,56,12,10,58,3261100032,2068836352,195403776,10605793280
0.040,0.960,2.220,0,0,0,0,0,82,206,1079,20,20,0,0,0,0,56,12,10,58,3261513728,2068332544,195403776,10606141440
0.040,0.960,2.220,0,0,0,0,0,167,545,1079,20,20,0,0,0,0,56,12,10,58,3262255104,2067587072,195403776,10606678016
0.040,0.960,2.220,0,0,0,0,0,0,206,1079,20,20,0,0,0,38,56,12,10,58,3262963712,2066870272,195411968,10606669824
0.040,0.960,2.220,0,0,0,0,0,50527,18224,1080,21,20,0,0,0,0,56,12,10,58,3253366784,2075422720,195411968,10607439872
0.040,0.960,2.220,0,0,0,0,0,15688,730,1080,21,20,0,0,0,284,56,12,10,58,3254788096,2073980928,195416064,10607005696
0.040,0.950,2.210,0,0,0,0,0,167,187,1080,21,20,0,0,0,0,56,12,10,58,3248508928,2080210944,195416064,10607595520
0.040,0.950,2.210,0,0,0,0,0,167,751,1080,21,20,0,0,0,0,56,12,10,58,3248996352,2079178752,195416064,10608656384
0.040,0.950,2.210,0,0,0,0,0,0,0,1080,21,20,0,0,0,26,56,12,10,58,3249115136,2078961664,195424256,10608140288
0.040,0.950,2.210,0,0,0,0,0,0,0,1080,21,20,0,0,0,0,56,12,10,58,3246288896,2081783808,195424256,10607628288
0.040,0.950,2.210,0,0,0,0,0,167,259,1080,21,20,0,0,2,42,56,12,10,58,3246891008,2081153024,195428352,10608443392
0.030,0.930,2.200,0,0,0,0,0,229,187,1080,21,20,0,0,0,0,56,12,10,58,3247611904,2080428032,195428352,10608115712
0.030,0.930,2.200,0,0,0,0,0,0,358,1080,21,20,0,0,0,0,56,12,10,58,3261947904,2065047552,195428352,10608967680
0.030,0.930,2.200,0,0,0,0,0,0,0,1080,21,20,0,0,0,40,56,12,10,58,3259854848,2067677184,195440640,10608627712
0.030,0.930,2.200,0,0,0,0,0,298,1707,1081,22,20,0,0,0,0,56,12,10,58,3259420672,2067501056,195440640,10609487872
0.030,0.930,2.200,0,0,0,0,0,17163,4193,1080,21,20,0,0,6,114,56,12,10,58,3261296640,2065612800,195452928,10609213440
0.110,0.930,2.190,0,0,0,0,0,523,206,1080,21,20,0,0,0,0,56,12,10,58,3260506112,2066309120,195452928,10609057792
0.110,0.930,2.190,0,0,0,0,0,175,358,1080,21,20,0,0,0,0,56,12,10,58,3261689856,2065125376,195452928,10609840128
0.110,0.930,2.190,0,0,0,0,0,0,0,1080,21,20,0,0,0,0,56,12,10,58,3261595648,2065207296,195452928,10609594368
0.110,0.930,2.190,0,0,0,0,0,0,0,1080,21,20,0,0,0,26,56,12,10,58,3270619136,2055331840,195461120,10610229248
0.110,0.930,2.190,0,0,0,0,0,0,0,1077,20,20,0,0,4,98,56,12,10,58,3232722944,2092974080,195469312,10610229248
0.100,0.920,2.180,0,0,0,0,0,0,0,1077,20,20,0,0,0,0,56,12,10,58,3232370688,2092781568,195469312,10611232768
0.100,0.920,2.180,0,0,0,0,0,0,358,1077,20,20,0,0,0,0,56,12,10,58,3233886208,2091266048,195469312,10611499008
0.100,0.920,2.180,0,0,0,0,0,0,0,1077,20,20,0,0,0,0,56,12,10,58,3234811904,2090233856,195469312,10611064832
0.100,0.920,2.180,0,0,0,0,0,298,1707,1078,21,20,0,0,0,16,56,12,10,58,3235958784,2089746432,195481600,10609876992
0.100,0.920,2.180,0,0,0,0,0,18138,8191,1077,20,20,0,0,0,324,56,12,10,58,3235074048,2090622976,195481600,10610425856
0.090,0.900,2.170,0,0,0,0,0,16139,2855,1077,20,20,0,0,0,0,56,12,10,58,3236089856,2089607168,195481600,10610077696
0.090,0.900,2.170,0,0,0,0,0,0,0,1077,20,20,0,0,0,0,56,12,10,58,3232432128,2092216320,195481600,10610876416
0.090,0.900,2.170,0,0,0,0,0,0,0,1077,20,20,0,0,0,0,56,12,10,58,3232841728,2091212800,195481600,10612260864
0.090,0.900,2.170,0,0,0,0,0,70,0,1077,20,20,0,0,0,0,56,12,10,58,3233042432,2091012096,195481600,10612318208
0.090,0.900,2.170,0,0,0,0,0,817,743,1077,20,20,0,0,0,126,56,12,10,58,3233443840,2090565632,195506176,10611535872
0.090,0.890,2.160,0,0,0,0,0,311,187,1077,20,20,0,0,0,0,56,12,10,58,3228246016,2095558656,195506176,10611949568
0.090,0.890,2.160,0,0,0,0,0,0,0,1077,20,20,0,0,0,0,56,12,10,58,3230523392,2093264896,195506176,10612813824
0.090,0.890,2.160,0,0,0,0,0,548,559,1080,21,20,0,0,0,0,56,12,10,58,3230752768,2093035520,195506176,10612621312
0.090,0.890,2.160,0,0,0,0,0,512,445,1077,20,20,0,0,0,0,56,12,10,58,3246415872,2076315648,195506176,10613145600
0.090,0.890,2.160,0,0,0,0,0,0,0,1077,20,20,0,0,0,0,56,12,10,58,3247423488,2074718208,195510272,10614788096
0.080,0.870,2.140,0,0,0,0,0,1249,3192,1077,20,20,0,0,0,128,56,12,10,58,3248156672,2073968640,195518464,10614530048
0.080,0.870,2.140,0,0,0,0,0,15972,2668,1077,20,20,0,0,0,0,56,12,10,58,3241156608,2080960512,195518464,10613497856
0.080,0.870,2.140,0,0,0,0,0,0,0,1077,20,20,0,0,0,0,56,12,10,58,3241562112,2080448512,195518464,10613538816
0.080,0.870,2.140,0,0,0,0,0,167,187,1077,20,20,0,0,0,0,56,12,10,58,3243585536,2078425088,195518464,10614579200
0.080,0.870,2.140,0,0,0,0,0,0,0,1077,20,20,0,0,0,0,56,12,10,58,3243560960,2078437376,195518464,10613284864
0.070,0.860,2.130,0,0,0,0,0,2148,2380,1077,20,20,0,0,0,318,56,12,10,58,3222310912,2099679232,195526656,10613551104
0.070,0.860,2.130,0,0,0,0,0,0,0,1077,20,20,0,0,0,0,56,12,10,58,3226386432,2094260224,195526656,10615693312
0.070,0.860,2.130,0,0,0,0,0,0,0,1077,20,20,0,0,0,0,56,12,10,58,3227607040,2092740608,195526656,10616233984
0.070,0.860,2.130,0,0,0,0,0,0,0,1077,20,20,0,0,0,0,56,12,10,58,3227582464,2092752896,195526656,10614874112
0.070,0.860,2.130,0,0,0,0,0,56,74,1077,20,20,0,0,0,0,56,12,10,58,3227807744,2092523520,195526656,10615402496
0.070,0.840,2.120,0,0,0,0,0,315,625,1077,20,20,0,0,0,160,56,12,10,58,3228155904,2092077056,195534848,10616016896
0.070,0.840,2.120,0,0,0,0,0,1502,3485,1077,20,20,0,0,0,0,56,12,10,58,3228401664,2091831296,195534848,10616016896
0.070,0.840,2.120,0,0,0,0,0,16012,2748,1077,20,20,0,0,0,0,56,12,10,58,3228323840,2091909120,195534848,10615349248
0.070,0.840,2.120,0,0,0,0,0,0,358,1077,20,20,0,0,0,0,56,12,10,58,3246796800,2071777280,195534848,10617278464
0.070,0.840,2.120,0,0,0,0,0,167,259,1077,20,20,0,0,0,0,56,12,10,58,3238490112,2080083968,195534848,10617794560
0.060,0.830,2.110,0,0,0,0,0,229,187,1077,20,20,0,0,0,146,56,12,10,58,3238440960,2080661504,195547136,10616147968
0.060,0.830,2.110,0,0,0,0,0,586,603,1076,19,20,0,0,0,0,56,12,10,58,3239149568,2079928320,195547136,10616438784
0.060,0.830,2.110,0,0,0,0,0,80,40,1076,19,20,0,0,0,0,56,12,10,58,3234213888,2084864000,195547136,10616696832
0.060,0.830,2.110,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3234156544,2084921344,195547136,10617479168
0.060,0.830,2.110,0,0,0,0,0,424,358,1076,19,20,0,0,0,0,56,12,10,58,3233701888,2085240832,195547136,10616832000
0.060,0.810,2.100,0,0,0,0,0,0,0,1076,19,20,0,0,0,142,56,12,10,58,3233357824,2085027840,195555328,10616791040
0.060,0.810,2.100,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3236577280,2081755136,195555328,10617892864
0.060,0.810,2.100,0,0,0,0,0,1249,3192,1076,19,20,0,0,0,0,56,12,10,58,3236003840,2082328576,195555328,10617892864
0.060,0.810,2.100,0,0,0,0,0,15972,2668,1076,19,20,0,0,0,0,56,12,10,58,3236941824,2081382400,195555328,10617692160
0.060,0.810,2.100,0,0,0,0,0,0,358,1076,19,20,0,0,0,0,56,12,10,58,3237126144,2081878016,195555328,10616238080
0.050,0.800,2.090,0,0,0,0,0,82,0,1076,19,20,0,0,0,370,56,12,10,58,3234349056,2084548608,195567616,10617380864
0.050,0.800,2.090,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3212931072,2105946112,195567616,10617401344
0.050,0.800,2.090,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3213217792,2105073664,195567616,10617712640
0.050,0.800,2.090,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3231748096,2085490688,195567616,10618249216
0.050,0.800,2.090,0,0,0,0,0,16625,6112,1076,19,20,0,0,0,0,56,12,10,58,3233996800,2084241408,195567616,10618040320
0.050,0.790,2.080,0,0,0,0,0,15353,811,1076,19,20,0,0,0,98,56,12,10,58,3234693120,2083520512,195579904,10618576896
0.050,0.790,2.080,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3232882688,2085326848,195579904,10617532416
0.050,0.790,2.080,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3230908416,2087211008,195579904,10617356288
0.050,0.790,2.080,0,0,0,0,0,1786,4677,1076,19,20,0,0,0,0,56,12,10,58,3232063488,2085924864,195579904,10618294272
0.050,0.790,2.080,0,0,0,0,0,15811,1669,1076,19,20,0,0,0,0,56,12,10,58,3232714752,2084679680,195579904,10618597376
0.040,0.770,2.060,0,0,0,0,0,229,545,1076,19,20,0,0,0,38,56,12,10,58,3234193408,2084188160,195592192,10617348096
0.040,0.770,2.060,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3238658048,2078666752,195592192,10619187200
0.040,0.770,2.060,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3238576128,2078744576,195592192,10618933248
0.040,0.770,2.060,0,0,0,0,0,46,0,1076,19,20,0,0,0,0,56,12,10,58,3239059456,2078248960,195592192,10618163200
0.040,0.770,2.060,0,0,0,0,0,46,0,1076,19,20,0,0,0,0,56,12,10,58,3238686720,2078621696,195592192,10618421248
0.040,0.760,2.050,0,0,0,0,0,0,358,1076,19,20,0,0,0,24,56,12,10,58,3233415168,2083803136,195600384,10619285504
0.040,0.760,2.050,0,0,0,0,0,569,0,1076,19,20,0,0,0,352,56,12,10,58,3234418688,2082197504,195600384,10619097088
0.040,0.760,2.050,0,0,0,0,0,175,0,1076,19,20,0,0,0,0,56,12,10,58,3234152448,2082463744,195600384,10619039744
0.040,0.760,2.050,0,0,0,0,0,0,0,1076,19,20,0,0,0,0,56,12,10,58,3247263744,2068279296,195600384,10620387328
0.040,0.760,2.050,0,0,0,0,0,2043,4490,1076,19,20,0,0,0,0,56,12,10,58,3248533504,2068021248,195600384,10619625472
0.040,0.750,2.040,0,0,0,0,0,10964,610,1076,19,20,0,0,0,0,56,12,10,58,3248988160,2067562496,195600384,10619105280
0.040,0.750,2.040,0,0,0,0,0,7158,1318,1076,19,20,0,0,0,202,56,12,10,58,3248939008,2067587072,195637248,10619092992
0.040,0.750,2.040,0,0,0,0,0,0,0,1076,19,20,0,0,0,14,56,12,10,58,3246505984,2069991424,195645440,10619637760
0.040,0.750,2.040,0,0,0,0,0,167,187,1076,18,20,0,0,0,46,56,12,10,58,3246321664,2069520384,195661824,10620276736
0.040,0.750,2.040,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3246551040,2069237760,195661824,10619797504
0.030,0.730,2.030,0,0,0,0,0,167,545,1076,18,20,0,0,0,0,56,12,10,58,3248869376,2067959808,195661824,10619596800
0.030,0.730,2.030,0,0,0,0,0,0,0,1076,18,20,0,0,0,42,56,12,10,58,3260334080,2055655424,195661824,10620162048
0.030,0.730,2.030,0,0,0,0,0,0,0,1076,18,20,0,0,0,0,56,12,10,58,3260108800,2055655424,195661824,10619588608
0.030,0.730,2.030,0,0,0,0,0,70,0,1076,18,20,0,0,0,0,56,12,10,58,3260575744,2055184384,195661824,10619858944
0.030,0.730,2.030,0,0,0,0,0,427,511,1076,18,20,0,0,0,12,56,12,10,58,3239661568,2076635136,195674112,10620166144
0.030,0.720,2.020,0,0,0,0,0,759,430,1075,17,20,0,0,0,0,56,12,10,58,3241160704,2074447872,195674112,10620596224
0.030,0.720,2.020,0,0,0,0,0,1417,3656,1075,17,20,0,0,0,116,56,12,10,58,3239530496,2076078080,195674112,10619797504
0.030,0.720,2.020,0,0,0,0,0,16012,2748,1075,17,20,0,0,0,0,56,12,10,58,3240525824,2075062272,195674112,10620092416
0.030,0.720,2.020,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3259396096,2056867840,195674112,10620166144
0.030,0.720,2.020,0,0,0,0,0,0,0,1075,17,20,0,0,0,40,56,12,10,58,3259330560,2056921088,195686400,10619908096
0.030,0.710,2.010,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3259260928,2056986624,195686400,10619129856
0.030,0.710,2.010,0,0,0,0,0,78,464,1075,17,20,0,0,4,316,56,12,10,58,3258036224,2058203136,195694592,10619928576
0.030,0.710,2.010,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3256442880,2059190272,195694592,10620518400
0.030,0.710,2.010,0,0,0,0,0,0,920,1078,17,23,0,0,0,0,56,12,10,58,3255808000,2059735040,195694592,10619809792
0.030,0.710,2.010,0,0,0,0,0,0,920,1078,17,23,0,0,0,0,56,12,10,58,3256487936,2059038720,195702784,10619899904
0.020,0.700,2,0,0,0,0,0,0,920,1078,17,23,0,0,0,20,56,12,10,58,3256471552,2060095488,195702784,10620198912
0.020,0.700,2,0,0,0,0,0,0,1278,1078,17,23,0,0,4,76,56,12,10,58,3251523584,2063978496,195715072,10619654144
0.020,0.700,2,0,0,0,0,0,1249,3192,1078,17,23,0,0,0,0,56,12,10,58,3251765248,2063724544,195715072,10619891712
0.020,0.700,2,0,0,0,0,0,16012,2748,1075,17,20,0,0,0,0,56,12,10,58,3252269056,2063220736,195715072,10620948480
0.020,0.700,2,0,0,0,0,0,424,0,1075,17,20,0,0,0,0,56,12,10,58,3252903936,2061971456,195715072,10621546496
0.020,0.690,1.990,0,0,0,0,0,223,261,1075,17,20,0,0,0,16,56,12,10,58,3257782272,2056855552,195727360,10621046784
0.020,0.690,1.990,0,0,0,0,0,0,358,1075,17,20,0,0,0,28,56,12,10,58,3257491456,2057146368,195727360,10621120512
0.020,0.690,1.990,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3257430016,2057199616,195727360,10620604416
0.020,0.690,1.990,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3262029824,2052583424,195727360,10621353984
0.020,0.690,1.990,0,0,0,0,0,167,259,1075,17,20,0,0,0,0,56,12,10,58,3262509056,2052067328,195727360,10621108224
0.020,0.670,1.970,0,0,0,0,0,229,187,1075,17,20,0,0,0,10,56,12,10,58,3263500288,2051067904,195739648,10621112320
0.020,0.670,1.970,0,0,0,0,0,0,0,1075,17,20,0,0,0,278,56,12,10,58,3263082496,2050879488,195743744,10622496768
0.020,0.670,1.970,0,0,0,0,0,194,358,1075,17,20,0,0,0,0,56,12,10,58,3263569920,2050375680,195743744,10622255104
0.020,0.670,1.970,0,0,0,0,0,1249,3192,1075,17,20,0,0,0,0,56,12,10,58,3263963136,2049888256,195743744,10621566976
0.020,0.670,1.970,0,0,0,0,0,16252,2748,1075,17,20,0,0,0,0,56,12,10,58,3263959040,2049888256,195743744,10621829120
0.020,0.660,1.960,0,0,0,0,0,167,0,1075,17,20,0,0,0,0,56,12,10,58,3264958464,2048888832,195743744,10622353408
0.020,0.660,1.960,0,0,0,0,0,0,0,1075,17,20,0,0,0,172,56,12,10,58,3274760192,2039033856,195772416,10621313024
0.020,0.660,1.960,0,0,0,0,0,0,358,1075,17,20,0,0,0,0,56,12,10,58,3274993664,2038763520,195772416,10621890560
0.020,0.660,1.960,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3257622528,2055540736,195772416,10623016960
0.020,0.660,1.960,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3258114048,2055041024,195772416,10623016960
0.020,0.650,1.950,0,0,0,0,0,82,0,1075,17,20,0,0,0,0,56,12,10,58,3258601472,2054553600,195772416,10622218240
0.020,0.650,1.950,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3258753024,2054295552,195776512,10622529536
0.020,0.650,1.950,0,0,0,0,0,0,358,1075,17,20,0,0,0,70,56,12,10,58,3259760640,2053287936,195780608,10623057920
0.020,0.650,1.950,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3261698048,2051325952,195780608,10623107072
0.020,0.650,1.950,0,0,0,0,0,1249,3192,1075,17,20,0,0,0,0,56,12,10,58,3261915136,2051108864,195780608,10622840832
0.020,0.640,1.940,0,0,0,0,0,45249,9147,1075,17,20,0,0,0,0,56,12,10,58,3252985856,2059419648,195780608,10623266816
0.020,0.640,1.940,0,0,0,0,0,0,0,1075,17,20,0,0,0,0,56,12,10,58,3252920320,2059460608,195780608,10623557632
0.020,0.640,1.940,0,0,0,0,0,3649,120,1075,17,20,0,0,0,152,56,12,10,58,3248852992,2070339584,195792896,10617040896
