"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/raw_sys_cpu_tcp_fs_io_zones_load_vm-adv_unix_disk_ipc.csv --raw --sys --cpu --tcp --fs --io --zones --load --vm-adv --unix --disk --ipc 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"raw","system",,"total cpu usage",,,,,"tcp sockets",,,,,"filesystem",,"io/total",,"zones memory",,,,"load avg",,,"advanced virtual memory",,,,,"unix sockets",,,,"dsk/total",,"sysv ipc",,
0,832,2389,1.511,1.134,97.355,0,0,7,12,0,6,1,13184,344150,0,0,315892,3141,195265,22176,0.410,1.520,2.580,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,736,1522,1.884,0.754,97.236,0.126,0,7,12,0,6,1,13184,344196,0,0,315892,3141,191683,22176,0.410,1.520,2.580,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,709,1334,2.261,1.005,96.734,0,0,7,12,0,6,1,13184,344195,0,0,315892,3141,191697,22176,0.410,1.520,2.580,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,912,2218,2.753,1.126,95.995,0.125,0,7,12,0,7,1,13184,344196,0,0,315892,3141,191595,22176,0.380,1.500,2.560,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,934,2577,1.508,1.884,96.231,0.377,0,7,12,0,7,1,13184,344195,4,116,315892,3141,191244,22176,0.380,1.500,2.560,0,0,0,0,0,56,874,54,820,16384,3784704,0,0,6
0,899,2650,3.648,0.629,95.597,0.126,0,7,12,0,7,1,13216,344233,0,0,315892,3141,192143,22176,0.380,1.500,2.560,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,611,1039,2.390,0.503,97.107,0,0,7,12,0,7,1,13216,344233,0,0,315892,3141,192120,22176,0.380,1.500,2.560,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,680,1165,1.382,0.628,97.864,0.126,0,7,12,0,7,1,13216,344233,0,0,315892,3141,191951,22176,0.380,1.500,2.560,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,665,1221,1.754,0.627,97.494,0.125,0,7,12,0,7,1,13216,344233,0,0,315892,3141,191951,22176,0.350,1.470,2.550,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1219,3454,2.273,1.389,95.707,0.631,0,7,12,0,6,1,13216,344278,6,244,315892,3141,190452,22176,0.350,1.470,2.550,0,0,0,0,0,56,874,54,820,24576,4677632,0,0,6
0,750,2337,1.884,0.879,97.111,0.126,0,7,12,0,6,1,13216,344280,0,0,315892,3141,190340,22176,0.350,1.470,2.550,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1157,7727,2.781,2.023,95.196,0,0,7,12,0,6,1,13216,343162,0,0,315892,3141,191186,22176,0.350,1.470,2.550,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1244,20660,4.780,1.258,93.836,0.126,0,7,12,0,6,1,13216,343210,0,0,315892,3141,193363,22176,0.350,1.470,2.550,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,672,1158,1.256,0.754,97.990,0,0,7,12,0,6,1,13216,343210,0,0,315892,3141,193243,22176,0.320,1.450,2.540,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,994,3341,2.396,1.387,95.460,0.757,0,7,12,0,7,1,13216,343209,0,40,315892,3141,193142,22176,0.320,1.450,2.540,0,0,0,0,0,56,874,54,820,0,2039808,0,0,6
0,917,2558,1.255,1.882,96.738,0.125,0,7,12,0,7,1,13216,343141,0,0,315892,3141,193096,22176,0.320,1.450,2.540,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1377,2039,3.262,1.631,95.107,0,0,7,12,0,7,1,13216,343100,0,0,315892,3141,189902,22176,0.320,1.450,2.540,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,848,1561,2.005,1.003,96.867,0.125,0,7,12,0,7,1,13216,343099,0,0,315892,3141,189657,22176,0.320,1.450,2.540,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,796,1388,2.146,0.758,97.096,0,0,7,12,0,7,1,13216,343099,0,0,315892,3141,189622,22176,0.290,1.420,2.520,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1369,3891,3.379,2.253,93.492,0.876,0,7,12,0,7,1,13216,343127,2,466,315892,3141,191677,22176,0.290,1.420,2.520,0,0,0,0,0,56,874,54,820,8192,7168000,0,0,6
0,922,2628,2.645,1.385,95.970,0,0,7,12,0,6,1,13184,343137,0,0,315892,3141,192304,22176,0.290,1.420,2.520,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1010,1606,2.387,1.005,96.482,0.126,0,7,12,0,6,1,13184,343136,0,0,315892,3141,192120,22176,0.290,1.420,2.520,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1117,5156,2.893,1.761,95.346,0,0,7,12,0,6,1,13184,343136,0,0,315892,3141,192185,22176,0.290,1.420,2.520,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,741,1218,1.882,1.129,96.863,0.125,0,7,12,0,6,1,13184,343136,0,0,315892,3141,192063,22176,0.270,1.400,2.510,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1613,4956,4.585,3.222,91.202,0.991,0,7,12,0,6,1,13184,343182,0,198,315892,3141,190063,22176,0.270,1.400,2.510,0,0,0,0,0,56,874,54,820,0,4341760,0,0,6
0,1220,3889,3.630,2.253,94.118,0,0,7,12,0,7,1,13184,343186,0,0,315892,3141,189883,22176,0.270,1.400,2.510,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1380,2928,3.019,1.258,95.597,0.126,0,7,12,0,7,1,13184,343209,0,0,315892,3141,190093,22176,0.270,1.400,2.510,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,2753,6831,5.183,2.149,92.541,0.126,0,7,12,0,8,1,13184,343366,0,54,315892,3141,186019,22176,0.270,1.400,2.510,0,0,0,0,0,56,888,54,834,0,655360,0,0,6
0,7744,14086,13.983,3.246,82.272,0.499,0,7,12,0,8,1,13184,343379,0,256,316137,3141,176312,22176,0.250,1.380,2.500,0,0,0,0,0,56,890,54,836,0,6635520,0,0,6
0,3433,6356,7.234,2.538,89.975,0.254,0,7,12,0,8,1,13184,343392,0,366,316156,3141,173592,22176,0.250,1.380,2.500,0,0,0,0,0,56,890,54,836,0,5668864,0,0,6
0,756,1282,2.267,1.134,96.599,0,0,7,12,0,8,1,13184,343392,0,0,316156,3141,173751,22176,0.250,1.380,2.500,0,0,0,0,0,56,890,54,836,0,0,0,0,6
0,4118,8036,10.487,2.622,86.642,0.250,0,7,12,0,8,1,13216,343435,0,210,316156,3141,170699,22176,0.250,1.380,2.500,0,0,0,0,0,56,890,54,836,0,3964928,0,0,6
0,1318,1880,1.765,1.261,96.847,0.126,0,7,12,0,7,1,13216,343439,0,0,316156,3141,170818,22176,0.250,1.380,2.500,0,0,0,0,0,56,892,54,838,0,0,0,0,6
0,895,1810,3.383,0.752,95.739,0.125,0,7,12,0,7,1,13216,343463,0,0,316156,3141,171165,22176,0.230,1.350,2.480,0,0,0,0,0,56,890,54,836,0,0,0,0,6
0,1080,4694,1.757,2.258,95.985,0,0,7,12,0,7,1,13248,343464,0,32,316156,3141,171384,22176,0.230,1.350,2.480,0,0,0,0,0,56,890,54,836,0,2097152,0,0,6
0,671,1123,2.010,0.628,97.236,0.126,0,7,12,0,7,1,13248,343474,0,0,316156,3141,171535,22176,0.230,1.350,2.480,0,0,0,0,0,56,890,54,836,0,0,0,0,6
0,987,3096,2.390,1.132,96.352,0.126,0,7,12,0,8,1,13248,343474,0,0,316156,3141,171663,22176,0.230,1.350,2.480,0,0,0,0,0,56,890,54,836,0,0,0,0,6
0,698,1226,1.382,1.005,97.487,0.126,0,7,12,0,8,1,13248,343473,0,46,316156,3141,176211,22176,0.230,1.350,2.480,0,0,0,0,0,56,890,54,836,0,1220608,0,0,6
0,681,1168,2.013,0.755,97.107,0.126,0,7,12,0,8,1,13248,343473,0,0,316156,3141,176465,22176,0.210,1.330,2.470,0,0,0,0,0,56,890,54,836,0,0,0,0,6
0,1015,2969,2.136,1.633,96.231,0,0,7,12,0,8,1,13248,343520,0,0,316156,3141,172845,22176,0.210,1.330,2.470,0,0,0,0,0,56,890,54,836,0,0,0,0,6
0,803,1763,2.387,1.005,96.482,0.126,0,7,12,0,8,1,13248,343547,0,70,316156,3141,174444,22176,0.210,1.330,2.470,0,0,0,0,0,56,890,54,836,0,3629056,0,0,6
0,921,2339,1.384,1.509,97.107,0,0,7,12,0,8,1,13248,343548,0,0,316156,3141,174083,22176,0.210,1.330,2.470,0,0,0,0,0,56,890,54,836,0,0,0,0,6
0,1010,4255,3.149,1.511,95.088,0.252,0,7,12,0,7,1,13216,343549,0,50,316156,3141,174850,22176,0.210,1.330,2.470,0,0,0,0,0,56,890,54,836,0,827392,0,0,6
0,811,1409,2.018,1.009,96.974,0,0,7,12,0,7,1,13216,343548,0,0,316156,3141,174671,22176,0.190,1.310,2.450,0,0,0,0,0,56,890,54,836,0,0,0,0,6
0,1379,3272,2.767,1.384,95.723,0.126,0,7,12,0,7,1,13216,343547,0,0,316156,3141,174671,22176,0.190,1.310,2.450,0,0,0,0,0,56,890,54,836,0,0,0,0,6
0,864,1594,1.763,1.511,96.725,0,0,7,12,0,7,1,13216,343547,0,26,316156,3141,174889,22176,0.190,1.310,2.450,0,0,0,0,0,56,890,54,836,0,1646592,0,0,6
0,1186,3400,2.908,2.023,94.943,0.126,0,7,10,0,7,2,13248,343524,0,0,316156,3141,175213,22176,0.190,1.310,2.450,0,0,0,0,0,56,884,54,830,0,0,0,0,6
0,1147,3572,3.783,1.513,94.578,0.126,0,7,12,0,8,1,13216,343466,0,14,316156,3141,183127,22176,0.190,1.310,2.450,0,0,0,0,0,56,874,54,820,0,589824,0,0,6
0,1124,4436,2.023,1.138,96.839,0,0,7,12,0,8,1,13216,343462,0,0,316156,3141,182695,22176,0.180,1.290,2.440,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1093,3553,3.504,1.627,94.743,0.125,0,7,12,0,8,1,13216,343470,0,22,316156,3141,182646,22176,0.180,1.290,2.440,0,0,0,0,0,56,874,54,820,0,1138688,0,0,6
0,915,20207,3.783,1.387,94.704,0.126,0,7,12,0,8,1,13216,343490,0,54,316156,3141,182540,22176,0.180,1.290,2.440,0,0,0,0,0,56,874,54,820,0,3407872,0,0,6
0,1005,5246,2.141,1.385,96.348,0.126,0,7,12,0,8,1,13216,343413,0,0,316156,3141,182491,22176,0.180,1.290,2.440,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,647,1041,1.255,0.627,98.118,0,0,7,12,0,7,1,13216,343412,0,0,316156,3141,182491,22176,0.180,1.290,2.440,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,803,1313,1.635,0.755,97.484,0.126,0,7,12,0,7,1,13216,343411,0,16,316156,3141,182486,22176,0.160,1.260,2.430,0,0,0,0,0,56,874,54,820,0,909312,0,0,6
0,1181,3427,4.015,1.757,94.228,0,0,7,12,0,7,1,13184,343486,0,0,316156,3141,177513,22176,0.160,1.260,2.430,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1143,2106,1.887,1.509,96.478,0.126,0,7,12,0,7,1,13184,342366,0,462,316156,3141,180427,22176,0.160,1.260,2.430,0,0,0,0,0,56,874,54,820,0,5390336,0,0,6
0,1018,2599,2.133,1.506,96.236,0.125,0,7,12,0,7,1,13184,342365,0,0,316156,3141,180246,22176,0.160,1.260,2.430,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1301,2059,2.399,1.136,96.338,0.126,0,7,12,0,7,1,13184,342375,0,100,316156,3141,179888,22176,0.160,1.260,2.430,0,0,0,0,0,56,874,54,820,0,2023424,0,0,6
0,1285,3032,2.771,1.385,95.592,0.252,0,7,12,0,8,1,13184,342375,0,30,316156,3141,179888,22176,0.150,1.240,2.410,0,0,0,0,0,56,874,54,820,0,147456,0,0,6
0,1008,2901,2.256,1.629,96.115,0,0,7,12,0,8,1,13184,342374,0,0,316156,3141,179832,22176,0.150,1.240,2.410,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1141,2659,3.478,1.491,94.907,0.124,0,7,12,0,8,1,13184,342374,0,142,316156,3141,179587,22176,0.150,1.240,2.410,0,0,0,0,0,56,874,54,820,0,1851392,0,0,6
0,1493,4421,5.388,2.256,92.231,0.125,0,7,12,0,8,1,13184,342440,0,0,316156,3141,183708,22176,0.150,1.240,2.410,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,882,1801,2.256,0.752,96.992,0,0,7,12,0,8,1,13184,342446,0,0,316156,3141,183715,22176,0.150,1.240,2.410,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,889,1730,2.244,1.372,96.135,0.249,0,7,12,0,8,1,13184,342446,0,44,316156,3141,183498,22176,0.140,1.220,2.400,0,0,0,0,0,56,874,54,820,0,581632,0,0,6
0,1381,8005,3.145,2.642,94.214,0,0,7,12,0,8,1,13184,342448,0,0,316156,3141,183122,22176,0.140,1.220,2.400,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1023,3128,2.519,0.756,96.599,0.126,0,7,12,0,7,1,13184,342488,0,268,316156,3141,183098,22176,0.140,1.220,2.400,0,0,0,0,0,56,874,54,820,0,4481024,0,0,6
0,925,2308,1.757,1.757,96.487,0,0,7,12,0,7,1,13184,342492,0,0,316156,3141,183094,22176,0.140,1.220,2.400,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,708,1158,1.873,1.248,96.754,0.125,0,7,12,0,7,1,13184,342494,0,0,316156,3141,182795,22176,0.140,1.220,2.400,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1267,2539,4.224,1.491,94.161,0.124,0,7,12,0,7,1,13184,342521,0,22,316156,3141,183308,22176,0.120,1.200,2.390,0,0,0,0,0,56,874,54,820,0,409600,0,0,6
0,1159,3960,2.399,1.641,95.833,0.126,0,7,12,0,8,2,13184,342560,0,0,316156,3141,185095,22176,0.120,1.200,2.390,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,671,1199,1.882,1.004,96.989,0.125,0,7,12,0,9,1,13184,342560,0,32,316156,3141,184909,22176,0.120,1.200,2.390,0,0,0,0,0,56,874,54,820,0,2187264,0,0,6
0,907,2417,2.141,1.511,96.348,0,0,7,12,0,9,1,13184,342560,0,0,316156,3141,184659,22176,0.120,1.200,2.390,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,645,1123,1.255,0.878,97.742,0.125,0,7,12,0,9,1,13184,342569,0,0,316156,3141,184664,22176,0.120,1.200,2.390,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,640,1154,1.259,1.008,97.607,0.126,0,7,12,0,8,1,13184,342569,0,34,316156,3141,184664,22176,0.110,1.180,2.370,0,0,0,0,0,56,874,54,820,0,655360,0,0,6
0,898,2435,2.642,1.258,96.101,0,0,7,12,0,9,1,13184,342576,0,0,316156,3141,184543,22176,0.110,1.180,2.370,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1014,2483,3.019,1.132,95.723,0.126,0,7,12,0,8,1,13216,342599,0,42,316156,3141,185076,22176,0.110,1.180,2.370,0,0,0,0,0,56,874,54,820,0,1449984,0,0,6
0,961,2839,1.993,1.868,96.015,0.125,0,7,12,0,8,1,13248,342644,0,0,316156,3141,188015,22176,0.110,1.180,2.370,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1123,2576,5.368,1.373,93.258,0,0,7,12,0,8,1,13248,342644,0,0,316156,3141,187701,22176,0.110,1.180,2.370,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1401,3436,6.383,1.627,91.865,0.125,0,7,12,0,8,1,13248,342646,0,0,316156,3141,187203,22176,0.100,1.160,2.360,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1445,4063,7.509,2.503,89.862,0.125,0,7,11,1,8,2,13248,342646,0,20,316156,3141,187204,22176,0.100,1.160,2.360,0,0,0,0,0,56,874,54,820,0,409600,0,0,6
0,1498,4937,7.807,2.354,89.839,0,0,7,12,0,9,1,13248,342655,0,0,316156,3141,187113,22176,0.100,1.160,2.360,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1764,5869,7.035,2.638,90.201,0.126,0,7,12,0,9,1,13248,342656,0,44,316156,3141,187020,22176,0.100,1.160,2.360,0,0,0,0,0,56,874,54,820,0,3784704,0,0,6
0,1053,2339,4.040,1.515,94.318,0.126,0,7,12,0,9,1,13248,342677,0,0,316156,3141,187430,22176,0.100,1.160,2.360,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1446,3497,4.030,1.637,94.332,0,0,7,12,0,9,1,13248,342682,0,0,316156,3141,187313,22176,0.100,1.140,2.350,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1277,3159,5.764,2.381,91.729,0.125,0,7,12,0,9,1,13248,342730,0,0,316156,3141,181715,22176,0.100,1.140,2.350,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1395,4385,5.283,2.013,92.075,0.629,0,7,12,0,8,1,13248,342730,0,40,316156,3141,181468,22176,0.100,1.140,2.350,0,0,0,0,0,56,874,54,820,0,638976,0,0,6
0,1892,5833,9.601,3.491,86.908,0,0,7,12,0,8,1,13248,342730,0,54,316156,3141,181788,22176,0.100,1.140,2.350,0,0,0,0,0,56,874,54,820,0,3235840,0,0,6
0,1124,15607,2.525,1.263,96.086,0.126,0,7,12,0,7,1,13248,342677,0,0,316156,3141,189230,22176,0.100,1.140,2.350,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1070,5816,3.491,1.372,95.012,0.125,0,7,12,0,7,1,13248,342680,0,0,316156,3141,189236,22176,0.090,1.120,2.340,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1345,3488,7.528,1.380,91.092,0,0,7,12,0,7,1,13248,342702,0,0,316156,3141,189050,22176,0.090,1.120,2.340,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1612,5380,7.421,2.138,90.314,0.126,0,7,12,0,7,1,13248,342710,0,0,316156,3141,192464,22176,0.090,1.120,2.340,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1675,5808,6.391,2.632,90.602,0.376,0,7,12,0,7,1,13248,342754,0,436,316156,3141,191409,22176,0.090,1.120,2.340,0,0,0,0,0,56,874,54,820,0,4014080,0,0,6
0,1717,4613,6.658,2.387,90.829,0.126,0,7,12,0,8,1,13248,342755,0,0,316156,3141,191264,22176,0.090,1.120,2.340,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,832,1396,2.387,1.005,96.608,0,0,7,10,0,8,2,13248,342754,0,0,316156,3141,191281,22176,0.080,1.100,2.320,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1010,4569,2.396,2.018,95.460,0.126,0,7,10,0,8,2,13248,342757,0,0,316156,3141,191164,22176,0.080,1.100,2.320,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,990,2626,2.753,1.877,95.369,0,0,7,10,0,8,2,13248,342762,0,0,316156,3141,191232,22176,0.080,1.100,2.320,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1023,3015,3.266,1.508,94.472,0.754,0,7,10,0,8,2,13248,342785,0,92,316156,3141,191377,22176,0.080,1.100,2.320,0,0,0,0,0,56,874,54,820,0,4014080,0,0,6
0,701,1237,1.752,0.751,97.497,0,0,7,10,0,7,2,13216,342790,0,0,316156,3141,191261,22176,0.080,1.100,2.320,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,742,1222,2.253,1.001,96.621,0.125,0,7,10,0,7,2,13216,342790,0,0,316156,3141,191201,22176,0.070,1.090,2.310,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,882,1733,2.645,1.134,96.096,0.126,0,7,10,0,7,2,13216,342836,0,0,316156,3141,186327,22176,0.070,1.090,2.310,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,875,2328,1.633,1.382,96.985,0,0,7,10,0,7,2,13216,342823,0,0,316156,3141,188682,22176,0.070,1.090,2.310,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1009,2741,1.633,1.382,96.357,0.628,0,7,10,0,7,2,13216,341715,0,392,316156,3141,190588,22176,0.070,1.090,2.310,0,0,0,0,0,56,874,54,820,0,4890624,0,0,6
0,624,1180,2.635,1.255,95.985,0.125,0,7,10,0,7,2,13216,341715,0,30,316156,3141,190554,22176,0.070,1.090,2.310,0,0,0,0,0,56,874,54,820,0,2048000,0,0,6
0,971,2453,3.405,1.135,95.334,0.126,0,7,10,0,8,2,13216,341750,0,0,316156,3141,190113,22176,0.070,1.070,2.300,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,623,1128,1.509,0.377,98.113,0,0,7,10,0,8,2,13216,341756,0,0,316156,3141,189861,22176,0.070,1.070,2.300,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,954,2484,1.765,1.009,97.100,0.126,0,7,10,0,8,2,13216,341753,0,0,316156,3141,189810,22176,0.070,1.070,2.300,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,927,2879,2.996,1.748,95.131,0.125,0,7,10,0,8,2,13216,341713,0,36,316156,3141,187697,22176,0.070,1.070,2.300,0,0,0,0,0,56,874,54,820,0,3391488,0,0,6
0,696,1308,2.136,0.879,96.985,0,0,7,10,0,8,2,13216,341715,0,0,316156,3141,187401,22176,0.070,1.070,2.300,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,806,1626,2.013,0.881,96.855,0.252,0,7,10,0,7,2,13216,341715,0,40,316156,3141,187285,22176,0.060,1.050,2.290,0,0,0,0,0,56,874,54,820,0,753664,0,0,6
0,571,1033,1.261,0.757,97.982,0,0,7,10,0,7,2,13216,341713,0,0,316156,3141,187683,22176,0.060,1.050,2.290,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,895,2734,2.767,1.258,95.849,0.126,0,7,10,0,7,2,13216,341747,0,0,316156,3141,190519,22176,0.060,1.050,2.290,0,0,0,0,0,56,876,54,822,0,0,0,0,6
0,1296,5812,2.267,2.141,95.466,0.126,0,7,10,0,7,2,13184,341722,0,24,316156,3141,191113,22176,0.060,1.050,2.290,0,0,0,0,0,56,874,54,820,0,499712,0,0,6
0,1001,7730,3.129,1.502,95.369,0,0,7,10,0,7,2,13184,341723,0,0,316156,3141,190993,22176,0.060,1.050,2.290,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,710,1268,1.631,0.753,97.491,0.125,0,7,10,0,7,2,13184,341724,0,0,316156,3141,190621,22176,0.060,1.030,2.270,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,982,2689,3.270,1.006,95.597,0.126,0,7,10,0,8,2,13184,341769,0,18,316156,3141,189431,22176,0.060,1.030,2.270,0,0,0,0,0,56,874,54,820,0,622592,0,0,6
0,981,2622,1.639,1.261,97.100,0,0,7,10,0,8,2,13184,341768,0,0,316156,3141,189514,22176,0.060,1.030,2.270,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,748,2409,1.629,1.003,97.118,0.251,0,7,10,0,8,2,13184,341765,6,64,316156,3141,189126,22176,0.060,1.030,2.270,0,0,0,0,0,56,874,54,820,24576,3244032,0,0,6
0,832,1547,3.279,1.387,95.334,0,0,7,10,0,8,2,13184,341788,0,0,316156,3141,188569,22176,0.060,1.030,2.270,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,706,1256,2.764,0.628,96.482,0.126,0,7,10,0,7,2,13184,341803,0,0,316156,3141,188569,22176,0.050,1.010,2.260,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,863,2212,1.387,1.009,97.604,0,0,7,12,0,7,1,13184,341804,0,0,316156,3141,188575,22176,0.050,1.010,2.260,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,854,2490,2.138,0.881,96.730,0.252,0,7,12,0,7,1,13184,341803,0,40,316156,3141,188457,22176,0.050,1.010,2.260,0,0,0,0,0,56,874,54,820,0,475136,0,0,6
0,740,2067,2.138,1.509,96.352,0,0,7,12,0,7,1,13216,341855,0,0,316156,3141,182920,22176,0.050,1.010,2.260,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,916,2452,1.513,1.009,97.352,0.126,0,7,12,0,7,1,13216,341780,4,386,316156,3141,182642,22176,0.050,1.010,2.260,0,0,0,0,0,56,874,54,820,16384,6397952,0,0,6
0,739,1464,1.009,0.883,97.982,0.126,0,7,12,0,7,1,13216,341782,0,0,316156,3141,182582,22176,0.050,1,2.250,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,684,1330,2.625,0.875,96.375,0.125,0,7,12,0,7,1,13216,341803,0,0,316156,3141,182904,22176,0.050,1,2.250,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1379,22051,4.534,2.015,93.325,0.126,0,7,12,0,8,1,13184,341828,0,40,316156,3141,186518,22176,0.050,1,2.250,0,0,0,0,0,56,874,54,820,0,745472,0,0,6
0,628,1281,1.763,0.882,97.229,0.126,0,7,11,0,8,2,13184,341829,0,0,316156,3141,186333,22176,0.050,1,2.250,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,811,2517,1.261,1.135,97.604,0,0,7,11,0,8,2,13184,341830,2,82,316156,3141,186207,22176,0.050,1,2.250,0,0,0,0,0,56,874,54,820,8192,1802240,0,0,6
0,647,1220,1.255,0.878,97.742,0.125,0,7,11,0,8,2,13184,341829,0,0,316156,3141,186035,22176,0.040,0.980,2.240,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,908,1870,2.008,1.506,96.361,0.125,0,7,11,0,8,2,13184,341874,0,48,316156,3141,185308,22176,0.040,0.980,2.240,0,0,0,0,0,56,874,54,820,0,630784,0,0,6
0,803,2347,2.136,1.256,96.482,0.126,0,7,11,0,6,2,13184,341874,0,0,316156,3141,185196,22176,0.040,0.980,2.240,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,730,1525,2.897,1.008,96.096,0,0,7,11,0,6,2,13184,341898,0,0,316156,3141,185473,22176,0.040,0.980,2.240,0,0,0,0,0,56,874,54,820,0,0,0,0,6
0,1138,2807,4.282,1.259,94.332,0.126,0,7,11,1,6,2,13184,341923,0,30,316156,3141,185788,22176,0.040,0.980,2.240,0,0,0,0,0,56,876,54,822,0,2080768,0,0,6
0,1513,2722,2.036,1.145,96.819,0,0,7,11,1,6,2,13184,341934,0,0,316156,3141,185480,22176,0.040,0.960,2.220,0,0,0,0,0,56,876,54,822,0,0,0,0,6
0,1528,2693,2.658,1.392,95.823,0.127,0,7,11,1,5,2,13184,341933,0,0,316156,3141,185484,22176,0.040,0.960,2.220,0,0,0,0,0,56,876,54,822,0,0,0,0,6
0,1884,4142,3.030,1.768,95.076,0.126,0,7,11,1,5,2,13184,341926,0,38,316156,3141,185179,22176,0.040,0.960,2.220,0,0,0,0,0,56,876,54,822,0,417792,0,0,6
0,2239,5943,5.190,2.152,92.532,0.127,0,7,13,1,7,1,13184,341974,0,0,316156,3141,187334,22176,0.040,0.960,2.220,0,0,0,0,0,56,876,54,822,0,0,0,0,6
0,1871,4302,2.675,1.401,95.924,0,0,7,13,1,7,1,13184,341968,0,284,316156,3141,186859,22176,0.040,0.960,2.220,0,0,0,0,0,56,876,54,822,0,4538368,0,0,6
0,1742,3115,2.655,1.391,95.828,0.126,0,7,13,1,7,1,13184,341992,0,0,316156,3141,188493,22176,0.040,0.950,2.210,0,0,0,0,0,56,876,54,822,0,0,0,0,6
0,1568,2915,3.266,1.508,95.226,0,0,7,13,1,7,1,13184,341996,0,0,316156,3141,188128,22176,0.040,0.950,2.210,0,0,0,0,0,56,876,54,822,0,0,0,0,6
