"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/int_raw_aio_net_cpu.csv --int --raw --aio --net --cpu 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"interrupts",,,"raw","async","net/total",,"total cpu usage",,,,
0,148,0,0,0,5880,6992,9.340,3.238,87.173,0.249,0
0,114,0,0,0,5750,6968,7.980,3.741,88.279,0,0
0,145,0,0,0,22199,12778,9.262,2.628,87.985,0.125,0
0,120,0,0,0,6796,7334,7.990,3.121,88.889,0,0
0,119,0,0,0,5750,6968,8.176,2.767,88.931,0.126,0
0,117,0,0,0,5860,7186,8.302,3.648,87.925,0.126,0
0,147,0,0,0,5917,7037,8.897,3.383,87.594,0.125,0
0,154,0,0,0,14192,18073,8.575,2.522,88.903,0,0
0,117,0,0,0,6029,7587,8.050,3.019,88.805,0.126,0
0,117,0,0,0,5790,7248,8.020,3.008,88.847,0.125,0
0,116,0,0,0,5990,6912,8.166,4.523,86.809,0.503,0
0,122,0,0,0,5750,7242,9.011,3.129,87.610,0.250,0
0,163,0,0,0,6884,8243,8.575,2.648,88.777,0,0
0,161,0,0,0,24638,14509,8.156,3.011,88.708,0.125,0
0,114,0,0,0,5750,7350,7.838,2.276,89.886,0,0
0,117,0,0,0,5860,7044,7.692,3.026,89.029,0.252,0
0,115,0,0,0,5880,6850,9.011,3.129,87.484,0.375,0
0,115,0,0,0,5750,6850,7.421,2.767,89.686,0.126,0
0,144,0,0,0,6139,7644,8.166,2.638,89.196,0,0
0,121,0,0,0,6129,7650,7.683,2.645,89.547,0.126,0
0,117,0,0,0,5860,7044,8.209,3.980,87.811,0,0
0,118,0,0,0,5917,7155,7.990,3.496,88.265,0.250,0
0,117,0,0,0,5750,6992,8.805,2.264,88.679,0.252,0
0,134,0,0,0,7873,10548,8.511,3.504,87.860,0.125,0
0,156,0,0,0,21678,9587,8.679,2.390,88.931,0,0
0,129,0,0,0,7471,14080,8.931,2.767,88.176,0.126,0
0,116,0,0,0,5930,7044,6.784,3.894,89.322,0,0
0,122,0,0,0,6084,7087,7.865,2.871,88.889,0.375,0
0,119,0,0,0,6139,7644,7.769,2.882,89.348,0,0
0,122,0,0,0,9690,10002,8.354,3.242,88.279,0.125,0
0,140,0,0,0,5750,7208,10.349,3.367,86.035,0.249,0
0,118,0,0,0,5990,7044,7.925,3.270,88.805,0,0
0,116,0,0,0,6146,7296,8.344,2.989,88.543,0.125,0
0,145,0,0,0,37499,13150,8.564,2.897,88.539,0,0
0,144,0,0,0,22295,12938,8.460,2.778,88.510,0.253,0
0,122,0,0,0,6793,7821,7.585,2.908,89.128,0.379,0
0,150,0,0,0,6628,7974,8.417,4.020,87.437,0.126,0
0,150,0,0,0,12357,96602,9.034,3.137,87.829,0,0
0,125,0,0,0,6425,8225,7.818,2.900,89.155,0.126,0
0,124,0,0,0,5946,8329,8.783,2.635,88.457,0.125,0
0,115,0,0,0,5880,7774,7.614,2.919,89.086,0.381,0
0,114,0,0,0,5750,7995,8.663,4.084,87.129,0.124,0
0,156,0,0,0,5860,7186,8.217,2.149,89.633,0,0
0,117,0,0,0,5917,7037,8.354,2.743,88.778,0.125,0
0,119,0,0,0,5860,7162,8.035,3.956,87.763,0.247,0
0,140,0,0,0,23141,12710,9.434,3.019,87.421,0.126,0
0,113,0,0,0,5824,7208,8.657,3.262,88.080,0,0
0,121,0,0,0,6725,7373,8.407,2.760,88.708,0.125,0
0,147,0,0,0,6029,7332,7.722,2.658,89.494,0.127,0
0,121,0,0,0,5962,7223,8.010,2.879,89.111,0,0
0,117,0,0,0,5990,7186,8.010,3.129,88.611,0.250,0
0,117,0,0,0,5750,7208,6.844,3.169,89.987,0,0
0,129,0,0,0,7964,10172,8.794,1.759,89.447,0,0
0,113,0,0,0,5917,7155,7.875,2.875,89.125,0.125,0
0,155,0,0,0,5750,6987,6.792,3.145,89.937,0.126,0
0,144,0,0,0,11364,21109,9.577,3.109,87.065,0.249,0
0,134,0,0,0,21722,9598,7.885,3.880,88.110,0.125,0
0,119,0,0,0,5917,7160,7.925,2.767,89.308,0,0
0,120,0,0,0,6311,7738,7.970,3.861,88.045,0.125,0
0,116,0,0,0,5750,6850,9.340,2.366,88.169,0.125,0
0,152,0,0,0,5860,7044,7.970,3.238,88.792,0,0
0,113,0,0,0,5880,6850,7.188,4.540,88.146,0.126,0
0,119,0,0,0,5856,6850,8.060,2.771,89.043,0.126,0
0,122,0,0,0,6178,7162,8.135,3.129,88.611,0.125,0
0,118,0,0,0,5750,6992,6.633,2.679,90.689,0,0
0,114,0,0,0,5750,6850,8.135,3.004,88.736,0.125,0
0,169,0,0,0,22239,12778,9.422,2.764,87.688,0.126,0
0,121,0,0,0,6793,7345,7.412,3.392,89.196,0,0
0,130,0,0,0,7851,11345,9.227,4.863,85.786,0.125,0
0,118,0,0,0,7913,6921,8.281,3.011,88.582,0.125,0
0,114,0,0,0,5750,7124,8.500,3,88.375,0.125,0
0,117,0,0,0,5860,6907,8.375,3.125,88.375,0.125,0
0,162,0,0,0,6443,7483,8.511,3.379,88.110,0,0
0,115,0,0,0,5750,6850,7.673,3.145,89.057,0.126,0
0,115,0,0,0,5860,7186,8.020,2.882,89.098,0,0
0,112,0,0,0,5750,6850,8.761,3.254,87.860,0.125,0
0,118,0,0,0,5990,7162,8.271,2.882,88.722,0.125,0
0,135,0,0,0,23013,12710,8.636,3.129,88.235,0,0
0,138,0,0,0,6029,7832,7.779,2.886,89.210,0.125,0
0,121,0,0,0,6076,7193,8.145,2.757,88.972,0.125,0
0,118,0,0,0,5876,6956,8.944,3.106,87.950,0,0
0,116,0,0,0,5750,6968,7.635,4.255,87.985,0.125,0
0,118,0,0,0,5860,7181,7.779,3.262,88.959,0,0
0,119,0,0,0,6104,7257,7.241,3.995,88.639,0.125,0
0,147,0,0,0,6153,7474,9.080,3.358,87.562,0,0
0,129,0,0,0,7763,13961,8.953,2.270,88.651,0.126,0
0,117,0,0,0,5820,6850,8.240,3.620,88.140,0,0
0,143,0,0,0,9808,13592,9.114,3.246,87.516,0.125,0
0,134,0,0,0,22393,10080,8.540,3.713,87.500,0.248,0
0,116,0,0,0,6496,9968,8.978,2.743,88.155,0.125,0
0,154,0,0,0,16732,9029,8.614,3.246,88.140,0,0
0,126,0,0,0,8771,9489,14.375,3.250,82.250,0.125,0
0,123,0,0,0,7496,9457,8.794,2.889,88.317,0,0
0,129,0,0,0,7369,11458,8.842,3.611,86.800,0.747,0
0,131,0,0,0,35712,9182,8.886,2.753,88.235,0.125,0
0,133,0,0,0,12948,10767,8.365,3.496,88.015,0.125,0
0,161,0,0,0,7634,7435,8.489,3.870,87.640,0,0
0,121,0,0,0,5860,7044,8.438,2.897,88.539,0.126,0
0,140,0,0,0,22074,12818,8.479,2.743,88.529,0.249,0
0,121,0,0,0,7223,7967,8.312,2.771,88.917,0,0
0,114,0,0,0,5860,7044,8.739,2.622,88.514,0.125,0
0,138,0,0,0,9847,93887,8.966,3.362,87.671,0,0
0,157,0,0,0,5880,6992,7.915,3.392,88.568,0.126,0
0,121,0,0,0,6032,7256,7.935,2.267,89.673,0.126,0
0,111,0,0,0,5750,6968,7.440,2.522,90.038,0,0
0,120,0,0,0,6157,7589,7.206,2.528,90.139,0.126,0
0,114,0,0,0,5750,6850,9.011,4.005,86.984,0,0
0,116,0,0,0,5917,7037,7.915,3.392,88.568,0.126,0
0,156,0,0,0,6879,7588,9.500,2.250,88.125,0.125,0
0,141,0,0,0,22931,12892,9.875,2.125,87.875,0.125,0
0,124,0,0,0,6092,7463,7.915,3.141,88.945,0,0
0,121,0,0,0,5934,7162,7.323,3.030,89.520,0.126,0
0,120,0,0,0,6252,7296,8.333,3.856,87.687,0.124,0
0,126,0,0,0,6752,7290,8.291,2.638,89.070,0,0
0,147,0,0,0,5750,6973,8.489,2.996,88.390,0.125,0
0,137,0,0,0,9194,20894,8.407,3.137,88.331,0.125,0
0,114,0,0,0,5860,7044,8.040,2.638,89.196,0.126,0
0,145,0,0,0,14216,17967,8.095,3.487,88.418,0,0
0,119,0,0,0,6029,7332,7.547,3.019,86.667,2.767,0
0,130,0,0,0,7276,10683,9.011,2.503,88.486,0,0
0,160,0,0,0,21812,9518,8.197,2.144,89.533,0.126,0
0,116,0,0,0,5860,7402,8.217,2.781,88.748,0.253,0
0,118,0,0,0,5750,6850,7.234,3.173,88.832,0.761,0
0,114,0,0,0,5750,6850,7.440,3.405,88.651,0.504,0
0,122,0,0,0,5990,7044,7.305,3.149,89.421,0.126,0
0,113,0,0,0,5750,6850,8.291,2.889,88.693,0.126,0
0,157,0,0,0,5750,7468,8.020,2.882,89.098,0,0
0,119,0,0,0,6027,7368,7.809,2.897,89.169,0.126,0
0,129,0,0,0,8467,11129,9.068,2.857,87.950,0.124,0
0,121,0,0,0,6116,7190,8.931,2.767,88.302,0,0
0,140,0,0,0,21976,12753,9.738,3.246,86.891,0.125,0
0,119,0,0,0,6745,7500,7.268,3.258,89.348,0.125,0
0,154,0,0,0,6256,7495,8.853,3.741,87.282,0.125,0
0,119,0,0,0,5880,6968,8.532,2.760,88.331,0.376,0
0,117,0,0,0,5824,6850,7.206,3.161,89.633,0,0
0,119,0,0,0,5860,7186,7.885,3.630,88.360,0.125,0
0,117,0,0,0,5750,7208,8.864,3.246,87.890,0,0
0,114,0,0,0,6133,7231,7.789,3.266,88.819,0.126,0
0,152,0,0,0,6477,7332,8.375,3,88.250,0.375,0
0,118,0,0,0,5750,7110,6.953,3.161,89.760,0.126,0
0,123,0,0,0,6072,7299,8.115,3.496,88.390,0,0
0,136,0,0,0,22931,13205,9.577,3.483,86.816,0.124,0
0,110,0,0,0,5750,6850,8.030,3.262,88.708,0,0
0,119,0,0,0,6084,7235,9.418,3.841,86.369,0.372,0
0,159,0,0,0,5790,6831,7.925,2.516,89.560,0,0
0,129,0,0,0,7645,13779,8.302,2.642,88.931,0.126,0
0,119,0,0,0,5820,6987,8.333,2.612,88.930,0.124,0
0,120,0,0,0,5917,7400,6.991,4.494,88.514,0,0
0,132,0,0,0,7371,8742,8.075,2.981,88.820,0.124,0
0,114,0,0,0,5750,6850,8,3,88.750,0.250,0
0,153,0,0,0,5750,6968,7.818,3.153,88.903,0.126,0
0,123,0,0,0,7109,10236,8.679,2.642,88.553,0.126,0
0,130,0,0,0,22288,10504,7.296,4.025,88.679,0,0
0,119,0,0,0,5860,7044,7.519,2.506,89.975,0,0
0,143,0,0,0,22262,12751,8.217,2.908,88.748,0.126,0
0,116,0,0,0,15955,7260,7.702,3.914,87.500,0.884,0
0,160,0,0,0,14759,7466,8.481,2.658,88.861,0,0
0,119,0,0,0,5878,7419,9.305,3.350,87.221,0.124,0
0,114,0,0,0,6029,8119,8.690,2.645,88.539,0.126,0
0,122,0,0,0,6628,9016,8.561,2.854,88.462,0.124,0
0,137,0,0,0,10230,12499,8.438,2.519,89.043,0,0
0,122,0,0,0,6344,8551,7.143,3.133,89.599,0.125,0
0,181,0,0,0,22379,12906,8.842,3.362,87.671,0.125,0
0,146,0,0,0,11834,94330,7.779,3.513,88.331,0.376,0
0,116,0,0,0,5860,7162,8.207,2.652,89.141,0,0
0,115,0,0,0,5750,6850,8.176,2.767,88.931,0.126,0
0,115,0,0,0,5750,6850,8.772,2.632,88.596,0,0
0,120,0,0,0,6027,7373,8.783,3.011,87.955,0.251,0
0,149,0,0,0,6159,7690,8.354,3.242,88.155,0.249,0
0,119,0,0,0,6558,7162,7.538,2.764,89.573,0.126,0
0,111,0,0,0,5272,7105,6.936,3.531,89.533,0,0
0,69,0,0,0,0,6850,7.481,3.491,88.903,0.125,0
0,70,0,0,0,396,7490,7.846,3.611,88.418,0.125,0
0,99,0,0,0,17221,15367,9.102,2.868,88.030,0,0
0,107,0,0,0,86,10178,8.842,2.491,88.543,0.125,0
0,98,0,0,0,3666,20687,8.260,3.254,88.235,0.250,0
0,75,0,0,0,0,10228,8.302,3.222,88.352,0.124,0
0,51,0,0,0,0,5844,7.940,3.722,88.213,0.124,0
0,35,0,0,0,279,3944,8.468,2.740,88.792,0,0
0,32,0,0,0,0,3104,6.884,2.503,90.488,0.125,0
0,64,0,0,0,167,3291,6.784,2.387,90.829,0,0
0,61,0,0,0,17790,11326,10.902,3.509,85.464,0.125,0
0,188,0,0,0,82543,36077,12.144,3.470,84.387,0,0
0,136,0,0,0,8960,17272,14.975,3.589,81.312,0.124,0
0,156,0,0,0,30242,11868,9.535,3.790,86.675,0,0
0,117,0,0,0,6184,8162,9.670,3.550,86.291,0.490,0
0,153,0,0,0,15268,9187,11.449,2.923,85.627,0,0
0,133,0,0,0,9594,10882,10.172,3.922,85.784,0.123,0
0,142,0,0,0,9042,13012,10.488,3.780,85.610,0.122,0
0,123,0,0,0,8290,8720,9.670,3.305,87.026,0,0
0,127,0,0,0,7744,9615,10.341,3.650,85.766,0.243,0
0,122,0,0,0,6744,8124,9.282,3.837,86.757,0.124,0
0,175,0,0,0,6649,8368,10.085,4.739,85.176,0,0
0,139,0,0,0,10138,14777,11.383,3.182,85.312,0.122,0
0,140,0,0,0,21924,12780,10.798,3.313,85.767,0.123,0
