"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/raw_fs_page_time_sys_proc_zones.csv --raw --fs --page --time --sys --proc --zones 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"raw","filesystem",,"paging",,"system","system",,"procs",,,"zones memory",,,
0,14016,181627,0,0,23-03 14:09:34,2385,5636,3,0,0,159767,3141,513900,22688
0,13984,181625,0,0,23-03 14:09:35,2533,6921,0,0,8,159767,3141,515340,22688
0,14016,181636,0,0,23-03 14:09:36,2620,6875,2,0,8,159767,3141,515253,22688
0,14016,181637,0,0,23-03 14:09:37,2424,5732,1,0,1,159767,3141,514642,22688
0,13984,181636,0,0,23-03 14:09:38,2617,5791,0,0,0,159767,3141,514484,22688
0,13984,181635,0,0,23-03 14:09:39,2428,5564,0,0,0,159767,3141,514522,22688
0,14016,181609,0,0,23-03 14:09:40,2675,7810,3,0,8,159767,3141,514514,22688
0,14016,181610,0,0,23-03 14:09:41,2581,6922,4,0,8,159767,3141,514403,22688
0,14048,181610,0,0,23-03 14:09:42,2483,5706,0,0,0,159767,3141,514179,22688
0,14048,181621,0,0,23-03 14:09:43,2560,6002,0,0,0,159767,3141,514774,22688
0,14016,181621,0,0,23-03 14:09:44,2479,5658,0,0,0,159767,3141,514629,22688
0,14016,181619,0,0,23-03 14:09:45,2716,6872,1,0,8,159767,3141,514514,22688
0,14016,181621,0,0,23-03 14:09:46,2645,7241,2,0,8,159767,3141,514514,22688
0,14016,181621,0,0,23-03 14:09:47,2429,5957,0,0,0,159767,3141,514434,22688
0,14048,181633,0,0,23-03 14:09:48,2873,7071,0,0,0,159767,3141,515196,22688
0,14048,181585,0,0,23-03 14:09:49,2458,5822,2,0,1,159767,3141,515155,22688
0,14016,181594,0,0,23-03 14:09:50,2719,6945,1,0,8,159767,3141,515012,22688
0,14016,181595,0,0,23-03 14:09:51,2639,7174,3,0,8,159767,3141,509201,22688
0,13984,181596,0,0,23-03 14:09:52,2569,6459,4,0,0,159767,3141,509157,22688
0,13952,181595,0,0,23-03 14:09:53,2455,5661,2,0,0,159767,3141,515227,22688
0,13952,181595,0,0,23-03 14:09:54,2444,5553,4,0,0,159767,3141,515059,22688
0,13984,180448,0,0,23-03 14:09:55,2574,6935,0,0,8,159767,3141,517823,22688
0,13984,180448,0,0,23-03 14:09:56,2591,6868,2,0,8,159767,3141,518222,22688
0,13984,180459,0,0,23-03 14:09:57,2618,6453,2,0,0,159767,3141,518058,22688
0,14016,180458,0,0,23-03 14:09:58,2549,5984,1,0,0,159767,3141,517958,22688
0,13984,180458,0,0,23-03 14:09:59,2472,5713,1,0,0,159767,3141,517860,22688
0,13984,180457,0,0,23-03 14:10:00,2568,6951,0,0,8,159767,3141,517773,22688
0,13952,180399,0,0,23-03 14:10:01,2487,6816,4,0,8,159767,3141,517728,22688
0,13984,180401,0,0,23-03 14:10:02,2678,8598,0,0,9,159767,3141,517566,22688
0,13984,181434,0,0,23-03 14:10:03,5217,41172,1,0,0,159767,3141,524603,22688
0,14016,181457,0,0,23-03 14:10:04,2480,6333,4,0,0,159767,3141,524064,22688
0,14016,181454,0,0,23-03 14:10:05,2532,6897,1,0,8,159767,3141,523703,22688
0,14016,181456,0,0,23-03 14:10:06,2613,6959,0,0,8,159767,3141,523424,22688
0,14016,181456,0,0,23-03 14:10:07,2370,5569,0,0,0,159767,3141,523179,22688
0,14016,181454,0,0,23-03 14:10:08,2425,5550,1,0,0,159767,3141,523011,22688
0,13984,181452,0,0,23-03 14:10:09,2522,5848,2,0,0,159767,3141,522773,22688
0,13984,181426,0,0,23-03 14:10:10,2606,6896,3,0,8,159767,3141,522605,22688
0,13984,181439,0,0,23-03 14:10:11,2667,6974,0,0,8,159767,3141,522507,22688
0,13952,181440,0,0,23-03 14:10:12,2674,5838,2,0,0,159767,3141,521642,22688
0,13952,181440,0,0,23-03 14:10:13,2560,6689,0,0,0,159767,3141,522512,22688
0,13952,181438,0,0,23-03 14:10:14,2683,6096,2,0,1,159767,3141,517444,22688
0,13920,181437,0,0,23-03 14:10:15,2483,6798,0,0,8,159767,3141,517273,22688
0,13952,181438,0,0,23-03 14:10:16,2477,6937,0,0,8,159767,3141,517052,22688
0,13952,181438,0,0,23-03 14:10:17,2418,5517,2,0,0,159767,3141,520818,22688
0,13984,181412,0,0,23-03 14:10:18,2540,5683,1,0,0,159767,3141,521053,22688
0,13984,181411,0,0,23-03 14:10:19,2783,6818,0,0,0,159767,3141,520489,22688
0,13984,181411,0,0,23-03 14:10:20,3000,6934,0,0,8,159767,3141,520447,22688
0,14016,181412,0,0,23-03 14:10:21,2702,7272,1,0,8,159767,3141,514801,22688
0,14016,181412,0,0,23-03 14:10:22,2482,5562,0,0,0,159767,3141,514569,22688
0,13984,181413,0,0,23-03 14:10:23,2585,5641,2,0,0,159767,3141,514221,22688
0,14016,181413,0,0,23-03 14:10:24,2619,6574,3,0,0,159767,3141,514112,22688
0,14016,181390,0,0,23-03 14:10:25,2514,6193,1,0,4,159767,3141,519698,22688
0,14048,181386,0,0,23-03 14:10:26,2639,7548,2,0,13,159767,3141,519468,22688
0,14016,181386,0,0,23-03 14:10:27,2445,5685,2,0,0,159767,3141,519431,22688
0,14016,181385,0,0,23-03 14:10:28,2633,5946,2,0,0,159767,3141,520477,22688
0,13856,181156,81920,0,23-03 14:10:29,2995,6986,0,0,3,168979,3141,525935,22688
0,13856,181156,0,0,23-03 14:10:30,2533,5929,0,0,0,169007,3141,525086,22688
0,13824,180028,0,0,23-03 14:10:31,2750,8952,0,0,16,169007,3141,526848,22688
0,13856,180038,0,0,23-03 14:10:32,2561,5873,1,0,0,169007,3141,526429,22688
0,13856,180002,0,0,23-03 14:10:33,2435,5552,0,0,0,169007,3141,526728,22688
0,13792,180002,0,0,23-03 14:10:34,2614,6599,0,0,0,169007,3141,526612,22688
0,13792,180003,0,0,23-03 14:10:35,2482,5732,1,0,0,169007,3141,528722,22688
0,13824,180003,0,0,23-03 14:10:36,2750,8115,2,0,16,169007,3141,529637,22688
0,13856,179951,0,0,23-03 14:10:37,2336,5607,1,0,0,169007,3141,530070,22688
0,13856,179951,0,0,23-03 14:10:38,2487,5836,1,0,1,169007,3141,530003,22688
0,13824,179971,0,0,23-03 14:10:39,2643,6590,5,0,0,169007,3141,530164,22688
0,13824,179945,0,0,23-03 14:10:40,2532,6001,0,0,0,169007,3141,530479,22688
0,13824,181018,0,0,23-03 14:10:41,3855,37464,2,0,16,169007,3141,532418,22688
0,13824,181016,0,0,23-03 14:10:42,2532,5645,4,0,0,169007,3141,532181,22688
0,13856,181016,0,0,23-03 14:10:43,2526,5703,0,0,0,169007,3141,532013,22688
0,13824,181017,0,0,23-03 14:10:44,2595,6484,0,0,0,169007,3141,531957,22688
0,13824,181016,0,0,23-03 14:10:45,2732,6911,0,0,0,169007,3141,525755,22688
0,13888,181027,0,0,23-03 14:10:46,2773,8271,1,0,16,169007,3141,524699,22688
0,13856,181026,0,0,23-03 14:10:47,2586,5552,0,0,0,169007,3141,524412,22688
0,13856,180999,0,0,23-03 14:10:48,2455,5598,0,0,0,169007,3141,529161,22688
0,13856,181082,0,0,23-03 14:10:49,2981,7952,1,0,18,169007,3141,524253,22688
0,13824,181080,0,0,23-03 14:10:50,3292,9914,0,0,0,169007,3141,524763,22688
0,13856,181074,0,0,23-03 14:10:51,2887,8160,1,0,16,169007,3141,519879,22688
0,13824,181066,0,0,23-03 14:10:52,2492,5788,2,0,1,169007,3141,520564,22688
0,13824,181082,0,0,23-03 14:10:53,2476,5534,0,0,0,169007,3141,520359,22688
0,13824,181071,0,0,23-03 14:10:54,2522,5618,1,0,0,169007,3141,527710,22688
0,13824,181026,0,0,23-03 14:10:55,2590,5769,0,0,0,169007,3141,527480,22688
0,13856,181185,0,0,23-03 14:10:56,3567,12259,0,0,45,169007,3141,535433,22688
0,13888,181187,0,0,23-03 14:10:57,2619,6853,1,0,8,169007,3141,534712,22688
0,13856,181189,0,0,23-03 14:10:58,2612,6669,1,0,0,169007,3141,534547,22688
0,13888,181189,0,0,23-03 14:10:59,2617,6085,1,0,0,169007,3141,533966,22688
0,13888,181200,0,0,23-03 14:11:00,2709,6086,0,0,0,169007,3141,532725,22688
0,13888,181199,0,0,23-03 14:11:01,2523,6732,1,0,8,169007,3141,532428,22688
0,13920,181210,0,0,23-03 14:11:02,2871,9476,0,0,16,169007,3141,531324,22688
0,13888,181170,0,0,23-03 14:11:03,2572,5743,1,0,1,169007,3141,554875,22688
0,13888,181106,0,0,23-03 14:11:04,2559,5895,1,0,0,169007,3141,554881,22688
0,13920,181106,0,0,23-03 14:11:05,2463,5596,2,0,0,169007,3141,554842,22688
0,13952,181103,0,0,23-03 14:11:06,2582,6900,2,0,8,169007,3141,554592,22688
0,13952,181109,0,0,23-03 14:11:07,2723,7895,0,0,8,169007,3141,555324,22688
0,13920,181109,0,0,23-03 14:11:08,2479,5549,2,0,0,169007,3141,555219,22688
0,13920,180000,0,0,23-03 14:11:09,2483,5707,0,0,0,169007,3141,557545,22688
0,13856,180001,0,0,23-03 14:11:10,2619,5744,1,0,0,169007,3141,557007,22688
0,13888,179895,0,0,23-03 14:11:11,2685,7724,0,0,8,169007,3141,561266,22688
0,13888,179817,0,0,23-03 14:11:12,2553,7016,1,0,8,169007,3141,567648,22688
0,13856,179816,0,0,23-03 14:11:13,2408,5566,1,0,0,169007,3141,567430,22688
0,13888,179836,0,0,23-03 14:11:14,2524,6051,0,0,0,169007,3141,567382,22688
0,13920,179838,0,0,23-03 14:11:15,2766,6857,0,0,1,169007,3141,566525,22688
0,13920,179838,0,0,23-03 14:11:16,2816,6979,2,0,8,169007,3141,566290,22688
0,13888,179837,0,0,23-03 14:11:17,2594,7634,3,0,8,169007,3141,566182,22688
0,14912,180867,0,0,23-03 14:11:18,3509,35790,2,0,0,169007,3141,537121,22688
0,13824,180819,0,0,23-03 14:11:19,2671,6611,0,0,1,169007,3141,552933,22688
0,13824,180819,0,0,23-03 14:11:20,2587,5830,0,0,0,169007,3141,552316,22688
0,13856,180828,0,0,23-03 14:11:21,2647,7263,2,0,8,169007,3141,544968,22688
0,13824,180827,0,0,23-03 14:11:22,2542,6694,2,0,8,169007,3141,544675,22688
0,13792,180827,0,0,23-03 14:11:23,2526,5607,1,0,0,169007,3141,544507,22688
0,13792,180826,0,0,23-03 14:11:24,2554,5714,3,0,0,169007,3141,552280,22688
0,13792,180789,0,0,23-03 14:11:25,2536,5619,2,0,0,169007,3141,551926,22688
0,13824,180797,0,0,23-03 14:11:26,2691,7212,2,0,8,169007,3141,552281,22688
0,13792,180797,0,0,23-03 14:11:27,2731,7088,0,0,9,169007,3141,552011,22688
0,13792,180807,0,0,23-03 14:11:28,2638,6462,0,0,0,169007,3141,553969,22688
0,13824,180807,0,0,23-03 14:11:29,2403,5622,4,0,0,169007,3141,553939,22688
0,13824,180808,0,0,23-03 14:11:30,2443,5674,4,0,0,169007,3141,553920,22688
0,13792,180807,0,0,23-03 14:11:31,2587,6832,4,0,8,169007,3141,553855,22688
0,13760,180807,0,0,23-03 14:11:32,2548,6932,3,0,8,169007,3141,553621,22688
0,13760,180772,0,0,23-03 14:11:33,2687,6194,3,0,0,169007,3141,553946,22688
0,13760,180771,0,0,23-03 14:11:34,2480,5819,2,0,0,169007,3141,553749,22688
0,13760,180782,0,0,23-03 14:11:35,2525,5623,1,0,0,169007,3141,553703,22688
0,13792,180782,0,0,23-03 14:11:36,4310,12655,3,0,8,169007,3141,552966,22688
0,13824,180783,0,0,23-03 14:11:37,2636,6996,2,0,8,169007,3141,552743,22688
0,13792,180785,0,0,23-03 14:11:38,2514,5752,1,0,0,169007,3141,552505,22688
0,13824,180723,0,0,23-03 14:11:39,2492,6509,0,0,0,169007,3141,552459,22688
0,13824,180723,0,0,23-03 14:11:40,2507,5821,0,0,1,169007,3141,552570,22688
0,13856,180686,0,0,23-03 14:11:41,2550,6746,8,0,8,169007,3141,553009,22688
0,13824,180695,0,0,23-03 14:11:42,2532,7018,0,0,8,169007,3141,568243,22688
0,13824,180695,0,0,23-03 14:11:43,2454,5610,0,0,0,169007,3141,568098,22688
0,13792,180696,0,0,23-03 14:11:44,2405,5629,2,0,0,169007,3141,567916,22688
0,13824,180697,0,0,23-03 14:11:45,2343,5555,0,0,0,169007,3141,567860,22688
0,13760,179586,0,0,23-03 14:11:46,2709,6911,0,0,8,169007,3141,569420,22688
0,13824,179585,0,0,23-03 14:11:47,2521,6803,1,0,8,169007,3141,569248,22688
0,13824,179549,0,0,23-03 14:11:48,2531,5591,0,0,0,169007,3141,569206,22688
0,13824,179548,0,0,23-03 14:11:49,2536,6823,2,0,0,169007,3141,569528,22688
0,13792,179569,0,0,23-03 14:11:50,2544,6175,1,0,0,169007,3141,569250,22688
0,13824,179567,0,0,23-03 14:11:51,2538,6972,0,0,8,169007,3141,563877,22688
0,13824,179565,0,0,23-03 14:11:52,2602,6829,1,0,9,169007,3141,563628,22688
0,13824,179566,0,0,23-03 14:11:53,2432,5591,0,0,0,169007,3141,563460,22688
0,13792,179566,0,0,23-03 14:11:54,2579,5575,0,0,0,169007,3141,563292,22688
0,13792,179542,0,0,23-03 14:11:55,2558,5958,0,0,0,169007,3141,568614,22688
0,13824,180616,0,0,23-03 14:11:56,3943,36701,1,0,4,169007,3141,531054,22688
0,13856,180620,0,0,23-03 14:11:57,2619,7433,0,0,12,169007,3141,530705,22688
0,13824,180620,0,0,23-03 14:11:58,2607,5613,2,0,0,169007,3141,530593,22688
0,13824,180621,0,0,23-03 14:11:59,2483,6465,0,0,0,169007,3141,530835,22688
0,13824,180623,0,0,23-03 14:12:00,2574,6584,1,0,0,169007,3141,530833,22688
0,13824,180622,0,0,23-03 14:12:01,2515,5718,3,0,0,169007,3141,530731,22688
0,13792,180620,0,0,23-03 14:12:02,2847,10489,0,0,24,169007,3141,530294,22688
0,13792,180629,0,0,23-03 14:12:03,2675,6131,0,0,0,169007,3141,532349,22688
0,13792,180606,0,0,23-03 14:12:04,2547,5985,3,0,1,169007,3141,531876,22688
0,13760,180607,0,0,23-03 14:12:05,2520,5600,2,0,0,169007,3141,531778,22688
0,13792,180606,0,0,23-03 14:12:06,2477,5718,1,0,0,169007,3141,531547,22688
0,13856,180607,0,0,23-03 14:12:07,2647,7970,2,0,16,169007,3141,531710,22688
0,13824,180607,0,0,23-03 14:12:08,2406,5638,0,0,0,169007,3141,531591,22688
0,13824,180603,0,0,23-03 14:12:09,2417,5535,0,0,0,169007,3141,531549,22688
0,13760,180559,0,0,23-03 14:12:10,2679,6134,4,0,2,169007,3141,531388,22688
0,13760,180579,0,0,23-03 14:12:11,2585,6533,1,0,0,169007,3141,531157,22688
0,13824,180578,0,0,23-03 14:12:12,2674,8154,0,0,16,169007,3141,531203,22688
0,13824,180578,0,0,23-03 14:12:13,2541,5794,0,0,0,169007,3141,531121,22688
0,13824,180517,0,0,23-03 14:12:14,2549,5580,0,0,0,169007,3141,531240,22688
0,13792,180518,0,0,23-03 14:12:15,2624,5591,1,0,0,169007,3141,531264,22688
0,13760,180517,0,0,23-03 14:12:16,2526,5694,0,0,1,169007,3141,531166,22688
0,13792,180517,0,0,23-03 14:12:17,2574,8049,0,0,16,169007,3141,537052,22688
0,13792,180527,0,0,23-03 14:12:18,2445,6072,1,0,0,169007,3141,541226,22688
0,13824,180497,0,0,23-03 14:12:19,2345,5703,1,0,0,169007,3141,541001,22688
0,13856,180493,0,0,23-03 14:12:20,2525,5698,1,0,0,169007,3141,540836,22688
0,13824,180492,0,0,23-03 14:12:21,2703,6961,0,0,0,169007,3141,534110,22688
0,13824,180491,0,0,23-03 14:12:22,2653,8009,1,0,16,169007,3141,533690,22688
0,13824,180481,0,0,23-03 14:12:23,2512,5652,1,0,0,169007,3141,539568,22688
0,13824,179325,0,0,23-03 14:12:24,2449,5700,0,0,0,169007,3141,550815,22688
0,13824,179355,0,0,23-03 14:12:25,2493,6185,0,0,0,169007,3141,550350,22688
0,13824,179363,0,0,23-03 14:12:26,2660,5581,0,0,0,169007,3141,554930,22688
0,13760,179368,0,0,23-03 14:12:27,3711,11826,2,0,12,169007,3141,556580,22688
0,13728,179364,0,0,23-03 14:12:28,2477,6201,0,0,4,169007,3141,562243,22688
0,13792,179364,0,0,23-03 14:12:29,2530,5588,1,0,1,169007,3141,562419,22688
0,13792,179365,0,0,23-03 14:12:30,2407,5632,0,0,0,169007,3141,562014,22688
0,13760,179364,0,0,23-03 14:12:31,2521,5648,1,0,0,169007,3141,561919,22688
0,13792,179374,0,0,23-03 14:12:32,2697,7800,1,0,8,169007,3141,570482,22688
0,13792,179373,0,0,23-03 14:12:33,2517,6735,5,0,8,169007,3141,570357,22688
0,13792,180398,0,0,23-03 14:12:34,3455,35587,1,0,0,169007,3141,535482,22688
0,13792,180398,0,0,23-03 14:12:35,2479,5976,1,0,0,169007,3141,535076,22688
0,13792,180398,0,0,23-03 14:12:36,2526,5684,0,0,0,169007,3141,534857,22688
0,13856,180397,0,0,23-03 14:12:37,2614,6945,0,0,8,169007,3141,534640,22688
0,13856,180397,0,0,23-03 14:12:38,2655,6719,3,0,8,169007,3141,534095,22688
0,13856,180408,0,0,23-03 14:12:39,2460,5608,2,0,0,169007,3141,535202,22688
0,13888,180372,0,0,23-03 14:12:40,2497,5720,1,0,0,169007,3141,535727,22688
0,13856,180381,0,0,23-03 14:12:41,2502,5691,1,0,1,169007,3141,535905,22688
0,13856,180382,0,0,23-03 14:12:42,2608,6894,0,0,8,169007,3141,535817,22688
0,13824,180381,0,0,23-03 14:12:43,2681,7744,0,0,8,169007,3141,535607,22688
0,13824,180382,0,0,23-03 14:12:44,2428,5641,0,0,0,169007,3141,535561,22688
0,13792,180382,0,0,23-03 14:12:45,2496,5663,0,0,0,169007,3141,535300,22688
0,13792,180392,0,0,23-03 14:12:46,2485,5694,0,0,0,169007,3141,535132,22688
0,13728,180393,0,0,23-03 14:12:47,4259,12936,0,0,8,169007,3141,534050,22688
0,13760,180392,0,0,23-03 14:12:48,2484,6817,0,0,8,169007,3141,534098,22688
0,13728,180356,0,0,23-03 14:12:49,2353,5575,1,0,0,169007,3141,543916,22688
0,13760,180296,0,0,23-03 14:12:50,2425,5854,2,0,0,169007,3141,544029,22688
0,13728,180295,0,0,23-03 14:12:51,2508,5868,1,0,0,169007,3141,536903,22688
0,13760,180295,0,0,23-03 14:12:52,2584,6801,0,0,8,169007,3141,536754,22688
0,13760,180307,0,0,23-03 14:12:53,2719,7748,2,0,9,169007,3141,542643,22688
0,13760,180308,0,0,23-03 14:12:54,2533,5768,1,0,0,169007,3141,542353,22688
0,13792,180261,0,0,23-03 14:12:55,2498,5686,0,0,0,169007,3141,542270,22688
0,13792,180270,0,0,23-03 14:12:56,2517,6107,1,0,0,169007,3141,569290,22688
0,13792,180269,0,0,23-03 14:12:57,2804,7076,2,0,8,169007,3141,569982,22688
0,13856,180270,0,0,23-03 14:12:58,2553,7091,1,0,8,169007,3141,569741,22688
0,13824,180272,0,0,23-03 14:12:59,2521,6448,0,0,0,169007,3141,569405,22688
0,13824,180291,0,0,23-03 14:13:00,2624,6208,1,0,0,169007,3141,569174,22688
0,13824,180294,0,0,23-03 14:13:01,2516,5774,1,0,0,169007,3141,569188,22688
0,13824,179180,0,0,23-03 14:13:02,2719,9350,1,0,16,169007,3141,570820,22688
0,13856,179155,0,0,23-03 14:13:03,2636,7249,0,0,8,169007,3141,570918,22688
0,13856,179166,0,0,23-03 14:13:04,2655,6769,2,0,0,169007,3141,570968,22688
0,13824,179167,0,0,23-03 14:13:05,2665,6014,0,0,1,169007,3141,570686,22688
0,13824,179157,0,0,23-03 14:13:06,2589,5664,0,0,0,169007,3141,571799,22688
0,13824,179167,0,0,23-03 14:13:07,2641,7018,0,0,8,169007,3141,572587,22688
0,13824,179167,0,0,23-03 14:13:08,2753,8100,1,0,8,169007,3141,572335,22688
0,13792,179167,0,0,23-03 14:13:09,2407,5649,0,0,0,169007,3141,572109,22688
0,13824,179126,0,0,23-03 14:13:10,2474,5627,1,0,0,169007,3141,572402,22688
0,13792,179141,0,0,23-03 14:13:11,2377,5690,1,0,0,169007,3141,572500,22688
0,13824,180200,0,0,23-03 14:13:12,3729,35475,0,0,8,169007,3141,537366,22688
0,13824,180200,0,0,23-03 14:13:13,2441,6814,3,0,8,169007,3141,537470,22688
0,13824,180211,0,0,23-03 14:13:14,2461,5600,0,0,0,169007,3141,539190,22688
0,13824,180212,0,0,23-03 14:13:15,2616,6577,3,0,0,169007,3141,538955,22688
0,13792,180212,0,0,23-03 14:13:16,2434,5569,0,0,0,169007,3141,540723,22688
0,13824,180211,0,0,23-03 14:13:17,2636,6792,1,0,8,169007,3141,540365,22688
0,13824,180175,0,0,23-03 14:13:18,2617,7038,2,0,9,169007,3141,546012,22688
0,13792,180185,0,0,23-03 14:13:19,2787,5879,0,0,0,169007,3141,548316,22688
0,13824,180185,0,0,23-03 14:13:20,2629,5955,2,0,0,169007,3141,550381,22688
0,13824,180195,0,0,23-03 14:13:21,2447,6022,0,0,0,169007,3141,544056,22688
0,13792,180196,0,0,23-03 14:13:22,2523,6744,0,0,8,169007,3141,543771,22688
0,13792,180195,0,0,23-03 14:13:23,2612,7846,0,0,9,169007,3141,548521,22688
0,13792,180136,0,0,23-03 14:13:24,2541,6097,2,0,0,169007,3141,548421,22688
0,13760,180090,0,0,23-03 14:13:25,2667,6609,0,0,0,169007,3141,549070,22688
0,13824,180090,0,0,23-03 14:13:26,2506,5751,1,0,0,169007,3141,549006,22688
0,13792,180104,0,0,23-03 14:13:27,2569,6387,3,2,4,169007,3141,549582,22688
0,13792,180111,0,0,23-03 14:13:28,2646,7308,1,0,12,169007,3141,549348,22688
0,13760,180110,0,0,23-03 14:13:29,3159,9489,1,0,0,169007,3141,550526,22688
0,13760,180109,0,0,23-03 14:13:30,2559,5667,1,0,1,169007,3141,550298,22688
0,13760,180109,0,0,23-03 14:13:31,2471,5628,2,0,0,169007,3141,550497,22688
0,13792,180109,0,0,23-03 14:13:32,2554,5569,0,0,0,169007,3141,550356,22688
0,13760,180064,0,0,23-03 14:13:33,2644,8009,0,0,16,169007,3141,550523,22688
0,13728,180075,0,0,23-03 14:13:34,2486,5784,5,0,0,169007,3141,574495,22688
0,13728,180093,0,0,23-03 14:13:35,2647,6415,4,0,0,169007,3141,574726,22688
0,13760,180094,0,0,23-03 14:13:36,2584,6565,0,0,0,169007,3141,574502,22688
0,13760,180095,0,0,23-03 14:13:37,2418,5594,2,0,0,169007,3141,574406,22688
0,13824,180094,0,0,23-03 14:13:38,2766,8224,3,0,16,169007,3141,574332,22688
0,13824,180095,0,0,23-03 14:13:39,2497,5659,1,0,0,169007,3141,574051,22688
0,13824,180094,0,0,23-03 14:13:40,2457,5597,1,0,0,169007,3141,574250,22688
0,13792,178947,0,0,23-03 14:13:41,2541,5553,2,0,0,169007,3141,577148,22688
0,13792,178967,0,0,23-03 14:13:42,2536,5785,0,0,1,169007,3141,576849,22688
0,13792,178967,0,0,23-03 14:13:43,2585,8018,0,0,16,169007,3141,576863,22688
0,13792,178968,0,0,23-03 14:13:44,2556,5735,0,0,0,169007,3141,576529,22688
0,13792,178968,0,0,23-03 14:13:45,2589,6240,3,0,0,169007,3141,576755,22688
0,13792,178967,0,0,23-03 14:13:46,2542,5620,2,0,0,169007,3141,576939,22688
0,13824,178969,0,0,23-03 14:13:47,2609,6460,4,0,0,169007,3141,576834,22688
0,13856,178922,0,0,23-03 14:13:48,2617,8074,2,0,16,169007,3141,576518,22688
0,13824,180002,0,0,23-03 14:13:49,3380,35554,0,0,0,169007,3141,538115,22688
0,13824,180001,0,0,23-03 14:13:50,2712,5877,0,0,0,169007,3141,537758,22688
0,13824,180002,0,0,23-03 14:13:51,2566,5956,0,0,0,169007,3141,530861,22688
0,13792,180001,0,0,23-03 14:13:52,2322,5517,3,0,0,169007,3141,531007,22688
0,13856,180002,0,0,23-03 14:13:53,2544,8084,0,0,16,169007,3141,530961,22688
0,13824,180002,0,0,23-03 14:13:54,2511,5898,1,0,1,169007,3141,536721,22688
0,13824,180001,0,0,23-03 14:13:55,2403,5647,2,0,0,169007,3141,536548,22688
0,13856,179987,0,0,23-03 14:13:56,2547,6081,0,0,0,169007,3141,536313,22688
0,13856,179998,0,0,23-03 14:13:57,2519,6445,0,0,0,169007,3141,536008,22688
0,13856,179996,0,0,23-03 14:13:58,2761,8059,0,0,16,169007,3141,537187,22688
0,13824,179936,0,0,23-03 14:13:59,2401,5610,1,0,0,169007,3141,536894,22688
0,13824,179937,0,0,23-03 14:14:00,2582,6570,1,0,1,169007,3141,536803,22688
0,13824,179936,0,0,23-03 14:14:01,4064,11605,1,0,0,169007,3141,536177,22688
0,13792,179942,0,0,23-03 14:14:02,2756,7963,2,0,8,169007,3141,535710,22688
0,13824,179919,0,0,23-03 14:14:03,2672,7433,2,0,12,169007,3141,535991,22688
0,13856,179926,0,0,23-03 14:14:04,2515,6442,0,0,4,169007,3141,529507,22688
0,13824,179925,0,0,23-03 14:14:05,2632,6060,2,0,0,169007,3141,529430,22688
0,13824,179925,0,0,23-03 14:14:06,2581,6034,1,0,0,169007,3141,566914,22688
0,13824,179927,0,0,23-03 14:14:07,2484,5664,0,0,1,169007,3141,566520,22688
0,13824,179928,0,0,23-03 14:14:08,2638,7790,0,0,8,169007,3141,572435,22688
0,13792,179923,0,0,23-03 14:14:09,2602,7008,1,0,8,169007,3141,572484,22688
0,13856,179896,0,0,23-03 14:14:10,2495,6071,1,0,0,169007,3141,572848,22688
0,13856,179906,0,0,23-03 14:14:11,2329,5530,1,0,0,169007,3141,572947,22688
0,13792,179916,0,0,23-03 14:14:12,2349,5643,2,0,0,169007,3141,573318,22688
0,13856,179919,0,0,23-03 14:14:13,2584,6772,0,0,8,169007,3141,573328,22688
0,13824,179920,0,0,23-03 14:14:14,2483,6846,1,0,8,169007,3141,573141,22688
0,13792,179917,0,0,23-03 14:14:15,2491,5646,0,0,0,169007,3141,573174,22688
0,13792,179917,0,0,23-03 14:14:16,2447,5673,1,0,0,169007,3141,573019,22688
0,13824,178817,0,0,23-03 14:14:17,2302,5016,2,0,0,169007,3141,574992,22688
0,13824,178817,0,0,23-03 14:14:18,2458,6416,1,0,8,169007,3141,574918,22688
0,13824,178782,0,0,23-03 14:14:19,2562,7407,1,0,9,169007,3141,575051,22688
0,13856,178781,0,0,23-03 14:14:20,2385,5560,1,0,0,169007,3141,574936,22688
0,13856,178780,0,0,23-03 14:14:21,2457,6144,2,2,0,169007,3141,569294,22688
0,13856,178780,0,0,23-03 14:14:22,2425,5796,0,0,0,169007,3141,569272,22688
0,13824,178779,0,0,23-03 14:14:23,2399,6354,0,0,11,169007,3141,574908,22688
0,13856,178789,0,0,23-03 14:14:24,2262,6142,0,0,8,169007,3141,574771,22688
0,13888,178789,0,0,23-03 14:14:25,2168,4863,0,0,0,169007,3141,574582,22688
0,13856,178744,0,0,23-03 14:14:26,2177,4860,1,0,0,169007,3141,575088,22688
0,13856,179815,0,0,23-03 14:14:27,3319,35536,5,0,0,169007,3141,533376,22688
0,13760,179828,0,0,23-03 14:14:28,2868,8996,1,0,11,169007,3141,532632,22688
0,13760,179832,0,0,23-03 14:14:29,3052,8546,1,0,9,169007,3141,532264,22688
0,13792,179831,0,0,23-03 14:14:30,2648,5908,0,0,0,169007,3141,530710,22688
0,13792,179843,0,0,23-03 14:14:31,2566,5776,1,0,1,169007,3141,536855,22688
0,13792,179843,0,0,23-03 14:14:32,2642,5947,1,0,0,169007,3141,536739,22688
