"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones --output dstat/data/csv/dstat/all_with_default_time.csv 1 600",,,,"Date:","22 Mar 2023 22:03:09 -03"
"total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
"usr","sys","idl","wai","stl","read","writ","in","out","138","139","140","1m","5m","15m","used","free","buff","cach","recv","send","run","blk","new","read","writ","used","free","int","csw","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","raw","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","steal","scanK","scanD","pgoru","astll","d32F","d32H","normF","normH"
3.652,0.882,95.214,0.252,0,0,0,0,0,0,16,0,19.240,11.220,5.010,3431186432,1911795712,193114112,10585686016,46,0,0,0,0,0,0,1835008,1021571072,1050,1807,0,13120,349968,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,28,393,246,0,0,0,0,0,283783,3141,179641,22176,
4.161,1.261,94.199,0.378,0,0,1679360,0,0,0,39,0,19.240,11.220,5.010,3432677376,1910304768,193122304,10586726400,15863,5374,0,0,0,0,240,1835008,1021571072,1463,3044,0,13120,349970,0,0,6,56,12,10,58,0,1075,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,27,545,438,0,0,0,0,0,283783,3141,179272,22176,
4.271,1.508,94.221,0,0,0,0,0,0,0,51,0,19.240,11.220,5.010,3432927232,1910046720,193122304,10586734592,1444,924,0,0,0,0,0,1835008,1021571072,1285,2264,0,13120,349970,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,73,130,517,0,0,0,0,0,283783,3141,179599,22176,
4.304,2.152,93.544,0,0,188416,0,0,0,0,15,0,17.700,11.030,4.990,3430764544,1918865408,193122304,10579030016,0,0,0,0,9,2,0,1835008,1021571072,1373,3277,0,13120,348858,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,2089,1831,3788,0,0,0,0,0,285367,3141,179974,22176,
3.648,1.384,94.843,0.126,0,0,0,0,0,0,15,0,17.700,11.030,4.990,3430842368,1919664128,193122304,10578153472,0,0,2,0,8,0,0,1835008,1021571072,1297,3188,0,13120,348782,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1466,1612,1798,0,0,0,0,0,285367,3141,180103,22176,
3.518,1.131,95.226,0.126,0,0,0,0,0,0,16,0,17.700,11.030,4.990,3430219776,1920192512,193122304,10578247680,0,0,0,0,0,0,0,1835008,1021571072,1020,1759,0,13120,348782,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,26,251,142,0,0,0,0,0,285367,3141,179977,22176,
2.893,2.516,94.591,0,0,0,14360576,0,0,0,18,0,17.700,11.030,4.990,3425062912,1925341184,193134592,10578243584,0,358,0,0,0,0,1862,1835008,1021571072,2497,6812,0,13120,348782,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,95,1882,28324,0,0,0,0,0,285367,3141,181422,22176,
4.397,1.508,93.970,0.126,0,0,0,0,0,0,30,0,17.700,11.030,4.990,3426209792,1924177920,193134592,10579308544,1738,4490,0,0,0,0,0,1835008,1021571072,1283,2807,0,13120,348784,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,270,604,409,0,0,0,0,0,285367,3141,181075,22176,
3.422,1.648,94.930,0,0,0,0,0,0,0,71,0,16.280,10.850,4.960,3427123200,1923264512,193134592,10579308544,30509,1617,0,0,8,0,0,1835008,1021571072,1385,3139,0,13120,348783,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,1299,1426,1824,0,0,0,0,0,285367,3141,180915,22176,
3.914,1.641,94.318,0.126,0,0,0,0,0,0,14,0,16.280,10.850,4.960,3427340288,1923043328,193134592,10578006016,0,0,3,0,7,0,0,1835008,1021571072,1264,2865,0,13120,348784,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,1283,1533,1398,0,0,0,0,0,285367,3141,180798,22176,
3.535,1.263,95.202,0,0,0,0,0,0,0,16,0,16.280,10.850,4.960,3427041280,1923301376,193134592,10578305024,0,0,0,0,1,0,0,1835008,1021571072,1210,2082,0,13120,348792,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,85,124,412,0,0,0,0,0,285367,3141,180992,22176,
3.657,1.135,94.325,0.883,0,0,1638400,0,0,0,18,0,16.280,10.850,4.960,3426467840,1923866624,193142784,10577780736,167,545,0,0,0,0,116,1835008,1021571072,1202,1958,0,13120,348791,0,0,6,56,12,10,58,0,1075,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,260,464,338,0,0,0,0,0,285367,3141,180999,22176,
4.786,1.511,93.703,0,0,0,0,0,0,0,39,0,16.280,10.850,4.960,3426619392,1923620864,193142784,10578399232,16512,6073,0,0,0,0,0,1835008,1021571072,1499,3073,0,13120,348803,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,147,371,207,0,0,0,0,0,285367,3141,180939,22176,
4.183,1.394,94.297,0.127,0,0,0,0,0,0,19,0,14.980,10.670,4.930,3427782656,1922338816,193142784,10579316736,1105,313,0,0,8,0,0,1835008,1021571072,1402,3176,0,13120,348803,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1324,1673,1550,0,0,0,0,0,285367,3141,180626,22176,
3.409,1.136,95.455,0,0,0,0,0,0,0,40,0,14.980,10.670,4.930,3428040704,1922080768,193142784,10579566592,0,0,0,0,0,0,0,1835008,1021571072,1162,1856,0,13120,348803,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,667,732,663,0,0,0,0,0,285367,3141,180563,22176,
3.526,1.763,94.584,0.126,0,0,0,0,0,0,16,0,14.980,10.670,4.930,3428552704,1921568768,193142784,10578518016,0,0,0,0,8,0,0,1835008,1021571072,1283,3038,0,13120,348802,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1248,1085,1372,0,0,0,0,0,285367,3141,180438,22176,
3.549,0.634,95.564,0.253,0,0,507904,0,0,0,15,0,14.980,10.670,4.930,3428794368,1921310720,193150976,10578526208,0,0,0,0,1,0,38,1835008,1021571072,1097,1919,0,13120,348802,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,4,300,175,0,0,0,0,0,285367,3141,180375,22176,
4.040,0.884,94.949,0.126,0,0,0,0,0,0,17,0,14.980,10.670,4.930,3428761600,1921335296,193150976,10578534400,180,358,0,0,0,0,0,1835008,1021571072,1237,2119,0,13120,348812,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,18,140,252,0,0,0,0,0,285367,3141,180511,22176,
3.657,1.765,94.451,0.126,0,0,344064,0,0,0,16,0,13.860,10.510,4.910,3428696064,1921343488,193167360,10578317312,0,0,0,0,8,0,30,1835008,1021571072,1357,3235,0,13120,348812,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,1413,1599,1461,0,0,0,0,0,285367,3141,180383,22176,
4.654,1.887,93.333,0.126,0,0,0,0,0,0,15,0,13.860,10.510,4.910,3410653184,1939386368,193167360,10578575360,0,0,1,0,0,0,0,1835008,1021571072,1998,7233,0,14240,349877,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,19179,37487,22949,0,0,0,0,0,285367,3141,168856,22176,
5.283,2.013,92.704,0,0,0,0,0,0,0,59,0,13.860,10.510,4.910,3376218112,1967558656,193167360,10585870336,0,0,0,0,8,0,0,1835008,1021571072,1596,30573,0,13152,349883,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,35178,39138,63056,0,0,0,0,0,285367,3141,191666,22176,
4,1.375,94.500,0.125,0,0,450560,0,0,0,17,0,13.860,10.510,4.910,3376218112,1967558656,193167360,10585870336,0,0,0,0,0,0,40,1835008,1021571072,1032,1817,0,13152,349883,0,0,6,56,12,10,58,0,1075,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,15,167,549,0,0,0,0,0,285367,3141,191801,22176,
3.783,1.009,95.082,0.126,0,0,0,0,0,0,15,0,13.860,10.510,4.910,3377184768,1967144960,193167360,10583744512,0,358,0,0,0,0,0,1835008,1021571072,1130,1907,0,13152,349821,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,84,239,263,0,0,0,0,0,285367,3141,191509,22176,
4.660,2.141,93.073,0.126,0,0,2285568,0,0,0,39,0,12.750,10.330,4.880,3378442240,1965887488,193183744,10584252416,16427,5774,1,0,8,0,32,1835008,1021571072,1508,4034,0,13152,349822,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1326,1759,1759,0,0,0,0,0,285367,3141,191258,22176,
3.899,0.755,95.346,0,0,0,0,0,0,0,17,0,12.750,10.330,4.880,3378548736,1965715456,193183744,10584317952,876,126,0,0,0,0,0,1835008,1021571072,1028,1802,0,13152,349832,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,503,363,234,0,0,0,0,0,285367,3141,191216,22176,
3.279,1.513,95.082,0.126,0,0,0,0,0,0,22,0,12.750,10.330,4.880,3379826688,1964437504,193183744,10584317952,565,62,1,0,8,0,0,1835008,1021571072,1295,3016,0,13152,349832,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1284,1546,1414,0,0,0,0,0,285367,3141,190785,22176,
3.914,1.263,94.823,0,0,0,0,0,0,0,51,0,12.750,10.330,4.880,3390636032,1952641024,193183744,10585305088,175,0,0,0,0,0,0,1835008,1021571072,1406,2569,0,13184,349878,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,4363,5426,2564,0,0,0,0,0,285367,3141,188024,22176,
3.793,2.276,93.805,0.126,0,0,20258816,0,0,0,18,0,12.750,10.330,4.880,3394244608,1949032448,193183744,10586112000,119,358,0,0,0,0,2342,1835008,1021571072,2763,7963,0,13184,349889,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1120,4141,2669,0,0,0,0,0,285367,3141,187143,22176,
4.414,1.639,93.821,0.126,0,0,0,0,0,0,18,0,11.730,10.160,4.860,3394957312,1948221440,193183744,10586447872,167,187,1,0,9,0,0,1835008,1021571072,1414,3275,0,13152,349889,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,2011,1561,1943,0,0,0,0,0,285367,3141,186945,22176,
3.666,1.138,95.070,0.126,0,0,1720320,0,0,0,18,0,11.730,10.160,4.860,3395985408,1947193344,193191936,10585391104,194,0,0,0,0,0,28,1835008,1021571072,1105,1813,0,13152,349888,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,16,468,331,0,0,0,0,0,285367,3141,186694,22176,
4.020,2.010,93.970,0,0,0,0,0,0,0,13,0,11.730,10.160,4.860,3396177920,1946992640,193191936,10585399296,0,0,0,0,8,0,0,1835008,1021571072,1325,3151,0,13152,349888,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,1378,1421,1787,0,0,0,0,0,285367,3141,186645,22176,
5.170,1.135,93.569,0.126,0,0,0,0,0,0,15,0,11.730,10.160,4.860,3400298496,1942605824,193191936,10585665536,0,0,0,0,0,0,0,1835008,1021571072,1339,2497,0,13152,349916,0,0,6,56,12,10,58,0,1075,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,1005,1592,378,0,0,0,0,0,285367,3141,185514,22176,
3.919,1.264,94.817,0,0,0,0,0,0,0,58,0,11.730,10.160,4.860,3400953856,1941733376,193191936,10585882624,2828,5011,1,0,0,0,0,1835008,1021571072,1294,2430,0,13120,349924,0,0,6,56,12,10,58,0,1077,18,20,0,0,7,10,0,6,2,17,7,56,876,54,822,0,251,140,268,0,0,0,0,0,285367,3141,185361,22176,
4.141,1.882,93.852,0.125,0,0,0,0,0,0,24,0,10.790,9.990,4.830,3401986048,1940701184,193191936,10586157056,6659,757,0,0,8,0,0,1835008,1021571072,1426,3460,0,13152,349920,0,0,6,56,12,10,58,0,1077,18,20,0,0,7,10,0,6,2,17,7,56,876,54,822,0,1307,1803,1452,0,0,0,0,0,285367,3141,184983,22176,
4.893,1.631,93.225,0.251,0,0,0,0,0,0,42,0,10.790,9.990,4.830,3401814016,1940729856,193191936,10587074560,21904,7881,0,0,0,0,0,1835008,1021571072,1359,2901,0,13152,349938,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1085,1208,224,0,0,0,0,0,285367,3141,185116,22176,
4.146,1.633,93.970,0.251,0,0,0,0,0,0,19,0,10.790,9.990,4.830,3401814016,1940729856,193191936,10586025984,86,106,0,0,8,0,0,1835008,1021571072,1316,2930,0,13152,349936,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1272,1416,1790,0,0,0,0,0,285367,3141,185246,22176,
3.783,1.135,94.830,0.252,0,0,0,0,0,0,15,0,10.790,9.990,4.830,3402543104,1940000768,193191936,10586025984,0,0,0,0,0,0,0,1835008,1021571072,1008,1744,0,13152,349936,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,276,261,105,0,0,0,0,0,285367,3141,184938,22176,
4.030,1.259,94.584,0.126,0,0,319488,0,0,0,16,0,10.790,9.990,4.830,3402792960,1939742720,193200128,10586025984,0,0,0,0,0,0,22,1835008,1021571072,1216,2112,0,13152,349936,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,22,171,288,0,0,0,0,0,285367,3141,185005,22176,
4.298,2.149,93.552,0,0,0,0,0,0,0,33,0,9.920,9.820,4.800,3403784192,1938743296,193200128,10586034176,0,358,0,0,8,0,0,1835008,1021571072,1388,3206,0,13152,349946,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1570,1754,1580,0,0,0,0,0,285367,3141,184631,22176,
3.783,1.892,94.199,0.126,0,0,0,0,0,0,17,0,9.920,9.820,4.800,3399303168,1943179264,193200128,10586079232,167,187,0,0,0,0,0,1835008,1021571072,1192,1902,0,13152,349946,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,27,138,16444,0,0,0,0,0,285367,3141,185844,22176,
4.046,1.517,94.437,0,0,0,0,0,0,0,19,0,9.920,9.820,4.800,3399200768,1943281664,193200128,10587127808,78,106,0,0,9,0,0,1835008,1021571072,1421,3284,0,13120,349947,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1835,1938,1542,0,0,0,0,0,285367,3141,185806,22176,
3.778,0.882,95.088,0.252,0,0,0,0,0,0,16,0,9.920,9.820,4.800,3398926336,1943556096,193200128,10587127808,0,0,0,0,0,0,0,1835008,1021571072,1146,1900,0,13120,349947,0,0,6,56,12,10,58,0,1075,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,19,135,537,0,0,0,0,0,285367,3141,185746,22176,
4.172,1.011,94.437,0.379,0,0,155648,0,0,0,15,0,9.920,9.820,4.800,3400441856,1941925888,193208320,10586091520,0,0,0,0,0,0,18,1835008,1021571072,1190,2066,0,13120,349955,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,298,515,176,0,0,0,0,0,285367,3141,185408,22176,
4.380,1.627,93.867,0.125,0,0,0,0,0,0,16,0,9.130,9.660,4.780,3401072640,1941291008,193208320,10586161152,0,358,1,0,8,0,0,1835008,1021571072,1348,3166,0,13152,349955,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,1390,1469,1572,0,0,0,0,0,285367,3141,185321,22176,
4.924,2.273,92.803,0,0,0,0,0,0,0,60,0,9.130,9.660,4.780,3402059776,1940303872,193208320,10586161152,298,1707,0,0,11,0,0,1835008,1021571072,1693,6072,0,13152,349958,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,7,1,6,3,17,7,56,874,54,820,0,2269,1948,1802,0,0,0,0,0,285367,3141,185012,22176,
4.293,1.641,93.939,0.126,0,0,0,0,0,0,33,0,9.130,9.660,4.780,3402121216,1940197376,193208320,10586206208,16923,4193,0,0,8,0,0,1835008,1021571072,1412,3252,0,13152,349965,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1400,1517,1587,0,0,0,0,0,285367,3141,185117,22176,
3.652,1.259,94.836,0.252,0,0,0,0,0,0,15,0,9.130,9.660,4.780,3402604544,1939714048,193208320,10586730496,0,0,0,0,0,0,0,1835008,1021571072,1160,1906,0,13152,349965,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,83,369,256,0,0,0,0,0,285367,3141,184931,22176,
3.643,2.638,92.839,0.879,0,0,5455872,0,0,0,16,0,9.130,9.660,4.780,3402145792,1946828800,193216512,10580590592,119,0,0,0,0,0,668,1835008,1021571072,1401,2827,0,13152,348846,0,0,6,56,12,10,58,0,1075,16,20,0,0,7,8,0,7,2,17,7,56,876,54,822,0,4,975,3484,0,0,0,0,0,286935,3141,185101,22176,
4.397,1.759,93.844,0,0,0,0,0,0,0,18,0,8.400,9.500,4.750,3401879552,1947086848,193216512,10579550208,167,187,0,0,8,0,0,1835008,1021571072,1353,3356,0,13152,348845,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1576,1417,1525,0,0,0,0,0,286951,3141,185084,22176,
3.396,1.258,95.220,0.126,0,0,0,0,0,0,16,0,8.400,9.500,4.750,3402362880,1946603520,193216512,10579292160,0,358,1,0,0,0,0,1835008,1021571072,1242,1965,0,13152,348845,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,80,320,140,0,0,0,0,0,286951,3141,185031,22176,
4.051,1.266,94.684,0,0,0,0,0,0,0,56,0,8.400,9.500,4.750,3402539008,1946316800,193216512,10579660800,0,0,0,0,8,0,0,1835008,1021571072,1289,3064,0,13152,348855,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,7,2,17,7,56,874,54,820,0,1438,1505,1538,0,0,0,0,0,286951,3141,185085,22176,
3.764,1.757,94.228,0.251,0,0,1728512,0,0,0,14,0,8.400,9.500,4.750,3402178560,1946636288,193232896,10579685376,0,0,0,0,0,0,54,1835008,1021571072,1171,1933,0,13152,348855,0,0,6,56,12,10,58,0,1075,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,30,503,969,0,0,0,0,0,286951,3141,184974,22176,
5.801,1.387,92.812,0,0,0,0,0,0,0,16,0,8.400,9.500,4.750,3401052160,1947762688,193232896,10579685376,237,259,1,0,1,0,0,1835008,1021571072,1402,2264,0,13152,349012,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,889,1048,1514,0,0,0,0,0,286951,3141,185249,22176,
5.535,1.887,92.453,0.126,0,0,0,0,0,0,20,0,7.720,9.340,4.730,3401166848,1947607040,193232896,10580774912,311,187,0,0,8,0,0,1835008,1021571072,1422,3082,0,13152,349005,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,1315,2222,1828,0,0,0,0,0,286951,3141,185211,22176,
3.783,1.009,95.208,0,0,0,0,0,0,0,18,0,7.720,9.340,4.730,3401162752,1947611136,193232896,10580774912,167,545,1,0,0,0,0,1835008,1021571072,1117,1843,0,13152,349005,0,0,6,56,12,10,58,0,1073,16,20,0,0,7,8,0,6,2,17,7,56,874,54,820,0,103,125,509,0,0,0,0,0,286951,3141,185212,22176,
4.912,2.771,91.940,0.378,0,0,0,0,0,0,39,0,7.720,9.340,4.730,3402027008,1946746880,193232896,10579726336,2775,5983,4,0,8,0,0,1835008,1021571072,1734,5004,0,13152,349001,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,1274,1673,1620,0,0,0,0,0,286951,3141,185001,22176,
4.792,1.387,93.190,0.631,0,0,188416,0,0,0,74,0,7.720,9.340,4.730,3402264576,1947033600,193236992,10579197952,31654,6511,1,0,0,0,20,1835008,1021571072,1153,1978,0,13152,348941,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,265,144,298,0,0,0,0,0,286951,3141,185071,22176,
4.125,1.250,94.500,0.125,0,0,0,0,0,0,16,0,7.720,9.340,4.730,3403137024,1946095616,193236992,10579537920,0,0,0,0,0,0,0,1835008,1021571072,1193,1938,0,13152,348951,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,213,733,345,0,0,0,0,0,286951,3141,184716,22176,
3.409,1.768,94.823,0,0,0,0,0,0,0,23,0,7.100,9.190,4.700,3404361728,1944870912,193236992,10580312064,650,484,0,0,8,0,0,1835008,1021571072,1295,3093,0,13152,348951,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,1373,1389,1663,0,0,0,0,0,286951,3141,184933,22176,
3.648,1.384,94.843,0.126,0,0,0,0,0,0,16,0,7.100,9.190,4.700,3402833920,1946341376,193236992,10580119552,0,358,0,0,0,0,0,1835008,1021571072,1154,1840,0,13152,348961,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,202,591,435,0,0,0,0,0,286951,3141,184902,22176,
4.540,1.765,93.695,0,0,0,0,0,0,0,15,0,7.100,9.190,4.700,3403079680,1946095616,193236992,10580111360,0,0,0,0,8,0,0,1835008,1021571072,1388,3092,0,13152,348961,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,1551,1566,1662,0,0,0,0,0,286951,3141,184907,22176,
3.023,1.511,95.088,0.378,0,0,0,0,0,0,15,0,7.100,9.190,4.700,3402817536,1946353664,193236992,10579324928,0,0,0,0,0,0,0,1835008,1021571072,1119,1845,0,13152,348960,0,0,6,56,12,10,58,0,1076,17,20,0,0,7,10,0,6,1,17,7,56,874,54,820,0,15,130,250,0,0,0,0,0,286951,3141,185100,22176,
3.283,1.263,95.076,0.379,0,0,3973120,0,0,0,42,0,7.100,9.190,4.700,3402194944,1946972160,193253376,10579054592,0,920,0,0,0,0,530,1835008,1021571072,1396,2627,0,13152,348963,0,0,6,56,12,10,58,0,1077,17,23,0,0,7,10,0,6,1,20,7,56,874,54,820,0,82,732,618,0,0,0,0,0,286951,3141,185056,22176,
4.370,1.873,93.758,0,0,0,0,0,0,0,16,0,6.540,9.030,4.680,3402440704,1946714112,193253376,10579324928,0,920,0,0,8,0,0,1835008,1021571072,1338,3326,0,13152,348963,0,0,6,56,12,10,58,0,1077,17,23,0,0,7,10,0,6,1,20,7,56,874,54,820,0,1329,1436,1541,0,0,0,0,0,286951,3141,184993,22176,
4.035,1.261,94.578,0.126,0,0,0,0,0,0,17,0,6.540,9.030,4.680,3402661888,1946488832,193253376,10579070976,0,1278,0,0,0,0,0,1835008,1021571072,1301,2203,0,13152,348963,0,0,6,56,12,10,58,0,1077,17,23,0,0,7,10,0,6,1,20,7,56,874,54,820,0,732,401,277,0,0,0,0,0,286951,3141,184938,22176,
6.068,2.908,91.024,0,0,0,0,0,0,0,18,0,6.540,9.030,4.680,3595513856,1747386368,193253376,10585579520,0,920,0,0,9,0,0,1835008,1021571072,2402,37290,0,13152,350033,0,0,6,56,12,10,58,0,1077,17,23,0,0,7,10,0,6,1,20,7,56,874,54,820,0,54706,76516,26870,0,0,0,0,0,286951,3141,136266,22176,
5.668,1.763,92.443,0.126,0,0,0,0,0,0,18,0,6.540,9.030,4.680,3587432448,1754931200,193253376,10586906624,338,1707,0,0,0,0,0,1835008,1021571072,1343,3235,0,13152,350063,0,0,6,56,12,10,58,0,1078,18,23,0,0,7,9,1,6,2,20,7,56,874,54,820,0,1088,1944,3912,0,0,0,0,0,286951,3141,138171,22176,
3.643,1.131,94.975,0.251,0,0,0,0,0,0,40,0,6.540,9.030,4.680,3587432448,1754972160,193253376,10587123712,17202,4193,0,0,0,0,0,1835008,1021571072,1195,1911,0,13152,350060,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,6,1,17,7,56,874,54,820,0,4,116,511,0,0,0,0,0,286951,3141,138181,22176,
4.672,2.399,92.424,0.505,0,0,2539520,0,0,0,69,0,6.010,8.880,4.650,3588431872,1753972736,193265664,10585538560,12750,4849,1,0,8,0,40,1835008,1021571072,1614,3984,0,13152,350057,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,1543,1817,1785,0,0,0,0,0,286951,3141,137937,22176,
3.522,1.384,94.969,0.126,0,0,0,0,0,0,25,0,6.010,8.880,4.650,3589328896,1753051136,193265664,10586087424,18908,1630,0,0,0,0,0,1835008,1021571072,1175,1861,0,13152,350058,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,22,242,119,0,0,0,0,0,286951,3141,137712,22176,
3.666,1.391,94.943,0,0,0,0,0,0,0,16,0,6.010,8.880,4.650,3589808128,1752571904,193265664,10586087424,0,358,0,0,8,0,0,1835008,1021571072,1308,3178,0,13152,350058,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,1350,1394,1544,0,0,0,0,0,286951,3141,137595,22176,
3.526,1.259,95.088,0.126,0,0,0,0,0,0,15,0,6.010,8.880,4.650,3589754880,1752571904,193265664,10586140672,0,0,0,0,0,0,0,1835008,1021571072,1219,1876,0,13152,350068,0,0,6,56,12,10,58,0,1076,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,151,428,279,0,0,0,0,0,286951,3141,137595,22176,
4.156,1.637,93.955,0.252,0,0,0,0,0,0,17,0,6.010,8.880,4.650,3582668800,1759657984,193265664,10586140672,167,259,0,0,0,0,0,1835008,1021571072,1247,2032,0,13152,350078,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,10,0,7,1,17,7,56,874,54,820,0,562,439,9537,0,0,0,0,0,286951,3141,139325,22176,
