"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/unix_page_time_io_aio_raw.csv --unix --page --time --io --aio --raw 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"unix sockets",,,,"paging",,"system","io/total",,"async","raw"
56,874,54,820,0,0,22-03 22:20:43,0,32,0,0
56,874,54,820,0,0,22-03 22:20:44,2,26,0,0
56,874,54,820,0,0,22-03 22:20:45,0,0,0,0
56,874,54,820,0,0,22-03 22:20:46,0,0,0,0
56,874,54,820,0,0,22-03 22:20:47,0,0,0,0
56,874,54,820,0,0,22-03 22:20:48,0,0,0,0
56,874,54,820,0,0,22-03 22:20:49,6,338,0,0
56,874,54,820,0,0,22-03 22:20:50,0,0,0,0
56,874,54,820,0,0,22-03 22:20:51,0,0,0,0
56,874,54,820,0,0,22-03 22:20:52,0,0,0,0
56,874,54,820,0,0,22-03 22:20:53,0,0,0,0
56,874,54,820,0,0,22-03 22:20:54,2,166,0,0
56,888,54,834,0,0,22-03 22:20:55,0,24,0,0
56,890,54,836,0,0,22-03 22:20:56,0,0,0,0
56,890,54,836,0,0,22-03 22:20:57,0,0,0,0
56,890,54,836,0,0,22-03 22:20:58,0,0,0,0
56,890,54,836,0,0,22-03 22:20:59,0,50,0,0
56,890,54,836,0,0,22-03 22:21:00,0,18,0,0
56,890,54,836,0,0,22-03 22:21:01,0,0,0,0
56,890,54,836,0,0,22-03 22:21:02,0,0,0,0
56,890,54,836,0,0,22-03 22:21:03,0,0,0,0
56,890,54,836,0,0,22-03 22:21:04,0,0,0,0
56,890,54,836,0,0,22-03 22:21:05,0,382,0,0
56,890,54,836,0,0,22-03 22:21:06,0,0,0,0
56,890,54,836,0,0,22-03 22:21:07,0,0,0,0
56,890,54,836,0,0,22-03 22:21:08,0,0,0,0
56,890,54,836,0,0,22-03 22:21:09,0,0,0,0
56,890,54,836,0,0,22-03 22:21:10,0,44,0,0
56,874,54,820,0,0,22-03 22:21:11,0,38,0,0
56,874,54,820,0,0,22-03 22:21:12,0,0,0,0
56,874,54,820,0,0,22-03 22:21:13,0,0,0,0
56,874,54,820,0,0,22-03 22:21:14,0,0,0,0
56,874,54,820,0,0,22-03 22:21:15,0,150,0,0
56,874,54,820,0,0,22-03 22:21:16,0,42,0,0
56,874,54,820,0,0,22-03 22:21:17,0,0,0,0
56,874,54,820,0,0,22-03 22:21:18,0,0,0,0
56,874,54,820,0,0,22-03 22:21:19,0,10,0,0
56,874,54,820,0,0,22-03 22:21:20,0,26,0,0
56,874,54,820,0,0,22-03 22:21:21,0,24,0,0
56,874,54,820,0,0,22-03 22:21:22,0,0,0,0
56,874,54,820,0,0,22-03 22:21:23,0,0,0,0
56,874,54,820,0,0,22-03 22:21:24,0,0,0,0
56,874,54,820,0,0,22-03 22:21:25,0,396,0,0
56,874,54,820,0,0,22-03 22:21:26,0,28,0,0
56,874,54,820,0,0,22-03 22:21:27,0,0,0,0
56,874,54,820,0,0,22-03 22:21:28,0,0,0,0
56,874,54,820,0,0,22-03 22:21:29,0,0,0,0
56,874,54,820,0,0,22-03 22:21:30,0,156,0,0
56,874,54,820,0,0,22-03 22:21:31,0,20,0,0
56,874,54,820,0,0,22-03 22:21:32,0,0,0,0
56,874,54,820,0,0,22-03 22:21:33,0,0,0,0
56,874,54,820,0,0,22-03 22:21:34,0,0,0,0
56,874,54,820,0,0,22-03 22:21:35,0,274,0,0
56,874,54,820,0,0,22-03 22:21:36,0,20,0,0
56,876,54,822,0,0,22-03 22:21:37,0,0,0,0
56,876,54,822,0,0,22-03 22:21:38,0,40,0,0
56,876,54,822,0,0,22-03 22:21:39,0,0,0,0
56,876,54,822,0,0,22-03 22:21:40,0,42,0,0
56,876,54,822,0,0,22-03 22:21:41,0,0,0,0
56,876,54,822,0,0,22-03 22:21:42,0,0,0,0
56,876,54,822,0,0,22-03 22:21:43,0,26,0,0
56,876,54,822,0,0,22-03 22:21:44,0,0,0,0
56,876,54,822,0,0,22-03 22:21:45,0,0,0,0
56,874,54,820,0,0,22-03 22:21:46,6,56,0,0
56,874,54,820,0,0,22-03 22:21:47,0,0,0,0
56,874,54,820,0,0,22-03 22:21:48,0,0,0,0
56,874,54,820,0,0,22-03 22:21:49,0,30,0,0
56,874,54,820,0,0,22-03 22:21:50,0,0,0,0
56,874,54,820,0,0,22-03 22:21:51,4,70,0,0
56,874,54,820,0,0,22-03 22:21:52,0,0,0,0
56,874,54,820,0,0,22-03 22:21:53,0,0,0,0
56,874,54,820,0,0,22-03 22:21:54,0,22,0,0
56,874,54,820,0,0,22-03 22:21:55,0,0,0,0
56,874,54,820,0,0,22-03 22:21:56,8,136,0,0
56,874,54,820,0,0,22-03 22:21:57,0,0,0,0
56,874,54,820,0,0,22-03 22:21:58,0,0,0,0
56,874,54,820,0,0,22-03 22:21:59,0,0,0,0
56,874,54,820,0,0,22-03 22:22:00,0,0,0,0
56,874,54,820,0,0,22-03 22:22:01,2,364,0,0
56,874,54,820,0,0,22-03 22:22:02,0,0,0,0
56,874,54,820,0,0,22-03 22:22:03,0,0,0,0
56,874,54,820,0,0,22-03 22:22:04,0,0,0,0
56,874,54,820,0,0,22-03 22:22:05,0,0,0,0
56,874,54,820,0,0,22-03 22:22:06,0,158,0,0
56,874,54,820,0,0,22-03 22:22:07,0,0,0,0
56,874,54,820,0,0,22-03 22:22:08,0,0,0,0
56,874,54,820,0,0,22-03 22:22:09,0,0,0,0
56,874,54,820,0,0,22-03 22:22:10,0,0,0,0
56,874,54,820,0,0,22-03 22:22:11,0,518,0,0
56,874,54,820,0,0,22-03 22:22:12,0,0,0,0
56,874,54,820,0,0,22-03 22:22:13,0,0,0,0
56,874,54,820,0,0,22-03 22:22:14,0,0,0,0
56,874,54,820,0,0,22-03 22:22:15,0,0,0,0
56,874,54,820,0,0,22-03 22:22:16,0,170,0,0
56,874,54,820,0,0,22-03 22:22:17,0,0,0,0
56,874,54,820,0,0,22-03 22:22:18,0,0,0,0
56,874,54,820,0,0,22-03 22:22:19,0,0,0,0
56,874,54,820,0,0,22-03 22:22:20,0,0,0,0
56,874,54,820,0,0,22-03 22:22:21,0,34,0,0
56,874,54,820,0,0,22-03 22:22:22,0,0,0,0
56,874,54,820,0,0,22-03 22:22:23,0,0,0,0
56,874,54,820,0,0,22-03 22:22:24,0,0,0,0
56,874,54,820,0,0,22-03 22:22:25,0,0,0,0
56,874,54,820,0,0,22-03 22:22:26,0,0,0,0
56,874,54,820,0,0,22-03 22:22:27,0,136,0,0
56,874,54,820,0,0,22-03 22:22:28,0,0,0,0
56,874,54,820,0,0,22-03 22:22:29,0,0,0,0
56,874,54,820,0,0,22-03 22:22:30,0,0,0,0
56,874,54,820,0,0,22-03 22:22:31,0,0,0,0
56,874,54,820,0,0,22-03 22:22:32,0,146,0,0
56,874,54,820,0,0,22-03 22:22:33,0,0,0,0
56,874,54,820,0,0,22-03 22:22:34,0,0,0,0
56,874,54,820,0,0,22-03 22:22:35,0,38,0,0
56,874,54,820,0,0,22-03 22:22:36,0,0,0,0
56,874,54,820,0,0,22-03 22:22:37,0,260,0,0
56,874,54,820,0,0,22-03 22:22:38,0,0,0,0
56,874,54,820,0,0,22-03 22:22:39,0,0,0,0
56,876,54,822,0,0,22-03 22:22:40,0,18,0,0
56,876,54,822,0,0,22-03 22:22:41,0,0,0,0
56,876,54,822,0,0,22-03 22:22:42,0,70,0,0
56,876,54,822,0,0,22-03 22:22:43,0,0,0,0
56,876,54,822,0,0,22-03 22:22:44,0,0,0,0
56,876,54,822,0,0,22-03 22:22:45,0,0,0,0
56,876,54,822,0,0,22-03 22:22:46,0,34,0,0
56,876,54,822,0,0,22-03 22:22:47,0,338,0,0
56,876,54,822,0,0,22-03 22:22:48,0,0,0,0
56,876,54,822,0,0,22-03 22:22:49,0,0,0,0
56,876,54,822,0,0,22-03 22:22:50,0,0,0,0
56,876,54,822,0,0,22-03 22:22:51,0,40,0,0
56,876,54,822,0,0,22-03 22:22:52,0,80,0,0
56,876,54,822,0,0,22-03 22:22:53,0,0,0,0
56,876,54,822,0,0,22-03 22:22:54,0,0,0,0
56,876,54,822,0,0,22-03 22:22:55,0,0,0,0
56,876,54,822,0,0,22-03 22:22:56,0,26,0,0
56,876,54,822,0,0,22-03 22:22:57,0,28,0,0
56,876,54,822,0,0,22-03 22:22:58,0,0,0,0
56,876,54,822,0,0,22-03 22:22:59,0,0,0,0
56,874,54,820,0,0,22-03 22:23:00,0,0,0,0
56,874,54,820,0,0,22-03 22:23:01,0,18,0,0
56,874,54,820,0,0,22-03 22:23:02,0,48,0,0
56,874,54,820,0,0,22-03 22:23:03,0,0,0,0
56,874,54,820,0,0,22-03 22:23:04,0,0,0,0
56,876,54,822,0,0,22-03 22:23:05,0,44,0,0
56,874,54,820,0,0,22-03 22:23:06,0,0,0,0
56,874,54,820,0,0,22-03 22:23:07,0,48,0,0
56,874,54,820,0,0,22-03 22:23:08,0,0,0,0
56,874,54,820,0,0,22-03 22:23:09,0,0,0,0
56,874,54,820,0,0,22-03 22:23:10,0,40,0,0
56,874,54,820,0,0,22-03 22:23:11,0,0,0,0
56,874,54,820,0,0,22-03 22:23:12,0,0,0,0
