"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/raw_vm-adv_time_sys.csv --raw --vm-adv --time --sys 1 600",,,,"Date:","22 Mar 2023 22:13:13 -03"
"raw","advanced virtual memory",,,,,"system","system",
0,0,0,0,0,0,22-03 22:21:29,771,1535
0,0,0,0,0,0,22-03 22:21:30,986,2708
0,0,0,0,0,0,22-03 22:21:31,953,2283
0,0,0,0,0,0,22-03 22:21:32,695,1705
0,0,0,0,0,0,22-03 22:21:33,576,1070
0,0,0,0,0,0,22-03 22:21:34,568,963
0,0,0,0,0,0,22-03 22:21:35,1006,3888
0,0,0,0,0,0,22-03 22:21:36,777,1408
0,0,0,0,0,0,22-03 22:21:37,1072,3098
0,0,0,0,0,0,22-03 22:21:38,729,1596
0,0,0,0,0,0,22-03 22:21:39,640,1097
0,0,0,0,0,0,22-03 22:21:40,885,2569
0,0,0,0,0,0,22-03 22:21:41,651,1138
0,0,0,0,0,0,22-03 22:21:42,887,2403
0,0,0,0,0,0,22-03 22:21:43,676,1234
0,0,0,0,0,0,22-03 22:21:44,745,1548
0,0,0,0,0,0,22-03 22:21:45,1024,2973
0,0,0,0,0,0,22-03 22:21:46,807,2023
0,0,0,0,0,0,22-03 22:21:47,882,2395
0,0,0,0,0,0,22-03 22:21:48,567,1024
0,0,0,0,0,0,22-03 22:21:49,647,1083
0,0,0,0,0,0,22-03 22:21:50,983,3341
0,0,0,0,0,0,22-03 22:21:51,746,1505
0,0,0,0,0,0,22-03 22:21:52,1270,3246
0,0,0,0,0,0,22-03 22:21:53,585,1054
0,0,0,0,0,0,22-03 22:21:54,636,1137
0,0,0,0,0,0,22-03 22:21:55,875,2397
0,0,0,0,0,0,22-03 22:21:56,763,1490
0,0,0,0,0,0,22-03 22:21:57,1227,21335
0,0,0,0,0,0,22-03 22:21:58,610,1081
0,0,0,0,0,0,22-03 22:21:59,916,2051
0,0,0,0,0,0,22-03 22:22:00,867,2453
0,0,0,0,0,0,22-03 22:22:01,1058,4076
0,0,0,0,0,0,22-03 22:22:02,833,2250
0,0,0,0,0,0,22-03 22:22:03,524,1053
0,0,0,0,0,0,22-03 22:22:04,679,1111
0,0,0,0,0,0,22-03 22:22:05,800,2413
0,0,0,0,0,0,22-03 22:22:06,870,1875
0,0,0,0,0,0,22-03 22:22:07,976,2746
0,0,0,0,0,0,22-03 22:22:08,799,2003
0,0,0,0,0,0,22-03 22:22:09,505,1002
0,0,0,0,0,0,22-03 22:22:10,773,2402
0,0,0,0,0,0,22-03 22:22:11,966,2135
0,0,0,0,0,0,22-03 22:22:12,903,2188
0,0,0,0,0,0,22-03 22:22:13,862,1706
0,0,0,0,0,0,22-03 22:22:14,805,1513
0,0,0,0,0,0,22-03 22:22:15,704,2012
0,0,0,0,0,0,22-03 22:22:16,808,1652
0,0,0,0,0,0,22-03 22:22:17,786,2329
0,0,0,0,0,0,22-03 22:22:18,555,981
0,0,0,0,0,0,22-03 22:22:19,784,1330
0,0,0,0,0,0,22-03 22:22:20,928,2737
0,0,0,0,0,0,22-03 22:22:21,979,2606
0,0,0,0,0,0,22-03 22:22:22,1006,3028
0,0,0,0,0,0,22-03 22:22:23,646,1162
0,0,0,0,0,0,22-03 22:22:24,603,1032
0,0,0,0,0,0,22-03 22:22:25,625,1119
0,0,0,0,0,0,22-03 22:22:26,973,2716
0,0,0,0,0,0,22-03 22:22:27,1156,4031
0,0,0,0,0,0,22-03 22:22:28,594,1060
0,0,0,0,0,0,22-03 22:22:29,715,1502
0,0,0,0,0,0,22-03 22:22:30,578,1023
0,0,0,0,0,0,22-03 22:22:31,1144,3496
0,0,0,0,0,0,22-03 22:22:32,895,2547
0,0,0,0,0,0,22-03 22:22:33,563,1004
0,0,0,0,0,0,22-03 22:22:34,929,20120
0,0,0,0,0,0,22-03 22:22:35,877,2283
0,0,0,0,0,0,22-03 22:22:36,983,2585
0,0,0,0,0,0,22-03 22:22:37,1052,3226
0,0,0,0,0,0,22-03 22:22:38,571,1016
0,0,0,0,0,0,22-03 22:22:39,654,1127
0,0,0,0,0,0,22-03 22:22:40,879,1553
0,0,0,0,0,0,22-03 22:22:41,1901,4470
0,0,0,0,0,0,22-03 22:22:42,2034,5030
0,0,0,0,0,0,22-03 22:22:43,1758,2966
0,0,0,0,0,0,22-03 22:22:44,1598,3137
0,0,0,0,0,0,22-03 22:22:45,1580,2834
0,0,0,0,0,0,22-03 22:22:46,1854,4050
0,0,0,0,0,0,22-03 22:22:47,1891,4445
0,0,0,0,0,0,22-03 22:22:48,1781,3244
0,0,0,0,0,0,22-03 22:22:49,1618,2806
0,0,0,0,0,0,22-03 22:22:50,1803,3074
0,0,0,0,0,0,22-03 22:22:51,2160,5329
0,0,0,0,0,0,22-03 22:22:52,2254,5834
0,0,0,0,0,0,22-03 22:22:53,1769,3649
0,0,0,0,0,0,22-03 22:22:54,1468,2630
0,0,0,0,0,0,22-03 22:22:55,1755,3313
0,0,0,0,0,0,22-03 22:22:56,1912,4310
0,0,0,0,0,0,22-03 22:22:57,1829,4093
0,0,0,0,0,0,22-03 22:22:58,1508,2679
0,0,0,0,0,0,22-03 22:22:59,1623,3164
0,0,0,0,0,0,22-03 22:23:00,1062,1830
0,0,0,0,0,0,22-03 22:23:01,1211,4616
0,0,0,0,0,0,22-03 22:23:02,1032,3080
0,0,0,0,0,0,22-03 22:23:03,636,1055
0,0,0,0,0,0,22-03 22:23:04,869,2077
0,0,0,0,0,0,22-03 22:23:05,750,1466
0,0,0,0,0,0,22-03 22:23:06,963,2807
0,0,0,0,0,0,22-03 22:23:07,1452,3658
0,0,0,0,0,0,22-03 22:23:08,819,1284
0,0,0,0,0,0,22-03 22:23:09,818,1617
0,0,0,0,0,0,22-03 22:23:10,643,1250
0,0,0,0,0,0,22-03 22:23:11,923,2513
0,0,0,0,0,0,22-03 22:23:12,1948,33159
