"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/proc_lock_net_time_int_page_mem_tcp_cpu_udp.csv --proc --lock --net --time --int --page --mem --tcp --cpu --udp 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"procs",,,"file locks",,,,"net/total",,"system","interrupts",,,"paging",,"memory usage",,,,"tcp sockets",,,,,"total cpu usage",,,,,"udp",
2,0,8,83,12,13,82,8005,8638,23-03 14:07:08,0,166,0,0,0,4995846144,2717007872,798896128,7885955072,7,20,0,6,1,8.631,4.316,86.930,0.123,0,25,15
1,0,8,83,12,13,82,5750,6850,23-03 14:07:09,0,114,0,0,0,4996849664,2715840512,798896128,7886376960,7,20,0,6,1,8.706,2.612,88.557,0.124,0,25,15
4,0,1,83,12,13,82,7646,11839,23-03 14:07:10,0,128,0,0,0,5013663744,2699018240,798904320,7885844480,7,20,0,7,1,10.099,3.202,86.576,0.123,0,25,15
2,0,0,83,12,13,82,21426,8402,23-03 14:07:11,0,129,0,0,0,5014605824,2697838592,798904320,7886024704,7,20,0,7,1,9.988,3.329,86.683,0,0,25,15
1,0,0,83,12,13,82,5880,7208,23-03 14:07:12,0,115,0,0,0,5015293952,2697150464,798904320,7886024704,7,20,0,7,1,9.325,3.436,87.117,0.123,0,25,15
1,0,8,83,12,13,82,6027,7231,23-03 14:07:13,0,116,0,0,0,5015920640,2696519680,798904320,7886094336,7,20,0,7,1,8.728,3.491,87.781,0,0,25,15
2,0,8,83,12,13,82,6241,7724,23-03 14:07:14,0,142,0,0,0,5017042944,2695393280,798904320,7886364672,7,20,0,7,1,9.939,3.436,86.503,0.123,0,25,15
1,0,0,83,12,13,82,5880,7049,23-03 14:07:15,0,115,0,0,0,5017493504,2694922240,798916608,7886630912,7,20,0,7,1,9.542,2.974,87.361,0.124,0,25,15
4,0,0,83,12,13,82,6113,7261,23-03 14:07:16,0,121,0,0,0,5016231936,2696175616,798916608,7886307328,7,20,0,7,1,9.814,3.106,87.081,0,0,25,15
1,0,0,83,12,13,82,5750,6987,23-03 14:07:17,0,115,0,0,0,5016383488,2695979008,798916608,7886094336,7,20,0,7,1,9.387,2.378,88.110,0.125,0,25,15
2,0,4,83,12,13,82,6256,7848,23-03 14:07:18,0,125,0,0,0,5028089856,2683949056,798928896,7886471168,7,20,0,6,1,9.125,3.375,87.375,0.125,0,25,15
1,0,12,83,12,13,82,5880,6992,23-03 14:07:19,0,115,0,0,0,5020880896,2691244032,798928896,7886385152,7,20,0,6,1,8.878,3.576,87.423,0.123,0,25,15
2,0,0,83,12,13,82,5750,6850,23-03 14:07:20,0,141,0,0,0,5021790208,2690334720,798928896,7886843904,7,20,0,6,1,9.459,3.194,87.346,0,0,25,15
1,0,0,83,12,13,82,27776,23940,23-03 14:07:21,0,163,0,0,0,5038080000,2674032640,798937088,7886581760,7,20,0,7,1,9.852,3.571,86.453,0.123,0,25,15
2,0,1,83,12,13,82,5917,7179,23-03 14:07:22,0,117,0,0,0,5038014464,2674089984,798937088,7886331904,7,20,0,7,1,8.706,2.861,88.308,0.124,0,25,15
1,0,0,83,12,13,82,5860,7265,23-03 14:07:23,0,118,0,0,0,5028376576,2683723776,798937088,7886401536,7,20,0,7,1,8.978,4.364,86.409,0.249,0,25,15
2,0,16,83,12,13,82,6029,7332,23-03 14:07:24,0,113,0,0,0,4833034240,2884341760,798937088,7881125888,7,20,0,7,1,8.717,3.861,87.422,0,0,25,14
1,0,0,83,12,13,82,5880,6992,23-03 14:07:25,0,118,0,0,0,4836491264,2880974848,798937088,7881232384,7,20,0,7,1,9.102,3.198,87.577,0.123,0,25,14
1,0,0,83,12,13,82,5860,7044,23-03 14:07:26,0,148,0,0,0,4837777408,2879520768,798949376,7881646080,7,20,0,7,1,9.294,3.222,87.485,0,0,25,14
2,0,0,83,12,13,82,5750,6968,23-03 14:07:27,0,116,0,0,0,4839739392,2877542400,798949376,7881396224,7,20,0,7,1,9.294,2.974,87.608,0.124,0,25,14
1,0,0,83,12,13,82,5962,7208,23-03 14:07:28,0,119,0,0,0,4830593024,2886684672,798949376,7881207808,7,20,0,7,1,8.978,2.618,88.404,0,0,25,14
2,0,16,83,12,13,82,7252,10235,23-03 14:07:29,0,126,0,0,0,4833042432,2884231168,798949376,7881211904,7,20,0,6,1,8.647,3.634,87.594,0.125,0,25,14
3,0,0,83,12,13,82,5880,7105,23-03 14:07:30,0,117,0,0,0,4834193408,2883031040,798949376,7881195520,7,20,0,6,1,9.248,3.576,87.176,0,0,25,14
3,0,0,83,12,13,82,6198,8614,23-03 14:07:31,0,119,0,0,0,4835160064,2882056192,798957568,7881728000,7,19,1,6,2,9.227,2.868,87.781,0.125,0,25,14
6,0,0,83,12,13,82,22803,11043,23-03 14:07:32,0,173,0,0,0,4978032640,2734014464,798957568,7886954496,7,20,0,7,1,9.530,4.703,85.644,0.124,0,25,14
7,0,0,83,12,13,82,5917,7532,23-03 14:07:33,0,123,0,0,0,4980797440,2733092864,798957568,7884845056,7,20,0,7,1,9.618,3.699,86.683,0,0,25,14
5,0,16,83,12,13,82,6139,7531,23-03 14:07:34,0,117,0,0,0,4983123968,2730827776,798973952,7884509184,7,20,0,7,1,8.853,3.990,87.032,0.125,0,25,14
5,0,1,83,12,13,82,5864,7027,23-03 14:07:35,0,118,0,0,0,4983869440,2730082304,798973952,7884443648,7,20,0,7,1,10.136,2.843,86.897,0.124,0,25,14
1,0,0,83,12,13,82,5750,7110,23-03 14:07:36,0,115,0,0,0,4984778752,2729164800,798973952,7884451840,7,20,0,7,1,9.418,3.098,87.485,0,0,25,14
2,0,0,83,12,13,82,5860,7044,23-03 14:07:37,0,118,0,0,0,4986806272,2727129088,798973952,7885856768,7,20,0,7,1,9.305,2.978,87.593,0.124,0,25,14
1,0,0,83,12,13,82,6276,7159,23-03 14:07:38,0,156,0,0,0,4987170816,2726727680,798990336,7886118912,7,20,0,7,1,8.582,3.234,87.935,0.249,0,25,14
2,0,16,83,12,13,82,6027,7589,23-03 14:07:39,0,117,0,0,0,4987551744,2726326272,798990336,7884541952,7,20,0,6,1,7.188,3.783,88.903,0.126,0,25,14
3,0,0,83,12,13,82,5750,6992,23-03 14:07:40,0,115,0,0,0,4984606720,2730766336,798990336,7883005952,7,20,0,6,1,8.302,3.470,88.228,0,0,25,14
1,0,0,83,12,13,82,5917,7037,23-03 14:07:41,0,118,0,0,0,4984819712,2730647552,798990336,7882911744,7,20,0,6,1,8.593,3.362,87.920,0.125,0,25,14
2,0,0,83,12,13,82,7479,11534,23-03 14:07:42,0,134,0,0,0,4984958976,2730500096,798990336,7882919936,7,20,0,7,1,8.966,3.611,87.173,0.249,0,25,14
5,0,0,83,12,13,82,21442,8338,23-03 14:07:43,0,126,0,0,0,4985069568,2730381312,799002624,7883505664,7,20,0,7,1,8.706,3.358,87.687,0.249,0,25,14
1,0,16,83,12,13,82,6241,7945,23-03 14:07:44,0,166,0,0,0,4978610176,2736713728,799002624,7883100160,7,20,0,7,1,9.171,3.266,87.563,0,0,25,14
1,0,0,83,12,13,82,5860,7044,23-03 14:07:45,0,115,0,0,0,4979179520,2736103424,799002624,7883083776,7,20,0,7,1,8.755,3.329,87.793,0.123,0,25,14
3,0,0,83,12,13,82,6155,7179,23-03 14:07:46,0,115,0,0,0,4980305920,2734977024,799002624,7883083776,7,20,0,7,1,7.935,3.023,89.043,0,0,25,14
3,0,1,83,12,13,82,5860,7181,23-03 14:07:47,0,116,0,0,0,4979740672,2735538176,799002624,7883153408,7,20,0,7,1,9.814,2.484,87.578,0.124,0,25,14
4,0,0,83,12,13,82,5892,7235,23-03 14:07:48,0,119,0,0,0,4980998144,2734186496,799006720,7883509760,7,20,0,7,1,8.135,3.630,87.735,0.501,0,25,14
5,0,9,83,12,13,82,5972,7647,23-03 14:07:49,0,123,0,0,0,4987219968,2729517056,799006720,7882215424,7,20,0,6,1,9.215,3.487,87.173,0.125,0,25,14
1,0,7,83,12,13,82,6030,7044,23-03 14:07:50,0,158,0,0,0,4967550976,2749317120,799006720,7881551872,7,20,0,6,1,8.105,3.616,88.155,0.125,0,25,14
2,0,0,83,12,13,82,7489,13554,23-03 14:07:51,0,126,0,0,0,4988997632,2727866368,799006720,7881498624,7,20,0,6,1,9.114,3.121,87.765,0,0,25,14
2,0,0,83,12,13,82,5820,6968,23-03 14:07:52,0,116,0,0,0,4988477440,2728345600,799006720,7881539584,7,20,0,6,1,8.922,3.222,87.732,0.124,0,25,14
5,0,0,83,12,13,82,23713,13327,23-03 14:07:53,0,153,0,0,0,4989362176,2727444480,799019008,7881609216,7,20,0,6,1,9.488,2.747,87.141,0.624,0,25,14
3,0,8,83,12,13,82,6241,7832,23-03 14:07:54,0,120,0,0,0,4966240256,2750554112,799019008,7881887744,7,20,0,6,1,9.114,2.996,87.765,0.125,0,25,14
2,0,8,83,12,13,82,5934,7162,23-03 14:07:55,0,122,0,0,0,4966068224,2750623744,799019008,7882182656,7,20,0,6,1,7.828,3.030,89.015,0.126,0,25,14
4,0,0,83,12,13,82,42804,100100,23-03 14:07:56,0,204,0,0,0,4969529344,2748899328,799019008,7879946240,7,20,0,7,1,10.332,3.567,86.101,0,0,25,14
8,0,0,83,12,13,82,5750,6850,23-03 14:07:57,0,116,0,0,0,4970917888,2747502592,799019008,7879995392,7,20,0,7,1,8.989,2.996,87.890,0.125,0,25,14
4,0,0,83,12,13,82,6256,7490,23-03 14:07:58,0,122,0,0,0,4971040768,2747330560,799031296,7880032256,7,20,0,7,1,9.429,2.854,87.345,0.372,0,25,14
3,0,9,83,12,13,82,5750,6850,23-03 14:07:59,0,112,0,0,0,4971122688,2747224064,799031296,7880056832,7,20,0,7,1,9.777,3.713,86.386,0.124,0,25,14
1,0,9,83,12,13,82,5750,7326,23-03 14:08:00,0,116,0,0,0,4970823680,2747514880,799031296,7880265728,7,20,0,7,1,8.030,3.639,88.206,0.125,0,25,14
5,0,0,83,12,13,82,5946,7150,23-03 14:08:01,0,116,0,0,0,4967571456,2756087808,799039488,7875194880,7,20,0,6,1,8.020,3.133,88.722,0.125,0,25,14
5,0,8,83,12,13,82,5880,6992,23-03 14:08:02,0,152,0,0,0,4967149568,2756567040,799039488,7874871296,7,20,0,6,1,9.422,3.141,87.437,0,0,25,14
1,0,0,83,12,13,82,6158,8888,23-03 14:08:03,0,122,0,0,0,4966699008,2757017600,799039488,7874678784,7,19,1,6,2,8.842,3.362,87.671,0.125,0,25,14
3,0,8,83,12,13,82,21468,11594,23-03 14:08:04,0,134,0,0,0,4966871040,2758590464,799039488,7872933888,7,20,0,7,1,7.895,3.133,88.972,0,0,28,14
5,0,8,83,12,13,82,7154,9499,23-03 14:08:05,0,124,0,0,0,4967329792,2758086656,799039488,7872913408,7,20,0,7,1,9.204,2.985,87.438,0.373,0,28,14
0,0,0,83,12,13,82,5860,7968,23-03 14:08:06,0,116,0,0,0,4966764544,2758627328,799051776,7873449984,7,20,0,7,1,8.864,3.121,87.890,0.125,0,28,14
3,0,0,83,12,13,82,6262,8017,23-03 14:08:07,0,118,0,0,0,4966805504,2758582272,799051776,7873253376,7,20,0,7,1,8.511,2.879,88.611,0,0,28,14
2,0,0,83,12,13,82,5924,6855,23-03 14:08:08,0,146,0,0,0,4930101248,2795548672,799051776,7872733184,7,20,0,7,1,9.238,2.622,88.015,0.125,0,28,14
1,0,9,83,12,13,82,7196,11092,23-03 14:08:09,0,122,0,0,0,4929064960,2798288896,799072256,7871229952,7,20,0,7,1,7.865,4.494,87.516,0.125,0,25,15
5,0,8,83,12,13,82,14854,15052,23-03 14:08:10,0,144,0,0,0,5045522432,2676760576,799072256,7876337664,7,20,0,8,1,11.111,4.321,84.444,0.123,0,25,15
4,0,1,83,12,13,82,6186,7296,23-03 14:08:11,0,122,0,0,0,5047975936,2674307072,799072256,7876370432,7,18,0,8,2,9.262,3.004,87.735,0,0,25,15
2,0,0,83,12,13,82,5880,6968,23-03 14:08:12,0,114,0,0,0,5048590336,2673659904,799072256,7876677632,7,18,0,7,2,8.853,2.494,88.529,0.125,0,25,15
3,0,0,83,12,13,82,5917,7179,23-03 14:08:13,0,118,0,0,0,5048815616,2673430528,799072256,7876481024,7,18,0,7,2,9.080,2.736,88.184,0,0,25,15
5,0,8,83,12,13,82,6351,7781,23-03 14:08:14,0,166,0,0,0,5043970048,2678276096,799084544,7876210688,7,18,0,7,2,8.853,3.741,86.658,0.748,0,25,15
3,0,8,83,12,13,82,22931,12710,23-03 14:08:15,0,136,0,0,0,5045661696,2676568064,799084544,7876161536,7,18,0,8,2,9.034,3.262,87.704,0,0,25,15
2,0,0,83,12,13,82,6815,7972,23-03 14:08:16,0,128,0,0,0,5045829632,2676396032,799084544,7876231168,7,18,0,8,2,9.801,2.605,87.469,0.124,0,25,15
1,0,0,83,12,13,82,8889,9796,23-03 14:08:17,0,129,0,0,0,5049233408,2672898048,799084544,7876857856,7,18,0,8,2,9.114,2.871,88.015,0,0,25,15
5,0,0,83,12,13,82,6525,7483,23-03 14:08:18,0,121,0,0,0,5049716736,2672410624,799084544,7876853760,7,18,0,8,2,8.385,2.753,88.736,0.125,0,25,15
6,0,8,83,12,13,82,6202,6907,23-03 14:08:19,0,119,0,0,0,5051088896,2672635904,799096832,7874711552,7,18,0,8,2,8.543,3.769,87.312,0.377,0,25,15
3,0,8,83,12,13,82,5750,6987,23-03 14:08:20,0,156,0,0,0,5051006976,2672680960,799105024,7874682880,7,18,0,8,2,7.945,3.026,88.903,0.126,0,25,15
2,0,0,83,12,13,82,9204,17855,23-03 14:08:21,0,129,0,0,0,5074116608,2649571328,799113216,7874641920,7,18,0,8,2,9.625,2.875,87.375,0.125,0,25,15
3,0,0,83,12,13,82,5860,7304,23-03 14:08:22,0,116,0,0,0,5074788352,2648883200,799113216,7874691072,7,18,0,7,2,8.911,2.847,88.119,0.124,0,25,15
3,0,1,83,12,13,82,14049,17780,23-03 14:08:23,0,140,0,0,0,5074919424,2648739840,799113216,7875293184,7,20,0,7,1,8.532,3.262,88.206,0,0,25,15
3,0,9,83,12,13,82,6029,7332,23-03 14:08:24,0,117,0,0,0,5058301952,2665218048,799113216,7875166208,7,20,0,7,1,8.761,3.755,87.359,0.125,0,25,15
1,0,8,83,12,13,82,7109,10378,23-03 14:08:25,0,126,0,0,0,4950937600,2774233088,799113216,7873257472,7,20,0,8,1,8.197,4.792,86.885,0.126,0,25,15
5,0,0,83,12,13,82,21852,9598,23-03 14:08:26,0,165,0,0,0,4950294528,2774773760,799125504,7873347584,7,20,0,8,1,9.738,2.996,87.141,0.125,0,25,15
1,0,0,83,12,13,82,5860,7044,23-03 14:08:27,0,120,0,0,0,4951683072,2773331968,799125504,7873400832,7,20,0,8,1,9.476,3.242,87.282,0,0,25,15
3,0,0,83,12,13,82,5750,6850,23-03 14:08:28,0,116,0,0,0,4943826944,2781184000,799125504,7873671168,7,20,0,8,1,8.156,2.886,88.833,0.125,0,25,15
4,0,8,83,12,13,82,5880,6968,23-03 14:08:29,0,116,0,0,0,4945334272,2779672576,799125504,7873933312,7,20,0,8,1,8.291,3.392,88.317,0,0,25,15
3,0,8,83,12,13,82,7231,12730,23-03 14:08:30,0,125,0,0,0,4947255296,2777751552,799125504,7873601536,7,20,0,8,1,8.176,3.774,87.925,0.126,0,25,15
5,0,0,83,12,13,82,5750,6850,23-03 14:08:31,0,117,0,0,0,4948303872,2776858624,799129600,7873294336,7,20,0,8,1,8.897,2.632,88.221,0.251,0,25,15
3,0,0,83,12,13,82,5750,6968,23-03 14:08:32,0,159,0,0,0,4948848640,2776170496,799129600,7873437696,7,20,0,7,1,9.080,2.985,87.811,0.124,0,25,15
6,0,0,83,12,13,82,6199,7231,23-03 14:08:33,0,121,0,0,0,4950036480,2776535040,799129600,7871950848,7,20,0,7,1,7.576,3.157,89.268,0,0,25,15
8,0,8,83,12,13,82,6029,7474,23-03 14:08:34,0,122,0,0,0,4949733376,2776670208,799137792,7872376832,7,20,0,7,1,7.885,3.880,88.110,0.125,0,25,15
1,0,8,83,12,13,82,8023,7766,23-03 14:08:35,0,117,0,0,0,4949028864,2777620480,799137792,7872323584,7,20,0,7,1,8.511,3.254,88.110,0.125,0,25,15
2,0,1,83,12,13,82,21573,11972,23-03 14:08:36,0,140,0,0,0,4949143552,2777505792,799137792,7872122880,7,20,0,8,1,9.375,3.250,87.375,0,0,25,15
1,0,0,83,12,13,82,7194,7774,23-03 14:08:37,0,120,0,0,0,4946419712,2785705984,799137792,7866388480,7,20,0,8,1,8.229,3.865,87.781,0.125,0,25,15
3,0,0,83,12,13,82,6342,7459,23-03 14:08:38,0,140,0,0,0,4947120128,2784997376,799137792,7867195392,7,20,0,8,1,8.344,2.864,88.543,0.249,0,25,15
1,0,8,83,12,13,82,5954,6850,23-03 14:08:39,0,117,0,0,0,4947816448,2784292864,799158272,7867432960,7,20,0,8,1,7.908,2.423,89.158,0.510,0,25,14
1,0,9,83,12,13,82,11013,12246,23-03 14:08:40,0,132,0,0,0,4947836928,2785599488,799158272,7865774080,7,20,0,8,1,8.761,3.004,88.110,0.125,0,25,15
4,0,0,83,12,13,82,5750,7208,23-03 14:08:41,0,111,0,0,0,4948348928,2785361920,799158272,7865241600,7,20,0,8,1,8.323,3.230,88.447,0,0,25,15
2,0,0,83,12,13,82,5917,7179,23-03 14:08:42,0,115,0,0,0,4948807680,2784903168,799158272,7865040896,7,20,0,7,1,7.799,2.893,89.182,0.126,0,25,15
1,0,0,83,12,13,82,6072,7402,23-03 14:08:43,0,119,0,0,0,4949450752,2784256000,799158272,7864786944,7,20,0,7,1,8.186,3.023,88.791,0,0,25,15
2,0,8,83,12,13,82,7005,8830,23-03 14:08:44,0,170,0,0,0,4948307968,2787782656,799166464,7862394880,7,20,0,7,1,8.593,3.113,88.045,0.249,0,25,15
3,0,8,83,12,13,82,5876,6819,23-03 14:08:45,0,118,0,0,0,4923998208,2812276736,799174656,7862136832,7,20,0,7,1,7.644,3.509,88.722,0.125,0,25,15
3,0,0,83,12,13,82,5990,7539,23-03 14:08:46,0,120,0,0,0,4916854784,2819411968,799174656,7862669312,7,20,0,7,1,7.644,3.008,89.348,0,0,25,15
6,0,0,83,12,13,82,22931,12710,23-03 14:08:47,0,138,0,0,0,4942409728,2793717760,799182848,7862607872,7,20,0,8,1,9.148,3.759,86.967,0.125,0,25,15
3,0,1,83,12,13,82,5860,7049,23-03 14:08:48,0,114,0,0,0,4952035328,2780770304,799182848,7865671680,7,20,0,8,1,8.875,3.750,87.250,0.125,0,25,15
2,0,7,83,12,13,82,6014,7291,23-03 14:08:49,0,121,0,0,0,4953374720,2779303936,799182848,7865733120,7,20,0,8,1,8.647,3.008,88.346,0,0,25,15
6,0,9,83,12,13,82,5750,6850,23-03 14:08:50,0,139,0,0,0,4954759168,2777915392,799191040,7865729024,7,20,0,8,1,8.250,3.625,88,0.125,0,25,15
4,0,0,83,12,13,82,7591,14098,23-03 14:08:51,0,129,0,0,0,4976525312,2756141056,799191040,7866003456,7,20,0,8,1,9.136,2.753,87.985,0.125,0,25,15
2,0,0,83,12,13,82,5820,6968,23-03 14:08:52,0,113,0,0,0,4977680384,2755231744,799191040,7866081280,7,20,0,8,1,8.989,2.747,88.265,0,0,25,15
2,0,0,83,12,13,82,6214,7087,23-03 14:08:53,0,121,0,0,0,4977385472,2755522560,799191040,7865552896,7,20,0,8,1,8.115,2.747,89.014,0.125,0,25,15
2,0,0,83,12,13,82,7099,8485,23-03 14:08:54,0,129,0,0,0,4955860992,2776870912,799191040,7865671680,7,20,0,9,1,9.148,3.383,87.343,0.125,0,25,15
1,0,16,83,12,13,82,6121,7037,23-03 14:08:55,0,116,0,0,0,4957769728,2776449024,799203328,7864238080,7,20,0,8,1,8.281,3.262,87.955,0.502,0,25,15
2,0,0,83,12,13,82,16893,14655,23-03 14:08:56,0,160,0,0,0,4961931264,2772402176,799203328,7864123392,7,19,1,8,2,8.690,3.023,88.161,0.126,0,25,15
3,0,0,83,12,13,82,39438,15875,23-03 14:08:57,0,157,0,0,0,4960100352,2774224896,799203328,7864397824,7,20,0,9,1,9.887,2.879,87.234,0,0,25,15
3,0,0,83,12,13,82,25099,12619,23-03 14:08:58,0,142,0,0,0,4946878464,2787446784,799203328,7864655872,7,20,0,9,1,14.534,3.106,82.236,0.124,0,25,15
4,0,0,83,12,13,82,10039,94240,23-03 14:08:59,0,136,0,0,0,4948066304,2786254848,799203328,7864393728,7,20,0,9,1,8.783,3.011,88.206,0,0,25,15
1,0,17,83,12,13,82,5880,6850,23-03 14:09:00,0,114,0,0,0,4914098176,2820083712,799219712,7864324096,7,20,0,9,1,7.683,3.526,88.665,0.126,0,25,15
3,0,0,83,12,13,82,5750,7326,23-03 14:09:01,0,115,0,0,0,4913762304,2820362240,799227904,7864242176,7,20,0,9,1,8.787,3.465,87.624,0.124,0,25,15
1,0,8,83,12,13,82,6231,7231,23-03 14:09:02,0,160,0,0,0,4912345088,2823376896,799227904,7862710272,7,20,0,9,1,8.564,3.149,88.161,0.126,0,25,15
6,0,0,83,12,13,82,5750,6987,23-03 14:09:03,0,116,0,0,0,4912009216,2823778304,799227904,7862910976,7,20,0,9,1,8.853,3.117,88.030,0,0,25,15
1,0,0,83,12,13,82,6139,7531,23-03 14:09:04,0,118,0,0,0,4912656384,2823131136,799227904,7863103488,7,20,0,9,1,8.407,2.384,89.084,0.125,0,25,15
2,0,16,83,12,13,82,5750,6987,23-03 14:09:05,0,119,0,0,0,4914536448,2821271552,799227904,7862882304,7,20,0,8,1,8.625,3.375,87.750,0.250,0,25,15
5,0,0,83,12,13,82,5880,6968,23-03 14:09:06,0,119,0,0,0,4916326400,2819481600,799240192,7862611968,7,20,0,8,1,8.564,4.282,86.776,0.378,0,25,15
5,0,0,83,12,13,82,6231,7589,23-03 14:09:07,0,120,0,0,0,4915986432,2819805184,799240192,7862628352,7,20,0,8,1,8.260,3.254,88.360,0.125,0,25,15
2,0,0,83,12,13,82,21779,12301,23-03 14:09:08,0,181,0,0,0,4915793920,2819989504,799240192,7862636544,7,20,0,9,1,9.159,3.262,87.578,0,0,25,15
1,0,0,83,12,13,82,7707,7531,23-03 14:09:09,0,126,0,0,0,4915118080,2820620288,799240192,7863140352,7,20,0,9,1,8.561,3.474,87.841,0.124,0,25,14
1,0,16,83,12,13,82,23515,14076,23-03 14:09:10,0,141,0,0,0,4915261440,2820485120,799248384,7862599680,7,22,0,9,0,8.050,3.396,88.428,0.126,0,25,14
2,0,0,83,12,13,82,5750,6968,23-03 14:09:11,0,114,0,0,0,4915982336,2821419008,799248384,7860944896,7,22,0,8,0,8.853,2.369,88.778,0,0,25,14
3,0,0,83,12,13,82,6231,7589,23-03 14:09:12,0,119,0,0,0,4916367360,2821029888,799248384,7861014528,7,22,0,8,0,9.271,2.843,87.763,0.124,0,25,14
1,0,1,83,12,13,82,6580,7224,23-03 14:09:13,0,119,0,0,0,4915126272,2822266880,799248384,7861018624,7,22,0,8,0,8.010,3.129,88.736,0.125,0,25,14
3,0,0,83,12,13,82,6816,7519,23-03 14:09:14,0,151,0,0,0,4916002816,2821378048,799264768,7861215232,7,22,0,8,0,8.842,2.864,88.169,0.125,0,25,14
3,0,16,83,12,13,82,6072,7441,23-03 14:09:15,0,117,0,0,0,4913688576,2829115392,799264768,7856119808,7,22,0,7,0,8.260,4.255,87.359,0.125,0,25,14
5,0,0,83,12,13,82,5750,6987,23-03 14:09:16,0,117,0,0,0,4912488448,2830311424,799264768,7855591424,7,22,0,7,0,9.125,2.875,88,0,0,25,14
1,0,0,83,12,13,82,5750,7071,23-03 14:09:17,0,118,0,0,0,4913037312,2829758464,799264768,7855603712,7,22,0,7,0,7.538,3.141,89.196,0.126,0,25,14
4,0,0,83,12,13,82,6256,7608,23-03 14:09:18,0,122,0,0,0,4913287168,2831015936,799264768,7854096384,7,22,0,7,0,9.553,2.854,87.469,0.124,0,25,14
1,0,0,83,12,13,82,23543,13221,23-03 14:09:19,0,146,0,0,0,4913500160,2830962688,799272960,7853862912,7,22,0,8,0,8.772,2.882,87.719,0.627,0,25,14
4,0,12,83,12,13,82,5860,7186,23-03 14:09:20,0,159,0,0,0,4914540544,2829910016,799272960,7854141440,7,22,0,8,0,7.692,3.657,88.651,0,0,25,14
3,0,4,83,12,13,82,9572,17953,23-03 14:09:21,0,137,0,0,0,4934451200,2809995264,799272960,7854669824,7,22,0,8,0,8.071,3.153,88.651,0.126,0,25,14
4,0,0,83,12,13,82,5750,7326,23-03 14:09:22,0,115,0,0,0,4935032832,2809393152,799272960,7854223360,7,22,0,8,0,8.010,3.004,88.986,0,0,25,14
1,0,0,83,12,13,82,5946,7292,23-03 14:09:23,0,120,0,0,0,4917825536,2826551296,799272960,7854014464,7,22,0,8,0,8.354,3.616,87.905,0.125,0,25,14
2,0,0,83,12,13,82,6400,7382,23-03 14:09:24,0,119,0,0,0,4790915072,2953457664,799281152,7853944832,7,22,0,8,0,8.636,3.004,87.985,0.375,0,25,14
2,0,9,83,12,13,82,5836,7074,23-03 14:09:25,0,114,0,0,0,4957143040,2783916032,799281152,7857258496,7,22,0,8,0,8.156,5.772,86.073,0,0,25,14
2,0,8,83,12,13,82,5860,7186,23-03 14:09:26,0,152,0,0,0,4961185792,2778103808,799281152,7859560448,7,22,0,8,0,8.955,3.483,87.438,0.124,0,25,14
0,0,0,83,12,13,82,5880,7208,23-03 14:09:27,0,119,0,0,0,4956008448,2783277056,799289344,7859613696,7,22,0,7,0,7.945,3.783,88.146,0.126,0,25,14
4,0,0,83,12,13,82,6342,7601,23-03 14:09:28,0,120,0,0,0,4957179904,2782085120,799289344,7859097600,7,20,0,7,1,8.375,3,88.625,0,0,25,14
2,0,0,83,12,13,82,7350,10229,23-03 14:09:29,0,122,0,0,0,4985917440,2753036288,799305728,7872663552,7,20,0,8,1,9.458,2.522,87.894,0.126,0,25,14
1,0,8,83,12,13,82,21722,9700,23-03 14:09:30,0,134,0,0,0,4988276736,2750799872,799305728,7869542400,7,20,0,8,1,8.250,3.125,88.500,0.125,0,25,14
1,0,8,83,12,13,82,8188,12367,23-03 14:09:31,0,128,0,0,0,4973637632,2765488128,799309824,7869526016,7,20,0,8,1,8.168,3.094,88.614,0.124,0,25,14
4,0,0,83,12,13,82,6136,6900,23-03 14:09:32,0,157,0,0,0,4975071232,2763997184,799309824,7869939712,7,20,0,8,1,8.999,3.042,87.959,0,0,25,14
4,0,0,83,12,13,82,6129,7395,23-03 14:09:33,0,120,0,0,0,4975104000,2765422592,799309824,7867949056,7,20,0,8,1,7.769,3.258,88.847,0.125,0,25,14
2,0,0,83,12,13,82,6722,7968,23-03 14:09:34,0,125,0,0,0,4967657472,2772971520,799309824,7859666944,7,20,0,8,1,7.789,2.513,89.698,0,0,25,14
1,0,8,83,12,13,82,5790,6890,23-03 14:09:35,0,116,0,0,0,4961759232,2778869760,799309824,7859458048,7,20,0,8,1,7.188,3.279,89.407,0.126,0,25,14
4,0,8,83,12,13,82,5990,7186,23-03 14:09:36,0,118,0,0,0,4962070528,2778513408,799322112,7859359744,7,20,0,8,1,9.227,2.868,87.282,0.623,0,25,14
1,0,1,83,12,13,82,6915,8244,23-03 14:09:37,0,120,0,0,0,4964560896,2776010752,799322112,7859703808,7,20,0,8,1,8.344,3.238,88.418,0,0,25,14
1,0,0,83,12,13,82,6634,8100,23-03 14:09:38,0,166,0,0,0,4965208064,2775363584,799322112,7859961856,7,20,0,7,1,8.125,2.750,89,0.125,0,25,14
