"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dstat/disk_tcp_ipc_aio_swap_io_sys_proc_raw_unix.csv --disk --tcp --ipc --aio --swap --io --sys --proc --raw --unix 1 600",,,,"Date:","23 Mar 2023 14:04:41 -03"
"dsk/total",,"tcp sockets",,,,,"sysv ipc",,,"async","swap",,"io/total",,"system",,"procs",,,"raw","unix sockets",,,
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2652,6615,2,0,1,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2461,5605,2,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2551,5644,0,0,0,0,56,981,55,926
0,1433600,7,20,0,8,1,0,0,5,0,108527616,914878464,0,60,2583,6917,2,0,8,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2788,7308,0,0,9,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2465,5674,1,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2431,5585,1,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2540,5643,3,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2602,6157,1,0,4,0,56,981,55,926
0,6479872,7,20,0,7,1,0,0,5,0,108527616,914878464,0,618,2934,8399,0,0,12,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2427,5596,0,0,0,0,56,981,55,926
0,770048,7,20,0,8,1,0,0,5,0,108527616,914878464,0,74,3572,9740,1,0,0,0,56,981,55,926
155648,0,7,20,0,8,1,0,0,5,0,108527616,914878464,2,0,2775,31807,1,0,1,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2353,5586,0,0,0,0,56,981,55,926
0,2924544,7,20,0,8,1,0,0,5,0,108527616,914878464,0,150,2785,8095,0,0,16,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2511,5893,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2335,5632,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2420,5610,0,0,0,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2529,6081,1,0,0,0,56,981,55,926
0,483328,7,20,0,8,1,0,0,5,0,108527616,914878464,0,36,2744,8194,1,0,16,0,56,981,55,926
0,0,7,18,1,8,2,0,0,5,0,108527616,914878464,0,0,2537,5851,1,0,0,0,56,981,55,926
0,0,7,19,1,9,1,0,0,5,0,108527616,914878464,0,0,2730,7703,0,0,0,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,3150,6082,1,0,0,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2509,5771,0,0,0,0,56,981,55,926
0,1810432,7,20,0,9,1,0,0,5,0,108527616,914878464,0,58,2695,8229,0,0,17,0,56,981,55,926
0,229376,7,20,0,9,1,0,0,5,0,108527616,914878464,0,18,2543,5705,0,0,0,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2626,7890,0,0,8,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2543,5851,0,0,0,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2595,5587,1,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2747,8130,0,0,16,0,56,981,55,926
0,18006016,7,20,0,8,1,0,0,5,0,108527616,914878464,0,2386,4216,11858,4,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2454,5587,1,0,0,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2572,6644,0,0,0,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2572,5810,1,0,0,0,56,981,55,926
0,245760,7,22,0,9,0,0,0,5,0,108527616,914878464,0,36,2778,9182,0,0,16,0,56,981,55,926
0,0,7,22,0,8,0,0,0,5,0,108527616,914878464,0,0,2517,5713,0,0,0,0,56,981,55,926
0,0,7,22,0,8,0,0,0,5,0,108527616,914878464,0,0,2341,5659,0,0,0,0,56,981,55,926
0,0,7,22,0,8,0,0,0,5,0,108527616,914878464,0,0,2520,5676,1,0,1,0,56,981,55,926
0,0,7,22,0,8,0,0,0,5,0,108527616,914878464,0,42,2544,5857,0,1,0,0,56,981,55,926
0,729088,7,22,0,7,0,0,0,5,0,108527616,914878464,0,32,2635,7467,1,0,12,0,56,981,55,926
0,0,7,22,0,7,0,0,0,5,0,108527616,914878464,0,0,2489,6204,0,0,4,0,56,981,55,926
0,0,7,22,0,7,0,0,0,5,0,108527616,914878464,0,0,2470,5498,0,0,0,0,56,981,55,926
0,0,7,22,0,7,0,0,0,5,0,108527616,914878464,0,0,2577,5871,0,0,0,0,56,981,55,926
0,0,7,22,0,8,0,0,0,5,0,108527616,914878464,0,0,2590,6491,0,0,0,0,56,981,55,926
0,1646592,7,22,0,8,0,0,0,5,0,108527616,914878464,0,22,2653,6888,0,0,8,0,56,981,55,926
0,0,7,22,0,8,0,0,0,5,0,108527616,914878464,0,0,2598,7127,0,0,8,0,56,981,55,926
0,0,7,22,0,8,0,0,0,5,0,108527616,914878464,0,0,2455,5525,1,0,0,0,56,981,55,926
0,0,7,22,0,8,0,0,0,5,0,108527616,914878464,0,0,2428,5576,0,0,0,0,56,981,55,926
0,0,7,22,0,8,0,0,0,5,0,108527616,914878464,0,0,2494,5637,0,0,0,0,56,981,55,926
0,163840,7,22,0,8,0,0,0,5,0,108527616,914878464,0,6,3569,37310,1,0,9,0,56,981,55,926
0,0,7,22,0,8,0,0,0,5,0,108527616,914878464,0,0,2655,6884,0,0,8,0,56,981,55,926
0,17547264,7,22,0,7,0,0,0,5,0,108527616,914878464,0,2334,3984,10181,1,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2478,5624,2,0,0,0,56,981,55,926
0,0,7,19,1,7,2,0,0,5,0,108527616,914878464,0,0,2725,7044,0,0,0,0,56,981,55,926
0,3194880,7,20,0,8,1,0,0,5,0,108527616,914878464,0,42,2706,7016,0,0,8,0,56,981,55,926
0,221184,7,20,0,8,1,0,0,5,0,108527616,914878464,0,18,2531,7042,0,0,8,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2386,5712,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2441,6159,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2390,5655,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2525,6867,0,1,8,0,56,981,55,926
0,499712,7,20,0,8,1,0,0,5,0,108527616,914878464,0,40,2616,6903,1,0,8,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2422,5737,0,0,1,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2604,5786,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2458,5602,1,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2676,7832,0,0,8,0,56,981,55,926
0,712704,7,20,0,8,1,0,0,5,0,108527616,914878464,0,56,2582,6912,0,0,8,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2490,5687,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2553,6004,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2482,5677,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2707,6853,1,0,8,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2626,6811,0,1,8,0,56,981,55,926
0,286720,7,20,0,9,1,0,0,5,0,108527616,914878464,0,10,2469,6411,0,0,0,0,56,981,55,926
0,6225920,7,20,0,8,1,0,0,5,0,108527616,914878464,0,732,2855,6979,1,0,0,0,56,983,55,928
0,1015808,7,20,0,8,1,0,0,5,0,108527616,914878464,0,48,2474,5875,1,0,1,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2706,6978,0,0,8,0,56,981,55,926
0,671744,7,20,0,8,1,0,0,5,0,108527616,914878464,0,86,2632,7180,0,0,8,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2573,6468,0,0,0,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2467,5589,3,0,0,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2447,5625,0,0,0,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2565,6912,1,0,8,0,56,981,55,926
0,1409024,7,20,0,8,1,0,0,5,0,108527616,914878464,0,22,2587,6879,0,0,8,0,56,981,55,926
0,696320,7,20,0,9,1,0,0,5,0,108527616,914878464,0,4,2622,6435,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2554,6016,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2477,5708,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2551,6919,0,0,8,0,56,981,55,926
0,647168,7,20,0,7,1,0,0,5,0,108527616,914878464,0,22,2491,6816,0,0,8,0,56,981,55,926
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2623,7906,2,0,9,0,56,981,55,926
0,13910016,7,20,0,8,1,0,0,5,0,108527616,914878464,0,2514,5282,41865,3,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2450,6259,1,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2549,6937,1,0,8,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2605,6871,3,1,8,0,56,981,55,926
0,3006464,7,20,0,8,1,0,0,5,0,108527616,914878464,0,46,2390,5669,0,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2431,5566,1,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2498,5842,1,0,0,0,56,981,55,926
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2586,6831,0,0,8,0,56,981,55,926
0,0,7,20,1,7,1,0,0,5,0,108527616,914878464,0,0,2689,7004,4,0,8,0,56,983,55,928
0,417792,7,20,1,7,1,0,0,5,0,108527616,914878464,0,16,2669,5860,0,0,0,0,56,983,55,928
0,0,7,20,1,8,1,0,0,5,0,108527616,914878464,0,0,2566,6678,0,0,0,0,56,983,55,928
0,0,7,20,1,8,1,0,0,5,0,108527616,914878464,0,0,2665,6026,2,1,1,0,56,983,55,928
0,352256,7,20,1,8,1,0,0,5,0,108527616,914878464,0,58,2481,6706,1,0,7,0,56,983,55,928
0,0,7,20,1,8,1,0,0,5,0,108527616,914878464,0,0,2503,7082,0,0,9,0,56,983,55,928
0,0,7,20,1,8,1,0,0,5,0,108527616,914878464,0,0,2408,5514,0,0,0,0,56,983,55,928
0,0,7,20,1,8,1,0,0,5,0,108527616,914878464,0,0,2544,5666,1,0,0,0,56,983,55,928
0,5103616,7,20,1,8,1,0,0,5,0,108527616,914878464,0,548,2769,6812,0,0,0,0,56,983,55,928
0,671744,7,20,1,8,1,0,0,5,0,108527616,914878464,0,30,2901,5901,0,0,0,0,56,983,55,928
0,196608,7,20,1,7,1,0,0,5,0,108527616,914878464,0,36,2811,8336,1,0,16,0,56,983,55,928
0,0,7,20,1,7,1,0,0,5,0,108527616,914878464,0,0,2493,5558,2,0,0,0,56,983,55,928
0,0,7,20,1,7,1,0,0,5,0,108527616,914878464,0,0,2577,5659,3,0,0,0,56,983,55,928
0,0,7,20,1,8,1,0,0,5,0,108527616,914878464,0,0,2623,6632,0,0,0,0,56,983,55,928
0,0,7,20,1,8,1,0,0,5,0,108527616,914878464,0,0,2451,5589,1,0,0,0,56,983,55,928
0,450560,7,20,1,8,1,0,0,5,0,108527616,914878464,0,12,2682,8117,0,0,17,0,56,983,55,928
0,0,7,20,1,8,1,0,0,5,0,108527616,914878464,0,0,2458,5702,1,0,0,0,56,983,55,928
0,0,7,20,1,8,1,0,0,5,0,108527616,914878464,0,0,2613,5871,1,0,0,0,56,983,55,928
1916928,2572288,7,21,2,8,1,0,0,5,0,108527616,914878464,62,440,3000,7023,2,0,3,0,56,981,55,926
0,0,7,22,1,8,1,0,0,5,0,108527616,914878464,0,0,2511,5908,0,0,0,0,56,981,55,926
0,655360,7,20,0,8,1,0,0,5,0,108527616,914878464,0,36,2764,8967,1,0,16,0,56,977,55,922
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2543,5830,1,0,0,0,56,977,55,922
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2472,5562,0,0,0,0,56,977,55,922
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2544,5820,1,0,0,0,56,977,55,922
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2545,6511,3,0,0,0,56,977,55,922
0,1556480,7,20,0,9,1,0,0,5,0,108527616,914878464,0,22,2752,8126,0,0,16,0,56,977,55,922
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2339,5622,0,0,0,0,56,977,55,922
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2497,5833,0,0,1,0,56,977,55,922
0,3710976,7,20,0,9,1,0,0,5,0,108527616,914878464,0,558,2623,6578,1,0,0,0,56,977,55,922
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2493,5696,1,0,0,0,56,977,55,922
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,3890,37742,1,0,16,0,56,977,55,922
0,3072000,7,20,0,8,1,0,0,5,0,108527616,914878464,0,62,2554,5706,0,0,0,0,56,977,55,922
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2533,5682,1,0,0,0,56,977,55,922
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2588,6509,0,0,0,0,56,977,55,922
0,0,7,20,0,10,1,0,0,5,0,108527616,914878464,0,0,2708,6853,1,0,0,0,56,977,55,922
0,0,7,20,0,10,1,0,0,5,0,108527616,914878464,0,0,2766,7748,2,0,12,0,56,977,55,922
0,229376,7,20,0,9,1,0,0,5,0,108527616,914878464,0,18,2607,6142,2,0,4,0,56,977,55,922
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2466,5574,0,0,0,0,56,977,55,922
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2960,7884,0,0,18,0,56,981,55,926
0,13746176,7,20,0,9,1,0,0,5,0,108527616,914878464,0,720,3318,10018,1,0,0,0,56,981,55,926
0,2007040,7,20,0,9,1,0,0,5,0,108527616,914878464,0,68,2712,7171,1,0,9,0,56,981,55,926
0,122880,7,20,0,9,1,0,0,5,0,108527616,914878464,0,12,2655,6692,0,0,8,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2484,5600,0,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2523,5624,1,0,0,0,56,981,55,926
0,548864,7,20,0,8,1,0,0,5,0,108527616,914878464,0,20,2577,5769,0,0,0,0,56,981,55,926
0,425984,7,20,0,9,1,0,0,5,0,108527616,914878464,0,16,3569,12261,0,0,45,0,56,997,55,942
0,696320,7,20,0,9,1,0,0,5,0,108527616,914878464,0,4,2632,6844,0,0,8,0,56,997,55,942
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2613,6679,0,0,0,0,56,997,55,942
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2617,6082,0,0,0,0,56,997,55,942
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2703,6071,0,0,0,0,56,997,55,942
0,319488,7,20,0,9,1,0,0,5,0,108527616,914878464,0,38,2523,6763,0,0,8,0,56,997,55,942
0,253952,7,20,0,9,1,0,0,5,0,108527616,914878464,0,36,2878,9465,0,0,16,0,56,997,55,942
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2566,5702,1,0,1,0,56,997,55,942
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2549,5876,0,0,0,0,56,997,55,942
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2454,5600,0,0,0,0,56,997,55,942
0,1204224,7,20,0,8,1,0,0,5,0,108527616,914878464,0,60,2606,6967,0,0,8,0,56,997,55,942
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2705,7815,0,0,8,0,56,997,55,942
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2486,5613,0,0,0,0,56,997,55,942
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2483,5698,0,0,0,0,56,997,55,942
0,1581056,7,20,0,9,1,0,0,5,0,108527616,914878464,0,90,2620,5755,0,0,0,0,56,997,55,942
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2694,7717,0,0,8,0,56,991,55,936
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2554,7036,0,0,8,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2392,5566,1,0,0,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2515,5801,2,0,0,0,56,981,55,926
0,8413184,7,20,0,8,1,0,0,5,0,108527616,914878464,0,870,2782,7079,0,0,1,0,56,981,55,926
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2818,7027,0,0,8,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2592,7610,0,0,8,0,56,981,55,926
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,3490,35728,1,0,0,0,56,981,55,926
0,3710976,7,20,0,9,1,0,0,5,0,108527616,914878464,0,40,2641,6421,1,1,1,0,56,977,55,922
0,409600,7,20,0,9,1,0,0,5,0,108527616,914878464,0,64,2635,6065,0,0,0,0,56,977,55,922
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2648,7249,3,0,8,0,56,977,55,922
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2508,6677,5,0,8,0,56,977,55,922
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2509,5626,3,0,0,0,56,977,55,922
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2565,5692,2,0,0,0,56,977,55,922
0,155648,7,20,0,8,1,0,0,5,0,108527616,914878464,0,10,2548,5677,0,0,0,0,56,977,55,922
0,753664,7,20,0,8,1,0,0,5,0,108527616,914878464,0,106,2718,7215,0,0,8,0,56,977,55,922
0,696320,7,20,0,8,1,0,0,5,0,108527616,914878464,0,4,2732,7056,2,0,9,0,56,977,55,922
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2636,6455,1,0,0,0,56,977,55,922
0,0,7,20,0,9,1,0,0,5,0,108527616,914878464,0,0,2402,5665,0,0,0,0,56,977,55,922
0,737280,7,20,0,9,1,0,0,5,0,108527616,914878464,0,18,2442,5628,2,0,0,0,56,977,55,922
0,253952,7,20,0,9,1,0,0,5,0,108527616,914878464,0,20,2596,6895,1,0,8,0,56,977,55,922
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2536,6916,0,0,8,0,56,977,55,922
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2681,6177,0,0,0,0,56,977,55,922
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2490,5780,0,0,0,0,56,977,55,922
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2524,5627,1,0,0,0,56,977,55,922
0,16269312,7,20,0,7,1,0,0,5,0,108527616,914878464,0,2336,4291,12635,1,1,8,0,56,977,55,922
0,2416640,7,20,0,7,1,0,0,5,0,108527616,914878464,0,112,2656,7042,0,0,8,0,56,977,55,922
0,0,7,20,1,7,1,0,0,5,0,108527616,914878464,0,0,2524,5734,1,0,0,0,56,979,55,924
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2499,6544,1,0,0,0,56,977,55,922
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2495,5801,0,0,1,0,56,977,55,922
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2538,6761,1,0,8,0,56,977,55,922
0,671744,7,20,0,8,1,0,0,5,0,108527616,914878464,0,36,2552,7012,0,0,8,0,56,977,55,922
0,319488,7,20,0,8,1,0,0,5,0,108527616,914878464,0,30,2459,5629,0,0,0,0,56,977,55,922
0,0,7,20,0,8,1,0,0,5,0,108527616,914878464,0,0,2407,5635,0,0,0,0,56,977,55,922
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2344,5539,0,0,0,0,56,977,55,922
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2670,6843,0,0,8,0,56,977,55,922
0,0,7,20,0,6,1,0,0,5,0,108527616,914878464,0,0,2540,6838,0,0,8,0,56,977,55,922
0,1613824,7,20,0,6,1,0,0,5,0,108527616,914878464,0,44,2538,5626,2,0,0,0,56,977,55,922
0,0,7,20,0,7,1,0,0,5,0,108527616,914878464,0,0,2526,6790,2,0,0,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2565,6220,0,0,0,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2484,6348,1,0,4,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2646,7420,0,0,13,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2426,5592,0,1,0,0,56,977,55,922
0,401408,7,18,0,7,2,0,0,5,0,108527616,914878464,0,24,2582,5595,0,0,0,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2512,5628,0,0,0,0,56,977,55,922
0,7446528,7,18,0,7,2,0,0,5,0,108527616,914878464,0,662,3966,36433,1,0,0,0,56,977,55,922
0,0,7,18,0,6,2,0,0,5,0,108527616,914878464,0,0,2638,8013,0,0,16,0,56,977,55,922
0,0,7,18,0,6,2,0,0,5,0,108527616,914878464,0,0,2608,5652,0,0,0,0,56,977,55,922
0,0,7,18,0,6,2,0,0,5,0,108527616,914878464,0,0,2502,6442,0,0,0,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2550,6553,1,0,0,0,56,977,55,922
0,1490944,7,18,0,7,2,0,0,5,0,108527616,914878464,0,18,2525,5737,1,0,0,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2849,10504,1,0,24,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2670,6119,0,0,0,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2538,5931,2,0,1,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2533,5669,0,0,0,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2467,5658,0,2,0,0,56,977,55,922
0,606208,7,18,0,6,2,0,0,5,0,108527616,914878464,0,40,2662,7998,0,0,16,0,56,977,55,922
0,0,7,18,0,6,2,0,0,5,0,108527616,914878464,0,0,2405,5608,2,0,0,0,56,977,55,922
0,0,7,18,0,6,2,0,0,5,0,108527616,914878464,0,0,2406,5566,1,0,0,0,56,977,55,922
0,1687552,7,18,0,6,2,0,0,5,0,108527616,914878464,0,316,2690,6171,0,0,2,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2575,6525,0,0,0,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2687,8154,0,0,16,0,56,977,55,922
0,376832,7,18,0,7,2,0,0,5,0,108527616,914878464,0,28,2527,5775,0,0,0,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2537,5546,2,0,0,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2609,5627,0,0,0,0,56,977,55,922
0,442368,7,18,0,7,2,0,0,5,0,108527616,914878464,0,26,2518,5656,0,0,1,0,56,977,55,922
0,0,7,18,0,6,2,0,0,5,0,108527616,914878464,0,0,2597,8068,0,0,16,0,56,977,55,922
0,0,7,18,0,6,2,0,0,5,0,108527616,914878464,0,0,2458,6067,0,0,0,0,56,977,55,922
0,0,7,18,0,6,2,0,0,5,0,108527616,914878464,0,0,2359,5659,2,0,0,0,56,979,55,924
0,0,7,18,0,6,2,0,0,5,0,108527616,914878464,0,0,2525,5770,3,0,0,0,56,977,55,922
0,671744,7,18,0,7,2,0,0,5,0,108527616,914878464,0,64,2694,6940,1,0,0,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2618,7397,2,0,12,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2542,6261,0,0,4,0,56,977,55,922
0,1384448,7,18,0,7,2,0,0,5,0,108527616,914878464,0,110,2463,5726,0,0,0,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2475,6170,2,0,0,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2669,5620,0,0,0,0,56,977,55,922
0,14753792,7,18,0,7,2,0,0,5,0,108527616,914878464,0,1888,3684,11242,0,0,8,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2510,6753,0,0,8,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2528,5595,0,1,1,0,56,977,55,922
0,1687552,7,18,0,6,2,0,0,5,0,108527616,914878464,0,26,2402,5630,0,0,0,0,56,977,55,922
0,204800,7,18,0,6,2,0,0,5,0,108527616,914878464,0,14,2519,5660,0,0,0,0,56,977,55,922
0,516096,7,18,0,7,2,0,0,5,0,108527616,914878464,0,96,2713,7800,0,0,8,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2505,6730,0,0,8,0,56,977,55,922
0,2646016,7,18,0,7,2,0,0,5,0,108527616,914878464,0,52,3462,35591,0,0,0,0,56,977,55,922
0,311296,7,18,0,7,2,0,0,5,0,108527616,914878464,0,12,2468,5949,1,0,0,0,56,977,55,922
0,0,7,18,0,7,2,0,0,5,0,108527616,914878464,0,0,2528,5709,1,0,0,0,56,977,55,922
0,1343488,7,18,0,7,2,0,0,5,0,108527616,914878464,0,238,2624,6928,0,0,8,0,56,977,55,922
